2a00000004	Iluk
2a0922005f	Ani aya ʊpya onuo, umung ko kuno afraa mo, aka kung irung ngɛ sini arii idɔɔ ɛkǝri umung.
2a09230076	Ihywi ko kuno bai idɔɔ ɛkǝri umung, asani, “Ɔnɔm ngɛ we, ikarha akyu woro ngɛ, inyi kung imisini atanany!”
2a092400a8	Ikpara sini ɛkǝri ihywi karha apya onuo, oko rong Iyesu ni eyeyie. Ekǝri ɔnɔ ʊmɛr kɔ sɔ ɛkǝri iring bi idɔɔmo. Bakywa dang akana tanamo araru imisini erii.
2a0925003f	Uwuni ikywa, sini oshuri baa aya ukro, akai ushi ka darha ngɛ.
2a0926007f	Opyo orokru bidɔɔ ɛkǝri ushi kata onuo ayirha ngɛ, “Avuwa isɔrhɔnw akyu upyerhe ɔnɔm, kii ɛngɛɛ ni ɔnɔm eyeyie!
2a0927009e	Ering ebebi se raa ngɛ akywakywa akan ta akpa kansu nunaa asu ba ʊfʊ bi onuo. Ekǝri ering sesa ʊkɔrhɔ owro bau ushere ngɛ nekǝkǝrhe asu gyurho ngɛ.
2a0928004c	Isɔrhɔ ɔnɔ ʊmɛr nwu oworo ngɛ ɛkǝri ʊring Ishari ngɛ anabramo.”
2a092900a3	Iyesu ko yoro, “Inyi ipyoo ʊsang ʊma ʊbrʊbrʊ kǝni ari eteting! Ke kyaa akina akywa yo ini kiki kǝni enyi ngɛ asu wura ikywi ne nyi? Ko ɔnɔnw ba ben.”
2a092a00c6	Nisini ɛkǝri ɔnɔ ku kyeng ba, ɛkǝri ering Ishari kǝshwe ngɛ ogyo bi Ibung inamaa kasu ya. Yip Iyesu ka tana ɛkǝri ering Ishari ʊraa ngɛ, kama ɛkǝri ɔnɔ ikrʊ ka naa ekperi ngɛ kyaa.
2a092b0085	Kukummo kǝ jijire ngɛ ni ʊrɛ ikrʊ Ʊnʊng. Akywa sini kukum orokru ku jijire ni ʊmasini Iyesu sa, akasani ɔnɔ ʊmɛr ngɛ ni,
2a092c0060	“Inyi kung nɛgbɛn imisini iwa tanany: Anu ma Ɔnɔ orokru bavu arʊ sini ana waamɔ ngɛ.”
2a092d0080	Yip ene kpɛrhimɔ imisini akʊ pɛrɛ. Ɔswimo ngɛ karha ekǝ kpɛrhi. Aka darha ngɛ akʊng irung ugyurho ngɛ ɛkǝri iring.
2a092e004e	Amaa kǝ shinɛ bi idɔɔ ɛkǝri ɔnɔ ʊmɛr asani iyaa nʊ shoo arite arʊ.
2a092f005b	Iyesu, kpɛrhi ʊwɔrɔfomo ngɛ bi ikywimo, aka kpara ɔnɔ ajaji ko kyo atiting bi ikwoo.
2a093000e9	Ikpara dang akasani ɔmɔni, “Arʊ sini aba yirha ɔnɔ ajaji wen bidɔɔ ʊtʊwam ayirhim imyee; kǝnawo arʊ sini aba yirham ayirhi arʊ sini atumim ngɛ. Kii arʊ sini ani ara ajaji bi idɔɔ nyi kukum ɛngɛɛ ni arʊ erere.”
2a09310082	Iyohana ko yoro asani, “Avʊwa, arʊ rii araru ku yeri ʊshari bidɔɔ ʊtʊwanw arʊ kasu karha ngɛ, kii asaa bidɔɔ arʊ.”
2a09320065	Iyesu kasani, “Inyi bekya akarha ngɛ, kii kukum arʊ sini abana tiraa enyi ani kǝni enyi ngɛ.”
2a0933006d	Nisini ikpara tokyu fwa sini Ʊnʊng nʊ kpara ngɛ kekya ayaya, Iyesu ko suno ngɛ ni ʊwaa ukya Urushelima.
2a0934005a	Aka tuma atina akpi itee, arʊ sini aki opyo apyang Isamariya otuno ngɛ ʊʊma asha ubaa,
2a09350057	yip ɛkǝri orokru burha ka tiramo ʊyirha ngɛ, kii ani bi ʊtira ukyaa Urushelima wo.
2a09360085	Nisini ɔnɔ ʊmɛr ngɛ Iyakubu kǝni Iyohana rii kǝna, oko gyurho, “Ete, ʊwɛi ni arʊ yirha ʊra ba ayaya aki ʊramɔ ngɛ?”
2a09370027	Yip Iyesu kǝ tere atana mo ʊraa ngɛ.
2a09380049	Ikpara dang Iyesu kǝni ɔnɔ ʊmɛr ngɛ ɔkɔ wɔrɔ kyamo opyo apyang.
2a0939005e	Nisini akʊ kyeng bi ʊtira, opyo orokru kasani ɛngɛɛ ni, “Ini kroo ʊnwɔ ku kyu ube.”
2a093a0085	Iyesu ko yoro ngɛ, “Ibri ni igaramo ngɛ ɔnɔnʊng ayaya ni Ibɔru ngɛ, yip Ɔnɔ Orokru saa ni owro sini anusomo ikywi ngɛ.”
2a093b0071	Akasani opyo orokru ni, “Kroo mi ngɛ.” Ekǝri orokru ko yoro, “Ete, shere ikya eye mine ɛkpɛrim noru.”
2a093c006b	Iyesu ka sani ɛngɛɛ ni, “Shere arʊkpo mine opyomo, yip ʊnwɔ kyanw yasu tana iring igumo Ʊnʊng.”
2a093d0050	Opyo arʊ ka sani, “Ini kronwuo, Ete, yip shere ikya aya shirha arʊm noru.”
2a093e00b0	Iyesu ka tana ngɛ asani, “Arʊ sini ɛwɛi uwro ni inaa uwro ka kpin ituo inaa, atikpa uwro ikpara dang akasu pyerhe utumo ese maa ʊsa ʊtina bi idɔɔ Igumo Ʊnʊng ba.”
2a0a01008a	Ekǝ kywɛrɛ Ete, ko woro arʊ isi tensara na pari ka tuma mo arapapari asu kyeeng ashubaa ki ko kina apya kǝni owro sini eye kyaa ngɛ.
2a0a02007e	Aka tanamo asani, “Ʊkana ni atana, yip arʊ tina ni aji. Inyi sɔrhɔ Ʊnʊng ngɛ Ete itina akyi a tumanyi ni arʊ ʊtina.
2a0a030036	Inyi kya! Iku tumanyi kǝni atam ni bidɔɔ ava orumo.
2a0a040052	Inyi be kya kpari ipa ʊfɛ, ʊbʊrhʊ kǝni ataka, Inyi bekya fo araru bi ʊtira.
2a0a050051	“Ʊna sini inyi baraa, inyi fomo ngɛ a sani, ‘Ʊnʊng manyi ʊyari ikywi.’
2a0a060065	Ɛkǝri arʊ ʊna ba waa ʊyeri ikywi anu pen ʊyari ikywi, aba na waa ngɛ ʊnʊ juro bawo nʊ nwɔ.
2a0a07007d	Aba yirhanyi inyi ki burha, inyi ra asa imi sini abamany, kii etiri maa sini ama ʊfɛɛ, bekya su kyeng ʊkǝri ina kya ina.
2a0a08004d	“Ko kina kywa sini inyi ba kya arapya aba yirhanyi, inyi ra imi sini aminy.
2a0a090050	Ama arʊ samɔ akrʊ, ikrʊ, atanamo asani, ‘Igumo Ʊnʊng to iyoyou nenyi.’
2a0a0a0048	Apya sini nyi baraa, abana yirhamɔ nyi, inyi kyany ki tiramo ka tanamo,
2a0a0b0088	‘Ku ukyuro apyany sini ʊkpin arʊ bi ifraa arʊ nʊ pʊnanyi mo. Arʊ wɛini inyi kperhi ngɛ asani igumo Ʊnʊng to iyoyow nenyi.’
2a0a0c005f	Ikʊ tani nyi ʊnʊng ʊkyɛrhɛ ʊring Ʊnʊng nʊ pri nʊ ʊkʊng okwo Isɔdɔm ni apya dang.
2a0a0d0102	“Okwo ne nyi arʊ Ikorazin!, Okwo ne nyi arʊ Ibasaida!, Ana akyusani, ʊʊma ujijire men asi bidɔɔ nyi ni asamo bi Itaya kǝni Isidɔn. Uwruwro anakyu shere eteting ngɛ a shere ʊya ngɛ, akiki bi bʊng, ɔsɔmo ʊʊma ukrukru azara ʊtɔng bi inamamo.
2a0a0e003d	Inu pri Itaya kǝni Isidɔn ʊnʊng ʊkyɛrhɛ ʊring ne nyi.
2a0a0f0057	Inyi ari Ikafarnahum inyi kung anu shwe nyi kya ayaya? O-o, anu fen nyi kya apya ering.
2a0a100073	“Arʊ sini aba kuny akum, arʊ sini aba tiraa nyi, atira eme, arʊ sini aba tiraa emye atira arʊ sini atumim.”
2a0a110077	Ɛkǝri arʊ isitensara ni apari juri ni ʊmɛ, kasu sani, “Ete ni, ʊshari sa kung arʊ, arʊ ba yirhi ʊtʊwanw.”
2a0a120043	Iyesu kasani omoni, “Iri Ishari kpi kǝni iyɛyɛrhi ni ba ayaya.
2a0a130085	Rong!, Imany ikrʊ ʊtɛɛ Iyow kǝni Inang kukum, ka manyi ikrʊ kukum bayi arʊ sini ana waamɔ nyi, bai rima sini inʊ rany inama.
2a0a14006c	Inyi bekya ɛmɛ asani ering eteting kuniny inyi ba waa ʊmɛ, inyi mɛ asani ɔwɔrɔ ʊtʊwany ba yaya.”
2a0a1500f8	Ba kywa dang Iyesu kǝ tirɛ ni eme bi idɔɔ ʊring ʊshisha, aka sani, “Ɛkpɛrim, Ete arayaya kǝni eyesing! Isanw ija kii ʊsɔ ɛrɛsɛr kǝni arʊ kperhi ʊring ngɛ ni ʊmamen ka ba eyen Ɔnɔ ajajirhi. E, kǝnawo, ɛkperim ʊwaanwu wurha.
2a0a1600b5	“Ɛkpɛrim mam ikukin. Ba arʊ sini ɛkpɛrhi Ɔnɔ sai Ɛkpɛri. Kǝnawo baa arʊ sini ɛkpɛrhi Ɛkpɛri ngɛ sai Ɔnɔ arʊ sini Ɔnɔ bo yoro ni ngɛ anu yen ngɛ Ɛkpɛri.”
2a0a170067	Iyesu kǝtere eberi ɔnɔ ʊmɛr ngɛ ʊsʊsɔ kani, “Onuo adadʊma arʊ sini erii imisini inyi rong.
2a0a180097	Itana inyi asani, arʊ pɛrɛ onuo Ʊnʊng kǝni ogumo napany awa urong imisini inyi rong onoromo, awa ʊkʊng imisini inyi kung ene pen mo ʊkʊng.”
2a0a190081	Upyu ʊnʊng avʊwa ʊmɛr ogro Imusa shini awa marhi Iyesu ngɛ. Okɔ gyurho, “Avʊwa, ikimoyo inisa kǝ pen ofo ʊshishaa?”
2a0a1a0056	Iyesu ko gyurho ngɛ, “Ikimo iring (ogro) Ʊnʊng peri? Ʊkpɛrhi ngɛ nenyee wo?”
2a0a1b00f3	Ɛkɛri orokru ko yoro kasani owori bidɔɔ iring Ʊnʊng kasani “‘Waa Etenw kǝni Ʊnʊng nwu, ni kukum ikywinw, ni kukum Ipanw, ni kukum ikrʊ, kǝni kukum ʊwɔrɔfonw’, ‘Ka waa ari yoyou ni ʊnwɔ kǝni sini ʊwɛi ʊkanw ni.’”
2a0a1c004b	Iyesu ko yoro ngɛ kasani, “Ʊpɛrɛ nɛmɛr. Kya ya sakǝna ʊni gya.”
2a0a1d0070	Ɛkǝri avʊwa ʊmɛr ogro Imusa ka waa ukurho ʊkaa, ka gyurho Iyesu asani, “Iyaa ni ari iyoyow ni ɛmyɛ?”
2a0a1e00d8	Iyesu ko yoro ngɛ ka sani, “Upyu ʊnʊng opyo orokru ku kyeng asu tashuro ngɛ bai Urushelima kekyaa Ijeriko, aka kpaa ba avu eyi ʊtira. Oko woro ngɛ ʊʊma ngɛ, aka kraa otow ʊpɛrɛ, ka kyamo ni ikpara ngɛ.
2a0a1f006a	Anakywa naji ipyoo ogoku ubyen Ʊnʊng kasu kyeng bi ʊtira dang, ko rong orokru yari aka buban ngɛ kyaa.
2a0a200047	Kǝnawo opyo ɛyɛri Ilevi bi ko bo roo ka buban akpin ʊtira kyaa kaa.
2a0a210057	Ipyii Isamariya ni bo kyoro ngɛ, ka ba rong orokru sini eyi krie ayari aka kung okwoo.
2a0a2200b4	Aka kya ka puna ngɛ onuru ka saa ɛnyɛ ngɛ ka saa asira ngɛ, ko lorho ngɛ ni ʊtʊgbɛ. Ka shwe ngɛ a saa bayi Ijaki aya ma opyoo arʊ bi ʊna ushuro ekyeng aki asu roo ngɛ.
2a0a230086	Uwunikyaa akaba ma ɛkǝri arʊ ʊna ushuro ekyeng udinari kani ɛngɛɛ ni ro ngɛ imi sini ube pɛrɛ ngɛ ini ba kpuranw ibɔsɔɔ.
2a0a240064	“Bidɔɔ arataru men, bidɔɔ ikywinw, iyaa epri ni iyoyow ni arʊ sini akpi ba avu eyi ʊtira?”
2a0a25007c	Ɛkǝri avuwa ʊmɛr ogro ko yoro ka sani, “Arʊ sini akung okwo.” Iyesu kasani ɛngɛɛ ni, “Kya ya sa kǝna kanw.”
2a0a26009c	Sini Iyesu mo kǝni arʊ kro ngɛ akʊ kyeng kyamo Urushelima aka fwa anapyang, opyo erere sini ayirhi ʊtʊwa ngɛ ni Imata aka yirha ngɛ bi idɔɔ ʊnaa.
2a0a270063	Ani ɔfɔrɔ ngɛ sini ayirhi ngɛ ni Imeri arʊ sini akiki bi ikwo ifraa Ete asu kung ʊmɛr ngɛ.
2a0a2800a2	Imata kasu shishishii ukyene ʊmʊra, aka ba owro Iyesu kasani ɛngɛɛ ni, “Ete unorong sini ɔfɔrɔm sherim eyeyim iku sa ʊtina? Tana ngɛ aba sham ngɛ!”
2a0a290060	Ete ko yoro ngɛ ka sani, “Imata, Imata,” “Ikywinw burayo uku kung anang ni ʊʊma napany.
2a0a2a0071	Ima iying yo ini ididima, Imeri karha woro imasini ipri ni idima, imi sini ba arʊ sini anu karha ngɛ bavuɔ.”
2a0b0100dd	Upyu ʊnʊng Iyesu ku sɔrhɔ Ʊnʊng bi opyo owro. Sini ekywere, opyo arʊ bi idɔɔ Ɔnɔ ʊmɛr ngɛ ka sani ɛngɛɛ ni, “Ete, mɛr arʊ sini arʊ nʊ sɔrhɔ Ʊnʊng kǝni sini Iyohana mɛr Ɔnɔ ʊmɛr ngɛ ni.”
2a0b02008b	Iyesu ka sani moni, “Inyi bawaw ʊsɔrhɔ Ʊnʊng, inyi sɔrhɔ kǝn: “‘Ɛkpɛri, she arʊ ngɛ arʊ dɔ Ʊtʊwanw, aki igumo nwu ba.
2a0b03002b	Maru ʊmʊra sini arʊ wɛi ku kina ʊnʊng
2a0b04006b	pʊna arʊ ʊyarʊ ngɛ, kǝni sini arʊ se pʊna arʊ ʊyarʊ ni. Bekya kong arʊ kya iberi ʊmarha.’”
2a0b0500a7	Iyesu ka sani ɔmɔni, “Asani araru bi idɔɔ nyi ani orokyoro ngɛ, aka kya eberi ngɛ ni abarating ating, ka sani ɛngɛɛ ni, ‘Orokyorom, mam ʊta ʊmʊra ngɛ,
2a0b060049	ima orokyorom sini okuni baa okyoro, uwe isam imisini ini maa aki ara.’
2a0b070099	Ɛkǝri orokyoronw bai ididang ka sani, ‘Bekya ewurem. Akarha afra ɔnɔgrɔ, imye kǝni ɔnɔm arʊ karha yarimɔ, ina bram ʊshinɛ amanw iririma.’
2a0b0800bb	Isini enyi ni abadana su shinɛ ngɛ amanw ʊmʊra, bekai sini inyi ni orokyoromo, yip bekai ʊsang ʊwanw uko sunonwuo ʊkwʊna ɔnɔgrɔ nagang anʊ shinɛ amanw amarha ima sini ʊwɛi.
2a0b09006b	“Kǝnawo itanany: Inyi gyurho kii anʊ many; Inyi waa Inyi nʊ pen; Inyi kwʊna ɔnɔgrɔ anʊ yɛɛ nyi.
2a0b0a0079	Kii kukum arʊ sini obo gyurho anu yirha. Arʊ sini aba waa anu pen. Kǝnawo arʊ sini aba kuna ɔnɔgrɔ anu yɛɛ ngɛ.
2a0b0b005f	“Akina ekperi ngɛ bi idɔɔ nyi, Ɔnɔɔ bo gyurho ngɛ Itofuru, aka ma Iyowbi ʊka Itofuru?
2a0b0c0028	Kii obo gyurho ngɛ Ikpa, aka maa Inang?
2a0b0d00a0	Iboshoo inyi, ereteting kperhi ʊʊma Ɔnɔny iima igigyang ngɛ, ka parha ɛshɛ Ɛkpɛri nyi kya ayaya anu ma kukum arʊ sini ɔsɔrhi ngɛ Ering Ʊshisha!”
2a0b0e00c8	Upyu ʊnʊng sini Iyesu ku yeri ishari bi idɔɔ orokru sini anabraa ʊpya onuo. Ni sini ɛkǝri ishari kuniyo, ɛkǝri orokru sini anabraa ʊpya onuo, kasu kapya onuo, ɛkǝri ushi orokru kǝ jijire.
2a0b0f0066	Yip opyo arumo kasani, “Brʊbrʊ akʊ yeri ʊshari. Epen ikrʊ ba eberi Ibelzebul, ogumo ʊshari.”
2a0b100057	Opyo arʊ ka waa ʊmarha Iyesu ngɛ, oko gyurho ngɛ ani eyenmo ʊpɛ iririma ba ayaya.
2a0b1100ae	Iyesu kperhi ʊwɔrɔ ofomo ngɛ, aka sa ni ɔmɔni: “Igumo sini orokru ku pya ɔkɔɔ ni ipyoo inasʊ dɛrhɛyo ngɛ, kǝnawo ʊna sini ukong ɔkɔ ni ʊkawɔ inu sarhayo.
2a0b12008e	Ishari bating ite ni ʊkaa anu sane nye igumo ngɛ kating? Igyurhiny kǝn, bekai sini inyi kpari asani iku yeri ʊshari ni ikrʊ Ibelzebul yo.
2a0b130097	Nɛchiyɛn ibeyeri ʊshari ni ikrʊ Ibelzebul, arʊ kro nyi ngɛ ku yerimo ni ikrʊ iyangyo? Iboshoo kǝnawo ɔmɔmɔ anushoo arʊ kyɛrhɛ ʊring nyi.
2a0b140057	Yip iboshoo iku yeri ʊshari ni ikrʊ Ʊnʊng yo, Igumo Ʊnʊng ba bi idɔɔ nyi wurha.
2a0b15005b	“Akywa sini arikru, ani ʊʊma ʊraa ngɛ ne terh, asusha ʊnaa ʊmaa ni bi ʊyari ikywi.
2a0b1600a0	Yip ikpara sini arʊ sini epri ngɛ ni ikrʊ be shinɛ ɔkɔɔ ne ngɛ, eyen ngɛ ikrʊ, anu karha ngɛ ʊʊma ʊraa sini atirikywi ngɛ aka kaa ʊkaadima ngɛ.
2a0b170072	“Arʊ sini asaa kǝni ɛmyɛ ngɛ ating ite ni ɛmyɛ, arʊ sini asaa sutuno kǝni ɛmyɛ ngɛ, arʊ sarha ngɛ.
2a0b1800ad	“Ikpara sini ering ishari bo kuno ngɛ bi idɔɔ orokru, ese kya eberi akwakwʊrʊ ʊwaa owro uwuro, abana pen ngɛ, akan sani, ‘Inʊ juro kyam ʊna sini isheri ngɛ.’
2a0b19004e	Ni sini obo juro anʊ darha ɛyɛrhɛ ɛkǝri ʊna napʊpʊrhi okyowo nɛmɛr.
2a0b1a00ab	Ikpara dang anu juro kya aya barha ering ʊshari eten sara sini epri ngɛ ni eteting aka raa akiki burha. Ʊkiki ɛkǝri orokru bi ikpara dang ka burawo epri ʊmi itee.”
2a0b1b0091	Ikpara sini Iyesu naya ʊtana ʊring men opyo erere ka ta onuo bai idɔɔ ushi orokru, “Ʊnʊng ta akwa sini ebyerinw, eprinw onuo adadʊma.”
2a0b1c006f	Iyesu ko yoro ngɛ asani, “Ʊnʊng pri ni ʊta arʊ sini akʊng irhing ngɛ asu ʊtina niyo onuo adadʊma.”
2a0b1d009f	Ni sini ɛkǝri eshi orokru ku fɔnɔ, Iyesu ka sani, “Orokru ipyoo yen ni eteting. Ewei ni eyenmo ʊpɛ, yip imi sini Inushoo uyenmo iyoyoo ini ʊpɛ Ijona.
2a0b1e006a	Kii kǝni sini Ijona ni ʊpɛwɔ eberi ari Inineva ni, kǝnawo ɔnɔ orokru nushoo ʊpɛwɔ eberi ipyoyen.
2a0b1f0117	Ʊnʊng ʊkyɛrhɛ ʊring, Ogumo erere ibʊng Isheba anʊ titing burha kǝni orokru ipyoyen ngɛ eyen mo ni imi sini akusa isayo igyang. Bekai sini abii bai akurha eyesing kya ki ikǝkarha ʊkʊng ʊkpɛrhi Ogumo Isolomon. Nɛchiyɛn opyo arʊ sini ipri Isolomon ngɛ we ani ben.
2a0b2000bf	Ʊnʊng ʊkyɛrhɛ ʊring ari Inineva nʊ ting eyen mo ni imi sini akusa isai igyang, kii eshere ʊya ngɛ akywa sini Ijona tanimo irhing Ʊnʊng. Uwe nɛchiyɛn arʊ sini epri Ijona ngɛ we.
2a0b210093	“Araru nasu taa uyen oko kyowo bi owro sini ɔsusi. Araru nasu taa uyen afraawo ni isong. Anu kyowo bi owro ukyo uyen sini arʊ keba nʊ ru uyen.
2a0b220082	Ikranwyo inu uyen inamanw. Ikranw boshoo ikrʊInamanw kukum nʊ tirɛ ni uyen. Yip iba sayo ikrʊ inamanw kayo inu tirɛ ne eting.
2a0b230036	Sa sini uyen ushoo bidɔɔnwʊ naw terewo oshoo eting.
2a0b24007f	Boshoo inamanw kukum itiri ni uyen, eting neshiyo ngɛ bi irisha, inamanw nʊ tirɛ ni uyen kǝni sini uyen se ta bayanw ni.”
2a0b250089	Ni sini Iyesu kywɛri ʊpya onuo, opyo Afarisi kayirha ngɛ ʊra ʊmʊra bidɔɔ ʊnaa; aka kya aya kiki kǝni omoo bi owro ʊra ʊmʊra.
2a0b26004d	Yip ɛkǝri Afarisi kǝjijire ni sini orii Iyesu rii ʊmʊra baa ukurho ivʊ.
2a0b27008d	Ikpara dang Ete ka sani ɛngɛɛ ni, “Inyi Afarisiya dirhi ni utumo ɔsɔng kǝni isɔng, yip idɔɔ nyi tiri ni ʊwaa ikywi kǝni eteting.
2a0b280042	Inyi obobo orokru! Sii Ʊnʊng ngɛ ekyeni esing ojo kǝni idɔɔ?
2a0b290068	Yip inyi ma arʊ sini ɛwɛi ni ikywi iying imi sini inyi niyo, ikpara dang ikukying nusany napʊpʊrhi.
2a0b2a0128	“Yip okwo nenyi Afarisiya, kii inyi mi Ʊnʊng ngɛ ima iying bi idɔɔ atarhi bai idɔɔ ani ʊʊma ajajirhi sini inyi se pen kǝni ayaa ukyene ʊmʊra ʊmʊ sini inyi wrini, yip inyi kata utumo ni iring ʊbrʊbrʊ adarhi ʊwaa Ʊnʊng. Imi sini inyi tani ʊsaye bai itee ojo dirha ʊsa ʊman.
2a0b2b008a	“Okwo nenyi Afarisiya, kii inyi pri ni ʊwaa owro ʊkiki ɔmɔmɔrʊ bi owro utuno Ayaudiya, awaani orokru fony, ufo ʊmʊmɔrʊ bi ize.
2a0b2c006c	“Okwo nenyi, kii inyi ni kǝni ɔgrɔn sini ana tamo ʊpɛ ngɛ ni, orokru kasu kyeng bayaa baw kperhi.”
2a0b2d0085	Opyo avuwa bi idɔɔ avʊwa ʊkpɛrhi ogro, ko yoro Iyesu ngɛ asani, “Avʊwa, ʊtira arʊ bi ikpara sini uku pɛrɛ ʊring men.”
2a0b2e00ae	Iyesu ko yoro, “Inyi avʊwa ʊkpɛrhi ogro, okwo ne nyi kany, kii inyi so lorho orokru ikpara ʊʊma sini anabramo ukong, inyi ʊkarha ikywiny inyi natany mo ani ivʊ ngɛ.
2a0b2f0063	“Okwo ne inyi, kii inyi vuri arʊ pɛrɛ onuo Ʊnʊng ɔgrɔn. Arʊ sini ekperi nyi mo epyerhimo.
2a0b30006c	Kǝnawo inyi yen asani inyi yoro ni imisini ɛkpɛri nyi si. Ɛpyerhi atina Ʊnʊng inyi ka vura mo ɔgrɔn.
2a0b3100bc	Bekai kǝnawo, Ʊnʊng bidɔɔ ʊkpɛrhi ngɛ aka sani, ‘Ini tumamo ni arʊ tana onuo Ʊnʊng kǝni ɔnɔ ʊmɛr ami sini opyo arʊ bi idɔɔmo anʊ pɛrhɛmɔ ama opyo arʊmɔ igara.’
2a0b32006e	Kǝnawɔ eyi kukum arʊ pɛrɛ onuo Ʊnʊng sini epyerhimo wro bai ikpa eyesing, nʊ shoo baya orokru ipyoyen,
2a0b330096	bai eyi Abila kya ki eyi Izakariya, arʊ sini ɛpɛri ngɛ ba para ʊnara kǝni ʊna Ʊnʊng. Iku tanany ʊbrʊbrʊ, anu waa eyimo kukum bavu ipyoyen.
2a0b340089	“Okwo ne nyi avʊwa ʊkpɛrhi ogro, kii inyi karha akpara ʊmʊ yɛɛ ʊkpɛrhi ngɛ. Inyi ikywiny na raa nyi akarha arusu raa ngɛ.”
2a0b3500aa	Ikpara sini Iyesu kuni ngɛ esing ɛkǝri Afarisi kǝni avʊwa ʊmɛr ogro Imusa kasu tana ʊring ubibi bi ikywie ni ʊbʊra ikywi kasu waa ngɛ ni ogyurho ʊring adedei,
2a0b36003a	asu sha ʊwaa ʊkpin ngɛ ni iririma sini anushe ʊpɛrɛ.
2a0c0100cc	Ni sini, eshi orokru ʊsʊsɔng tuni, asu tɛɛ opyoomo, Iyesu kasu pɛrɛ ni ɔnɔ ʊmɛr ngɛ noru, aka sa nɔmɔni, “Inyi sa noshong ni edei ʊmɛr upre eteting Afarisiya use sa orokru ibobomo wurha.
2a0c02005a	Akywa yeba amu sini iririma sini afrii anu yɛɛ yo, imi sini ini ʊsʊsɔ anu kperhi yoo.
2a0c0300af	Kukimo inyi bɛpɛrɛ bidɔɔ eting anʊ kʊyo bidɔɔ uyen, imisini inyi bɛpɛrɛ iwɛrhiwɛ bi ikuu idang anʊ tanayo ayaya kyaya ʊsɔrɔ ʊbɔrʊ aki orokru kukum kʊwɔ.
2a0c040072	“Iku tanany, orokyorom, inyi bekya kung irung arʊ sini anu Peri inamany, bi ʊkywɛrɛ anabramo ʊsany iririma.
2a0c0500af	Ting itananyi arʊ sini inyi nʊ kung irung ngɛ; Inyi kung irung arʊ sini, abakyu pɛrɛny ani ikrʊ fennyi ngɛ kidɔɔ igara ʊra. Iringyo itaniny, inyi kʊng irʊng ngɛ.
2a0c06006a	Sa ɔnɔ ʊgyʊrhʊ ɔtɔng mo ese gbuna ikiri ʊfɛ ʊpari? Ni kǝna Ʊnʊng sene yuro ngɛ ni ereyingmo.
2a0c07006b	Ko ʊfʊrhi ikywiny Ʊnʊng kperhi ʊrɛmɔ ngɛ. Bekya kung irung; Imɔriny pri imu ushi ɔnɔ ʊgyʊrhʊ.
2a0c0800a9	“Itanany ʊbrʊbrʊwɔɔ, arʊ sini anuting bi ite orokru a sani ingɛɛ ni arʊ kroo mi ngɛ, Imye Ɔnɔ Orokru Inutana bi ite Atina Ʊnʊng ni ani arʊ kroo mi ngɛ.
2a0c090056	Yip arʊ sini aba tiraa ngɛ emye bi ite orokru, anu tiramo ngɛ bi ite atina Ʊnʊng.
2a0c0a00b8	Kǝnawo arʊ sini ɛbɛpɛrɛ iring ibibi bi ikywi Ɔnɔ Orokru anʊ pʊna ngɛ ʊyaa ngɛ, yip arʊ sini aba tana irhing ibibi bi ikywi Ering Ʊshisha anasʊ pʊnamɔ ngɛ ʊyaa ngɛ.
2a0c0b00ad	“Akywa sini orokru bokong nyi ba owro utuno Ayaudiya, kǝni eberi arʊ kyerhe ʊring adarha ari igumo bekya wure ʊkanw ni imisini ʊnʊ yoromo kǝni imisini ʊnʊ tanamo,
2a0c0c0041	kii bakwya dang Ering Ʊshisha nʊ mɛr nwu imasini ʊnʊtana.”
2a0c0d007f	Opyoo arʊ bi idɔɔ ushi orokru ka sani ɛngɛɛ ni, “Avuwa, tana arupyam akaa ʊʊma ekperi arʊ sini okpue amam ʊmyɛ.”
2a0c0e0072	Iyesu ko yoro ngɛ, “Orokyoro, iyaa mim ushoo arʊ kyɛrhɛ ʊring, kii iyaa mim apara ʊkaa nyi edei imayen?”
2a0c0f0083	Aka sanomoni, “Inyi sa noshong asha ʊkany ni ko kina dǝi ʊwaa ikywi, kii ofony si ʊʊma sini inyi tuni moo ʊni ushony ba.”
2a0c100049	Aka tanamo ushosho wen ka sani: “Abya opyo orokru shuri ikiri nɛgbɛn.
2a0c110064	Oko wɔrɔ ofo aka sani ʊkaa ni, ‘Ikimoyo inisa? Isam ni owro ɔgrɔɔ sini inukyo ʊmam ngɛ.’
2a0c120091	“Ikpara dang aka sani, ‘Imi sini ini saye, ini vɛrhɛ ɔfɔm ngɛ aka vura ɔkɔkɔ, ʊpʊrhawɔ inukyo ʊmʊram kǝni ʊʊma ududumam ngɛ.
2a0c130081	Akasa ni ipam ni, “Ini akai ʊmʊra ngɛ, yarinw ɛnyɛɛ napany, kpara noshong, asu ra, asu sa, asu kung ididima ʊkanw.”’
2a0c140086	“Yip Ʊnʊng ka sani ɛngɛɛ ni, ‘Ʊnwʊɔ obobo! Ni eting yen anʊ waa ofonw. Nɛchiyɛn ʊʊma sini utuni nʊ shoo umu iyaa?’
2a0c150063	“Kǝnawo ushoo arʊ sini okywi ʊkamɔ ʊʊma be eyesing, yip oshoo ara ayarha bi ite Ʊnʊng.”
