2800000009	ማቶሳ
3a0c19010c	ይንትስ ኦህዘ አꬄ ቃልቶ ስኦስ ጋአመ ጋር ናግንቶተ። ዛጉንꬅ ሳአፓ ኦህደ ኪቶ ስአንጽ እጺ አትካይዘባዝ ማቅኮ ዬዝን፥ ሳሎፓ ኦህዘ ቃልቶ ኑኒ ኮዮስ ጋይኮ ዋይዝ አቶደ?
3a0c1a00b1	የ ዎደ ኤ ቃልታ ሳአ ኤንእዝዳ። የዝን Ꮉተ ታኒ፥ «ሳአ ጻላላ ማቅካይዝን ፈቲ ቶሄ ማህ ሳሎ ኤንእሳዳ» ያጋይዳ።
3a0c1b00a4	«ፈቲ ቶሄ ማህ» ጋዘ ቃልታ ኤንእንቶሰባዝ ሚንግ የሳደ ጋር ኤንእንትዘ መꬍንትደ ባዝታ ꬋቦዳኖ ቤዛነ።
3a0c1c00b3	ኑኒ ኤንኦደስ ዳንዳኦሰ ካእቱሞ ኤክዘ ግሾ ጾዛ ጋላታነ፤ ጾዛ ኡፋይስዘ ኦገራ ቦንቾራን ዣሽሞራን ኤዛ ጎይኖዳ።
3a0c1d0032	ይኬ፥ ኑ ጾዘ ቱርፕ ምችዘ ታማ።
3a0d010048	አማንዘ አስ ፋና ፈታይ ፈተራ ፎሎ ሲቅንቶተ።
3a0d02008f	ዛቆ ሞክዛኖ ቦትፈተ። ፈቲ ፈቲ አሱንꬅ ይኒ ጋራ ኦችተራ ኤርካይዛራ ኪታንቹንꬃና ሞክዳ።
3a0d0300d9	አቻ የዙንꬃና ይንትን ኡንታራ ዎላ አቻ የዘፋና ማህ ኡንታና ቆፖተ። ማꬋ ኤክዘ አሱንꬃራ ዎላ ይንትን ማꬋ ኤክዘፋና ማህ ኡንታና ቆፖተ።
3a0d040105	ማቾ ኤከን ገለን አስ ኡባ ካለ ቦንችንትደባዝ ማቀ። ማህ ጾዚ ኦላለ Ꮉንትዙንꬃናን ላምዙንꬃና ፍርዶደስ የዘ ግሾ አዝንዘን ማችታ ፈታይ ፈተስ አማንንቶደስ ቤዛነ።
3a0d0500a2	ብራ ሲቆፓ ይንታና ናጎተ፤ ይንትስ የዛና ማቃዳ። ጾዚ፥ «ታኒ ነና ሙሎራን ኦሎስ ዎይ አሾስ» ያጋይዳ።
3a0d060089	ይኒ ግሾ፥ ኑኒ አማንንቲ፥ «ላꬂ ታና ማድዛያ፤ ዣሽቶስ፤ አስ ታና አኮ ይሳደ?» ጋዉዳ።
3a0d0700b2	ጾዘ ቃላ ቲኖ ይንትስ ኦህደ ይንታና ካልꬅዙንꬃና ቆፖተ። ኡን ዋይዝ የዘዛኮ ኡን የስቶ ብእ ኡን አማንቶ ካሎተ።
3a0d080051	የሱስ ክርስቶሳ ኦማ ን Ꮉይኖን መꬍናስ ላምንቶስ።
3a0d0900eb	ዱማ ዱማ ክለ ትምርተራ መለ በሳ ቅቲ ꬋብፐተ፤ ቅትፐተ። ኑ ዎዙንታ ጾዘ አꬎ ኬሃትꬅተ ምንጎደስ ቤዛነ ፋትን ሙእን ማዶሰ ካꬃራን ዎጋ ፎለራ ማቅፈ።
3a0d0a00b2	ኑስ ዣርሾ በሲ የነ። የዝን ዱንካነ ግዳ ኦችዘ ካህኑንꬅ ይና ዣርሾ ካꬅትፋ ማአደስ ኡንትስ አደትꬅ ዎልቃ ባያ።
3a0d0b00c3	ካህኑንꬅ Ꮉላቅዘ ናጋራ ዣርሾስ Ꮉርስ ሱꬅ ኤኪ ዣርሾደስ ኡባፓ ጌሽ በሳ ገላነ። የዝን የ Ꮉርስዘ አሽቶ ጋሰፓ ባለ ምቻነ።
3a0d0c0086	ይኒ ፋና፥ የሱሳ አሱንꬃና ናጋራፓ ፋ ሱꬅተ ጌሾደስ ካታማ ፉርꬃፋ ባለራ ዋይንትዳ።
3a0d0d004a	ይኬ፥ ኑኒ ኤ ቦርቶ ቶኪ ጋሰፓ ባለ ኤጎ የꬎተ።
3a0d0e0074	ይኬ፥ ኑስ Ꮉነ መꬍናስ የዘ ካታማ ባያ፥ የዝን ኑኒ የኦደ ካታምቶ ናጋነ።
3a0d0f0084	ይኬ፥ የሱሳ ባጋራ ኡባ ዎደ ኤ ሱንꬅትስ ማርክꬍዘ ዶና ጋላታ ዣርሾ ጾዝስ እንጎዳ።
3a0d1000a3	ሎኦ ባዝ ኦቼን ይንትስ የዘ ባዛፓ መለ አስስ እንገ ቦትፈተ። ይኬ፥ ይኒ ፋና የዘ ዣርሾ ጾዝ ኡፋይሳነ።
3a0d110180	ይንታና ካልꬅዙንꬅስ ኪትንቶተ፤ ኡን ጋዘባዝ ኦቾተ። ኡን ፋ ኦችዘ ባዝትስ ጾዘ ቲኖ ኦጭንቶደስ የዘ ግሾ ይንታና የንጋነ። ይን ኡንትስ ኪትንትኮ፥ ፋ ኦችቶ ኡፋይት ኦቾዳ፤ ይና Ꮉናንጽኮ፥ ኡን አዛኖራ ኦቾዳ፤ ይና ይንታና አኮ ባዝን ማዶስ።
3a0d12006f	ኑስ ጾዝ ዎሶተ። ኑ ዎዝንታ ጌሽ፤ ኑ ኡባ ዎደ ሎኦ ባዝ ኦቾደስ ኮያነ።
3a0d130083	ታኒ ይንታጎ ኤልሲ የኦደ ፋና ይን ታስ ምንꬂ ጾዝ ዎሶደ ፋና ታ ይንታና Ꮉዳራ ጋነ።
3a0d140081	ሳሮትꬅ ጾዘ፥ ዱሮ የንግዘ ኑ ላꬄ የሱሳ፥ ፋ መዽና ጫቆ ሱꬅተ Ꮉይቆፓ ደንꬅዳይ፥
3a0d15012b	ኤ ቆፍቶ ኦቾደ ፋና ሎኦ ባዝ ኡባነ ኤ ይንታና ዳንጭዞ። ኤዛ ኡፋይስዘ ባዝ የሱስ ክርስቶሳ ባጋራ ኑ ግዳ ጾዚ ኦቾ። የሱስ ክርስቶሳ ባጋራ ጾዝስ መꬍናፓ መዽና የሎደስ ቦንቾ ማቀ። አምንኤ።
3a0d1600b7	ታ እሹንꬆ፥ ታ Ꮉይ ጻፍደ ኪትዛ ይንትስ Ꮉታራ ጻፍደ ግሾ ይን ታ ዞርቶ አዛልእካይዛራ ኤኮደ ፋና ታ ይንታና ዎሳነ።
3a0d170095	ኑ እሸ፥ ጢሞትዮሳ አቻፓ ብልንትዳኖ ኤሮተ። ኤ ኤልሲ ታጎ ይእኮ ታ ኤራ ይንታና Ꮉንግ በአዳ።
3a0d1800a5	ይንታና ካልꬅዙንꬃናን አማንዙንꬃና ኡባ ሳሮ ጋኦተ። ጻለፓ ይእደ አማንዘ አሱንꬅ ይንታና ሳሮ ያጋነ።
3a0d19004e	ጾዘ አꬎ ከሃትꬅታ ይን ኡቡንꬃራ ማቀ። አምንኤ።
3b0000000c	ያይቆባ
3b010100b5	ጾዘን ላꬄ የሱስ ክርስቶሳ አሮ፥ ያይቆባ፥ ሳአ ኡባ ላልንትደ ታጶ ላምእ ኮቹንꬅስ ኪትደ ኪታ። ሳሮ ይንትስ ማቀ።
3b01020099	ታ እሹንꬆ፥ ይንታና ዱማ ዱማ ፋታና የልዘ ዎደ ይን ሎኦ ባዝ ደንግደ ፋና ኩሙꬅ ኡፋይሳራ ኤኮተ።
3b0103005a	ይን አማንቶ ፋታንዛና ዳንዳአ ይንትስ እንግዛኖ ኤራነ።
3b01040084	ይን ዉርሱꬅ የሎደስ ዳንዳእኮ አኮ ፋጨ ባይዝን ፎሎን ኩሙꬅ ማቃደ ፋና ኦችዛ ማቀ።
3b010500bc	ይንታፓ ኦደስን ጭንጫትꬅ ꬋብኮ ጾዝ ዎሶ። ኤስ እንግንቶዳ። ጾዚ ኦደን ቦርካይዛራ ኡቡንꬅስ ኬሃትꬃራ እንግዘ ጾዚ።
3b01060095	የዝን ኤ ዎስዘ ዎደ ሶእካይዛራ አማኖራ ጾዝ ዎሶ። ሶእዘ ኦደን ባቆ ኡርቂን ኤንእዘ አባ ጋር።
3b01070071	ላምእ ቆፋ የዘን ፋ ኦግተ ኤቆሰ ኦደን ላꬃፓ አኮን ደንጎዳ ጋእ ቆፕፐ።
3b01090058	አማንዘ ዳሁንꬅ፥ ጾዚ ኡንታና ꬎቅ ኦችዘ ዎደ ኡፋይቶ።
3b010a0088	ማህ አማንዘ ዱሩንꬅ ጾዚ ኡንታና ዝቂ ኦችዘ ዎደ ኡፋይቶ። ዱረ አሱንꬅ ፉ ፋና ꬋቦዳ።
3b010b00c7	አዋ ፋ ምሻራ ከዛነ ማቶ መልዛነ፥ ፉꬍታን ጉፋነ፤ ኤ ሎኦትꬅታን ꬋባነ። ይኒ ፋና፥ ዱረ አሱንꬅ ፋ ኦችተ ጨር ላልተራ ꬋቦዳ።
3b010c00d0	ማꬋ ጋሚ ኣꬍዳንፕ ሱባ፥ ጾዚ ፋና ሲቅዙንꬅስ እንጎዳ ጋእ ቃላ ገልደ ደኦ ዎርቃ ዛዉደ ኤኮደ ግሾ ማꬍተ ገንጭዘ አስ አንጅንትዳያ።
3b010d0095	ኦደን ፋታንንትዘ ዎደ «ታና ጾዚ ፋታናነ» ጋይፐ። ጾዚ ኢታራ ፋታኖስ፤ ማህ ኤ ኦደን ፋታኖስ።
3b010e007a	የዝን ፈቲ ፈቲ አስ ፋ ኢታ አሞራ ጎችንትዘ ዎደን ጭምንትዘ ዎደ ፋታንንታነ።
3b010f0070	ይንፓ ሱባ፥ አሞትꬅ ዎዳጺ ናጋራ የላነ፤ ማህ ናጋራ ድጪ Ꮉይቆ የላነ።
3b01100030	ታ ሲቆ እሹንꬆ፥ ጭምንትፐተ።
3b011100a7	ሎኦ እሞን ኩሙꬅ አንጆ ኡባ ሳሎፓን ሳሎ ፎእቶ መꬍደ ጾዘ አደፓ የእነ። ጾዚ ዳሾ ፋና ኡባ ዎደ ላምንቶስ።
3b0112006b	ኑኒ፥ ኤ መꬍደ ባዝስ አንግስ ማቃደ ፋና ኑና ቱሪ ቃላራ ቆፒ የልዳ።
3b01130090	ታ ሲቆ እሹንꬆ፥ Ꮉኖ ቆፖተ። አስ ኡባ ስኦደስ ኤልሶ፥ የዝን ኦሆደስን Ꮉንቆደስ ኤልስፐ።
3b0114003b	አስ Ꮉንቆ ጾዘ ኮይዘ ጽሎትꬅ ኮኦስ።
3b011500ba	ይኒ ግሾ፥ ቱና ኦቻን ኢታ ባዝ ኡባ Ꮉሲ፥ ጾዚ ይን ዎዝንተ ቱክደ ይን ሸምፕቶ አሾደስ ዳንዳእዘ ቃላ አዳትꬃራ ኤኮተ።
3b01160089	የዝን ጾዘ ቃላ ኦቻላ ፌሾተፕ አትን ይን ኦምተ ባልንትተራ ስእዙንꬃና ጻላላ ማቅፈተ።
3b0117005e	ቃላ ስእ ኦቾሰ አስ፥ ኤ ፋ ስንቶ ማስቶተራ በእዘ አꬄ ፋና።
3b0118005e	ኤ ፋ ስንቶ ብእ ቅታነ፥ የዝን ኤ አኮ አዝዛኮ ኤልሲ ቦታነ።
3b011900d9	የዝን ኦደን ናጋራ አሮትꬃፓ ኬስዘ ፎሎ ህገ ቆፒ ብእ፥ ሚንግ ኤቅዘ፥ ስእዳኖ ቦትካይዛራ ኦቻላ ፌሽዘ አꬃይ፥ ፋ ኦቻ ኡባነ አንጅንቶዳ።
3b011a0076	ፋ እልአንꬅቶ ናግካይዛራ ጎይናነ ጋዘ አꬃይ ፋና ጭማነ፤ ኤ ጎይንታ Ꮉሪ።
3b011b00d1	ጾዘ አዳይ ቲኖ ቦረ ባይዘ ጌሽ ጎይኖ Ꮉኖ፦ እንዳን አደን ባይዘ ናኡንꬃናን አዝኒ ባይዙꬃና ኡን ማꬍተ ማደን አላመ ቱናፓ ፋና ናገ።
3b02010098	ታ እሹንꬆ፥ ይን ኑ ቦንቾ ላꬄ የሱስ ክርስቶሳ አማንዘባዝ ማቅኮ፥ አስ ስኖ ብእ አስ ቦንችፐተ።
3b020200b1	አዝዘስ፥ ዎርቃ ምግዶ አꬂ፥ ሎኦ ማኦ ማእደ ዱረ አስ ይን ሺቅተ ይእዳ። ማህ ጩርቃ ማኦ ማእደ ዳሃ አስን ይእዳ።
3b020300df	ሎኦ ማኦ ማእደ አꬃ ይን አꬂ ቦንቺ፥ «ነ Ꮉነ ሎእዘ ኦይዳላ በቶ» ጋእ፥ ማህ ዳሃ አꬃ፥ «ነ የይጋ ኤቆ ዎይ Ꮉነ ታ ቶህት ካለ ሳእተ በቶ» ጋነ።
3b02040075	ዬዝን፥ ይን፥ ይን ግዳ ሻኮ መꬍዙንꬃና ኢታ ቆፋራ የዘ ዳይኑንꬅ ፋና ባነ?
3b020500e2	ታ ሲቆ እሹንꬆ፥ ስኦተ። አማኖራ ዱረ ማቃደ ፋናን ፋና ሲቅዙንꬅስ እንጎዳ ጋይደ ሳሎ ካእቱሞ ላቶደ ጋር Ꮉና ሳእተ የዘ ዳሁንꬃና ጾዚ ዶርካነ?
3b020600cf	የዝን ይን ዳሁንꬃና ቶቻነ። ይንታና ኡንእꬅዙንꬅን ፍርዳ ኬꬃ ጎችዙንꬅ ዱሩንꬃና ባነ? ይንታና ዳይና ቲኖ ጎችዙንꬅ ኡንታና ባነ?
3b02070056	ይን ጼግንትዘ ይና ሎኦ ሱንꬅቶ ጫዥዙንꬅ ኡንታና ባነ?
3b020800b8	የዝን ጌሽ ማጻፍተ፥ «አስ ኡባ ነና ነ ካꬍዛን ጋራ ካꬎ» ጋእንት ጻፍንትደ ጾዘ ካእቱሞ ህግቶ ይን ፎልኮ ሎኦ ኦቻነ።
3b0209009c	የዝን ይን አስ ስኖ ብእ ቦንችኮ፥ ናጋራ ኦቻነ፤ ማህ ህገን ይንታና ህገ መንꬅደ አስ ፋና ፍርዶዳ።
3b020a0087	ኦደን ጾዘ ህገ ኡባፓ ፈታ መንꬂ፥ አትዳኖ ኡባ ናግኮ ኡባኖ መንꬅደ ፋና ፋይድንታነ።
3b020b009a	«ላምፐ» ጋይደ ላꬄ፥ ማህ «ዎꬍፐ» ጋይዳ። የዝን ነ ላማንጽ አሺ ዎꬍደ ባዝ ማቅኮ፥ ህገ መንꬅዳ።
3b020c0073	አሮትꬃፓ ኬስዘ ህገ ቲኖ ፍርዳ ኤኮደስ የዘ አስ ፋና ኦህንቶተን ኦቾተ።
3b020d0072	አስ ማሮሳ ኦናን ጾዚ ማርካይዛራ ፍርዶዳ። የዝን ማሮትꬅ ፍርዳ ጋማነ።
3b020e00ca	ታ እሹንꬆ፥ ይንታፓ ፈቲ አስ ታስ አማኖ የነ ጋእ፥ ፋ አማንቶ ኦቻራ ቤዛንጽኮ ኤዛ አኮ ማዶደ? ኤ አማንታ ኤዛ አሾደስ ዳንዳአነ?
3b020f006f	አዝዘስ ፈቲ እሻይ ዎይ ፈቲ ምሽታ ካልꬍኮን ኡንትስ ሙእዘባዝ ꬋብኮ፥
3b021000c1	ይንታፓ ፈቲ አስ ኡንታጎ፥ «ሳሮ ቅቶተ! ይንታና ታማ ካዦተ! ምዦተ!» ጋእ፥ ኮሽዘ ባዝ ኡንትስ እንጋንጽኮ ኡንታና አኮ ማደ?
3b0211004c	ይኒ ግሾ፥ ኦቻ ባይዘ አማኖ ፋ ኦምተ Ꮉይቂዳያ።
3b021200e0	የዝን ፈቲ አስ፥ «ኔስ አማኖ የነ፤ ማህ ታስ ኦቻ የነ። ኔኒ ነ አማንቶ ነ ኦችትፓ ሻጊ ታና ቤዞ፤ ታንን ታ አማንቶ ታ ኦችተ ነና ቤሳዳ» ጋዉዳ።
3b02130086	ኔኒ፥ ፈቲ ጾዚ የዛኖ አማናነ፤ ይና ሎኦ። ቱና አያኑንꬅን አማናነ፤ ዣሽሞራ ጎቃነ።
3b02140057	ናተ ቦዛዮ! አማኖ ኦቻፓ ሻክንት ማዶሳኖ ኤሮደስ ኮያነ?
3b02150079	ኑ አዳይ አብራሃማ፥ ፋ ናአ ይሳቃ ዣርሾ በሳላ ጋድደ ዎደ ፋ ኦችትራ ጽልካነ?
3b02160078	ኤ አማንታን ኤ ኦችታ ዎላ ትምንትዳኖ ቦኦሳ? ኤ አማንታ ኤ ኦችተ ፎልንትዳ።
3b021700d3	ጌሽ ማጻፍታ፥ «አብራሃማ ጾዝ አማንዳ። ጾዚ ይኖ ኤስ ጽሎትꬅ ማህ ፋይድዳ» ጋይዳና ፎልንትዳ። ማህ ኤ ጾዘ እግና ጋእንት ጼግንትዳ።
3b02180054	አስ አማኖ ጻላላራ ማቅካይዝን ኦቻራ ጽልዛኖ በእነ።
3b021900b2	ይኒ ፋና፥ ኦላለ Ꮉንትዘ ረአባ እስራኤለፓ ኪትንትዱንꬃና ሞኪ መለ ኦገራ ኡንታና ሞይዝደ ዎደ ፋ ኦችተ ጽልካነ?
3b021a0071	ሸምፖ ሻክንትደ አሾ Ꮉይቆ ማቅዛንፋና፥ ኦቻ ሻክንትደ አማኖን Ꮉይቆ።
3b030100ac	ታ እሹንꬆ፥ ይንታፓ ጋሙንꬅ አስታማረ ማቅፈ። ኑ፥ አስታማሩንꬅ መሉንꬃፓ አꬍዘ ፍርዳ ኤኮዳኖ ይን ኤራነ።
3b03020097	ኑ ኡባና ጋማ ባዛራ ባልንታነ። ፋ ኦህተ ባልንቶሰ ኦደን ፋናትꬅቶ ናጎደስ ዳንዳእዘ ፎሎ አስ።
3b03030067	ፋራዚ ኑስ ኪትንቶደ ፋና ሉጋመ ባርሲ ኑ ኮይዘ በሳ ኡባ ካንታነ።
3b030400b8	ማርካበ አኮ ፋና ዳማ ማቂ ዳማ ባቆራ ኡርቂንትኮን፥ ኤዛ እዥዘ አꬄ ፋ ኮይዘ ዛላ ማህ ኤራꬅ እዥዘ ባዛራ እዢ ቅታነ።
3b0305009c	ይኒ ፋና እልአንꬂ ጋላ ግዳፓ ኤራꬅ ማቅኮን ጋማ ዳማ ባዛ ጬቅንታነ። ኤራꬅ ታማ ዳማ ጉርደ ምቻነ።
3b03060103	እልአንꬂ ታማ ፋና። እልአንꬂ ኑ አሽቲ ግዳ ኢታራ ኩምደ አላመ፤ ጋላ ኡባ ቱንዛነ። ጋናመፓ ከዝዘ ታማ ጋር ኑ ደኦ የስቶ ኡባ ምቻነ። ፋ ኦምትስን ጋናመ ምችንቶዳ።
3b0307009c	ጾꬅን ላንዳን፥ ሳዛር ጎቹንትዙንꬅን አባ የዘ መꬍንትደ ባዝ ኡባ አስ Ꮉራነ፤ ኡንትን Ꮉርንታነ።
3b0308008f	የዝን ኦደን እልአንꬅ Ꮉሮደስ ዳንዳእካያ። እልአንꬂ ዎꬍዘ ማርዘ ኩምደ አቆሰ ኢታ መꬎ።
3b03090096	ኑ እልአንꬅተ፥ ኑ፥ ላꬅን አደ ማቅደ ኑ ጾዛ ጋላታነ። ማህ እራ ጾዝ አዚ መꬍንትደ አስ ባዳነ።
3b030a0073	ፈቲ ዶናፓ ጋላታን ባድꬅን ከዛነ። ታ እሹንꬆ፥ ይኒ ጋራ ይአደስ ቤዞስ።
3b030b0067	Ꮉꬅ ኣፈ ፈቲ ዶቻፓ ማልእዘ Ꮉꬅን ጫንግዘ Ꮉꬂ ከሳደስ ዳንዳአነ?
3b030c00ef	ታ እሹንꬆ፥ በለሰ ምንጻፓ ሻማሄ አፎደስ ዳንዳአነ? ዎይ ዎይነ ምንጻ በለሰ ምንጻ ኣፈ አፎደስ ዳንዳአነ? ጫሞ Ꮉꬅ ኣፈፓ ማልኦ Ꮉꬅ ኬሳደስ ዳንዳኦስ።
3b030d0084	ይን ግዳ ጭንጫን አካክዘ ኦደ? ፋ ሎኦ የስቶ፥ አሽከትꬃራን ጭንጫትꬃራን የዚ ቤዞ።
3b030e00a9	የዝን ይን ዎዝንተ ጫሞ ቃናተን ፋና ካꬍዘባዝ የዝኮ ይና ጭንጫትꬅተ ጬቅንትፐተ፤ ቱርላ አፋ ዎርድꬍፐተ።
3b030f0081	ይኒ ጋርዘ ጭንጫትꬅ ሳሎፓ ይእደባዝ ማቅካይዝን ይና አሳፓ፥ አላመፓ፥ ጻላሄፓ።
3b0310005a	ቃናተን ፋና ካꬍዘባዝ የዘ በሳ ካችን ኢታ ኦቻ ኡባ የነ።
3b031100df	የዝን ሳሎፓ የእዘ ጭንጫትꬅ ኡባፓ ቲኖ ጌሽ። ማህ ሳሮትꬅ፥ ሎኦትꬅ፥ ኪትንተ፥ አስ ማረ፥ ሎኦ ኣፈ ኩምዳያ፥ አስ ሻጎሳን ጩቦትꬅ ባይዛያ።
3b03120051	ሳሮትꬅ ካꬍዙንꬅ ሳሮትꬅ ቡድ ጽሎትꬅ ኣፈ ማጻነ።
3b04010092	ኦላን ካች ይን ግዳ አባፓ የኤ? ኡን የእዛና ይን አሽቶ Ꮉሮደስ ኦልንትዘ ይን አሾ አሞፓ ባነ?
3b04020110	ይን አሙꬋነ፥ የዝን ደንጎስ፤ ይኒ ግሾ፥ አስ ዎꬋነ። ምንꬂ ኮያነ፥ የዝን ደንጎደስ ዳንዳኦስ፤ ይኒ ግሾ፥ ካጭንታነን ኦልንታነ። ይን ጾዝ ዎሶሰ ግሾ ኮይዘ ባዝ ደንጎስ።
3b04030081	ይን ዎሳነ፥ የዝን ደንጎስ። ይን አሾ አሙቶ ፎሎደስ ዎቦ ኦገ ዎስዘ ግሾ ደንጎስ።
3b040400c2	ይን፥ አማንንቶሱንꬆ! Ꮉና አላምቶ ካዽዘ ጾዛራ ሞርከ ማቅዛኖ ኤሮሳ? Ꮉና አላምትራ እግንꬆደስ ኮይዘ ኦደን ጾዛራ ሞርከ።
3b040500bd	ጌሽ ማጻፍተ፥ «ጾዚ ኑ ግዳ የሳደ ፋና ጋድደ አያንዘ፥ ኑ ኤስ ቡዞ ማቃደ ፋና ዳማ አሙꬋነ» ጋይዳና ጨር ጋይደባዝ አዛነ?
3b040600dc	የዝን ጌሽ ማጻፍተ፥ «ጾዚ ኡቱርትዙንꬃና እጻነ፥ የዝን ፋና ቶችዙንꬅስ አꬎ ኬሃትꬅ እንጋነ» ያጋዘ ግሾ ጾዚ አꬎ ኬሃትꬅ ጋንꬂ እንጋነ።
3b04070065	ይኒ ግሾ፥ ጾዝስ አቆተ፤ ጻላሄራ እጽንቶተ፤ ኤ ይንታፓ Ꮉኮዳ።
3b040800b7	ጾዛጎ ሺቆተ፤ ኤ ይንታጎ ሺቆዳ። ይን፥ ናጋራንቹንꬆ፥ ይን ኩሽቶ ሜጮተ፤ ላምእ ቆፋ የዙንꬆ፥ ይን ዎዝንቶ ጌሾተ።
3b0409007e	አዛኖተ፥ ዬኮተን አፉጾተ። ይን ሚችታ ዬፎራ፥ ይን ኡፋይስታ አዛኖራ ላምንቶ።
3b040a0063	ላꬄ ቲኖ ይንታናትꬅቶ ዝቂ ዪዞተ፤ ኤ ይንታና ꬎቅ ꬎቅ ዪሳዳ።
3b040b0130	ታ እሹንꬆ፥ ፈታይ ፈታያ ጫዥፐን ዝግርፐተ። ፋ እሻ ዝግርዛይ ኤላ አፋ ፍርድዘ ህገ ዝግራነን ህገላ አፋ ፍርዳነ። ነ ህገላ አፋ ፍርድኮ ህገላ አፋ ፍርድዛያ ማቃነፕ አትን ህገ ፎልዛያ ማቆስ።
3b040c00ab	ህገ እንግዘን ፍርድዘ ጾዛ ጻላላ። አሾደስን ꬋብሶደስ ዳንዳእዘ ኤዛ። ዬዝን፥ አሳላ አፋ ፍርድዛይ ነ ኦደ?
3b040d00c7	ይን፥ «ኑ Ꮉይኖ ዎይ ዎንታ ሰኮ ካታማ ዎይ Ꮉንኮ ካታማ ቅቶዳ፤ እዘ ፈቲ በረ ጋምኦዳ፤ ዛልእ ትርፍሳዳ» ያጋእዙንꬆ፥ ስኦተ።
3b040e00b2	ዎንታ አኮ Ꮉኖድ የዛኮ ይን ኤሮስ። ይን ደእታ ዋያድ የዛኮ ኤርዘ ኦደ? ይን ኤራꬅ ዎደ በንቲ ꬋብዘ ቃይቃዮ ፋና።
3b040f0072	ይኖ አሺ፥ «ላꬂ ጋይኮ ኑኒ የሳዳ፤ Ꮉኖ ዎይ ይኖ ኦቾዳ» ጋዉደስ ቤዛነ።
3b04100063	የዝን ይን Ꮉተ ኡቱራነን ጬቅንታነ። ይኒ ጋርዘ ጬቆ ኡባ ኢታ።
3b0411005d	ይኒ ግሾ፥ ሎኦ ባዝ ኦቾደስ ኤሪተ ኦቾሰ አꬄስ ይና ናጋራ።
3b05010069	ይን፥ ዱሩንꬆ፥ ይንታላ አፋ ኢታ ማꬋ የእዘ ግሾ ኡኮተን ዬኮተን።
3b05020051	ይን ቆልታ ቡቂዳ፤ ይን አፉልታን ብላራ ሙእንትዳ።
3b050300e9	ይን ዎርቅታን ይን ብርታ ብርዳ። ይና ብርዳና ይንታላ አፋ ማርካ ማቃዳ። ኤ ይን አሽቶ ታማ ጋር ምቾዳ። ይን Ꮉና Ꮉልእደ ቃምተ ይንትስ ቆሎ ሺሽዳ።
3b050400e1	ይን ጋድተ ኦቺ ፌዥደ አሱንꬅ ክራ ብርቶ ጭግካያ። ይና ይንታላ አፋ ኡካነ። የንꬅ ካꬃ ማጽዘ አሱንꬅ ኡክትታ ዎልቃራ የዘ ላꬄ Ꮉይተ ስንትዳ።
3b05050090	Ꮉና ሳእተ ይን ሳዛ ጻላላስ ቆፒ፥ ጊግን የዝዳ። ሹፎስ ጊግንትደ Ꮉርስፋና ይንታና ꬊክዳ።
3b0506006e	ይንታራ ኤቅንቶደስ ዳንዳኦሰ ጽሎ አሳላ አፋ ፍርዳነ፤ ኤዛን ዎꬍዳ።
3b050700db	ታ እሹንꬆ፥ ላꬂ ዮኦደ ዎንꬅስ ገንጮተ። ሳአ ኦችዘ ቶርቼ እራን ሴተ እራ ዮኦደ ዎንꬅስ ገንጭ አልኦ ካꬃ ናጊ ዋይዝ የልꬅ ኤክዛኮ ቆፖተ።
3b0508007a	የ ሳአ ኦችዛይ ፋና ይንትን ገንጮተ። ላꬄ የእታ ኡክደ ግሾ ኡፋይሳራ ናጎተ።
3b0509009a	ታ እሹንꬆ፥ ጾዚ ይንታላ አፋ ፍርዳመ ጋር ፈታይ ፈተላ አፋ ዙዝንግፐተ። ፍርድዛይ ፉርꬃ ኤቅዳ።
3b050a0086	ታ እሹንꬆ፥ ላꬄ ሱንꬅተ ኦህደ ናቡንꬅ ማꬋ ዳንዳአራ ኤኪ አዝዘ ማቅዱንꬃና ቦኦተ።
3b050b0126	ዳንዳአራ ገንጭዱንꬃና ኑኒ አንጅንትዱንꬃና ጋነ። እዮባ ዋይዝ ገንጨዛኮ ይን ስእዳ። ላꬂ ዉርሱꬅተ ኤዛ ዋይዝ ማደዛኮን ብእዳ። ኤ ማሮትꬅን ይቅስሞ ኩምደ ላꬂ ማቅደ ግሾ ይኖ ኦችዳ።
3b050c0124	የዝን ኡባፓ ቲኖ፥ ታ እሹንꬆ፥ ሳሎራን ማቅን ዎይ ሳአራን ማቅን ዎይ መለ አኮ ባዛራን ጫቂፐተ። ጾዘ ፍርዳ ይን ገላመ ፋና ይን ኦህታ ዬ ማቅኮ፥ «ዬ» ጋኦተ፤ አደ ማቅኮ፥ «አደ» ጋኦተ።
3b050d007e	ይን ግዳ ማꬋ ኤክዘ ኦደን የዝኮ ጾዝ ዎሶ። ኡፋይትዘ ኦደን የዝኮ ጋላታራ የጾ።
3b050e009f	ይንታፓ Ꮉርግንትዘ ኦደን የዝኮ ዎሳ ኬꬂ ጭሙንꬃና ጼጎ። ኡን ላꬄ ሱንꬅተ ዛይተ ትዢ ኤስ ጾዝ ዎሶ።
3b050f00b7	አማኖራ ዎስደ ዎስታ Ꮉርግንትዛ ፋꬆዳ። ላꬂ ኤዛ፥ Ꮉርግትፓ ደንꬆዳ፤ ኤ ናጋራ ኦችደባዝ ማቅኮን ላꬂ ኤዛ ማሮዳ።
