2800000004	Moti
330111004e	Íba hárr kessúr age lóti asé, aar hárr kessú Íba ye beh ṭikai raké.
3301120094	Íba óilde gaar matá, yáni zomát or; Íba óilde cúru aar mora ttu zinda gorá gíyeh de foóila zon, zeéne hárr kessút Íbar tokka uore ó.
3301130053	Kiyólla-hoilé Baf ottu fosón laiggé de, Nizor fura kúdayi Íbar bútore táka,
33011400b0	aar Íba ye kúruc or uore bácaiye de lou wór usílaye cánti aní yore Íbar duara hárr kessú re Nizor lloi bonaifélai bolla; híin zobin or gún óuk yáh asman or gún.
3301150069	Tuáñra toh ek hale Alla ttu duré accíla aar nizor bura ham edde báfanir zoriya Íbar duccon accíla,
33011600b8	montor yala Íba ye Nizor Fuar insáni haiyar moot or usílaye tuáñra re Nizor lloi bonaifélaiye, tuáñra re Nizor muúntu pak, behosúr, edde honó dak sára házir gorí bolla—
3301170110	zodi tuáñra iman ot mozbut buniyadir sáañte dorógori lagi táko, aar acá waán ottu lori no zogói ziyán fúinno de kúchóbor ottu faiyó. Hé kúchóbor toh asman or nisor tamám mohóluk ókkol or hañse tobolik gorá gíyeh; añí Pául híyan or háadem óiyi.
33011800a7	Añí tuáñrar wasté duk ókkol fair de híyan ot kúci, aar Mosihr ze duk-mosibot ókkol Íbar gaa lla, yáni zomát olla baki asé híin añr gaat loi fura gorír.
3301190098	Allar diiya zimmadari mozin añí tuáñrar fáida lla hé zomát or háadem óiyi, tuáñrar hañse Allar kalam furafurir sáañte tobolik gorí bolla,
33011a00a9	yáni gufoni waán ore, ziyán guzorigiyói de tamám zobana edde nosól ókkol ottu lukai raká gíyl, montor yala Íbar pak bonda ókkol or hañse zahér gorá gíyeh.
33011b00cf	Alla ttu ítara re zanaidito monehoiyé de, Beyohúdi ókkol or hañse hé gufoni híyan or mohíma hotó ḍoóñr. Hé gufoni óilde, Mosih tuáñrar bútore asé, ziyán óilde mohímar bági óibar acá.
33011c00ce	Añára fottíkiyo re fura giyane úñciyari dí edde taalim di yore tobolik goríde óilde Íbar baabute, zeéne fottíkiyo re añára Mosihr bútore furafuri balok hálote Allar muúntu házir gorí fari.
33011d0076	Hé niyote añí zan-foran di meénnot gorír, Mosihr oh kudurut or bole ze kudurut añr bútore zuresúre ham gorér.
33020100c2	Añr ttu tuáñra re yián zanaidito monehoór de ki, añí tuáñra lla, Laudíkiyat asé de ítara lla, edde zetará añré muk dehá nó deké ítara beggún olla hotó bicí meénnot gorír,
33020200cd	zeéne ítara muhábbote ek óizai nizor dil ot josba faa, aar furafuri buzár ttu ze furafuri fakkayi foida ó híyan or tamám dón hásil goré. Tói ítara Allar gufoni zanibó, yáni Mosih re siníbo,
3302030048	Zibár bútore níki giyan edde buddír tamám dón ókkol lukaiya asé.
330204006f	Añí híyan etollá hoóir, zeéne tuáñra re honókiye miṛá-miṛá hotá ókkol hoói dúka dí no fare.
33020500cc	Kiyólla-hoilé añí tuáñrar hañse jisím or sáañte házir nái de óile yo, ruhr sáañte así. Tuáñrar ṭík solasol edde Mosihr uore tuáñrar iman or mozbuti dekí añr ttu bicí kúci lager.
3302060060	Hétolla, tuáñra zehón Mosih Isá re Malik de kobul goijjó, tói Íba llói lagi táki solo,
33020700b3	Íbar bútore mozbut cíñyor gasái edde Íbar uore boni uṛí yore, aar tuáñra re cíka gíyeh de héndilla góri iman ot mozbut táki yore edde hámica cúkuriya gorí yore.
33020800f3	Úñciyar, honókiye tuáñra re insán or banaiya taalime edde behar dúkabazi lói cíkar gorífelai no fare fán, ziín aiyé de óilde insán or rosóm ókkol ottu edde duniyai hókumot goré de bút-ferot ókkol ottu; Mosihr torfóttu no.
3302090039	Kiyólla­-hoilé fura illayi Íbar haiyar bútore táke,
33020a0075	aar Íbar bútore tuáñra re furussat gorá gíyeh. Íba óilde hárr hókumot-goróya edde adikari ókkol or matá.
33020b00f5	Íbar bútore tuáñra re ázomi yó gorá gíyeh; hé ázomi híyan honó áte gorá gíyeh de no, bólke Mosih Nize beh goijjé, ziyán óilde jisím or uore guná ola fítorot or ze hókumot accíl, hé hókumot ottu tuáñra re azad goijjé.
33020c00ea	Kiyólla-hoilé bápṭisma lone tuáñra re Mosihr fúañti dohón gorífela gíyeh, aar Zibá ye Íba re mora ttu zinda goijjé hé Allar kudurut or uore iman anóne tuáñra re híyan or duara Íbar fúañti zinda gorá yó giyéh.
33020d00ba	Zeñtté tuáñra nizor gunáye edde jisím or be-ázomi hálote mora accíla, Alla ye toh tuáñra re Mosihr fúañti zinda goijjé, añárar tamám guná-háta ókkol maf gorídi yore,
33020e00a2	edde añárar ulḍa ze dolil ókkol accíl híin or dabi-dawa ókkol beggún baatel gorífelai yore. Íba ye hé dolil ore kúruc ot zoloi mari dur gorífelaiye.
33020f00a0	Íba ye hókumot-goróya ókkol ore edde adikari ókkol ore kémota sára gorífelaiye, aar ítara ttu ziti yore beggún or muúntu ítara re córminda goijjé.
3302100073	Hétolla honókiye tuáñra re hána-finar, honó id or, oñiccár, yáh ebaadot-or-din or baabute hosúri no douk.
3302110074	Kiyólla-hoilé híin toh siríf muúntu aibó de híin or sába éna, montor asóliyot toh Mosihr hañse éna asé.
3302120116	Saiyó, zetará misá niróc kúwala re edde fírista ókkol or ebaadot gorá re fosón goré, ítara honókiye tuáñra re boccíc ottu maárum gorífelai no fare fán. Héndilla manúc ítara duniyaibi demake hánnak fúlizai, deikké de híin or ḍoóñr-ḍoóñr gof mare.
3302130095	Ítara matá re mozbut or sáañte dóri nó raké, zibá ttu modot looi gaa guñṛa girá edde rogṭana loi zurazuijja táki Allar baráiye baré.
33021400c0	Tuáñra de duniyai hókumot goré de bút-ferot ókkol ottu Mosihr fúañti morigiyógoi, tói tuáñra aijjó kiyá duniyaibir ḍóilla góri híyan or niyom-kaanune soloór, hoitó sailé,
330215003b	“Yián no dóriyo! Waán na háiyo! Yián no súñiyo!”
3302160099	Híin asé de óilde siz uúin beggún olla ziín estemal goitté-goitté borbad óizaybar asé; híin óilde siríf insán or hókum edde taalim ókkol.
33021700de	Becók niyom híine zettót ítarar banaiya ebaadot or torika, misá niróc kúwala, edde nizor gaa re dab ot raká cíka, híin saité giyane bóra, montor jisím or azzu ókkol bon gorí bolla híine honó fáida no deh.
33030100aa	Hétolla, tuáñra re zettót Mosihr fúañti zinda gorá gíyeh, tuáñra uúin or talac ot táko ziín asman ot asé, zeṛé Mosih Allar den ḍák ottu boiṛá asé.
3303020044	Tuáñrar kíyal asmani gún or uzu rakó, duniyaibi gún or uzu no.
330303006b	Kiyólla-hoilé tuáñra toh morigiyógoi, aar tuáñrar zindigi Mosihr fúañti Allar hañse lukaiya asé.
3303040081	Zeñtté Mosih, Zibá óilde añárar zindigi, zahér óibo, héñtte tuáñra yó Íbar fúañti mohímar sáañte zahér óiba.
33030500ae	Hétolla, tuáñra nizor duniyaibi fítorot ókkol ore marifélo, zendilla niki, zenákari, nafaki, kukíyal, bura moncá, edde lalsí ziyán óilde mutti fuñza loi borabor.
3303060056	Kiyólla-hoilé nafórman ókkol or uore Allar gozzob toh híin or zoriya éna aiyér,
3303070061	ziín ot tuáñra yó ek hale soillíla, zeñtté níki tuáñra híin mozin zindigi haṛaáila.
330308007b	Lekin yala tuáñra ttu iín beggún óu dur gorífelo: guccá, rak, ducconi, bodnami, edde muk ottu bereijja hotá ókkol.
3303090087	Ezzon ore ezzone misá hotá no hoiyó, kiyólla-hoilé tuáñra toh nizor furana fítorot ore híyan or hórkot cóo kúli félaidiyo,
33030a0094	aar noya fítorot ore fiñdífelaiyo, ziyán ore híyan or Banir súrot mozin noya gorá zát asé, zeéne tuáñra Íba re furafurir sáañte zano.
33030b00e3	Híyan ot Beyohúdi edde Yohúdir bútore, ázomi goijjá edde be-ázomi goijjár bútore, bidecóitta, gañiya, gulam, edde begulam or bútore honó forók nái, montor Mosih beh hárr kessú, aar Íba beggún or bútore asé.
33030c009d	Hétolla, tuáñra zettót Allar baiccá, pak edde adorbon ókkol, tuáñra feṭfurani, meérbani, niróci, cídayi, edde sobór lói nizor dil ore háñzo.
33030d00b7	Ezzon or bór ezzone cóo, aar honókiyo ttu honókiyor ulḍa cékayot tákile maf gorído; Malike zendilla tuáñra re maf gorídiye héndilla tuáñra ttu yó maf gorídiyar zorur.
33030e0065	Híin beggún or fúañti-fúañti muhábbot lói yó háñzo, ziyán óilde furafuri ektofákir ban.
33030f00a1	Mosihr cánti re tuáñrar dil ot hókumot goittó dóh, kiyólla-hoilé tuáñra re hé cántit ek gaa ói bolla éna ḍaha giyéh; aar cúkuriya gorát táko.
3303100107	Tuáñrar dil ot Mosihr kalam ore furafurir sáañte tákito dóh, tamám giyane ezzon ore ezzone taalim di yore edde nosíyot gorí yore, aar nizor dil ot cúkuriyar niyot rakí Allar hañse Zobur Córif or kawali, seér, edde ruúhanir gozól ókkol gaái yore.
3303110098	Tuáñra ziín hoibá hoó aar ziín goríba goró, hárr kessú Malik Isár name beh goijjó, aar héñtte Íbar usílaye Baf Allar cúkur óu goijjó.
330312007c	Bouwáin ókkol, tuáñra nizoré nizor-nizor hócom or hañse gosáido, kiyólla-hoilé Malik or bútore híyan ṭík ham.
3303130058	Hócom ókkol, tuáñra nizor-nizor bou wóre muhábbot goró; ítara lla tita no óiyo.
3303140068	Fuain ókkol, hárr kessút tuáñrar bafmaar hotábattara mano, kiyólla-hoilé híyane Malik kúci ó.
3303150045	Bafáin, nizor fuain dore no zalaiyó, zeéne ítarar dil no báñge.
33031600d8	Gulam ókkol, hárr kessút tuáñrar duniyaibi girós ókkol or hotábattara mano, maincóre kúci goróya ókkol or ḍóilla dahái bolla no, bólke Malik or ḍoor rakí dil or ehélasir sáañte héndilla goró.
330317006b	Tuáñra ziín goró híin endilla fura dilmon di goró, zeén níki Malik olla beh gorór, insán olla no.
3303180082	Tuáñra toh zano, tuáñra Malik or torfóttu miras boccíc faiba. Kiyólla-hoilé tuáñra toh Malik Mosihr éna hédmot gorór.
3303190078	Kiyólla-hoilé zee niki bura ham goré íte nize goijjé de hé bura ham or notiza faibo, héṛe honó ektorfía nái.
3304010086	Girós ókkol, tuáñrar gulam ókkol ore insáf edde hók adai goijjó; tuáñra toh zano, asman ot tuáñrar óu eggwá Girós asé.
3304020043	Tuáñra úñciyare edde cúkuriyar sáañte dua gorát lagi táko,
33040300cd	aar fúañti-fúañti añára lla yó dua goríba de, Alla ye añára lla kalam boiyan goríbar duwar kúle fán, zeéne añára Mosihr gufonir baabute tobolik gorí fari, ziyán olla bouli añí bon así;
330404006c	aró goríba de, añí híyan endilla sáf-sáf góri boiyan gorí fari fán zendilla añr ttu gorár zorur.
3304050052	Honó eggwá mouka no hárai, torikar baárgwa manúc lói demak háṛai soliyó.
3304060082	Hámica tuáñrar hotábattarat nun diiyé fán moza tákar zorur, zeéne tuáñra haré hondilla gori zuwab diya foribó de zano.
33040700ba	Añr baabute hoitó sailé, añárar adorja bái Tukikus, zibá ézzon biccácdar háadem aar añárar fúañti Malik or ham-goróya, yóggwa ye añr hóbor beggún tuáñra re zanaibó.
3304080091	Añí yóggwa re tuáñrar hañse etollá beh difeṛáir, zeéne tuáñra añárar hálot ókkol zano aar yóggwa ye tuáñrar dil ot josba deh.
33040900a3	Yóggwar fúañti imandár edde adorja bái Onesímos ore yó difeṛáir, zibá tuáñrar bútottu ekzon. Ítara tuáñra re eṛé kii-kii ór beggún zanaidibo.
33040a00df	Añr fúañti ziyól ot asé de Aristarkuse tuáñra re sólam zanar, aar Bárnabas or sañsato bái Markuse yó zanar, zibár baabute tuáñra endilla hókum faiyó de ki, yóggwa tuáñrar héṛe ailé, estekbal goijjó.
33040b00c5	Héndilla, Isá zibá re Yustus ḍake, yóggwa ye tuáñra re sólam zanar. Yohúdi ókkol or bútottu añr fúañti Allar raijjo lla ham-goróya óilde siríf ítara; ítara óilde añr tosólli.
33040c00ff	Mosih Isár gulam Epafaras, zibá tuáñrar bútottu ekzon, yóggwa ye tuáñra re sólam zanar; yóggwa ye tuáñra lla hámica dilmon di dua goré, zeéne tuáñra balok ói edde furafuri fakkar sáañte Allar fura moncár uore mozbut gori tíyai táko.
33040d0094	Yóggwar baabute añí hoói faijjum de ki, yóggwa ttu tuáñra lla, aar Laudíkiyat edde Hiyerapolis ot asé de ítara lla kúb sintabáfana asé.
33040e0050	Adorja ḍakṭor Lukáse tuáñra re sólam zanar, héndilla Démase yó zanar.
33040f0079	Laudíkiyat asé de imandár báiboináin dore, aar Numfa re edde híbar gór ot zoma ó de zomát ore añr sólam díyo.
33041000c6	Ceñṛí yián tuáñrar hañse telawot goijjá óile, Laudíkiól or zomát or hañse yó telawot gorá báyo, aar Laudíkiya ttu añr ze ceñṛí gán aibó, tuáñra híyan óu telawot goríyo.
3304110082	Arkipus ore hoibá de, “Malik or hédmot gorí bolla tuáñre ze zimma diiya giyéh, híyan furafuri adai gorí bolla saiyó.”
3304120075	Añí Páule nizor áte e sólam lekír. Añí bon así de híyan no foóraiyo. Tuáñrar uore rahámot zari tákouk.
340000000e	1 Tisóloniól
340101003b	Añí Pául, añr fúañti Sílwanus edde Timóti yó asé.
3401020069	Añára tuáñra re añárar duat mazé yaad rakí tuáñra beggún olla Alla re hámica cúkuriya gorí.
34010300c6	Tuáñra imane goijjó de ham ore, muhábbote goijjó de meénnot ore, edde añárar Malik Isá Mosihr uore acá rakí asé de sobór ore Baf Allar muúntu dua goríbarcot añára nitti monot rakí;
340104006c	kiyólla-hoilé, ó báiboináin ókkol, Allar adorbon ókkol, añára zani, Íba ye tuáñra re basíloiye.
340105010c	Kiyólla-hoilé añára toh tuáñrar hañse kúchóbor tobolik goijjí de siríf hotáye no, bólke kudurute, Pak-Ruhr bole, edde furafuri ekin or sáañte yó. Tuáñra toh zano, añára tuáñrar fúañti tákite tuáñrar wasté hondilla gori zindigi haṛaáilam.
3401060091	Tuáñra ḍoóñr mosibot ot úddwa, Pak-Ruhr diiya kúciye añárar boiyan kobul gorí añárar edde Malik or nomuna mozin zindigi haṛaáila.
3401070063	Híyan lói tuáñra Makedóniya edde Akaya elakar tamám imandár ókkol olla nomuna bonigiyógoi.
34010800de	Tuáñrar héntu Malik or kalam siríf Makedóniyat edde Akayat fóligiyoi de no, bólke tuáñra ttu Allar uore asé de iman or hóbor hárr zagat eén fóligiyoi, añára ttu híyan or baabute honó kessú howá no fore.
340109010f	Kiyólla-hoilé añára tuáñrar héṛe aiccílam de híyala tuáñra añára re hondilla gori kobul goijjíla de, aar tuáñra keéngori mutti fuñza bad di Allar uzu fíri aái zinda edde sóiyi Allar hédmot gorát asó de, híin manúc ókkole nize añára re hoó,
34010a00bd	ítara yián óu hoó de ki, tuáñra Allar Fua asman ottu aibár entezar ot asó, zibá re Íba ye mora ttu zinda goijjé, yáni Isá re, zibá ye añára re aibó de gozzob ottu basaibó.
3402010066	Báiboináin ókkol, tuáñra toh zano, añára tuáñrar héṛe aiccílam de híyan behar nó óiyo.
34020200e5	Tuáñra yián óu zano de ki, yaar age añára Filíppi cóor ot duk faáilam edde beizzoti óilam. Montor bicí bazá ókkol tákile yo, Allar torfóttu hímmot fai yore añára tuáñrar hañse Allar kúchóbor boiyan goijjí.
3402030076	Kiyólla-hoilé añára gorí de nosíyot toh honó gollot taalim ottu no, honó nafak yáh férokbazir niyote yó no.
34020400e1	Bólke Alla ye zendilla añára re laayek báfi kúchóbor or zimma diiyé, añára siríf hé mozin beh boiyan gorí. Insán ore kúci goríbar niyote no, bólke añárar dil zasai goré de hé Alla re kúci goríbar niyote.
340205009c	Tuáñra toh zano, añára honódin honókiyor hañse tuládiya hotá hoiyí de nái, aar lalós or niyote honó bahána diyí de yó nái. Alla gobá asé.
34020600cd	Añára honó insán ottu izzot faito yó saiyí de nái, tuáñra ttu yó nó saái aar oinno kiyó ttu yó nó saái. Háleke Mosihr sáhabi ísafe añára saitám bóuli tuáñra ttu dabi gorí faittam.
340207006e	Montor tuáñrar dormiyan ot añára endilla cída ói táikkilam, zendilla gori maa ye nizor fuain dore fale.
34020800ee	Añára tuáñra re bicí ador gorí de hétolla añára tuáñrar hañse cúdu Allar kúchóbor tobolik goittó kúci accílam de no, bólke nizor zan dito yó kúci accílam, kiyólla-hoilé tuáñra toh añárar kúb adorja óigiyogoi.
3402090101	Báiboináin ókkol, tuáñra ttu toh añárar duk edde meénnot ókkol yaad asé, ki hoilé, tuáñra re Allar kúchóbor tobolik goríbar fúañti-fúañti añára dine raite ham óu goijjí, zeéne tuáñra honókiyor hañse añára zulap ói no zaygói.
34020a008e	Tuáñra yó gobá asó aar Alla yó gobá asé de ki, tuáñra imandár ókkol lói añárar solasol hotó pak, sóiyi, edde behosúr accíl.
34020b009c	Tuáñra toh zano, bafe nizor fuain dore goré de héndilla góri tuáñra fottíkiyo re añára nosíyot goijjílam, tosólli dílam edde buz dilám de ki,
34020c0079	tuáñra Alla kúci ó de héndilla góri solo, zibá ye tuáñra re Nizor raijjor edde mohímar bági ói bolla ḍaker.
34020d0134	Añára etollá yó lagatar Allar cúkur gorí, kiyólla-hoilé zeñtté tuáñra añárar boiyan fúni Allar kalam kobul goijjó, héñtte tuáñra híin insán or no bólke asóle zendilla héndilla ísafe kobul goijjó, yáni Allar kalam ísafe. Híine tuáñra imandár ókkol or bútore ham gorát asé.
34020e00f7	Báiboináin ókkol, tuáñrar hálot toh Allar zomát uúin or ḍóilla ziín Yohúdiya elakat Mosih Isár bútore asé. Kiyólla-hoilé tuáñra yó de nizor koum ottu undilla zulúm faiyó zendilla ítara nizor koum Yohúdi ókkol ottu faáil,
34020f00c2	zetará Malik Isá re yó marifélail, nobi ókkol ore yó marifélail, aar añárar uore yó zulúm goijjé. Hétolla ítara re Alla ye fosón no goré; ítara manúc beggún ore ducconi goré.
34021000df	Beyohúdi ókkole nejat faibo bouli ítara añára re tarár hañse tobolik no goittó maná goré. Héndilla góri ítara hámica nizor guná lói gunár címa foijjonto foóñsegai. Ítarar uore gozzob furafuri aáigiyoi.
3402110105	Montor, ó báiboináin ókkol, añára re zehón tuáñrar hañsóttu kessú ṭaim olla alok gorífela gíyeh, háleke jisím duré óile yo añárar dil tuáñrar fúañti asé, añára tuáñrar muk dekí bolla ḍoóñr azzur sáañte bicí kucíc goijjí.
3402120098	Kiyólla-hoilé añára ttu tuáñrar hañse aitó monehoiyé. Háasgori añí Páule barbár kucíc goijjílam, montor Cóitane añára re bazá díye.
3402130082	Añárar Malik Isá zeñtté aibó héñtte Íbar muúntu añárar acá, kúci edde fohórair tas hontará? Híin tuáñra no né?
3402140050	Becók, tuáñra óilade añárar fohórai, aar tuáñra óilade añárar kúci.
3403010067	Baade añára zettót ar bordac gorí no farir, añára Aten cóor ot ekéla táaiza gom óibo de báfi
34030200ec	añárar bái Timóti re difeṛáiyi, zibá añárar fúañti Mosihr kúchóbor tobolik gorí Allar ham goré. Añára yóggwa re difeṛáiyi de tuáñra re mozbut gorí bolla, aar tuáñrar iman or baabute tuáñra re josba di bolla,
3403030083	zeéne e mosibot iín or zoriya honókiye fissá no zoogói. Tuáñra nize toh zano, añára re híin olla beh ṭík gorá gíyeh.
34030400ab	Kiyólla-hoilé añára tuáñrar fúañti tákite tuáñra re age lóti howát accílam de ki, añárar uore zulúm óibo. Aar tuáñra zano, borabor héndilla óiye yó.
34030500ee	Hétolla bóuli añí zettót ar bordac gorí no farir, añí tuáñrar iman or hálot saitó difeṛáiyi deh; kiyólla-hoilé añr ttu ḍoor accíl de, óitofare Ibilíce tuáñra re dúka díye aar añárar meénnot befózul óigiyoi.
3403060136	Montor ehón Timóti tuáñrar héntu añárar hañsé waafes aiccé, aar aái tuáñrar iman or edde muhábbot or bála hóbor zanaiyé. Yóggwa ye hoiyé de, tuáñra añára re hámica bála báfo, aar tuáñra ttu añára re dekíto eddúr azzu lager zeddúr añára ttu yó tuáñra re dekíto azzu lager.
340307007e	Hétolla, ó báiboináin ókkol, añárar tamám ferecanit edde mosibot ot mazé yó tuáñrar imane añára tosólli faiyí.
3403080062	Yala añára noya zindigi faiyí fán lager, kiyólla-hoilé tuáñra Malik or hañse mozbut asó.
3403090085	Tuáñrar zoriya Allar muúntu añára ttu ze ḍoóñr kúci asé, híyan olla Alla re keéngori cúkuriya goittám añára no zani.
34030a008e	Añára raite dine fura dilmon di dua gorí de, añára tuáñrar muk dekí fari fán, aar tuáñrar iman or homi ókkol fura gorí fari fán.
34030b0064	Añárar Alla Baf Nize edde añárar Malik Isá ye añára tuáñrar héṛe aibár rasta gorídouk.
34030c00b5	Malike goróuk, zendilla añárar muhábbot tuáñra lla baái fore, héndilla tuáñrar muhábbot óu zen ezzon ottu ezzon olla edde tamám manúc ókkol olla bicí ói baái fore,
34030d00c6	zeéne Íba ye tuáñrar dil ore mozbut goríde, zeéne añárar Malik Isá Nizor pak bonda beggún ore fúañti looi aibó de híyala tuáñra añárar Baf Allar muúntu behosúr edde pak ṭóoro.
3404010115	Ó báiboináin ókkol, ahéri hotá óilde, tuáñra de añára ttu cíkko, Alla re kúci goitté hondilla solar zorur deh, aar becók tuáñra héndilla soloór óu. Toóu tuáñra re añára Malik Isár name becábicí aros gorír, tuáñra héndilla góri aró solat táko.
340402006e	Kiyólla-hoilé tuáñra toh zano, Malik Isár diiya adíkare añára tuáñra re kii-kii hókum ókkol diyí.
340403004e	Alla ye saá de, tuáñra pak ó; yáni hárr ḍóilla zená ttu duré táko;
3404040051	aar fottíkiye nizor-nizor gaa re pak edde izzot or sáañte sóoñli rakí zano,
3404050053	jisím or azzu mozin soli no, zendilla Alla re no siné de Beyohúdi ókkole goré.
3404060107	Aró saá de ki, hé mosóla lói honókiye honó imandár bái or hóti no goróuk aar yóggwa ttu fáida no tulóuk, kiyólla-hoilé Malike híin goré de ítara re sáñza díbo. Añára híin tuáñra re yaar age lóti hoóidiyi aar horagori úñciyari díyi.
3404070063	Kiyólla-hoilé Alla ye toh añára re nafak solasol olla ḍaikké de no, bólke pak solasol olla.
3404080098	Hétolla, zee niki hé cíkka re inkar goré íte insán ore inkar goijjé de no, bólke Alla re goijjé deh, zibá ye tuáñra re Nizor Pak-Ruh diiyé.
340409009e	Báiyali muhábbot or baabute tuáñrar hañse lekíbar honó zorur nái, kiyólla-hoilé Alla ye toh tuáñra re ezzon ore ezzone muhábbot goittó cíkaiye.
34040a00dd	Aar becók, tuáñra toh fura Makedóniyat asé de imandár báiboináin beggún or hañse híyan adai gorór. Toóu, ó báiboináin ókkol, añára tuáñra re aros gorír, tuáñra ítara re aró bicí muhábbot goró.
34040b00af	Añára tuáñra re hoóilam de héndilla, tuáñra cántir zindigi haṛai bolla, ar ezzon or gún ot nak gólai no di bolla, edde nizor áte meénnot gorí bolla niyot bano.
34040c0059	Tói tuáñra baárgwa maincór ttu kodor faiba aar tuáñra honó muútac ot no foribá.
34040d00b8	Ó báiboináin ókkol, añára no saái tuáñra moot or gúm ot foijjé de ítarar baabute azanaiya táko, zeéne tuáñrar dil uitarár ḍóilla ferecanit no zetará ttu acá nái.
34040e00db	Añára zettót Isá moijjíl aar abar zinda óiye de biccác gorí, tói añára yián óu biccác gorí de ki, Íbar fúañti Alla ye uitará re yó loizaybói zetará hé Isár uore iman aní moot or gúm ot foijjé.
34040f00b7	Malik or kalam mozin añára tuáñra re hoóir, añára zetará Malik nú aiyé foijjonto zinda basi tákiyum, añára moot or gúm ot foijjé de ítarar agor ttu zaigói no faijjum.
34041000f6	Kiyólla-hoilé Malik Nize toh ḍoóñr abase hókum díbar fúañti-fúañti asman ottu lami aibó; héñtte boro fíristar abas fúna zaybo aar Allar cíañ mata zaybo. Hé októt, age uitará zinda óibo zetará Mosihr ummot boni morigílgoi.
34041100bb	Yárbaade, añára zetará zinda basi táikkum, añára re yó ítarar fúañti asman ot Malik loi mili bolla miyúlar uore tulífela zaybo. Tói añára hámica Malik or fúañti óiyum.
340412003b	Hétolla, hotá iín hoói ezzon ore ezzone tosólli díyo.
3405010071	Ó báiboináin ókkol, híin hon zobanat óibo aar hon októt óibo, híin tuáñrar hañse lekíbar zorur nái.
3405020074	Kiyólla-hoilé tuáñra nize toh bálagori zano, ki hoilé, Malik aibár din yíba raitta sur aiyé fángori aibó.
34050300f7	Zeñtté manúc ókkole hoibó de, “Beggún cánti óigiyoi, ḍooraibár kessú nái,” héñtte ítarar uore endilla asimbit ḍoóñr docá aáizayboi, zendilla hámil mayafuar uore hooñri dórani aáizagoi. Ítara bilkúl hári no faribó.
3405040076	Lekin, ó báiboináin ókkol, tuáñra toh andár ot no, zeén níki hé din tuáñrar uore sur aiyé fángori aitó;
3405050074	kiyólla-hoilé tuáñra beggún toh nur or edde din or foór or fuain. Añára rait or óu no aar andár or óu no.
3405060067	Hétolla, aiyó, añára oinno manúc or ḍóilla gúm no zai, bólke seton táki aar úñic ot táki.
340507007e	Kiyólla-hoilé zetará gúm zah ítara raitta éna gúm zah, aar zetará nicá háa ítara raitta éna nicá hái ṭuúl ó.
34050800db	Montor añára zettót din or foór or, hétolla aiyó, añára úñic ot táki. Buk or héfazot olla iman edde muhábbot ore laráir zama ísafe fiñdí, aar matár héfazot olla nejat or acá re ṭufi ísafe fiñdí.
340509008a	Kiyólla-hoilé Alla ye toh añára re gozzob olla ṭík gorí raikké de no, bólke añárar Malik Isá Mosihr usílaye nejat fai bolla.
34050a008a	Íba añárar wasté moijjíl de kiyólla-hoilé, añára seton táki yáh moot or gúm ot fori, añára zeéne Íbar fúañti basi táki.
34050b0076	Hétolla, hámica ezzon ore ezzone tosólli dóh; aar ezzon ore ezzone torki goró, zendilla tuáñra yala yó gorór.
34050c00d9	Báiboináin ókkol, añára tuáñra re aros gorír, zetará tuáñra lla meénnot goré, zetará Malik or ummot ísafe tuáñrar uore sóddari goré, edde zetará tuáñra re nosíyot goré, ítara re kodor goijjó.
34050d0069	Ítarar ham or wasté ítara re muhábbot or sáañte bicí izzot diyo. Ezzon loi ezzone cántit táikko.
34050e00ca	Ó báiboináin ókkol, añára tuáñra re nosíyot gorír, ocót ókkol ore torbiyot goijjó, hímmot sára re hímmot díyo, komzur ore modot goijjó, sobór or sáañte fottíkiyo re bordac goijjó.
34050f0087	Saiyó, honókiye burair bodol burai no goijjó, bólke hámica ezzon ore ezzone edde manúc beggún ore bálai goittó kucíc goijjó.
3405100016	Hámica kúci táikko,
3405110012	nitti dua goijjó,
3405120077	hárr hálot ot Alla re cúkuriya goijjó, kiyólla-hoilé Mosih Isár bútore tuáñra lla Allar moncá óilde híyan.
340513001e	Pak-Ruh re nifái no félaiyo.
3405140046	Aar nobi ísafe Allar kalam boiyan goré de híin hékarot no goijjó,
3405150046	bólke hárr kessú tahákit goijjó; ziyán gom híyan dóri táikko;
340516002c	aar hárr ḍóilla burai ttu duré táikko.
34051700c3	Cánti dooya Alla Nize tuáñra re furafuri pak-sáf goróuk, aar tuáñrar gaa re, ruh re, edde zan ore otódin foijjonto furafuri behosúr rakóuk, zetódin añárar Malik Isá Mosih nú aiyé.
3405180057	Zibá ye tuáñra re ḍaikké, Íba toh biccácdar; Íba ye héndilla hámaha goríbo.
340519002d	Báiboináin ókkol, añára lla dua goijjó.
34051a0041	Tamám imandár báiyain dore pak dile appá dí sólam zanaiyó.
34051b0068	Malik or name añí tuáñra re hókum gorír, e ceñṛí gán báiboináin beggún or muúntu foríyo.
34051c0040	Añárar Malik Isá Mosihr rahámot tuáñrar uore zari tákouk.
350000000e	2 Tisóloniól
350101003b	Añí Pául, añr fúañti Sílwanus edde Timóti yó asé.
3501020063	Tuáñrar uore añárar Baf Allar edde Malik Isá Mosihr torfóttu rahámot edde cánti nazil óuk.
