2800000007	Mathayo
3604040060	Kila hatu hahahweli Ongolobhe abhombelehiza. Nahamo hasatiposhela asalifye hahahwazihwa akhanwe.
3604050043	Hwa huje shibhozewa ashilile izu lya Ngolobhe na hudala elya eputo.
36040600a7	Kashile ubhagabheshe amanongwa ega hwitagalila lya aholo, obhabhe tumwa omwiza wa Yesu Kristi. Kashile bhalevizye hunongwa ye winza nahuje amanyizye aminza goga fwata.
360407005c	Lakini zihane evilale vya msii vila vyeviganwa na bhashe agogolo afumepo manyila wewe owiza.
3604080082	Hwa huje amazoezi agebele gawaziwa hashee huje uwinza gawaziwa eshihumambo goti. Abheshe ahadi husiku izya sheshinagala gagahwiza.
3604090032	Amazu ega gaposhelelwe uwaziwa ahwiteshelwe hanii.
36040a00ad	Hwa huje diomana titeseha natibhomba embombo ahwitume sana hwahuje tilinao odandamazu ashilile Ongolobhe alimwomi omwene ofyozi wabhantu bhoti, lakini huje bhabha huposhela.
36040b0024	Ogayanje na abhamanyizye amambo ego.
36040c0097	Omuntu wowonti sahwaziwa ahwisye osahala waho. Afumepo obheshilole zyo hwabhonti bhabha huposhela, katika ayanje, ajende, aganane, owinza na ahwiyozye.
36040d003a	Mpaka penaihweza khalaga amanyile naasundane, naamanyizye.
36040e006e	Ugajehwewe eshibhonesyezyo sheshili mhati yaho huje wapewilwe ashilile okho wa huje abheshelwe amakhono nazee.
36040f0075	Ogenye amambo ega. Ukhale katika ego akule hwaho hubhe wazi hwabhantu bhonti. Oyenyaje sana idala lyabho na manyizye.
3604100055	Khalaga mamambo ego. Maana pobhombesho obhahwifyole umwene na bhala bhabha hutejezya.
360501007b	Ugajehudamira ulume umzee. Bali upele umwoyo neshe uyise waho. Ubhapele umwoyo asahala abheshilume neshe aje bhaholo bhaho.
360502006c	Upele umwoyo abhashe ashikolo kama neshe anyine bhaho na abhashe alenduneshe ayilombo bhaho huhuwinza wonti.
3605030038	Uubhaheshimu afwele bhala bhabhali bhafwele lyoli lyoli.
36050400c9	Lelo nkeshele ufwele anabhana au namama ubhaleshe bhahwifunza abhonesye eheshima hwabhantu bha mnyumba yao bhebho uleshe bhabhasaidile aise bhabho. Aminza afwanaje ene nyinza hwitagalila elya Ngolobhe.
3605050090	Lelo ufwele uwelyoli lyoli yayola yalehwilwe mwene wope abheshele na pambo male hwa Ngolobhe. Esiku zwonti aputa nalabhe esala usiku na pasanya.
3605060037	Hata esho ufwele ula yakhala netuma afwiye lwapo mwomi.
3605070039	Na ulombelele ege amambo ili kwamba bhagajebhe bhahwiune.
360508007f	Eshi nkashile umuntu sabhalela ahoro bhakwe, tee bhala bhabhalimwao alaniwe na akhene ulyeteho na bhibhi ashile yasalinolyeteo.
3605090063	Basi ushe gasimbisiweje abhe fwele abhaje namaha gasegaposhe sitini, abhanje fwele yali nolume umo.
36050a00af	Lazima abhanje amanyisye humatendo aminza abhanje abhalelile abhana bhakwe abhanje anepya hwanjenyi au abhanje abhasaidi aputi bhamwao, au ahwifumizwe humbombo yeyonti enyeza.
36050b00c2	Lelo hwabhala afwele alendu ukhane abhabheshe hudadi yefwele kwasababu nkabhakhatwe ne taama agebele bhahwanza ahwengwe, hwidala eli bhahwinjila matama agebele zidi ya Kristi bhahwanza ahwengwe.
36050c0046	Hwidala eli bhahwinjila mhatia bhabudulanya hwifumye hwabho uhwelyoli.
36050d00ca	Nantele bhahwiyinjizwa humazowea. Eye wolo abhahale bhazwogola khaya kwa khaya siyo aje bholo tu, bala antele bhabha bhasenkenyaji bhabhuhwinjilile abhale abhahale bhayanga amambo gasehwanziwa agayanje.
36050e0099	Eshi ane ehwanza abhashe alendu bhengwaje bhupapaje abhana, bhasimamilaje enyumba zwao ili bhagaje hupele ubhibhi enafasi ya tilonje kwa abhombe embibhi.
36050f0028	Kwa sababu bhamo bhao bhagulusi usetano.
360510008f	Nkashile ushe yayonti uwelyeteho ana fwele, basi awavwe ili eshibhanza shigaje alemelye ili libhasailadiaje bhala bhabahli bhafwele lyolilyoli.
3605110093	Basi bhala agosi bhalongozwa shinza mubhaheshimu aje bhahwaziwa abaheshimu marahahinji hasa bhala bhabha hwishuguliswa amwanzywe izu elya Ngolobhe.
3605120073	Afwatanaje amasimbilo gayanga ugaje hufunje eng'ombe elo mu nalya eshalye ubhomba mbombo ahwanziwo ushala wakwe.”
360513004d	Ugaje aposhe mashitaka hwagosi sipokua bhahweli ashahidi bhabhele au bhadatu.
360514005a	Ehulajizwa ubha nkhane hwitagalilo elyebhantu wonti ili abhanje bhasageye labda bhagayeta.
36051500c9	Ehulujizwa kwa thati hwetagalila lya Ngolobhe, na hwitagalila ya Kristi uYesu, na bha malaika aleule aje uzitunze endajizwo ega bila asalulanye yoyonti na aije uganje abhombe ejambo lyolyonti apendele.
3605160085	Ugaje hubheshele umuntu yoyonti okhono nanali ugaje ashiliki ibibhi zwa muntu uwe je uhwanziwa ahwilinde wewe mwenyewe ubhaje mwinza.
3605170073	Sehwanziwa amwile amenzegene. Badala yakwe, unywelaje mvinyo hashe kwajili yevyanda nempongo yaho ye mara kwa mara.
3605180071	Ibibhi baadhi ezwa bhantu zibhoneha wene zibhatagalile hundongo lelo baadhi ya bibhi zwa bhantu bhamo zibhafwata.
360519005d	Hwisalo shesho baadhi ya yembombo enyinza zihwelewe hwa pawelele lelo hata zimo sezwaifisiha.
36060100ab	Bhala wonti bhabhali pansi yijoko hansi abhatumwa bhabhajele agosi bhao hansi bhi iheshima zyonti, bhahanziwa awombe esho ili itawa lya Ngolobhe na amanyizyo gagajialigwe.
36060200df	Abhatumwa bhabhali nu gosi bhabheteshe bhangajehubhasyoshele kwa sababu abhene holo. Badala yakwe bhabhatumishile hani. Kwasababu agosi bhabhahavwa imbombo zyawo bhabheteshe nabhaganilwe. Fundizyaga na lumbelele amambo ego.
36060300ae	Nkesho umuntu omo amanyizya whateje na sagahugeteha amaelekezo agetu gawhaminishe, gagali mazu ga Gosi wetu uYesu Kristi, nkasagabhahulyeteha imanyizyo lililongozya hugolosu.
3606040093	Umuntu oyo ahujidai sagamenye hohonti. Badala yakwe nu pezu namadalihanyo pamwanya yinjago, injango ezi zipapa uwivu, iwo, indigo, ishauku imbibhi,
360605006f	nu pezu wimara kwa mara kati yi bhantu bhe njele zizinanjishe bhasebha aje uwutanwa lidala lyabhe bhatabhazi”
3606060026	Eshi uwugolosu nalizishe faida ingosi.
360607005a	Kwa sababu sagatahenzele na shoshonti panse. Wala sagatiwezya aheje shoshonti afume panse.
360608002a	Ibadala yakwe titosewe ni shalye na menda.
36060900c8	Eshi ewo bhabha whanza abhe ni ntabhazi bhagwa hunjelo, katika umtego. Bhagwa huukwelengusu umwinji ni nyanyu imbibhi, na hushintu shoshonti, shishihubhawomba abhantu bhadwine na maangamizi unanganyi.
36060a009e	Afwatanaje asongwe ihela ni wandilo wiaina zyonti zimbibhi. Abhantu ambao bhanyonywa eyo, bhateywiwhilwe uhutali nulweteho na bhajoshizye bhene nsewo inyingi.
36060b0072	Eshi awe wamuntu wa Ngolobhe, gashembele amambo ego. Fwata ilyoli, ugolosu, uwinza, ulugano, ujivwi, nuu pomakati.
36060c009d	Khoma iwo ilinza lilweteho. Lemelela uwomi wiwila wakwiziwilwe. Yali husababu ene aje ufumye usimishizi whilongolela lya simishizi abhinji whalila lililinza.
36060d009c	Ihapela indajizyo ene whilongelela lya Ngolobhe, wasababisya ivintu vyonti akhae, na whilongolela lya Yesu Ukristi, wayanjile yili lyoli wha Pontio uPilato:
36060e0054	Yibheshe indajizyo whilyoli bila amashaka, hadi Ugosi wetu lyayihenza uYesu uKristi.
36060f0077	Ongolobhe ayidhihilisya ulwenzo lyakwe umuda gog- Ungolobhe, Unsayiwe, engovo yene, umwene watabhala, ugosi walongozya.
360610008c	Mwene akhala wila wakhala mu mwuzelu wosojelelwa. Nomo umuntu wawezya hunolo wala tete humwenye. Hukwakwe ibheheshimu nuuweno wiwila. Amina.
36061100c4	Bhawozye atabhazi monse omu bhangajihyituntumule, na bhangajitegemele uwutabhazi, wuwuli sagawiuhakika. Ibadayakwe, bhahanziwa ategemele Ongolobhe. Waliutipela utabhazi wonti wilyoli ili tisongwe.
3606120068	Bhawozye bhawombaje aminza, bhatajilishe humbombo inyinza, bhabhe bhabhe bhakalibizi numutayali wafumye.
3606130062	Whidala elyo bhanzahujibheshe umusingi umwinza humambo gagawhenza ili bhawezye akhate ukholo wowo.
3606140082	I Timothewo, ulinda shila shupewilwe. Jefwe namapanjizanyo gishikwelengusu amadalihanyo gahujikhane gagali gilenga gahwetwa njele.
360615005d	Baazi ya bhantu bhahugatangazya amambo ego nesho bhakosile ulweteho. Ineema ibhe pamoja nawe.
370000000c	2 U Timotheo
3701010075	U Paulo umutume wa Yesu kristi sha hwanza Ungolobhe, sawasawa nu Ngolobhe shahaidile uwomi uuli mhati ya Kristi Yesu,
3701020064	hwa Timotheo umwana yaganilwe: Uwene nu pumu afume hwa Ngolobhe udaada wa Kristi Yesu U Bwana wentu.
370103007a	Ihusalipya Ungolobhe, yihumwombele shilola shinza nanzi shahawa wombile awadaada wentu, lwihwizuha ane iputa daima pamunsi
3701040046	ishasenya inyonywa alole aje imemeje asongwe. Ihwinzuha amasonzi gaho.
3701050099	Indi sihuzusya ahusu lweteho waho lioli, owo ulwahwande wahakheye hwa bibi waho u Loisi nu manye wano Uyunisi. Imenye aje ulweteho uwo ukhalamhanti yaho.
370106006e	Eshi ane uhuhuzusya azinjizye ishipaji sha Ngolobhe shishileho mhati lyaho hwi idala lyaweshelwe inyowe zyane.
3701070054	Uno Ungolobhe sanga ahatupiye impepo lya wonga, ila ngingovu na yilugano ni shinshi.
3701080099	Awe usahailolele insoni yahunyanje uBwana wentu, nu wahuline ane ni Paulo impinyilwe nao. Huje indeho humalawa yii inzwi sawasawa ni ingovu zya Ngolobhe.
37010900d9	Yu Ngolobhe yatukomboye na hulukwizye huu winto ugolosu. Saga ahawombile esho afuatane ni mbombo izyentu ila alengane nuweene na umupango ugwanke yonyo. Ahatupiye amambo ego hwa Kristi Yesu ghangasele omasala ahuenze.
37010a009a	Lakini eshi ukombolwe wa Ngolobhe ulipa zelu uwahwenze umlokozi wenti uKristi Yesu. U Kristi yakomesha ufye na alente uwomi wasanga uduga huu zelu winzwi.
37010b0036	Aje ane nahasaluliwe awe nombelelo, mtume na umwalimu.
37010c009f	Ane ilawa nantele, ila sagailola insoni maana imenye umwene yamkombonye. Isimisizye aje umwene alini ngovu huhatunzye hala hahaweshele kwa ajili ya isiku lila.
37010d0075	Uyuzushe ifwano yi nongwa ya ugolosu uuhovyezye afume huline. Peka nu lweteho na ulugano ulelo mhanti ya Kristi Yesu.
37010e0053	Gaweshe amambo aminza gapelile Ungolobhe ashilile upepo ufinjile uhale mhanti yetu.
37010f0058	Umenye aje wonti wawakhala huu Asia wahaleshile. Hwikundi eli waleho Figelo nu Hemogene.
370110006c	U Bwana aisajile inyumba ya Onesiforo amasala minchi ahanghelezezye sanga ahandoleye insoni umnyololo gwane.
3701110039	Badala yakwe lwahali hu Roma ahanazile hani na ahanajile.
3701120077	Ungolobhe amwavyaje apele irehema afume humwakwe isiku lila. Umwene ananavyinze lwanahali hwa Efeso, awe umenye shinza.
370201004f	Ishi mwana wane, upelwe ikhone huwaushe uwauli muhati muliwe mwa Kristi u Yesu.
370202007a	Ni mbombo uzuyuvhizye kwangu muhati mwa keti awinji, ubhatwalile wabhantu abhawaminiha ibho bha wezizye amanyizye abhanji.
3702030044	Nimana amayimba palishimo naani, nishi sikali umwema wa Kristi Yesu.
370204007a	Numo usikali uwa tumiha lwulwo uwabhombaimbombo zikawadi zyamuzhiihinhe izikhaloubhu, iliaje aphendezye ubosi wakwe ugosi.
370205005c	Nantele muntu uwashindananishi abhanji zanya, hagabha ngiga khasaanyilile adanje uataratibu.
3702060053	Ni lazima huje uwalima bhanje wawi bibidisye abhale poshele inguru yima vuno gakwe.
370207003a	Nalamba huje iyanga huje uBwana aligane ni mbombo zhyunti.
3702080072	Mwizuhaje uYesu Kristi, afume ishikholo sha Daudi, ola azyuha afume wa bhafwe. Hi alingane zinazyoizya nu mbelele,
37020900a0	huje isho shashintesa hata nangalile mwinjela napinye na manyololo nishi uwanajile lelo inongwa zya Ngulubhi lelo inongwa zya Ngulubhi hazi pinywa na manyololo.
37020a0098	Ishi ivumilila imbombo zyunti wa bhala wala Ungulubhi ahabha salula, aje bhope, bhapete awauliwe ubho mwa Kristi Yesu pandwemo nu usisyea uwila na wila.
37020b004b	Ijago ihinie iwaminishe: “ili tufwile pamo penenao taikhala taikhala nao,
37020c0053	ngatujimba taita bhala nao wope kama tukhana umwene bhope aitukhana wope atu khana.
37020d004c	khasatabha tuwaminiha, umwene aisagala wawaminishe hawezya awikhane yuyo.”
37020e0097	Wakumbusye inongwa zya Ngulubhi huje waleshe alongone huje inongwa nongwa waleshe saga galimana nimoishi afumiliane nili uwibhovu wala awa nthejelezya.
37020f008e	Bhomba awiyumele humaha hujintiwe nu Ngulubhi nishije uli bhomba mbombo inipato mbombo yasagalala lalamishilwe litumie izi lwalwoli shishinza.
3702100036	Uwiyepusye ninongwa zya munzhi ngalongola zaidi ateje.
370211005b	Bhayangana yangana ego gayendelela ni ilomola ilihola muhati omwo abhele uhaminoyanufileto.
3702120082	Bhebho wantu bhananjile sanuwana lwoli wayinga azyuusiwe tayali hufishile ufumile waga lulanya ulwintishelo pahanti ipo wamo wamo.
37021300d1	Hata isho, usingi gwa Ngulubhi gwa bukamilishe, gakasimbilwe ugu, “Ungulubhi abhaminye awali bhamwene shila ya litambula itawa lwakwe oyo wa mwene, nashila ya tambula aje Bwana alazisiwa aiyefwe ni dhavu.”
3702140094	Hunyumba ishi kabhi, saga huje viliivhombo igorodi shabantu nantena ivilelo vya mapishi nilogo. Vimo vhwabho awongopwe vimo satumile bila awongopwe.
3702150096	Khamba umutu aiyozye yuyo afume ame ambeshe saziwo gopwa umweneshombo shashihwogopwa shivhihilwe hali imala Bwana, atayalishiwe washila mbombo inyiza.
3702160088	Uzinyilaje izyaziletaa nyonye izya husahala, udhaje uda wanalwoli uwaushe ulugano na hosheshe na bhala bhahukugabhe Bwana humwoyo uzelu.
3702170035	Lelo ukhane ula ulema maswali gishopuluzi ego galeta.
370218006d	Alwe hagahuwa ziwa umuntu wagulumbhi hauwazi ibho hahawazi wa unogowa wantu mbunthi anje awezye amazye jivhi.
3702190092	Ihwaziwa abhalejesye bhala abha hu khana epo hubhazi walo woloehwaziwa awehobhowa wantu bhunti unu abhafaidisye abhapele ahwiyisye huimanye lyoli.
37021a006d	Bhamanye apate injele na nantele na hwiyefwe mu tego gwaseno, pumande bhatekwile nu mwehale yilugano ulwakwe.
3703010044	Lakini umanye huje insiku izyahumpelela hwahayibha ni nyakati ihome.
3703020096	Pipo abhantu bhahayiyigana bhene bhahayizigana ihela bhayiyitima, abhayilole abhizihaka bhesebha hubhitua apafi bhabho wasiokua na shukulani na waovu.
3703030082	Bhesebhali nu lugano ulwimandi bhesabhahwanza akhale ahinza na wowonti bhebhachonganisya bhebhali ni vurugu bhesebhaganile aminza.
370304005a	Bhahayibha bhasaliti bhakaidi abhahuyigane bhubho na agane ianasa kuliko hugane Ungulubhi.
3703050056	Hunzi bhahumputa Ungulubhi, lakini bhahuzikhana nguvu zyakwe muyepusye na bhantu ibho.
37030600b3	Pipo baadhi yabho bhalume bhebhahwinjila mufamilia zya bhantu na hubhasonshelezye abhashi ajinga ibhantu ibha bhamemile imbibhi. Bhebhalongozewa humbibhi ni nyonywoizwa kila aina.
370307005a	Abhantu ibha bhamanyila insiku zyonti, lakini sebhabhwezizye hufishile uufahamu ulwilyoli.
37030800cf	Ndeshe shila u Yane nu Yambre bhahimiliye shinyume na Musa. Hwi dala ili abhalimu ibha abhilenga bhahwimilila shinyume ni lyoli. Bhantu bhebhananjishiwilwe insibho zyabhobhesabhahwitihwa ahusiane na lwitiho.
3703090075	Lakini sebhayifiha apatali. Maana upumbavu wabho wayibhabhiha apazeru hubhantu bhonti ndeshe sheyahali hubha abhantu.
37030a0085	Lakini awe ufwatile amafundisho gani umwenendo wani, amakusudi gani, ulwitiho lwani ubhuvumilivu wani ulugano lwani usitahilivu wani,
37030b0072	amateso amaumivu na gegahanije hula hu Antiokia, Ikonio na Listra. Nagavumiliye amayimba. Ugosi ahanokuye hugonti.
37030c0054	Bhonti bhebhahwanza akhale amaisha agahumpute Ungulubhi mwa Kristi Yesu bhabhateswe.
37030d0079	Abhantu abhabhibhi na bhalenga bhabhazidi abhe bhabhomba mbibhi hani. Bhayabhapotosya abhanji abhene bhibho bhapotosizwe.
37030e0068	Lakini awe nyimilile humambo iga gewagamanye na hugitishe hudandamazu. Pipo uminye aje umanyiye hwananu.
37030f0065	Uminye afume huwana waho wagaminye amazwi aminza iga gangaletela iheshima lyilwitiho hwa Yesu Kristi.
3703100082	Kila lyelyandihwilwe lipewilwe umwoyi nu Ngulubhi. Lifaa humafundisyo agifaida hwa shaushi na lekezisye amakosa na fundisye ihaki.
370311006b	Ili huhinje umuntu wa Ngulubhi abhe kamili abhe apewilwe inyenzo zyonti kwaajili ya bhombe imbombo inyinza.
370401007d	Ihupela ilajizyo imwanu hwa Ngulubhi nu Yesu Kristi, yayibhalouga abhimi nabhafwe, pipo ahwigulilwe hwakwe nabhu mwini wakwe.
370402008d	Lumbilila izwi ubhe tayari hu muda wewuhwanza nawesebhu bhanziwa. Ubhabhuzye abhantu imbibhi zyabho ukhajilizye huuvumilivu wonti mimanyizyo.
37040300b4	Zyahaiyinza insiku zye abhantu sebhaiyejelana na mafundisho agilyoli. Badaka yakwe bhaiyanzila abhalimu amanyizye ni nyonywo zyabho. Hwidala ili amakutwi gabho gahayibha matekenyu.
3704040041	Bhahayileha atejelezye amafundisyo agilyoli na geushile ihadithi.
370405006a	Lakini awe ubhe ngolosu humambo gonti, jimbilila amakhome bhomba imbo iya numbilizi utimizye ihuduma yaho.
370406003b	Pipo ani tiyari imiminilwe umuda uwasogole hwani bhulipipi.
370407003d	Ishindine ni lyoli umwendo imbumalizizye ulwotoho indudimile.
37040800a4	Ingiga yilyoli ibhihwile kwaajili yani yu Gosi, ahayilonga hulyoli ahayimpela isiku lila. Na siyo huline tu hata hubhonti bhebhahugulila hwi shauku aloleshe hwakwe.
3704090020	Mjitahidi ahwinze huline haraka.
37040a007f	Kwa kuwa uDema andeshile. Ayiganile insi iyilelo abhalile Sesalonike, Kreseni ahabhalie huGalatia, na Tito ahabhalile Dalmatia.
37040b0056	U Luka mwini ndiyo alinati. Umwenje unyinze nawo uwene wimuhimu huline katika ihuduma.
37040c0016	Intumile Tikiko Efeso.
37040d0068	Lila ijoho lyenahalileshile Troa hwa Karpo, lwe wahayiyinza hulilete peka na vila ivitabu ha ivya ngozi.
37040e005c	U Alekizanda yapunza ivyumahambambiye imbibhi iyinji ugo ahayilipa afatane na matendo gakwe.
37040f0035	Nawe ubhanje nawo maana yahapinjile sana amazwi gitu.
3704100089	Katika atetele hwani hwahande numo umuntu wowonti yayimiliye peka nani, badala yakwe kila mtu ahandeshile Ungulubhi asahabhazizye ihatia.
370411009e	Lakini Ungulubhi ahimiliye peka nani ahampela inguvu, huje ashilile huline izwi liyangwe hwukamilifu na mataifa bhapute ahwuvwe nahokolilwe mwilomu lyi Simba.
3704120080	Ugosi ayinepusha na matendo gonti amabhibhi na hunokole kwaajili yi bhumwene uwahumwanya. Utuntu bhubhe hukwakwe wilawila. Ameni
3704130039	Mundamshile u Pulusika, nu Akila ni nyumba iya Onesiforo.
3704140058	U Erasto ahasyalile whwo hu Korintho, lakini utilifimo ahaneshile hu Mileto shali mminu.
370415006b	Ufanye haraka uyinze kabula yi shipindi shimpepu. Eubulo alamshe wope, Pude, Lino, Claudia na aholo bhonti.
3704160039	Ungulubhi abhe namwi peka nu mwoyo waho, Uweene bhenawee.
3800000005	UTito
380101007d	U Paulo utumwa nu Ngulubhi nutumwa nu Yesu UKristi hulwitio lwateuliwa wa Ngulubhi mahala ga lwoli galeta mahala gisangahusu.
380102006d	Wawile musubhiluo lyiumi wawila wula Ngulubhi siga awajilea wandeilenga watusubhivhizye awa nde wila na wila.
380103008a	Igamasala gakwe akwinkula izyoo lwakwe munongwa uwapvile anee aulumbelele. Ihaziwa abhombe ismihulazimisye yaguvu ya Ngulubhi ufhulo wetu.
3801040092	Wa Tito, umwana uwanalwoli aligane nishawamini wakwe ulusulo lwituu, huyi ugwiphana nu waushea fume wa Ngulubhi uDada nu Yesu Ukristi ufhulu wetu.
3801050096	Hunongwa ene ihale ha Krete, huje ugali nganye imongwa zyutii izya zyasagalile hagamalishe na vhavhishe Azehee wishiwaza kila khaya nishipalaji zyaga.
3801060070	Azehe wishivhaza wasahalalamishe, ulume abhanje nushi omwo walina wana awaminiwa wasayangwa ama wasani ishisvii.
38010700e8	Ni muhimu wavhenyii, yawimila uwi nyumba iya Ngulubvi aga ndavhe uli silaumu, amganda lalamishe angamutu wibwango uwasawikhana. Alazimiha angahve mwalahombwa ga ndafumilane numwene agandevhe wivho asaheze avhe wanyonyoywe amanyonye.
3801080079	Usimamizi awanje wakalibisye, yawaza uwiza awanje mudhu wijele. Zyunhi awe wana lyoli, uyahuputa Ungulubhi uwakha nayuya.
3801090105	Unu awezya asimamile inyipoto izyana lwolisha manyizye. Ili awezyaaje awa pinye moyo gibhawamazye apele gamanyizye amiza lyawezya awapendulanya awandulanye awahukhana, afanaje winji wazileshe indajizyo hasa wala tohala inongwa yao yamapuli yapuluzya bhakhopela.
38010a0066	Pipo awawitejele wiji hasa watohala utunongwa twao twapuruzye. Wakhopela nawalongozye awadhu araposhe.
38010b0089	Iwaziwa abhazije abhadhuniivho bhawamanyizya gala gasatafundizye agasagawazi wa kwa fainda idhi dhinho ni wananganye nganya uwizyo wudhi.
38010c0075	Mutiyao, mutu upole ayanga, “Wakrete wali ni lenga lwasalimaliha bhavhivhi makhanu hatali bholo natena bhapafuu.”
38010d0050	Enya gawelezewa gana lwoli ishiubhakhane wikhone liwazye ayanje ilwoli mulwizyo.
38010e0077	Awe ungandawisanganye nivilalo au ndalozya sazi papa izya Kiyahudi ama hamutii zwabhabhu abha bhawuzya khosi wanalwoli.
38010f005b	Wabhobhi walishiza ivhibhu na shimo shalishiza afatane inzi ozyao dhilika zyaozi chafuliwe.
3801100078	Wahwitiha humanye Ungulubhi, lelo imbombo zyao zikhana abhene wani nthavu habhawiyisyeswa sabhahakisiwe humbombe inyiza.
380201003c	Pamo awe gayanje gala gagabhalilana nalanganyizye gelweteho.
380202004c	Azehe bhabhe hashe, ishishi, uhogowe, ulweteho ulwinza, nulugano na nujivwi.
380203008d	Shesho abhashe abhazehe lazima isalazyonti bhajilolense bhewo bhene hansi bhegolosu, na bhabagabhasenkenyaji. Bhangajabhe bhatumwa bhihombwa.
3802040068	Wapaswa amanyizye gagali muhogowe lubhalenganye abhalendo nuhogowe hubhagane alume bhao na abhana bhawo.
3802050098	Bhanziwa hubhafundizye abhe nuluhogowe, bhinza, bhabheha shinza inyumba zyawo, bhihaje whalume bhawo bhewo. Bhalazimiha awombela Ngolobhe lingajealigwe.
3802060046	Whinamuna yeyo yeyo, wapanji umoyo avijana bhishilume bhabhe nuhogowe.
3802070078	Na mumadala gonti jibhehaji bhewo abhe shifwani katika imbombo inyinza; na lwamumanyizya, lolesyaji winzahani ni shishi.
3802080063	Yangaji iizu lyengovo lyasagalili ni kasolo kwa sababu sagaali ni libhibhi lyolyonti humwanya yetu.
380209005a	Bhatumwa bhihaje wha gosi bhawo hushi hantu. Bhahanziwa hubhasongwezye nasagadasanye nawo.
38020a00ad	Sagabhahanziwa awhibhe. Hahawhanziwa, bhahanziwa alolesye ulweteho lonti ulwinza ili aje katika amadala gonti Bhagapambe amamanyizyo gonti gagahusu Ongolobhe unkombozi wetu.
38020b0036	Afwatanaje ineema ya Ngolobhe iloleshe hubhantu wonti.
38020c0092	Ihutifundizya akhane ambo gasaga kishi Ngolobhe nanyonywe wishense. Ihutifundizya akhale whihogowe, whilyoli, na hwida lishi Ngolobhe whisala ogu.
38020d0078	Isala zyatitalaji aposhele itegemeo lyetu lilusayo mwaloleshe muutuntumu wa Ngolobhe wetu ugosi na ummokozi wetu Kristi.
38020e00a0	U Yesu ajifumizye yoyo kwaajili yetu ili hutokole afume mumbibhi na hutebheshe bhinza, kwajili yakwe abhantu bhasalulilwe bhali nihamu ya wombe imbombo inyinza.
38020f006b	Gayanje na hugasimishizye amambo ego. Khalipila kwa amamlaka gonti. Usaheteshe umuntu wowonti asholanyenye.
3803010057	Ubhakumbusye ahwishehwa longozi na gosi hubhitishe nabhe tiyali humbombo zyonti nyinza.
3803020089	Ubhakumbusye bhagandi hu mmombele imbibhi umuntu wowonti bhagandi adalisanye, bhabhapele umnda ahwamule alolesye ahwishe hubhantu bhonti.
380303009d	Pipo twi twali ni nsibho imbibhi nukhali, twalimutegwe. Tuhali bhatumwa hunyenywe inyinji ni sitarehe. Tahakhiye nulukelo namubhibhi. Tahavisizye na visanye.
3803040058	Lelo asajilwe hwa Ngolobhi umulokozi wetu nu lugano lwakeve hwa bhanadamu lwa haloleshe,
3803050099	seyahali humatendo gitu agilyoli getu ahabhombile ila twahokoshe huwene wakwe. Atwokoye hwa kwile uhwapapwe shipya na bhumbwe shipya hwa Mpepo Umfinjile.
3803060057	Ungulubhi ahitile Umpepo umfinjile hani hulite ashilile hwa Yesu Kilisti umlokozi wetu.
380307006b	Ahabhombile ishi huje nketwabha tibhaziwilwe ilyo huweene wakwe, tubhe bhashirika nziila na maisha agiwila.
38030800b0	Ili lizwi ilyi lyoli. Ihumbanza muyanje hudandamaazu amambo iga ili huje bhala bhebhamwitishe Ungulubhi bhabhe ni dhamira humbombo inyiza ye amambo iga minza gahutwavwa twenti.
380309006f	Lelo myepusye na manongwa agishipumbavu nasaba amashindano, na magongano agindajizyo amambo igasegeli ni faida.
38030a0052	Mukhane wowonti yasababisya ulugabhanyo kati yinyu nke, mwansoha heka au bhabhili,
38030b005d	mumanye huje umuntu umwinamna iyo alileshile idala ilyinza abhomba imbibhi na huyilonje yuyo.
38030c0077	Lwe naintuma huliwe Artemi au Tikiko, ubhombe lubhulo uyinze huline hunikapoli hwinamuye akhale hushipindi isho mnpepo.
38030d0051	Bhomba lubhilo untume uzena yahwelewa isheria, nu Apolo, bila anungunishe ahantu.
38030e005f	Abhantu bhitu lazima bhamanyile abhombe imbombo inyinza zyezikhata amambo bhasebhapapa indundu.
38030f0065	Bhonti bhebhali nani ihumbalamuha ihumbalamuha bhala bhebhangine huluntiho. Iweene ibhe namwi mwenti.
3900000008	Filemoni
3901010064	U Paulo ufungwe wa Yesu Kristi, nu holo uTimotheo hwa Filemoni, ukundwe wetu ubhomba mbombo wamwetu,
3901020064	na hwa Afia uilumbu wetu na hwa Arkipas usikali wa mwitu, na hwi kanisa lyalitangana mu nyumba yaho.
3901030054	Eneema nu lutengano lwalufuma hwa Ngulubhi uise witu nahwa Gosi witu U Yesu Kilisti.
390104003e	Uwakati wonti ehusalifya Ungulubhi nehutambula humpuuto zyane.
3901050049	Enumvwizye ulugano nu lweteshelo lwolinalwo hwa Yesu, kwa Kilisti bhonti.
3901060070	Elabha huje oumoja wenyu nulweteshelo lwenyu lubhe ne mbombo enyinza ya shila hantu hamubhomba hwa Yesu Kilisti.
390107006e	Ane endi nu luhobhoshelo nu luzinzyo hunongwa ye lugano lwaho awe wuhapumizyaga amooyo ga Kristi wu holo witu.
3901080036	Ata embene amli huje ubhombe zyazi hwanziwa azibhombe,
3901090070	lelo hunongwa ye lugano, lwulinalwo ane ehulamba ane ne Paulo negogolo eshi endi fungwe hunongwa ya Yesu Kristi.
