010000000c	בראשית
1a141000fc	יַעַן בְּמִשְׁפָּטַי מָאָסוּ וְאֶת־חֻקּוֹתַי לֹא־הָלְכוּ בָהֶם וְאֶת־שַׁבְּתוֹתַי חִלֵּלוּ כִּי אַחֲרֵי גִלּוּלֵיהֶם לִבָּם הֹלֵֽךְ׃
1a1411009d	וַתָּחׇס עֵינִי עֲלֵיהֶם מִֽשַּׁחֲתָם וְלֹא־עָשִׂיתִי אוֹתָם כָּלָה בַּמִּדְבָּֽר׃
1a14120117	וָאֹמַר אֶל־בְּנֵיהֶם בַּמִּדְבָּר בְּחוּקֵּי אֲבֽוֹתֵיכֶם אַל־תֵּלֵכוּ וְאֶת־מִשְׁפְּטֵיהֶם אַל־תִּשְׁמֹרוּ וּבְגִלּוּלֵיהֶם אַל־תִּטַּמָּֽאוּ׃
1a141300a8	אֲנִי יְהֹוָה אֱלֹהֵיכֶם בְּחֻקּוֹתַי לֵכוּ וְאֶת־מִשְׁפָּטַי שִׁמְרוּ וַעֲשׂוּ אוֹתָֽם׃
1a141400c4	וְאֶת־שַׁבְּתוֹתַי קַדֵּשׁוּ וְהָיוּ לְאוֹת בֵּינִי וּבֵינֵיכֶם לָדַעַת כִּי אֲנִי יְהֹוָה אֱלֹהֵיכֶֽם׃
1a141501cf	וַיַּמְרוּ־בִי הַבָּנִים בְּחֻקּוֹתַי לֹֽא־הָלָכוּ וְאֶת־מִשְׁפָּטַי לֹֽא־שָׁמְרוּ לַעֲשׂוֹת אוֹתָם אֲשֶׁר יַעֲשֶׂה אוֹתָם הָאָדָם וָחַי בָּהֶם אֶת־שַׁבְּתוֹתַי חִלֵּלוּ וָֽאֹמַר לִשְׁפֹּךְ חֲמָתִי עֲלֵיהֶם לְכַלּוֹת אַפִּי בָּם בַּמִּדְבָּֽר׃
1a141600e5	וַהֲשִׁבֹתִי אֶת־יָדִי וָאַעַשׂ לְמַעַן שְׁמִי לְבִלְתִּי הֵחֵל לְעֵינֵי הַגּוֹיִם אֲשֶׁר־הוֹצֵאתִי אוֹתָם לְעֵינֵיהֶֽם׃
1a141700cc	גַּם־אֲנִי נָשָׂאתִי אֶת־יָדִי לָהֶם בַּמִּדְבָּר לְהָפִיץ אֹתָם בַּגּוֹיִם וּלְזָרוֹת אוֹתָם בָּאֲרָצֽוֹת׃
1a141800f1	יַעַן מִשְׁפָּטַי לֹֽא־עָשׂוּ וְחֻקּוֹתַי מָאָסוּ וְאֶת־שַׁבְּתוֹתַי חִלֵּלוּ וְאַֽחֲרֵי גִּלּוּלֵי אֲבוֹתָם הָיוּ עֵינֵיהֶֽם׃
1a1419009d	וְגַם־אֲנִי נָתַתִּי לָהֶם חֻקִּים לֹא טוֹבִים וּמִשְׁפָּטִים לֹא יִֽחְיוּ בָּהֶֽם׃
1a141a00ef	וָאֲטַמֵּא אוֹתָם בְּמַתְּנוֹתָם בְּהַעֲבִיר כׇּל־פֶּטֶר רָחַם לְמַעַן אֲשִׁמֵּם לְמַעַן אֲשֶׁר יֵדְעוּ אֲשֶׁר אֲנִי יְהֹוָֽה׃
1a141b0126	לָכֵן דַּבֵּר אֶל־בֵּית יִשְׂרָאֵל בֶּן־אָדָם וְאָמַרְתָּ אֲלֵיהֶם כֹּה אָמַר אֲדֹנָי יֱהֹוִה עוֹד זֹאת גִּדְּפוּ אוֹתִי אֲבוֹתֵיכֶם בְּמַעֲלָם בִּי מָֽעַל׃
1a141c01ea	וָאֲבִיאֵם אֶל־הָאָרֶץ אֲשֶׁר נָשָׂאתִי אֶת־יָדִי לָתֵת אוֹתָהּ לָהֶם וַיִּרְאוּ כׇל־גִּבְעָה רָמָה וְכׇל־עֵץ עָבֹת וַיִּזְבְּחוּ־שָׁם אֶת־זִבְחֵיהֶם וַיִּתְּנוּ־שָׁם כַּעַס קׇרְבָּנָם וַיָּשִׂימוּ שָׁם רֵיחַ נִיחוֹחֵיהֶם וַיַּסִּיכוּ שָׁם אֶת־נִסְכֵּיהֶֽם׃
1a141d00c6	וָאֹמַר אֲלֵהֶם מָה הַבָּמָה אֲשֶׁר־אַתֶּם הַבָּאִים שָׁם וַיִּקָּרֵא שְׁמָהּ בָּמָה עַד הַיּוֹם הַזֶּֽה׃
1a141e0110	לָכֵן אֱמֹר ׀ אֶל־בֵּית יִשְׂרָאֵל כֹּה אָמַר אֲדֹנָי יֱהֹוִה הַבְּדֶרֶךְ אֲבוֹתֵיכֶם אַתֶּם נִטְמְאִים וְאַחֲרֵי שִׁקּֽוּצֵיהֶם אַתֶּם זֹנִֽים׃
1a141f017f	וּבִשְׂאֵת מַתְּנֹתֵיכֶם בְּֽהַעֲבִיר בְּנֵיכֶם בָּאֵשׁ אַתֶּם נִטְמְאִים לְכׇל־גִּלּֽוּלֵיכֶם עַד־הַיּוֹם וַאֲנִי אִדָּרֵשׁ לָכֶם בֵּית יִשְׂרָאֵל חַי־אָנִי נְאֻם אֲדֹנָי יֱהֹוִה אִם־אִדָּרֵשׁ לָכֶֽם׃
1a14200101	וְהָֽעֹלָה עַל־רוּחֲכֶם הָיוֹ לֹא תִֽהְיֶה אֲשֶׁר ׀ אַתֶּם אֹמְרִים נִֽהְיֶה כַגּוֹיִם כְּמִשְׁפְּחוֹת הָאֲרָצוֹת לְשָׁרֵת עֵץ וָאָֽבֶן׃
1a142100dc	חַי־אָנִי נְאֻם אֲדֹנָי יֱהֹוִה אִם־לֹא בְּיָד חֲזָקָה וּבִזְרוֹעַ נְטוּיָה וּבְחֵמָה שְׁפוּכָה אֶמְלוֹךְ עֲלֵיכֶֽם׃
1a14220120	וְהוֹצֵאתִי אֶתְכֶם מִן־הָעַמִּים וְקִבַּצְתִּי אֶתְכֶם מִן־הָאֲרָצוֹת אֲשֶׁר נְפוֹצֹתֶם בָּם בְּיָד חֲזָקָה וּבִזְרוֹעַ נְטוּיָה וּבְחֵמָה שְׁפוּכָֽה׃
1a142300b4	וְהֵבֵאתִי אֶתְכֶם אֶל־מִדְבַּר הָעַמִּים וְנִשְׁפַּטְתִּי אִתְּכֶם שָׁם פָּנִים אֶל־פָּנִֽים׃
1a142400dd	כַּאֲשֶׁר נִשְׁפַּטְתִּי אֶת־אֲבוֹתֵיכֶם בְּמִדְבַּר אֶרֶץ מִצְרָיִם כֵּן אִשָּׁפֵט אִתְּכֶם נְאֻם אֲדֹנָי יֱהֹוִֽה׃
1a1425009b	וְהַעֲבַרְתִּי אֶתְכֶם תַּחַת הַשָּׁבֶט וְהֵבֵאתִי אֶתְכֶם בְּמָסֹרֶת הַבְּרִֽית׃
1a14260129	וּבָרוֹתִי מִכֶּם הַמֹּרְדִים וְהַפּֽוֹשְׁעִים בִּי מֵאֶרֶץ מְגֽוּרֵיהֶם אוֹצִיא אוֹתָם וְאֶל־אַדְמַת יִשְׂרָאֵל לֹא יָבוֹא וִידַעְתֶּם כִּי־אֲנִי יְהֹוָֽה׃
1a1427017f	וְאַתֶּם בֵּֽית־יִשְׂרָאֵל כֹּה־אָמַר ׀ אֲדֹנָי יֱהֹוִה אִישׁ גִּלּוּלָיו לְכוּ עֲבֹדוּ וְאַחַר אִם־אֵינְכֶם שֹׁמְעִים אֵלָי וְאֶת־שֵׁם קׇדְשִׁי לֹא תְחַלְּלוּ־עוֹד בְּמַתְּנוֹתֵיכֶם וּבְגִלּוּלֵיכֶֽם׃
1a142801ac	כִּי בְהַר־קׇדְשִׁי בְּהַר ׀ מְרוֹם יִשְׂרָאֵל נְאֻם אֲדֹנָי יֱהֹוִה שָׁם יַעַבְדֻנִי כׇּל־בֵּית יִשְׂרָאֵל כֻּלֹּה בָּאָרֶץ שָׁם אֶרְצֵם וְשָׁם אֶדְרוֹשׁ אֶת־תְּרוּמֹֽתֵיכֶם וְאֶת־רֵאשִׁית מַשְׂאוֹתֵיכֶם בְּכׇל־קׇדְשֵׁיכֶֽם׃
1a14290144	בְּרֵיחַ נִיחֹחַ אֶרְצֶה אֶתְכֶם בְּהוֹצִיאִי אֶתְכֶם מִן־הָעַמִּים וְקִבַּצְתִּי אֶתְכֶם מִן־הָאֲרָצוֹת אֲשֶׁר נְפֹצֹתֶם בָּם וְנִקְדַּשְׁתִּי בָכֶם לְעֵינֵי הַגּוֹיִֽם׃
1a142a0113	וִֽידַעְתֶּם כִּֽי־אֲנִי יְהֹוָה בַּהֲבִיאִי אֶתְכֶם אֶל־אַדְמַת יִשְׂרָאֵל אֶל־הָאָרֶץ אֲשֶׁר נָשָׂאתִי אֶת־יָדִי לָתֵת אוֹתָהּ לַאֲבוֹתֵיכֶֽם׃
1a142b0117	וּזְכַרְתֶּם־שָׁם אֶת־דַּרְכֵיכֶם וְאֵת כׇּל־עֲלִילוֹתֵיכֶם אֲשֶׁר נִטְמֵאתֶם בָּם וּנְקֹֽטֹתֶם בִּפְנֵיכֶם בְּכׇל־רָעוֹתֵיכֶם אֲשֶׁר עֲשִׂיתֶֽם׃
1a142c0144	וִֽידַעְתֶּם כִּֽי־אֲנִי יְהֹוָה בַּעֲשׂוֹתִי אִתְּכֶם לְמַעַן שְׁמִי לֹא כְדַרְכֵיכֶם הָרָעִים וְכַעֲלִילוֹתֵיכֶם הַנִּשְׁחָתוֹת בֵּית יִשְׂרָאֵל נְאֻם אֲדֹנָי יֱהֹוִֽה׃
1a142d0045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a142e00c4	בֶּן־אָדָם שִׂים פָּנֶיךָ דֶּרֶךְ תֵּימָנָה וְהַטֵּף אֶל־דָּרוֹם וְהִנָּבֵא אֶל־יַעַר הַשָּׂדֶה נֶֽגֶב׃
1a142f01c1	וְאָֽמַרְתָּ לְיַעַר הַנֶּגֶב שְׁמַע דְּבַר־יְהֹוָה כֹּה־אָמַר אֲדֹנָי יֱהֹוִה הִנְנִי מַֽצִּית־בְּךָ ׀ אֵשׁ וְאָכְלָה בְךָ כׇל־עֵֽץ־לַח וְכׇל־עֵץ יָבֵשׁ לֹֽא־תִכְבֶּה לַהֶבֶת שַׁלְהֶבֶת וְנִצְרְבוּ־בָהּ כׇּל־פָּנִים מִנֶּגֶב צָפֽוֹנָה׃
1a14300085	וְרָאוּ כׇּל־בָּשָׂר כִּי אֲנִי יְהֹוָה בִּֽעַרְתִּיהָ לֹא תִּכְבֶּֽה׃
1a1431009c	וָאֹמַר אֲהָהּ אֲדֹנָי יֱהֹוִה הֵמָּה אֹמְרִים לִי הֲלֹא מְמַשֵּׁל מְשָׁלִים הֽוּא׃
1a15010045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a150200ca	בֶּן־אָדָם שִׂים פָּנֶיךָ אֶל־יְרוּשָׁלַ͏ִם וְהַטֵּף אֶל־מִקְדָּשִׁים וְהִנָּבֵא אֶל־אַדְמַת יִשְׂרָאֵֽל׃
1a1503010c	וְאָמַרְתָּ לְאַדְמַת יִשְׂרָאֵל כֹּה אָמַר יְהֹוָה הִנְנִי אֵלַיִךְ וְהוֹצֵאתִי חַרְבִּי מִתַּעְרָהּ וְהִכְרַתִּי מִמֵּךְ צַדִּיק וְרָשָֽׁע׃
1a150400df	יַעַן אֲשֶׁר־הִכְרַתִּי מִמֵּךְ צַדִּיק וְרָשָׁע לָכֵן תֵּצֵא חַרְבִּי מִתַּעְרָהּ אֶל־כׇּל־בָּשָׂר מִנֶּגֶב צָפֽוֹן׃
1a150500ae	וְיָֽדְעוּ כׇּל־בָּשָׂר כִּי אֲנִי יְהֹוָה הוֹצֵאתִי חַרְבִּי מִתַּעְרָהּ לֹא תָשׁוּב עֽוֹד׃
1a150600a5	וְאַתָּה בֶן־אָדָם הֵאָנַח בְּשִׁבְרוֹן מׇתְנַיִם וּבִמְרִירוּת תֵּאָנַח לְעֵינֵיהֶֽם׃
1a150701b9	וְהָיָה כִּי־יֹאמְרוּ אֵלֶיךָ עַל־מָה אַתָּה נֶאֱנָח וְאָמַרְתָּ אֶל־שְׁמוּעָה כִֽי־בָאָה וְנָמֵס כׇּל־לֵב וְרָפוּ כׇל־יָדַיִם וְכִהֲתָה כׇל־רוּחַ וְכׇל־בִּרְכַּיִם תֵּלַכְנָה מַּיִם הִנֵּה בָאָה וְנִֽהְיָתָה נְאֻם אֲדֹנָי יֱהֹוִֽה׃
1a15080045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a150900b4	בֶּן־אָדָם הִנָּבֵא וְאָמַרְתָּ כֹּה אָמַר אֲדֹנָי אֱמֹר חֶרֶב חֶרֶב הוּחַדָּה וְגַם־מְרוּטָֽה׃
1a150a00d2	לְמַעַן טְבֹחַ טֶבַח הוּחַדָּה לְמַעַן־הֱיֵה־לָהּ בָּרָק מֹרָטָּה אוֹ נָשִׂישׂ שֵׁבֶט בְּנִי מֹאֶסֶת כׇּל־עֵֽץ׃
1a150b00d7	וַיִּתֵּן אֹתָהּ לְמׇרְטָהֿ לִתְפֹּשׂ בַּכָּף הִֽיא־הוּחַדָּה חֶרֶב וְהִיא מֹרָטָּה לָתֵת אוֹתָהּ בְּיַד־הוֹרֵֽג׃
1a150c0115	זְעַק וְהֵילֵל בֶּן־אָדָם כִּי־הִיא הָיְתָה בְעַמִּי הִיא בְּכׇל־נְשִׂיאֵי יִשְׂרָאֵל מְגוּרֵי אֶל־חֶרֶב הָיוּ אֶת־עַמִּי לָכֵן סְפֹק אֶל־יָרֵֽךְ׃
1a150d0091	כִּי בֹחַן וּמָה אִם־גַּם־שֵׁבֶט מֹאֶסֶת לֹא יִֽהְיֶה נְאֻם אֲדֹנָי יֱהֹוִֽה׃
1a150e0104	וְאַתָּה בֶן־אָדָם הִנָּבֵא וְהַךְ כַּף אֶל־כָּף וְתִכָּפֵל חֶרֶב שְׁלִישִׁתָה חֶרֶב חֲלָלִים הִיא חֶרֶב חָלָל הַגָּדוֹל הַחֹדֶרֶת לָהֶֽם׃
1a150f00f8	לְמַעַן ׀ לָמוּג לֵב וְהַרְבֵּה הַמִּכְשֹׁלִים עַל כׇּל־שַׁעֲרֵיהֶם נָתַתִּי אִבְחַת־חָרֶב אָח עֲשׂוּיָה לְבָרָק מְעֻטָּה לְטָֽבַח׃
1a15100084	הִתְאַחֲדִי הֵימִנִי הָשִׂימִי הַשְׂמִילִי אָנָה פָּנַיִךְ מֻעָדֽוֹת׃
1a151100a6	וְגַם־אֲנִי אַכֶּה כַפִּי אֶל־כַּפִּי וַהֲנִיחֹתִי חֲמָתִי אֲנִי יְהֹוָה דִּבַּֽרְתִּי׃
1a15120045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a15130121	וְאַתָּה בֶן־אָדָם שִׂים־לְךָ ׀ שְׁנַיִם דְּרָכִים לָבוֹא חֶרֶב מֶלֶךְ־בָּבֶל מֵאֶרֶץ אֶחָד יֵצְאוּ שְׁנֵיהֶם וְיָד בָּרֵא בְּרֹאשׁ דֶּרֶךְ־עִיר בָּרֵֽא׃
1a151400bb	דֶּרֶךְ תָּשִׂים לָבוֹא חֶרֶב אֵת רַבַּת בְּנֵֽי־עַמּוֹן וְאֶת־יְהוּדָה בִירוּשָׁלַ͏ִם בְּצוּרָֽה׃
1a15150111	כִּֽי־עָמַד מֶלֶךְ־בָּבֶל אֶל־אֵם הַדֶּרֶךְ בְּרֹאשׁ שְׁנֵי הַדְּרָכִים לִקְסׇם־קָסֶם קִלְקַל בַּֽחִצִּים שָׁאַל בַּתְּרָפִים רָאָה בַּכָּבֵֽד׃
1a15160149	בִּימִינוֹ הָיָה ׀ הַקֶּסֶם יְרוּשָׁלַ͏ִם לָשׂוּם כָּרִים לִפְתֹּחַ פֶּה בְּרֶצַח לְהָרִים קוֹל בִּתְרוּעָה לָשׂוּם כָּרִים עַל־שְׁעָרִים לִשְׁפֹּךְ סֹלְלָה לִבְנוֹת דָּיֵֽק׃
1a151700d6	וְהָיָה לָהֶם (כקסום) [כִּקְסׇם־]שָׁוְא בְּעֵינֵיהֶם שְׁבֻעֵי שְׁבֻעוֹת לָהֶם וְהוּא־מַזְכִּיר עָוֺן לְהִתָּפֵֽשׂ׃
1a15180154	לָכֵן כֹּה־אָמַר אֲדֹנָי יֱהֹוִה יַעַן הַזְכַּרְכֶם עֲוֺנְכֶם בְּהִגָּלוֹת פִּשְׁעֵיכֶם לְהֵֽרָאוֹת חַטֹּאותֵיכֶם בְּכֹל עֲלִילֽוֹתֵיכֶם יַעַן הִזָּכֶרְכֶם בַּכַּף תִּתָּפֵֽשׂוּ׃
1a15190093	וְאַתָּה חָלָל רָשָׁע נְשִׂיא יִשְׂרָאֵל אֲשֶׁר־בָּא יוֹמוֹ בְּעֵת עֲוֺן קֵֽץ׃
1a151a00f3	כֹּה אָמַר אֲדֹנָי יֱהֹוִה הָסִיר הַמִּצְנֶפֶת וְהָרִים הָעֲטָרָה זֹאת לֹא־זֹאת הַשָּׁפָלָה הַגְבֵּהַּ וְהַגָּבֹהַּ הַשְׁפִּֽיל׃
1a151b00be	עַוָּה עַוָּה עַוָּה אֲשִׂימֶנָּה גַּם־זֹאת לֹא הָיָה עַד־בֹּא אֲשֶׁר־לוֹ הַמִּשְׁפָּט וּנְתַתִּֽיו׃
1a151c0155	וְאַתָּה בֶן־אָדָם הִנָּבֵא וְאָֽמַרְתָּ כֹּה אָמַר אֲדֹנָי יֱהֹוִה אֶל־בְּנֵי עַמּוֹן וְאֶל־חֶרְפָּתָם וְאָמַרְתָּ חֶרֶב חֶרֶב פְּתוּחָה לְטֶבַח מְרוּטָה לְהָכִיל לְמַעַן בָּרָֽק׃
1a151d00f2	בַּחֲזוֹת לָךְ שָׁוְא בִּקְסׇם־לָךְ כָּזָב לָתֵת אוֹתָךְ אֶֽל־צַוְּארֵי חַֽלְלֵי רְשָׁעִים אֲשֶׁר־בָּא יוֹמָם בְּעֵת עֲוֺן קֵֽץ׃
1a151e00a9	הָשַׁב אֶל־תַּעְרָהּ בִּמְקוֹם אֲשֶׁר־נִבְרֵאת בְּאֶרֶץ מְכֻרוֹתַיִךְ אֶשְׁפֹּט אֹתָֽךְ׃
1a151f00f0	וְשָׁפַכְתִּי עָלַיִךְ זַעְמִי בְּאֵשׁ עֶבְרָתִי אָפִיחַ עָלָיִךְ וּנְתַתִּיךְ בְּיַד אֲנָשִׁים בֹּעֲרִים חָרָשֵׁי מַשְׁחִֽית׃
1a152000ca	לָאֵשׁ תִּהְיֶה לְאׇכְלָה דָּמֵךְ יִהְיֶה בְּתוֹךְ הָאָרֶץ לֹא תִזָּכֵרִי כִּי אֲנִי יְהֹוָה דִּבַּֽרְתִּי׃
1a16010045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a160200c4	וְאַתָּה בֶן־אָדָם הֲתִשְׁפֹּט הֲתִשְׁפֹּט אֶת־עִיר הַדָּמִים וְהוֹדַעְתָּהּ אֵת כׇּל־תּוֹעֲבוֹתֶֽיהָ׃
1a160300ec	וְאָמַרְתָּ כֹּה אָמַר אֲדֹנָי יֱהֹוִה עִיר שֹׁפֶכֶת דָּם בְּתוֹכָהּ לָבוֹא עִתָּהּ וְעָשְׂתָה גִלּוּלִים עָלֶיהָ לְטׇמְאָֽה׃
1a16040179	בְּדָמֵךְ אֲשֶׁר־שָׁפַכְתְּ אָשַׁמְתְּ וּבְגִלּוּלַיִךְ אֲשֶׁר־עָשִׂית טָמֵאת וַתַּקְרִיבִי יָמַיִךְ וַתָּבוֹא עַד־שְׁנוֹתָיִךְ עַל־כֵּן נְתַתִּיךְ חֶרְפָּה לַגּוֹיִם וְקַלָּסָה לְכׇל־הָאֲרָצֽוֹת׃
1a160500a7	הַקְּרֹבוֹת וְהָרְחֹקוֹת מִמֵּךְ יִתְקַלְּסוּ־בָךְ טְמֵאַת הַשֵּׁם רַבַּת הַמְּהוּמָֽה׃
1a16060092	הִנֵּה נְשִׂיאֵי יִשְׂרָאֵל אִישׁ לִזְרֹעוֹ הָיוּ בָךְ לְמַעַן שְׁפׇךְ־דָּֽם׃
1a160700a9	אָב וָאֵם הֵקַלּוּ בָךְ לַגֵּר עָשׂוּ בַעֹשֶׁק בְּתוֹכֵךְ יָתוֹם וְאַלְמָנָה הוֹנוּ בָֽךְ׃
1a1608005b	קׇדָשַׁי בָּזִית וְאֶת־שַׁבְּתֹתַי חִלָּֽלְתְּ׃
1a160900c1	אַנְשֵׁי רָכִיל הָיוּ בָךְ לְמַעַן שְׁפׇךְ־דָּם וְאֶל־הֶֽהָרִים אָכְלוּ בָךְ זִמָּה עָשׂוּ בְתוֹכֵֽךְ׃
1a160a006c	עֶרְוַת־אָב גִּלָּה־בָךְ טְמֵאַת הַנִּדָּה עִנּוּ־בָֽךְ׃
1a160b00f3	וְאִישׁ ׀ אֶת־אֵשֶׁת רֵעֵהוּ עָשָׂה תּוֹעֵבָה וְאִישׁ אֶת־כַּלָּתוֹ טִמֵּא בְזִמָּה וְאִישׁ אֶת־אֲחֹתוֹ בַת־אָבִיו עִנָּה־בָֽךְ׃
1a160c0118	שֹׁחַד לָֽקְחוּ־בָךְ לְמַעַן שְׁפׇךְ־דָּם נֶשֶׁךְ וְתַרְבִּית לָקַחַתְּ וַתְּבַצְּעִי רֵעַיִךְ בַּעֹשֶׁק וְאֹתִי שָׁכַחַתְּ נְאֻם אֲדֹנָי יֱהֹוִֽה׃
1a160d00b3	וְהִנֵּה הִכֵּיתִי כַפִּי אֶל־בִּצְעֵךְ אֲשֶׁר עָשִׂית וְעַל־דָּמֵךְ אֲשֶׁר הָיוּ בְּתוֹכֵֽךְ׃
1a160e00e8	הֲיַעֲמֹד לִבֵּךְ אִם־תֶּחֱזַקְנָה יָדַיִךְ לַיָּמִים אֲשֶׁר אֲנִי עֹשֶׂה אוֹתָךְ אֲנִי יְהֹוָה דִּבַּרְתִּי וְעָשִֽׂיתִי׃
1a160f00af	וַהֲפִיצוֹתִי אוֹתָךְ בַּגּוֹיִם וְזֵרִיתִיךְ בָּאֲרָצוֹת וַהֲתִמֹּתִי טֻמְאָתֵךְ מִמֵּֽךְ׃
1a1610007e	וְנִחַלְתְּ בָּךְ לְעֵינֵי גוֹיִם וְיָדַעַתְּ כִּי־אֲנִי יְהֹוָֽה׃
1a16110045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a16120100	בֶּן־אָדָם הָיוּ־לִי בֵֽית־יִשְׂרָאֵל (לסוג) [לְסִיג] כֻּלָּם נְחֹשֶׁת וּבְדִיל וּבַרְזֶל וְעוֹפֶרֶת בְּתוֹךְ כּוּר סִגִים כֶּסֶף הָיֽוּ׃
1a161300e0	לָכֵן כֹּה אָמַר אֲדֹנָי יֱהֹוִה יַעַן הֱיוֹת כֻּלְּכֶם לְסִגִים לָכֵן הִנְנִי קֹבֵץ אֶתְכֶם אֶל־תּוֹךְ יְרוּשָׁלָֽ͏ִם׃
1a16140157	קְבֻצַת כֶּסֶף וּנְחֹשֶׁת וּבַרְזֶל וְעוֹפֶרֶת וּבְדִיל אֶל־תּוֹךְ כּוּר לָפַֽחַת־עָלָיו אֵשׁ לְהַנְתִּיךְ כֵּן אֶקְבֹּץ בְּאַפִּי וּבַחֲמָתִי וְהִנַּחְתִּי וְהִתַּכְתִּי אֶתְכֶֽם׃
1a161500a9	וְכִנַּסְתִּי אֶתְכֶם וְנָפַחְתִּי עֲלֵיכֶם בְּאֵשׁ עֶבְרָתִי וְנִתַּכְתֶּם בְּתוֹכָֽהּ׃
1a161600e8	כְּהִתּוּךְ כֶּסֶף בְּתוֹךְ כּוּר כֵּן תֻּתְּכוּ בְתוֹכָהּ וִֽידַעְתֶּם כִּֽי־אֲנִי יְהֹוָה שָׁפַכְתִּי חֲמָתִי עֲלֵיכֶֽם׃
1a16170045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a1618009a	בֶּן־אָדָם אֱמׇר־לָהּ אַתְּ אֶרֶץ לֹא מְטֹהָרָה הִיא לֹא גֻשְׁמָהּ בְּיוֹם זָֽעַם׃
1a161900f8	קֶשֶׁר נְבִיאֶיהָ בְּתוֹכָהּ כַּאֲרִי שׁוֹאֵג טֹרֵֽף טָרֶף נֶפֶשׁ אָכָלוּ חֹסֶן וִיקָר יִקָּחוּ אַלְמְנוֹתֶיהָ הִרְבּוּ בְתוֹכָֽהּ׃
1a161a015d	כֹּהֲנֶיהָ חָמְסוּ תוֹרָתִי וַיְחַלְּלוּ קׇדָשַׁי בֵּֽין־קֹדֶשׁ לְחֹל לֹא הִבְדִּילוּ וּבֵין־הַטָּמֵא לְטָהוֹר לֹא הוֹדִיעוּ וּמִשַּׁבְּתוֹתַי הֶעְלִימוּ עֵינֵיהֶם וָאֵחַל בְּתוֹכָֽם׃
1a161b00ca	שָׂרֶיהָ בְקִרְבָּהּ כִּזְאֵבִים טֹרְפֵי טָרֶף לִשְׁפׇּךְ־דָּם לְאַבֵּד נְפָשׁוֹת לְמַעַן בְּצֹעַ בָּֽצַע׃
1a161c00ee	וּנְבִיאֶיהָ טָחוּ לָהֶם תָּפֵל חֹזִים שָׁוְא וְקֹסְמִים לָהֶם כָּזָב אֹמְרִים כֹּה אָמַר אֲדֹנָי יֱהֹוִה וַיהֹוָה לֹא דִבֵּֽר׃
1a161d00d2	עַם הָאָרֶץ עָשְׁקוּ עֹשֶׁק וְגָזְלוּ גָּזֵל וְעָנִי וְאֶבְיוֹן הוֹנוּ וְאֶת־הַגֵּר עָשְׁקוּ בְּלֹא מִשְׁפָּֽט׃
1a161e00de	וָאֲבַקֵּשׁ מֵהֶם אִישׁ גֹּֽדֵר־גָּדֵר וְעֹמֵד בַּפֶּרֶץ לְפָנַי בְּעַד הָאָרֶץ לְבִלְתִּי שַׁחֲתָהּ וְלֹא מָצָֽאתִי׃
1a161f00d7	וָאֶשְׁפֹּךְ עֲלֵיהֶם זַעְמִי בְּאֵשׁ עֶבְרָתִי כִּלִּיתִים דַּרְכָּם בְּרֹאשָׁם נָתַתִּי נְאֻם אֲדֹנָי יֱהֹוִֽה׃
1a17010045	וַיְהִי דְבַר־יְהֹוָה אֵלַי לֵאמֹֽר׃
1a17020067	בֶּן־אָדָם שְׁתַּיִם נָשִׁים בְּנוֹת אֵם־אַחַת הָיֽוּ׃
1a170300d2	וַתִּזְנֶינָה בְמִצְרַיִם בִּנְעוּרֵיהֶן זָנוּ שָׁמָּה מֹעֲכוּ שְׁדֵיהֶן וְשָׁם עִשּׂוּ דַּדֵּי בְּתוּלֵיהֶֽן׃
1a17040132	וּשְׁמוֹתָן אׇהֳלָה הַגְּדוֹלָה וְאׇהֳלִיבָה אֲחוֹתָהּ וַתִּהְיֶינָה לִי וַתֵּלַדְנָה בָּנִים וּבָנוֹת וּשְׁמוֹתָן שֹׁמְרוֹן אׇהֳלָה וִירוּשָׁלַ͏ִם אׇהֳלִיבָֽה׃
1a1705009a	וַתִּזֶן אׇהֳלָה תַּחְתָּי וַתֶּעְגַּב עַֽל־מְאַהֲבֶיהָ אֶל־אַשּׁוּר קְרוֹבִֽים׃
1a170600a7	לְבֻשֵׁי תְכֵלֶת פַּחוֹת וּסְגָנִים בַּחוּרֵי חֶמֶד כֻּלָּם פָּרָשִׁים רֹכְבֵי סוּסִֽים׃
1a170700e9	וַתִּתֵּן תַּזְנוּתֶיהָ עֲלֵיהֶם מִבְחַר בְּנֵֽי־אַשּׁוּר כֻּלָּם וּבְכֹל אֲשֶׁר־עָגְבָה בְּכׇל־גִּלּוּלֵיהֶם נִטְמָֽאָה׃
