2800000006	Matiyu
31031100c9	Ta̱ Almasihu da̱m ka̱ mbadl gwaka̱n ɗa, tumal nga̱sti gwe ka̱a̱ nga̱skii tenti wu. A nikii ma ngemti Nya na̱k ɗe ningo ka̱a̱ kiɗi wi, yek ka̱a̱ nda̱l i'e ka̱ lamti gwe nikii ɗa̱ wu.
31031200d0	Ten ɗe ta̱k yisa̱n gaami suk mbala̱n ji Nya, ta̱k yisa̱n nalti ga̱ lamti ga̱ Almasihu, na̱ alta̱t gwasi, na̱ dlenta̱ti gwasi, na̱ tlalti gwasi, na̱ dlunta̱t ga̱ lamti gwe Almasihu pa̱lini wu.
31031300a0	A nikii ma ngemti ɗa̱ɗe ta̱k yisa̱n lamti ga̱ Almasihu wu, gwe man ngetl ga̱ yisti wul ga̱ mbala̱n wu, ta̱k njika̱ma̱n na̱ mas njika̱nti ga̱ Nya.
31031400f4	Ningo, ha̱n ta̱ nalti da̱m ɗe ga̱ Nya, ti ɗe ata̱ pa̱l wul jwe ma dla̱ma̱n paki dani sowu, ta̱ pa̱lini man kangwe ɗe ma̱ ngema̱nti wu, suk man kangwe ama̱ daama̱nni dani wu, na̱k gwe nda̱lti gwas na̱ma pa̱lti wul ka̱mi wu.
3103150074	Ha̱n ta̱ nalti da̱m ɗe ga̱ Nya ka̱ motgaa ga̱ ma̱n kopti suk ka̱ Almasihu Yesu, gin ten gin ba pakti! Amin.
31040100b8	Ten na̱k gwisi, ami ɗe ani ga̱ lee ka ten bi kopti ga̱ Bagaa wu, a na̱ma ngemti gwaka̱n, ta̱k pa̱la̱n wunda̱l da̱mti gwe ni ndakce suk nalti ga̱ mbet gwe sa̱ pa̱likii wu.
310402009a	Shita̱n gaa atli, ta̱ da̱mti gwaka̱n ni ɗem-ɗem, da̱ma̱n ɗe ma̱n dlot mbadli, aka̱a̱ ci cina na̱ dlot mbadl na̱ yilkeni jwaka̱n ka̱ lamti.
3104030086	Dloka̱ma̱nkii ta̱k ngiɓa̱n motgaa gwaka̱n gwe Shishi ga̱ Nya ba̱la̱nni tumal ta̱mi mbadl gwe meeni gaa ka̱ lu ɗe na̱m wu.
3104040062	Dlisi wo ɗe na̱m ka̱n, a Shishi ɗe na̱m, na̱k gwe Nya mbekii tumal za̱t mbadl ɗe na̱m wu.
3104050063	Bagaa ga̱na̱n wo ɗe na̱m ka̱n, nga̱sti ten Yesu ɗe na̱m, a pa̱lti baptisma mago ɗe na̱m.
310406009b	Nya ga̱na̱n ɗe na̱m, tik ɗe Buka ga̱na̱n mas jina̱n, tik ni nya ɗa̱ ko wokko, a tik nima pa̱lti wul ka̱ mi mas jina̱n, ata̱ ni ka̱ ko wokko.
3104070052	Yek ningo sa̱ ba̱l ko wokko ga̱na̱n hwa wul wi, na̱k kangwe a Yesu ba̱li wu.
310408008d	Na̱k gwe ɗe ga̱ɓa ga̱ Nya dla̱m wu, “Ɗe ta to nya go, ta̱ nde ma̱jwe ta̱ dopsi ju cina, yek ta̱ ba̱l zok wul mbala̱n jwasi.”
3104090076	(Yek ɗe ilgwe dla̱mti ɗe, “ta̱ to nya,” na̱ma mbokti ang dani gwe, ɗe ba̱ na̱kka̱n ta̱ yil sut atl sowu?
31040a006f	Tisi ɗe ta̱ yil sut ten dii atl go tik po to to nya man mas dlo nya ka, ten ɗe ta̱s njika̱n nya suk atli.)
31040b00fa	Almasihu na̱ gaa gwas ka̱ laki yek naami ni ɗe mil shinti ji botli, naami wo ma̱n dla̱mti ga̱ɓa ga̱ Nya, naami wo ta̱s da̱m ɗe ma̱n shele ga̱ ga̱ɓa ma̱n ta̱mti, naami wo ta̱s da̱m ɗe pasto, a naami wo ta̱s da̱m ɗe ma̱n lishti.
31040c007c	Ta̱ pa̱li na̱k gwisi ta̱s la̱ka̱n mbala̱n ji Nya ta̱s pa̱l wul gwasi, ten ɗe ta̱ dli ga̱ Almasihu mbi nalti ɗa.
31040d00e7	Hal se ma̱ da̱ma̱n ɗe na̱m mas jina̱n ka̱ nga̱sti ten Almasihu ga̱na̱n, ama̱ da̱ma̱n ɗe na̱m ka̱ yisti ga̱ yen ga̱ Nya, hal ama̱ da̱ma̱n ɗe kiɗi mbala̱n, ama̱ njika̱ma̱nni na̱k kangwe Almasihu ni wu mas.
31040e00fd	Na̱k gwisi a laki a ba̱ma po da̱ma̱n na̱k milla̱li so, ma̱jwe a yeta̱l zhilu mbokti ang ten wul ga̱ dii atl ge ngusi ma̱dla̱lti daamti ga̱ mbadl gwasa̱n na̱k kapsi ze wu, a mbala̱n ma̱n ɓotlka̱n ngusi shelti gwasa̱n asa̱ tesi ga̱zi.
31040f00ab	Ka̱ lal ga̱ nugo, ma dla̱mi gem yilkeni jina̱n ka̱ lamti, ama̱ cin cina na̱ nalti ka̱ wul mas, hal ama̱ da̱ma̱n na̱kti Almasihu, ti ɗe tik ɗe gaa ga̱ dlisi.
31041000a8	Tumalti ka̱n ka̱t dlisi ngip yilkeni jwasa̱n tumal tla̱lki jwe ngiɓi wu, kume ko ka̱ti gwik-gwi pa̱l ilgwe zitɗu wu, a lak dlisi ten nalti a nda̱li ka̱ lamti.
31041100d4	A nikii ma dla̱mti ga̱ɓa ga̱n yek a kaɓikii dla̱mti ɗa na̱ shin ga̱ Bagaa ɗe ba̱k po da̱ma̱n na̱k ma̱jwe ba̱ ma̱n Yehuda ka̱ sowu so, ma̱jwe ɗe daamti gwasa̱n wo ten wul ji ten koo lu ka̱wu.
3104120087	Mbadl jwasa̱n njika̱n na̱ da̱mshal, a ba̱ mbadl gwe a Nya ba̱li wu nisi ɗa̱ so ten la̱shi yisti suk la̱shi kumti bi gwasa̱n.
3104130087	Ko njet nsha po yisi gwel so, sa̱ ba̱l gaa gwasa̱n pa̱lti byas wul, asa̱ yitla ngetl ten wul asa̱ ngusi pa̱lti mas wul citdaɗe.
3104140043	Ama kii wo nu ka̱n Almasihu mbokikii ang dani ɗe ta̱k pa̱li so.
3104150088	Ka̱ sa i gwe ɗe ka̱ kum ga̱ɓa tenti wu, ka̱ da̱mti gwaka̱n ɗe ma̱n kop gwas wo, sa̱ mbokikii ang ten gem gwe ni ka̱ Yesu wu.
310416009f	Sa̱ mboki kii ang wi, ten pa̱lti wul na̱k gwe aka̱a̱ kul pali tek wu, tusa̱n gus mbala̱n wu ka, gwe lil wu, ten wul shelti lal jwe ta̱ na̱ma lamti wu,
3104170041	Ten ɗe ta̱k palla̱n ɗe pyali ka̱ daamti ga̱ mbadl gwaka̱n.
310418007c	Pa̱la̱n pyal da̱mti wuda̱li gwe ni na̱k ga̱ Nya wu ka̱ gem, suk pa̱lti wul jwe ni ndakce na̱ da̱mti ka̱ cilti wu.
310419008f	Kume nuk'wu zaka̱n shelti lali, ta̱ ko wokko dla̱mi gem yela̱n da̱mti gwasi, na̱k ɗe mas jina̱n wo ka̱t dli ji dli ɗe na̱m ka̱n wu.
31041a0069	“Kume mbadl lilik wugo ba̱k pa̱l byas wul so.” Ba̱k zaki a cin nda bii a ka̱ yima lilti mbadl so.
31041b003b	A ba̱k ba̱la̱n sheɗan lu so, ka̱ lilti mbadl gwaka̱n.
31041c00b1	Ma̱lgwe kul pi muka̱l go ba̱s po pi muka̱l so, ama ta̱s ngo wul ta̱s pa̱l hwa wul na̱ ang gwasi. Kangwe ta mbi ilgon hal ata̱ zi-ang ma̱jwe ba̱ ilgon nisi ɗa̱ sowu.
31041d00f0	Ba̱k zaki ni ta̱ byas ga̱ɓa yil tet ka̱ bi jwaka̱n so, ama dla̱ma̱n ga̱ɓa gwe a zi-ang a nda̱lli gahwula̱n yilkeni jwaka̱n wu na̱k kangwe sa̱ lami wu. Pa̱lti na̱k gwisi a laki a ga̱ɓa gwaka̱n zi-ang ma̱n kumti jwaka̱n.
31041e008c	A ba̱k lili mbadl Shishi ga̱ Nya so, na̱k ɗe na̱ti ka̱n Nya pa̱liki lalas ta̱s mbok ang ɗe kii wo ma̱ jwas ka̱n ten cin kisti wu.
31041f0053	Zaka̱n mas yokiti, suk byas mbadli, suk lilti mbadli, suk ngot bi, suk mas ngalci.
31042000b9	Pa̱li yilkeni jwaka̱n hwa wul, aka̱a̱ yen gonti ga̱ yilkeni jwaka̱n, taasa̱n byas wul jwe yilkeni jwaka̱n pa̱likii wu ka, na̱k gwe Nya taasikii gwaka̱n ka̱wu tumal Almasihu.
3105010067	Ten na̱k gwisi, ka̱ da̱mti gwaka̱n ɗe mil ji lami ji Nya, pa̱la̱n wul na̱k gwe a Nya pa̱li wu.
31050200a8	Aka̱a̱ pa̱l da̱mti gwaka̱n ka̱ lamti na̱k gwe ɗe Almasihu lama̱nni hal yek ta̱ ba̱l gaa gwas ka̱ lal ga̱na̱n, ɗe sadaka ma̱n ta̱mi wusa̱n ga̱ Nya wu.
31050300be	Ba̱k zakini ta̱ mbi ma̱n pa̱t pa̱la̱n ka̱ dlo gwaka̱n suk ma̱n pa̱lti wunda̱l wul citdaɗe gon, sogo ma̱n yitlat ngetl ten wul so. Wuda̱l il jimi te pa̱t ji mbala̱n ji Nya so.
31050400da	Ba̱k dla̱ma̱n ga̱ɓa la̱shi nsha so, ba̱k dla̱ma̱n byas ga̱ɓa so, ba̱k dla̱ma̱n ga̱ɓa ka̱dla̱n so, ten ɗe na̱k gwisi mbun so. Ama ka̱ lal ga̱ pa̱lti na̱k gwisi wo ngusi pa̱lti hwol tuk na̱ Nya.
31050500c8	Ta̱k yisi ɗe gem ma̱n pa̱t pa̱la̱n sogo ma̱n pa̱lti wunda̱l wul citdaɗe gon, sogo ma̱n yitlat ngetl ten wul (ilgwe ni ndakce suk kopti gunki wu) a mbi tet ka̱ boo ga̱ Almasihu suk Nya so.
31050600a0	Ba̱ ma̱lgon shelkii na̱ ga̱ɓa shelti lal so, ten ɗe wunda̱l ga̱ wul jwisi ka̱ɗe ma̱n lakti a lilti mbadl ga̱ Nya nda ten ma̱jwe ba̱sa kum bi sowu.
310507002b	Ten na̱k gwisi ka̱n ba̱k cugaa suksi so.
3105080083	Tek go mi wo da̱mshal ka̱n, ama ningo mi wo cilti ka̱n ka̱ kopti ga̱ Bagaa, ten na̱k gwisi, pa̱la̱n wul na̱k mil ji cilti.
310509006f	(Na̱k ɗe cilti ka̱ɗe ma̱n tulla̱t ga̱ mas hwa pa̱lti wul, suk pa̱lti wul ndakce, suk ga̱ɓa ga̱ gem)
31050a001f	se ta̱k ngo ilgwe Nya lami wu.
31050b0060	Ba̱ ilgon mokii suk pa̱lti byas wul ji ka̱ da̱mshal so, ama ngusisi ɓulti gal ɗa̱ gaa ka.
31050c0068	Ni ɗe wul nsha ta̱ dla̱m wunda̱l ji wul jwe a ma̱n la̱shi kumti bi jwisi pa̱li ka̱ da̱mshal wu.
31050d0043	Ama mas ilgwe sa̱ tulli ka̱ cilti go, mbala̱n a man yenti gwasi.
31050e00b4	Cilti ka̱ɗe ma̱n lakti a mbala̱n man yenti wul mas. Yek laki yek sa̱ dla̱m ɗe, “Ma̱n ndet yemba̱l pa̱da̱l ka, tlinya ɗa̱ka̱ ma̱shka̱n ka, a Almasihu cil tenki.”
31050f009a	Pa̱n ɗem-ɗem na̱ kangwe aka̱a̱ pa̱l da̱mti gwaka̱n wu, ba̱k pa̱la̱n da̱mti na̱k ka̱dla̱n so, ama pa̱la̱n da̱mti na̱k ma̱n ɓotlka̱n.
3105100083	Pa̱l wul na̱ mas ilgwe Nya ba̱lki wu, kangwe mbun ɗe ta̱k pa̱li wu, ten ɗe multi jin ɗe ma̱ ɓala̱n giɓi go byasi ka̱n.
310511004f	Ten na̱k gwisi, ba̱k da̱ma̱n ɗe ka̱dla̱n so, ama yisa̱n lamti ga̱ Nya.
3105120085	Ba̱k tladli na̱ ze inabi, gwe ɗe a lil mbala̱n ka̱wu so, ka̱ lal ga̱ pa̱lti na̱k gwisi wo njika̱ma̱n na̱ Shishi ga̱ Nya.
31051300b6	Hwi yilkeni jwaka̱n ga̱ɓa na̱ koo zabura, suk koo ta̱sti ga̱ Nya, suk koo jwe Shishi ga̱ Nya lakkii ten wulti wu. Ngusi wulti Bagaa koo na̱ desti gan-gan ka̱ mbadl gwaka̱n.
3105140068	Ngusi pa̱lti hwol tuk na̱ Nya Buka ten wul mas ko agasi, ka̱ shin ga̱ Almasihu Yesu Bagaa ga̱na̱n.
3105150046	A ka̱a̱ ngusi ba̱lti gaa yilkeni jwaka̱n ten ɓanti ga̱ Almasihu.
310516003f	Modli, ba̱la̱n gaa gwaka̱n kos jwaka̱n ten ɓanti ga̱ Nya.
31051700c3	Ten ɗe kos ka̱ɗe bacina ga̱ kili gwasi na̱k gwe Almasihu ka̱ɗe bacina ga̱ motgaa ma̱n kopti wu. Motgaa ga̱ ma̱n kopti ka̱ɗe dli ga̱ Almasihu, a Almasihusi ka̱ɗe ma̱n kisti gwasi.
3105180073	Na̱k gwe a ma̱n kopti kop Almasihu wu, nu ka̱n kii modli ma wu, ba̱la̱n gaa gwaka̱n kos jwaka̱n ten wul mas.
310519006f	Kii kos wo lama̱n modli jwaka̱n, na̱k gwe Almasihu lam ma̱n kopti yek ta̱ ba̱l gaa gwas ka̱ lal gwas wu.
31051a0094	Ta̱ pa̱li na̱k gwisi ten ɗe ta̱s palla̱t ɗe ma̱n cilti, ta̱s taasti ka, tumal polti gwe ta̱ polti ka na̱ ze, gwe yek ɗe ga̱ɓa gwas wu.
31051b00df	Yesu pa̱li na̱k gwisi ta̱s taki gaa gwas motgaa ga̱ ma̱n kopti na̱ mas mbunti gwasi, ba̱ ɗe na̱ lal ilgon so, ba̱ ɗe na̱ da̱ska̱n so, sogo zobsi iligon so, ama ta̱s da̱m na̱ cilti ba̱ ɗe na̱ byas wul so.
31051c007d	Na̱k gwisi ka̱n ta̱ mani lam modli jwasa̱n, na̱k dli gwasa̱n wu. Ai ma̱lgwe lam kili gwas go gaa gwas ka̱n ta̱ lami.
31051d00a0	Ko ɗe ma̱lgon ɓo taɓa nget ga̱ dli gwas sowu, ama ata̱ ba̱l ilga̱ nguki dlisi ata̱ keta̱lti i'e na̱k gwe a Almasihu pa̱li motgaa ga̱ ma̱n kopti wu
31051e002d	mas jina̱n wo ka̱t dli ga̱ Almasihu ka̱n.
31051f0066	“Yek laki a mani zak aba suk ana gwasi ata̱ ngatli kili gwas dli, asa̱ da̱m ɗe dli ɗe na̱m.”
3105200088	Ga̱ɓa ga̱n go bal wul gwe ni ga̱ hwuda̱li ka̱wu ka̱n, ama ami wo ten Almasihu suk motgaa ga̱ ma̱n kopti ka̱n a na̱ma ga̱ɓa.
310521006a	Ama ta̱ mas kos lam kili gwasi na̱k gwe ata̱ lam gaa gwas wu, a mas kili wo ta̱s ba̱l kos gwas nalti.
3106010058	Kii mil mbala̱n, kuma̱n bi ga̱ ma̱n za̱t jwaka̱n ka̱ Bagaa, pa̱lti nu ni hwaɓi.
3106020060	Mba̱t ga̱ɓa ga̱ Musa ga̱ cina suk alkawoli gwas dla̱m ɗe, “Ba̱l nalti aba suk ana gwa,
3106030047	ten ɗe ta̱k mbi hwa wul aka̱a̱ pa̱l tlal multi ten dii atl ɗa.”
310604009e	A kii ma̱n za̱ti, ba̱k ngwe bi mil jwaka̱n hal a mbadl lilisi so, ama keta̱la̱nsi aka̱a̱ nisi ma mbokisi ang ten ga̱ɓa Nya suk da̱lti ka̱ng jwasi.
310605009f	Kii zhel kumi bi bagaa gwaka̱n ji dii atli, aka̱a̱ ba̱lsi nalti i'e aka̱a̱ ɓantisi na̱ mbadl ɗe na̱m na̱k wule Almasihu ka̱n ka̱a̱ nitma pa̱lti.
31060600f4	Ba̱k pa̱lisi wul ga̱ dala̱n gwel so, na̱k ga̱ ma̱jwe asa̱ pa̱li wul mbala̱n ten ɗe ta̱ mbadl ta̱misi ɗa̱ wu, ama pa̱li na̱k kangwe ɗe zhel ji Almasihu a pa̱li wu, aka̱a̱ na̱ma pa̱lti ilgwe Nya lami wu ka̱ mbadl gwaka̱n.
3106070086	A ka̱a̱ na̱ma pa̱lti wul gwaka̱n na̱ mbadl ɗe na̱m, na̱k wule Bagaa ka̱n ka̱a̱ nitma pa̱lti ba̱ ɗe we mbala̱n ka̱ so.
3106080077	Ka̱a̱ yisi ɗe mas hwa ilgwe mbala̱n pa̱li go ta mbi ɓalti mal Bagaa, na̱ zhel na̱ ma̱lgwe ba̱ zhel ka̱ sowu.
31060900c9	Kii bagaa mago pa̱li zhel jwaka̱n na̱k gwisi, ba̱k lakisi ɓanti ka̱ dli so, na̱k ɗe ka̱a̱ yisi ɗe Bagaa ɗe na̱m ka̱ni kii ɗa mas jwaka̱n to nya ka, a ba̱ta̱ lam ma̱li gon man gon so.
31060a0065	Pakti ga̱ ga̱ɓe wo yek ɗe, ta̱k nda̱lla̱n gaa gwaka̱n ka̱ Bagaa suk ka̱ nda̱lti iko gwasi.
31060b0059	Yema̱n mas wul dlanti ji Nya, ta̱k mana̱n dla̱lti ka̱ mas ɓotlka̱n ji sheɗan ɗa.
31060c00a6	Dlanti ga̱na̱n wo suk mbala̱n ka̱ so, ama suk guu ma̱n iko suk bacina ji dii atl ma̱n da̱mshal ga̱n, suk ma̱zhe ma̱n ngalci jwe sa̱ ni to nya ka̱wu ka̱n.
31060d00ac	Ten na̱k gwisi, yema̱n mas wul dlanti ji Nya, ten ɗe ta̱k mana̱n dla̱lti ka̱ byas cin gwisi ɗa, kume ka̱a̱ pak pa̱lti wul mas wugo, aka̱a̱ ya man dla̱lti ɗa.
31060e0069	Ten na̱k gwisi, ɓala̱n mis gwaka̱n ka na̱ gem, yitla ngetl gwaka̱n ka na̱ pa̱lti ilgwe ni ndakce.
31060f0046	Laki asa̱n gwaka̱n la̱t dla̱mti ta̱mi ga̱ɓa ga̱ ta̱mi mbadli.
31061000a8	Kaal ɗa̱ wul jwisi, kama̱n nga̱sti ten Nya gwe yek ɗe garkuwa gwaka̱n wu, gwe na̱ nali ka̱n kaa man ɓot ji pa̱s ma̱n wutu ji ma̱n ngalci wu ka na̱ nali wu.
310611006b	Kina̱n kulugaa ga̱ ga̱lla gwe yek ɗe kisti wu suk bal puka ga̱ Shishi gwe yek ɗe ga̱ɓa ga̱ Nya wu.
31061200de	Pa̱nta ga̱ɓa suk Nya ka̱ iko ga̱ Shishi gwasi ka̱ sa'i mas, suk mas wunda̱l ga̱ ga̱ɓa gwe kaa pa̱li suk Nya, suk ngemti wullu, da̱ma̱n na̱ ka̱ng gaa, aka̱a̱ ga̱ɓa suk Nya ten mas mbala̱n jwasi ko agasi.
31061300bf	Ngemini nini Nya pak, ta̱s ba̱la̱n ilgwe ba dla̱mi mbala̱n dlip ɗe a ɓa ga̱ɓa wu. Ten ɗe ta hwi mbala̱n ta̱mi ga̱ɓa ga̱n ɗe ni ga̱ hwuda̱li ka̱ wu, ba̱ ɗe na̱ ɓanti so.
31061400b6	Ami wo gwel ga̱ Nya ka̱n ama sa̱ ɓala̱n ka̱ wi, ga̱ɓa suk Nya ten bi gini ten ɗe mas sa'i gwe ba dla̱m ta̱mi ga̱ɓa go ta dla̱mi ba ɓanti, kangwe mbun ɗe ta dla̱m wu.
31061500bd	Tikikus yilka ga̱na̱n ɗe ma̱ lamti ma̱n pa̱lti gem ka̱ wul Bagaa wu, a hwikii mas ilgwe na̱ma pa̱t a ɗe wu, ten ɗe ta̱k yisa̱n ilgwe ani giɓi wu suk ilgwe a na̱ma pa̱lti wu.
3106160073	Nu ka̱ laki yek a shinti malkii, ten ɗe ta̱k yisa̱n kangwe ma̱ni a ɗe wu, a ta̱s nda̱llikii gahwula̱n ɗa.
310617008a	Yilkeni jini, ha̱n ta̱ ta̱mi mbadl sut mal Nya Buka, suk Bagaa ga̱na̱n Yesu Almasihu da̱m ka̱ kii, suk lamti, suk nga̱sti ten Nya.
3106180079	Ha̱n ta̱ alheri da̱m ɗe ga̱ mas ma̱n lamti ga̱ Bagaa ga̱na̱n Yesu Almasihu suk lamti gwe ba̱ a paki sowu. Amin!
3b00000006	Yakubu
3b010100bc	Ami Yakubu zhel ga̱ Nya suk ga̱ Bagaa Almasihu Yesu, amik lish ga̱ɓa gee. A lishi ma̱n boo ga̱ Israila ɗe kutl cet lop ju jwe sa̱ cat ɗa̱nka̱ wu, a na̱ma ga̱ɓet gwaka̱n ɗa.
3b01020048	Yilkeni jini, kume bomti mbikii wonti wu, kama̱n ɗe wul bal hwol tuki,
3b01030068	na̱k ɗe ka̱ yisi ɗe kume sa̱ cinga̱l nga̱sti gwaka̱n ten Nya wu dlot mbadl gwaka̱n a mba̱ldli.
3b01040081	Kume tlot mbadl gwaka̱n njikan wu, ka nda̱l ten nga̱sti ten Nya gwaka̱n a ba̱kaa po lami ɗe ta̱s mba̱likii ilgon dani so.
3b01050078	Ma̱lgwe lam mbit ɓotlka̱n yisti wul go ta̱s ngem Nya, na̱k ɗe ti wo ata̱ ba̱l mas mbala̱n i'e wu ta bal ma̱li.
3b010600c7	Kume ta̱ ɓa ngemti wu, ta̱s zi mbadl ɗe ta ba̱lti. Ba̱s daamti ɗe ta man pa̱lti so so. Ma̱lgwe zi mbadl ka̱ lu ɗe na̱m sogo, na̱k kapsi ze gwe a yeta̱l ngusi balla̱ti wu ka̱n ta̱ ni.
3b01070032	Wuda̱l ji ma̱ju wo, sa mbi ilgon mal Nya Guu so,
3b01080058	na̱k ɗe mbadl gwasa̱n cal ɗe lop wu, a ba̱ta̱ man dla̱lti ten wul ɗe na̱m sowu.
3b01090069	Ma̱n kopti jwe ni ten bi ilgon sowu ta̱s pa̱l hwol tuki na̱k ɗe Nya palla̱si ɗe kiɗi mbala̱n wu.
3b010a0096	A ma̱jwe wul nisi ɗa̱ wu ta̱s pa̱l hwol tuk ɗe Nya palla̱si sut atli, na̱k ɗe na̱ si na̱ wul gwasa̱n sa paki na̱k kangwe a buzha paki wu.
3b010b0086	A wutu cin laki a me kooni, a buzha loki a koo ka, mas mbunti gwasa̱n wo a gilka. Nu ka̱n ma̱n wul ang a paki ten mot wul gwasa̱n.
3b010c00c0	Ma̱lgwe dlo mbadl ka̱ bomti cinga̱lti go ta mbi hwa wul ga̱ Nya, na̱k ɗe Nya a ɓa̱tlti na̱ mbadl gwe ba̱ a paki so, gwe ta̱ dla̱lli ga̱ɓa gwas dani ɗe ta ba̱l ma̱jwe lamti wu.
3b010d00b3	Kume sa̱ cinga̱lkii ten pa̱lti byas wul go, ba̱k wuli ɗe Nya ka̱ cinga̱lkii so, ma̱lgon a man cinga̱lti ga̱ Nya so, a ba̱ Nya cinga̱l ma̱lgon ta̱s pa̱l byas wul so.
3b010e0072	Cinga̱lti ga̱ mbala̱n wo tet ten byas lamti ga̱ mbadl gwas ka̱n a yilli, a da̱lti hal a lak man ngetl gwasi.
3b010f0085	Kume mbadl ga̱ mbala̱n lam byas wul wu, yek ka laki a ma̱li pa̱l byas wul, a pa̱lti byas wul ka̱ɗe ma̱n tulla̱t ma̱shka̱n.
3b0110002f	Yilkeni ji lami jini, ba̱ ma̱lgon shelkii so.
3b0111007e	Mas hwa wul wo sut mal Nya ka̱n ni, ti ɗe ta̱ pa̱l cin suk kyatla̱l suk lip wu. Ti ɗe ba̱ta balla̱t na̱k shishi sowu.
3b0112008a	Ta̱ botla̱nni yek ta̱ ba̱la̱nni pyal mbadli tumal ga̱ɓa gwas ma̱n gem, ta̱n da̱ma̱n ɗe mbala̱n jwas ji cina ma̱n zok mbadli.
3b01130085	Yilkeni ji lami jini, ɓo kumini, kati ka̱n wul ɓaa-ɓaa ama ba̱k ga̱ɓa ba̱le-ba̱le so, a ba̱ mbadl lilikii ba̱le-ba̱le so,
3b0114005f	na̱k ɗe a lilti mbadl ga̱ mbala̱n laki a ba̱ mbala̱n a da̱m na̱ zok mbadl mal Nya sowu.
3b011500b0	Nu ka̱wu, zaka̱n palti byas wul suk yokiti, aka̱a̱ zak nalti gaa, ta̱k ngiɓa̱n ga̱ɓa gwe sa̱ ɓak ka̱ mbadl gwaka̱n wu, na̱k ɗe yek laki yek ka̱a̱ mbi kisti wu.
3b01160052	Shela̱n gaa gwaka̱n so, kuma̱n ga̱ɓa ga̱ Nya aka̱a̱ pa̱l ilgwe dla̱m wu.
3b01170073	Mas ma̱lgwe kum ga̱ɓa ga̱ Nya yek ba̱ta̱ pa̱l ilgwe ga̱ɓe dla̱m sowu, ma̱li te ma̱lgwe yenti ka̱ boka,
3b01180033	yek ninge-ninge kangwe ta̱ ni wu ma̱snit ka̱ wu.
3b01190108	Ama ma̱lgwe kati ka̱n mba̱t ga̱ɓa ga̱ Nya gwe a kis mbala̱n ɗa̱ka̱ da̱nti ɗe zhel ga̱ guu ma̱zhe ka yek ta̱ ngusi pa̱lti ilgwe mba̱t ga̱ɓa dla̱m wu, a ba̱ mba̱t ga̱ɓa ma̱snit ka̱ sogo ta mbi hwa wul ga̱ Nya ka̱ mas ilgwe ta̱ pa̱li wu.
3b011a00a5	Ma̱lgwe da̱ma̱n gwa we ta̱ na̱ma kopti ga̱ Nya ama yek ba̱ta̱ man ngipti bi gwas sogo, ta̱ na̱ma shelti gaa gwasi, a kopti Nya gwas wo ten koo lu ka̱n ni.
3b011b00f6	Kopti gwe ni hwaɓi mal Nya go yek ɗe ta̱ mbala̱n ngip mil jwe ma̱n za̱t ma̱shisi ka̱wu suk modli jwe maani jwasa̱n ma̱sh ka̱wu jwe sa̱ na̱ma tlat bomti wu. Ma̱jwe ba̱sa̱ zaki ta̱ lamti ga̱ wul ji dii atl te ka̱ mbadl gwas sowu.
3b0201007d	Yilkeni jini, na̱k ɗe ka̱a̱ nga̱skii ten Almasihu Yesu Bagaa ga̱na̱n ma̱n nalti wu, ba̱k lama̱n ma̱jon man jon so.
3b020200aa	Kum ɗe ma̱n wul ang gon tul ka̱ motgaa gwaka̱n na̱ luka̱l suk muni ma̱n wulpi ten mil ang gwasi yek ma̱lgwe ba̱ ilgon niɗɗa̱ sowu tuli na̱ gus luka̱l gwasi.
3b020300d6	Kume ka̱ ba̱l nalti ma̱n wul wu yek ka̱ wulti ɗe, “Hwa gobdlan ka̱wu da̱n dani.” Ama yek ma̱lgwe ba̱ ilgon niɗɗa̱ sowu yek ka̱ wulti ɗe, “Dla̱l teka,” sogo “Da̱n ka̱ atl a cina ɗaaka.”
3b02040096	Ka̱a̱ pa̱li nugo, ka̱a̱ lam ma̱lgon man gon sa? Ka̱a̱ ɓo mbok ang ɗe ma̱lgon man gon ka̱ dlo gwaka̱n sa? A ka̱a̱ ɓo pa̱l byas wul sa?
3b020500f9	Yilkeni ji lami jini, ɓo kata̱n ka̱n, Nya botl ma̱jwe ba̱ ilgon nisi ɗa ten dii atl sowu ta̱s da̱n ɗe ma̱n wul na̱k ɗe sa̱ nga̱ssi tenti, yek sa̱ kanti ɗe guu ka̱ mbadl gwasa̱n na̱k gwe ta̱ dla̱lli ga̱ɓa gwas ma̱jwe lamti wu.
3b020600a3	Ama yek ka̱ mbul ma̱jwe ba̱ ilgon nisi ɗa̱ sowu. Ma̱n wuli ka̱ ni kii ma cit dlelngapcan a sik na̱ma ta̱lat gwaka̱n dlaboo mal ma̱n kisti ga̱ɓa wu sa?
3b02070048	Aba̱ sik ɗe ma̱n mbulti shin ma̱n nalti gwe asa̱ mbekii dani wu sa?
3b020800c4	Kume ka̱a̱ kop mba̱t ga̱ɓa ga̱ Almasihu gwe ni ga̱ lishi ka̱ ga̱ɓa ga̱ Nya wu ɗe, “Laam yela̱n da̱nti gwa na̱k gwe ka̱ lam gaa gwa wu,” ka̱ pa̱li nugo, ka̱a̱ pa̱l hwa wul.
3b0209008d	Ama kume ka̱a̱ lam ma̱jon man jon go ka̱a̱ pa̱l byas wul, aka̱a̱ ɗakci mba̱t ga̱ɓa gwe ni ga̱ lishi ka̱ ga̱ɓa ga̱ Nya wu wi.
