1300000007	Psaumes
38030a003f	Évite l'hérétique après un premier et second avertissement,
38030b0060	sachant qu'un tel homme est perverti et qu'il pèche, étant condamné par sa propre conscience.
38030c0083	Lorsque je t'aurai envoyé Artémas ou Tychique, hâte-toi de venir me rejoindre à Nicopolis; car j'ai résolu d'y passer l'hiver.
38030d006f	Veille avec soin à ce que Zénas, le docteur de la loi, ainsi qu'Apollos, ne manquent de rien à leur départ.
38030e008d	Les nôtres aussi doivent apprendre à s'appliquer à de bonnes oeuvres pour subvenir aux besoins urgents, afin de ne pas demeurer stériles.
38030f0072	Tous ceux qui sont avec moi te saluent. Salue ceux qui nous aiment dans la foi. Que la grâce soit avec vous tous!
3900000009	Philémon
390101007e	Paul, prisonnier de Jésus-Christ, et Timothée, notre frère, — à Philémon, notre bien-aimé et notre compagnon d'oeuvre,
3901020074	ainsi qu'à Appie, notre soeur, à Archippe, notre compagnon d'armes, et à l'Église qui se réunit dans ta maison.
390103006c	Que la grâce et la paix vous soient données de la part de Dieu, notre Père, et du Seigneur Jésus-Christ!
3901040055	Je rends sans cesse grâces à mon Dieu, en faisant mention de toi dans mes prières;
390105006a	car j'entends parler de ta foi au Seigneur Jésus, et de la charité que tu témoignes à tous les saints.
3901060094	Je lui demande que cette foi, qui nous est commune, se montre efficace, en faisant reconnaître tout le bien qui s'accomplit parmi nous pour Christ.
39010700a4	J'ai éprouvé, en effet, une grande joie et une grande consolation à cause de ta charité, parce que, grâce à toi, frère, le coeur des saints a été soulagé.
3901080058	C'est pourquoi, bien que j'aie en Christ toute liberté de te prescrire ce qui convient,
3901090090	j'aime mieux faire appel à ta charité. Étant ce que je suis, moi Paul, un vieillard, et, de plus, aujourd'hui le prisonnier de Jésus-Christ,
39010a004d	je te prie pour mon fils que j'ai engendré dans les chaînes, pour Onésime,
39010b005a	qui autrefois t'a été inutile, mais qui maintenant te sera très utile, et à moi aussi:
39010c003c	je te le renvoie, lui qui est comme une partie de moi-même.
39010d007d	J'aurais désiré le retenir auprès de moi, pour qu'il me servît, à ta place, dans les liens où je suis pour l'Évangile.
39010e0077	Mais je n'ai rien voulu faire sans ton consentement, afin que le bien que tu feras ne soit pas forcé, mais volontaire.
39010f006e	Peut-être, en effet, n'a-t-il été séparé de toi pour un temps, qu'afin que tu le recouvres pour toujours,
39011000bf	non plus comme un esclave, mais comme au-dessus d'un esclave, comme un frère bien-aimé, tout particulièrement aimé de moi, et bien plus encore de toi, selon la chair et selon le Seigneur!
390111003d	Si donc tu me tiens pour ton ami, reçois-le comme moi-même.
3901120056	Que s'il t'a fait quelque tort, ou s'il te doit quelque chose, porte-le-moi en compte.
390113007c	Moi Paul, j'écris ceci de ma propre main: je te le rendrai — pour ne pas te rappeler que tu te dois toi-même à moi. —
390114006f	Oui, frère, que je reçoive de toi cette joie dans le Seigneur; procure à mon coeur ce soulagement en Christ.
3901150059	Je t'écris, persuadé de ton obéissance, sachant que tu feras même plus que je ne dis!
3901160077	En même temps, prépare-toi à me donner aussi l'hospitalité; car j'espère vous être rendu, grâce à vos prières.
390117004a	Épaphras, qui est mon compagnon de captivité en Jésus-Christ, te salue,
3901180043	ainsi que Marc, Aristarque, Démas et Luc, mes compagnons d'oeuvre.
390119003f	Que la grâce du Seigneur Jésus-Christ soit avec votre esprit!
3a00000008	Hébreux
3a01010071	Après avoir autrefois parlé à nos pères, à plusieurs reprises et de plusieurs manières, par les prophètes,
3a0102008a	Dieu nous a parlé dans ces derniers temps par le Fils, celui qu'il a établi héritier de toutes choses et par lequel il a fait le monde,
3a01030107	celui qui, étant le rayonnement de sa gloire, l'empreinte même de sa personne, soutient toutes choses par sa parole puissante, et qui, après avoir accompli la purification des péchés, s'est assis à la droite de la majesté divine dans les lieux très hauts:
3a01040067	aussi est-il devenu d'autant supérieur aux anges, qu'il a hérité d'un nom plus éminent que le leur.
3a0105009e	Auquel des anges, en effet, Dieu a-t-il jamais dit: «Tu es mon Fils, je t'ai engendré aujourd'hui»? Et encore: «Je serai son Père, et il sera mon Fils»?
3a01060073	Et, quand il introduit dans le monde son Fils premier-né, il dit encore: «Que tous les anges de Dieu l'adorent!»
3a01070069	A l'égard des anges, il dit: «Il fait de ses anges des vents, et de ses serviteurs une flamme de feu.»
3a01080090	Mais il a dit à l'égard du Fils: «Dieu, ton trône demeure aux siècles des siècles, et le sceptre de ta royauté est un sceptre d'équité.
3a0109008d	Tu as aimé la justice, et haï l'iniquité; c'est pourquoi, ô Dieu, ton Dieu t'a oint d'une huile de joie, de préférence à tes pareils»
3a010a0076	Et ailleurs: «C'est toi, Seigneur, qui, au commencement, as fondé la terre; et les cieux sont l'oeuvre de tes mains.
3a010b004f	Ils périront, mais toi, tu subsistes! Ils vieilliront tous comme un vêtement.
3a010c007f	Tu les rouleras comme un manteau, et ils seront transformés; mais toi, tu restes le même, et tes années ne finiront point.»
3a010d009a	Auquel des anges Dieu a-t-il jamais dit: «Assieds-toi à ma droite, jusqu'à ce que j'aie mis tes ennemis sous tes pieds, pour te servir de marchepied»?
3a010e00a8	Les anges ne sont-ils pas tous des esprits au service de Dieu, envoyés par lui pour exercer un ministère en faveur de ceux qui doivent recevoir en héritage le salut?
3a0201008b	C'est pourquoi nous devons nous attacher d'autant plus à ce que nous avons entendu, de peur que nous ne soyons entraînés à notre perte.
3a02020096	En effet, si la parole annoncée par des anges a eu son accomplissement, si toute transgression, toute désobéissance, a reçu sa juste rétribution,
3a020300a9	comment échapperons-nous, si nous négligeons un si grand salut? — salut qui, annoncé d'abord par le Seigneur, nous a été confirmé par ceux qui l'avaient entendu,
3a020400a1	Dieu appuyant leur témoignage par des signes, des prodiges et toutes sortes de miracles, et par les dons du Saint-Esprit, qu'il a distribués selon sa volonté.
3a02050057	En effet, ce n'est pas à des anges qu'il a soumis le monde à venir dont nous parlons.
3a020600a2	Mais quelqu'un a rendu quelque part ce témoignage: «Qu'est-ce que l'homme, pour que tu te souviennes de lui? ou le fils de l'homme, pour que tu en prennes soin?
3a02070063	Tu l'as fait, pour un peu de temps, inférieur aux anges; tu l'as couronné de gloire et d'honneur;
3a020800c9	tu as mis toutes choses sous ses pieds» En lui soumettant ainsi toutes choses, Dieu n'a rien laissé qui ne lui fût soumis; cependant, nous ne voyons pas encore que toutes choses lui soient soumises.
3a020900ee	Mais ce Jésus, qui a été fait, pour un peu de temps, inférieur aux anges, nous le voyons, à cause de la mort qu'il a soufferte, couronné de gloire et d'honneur. C'est ainsi que, par la grâce de Dieu, il a goûté la mort pour tous.
3a020a00c9	En effet, il convenait que Celui pour qui et par qui sont toutes choses, voulant amener beaucoup de fils à la gloire, élevât à la perfection, par les souffrances, l'auteur et le chef de leur salut.
3a020b00a1	Car celui qui sanctifie et ceux qui sont sanctifiés, sont tous issus du même Père. C'est pourquoi, il ne dédaigne pas de donner à ceux-ci le nom de frères,
3a020c005f	quand il dit: «J'annoncerai ton nom à mes frères; je te louerai au milieu de l'assemblée.»
3a020d006e	Il dit ailleurs: «Je me confierai en lui.» Et encore: «Me voici, moi et les enfants que Dieu m'a donnés.»
3a020e00d8	Ainsi donc, puisque les enfants participent au sang et à la chair, il y a aussi participé lui-même, afin que, par sa mort, il anéantît la puissance de celui qui avait l'empire de la mort, je veux dire le Diable,
3a020f0070	et qu'il délivrât tous ceux qui, par la crainte de la mort, étaient toute leur vie retenus dans la servitude.
3a02100060	Car ce n'est pas aux anges, assurément, qu'il vient en aide, c'est à la postérité d'Abraham.
3a021100c6	Aussi fallait-il qu'il fût rendu semblable en toutes choses à ses frères, afin d'être, auprès de Dieu, un souverain sacrificateur miséricordieux et fidèle, pour expier les péchés du peuple.
3a02120068	En effet, comme il a souffert lui-même et qu'il a été tenté, il peut secourir ceux qui sont tentés.
3a030100a4	En conséquence, frères saints, vous qui avez part à la vocation céleste, considérez bien l'apôtre et le souverain sacrificateur de la foi que nous professons,
3a03020068	Jésus, qui a été fidèle à Celui qui l'a établi, comme Moïse aussi l'a été dans toute sa maison.
3a0303009d	En effet, il a été jugé digne d'une gloire d'autant supérieure à celle de Moïse, que le constructeur d'une maison est plus admiré que la maison même.
3a03040080	Il n'y a pas de maison, en effet, qui n'ait été construite par quelqu'un; or, celui qui a construit toutes choses, c'est Dieu.
3a03050095	Quant à Moïse, il a été fidèle dans toute sa maison, comme un serviteur appelé à rendre témoignage de ce qui devait être annoncé plus tard.
3a030600c1	Mais Christ l'est comme un fils à la tête de sa maison; et sa maison, c'est nous, pourvu que nous retenions fermement, jusqu'à la fin, la confiance et l'espérance dont nous nous glorifions.
3a03070055	C'est pourquoi, ainsi parle le Saint-Esprit: «Aujourd'hui, si vous entendez sa voix,
3a0308006e	n'endurcissez pas vos coeurs, comme il arriva au jour de la révolte, au jour de la tentation dans le désert,
3a03090073	lorsque vos pères me tentèrent pour me mettre à l'épreuve, eux qui avaient vu mes oeuvres pendant quarante ans!
3a030a0081	Aussi ai-je été irrité contre cette génération, et j'ai dit: Leur coeur s'égare toujours, et ils n'ont pas suivi mes voies.
3a030b005b	Et voici le serment que j'ai fait dans ma colère: Jamais ils n'entreront dans mon repos!»
3a030c0072	Frères, prenez garde que quelqu'un de vous n'ait un coeur mauvais et incrédule, et ne se sépare du Dieu vivant.
3a030d00af	Mais exhortez-vous les uns les autres chaque jour, aussi longtemps qu'on peut dire: «Aujourd'hui», afin qu'aucun d'entre vous ne s'endurcisse, étant séduit par le péché.
3a030e0083	En effet, nous avons été rendus participants du Christ, à la condition de tenir ferme jusqu'à la fin notre assurance première,
3a030f008d	pendant qu'il est dit encore: «Aujourd'hui, si vous entendez sa voix, n'endurcissez pas vos coeurs, comme il arriva au jour de la révolte»
3a03100097	Qui sont, en effet, ceux qui se révoltèrent, après avoir entendu sa voix, sinon tous ceux qui étaient sortis d'Égypte, sous la conduite de Moïse?
3a03110093	Et contre qui Dieu fut-il indigné pendant quarante ans? N'est-ce pas contre ceux qui avaient péché et dont les corps tombèrent dans le désert?
3a03120070	Et à qui jura-t-il qu'ils n'entreraient pas dans son repos? N'est-ce pas à ceux qui avaient refusé de croire?
3a03130051	Nous voyons, en effet, qu'ils ne purent y entrer, à cause de leur incrédulité.
3a0401008a	Craignons donc, alors que la promesse «d'entrer dans son repos» subsiste encore, que quelqu'un d'entre nous ne vienne à en être exclu.
3a040200c2	Car cette bonne nouvelle nous a été annoncée comme à eux; mais la parole qu'ils ont entendue ne leur a servi de rien, parce que, en l'entendant, ils ne se la sont pas appropriée par la foi.
3a040300fe	Pour nous, qui avons cru, nous entrons dans le repos dont Dieu a parlé, quand il a dit: «Voici le serment que j'ai fait dans ma colère: Jamais ils n'entreront dans mon repos!» Et cependant, ses oeuvres étaient achevées depuis la création du monde.
3a04040075	Car il est dit quelque part, à propos du septième jour: «Dieu se reposa de toutes ses oeuvres le septième jour.»
3a04050051	Et, d'un autre côté, dans ce passage: «Jamais ils n'entreront dans mon repos»
3a040600b0	Ainsi, puisqu'il est réservé à quelques-uns d'y entrer, et que ceux qui avaient reçu les premiers cette bonne nouvelle, n'y sont pas entrés à cause de leur incrédulité,
3a040700de	Dieu fixe de nouveau un jour qu'il appelle «Aujourd'hui», et il le fait dans un psaume de David, bien longtemps après, comme il est dit plus haut: «Aujourd'hui, si vous entendez sa voix, n'endurcissez pas vos coeurs!»
3a04080062	En effet, si Josué leur avait donné le repos, Dieu ne parlerait pas après cela d'un autre jour.
3a0409002e	Il reste donc un repos pour le peuple de Dieu.
3a040a006a	Car celui qui entre dans le repos de Dieu, se repose de ses oeuvres, comme Dieu s'est reposé des siennes.
3a040b0084	Efforçons-nous donc d'entrer dans ce repos, afin qu'aucun de nous ne vienne à tomber, en donnant le même exemple d'incrédulité.
3a040c00f9	Car la parole de Dieu est vivante et efficace, plus pénétrante qu'aucune épée à deux tranchants; elle atteint jusqu'à la division de l'âme et de l'esprit, des jointures et des moelles; elle est le juge des intentions et des pensées du coeur.
3a040d0083	Aucune créature n'est cachée devant lui, mais tout est à nu et à découvert aux yeux de Celui à qui nous devons rendre compte.
3a040e00aa	Ainsi donc, puisque nous avons un grand et souverain sacrificateur, qui a pénétré les cieux, Jésus, le Fils de Dieu, demeurons fermes dans la profession de notre foi.
3a040f00ad	Car nous n'avons pas un souverain sacrificateur qui ne puisse compatir à nos faiblesses, puisqu'il a été tenté comme nous en toutes choses, sans commettre aucun péché.
3a04100097	Approchons-nous donc avec assurance du trône de la grâce, afin d'obtenir miséricorde et de trouver grâce, pour être secourus au moment convenable.
3a050100a5	Tout souverain sacrificateur, pris parmi les hommes, est établi pour les hommes dans le service de Dieu, afin d'offrir des dons et des sacrifices pour les péchés.
3a05020088	Il peut témoigner de la compassion à ceux qui sont dans l'ignorance et dans l'égarement, puisque lui-même est sujet à la faiblesse.
3a0503007c	Et c'est à cause de cette faiblesse qu'il doit offrir des sacrifices pour ses péchés, aussi bien que pour ceux du peuple.
3a05040063	Du reste, personne ne s'arroge cette dignité; il faut y être appelé de Dieu, comme le fut Aaron.
3a050500c4	De même aussi, le Christ ne s'est pas attribué à lui-même la gloire d'être souverain sacrificateur; mais il la tient de celui qui lui a dit: «Tu es mon Fils; je t'ai engendré aujourd'hui.»
3a05060069	Et ailleurs encore, il lui dit: «Tu es sacrificateur pour l'éternité, selon l'ordre de Melchisédec.»
3a050700d8	C'est lui qui, dans les jours de sa chair, a offert, avec de grands cris et avec des larmes, des prières et des supplications à Celui qui pouvait le sauver de la mort, et qui a été exaucé à cause de sa piété.
3a05080051	Tout Fils qu'il est, il a appris l'obéissance par les choses qu'il a souffertes;
3a0509007e	et, après avoir été élevé à la perfection, il est devenu l'auteur d'un salut éternel pour tous ceux qui lui obéissent,
3a050a004e	Dieu l'ayant déclaré souverain sacrificateur, selon l'ordre de Melchisédec.
3a050b0083	Nous aurions à ce sujet beaucoup à dire, et des choses difficiles à expliquer, parce que vous êtes devenus lents à comprendre.
3a050c00d7	Vous, qui devriez être depuis longtemps des maîtres, vous avez encore besoin qu'on vous enseigne les premiers éléments des oracles de Dieu: vous en êtes à avoir besoin de lait, au lieu d'une nourriture solide!
3a050d0075	Or, celui qui ne se nourrit que de lait, ne saurait comprendre la parole de la justice; il n'est encore qu'un enfant.
3a050e0087	Mais la nourriture solide est pour les hommes faits, pour ceux qui ont le sens exercé, par l'usage, au discernement du bien et du mal.
3a060100df	Ainsi donc, laissant les premiers enseignements de l'Évangile du Christ, tendons à ce qui est parfait, sans poser de nouveau les vérités élémentaires, c'est-à-dire le renoncement aux oeuvres mortes et la foi en Dieu,
3a06020068	la doctrine des baptêmes et l'imposition des mains, la résurrection des morts et le jugement éternel:
3a06030030	c'est là ce que nous ferons, si Dieu le permet.
3a06040070	Pour ceux qui ont été une fois éclairés, qui ont goûté le don céleste, qui ont eu part à l'Esprit saint,
3a0605004e	qui ont goûté la bonne parole de Dieu et les puissances du siècle à venir,
3a060600bd	il n'est pas possible, s'ils viennent à retomber, de les amener à une nouvelle repentance, puisqu'ils crucifient de nouveau, pour leur part, le Fils de Dieu, et l'exposent à l'ignominie.
3a060700aa	En effet, lorsqu'une terre, abreuvée par les pluies fréquentes, produit des plantes utiles à ceux pour qui elle est cultivée, elle a part à la bénédiction de Dieu.
3a0608009e	Mais celle qui ne porte que des épines et des chardons est considérée comme sans valeur; elle est près d'être maudite, et l'on finit par y mettre le feu.
3a060900b5	Cependant, mes bien-aimés, quoique nous parlions ainsi, nous sommes persuadés, en ce qui vous concerne, que vous continuerez à suivre la voie bien meilleure qui conduit au salut.
3a060a00a9	Dieu n'est pas injuste pour oublier votre travail, l'amour que vous avez montré pour son nom par les services que vous avez rendus et que vous rendez encore aux saints.
3a060b0078	Toutefois, nous désirons que chacun de vous montre le même zèle pour conserver une pleine espérance jusqu'à la fin;
3a060c0091	en sorte que vous ne vous relâchiez point, mais que vous imitiez ceux qui, par la foi et la patience, sont devenus les héritiers des promesses.
3a060d006b	Lorsque Dieu fit la promesse à Abraham, ne pouvant jurer par un plus grand que Lui, il jura par lui-même,
3a060e0063	et il dit: «Certainement, je te bénirai abondamment, et je multiplierai beaucoup ta postérité»
3a060f005a	C'est ainsi qu'Abraham, ayant attendu avec patience, obtint ce qui lui avait été promis.
3a06100080	Les hommes prêtent serment au nom d'un plus grand qu'eux, et le serment est une garantie qui met fin à tous leurs différends.
3a0611008d	De même, Dieu, voulant montrer encore mieux aux héritiers de la promesse la fermeté immuable de sa résolution, fit intervenir le serment,
3a061200d5	afin que, par ces deux choses immuables et dans lesquelles il est impossible que Dieu mente, nous trouvions un puissant, encouragement, dont le seul refuge a été de saisir l'espérance qui nous était proposée.
3a06130083	Cette espérance, nous la gardons comme l'ancre de notre âme, ferme et solide, qui pénètre au delà du voile, dans le sanctuaire
3a06140090	où Jésus est entré pour nous comme notre précurseur, étant devenu souverain sacrificateur pour l'éternité, selon l'ordre de Melchisédec.
3a070100a6	En effet, ce Melchisédec, roi de Salem, sacrificateur du Dieu Très-Haut, qui alla au-devant d'Abraham, lorsqu'il revenait de la défaite des rois, et qui le bénit;
3a070200ba	auquel Abraham donna la dîme de tout; qui, d'après la signification de son nom, était, premièrement roi de justice, et qui, de plus, était, roi de Salem, c'est-à-dire, roi de paix;
3a070300c8	sans père, sans mère, sans généalogie; qui n'a ni commencement de jours, ni fin de vie, et qui est ainsi rendu semblable au Fils de Dieu, — ce Melchisédec demeure sacrificateur à perpétuité.
3a0704007c	Considérez combien grand est celui à qui Abraham lui-même, le patriarche, donna une dîme prise sur le meilleur du butin.
3a070500c6	Ceux des fils de Lévi qui reçoivent la sacrificature, ont, l'ordre, d'après la loi, de lever la dîme sur le peuple, c'est-à-dire sur leurs frères, qui pourtant sont issus eux-mêmes d'Abraham.
3a07060077	Mais lui, qui n'était pas de la même famille, reçut d'Abraham la dîme et bénit celui qui possédait les promesses.
3a07070047	Or, sans contredit, c'est l'inférieur qui est béni par le supérieur.
3a0708008a	De plus, ici, ce sont des hommes mortels qui prélèvent la dîme; là, c'est celui au sujet duquel l'Écriture atteste qu'il est, vivant.
3a07090068	Et l'on peut dire que ce Lévi, qui prélève la dîme, l'a payée lui-même dans la personne d'Abraham;
3a070a0064	car il était encore dans les reins de son père, lorsque Melchisédec vint au-devant du patriarche.
3a070b0113	Si la perfection avait pu être atteinte par le sacerdoce lévitique — car la législation donnée au peuple a pour base ce sacerdoce, — qu'était-il encore besoin qu'il parût un autre sacrificateur, institué selon l'ordre de Melchisédec, et non selon l'ordre d'Aaron?
3a070c0053	Le sacerdoce étant changé, il doit y avoir nécessairement, un changement de loi.
3a070d008b	En effet, celui à qui s'appliquent ces paroles appartient, à une autre tribu, dont aucun membre n'a été attaché au service de l'autel.
3a070e0077	Car il est notoire que notre Seigneur est issu de Juda, tribu dont, Moïse n'a rien dit, en ce qui touche le sacerdoce.
3a070f0080	Tout cela devient encore plus évident, quand nous voyons s'élever, à la ressemblance de Melchisédec, un autre sacrificateur,
3a07100069	établi non d'après la règle d'une ordonnance charnelle, mais par la puissance d'une vie impérissable.
3a0711007c	Voici, en effet, le témoignage qui lui est rendu: «Tu es sacrificateur pour l'éternité, selon l'ordre de Melchisédec.»
3a07120060	Ainsi, l'ordonnance antérieure a été abolie à cause de son impuissance et de son inutilité.
3a0713009f	En effet, la loi n'a rien amené à la perfection, et à sa place a été introduite une meilleure espérance, grâce à laquelle nous nous approchons de Dieu.
3a0714003a	De plus, ce changement ne s'est pas accompli sans serment.
3a071500d8	Les autres sacrificateurs furent institués sans serment; mais lui, il l'a été avec serment, par celui qui lui a dit: «Le Seigneur l'a juré, et il ne s'en repentira point: tu es sacrificateur pour l'éternité!»
3a0716005c	Aussi Jésus est-il devenu le garant d'une alliance de beaucoup supérieure à la première.
3a0717007e	En outre, il y a eu un grand nombre de sacrificateurs, parce que la mort les empêchait de conserver toujours leurs fonctions.
3a07180060	Mais lui, parce qu'il subsiste éternellement, possède le sacerdoce qui ne se transforme point.
3a07190090	Et c'est pour cela qu'il peut sauver parfaitement ceux qui s'approchent de Dieu par lui, étant toujours vivant pour intercéder en leur faveur.
3a071a009e	C'était bien là le souverain sacrificateur qu'il nous fallait, saint, innocent, exempt de souillure, séparé des pécheurs, et élevé au-dessus des cieux.
3a071b00e3	Il n'a pas besoin, comme les autres souverains sacrificateurs, d'offrir tous les jours des sacrifices, d'abord pour ses propres péchés, ensuite pour ceux du peuple: il a fait cela une fois pour toutes, en s'offrant lui-même.
3a071c00d2	Car la loi établit comme souverains sacrificateurs des hommes sujets à la faiblesse; mais la parole du serment qui a été fait après la loi, établit le Fils, qui est parvenu pour toujours à la perfection.
3a080100ad	Le point capital de ce que nous venons de dire, c'est que nous avons un souverain sacrificateur, qui s'est assis à la droite du trône de la majesté divine dans les cieux,
3a08020066	comme ministre du sanctuaire et du véritable tabernacle dressé par le Seigneur, et non par un homme.
3a0803008e	Tout souverain sacrificateur est établi pour offrir des dons et des sacrifices; il faut donc que celui-là aussi ait quelque chose à offrir.
3a08040097	S'il était sur la terre, il ne serait pas même sacrificateur, puisqu'il s'y trouve des sacrificateurs chargés d'offrir des dons prescrits par la loi
3a0805010a	et de célébrer un culte, qui n'est que l'image et l'ombre des choses célestes, comme Moïse en fut divinement instruit, lorsqu'il allait dresser le tabernacle; Aie soin, lui fut-il dit, de tout exécuter suivant le modèle qui t'a été montré sur la montagne.»
3a080600a7	Mais notre souverain sacrificateur a obtenu un ministère d'autant plus excellent, qu'il est médiateur d'une meilleure alliance, établie sur de meilleures promesses.
3a0807006b	Car si la première alliance avait été sans défaut, il n'y aurait pas eu lieu d'en établir une seconde.
3a080800cf	Or, il y a bien un reproche dans ces paroles que Dieu adresse aux Juifs: «Voici que les jours viennent, dit le Seigneur, où je traiterai avec la maison d'Israël et la maison de Juda une alliance nouvelle,
3a080900e7	non pas une alliance comme celle que je fis avec leurs pères, au jour où je les pris par la main pour les retirer du pays d'Egypte. Puisqu'ils n'ont pas persévéré dans mon alliance, moi, je les ai abandonnés, dit le Seigneur.
3a080a00d9	Voici l'alliance que je traiterai avec la maison d'Israël après ces jours-là, dit le Seigneur: Je mettrai mes lois dans leur esprit, et je les graverai dans leur coeur; je serai leur Dieu, et ils seront mon peuple.
3a080b00ac	Aucun d'eux n'instruira son concitoyen, ni aucun son frère, en disant: Connais le Seigneur! Car tous me connaîtront, depuis le plus petit d'entre eux jusqu'au plus grand,
3a080c005c	parce que je pardonnerai leurs iniquités, et je ne me souviendrai plus de leurs péchés,»
3a080d0095	En appelant nouvelle cette alliance, il a déclaré ancienne la première; or, ce qui est devenu ancien, ce qui a vieilli, est près de disparaître.
3a09010057	La première alliance avait aussi des règles pour le culte et un sanctuaire terrestre.
3a0902009c	En effet, un tabernacle avait été établi: dans la première partie, appelée le lieu saint, étaient le chandelier, la table et les pains de proposition;
3a0903004f	puis, derrière le second voile, était la partie appelée le lieu très saint,
3a090400d4	où se trouvaient un encensoir d'or et l'arche de l'alliance, entièrement recouverte d'or. Dans l'arche étaient une urne d'or renfermant la manne, la verge d'Aaron qui avait fleuri, et les tables de l'alliance;
3a0905008b	au-dessus, les chérubins glorieux, couvrant de leur ombre le propitiatoire. Mais ce n'est pas le moment de parler de tout cela en détail.
3a0906008e	Les choses étant ainsi disposées, les sacrificateurs entrent tous les jours dans la première partie du tabernacle, pour y faire le service;
3a090700a8	mais, dans la seconde, le souverain sacrificateur, seul, entre une fois par an, et non sans y porter du sang, qu'il offre pour lui-même et pour les péchés du peuple.
3a0908008f	Le Saint-Esprit fait voir par là que le chemin du lieu très saint n'était pas ouvert, tant que subsistait la première partie du tabernacle.
3a090900c2	C'était un symbole en vue du temps présent, pour montrer que les dons et les sacrifices offerts sont incapables de rendre parfait, au regard de la conscience, celui qui célèbre un tel culte.
3a090a00b2	Il ne s'agit là que de prescriptions charnelles, concernant la nourriture, la boisson, les ablutions diverses, et qui n'ont été imposées que jusqu'à une époque de réforme.
3a090b00e6	Mais Christ est apparu, comme souverain sacrificateur des biens à venir; il a traversé le tabernacle plus grand et plus parfait, qui n'a pas été construit de main d'homme, c'est-à-dire qui n'appartient pas à cette création;
3a090c00be	et, après nous avoir acquis une rédemption éternelle, il est entré une fois pour toutes dans le lieu très saint, en offrant non pas le sang des boucs et des veaux, mais son propre sang.
3a090d00b8	En effet, si le sang des boucs et des taureaux et la cendre d'une génisse, dont on asperge ceux qui sont souillés, les sanctifient, en leur procurant du moins la pureté de la chair,
3a090e00bf	combien plus le sang du Christ qui, par l'Esprit éternel, s'est offert lui-même sans tache à Dieu, purifiera-t-il votre conscience des oeuvres mortes, pour que vous serviez le Dieu vivant!
3a090f00f5	Voilà pourquoi il est le médiateur d'un testament nouveau, afin que, sa mort étant intervenue pour racheter les transgressions commises sous le premier testament, ceux qui sont appelés reçoivent l'héritage éternel qui leur a été promis.
3a09100056	Car où il y a testament, il est nécessaire que la mort du testateur soit constatée.
3a0911006b	Un testament n'est valable qu'après la mort, puisqu'il n'a point d'effet tant que le testateur est en vie.
3a09120060	C'est ainsi que la première alliance elle-même n'a pas été inaugurée sans effusion de sang.
3a091300e3	Lorsque Moïse eut exposé à tout le peuple tous les commandements de la loi, il prit le sang des veaux et des boucs, avec de l'eau, de la laine écarlate et de l'hysope, et il en aspergea le livre lui-même et tout le peuple,
3a09140059	en disant: «Ceci est le sang de l'alliance que Dieu a commandé de conclure avec nous.»
3a09150058	Puis, il aspergea également avec ce sang le tabernacle et tous les ustensiles du culte.
3a0916006d	Et en général, selon la loi, tout est purifié avec du sang: sans effusion de sang, il n'y a pas de pardon.
3a091700ae	Si donc les images des choses du ciel ont dû être purifiées de cette manière, les choses célestes elles-mêmes devaient l'être par des sacrifices plus précieux encore.
3a091800d1	En effet, Christ n'est pas entré dans un sanctuaire fait de main d'homme, imitation du vrai sanctuaire; mais il est entré dans le ciel même, afin de comparaître maintenant pour nous devant la face de Dieu.
3a091900ab	Et ce n'est pas pour s'offrir plusieurs fois lui-même, comme le souverain sacrificateur qui entre dans le lieu très saint, chaque année, avec un autre sang que le sien;
3a091a00b8	autrement, il aurait fallu qu'il souffrît plusieurs fois depuis le commencement du monde. Mais il a paru une seule fois, à la fin des âges, pour abolir le péché par son sacrifice.
3a091b005d	Et de même qu'il est réservé aux hommes de mourir une fois, après quoi vient le jugement,
3a091c00cb	de même le Christ s'est offert une seule fois pour ôter les péchés de plusieurs; et il apparaîtra une seconde fois, non plus pour ôter le péché, mais pour donner le salut à ceux qui l'attendent.
3a0a0100ef	En effet, la loi, n'ayant que l'ombre des biens à venir, et non la forme réelle des choses, ne peut jamais, par les mêmes sacrifices qu'on offre chaque année à perpétuité, amener à la perfection ceux qui s'approchent ainsi de Dieu.
3a0a0200a0	Autrement, n'aurait-on pas cessé de les offrir, puisque ceux qui rendent ce culte, une fois purifiés, n'auraient plus eu leur conscience chargée de péchés?
3a0a030057	Au contraire, le souvenir des péchés est renouvelé chaque année par ces sacrifices.
3a0a04004e	Car il est impossible que le sang des taureaux et des boucs ôte les péchés.
3a0a05007e	C'est pourquoi le Christ, entrant dans le monde, dit: «Tu n'as voulu ni sacrifice, ni offrande, mais tu m'as formé un corps.
3a0a060045	Tu n'as agréé ni les holocaustes, ni les offrandes pour le péché.
3a0a070075	Alors j'ai dit: Je viens — il est parlé de moi dans le Livre — oui, je viens, ô Dieu, pour faire ta volonté.»
3a0a0800b8	Après avoir dit d'abord: «Tu n'as voulu, tu n'as agréé ni sacrifices, ni offrandes, ni holocaustes, ni oblations pour le péché», — ce qui pourtant est prescrit par la loi, —
3a0a090081	il ajoute: «Me voici: Je viens pour faire ta volonté.» Il abolit ainsi le premier ordre de sacrifices pour établir le second.
3a0a0a0098	C'est en vertu de cette volonté que nous avons été sanctifiés, par le sacrifice que Jésus-Christ a fait, une fois pour toutes, de son propre corps.
