0100000009	1 Mosebog
1a1d0d0086	Thi saa siger den Herre, Herre: Naar fyrretyve Aar ere til Ende, vil jeg samle Ægypterne hjem fra Folkene, hvorhen de vare adspredte.
1a1d0e0088	Og jeg vil vende Ægyptens Fangenskab og føre dem tilbage til Pathros Land, til deres Stammeland, og de skulle der være et ringe Rige.
1a1d0f009c	Det skal være ringe fremfor andre Riger og ikke ophøje sig ydermere over Folkene; og jeg vil gøre dem ubetydelige, at de ikke skulle regere over Folkene.
1a1d1000c3	Og det skal ikke ydermere være Israels Hus til Fortrøstning, saa at det bringer mig deres Synd i Erindring, naar disse vende sig om efter dem, og de skulle fornemme, at jeg er den Herre, Herre.
1a1d110081	Og det skete i det syv og tyvende Aar, i den første Maaned, paa den første Dag i Maaneden, at Herrens Ord kom til mig saaledes:
1a1d1200f8	Du Menneskesøn! Nebukadnezar, Kongen af Babel, har paalagt sin Krigshær et svart Arbejde imod Tyrus, saa at hvert Hoved er skaldet og hver Skulder opslidt, og Løn har han og hans Hær ikke faaet ud af Tyrus for det Arbejde, han har haft med den.
1a1d1300c8	Derfor, saa siger den Herre, Herre: Se, jeg giver Nebukadnezar, Kongen af Babel, Ægyptens Land, og han skal tage dets Gods og bytte dets Bytte og røve dets Rov, og det skal være Løn for hans Hær.
1a1d140087	Som hans Løn, for hvilken han har tjent imod den, har jeg givet ham Ægyptens Land; thi for mig have de tjent, siger den Herre, Herre.
1a1d150098	Paa den Dag vil jeg lade et Horn skyde op for Israels Hus, og dig vil jeg give en opladt Mund midt iblandt dem; og de skulle fornemme, at jeg er Herren.
1a1e010024	Og Herrens Ord kom til mig saaledes:
1a1e02004d	Du Menneskesøn! spaa og sig: Saa siger den Herre, Herre: Hyler, ak, den Dag!
1a1e03005c	Thi nær er Dagen, ja, nær er Herrens Dag, en skyfuld Dag, den skal være Hedningernes Tid.
1a1e0400b8	Og der skal komme et Sværd over Ægypten, og der skal komme en Forfærdelse over Morland, naar der falder ihjelslagne i Ægypten, og man tager dets Gods, og dets Grundvolde nedbrydes.
1a1e05007f	Morland og Put og Lud og den hele Blandingshob og Kub og Forbundslandets Sønner, de skulle falde tillige med dem for Sværdet.
1a1e0600b1	Saa siger Herren: De, som støtte Ægypten, skulle ogsaa falde, og dets Magts Stolthed skal synke; fra Migdol til Syene skulle de falde der ved Sværdet, siger den Herre, Herre.
1a1e070073	Og de skulle ligge øde midt iblandt de ødelagte Lande, og dets Stæder skulle være midt iblandt de øde Stæder.
1a1e08006b	Og de skulle fornemme, at jeg er Herren, naar jeg tænder en Ild i Ægypten, og alle dets Hjælpere knuses.
1a1e0900b6	Paa den Dag skal der udgaa Sendebud fra mig paa Skibe til at forfærde Morland, som er trygt, og der skal være en Forfærdelse iblandt dem som paa Ægyptens Dag; thi se, det kommer!
1a1e0a0071	Saa siger den Herre, Herre: Ja, jeg vil gøre Ende paa Ægyptens Gods ved Nebukadnezars, Kongen af Babels, Haand.
1a1e0b00b3	Han og hans Folk med ham, de forfærdelige iblandt Folkene, ere førte ind for at ødelægge Landet; og de skulle drage deres Sværd imod Ægypten og fylde Landet med ihjelslagne.
1a1e0c009a	Og jeg vil gøre Strømmene tørre og sælge Landet i de ondes Haand og ødelægge Landet og dets Fylde ved fremmedes Haand, jeg Herren, jeg har talt det.
1a1e0d00d7	Saa siger den Herre, Herre: Ja, jeg vil tilintetgøre Afgudsbillederne og lade Afguderne forsvinde fra Nof, og der skal ikke ydermere være en Fyrste af Ægyptens Land, og jeg vil lægge en Frygt paa Ægyptens Land.
1a1e0e004a	Og jeg vil ødelægge Patros og tænde en Ild i Zoan og holde Ret over No.
1a1e0f0056	Og jeg vil udøse min Harme over Sin, Ægypternes Fæstning, og udrydde Mængden i No.
1a1e100095	Og jeg vil tænde en Ild i Ægypten, Sin skal vaande sig i Smerte, og No skal blive til at søndersplittes, og Nof skal have Fjender ved højlys Dag.
1a1e11005e	De unge Karle i Aven og Pibeset skulle falde for Sværdet, og de selv skulle gaa i Fangenskab.
1a1e1200b8	Og i Thakpankes formørkes Dagen, naar jeg der sønderbryder Ægyptens Aag, og dets Magts Stolthed der hører opf en Sky skal bedække det selv, og dets Døtre skulle gaa i Fangenskab.
1a1e13004c	Og jeg vil holde Ret over Ægypten, og de skulle fornemme, at jeg er Herren.
1a1e14007a	Og det skete i det ellevte Aar, i den første Maaned, paa den syvende Dag i Maaneden, at Herrens Ord kom til mig saalunde:
1a1e1500e1	Du Menneskesøn! jeg har sønderbrudt Faraos, Kongen af Ægyptens, Arm, og se, den bliver ikke forbunden, saa man anvender Lægedom og lægger Bind paa for at forbinde den for at gøre den stærk til at tage fat paa Sværdet.
1a1e1600d0	Derfor, saa siger den Herre, Herre: Se, jeg kommer imod Farao, Kongen i Ægypten, og sønderbryder hans Arme, baade den stærke og den sønderbrudte, og jeg vil gøre, at Sværdet skal falde ud af hans Haand.
1a1e170051	Og jeg vil adsprede Ægypterne iblandt Folkene, og jeg vil udstrø dem i Landene.
1a1e1800bd	Men jeg vil styrke Kongen af Babels Arme og give ham mit Sværd i Haand; og jeg vil sønderbryde Faraos Arme, og han skal stønne for hans Ansigt, som den stønner, der er dødeligt saaret.
1a1e1900cd	Og jeg vil styrke Kongen af Babels Arme, men Faraos Arme skulle synke; og de skulle fornemme, at jeg er Herren, naar jeg giver mit Sværd i Kongen af Babels Haand, og han udrækker det imod Ægyptens Land.
1a1e1a0073	Og jeg vil adsprede Ægypterne iblandt Folkene og bortstrø dem i Landene; og de skulle fornemme, at jeg er Herren.
1a1f010079	Og det skete i det ellevte Aar, i den tredje Maaned, paa den første Dag i Maaneden, at Herrens Ord kom til mig saaledes:
1a1f020061	Du Menneskesøn! sig til Farao, Kongen i Ægypten, og til hans Hob: Hvem er du lig i din Storhed?
1a1f03007f	Se, Assur var en Ceder paa Libanon, med dejlige Grene og en skyggende Krone og høj af Vækst, og dens Top var imellem Skyerne.
1a1f0400a2	Vand gjorde den stor, og Dybets Vand gjorde den høj, med sine Strømme gik det trindt omkring sin Plantning og udsendte sine Vandløb til alle Træer paa Marken.
1a1f05009b	Derfor blev dens Vækst højere end alle Træernes paa Marken, og dens Grene bleve store og dens Skud lange formedelst det meget Vand, idet den skød frem.
1a1f060095	Alle Himmelens Fugle gjorde Rede i dens Grene, og alle vilde Dyr paa Marken fødte under dens Krone, og alle store Folkeslag boede under dens Skygge.
1a1f070059	Og den var dejlig ved sin Storhed, ved sine lange Grene; thi dens Rod var ved meget Vand.
1a1f0800bc	Cedrene i Guds Have fordunkle den ej, Cypresserne vare ikke at ligne med dens Grene, og Kastanietræerne vare intet imod dens Skud, der var intet Træ i Guds Have den ligt i dens Skønhed.
1a1f09006c	Jeg gjorde den dejlig med dens mange Grene, og alle Edens Træer, som vare i Guds Have, bare Avind imod den.
1a1f0a00aa	Derfor, saa siger den Herre, Herre: Fordi du ophøjede dig af din Vækst, og han strakte sin Top op imellem Skyerne, og hans Hjerte hovmodede sig formedelst hans Højhed:
1a1f0b0085	Saa vil jeg give ham i Folkenes Fyrstes Haand; denne skal handle med ham efter sin Villie; for hans Ugudelighed har jeg uddrevet ham;
1a1f0c00ff	— og fremmede, de forfærdelige iblandt Folkene, fældede den og kastede den hen; paa Bjergene og i alle Dalene faldt dens Kviste, og dens Grene sønderbrødes ved alle Vandløbene i Landet, og alle Jordens Folk stege ned fra dens Skygge og forlode den;
1a1f0d006e	alle Himmelens Fugle nedlode sig paa dens faldne Stamme, og alle vilde Dyr paa Marken vare ved dens Grene; —
1a1f0e0158	paa det at ingen Træer ved Vandet skulle ophøje sig af deres Vækst og ej strække deres Top op imellem Skyerne, og ingen Træer, som drikke Vand, skulle stole paa sig selv for deres Højheds Skyld; thi de ere alle sammen overgivne til Døden, for at komme til Underverdenens Land, midt iblandt Menneskens Børn, til dem, som nedfare i Hulen.
1a1f0f0133	Saa siger den Herre, Herre: Paa den Tid, der han for ned i Dødsriget, gjorde jeg, at man sørgede; jeg tilhyllede Dybet for hans Skyld og standsede dets Strømme, og de mange Vande holdtes tilbage, og jeg klædte Libanon i Sørgedragt for hans Skyld, ja, alle Træer paa Marken forsmægtede for hans Skyld.
1a1f1000f6	Jeg gjorde, at Folkene bævede ved Lyden af hans Fald, da jeg styrtede ham ned i Dødsriget til dem, som fare ned i Hulen, og alle Edens Træer, de udvalgte og skønneste paa Libanon, alle de, som drikke Vand, trøstede sig i Underverdenens Land.
1a1f11009a	Ogsaa de nedføre med ham i Dødsriget til dem, som vare ihjelslagne med Sværd, da de som hans Hjælpere havde siddet i hans Skygge midt iblandt Folkene.
1a1f120117	Hvem ligner du, saaledes som du var i Ære og Storhed iblandt Edens Træer? ja, du skal nedstyrtes med Edens Træer til Underverdenens Land; midt iblandt de uomskaarne skal du ligge ved dem, som ere ihjelslagne ved Sværdet. Dette er Farao og al hans Hob, siger den Herre, Herre.
1a20010078	Og det skete i det tolvte Aar, i den tolvte Maaned, paa den første Dag i Maaneden, at Herrens Ord kom til mig saaledes:
1a20020109	Du Menneskesøn! opløft et Klagemaal over Farao, Kongen af Ægypten, og sig til ham: Du blev lignet med en ung Løve iblandt Folkene, men du var som en Drage i Havet, du brød frem i dine Strømme, og plumrede Vandene med dine Fødder og trampede i deres Strømme.
1a20030091	Saa siger den Herre, Herre: Derfor vil jeg udbrede mit Garn over dig ved en Forsamling af mange Folkeslag, og de skulle trække dig op i mit Vod.
1a200400ad	Og jeg vil kaste dig op paa Landet og slænge dig hen oven paa Marken; og jeg vil lade alle Himmelens Fugle sætte sig paa dig og mætte de vride Dyr paa hele Jorden af dig.
1a2005004a	Og jeg vil kaste dit Kød paa Bjergene og fylde Dalene med din store Krop.
1a20060082	Og jeg vil væde Landet med, hvad der udstrømmer af dig, med dit Blod, indtil Bjergene, og Flodsengene skulle blive fulde af dig.
1a2007009c	Og naar jeg udslukker dig, vil jeg bedække Himmelen og formørke dens Stjerner; Solen vil jeg bedække med en Sky, og Maanen skal ikke lade sit Lys skinne.
1a20080082	Jeg vil lade alle klare Lys paa Himmelen formørkes for din Skyld, og jeg vil lægge Mørke over dit Land, siger den Herre, Herre.
1a20090079	Og jeg vil bedrøve mange Folks Hjerter, naar jeg bringer dit Fald ud iblandt Folkene, i de Lande, som du ikke har kendt.
1a200a00e3	Og jeg vil gøre, at mange Folk skulle forfærdes over dig, og deres Konger skulle gyse saare over dig, naar jeg lader mit Sværd blinke for deres Ansigt; og de skulle bæve alle Øjeblikke, hver for sit Liv, paa dit Falds Dag.
1a200b004c	Thi saa siger den Herre, Herre: Kongen af Babels Sværd skal komme over dig.
1a200c00c2	Jeg vil lade din Hob falde for de vældiges Sværd, for dem, som alle sammen ere de forfærdelige iblandt Folkene; og de skulle ødelægge Ægyptens Stolthed, at al dets Hob skal gaa til Grunde.
1a200d00a5	Og jeg vil ødelægge alt dets Kvæg, at det ej bliver ved de mange Vande, og dem skal intet Menneskes Fod mere plumre; og heller intet Dyrs Klove skulle plumre dem.
1a200e0062	Da vil jeg lade deres Vande klare sig og lade deres Floder flyde som Olie, siger den Herre, Herre,
1a200f00b4	naar jeg gør Ægyptens Land til en Ødelæggelse, og Landet bliver øde for det, som det er fuldt af, naar jeg slaar alle dets Indbyggere; og de skulle fornemme, at jeg er Herren.
1a201000a0	Det er et Klagemaal, og man skal synge det, Hedningernes Døtre skulle synge det; over Ægypten og over al dets Hob skulle de synge det, siger den Herre, Herre.
1a20110065	Og det skete i det tolvte Aar, paa den femtende Dag i Maaneden, da kom Herrens Ord til mig, saaledes:
1a201200ab	Du Menneskesøn! istem en Sørgesang over Ægyptens Hob, og lad den fare ned, den og Døtrene af herlige Folkefærd, til Underverdenens Land, til dem, som nedfare i Hulen.
1a20130042	Hvem overgaar du i Dejlighed? far ned, læg dig ved de uomskaarne!
1a2014007a	Midt iblandt dem, som ere ihjelslagne ved Sværd, skulle de falde; Sværdet er givet, trækker det ned med alle dets Hobe!
1a2015008f	De vældiges Fyrster tale om ham midt fra Dødsriget, med hans Hjælpere; de ere nedfarne, de ligge der, de uomskaarne, ihjelslagne med Sværd.
1a20160081	Der er Assur og al dets Forsamling, trindt omkring ham ere deres Grave, alle sammen ere de ihjelslagne, de, som faldt ved Sværd;
1a201700b9	dets Grave ere lagte i Hulens nederste Dyb, og dets Forsamling er trindt omkring dets Grav; de ere alle ihjelslagne, faldne ved Sværd, de, som voldte Forskrækkelse i de levendes Land.
1a20180120	Der er Elam og al dets Hob trindt omkring i dets Grav; alle sammen ere de ihjelslagne, de, som faldt ved Sværd, hvilke som uomskaarne fore ned til Underverdenens Land og havde voldt Forskrækkelse for sig i de levendes Land, og de bære deres Skændsel iblandt dem, som fare ned i Hulen.
1a2019013f	Man har givet det Leje midt iblandt de ihjelslagne, iblandt al dets Hob, trindt omkring ham ere deres Grave; alle ere de uomskaarne, ihjelslagne ved Sværd; thi Forskrækkelse for dem var udbredt i de levendes Land, og de bære deres Skændsel iblandt dem, som fare ned i Hulen, midt iblandt de ihjelslagne er han lagt.
1a201a00b5	Der er Mesek, Tubal og al dets Hob, trindt omkring ham ere deres Grave; alle ere de uomskaarne, ihjelslagne med Sværd, thi de have voldet Forskrækkelse for sig i de levendes Land.
1a201b010e	Men de ligge ikke ved de Helte, som ere faldne af de uomskaarne, hvilke nedfore til Dødsriget med deres Krigsvaaben og fik deres Sværd lagte under deres Hoveder; deres Misgerninger ere komne over deres Ben; thi de vare en Forskrækkelse for Heltene i de levendes Land.
1a201c0069	Og du! du skal sønderknuses midt iblandt de uomskaarne og ligge ved dem, som ere ihjelslagne ved Sværd.
1a201d00b8	Derhen kom Edom, dets Konger og alle dets Fyrster, som trods deres Styrke ere lagte hos dem, som ere ihjelslagne med Sværd; de ligge ved de uomskaarne og ved dem, som nedfare i Hulen.
1a201e0131	Derhen kom alle de ypperste Mænd af Norden og alle Zidonier, som fore ned til de ihjelslagne og bleve beskæmmede, uagtet de havde voldet Forskrækkelse formedelst deres Styrke, og de ligge som uomskaarne ved dem, som ere ihjelslagne ved Sværd, og bære deres Skændsel iblandt dem, som nedfare i Hulen.
1a201f007c	Dem skal Farao se og trøste sig over hele sin Hob; ihjelslagen med Sværd er Farao og al hans Hær, siger den Herre, Herre.
1a202000c5	Thi jeg har ladet ham volde Forskrækkelse i de levendes Land; saa skal Farao og al hans Hob lægges midt iblandt de uomskaarne, iblandt dem, som ere ihjelslagne med Sværd, siger den Herre, Herre.
1a21010024	Og Herrens Ord kom til mig saaledes:
1a210200b0	Du Menneskesøn! tal til dit Folks Børn, og sig til dem: Naar jeg skulde føre Sværd over et Land, og Folk i Landet toge een Mand iblandt sig og gjorde ham til deres Vægter,
1a21030050	og han saa Sværdet komme over Landet og blæste i Trompeten og advarede Folket;
1a21040091	og den, som da hørte Trompetens Lyd, dog ikke vilde lade sig advare, og Sværdet kom og tog ham bort; Saa, skal hans Blod være over hans Hoved.
1a2105008f	Han hørte Trompetens Lyd og lod sig ikke advare, hans Blod skal være over ham; men havde han ladet sig advare, vilde han have reddet sit Liv.
1a210600ed	Men naar Vægteren saa Sværdet komme og ej blæste i Trompeten, og Folket ej advaredes, og Sværdet kom og tog en Sjæl bort af dem: Saa blev han vel borttagen for sin Misgernings Skyld, men hans Blod vil jeg kræve af Vægterens Haand.
1a2107008b	Og du, Menneskesøn! jeg har sat dig til Vægter for Israels Hus, at, naar du hører et Ord af min Mund, du skal advare dem paa mine Vegne.
1a210800df	Naar jeg siger til den ugudelige: Du ugudelige skal visselig dø, og du ikke taler for at advare den ugudelige for hans Vej, da skal han, den ugudelige, vel dø for sin Misgerning, men hans Blod vil jeg kræve af din Haand.
1a210900c1	Men naar du advarer den ugudelige for hans Vej, at han skal omvende sig derfra, og han, dog ikke omvender sig fra sin Vej, da skal han dø for sin Misgerning, men du skal have din Sjæl frelst.
1a210a00a0	Og du Menneskesøn! sig til Israels Hus: I sige saaledes: Vore Overtrædelser og vore Synder ere over os, og vi hensvinde under dem; hvorledes kunne vi da leve?
1a210b00f9	Sig til dem: Saa sandt jeg lever, siger den Herre, Herre: Jeg har ikke Behag i den ugudeliges Død, men deri, at den ugudelige omvender sig fra sin Vej, at han maa leve; vender om, vender om fra eders onde Veje! hvorfor ville I dog dø, Israels Hus?
1a210c012c	Og du Menneskesøn! sig til dit Folks Børn: Den retfærdiges Retfærdighed skal ikke redde ham paa hans Overtrædelses Dag, og den ugudelige skal ikke falde for sin Ugudelighed paa den Dag, han omvender sig fra sin Ugudelighed, og den retfærdige skal ikke kunne leve derved, paa den Dag han synder.
1a210d00e0	Naar jeg siger om den retfærdige: Han skal visselig leve, og han forlader sig paa sin Retfærdighed og gør Uret, da skal ingen af hans retfærdige Gerninger ihukommes; men han skal dø i sin Uretfærdighed, som han gjorde.
1a210e0079	Og naar jeg siger til den ugudelige: Du skal visselig dø, og han omvender sig fra sin Synd og gør Ret og Retfærdighed,
1a210f009f	saa at den ugudelige giver Pant tilbage, betaler det, han har røvet, vandrer efter Livets Bud og ikke gør Uret, da skal han visselig leve, han skal ikke dø.
1a2110007c	Ingen af hans Synder, som han har begaaet, skal kommes ham i Hu; han har gjort Ret og Retfærdighed, han skal Visselig leve.
1a21110063	Dog sige dit Folks Børn: Herrens Vej er ikke rigtig; men det er dem selv, hvis Vej ikke er rigtig.
1a2112005a	Naar den retfærdige vender om fra sin Retfærdighed og gør Uret, da skal han dø derfor.
1a2113006a	Og naar den ugudelige vender om fra sin Ugudelighed og gør Ret og Retfærdighed, da skal han leve derved.
1a21140063	Og dog sige I: Herrens Vej er ikke rigtig; jeg skal dømme eder, Israels Hus! hver efter hans Veje.
1a211500bc	Og det skete i det tolvte Aar, i den tiende Maaned, paa deri femte Dag i Maaneden efter vor Bortførelse, da kom een til mig, som var undkommen fra Jerusalem, og sagde: Staden er indtagen.
1a211600b9	Og Herrens Haand var kommen over mig om Aftenen, før den undslupne kom, og han oplod min Mund, inden denne kom til mig om Morgenen; saa oplodes min Mund, og jeg var ikke ydermere stum.
1a21170024	Og Herrens Ord kom til mig saaledes:
1a211800a2	Du Menneskesøn! de, som bo paa disse øde Steder i Israels Land, sige saaledes: Abraham var een og ejede Landet, og vi ere mange, os er Landet givet til Ejendom.
1a2119009e	Derfor sig til dem: Saa siger den Herre, Herre: I æde Kød tillige med Blod og opløfte eders Øjne til eders Afguder og udøse Blod! og I skulle eje Landet!
1a211a0071	I stole paa eders Sværd, I gøre Vederstyggeligheder og vanære hver sin Næstes Hustru; og I skulle eje Landet.
1a211b0121	Saaledes skal du sige til dem: Saa siger den Herre, Herre: Saa sandt jeg lever, de, som ere paa de øde Steder, skulle falde for Sværdet, og den, som er paa Marken, ham har jeg givet til de vilde Dyr, at de skulle æde ham, og de, som ere i Fæstningerne og i Hulerne, skulle dø af Pest.
1a211c009e	Og jeg vil gøre Landet til en Ødelæggelse og en Ørk, og dets Magts Stolthed skal ophøre; og Israels Bjerge skulle ligge øde, at ingen skal gaa over dem.
1a211d009d	Saa skulle de fornemme, at jeg er Herren, naar jeg gør Landet til en Ødelæggelse og en Ørk, formedelst alle deres Vederstyggeligheder, som de have gjort.
1a211e00dd	Og du Menneskesøn! dit Folks Børn tale indbyrdes om dig ved Væggene og i Husdørene, og den ene taler med den anden, hver med sin Broder, sigende: Kære, kommer og hører, hvad det er for et Ord, som udgaar fra Herren.
1a211f00eb	Og de skulle komme til dig, som et Folk kommer, og sidde for dit Ansigt som mit Folk, og de skulle høre dine Ord og ikke gøre efter dem; men det, der er behageligt i deres Mund, gøre de, og deres Hjerte gaar efter deres egen Fordel.
1a2120009a	Og se, du er dem som en behagelig Sanger, der har en dejlig Røst; og som kan spille smukt; derfor skulle de høre dine Ord, men dog ikke gøre efter dem.
1a21210070	Men naar det kommer — se, det kommer! — da skulle de fornemme, at der har været en Profet midt iblandt dem.
1a22010024	Og Herrens Ord kom til mig saaledes:
1a220200c6	Du Menneskesøn! spaa imod Israels Hyrder, spaa, og sig til dem, til Hyrderne: Saa siger den Herre, Herre: Ve Israels Hyrder, som ere deres egne Vogtere! skulle ikke Hyrderne være Faarenes Vogtere?
1a22030054	I æde Fedmen og klæde eder med Ulden, I slagte det fede, men Faarene vogte I ikke.
1a220400eb	Det svage styrkede I ikke, og det syge lægede I ikke, og det, som havde lidt Brud, forbandt I ikke, og det fordrevne førte I ikke tilbage, og det, som var tabt, ledte I ikke efter; men med Haardhed og med Grumhed herskede I over dem.
1a22050084	Og de bleve adspredte, fordi de havde ingen Hyrde, og de ere blevne til Føde for alle vilde Dyr paa Marken; saa bleve de adspredte.
1a220600b4	Mine Faar fare vild paa alle Bjergene og paa alle fremragende Høje, ja, mine Faar ere adspredte over det ganske Land, og der er ingen, som spørger, og ingen, som leder efter dem.
1a22070025	Derfor, I Hyrder, hører Herrens Ord!
1a22080117	Saa sandt jeg lever, siger den Herre, Herre: Fordi mine Faar ere blevne til Rov, og mine Faar ere blevne til Føde for alle vilde Dyr paa Marken, eftersom de ingen Hyrde havde, og mine Hyrder ikke søgte mine Faar; men Hyrderne bleve deres egne Vogtere og vogtede ikke mine Faar:
1a22090025	Derfor, I Hyrder, hører Herrens Ord!
1a220a0112	Saa siger den Herre, Herre: Se, jeg kommer imod Hyrderne og kræver mine Faar af deres Haand og lader dem blive fri for at vogte Faarene, saa Hyrderne ikke mere skulle være deres egne Vogtere; og jeg vil redde mine Faar af deres Mund, og de skulle ikke være dem til Føde.
1a220b005c	Thi saa siger den Herre, Herre: Se, da vil jeg, jeg spørge efter mine Faar og se efter dem.
1a220c00e4	Som en Hyrde ser efter sin Hjord paa den Dag, han er midt iblandt sine Faar, som ere adspredte, saaledes vil jeg se efter mine Faar og føre dem frelste hjem fra alle de Steder, hvorhen de vare adspredte paa Sky og Mørkhedsdag.
1a220d00a6	Og jeg vil føre dem ud fra Folkene og samle dem fra Landene og føre dem ind i deres Land; og jeg vil vogte dem paa Israels Bjerge, i Dalene, og hvor de bo i Landet.
1a220e00ce	Paa en god Græsgang vil jeg lade dem græsse, og deres Overdrev skal være paa Israels høje Bjerge; der skulle de ligge paa et godt Overdrev, og paa en fed Græsgang skulle de græsse over Israels Bjerge.
1a220f004c	Jeg vil selv vogte mine Faar og selv lade dem hvile, siger den Herre, Herre.
1a221000eb	Efter det, som er tabt, vil jeg lede, og det fordrevne vil jeg føre tilbage, og det, som har lidt Brud, vil jeg forbinde, og det syge vil jeg styrke, men det fede og det stærke vil jeg ødelægge, jeg vil vogte det med Retfærdighed.
1a2211006d	Og I, mine Faar! saa siger den Herre, Herre: Se, jeg dømmer imellem Lam og Lam, imellem fædrene og Bukkene.
1a22120100	Mon det er eder for lidet, at I afgræsse den gode Græsgang, saa at I skulle træde det, som bliver tilovers af eders Græsgang, ned med eders Fødder? eller at I drikke det klarede Vand, saa at I skulle plumre det, som bliver tilovers, med eders Fødder?
1a22130083	Og mine Faar — skylle de græsse paa det, som er nedtraadt med eders Fødder? eller drikke det, som er plumret med eders Fødder?
1a22140072	Derfor, saa siger den Herre, Herre til dem: Se, jeg, jeg vil dømme imellem det fede Lam og imellem det magre Lam.
1a2215007b	Fordi I med Side og Bov støde og med eders Horn stange alle de svage, indtil I have faaet dem adspredte og jagede udenfor,
1a22160071	derfor vil jeg frelse mine Faar, og de skulle ikke ydermere være til Rov, og jeg, vil dømme imellem Lam og Lam.
1a22170095	Og jeg vil lade een Hyrde staa frem for dem, og han skal vogte dem, nemlig min Tjener David; han, han skal vogte dem, og han skal være dem en Hyrde.
1a22180080	Og jeg Herren, jeg vil være deres Gud, og min Tjener David skal være en Fyrste midt iblandt dem; jeg Herren, jeg har talt det.
1a22190088	Og jeg vil slutte med dem en Fredens Pagt og lade onde Dyr forsvinde af Landet, saa at de kunne bo tryggelig i Ørken og sove i Skovene.
1a221a00ab	Og jeg vil gøre dem og de Steder, som ere trindt omkring min Høj, til en Velsignelse; og jeg vil lade Regnen falde i rette Tid, det skal være Velsignelses Regnstrømme.
1a221b00f7	Og Træet paa Marken skal give sin Frugt, og Jorden skal give sin Grøde, og de skulle være trygge i deres Land, og de skulle fornemme, at jeg er Herren, naar jeg bryder deres Rykkende Aag og redder dem af deres Haand, som brugte dem til Trælle.
1a221c00a4	Og de skulle ikke ydermere være et Rov for Hedningerne, og intet vildt Dyr paa Jorden skal opæde dem; men de skulle bo tryggelig, og der skal ingen forfærde dem.
1a221d009f	Og jeg vil fremkalde en Plantning for dem til Navnkundighed, og de skulle ikke ydermere bortrives af Hunger i Landet og ej mere bære Hedningernes Forhaanelse.
1a221e0078	Og de skulle fornemme, at jeg Herren, deres Gud, er med dem, og at de ere mit Folk, Israels Hus, siger den Herre, Herre.
1a221f0060	Og I, mine Faar, min Græsgangs Faar, I ere Mennesker; jeg er eders Gud, siger den Herre, Herre.
1a23010024	Og Herrens Ord kom til mig saaledes:
1a23020043	Du Menneskesøn! vend dit Ansigt imod Seirs Bjerg og spaa imod det!
1a230300af	Og du skal sige til det: Saa siger den Herre, Herre: Se, jeg kommer imod dig, Seirs Bjerg! og jeg vil udrække min Haand imod dig og gøre dig til en Ødelæggelse og en Ørk.
1a2304006f	Dine Stæder vil jeg gøre øde, og du selv skal vorde en Ødelæggelse; og du skal fornemme, at jeg er Herren.
1a2305008f	Fordi du nærer et evigt Fjendskab og overgav Israels Børn i Sværdets Vold, i deres Trængsels Tid, den Tid, da Misgerningen medførte Enden:
1a230600a5	Derfor, saa sandt jeg lever, siger den Herre, Herre, vil jeg gøre dig til Blod, og Blod skal forfølge dig, efterdi du ikke har hadet Blod, skal Blod forfølge dig.
1a2307007a	Og jeg vil gøre Seirs Bjerg til en Ødelæggelse og en Ørk; og jeg vil udrydde deraf enhver, som drager frem og tilbage.
1a2308009a	Og jeg vil fylde Bjergene der med deres ihjelslagne; paa dine Høje og i dine Dale og i alle dine Flodlejer, der falde de, som ere ihjelslagne med Sværd.
1a23090070	Jeg vil gøre dig til evige Ørkener, og dine Stæder skulle ikke bebos; og I skulle fornemme, at jeg er Herren.
1a230a0077	Fordi du siger: De tvende Folk og de tvende Lande skulle være mine, og vi ville tage dem i Eje, da dog Herren var der:
1a230b00d0	Derfor, saa sandt jeg lever, siger den Herre, Herre, vil jeg gøre efter din Vrede og efter din Nid, som du har udvist formedelst dit Had imod dem, og jeg vil give mig til Kende hos dem, naar jeg dømmer dig.
1a230c00ad	Og du skal fornemme, at jeg er Herren, jeg har hørt alle dine Bespottelser, som du har sagt imod Israels Bjerge, idet du sagde: De ere ødelagte, os ere de givne til Føde.
1a230d006f	Og I have gjort eder store imod mig med eders Mund og brugt mange overflødige Ord imod mig; jeg har hørt det.
1a230e0051	Saa siger den Herre, Herre: Naar hele Jorden glæder sig, vil jeg gøre dig øde.
1a230f00cd	Ligesom du har glædet dig over Israels Hus's Arv, fordi den blev ødelagt, saaledes vil jeg gøre imod dig; du Seirs Bjerg og hele Edom alt sammen skal vorde øde; og de skulle fornemme, at jeg er Herren.
1a2401005a	Og du Menneskesøn! spaa imod Israels Bjerge og sig: I Israels Bjerge! hører Herrens Ord!
1a24020071	Saa siger den Herre, Herre: Fordi Fjenden sagde: Ha, ha! over eder, og: De evige Høje ere blevne os til Ejendom!
1a24030105	derfor spaa, og sig: Saa siger den Herre, Herre: Fordi, ja, fordi man ødelægger og søger at opsluge eder trindt omkring fra, for at I kunne vorde en Ejendom for Levningen af Hedningerne, og fordi I ere komne paa Læber og Tunger og i ondt Rygte iblandt Folk,
1a24040111	derfor, Israels Bjerge, hører den Herres, Herrens Ord: Saa siger den Herre, Herre til Bjergene og til Højene, til Strømmene og til Dalene, til de ødelagte Ørkener og til de forladte Stæder, som ere blevne Levningerne af de omkringboende Hedninger til Rov og til Spot.
