2800000005	Matta
2f0105006c	Ƙǝsǝr ƙǝla mul na sǝsad Ƙǝrǝsti hai a kǝm, nǝghǝn kee ƙǝm mul nggabrǝ nǝm hai ka Ƙǝrǝsti.
2f010600c1	A naɗan a sǝsaarha, nan a saghǝn fa ka nggabrǝ nun, tǝ hǝrǝkrǝ nun, a wal ɗan nggabrha, wal nan ndǝn ka nggabrǝ nun, na a fǝrang ƙǝrǝsta kun hu tur sǝsadɗi nǝm a saarha fa ya.
2f01070091	Na shiiten nan tǝ kun kanglang, sǝnɗansǝ ƙǝla nanun a wum teena tǝ kan hu sǝsad nan, nuwun kee ƙǝm a wum teena tǝ kan hu nggabrǝ nan.
2f0108008e	Shayina, mbǝ minna sǝ a tsawun tǝ yamid sǝnda wa, aten sǝsaarha saanan fa a Asiya. Sǝsaaɗan kaan, kalgha kan mu, har takh ɗan a mǝra.
2f01090090	Kan ndaghan kee nan a mǝra. Amma katǝra nǝn hai kee ƙǝsǝr a malanggan mbǝrsarha tǝ alten nan mbǝrsan tǝ Faara, na a thleng mǝrya sǝ.
2f010a00a7	Ndǝghǝn hǝrghangga kan sǝ hu tur sǝsad mǝrrǝ ɗiya, ndǝghǝnni ƙǝm na a nggǝr hǝrghang kan. Ndǝghǝn ndǝn shang nan teena fa nǝn a nggǝr hǝrghang kan,
2f010b00cc	a sayidɗi nun a ɗang kansǝ tǝ hwan Faara aten nan. Nanǝn kee, fiya hangga na nda a usa Faara a meyed nan, ƙǝsǝr ka parkadɗi ǝnang nanda kan, thlǝna Faara hwanda fiya hangga ǝna nanda a tennan.
2f010c00f7	ˈYa ǝnagha ndǝn nanan a taala, fǝr huten nan shedawa tǝ ndaarha tsawud nan hu ƙǝshidɗiya nǝghǝn chahal tǝ hura tal mbǝ ƙǝla tsawud nan tǝ kun mawa, ǝnaghan ndǝn tǝ mbǝrsarha tǝ nggayid Faara, mbǝ tǝ thladwayid ƙǝshiirha wa.
2f010d0093	Chireethleng ngwan ˈya kun ɗǝ mbuwa nun mbang karatang sǝnanggun hai wa. Niyi a shiteena tǝ ndaarha, a fara sǝmǝn ɓanun a sǝnang hai ngga,
2f010e00a4	ƙǝla katǝrang nun sǝnang ǝnggina hai ya. A fara na Yeeso a wutta ɓa ɓanun sǝnang ǝnggina hai ngga, non a taala tǝ kan, ƙǝla nanan ƙǝm a taala tǝ kun.
2f010f006d	Ƙǝsǝr nggǝmɗi fa kee, ndǝghǝn ni na katǝra ɓarha thlǝmad nun ɓa, na a wal parka nun katǝra sǝri.
2f011000c5	Na minnasǝ a weng tala ni kun a naɗi a ɗǝrha Makidoniya ɗǝ, nggǝryi kyarha tǝ thlǝmad nun a naɗi a wutta ɓa a makidoniya, na minnasǝ ƙǝm a ɗeewun sǝ a naɗi a ɗǝrha Yahudiya ɗǝ.
2f011100b0	Nun a numad ndaarha hu ngwad ɗi kyana ya sǝngwi ˈya niya ǝnaarha wa? Nduwa nuwun a naghǝn ngwa ni fa yi thlu farha, a ndee, “Yo” nggǝryi wutta ɓa ndee, “Awo” wa?
2f01120075	Ƙǝla nana Faara tǝ ƙǝkafek fa, ˈya nanan a thlǝghang nda kun mbǝ naarha a pathlang “Yo” tǝ “Awo” wa.
2f011300ab	Ƙǝsǝr Wan Faara, Yeeso Ƙǝrǝsti, nggi, tǝ Sila tǝ Timoti pǝrang nan laɓarghǝn kun, mbǝ “Yo” sǝ tǝ “Awo” wa, ˈya tsauka yi Faara “Yo” ni ƙǝtsar.
2f0114009b	Ƙǝsǝr ɗǝfmi Faara heu nǝghǝn lǝlǝgɗa hu Ƙǝrǝsti, tǝ ndarha “Yo”, tǝ ƙǝm hu Ƙǝrǝsti nǝm ndaarha, “Atsaukake”, a mamnggit Faara.
2f01150058	Faara ndǝn wumangga kan tǝ kun ishim tǝ shembe hu Ƙǝrǝsti. Ndǝghǝnni wurgha kan,
2f011600bb	ndǝghǝn ɗǝfangga njaara ƙǝm fa hu ndaarha ƙǝm yighǝn ni. Tǝ ƙǝm ndǝghǝn ni fǝrangga Sǝsǝnggǝn ƙǝm ahur nǝm hai hu ndaarha kala ˈya ndaanǝn ɓa nǝm walghǝn a mbee.
2f0117006e	Faara ndǝna shedawanna ndani ƙǝsǝr a nggǝr ɗi chighang sǝsaarha kun wa ndǝghǝn wudwa ni Korinti ɗǝ.
2f011800bd	Mbǝ nanan a ngyaɓang kun hu ˈya hai nun a fǝrƙǝkafek tǝghǝn wa, amma nanan a ǝna taara heu tǝ kun, ƙǝsǝr ka wutsǝfayid nun, aten ƙǝkafekkid nun ni ƙǝm, ish nun tǝ shembe.
2f02010061	Nanǝn kee, niyi a numad ndaarha mbi nggǝr weng tala kun na a ɗang sǝbgha hura ni kun ɗǝ wa.
2f02020079	Ƙǝsǝr a sǝɓang ɗi hur nun ɗǝ, wunni takhka na a fǝre wutsǝfayirha nǝn, a mbǝ kun sǝɓang ni hur nun ɗǝ wa?
2f020300e7	Ndǝn ɗa Chireethleng ni kun ɗǝ ƙǝla ni tǝ ǝnaarha, nǝn ɗǝ tsaurha a ɓa ɗi ɓa, a sǝb hurna ɗǝ tǝ fingyayini na fǝree wutsǝfayirha wa. Ƙǝkafek sǝnɗun sǝ heu wutsǝfayid na nǝn kyarha ɓa ahu wutsǝfayid nun.
2f020400aa	Ƙǝsǝr chireethleng nggi kun ɗǝ nggi hu ɓillarha har tǝ amyirha kaan, mbǝ ka a kyanggi kun hu sǝbrha hura hai wa, awo, ƙǝsǝr ka a kyaɗang nggǝmndǝna ni kun.
2f02050069	A ɓang niifa sǝbrha hura ɓa, mbǝ nggi katenna ɓang nǝn ndǝn ɓa wa, amma ɓang nǝn ndǝn kun ɓa.
2f02060045	Niifɗiya, tsǝtsǝlla ǝnang na fiya hangga ahur nun tsǝk ɗǝ kee.
2f02070067	Nanǝnya, a nggushi chahang nun ndǝn ɗǝ, tǝ kǝm nggab wunun, naɗǝ sǝbrha hura kaan kalghǝn mu.
2f02080043	Ƙǝsǝr kakee, niya hwan kun, nggǝra man kyaɗang nggǝmndǝ nun.
2f0209009b	Ənɗi ǝnagha ndǝn chireethleng ni kun ɗǝ tǝni sǝndasǝ tǝnun mbang ƙǝrǝsta tǝ ƙǝƙǝrrǝɗi ya, non ƙǝm a ǝna taara tǝ ˈya ndang ni kun.
2f020a00dc	A chahang ɗun ɗimiyirha kowunni ɗǝ, nggi ƙǝm chahang ɗi ndǝn ɗǝ. Ənɗi chahang ni ndǝn ɗǝ kamanggǝn, ana ˈyasǝ pak kamngga a changgǝnǝm ɗǝ, ƙǝsǝr ka kun ni chahang ni ndǝn ɗǝ a mbed Ƙǝrǝsti.
2f020b0055	Ənani kee naɗǝ Sheetan ɗathlang ƙǝm fa. Tsaunǝn sǝnɗǝm thladwayidghǝn heu.
2f020c0071	A sayidɗi ɓani a Toruwas ɓa ka ɓi pǝr Laɓaara na Mbǝnggǝn yi Ƙǝrǝsti, wal ɗi ine Chinǝm kwamana hai.
2f020d0081	Amma hunawa hurna hai wa ƙǝsǝr ɗǝwi wal wanmana Titus a mbǝɗi wa. Nanǝn kee mal fingya fatakkwaya ni ɗi Makidoniya ɗǝ.
2f020e00b9	Usaarha a Faara na ɗang ƙǝmsǝ tǝ wal hǝbrha hu Ƙǝrǝsti. Faara ƙǝm a ɗang ƙǝmsǝ hu pǝr sǝnda Ƙǝrǝsti nǝm ko a yanggini, sǝndǝɗiya ƙǝm nǝghǝn ƙǝla sǝd urdi.
2f020f005e	Ƙǝsǝr a fad Faara kǝm sǝd Ƙǝrǝsti ni hu fingya walgha hǝrǝkrha, tǝ fingya sahadgha.
2f0210006c	A wumten fingya, sǝd mǝrra ni, a fingya ƙǝm, sǝd yibrha ni. Wunni tsǝkka na a ǝna tur tarɗa nǝn ya?
2f021100ce	Mban a tsam Laɓar Faara ka a wal chikrha nan ƙǝla na fingya hangga ǝnaarha wa. A meyedghǝn, naghan a thlǝk Ƙǝrǝsti a mbed Faara tǝ ƙǝkafek, ƙǝla nafini thlǝnna nda kanda ɓa a thlǝmad Faara.
2f03010063	Nǝm a nggǝr fal ten nǝm faɗǝn wa, nduwa na mid nan ɗeleewar faala a kun, nduwa a haar nun wa?
2f03020085	Kun tǝ altennun kunni ɗeleewar nan, yanɗi chireethleng nanda hai ahur nun, ƙǝsǝr kowunni a sǝnggǝnǝn, tǝƙǝm karatanggǝn.
2f030300e6	Kyad ɗun ndaarha kun ɗeleewar ni ɓagha ɓa a kii Ƙǝrǝsti, ƙǝsǝr ka tar nan, mbǝ yanɗi chirethleng nanda hai tǝ ashilee wa, ƙǝl yanɗi na tǝ Sǝsǝn Faara na tǝ yibrha. Mbǝ aten feera wa, ƙǝl yanɗi na ahur fiya.
2f03040041	Hǝhasyid ɗiya ndǝn nanǝm tǝghǝn hu Ƙǝrǝsti a mbed Faara.
2f03050082	Mbǝ ˈyasǝ nǝm mbang kyatta tǝ ndaarha tǝ mbang ndǝ nan ni nana ǝna tarɗi ya wa. Mbang ndǝ nan kyaghǝn ɓa a haar Faara.
2f030600d5	Ndǝghǝn ni fǝrangga mbang nda kan hu tsawud nan fa tarya weerǝnda ɗǝfmee mbǝ tǝ yanɗi na chichireethlee hai wa, amma yi Sǝsǝna, ƙǝsǝr chireelth ɗi, nǝn ɓǝl farha, Sǝsǝna ƙǝm nǝn fǝr yibrha.
2f030700d1	Ana tarɗi ɓang mǝrra ɓa chireethleng nanda hai aten feera, ɓaɗa ɓa tǝ mamnggirha kaan har mbangwa Isǝreelaya ƙǝlang yid Musa wa ƙǝsǝr ka kukwaryidghǝn paɗigha hai kaan, ko nanǝn mbǝrɗa ɗǝ.
2f03080037	Mbǝ mamnggit tar Sǝsǝna kal yanɗi mamnggirha ya wa?
2f0309007d	Ana tarɗi na a ɓang ngwa kumarha fiya tǝ mamnggirha kaan kiya, taara na a ɓang nggayirha ɓa nǝn a naarha manggǝn kaan.
2f030a0097	Ƙǝsǝr ˈya kaar na tǝ mamnggirha fa kaan, mbǝ mamnggirha sǝ a fadghǝn nanǝnya wa, a ƙǝƙǝrang ɗǝm tǝ mamnggirha nanǝm tǝghǝn nanǝnya.
2f030b0066	Ana ˈya na mbǝraɗǝ tǝ mamnggirha fa, yi pakwanɗǝ, ƙǝkafek nǝn naarha tǝ mamnggirha fa kaan.
2f030c0046	Tsaunǝn nǝghǝm tǝ shiteena kiya, mbǝ tǝrǝmnda sǝ a fad nan wa.
2f030d006f	Mban ƙǝla Musa wa, lǝlǝɓangga yidghǝn amana Isǝreelaya naa mamnggit djarra kukwaryidɗi na a mbǝraɗǝ.
2f030e00bc	Amma tsǝ hur ndan kakrak ta weeri ɗaɓa ya, ɓalgha lǝlǝbrha ten ɗa sǝ a nanda karata ɗeleewar ngyakhrha. Ƙǝl hu Ƙǝrǝsti ni kee katenggǝn ndǝna lǝlǝbrha ten ɗi haara ɗǝ.
2f030f0073	Ta weeri ɗaɓa ya, kala sayi a nanda a karata ɗeleewar ngyakhrha Musa, lǝlǝɓǝdɗi ya nǝn nggǝlang hur ndan.
2f03100054	Amma a sayidɗi kyaharna niifa thlǝmad Chinǝm ɓa, na lǝlǝɓǝdɗi a haara ɗǝ.
2f0311005e	Chinǝm ndǝna Sǝsǝna, kala mbǝrha na Sǝsǝn Chinǝm sǝ, a mbǝɗa ni na wal alteena sǝ.
2f031200cc	Kan heu harang nanda lǝlǝɓǝɗ ɗa ɗǝ a tennan naghan a kyad mamnggit Chinǝm, na kyakhrang kan hai tsawan ƙǝla ndǝghǝn, hu mamnggirha yi chikrha, ƙǝsǝr ɓaghǝn ɓa a fad Chinǝm na Sǝsǝna.
2f0401005f	Nanǝn kee, ka haɗang nǝm Faara fa ndǝn na nǝm tǝ tarɗi ya, mbǝ fad nǝm a mǝra hai wa.
2f040200e4	Kar ɗan tar ǝn shilee fa na ɓǝɓee, mban hukrha wa, nduwa nggaɓan hai tǝ laɓar Faara wa, a meyedghǝn naghan a pǝr ƙǝkafekkirha a pǝpal. Nan pǝr ƙǝkafek a mbed Faara kowunni na tǝ ƙǝkafek fa nǝn a sǝnggǝnǝn.
2f04030060	Ko nana laɓarɗi nan a pǝra nǝghǝn ɓǝɓee, nǝn naarha ɓǝɓee kee a fingya na a sahatta.
2f040400b7	Sheetan faara yi ƙǝshidɗiya tsang ɗǝ hur nafiya fǝrwa ƙǝkafek kakrak, amawa nanda naa kukwaryid laɓara na Mbǝnggǝn na a kyad mamnggit Ƙǝrǝsti, ndǝghǝn na ƙǝla Faara.
2f040500a1	Ƙǝsǝr laɓara na Mbǝnggǝn nan a pǝra mbǝ yi alten nan ni wa, nan a pǝr ndaarha Yeeso Ƙǝrǝsti ndǝna Chinǝm, kan ƙǝm mafayinun ni ƙǝsǝr ka Yeeso.
2f040600ba	Ƙǝsǝr Faara ndǝn ndagha, “Ngwa yangga kukwaryirha hai hu wula,” ndǝghǝn ni yangga hai ahur nǝm, ka a fǝrang kukwaryid sǝnda nǝn ƙǝm aten mamnggit Faara hu yid Ƙǝrǝsti.
2f0407009a	Amma nǝghǝm tǝ tur ƙǝnaɗi ˈyahu wuchihulteya, ka a kyad mamnggit ǝnwulten sǝsǝmndǝ ɗa nǝn ya kyaghǝn ɓa a thlǝmad Faara mbǝ a fad nan wa.
2f0408007b	Sǝsang nda kan ko tǝ manggi ni, amma kalwanda kan mu wa, ko sǝngwa nan ˈya nan a ǝnaarha, malang ngwan shiiten nan wa.
2f04090067	Sǝsang nda kan, amma kar wa Faara kan wa, ɗǝghang nda kan hweeɗe hai, amma ɓǝlang ngwanda kan wa.
2f040a0060	Ƙǝtsar nǝghǝm a wiirha hai tǝ mǝrra Yeeso ahu farha, tǝnǝm kyad tsawud Yeeso a fad nǝm.
2f040b008c	Ƙǝm ɓalgha tǝ yibrha fa, ƙǝtsar tsawud mǝrra nanǝm sǝ ƙǝsǝr ka Yeeso, tǝna nda naa tsawud Yeeso hu fadɗi kyanǝm ya yi mǝrra.
2f040c005e	Nanǝn kee, mǝrra nǝghǝn a ǝna taara ahur nan, amma yibrha nǝghǝn a ǝna taara ahur nun.
2f040d00b0	Nǝghǝn chichireethlee hai tǝ ndaarha, “Fǝrɗi ƙǝkafek, ndǝn kal ni sǝ.” Tsaunǝn nǝghǝm heu tǝ sǝsǝn fǝrƙǝkafek, ndǝn fǝr nan ƙǝkafek ƙǝm kal nan sǝ.
2f040e00a8	Ƙǝsǝr sǝnɗǝm ndaarha ndǝghǝn ni thlengga Chinǝm Yeeso sǝ hu mǝrra, nǝn a thleng ƙǝmsǝ heu tǝ Ƙǝrǝsti, nǝn a ɓang ƙǝm a mbedghǝn ɓa heu tǝ kun.
2f040f0091	Ənggini heu ya ka a ɗanggǝn kun sǝ ni, ƙǝla na nggayid Faara a weela ten fiyaɗǝ hangga, na usaarha a naarha sǝ kaan yi manang nda Faara.
2f04100092	Tsaunǝn kee, mǝrwa fad nan hai wa. Ko nanǝn fad nǝm na yi mǝra nǝn sǝbrha ɗǝ, amma a hura na fad nǝm naarha nggǝra hai kala parra fara.
2f04110099	Sǝsadɗi kyanǝm ya nǝghǝn ngguchit mbǝ kwas mbǝra ɗǝ wa. Ndǝghǝn ni na a walang mamnggirha ƙǝmsǝ mbuwa ngwalarha mbuwa nǝm mbang sakhƙǝn.
2f041200d3	Ƙǝsǝr mbǝ ǝngya na yirha a naarha ndǝn nǝm a ƙǝlang wa, ƙǝl fingya mbuwa nǝm naarha. Ƙǝsǝr ǝngya nǝm a naarha mba nda kwas mbǝraɗǝ wa, fingya mbuwa nǝm naarha ƙǝm, nǝn tsaurha pakwanɗǝ.
2f050100c1	Ƙǝsǝr sǝnɗǝmsǝ a chang nda chamɗa hai kyanǝm yi ƙǝshidɗiya, na tǝn ndǝnǝm sǝ a thlǝmad Faara, ƙǝnna a talara mbuwa tam chaarha hai yi pakwanɗǝ, tǝn ngwana niifa tǝ haara.
2f0502008b	Ƙǝsǝr hu chamɗi ya nǝm chichimnda, nagha a kukwasang ƙǝm fa kyangganda ƙǝm hu wuriɗa hai kyanǝm na a talara ƙǝla kalla lukrha.
2f0503004a	Ƙǝsǝr a ngwang nda ƙǝm fa tǝghǝn, mba nda ɓa wal ƙǝm tawalth wa.
2f05040107	A sayidɗi ɓal nǝm hu chamɗi ya, nǝm naarha chichimnda ƙǝsǝr ka ɓillarha nanǝm sǝ, ƙǝsǝr mbǝ nana minnǝm sǝ a kalang ngganda luwudɗa hai a fad nǝm ya wa, amma ka a ngwang ngganda ƙǝm fa tǝ yi talara, ƙǝsǝr ˈya na mǝmǝra nǝn wal yibrha.
2f05050088	Faara ndǝn ǝnagha ƙǝm a tsawum kiya, ndǝghǝn fǝrangga Sǝsǝna ƙǝm a meyed ǝn ɗǝfrha ɗǝ, ƙǝsǝr ka ˈya na ɓayi a mbee.
2f05060092	Tsaunǝn kee, nǝghǝm tǝ hǝhasyirha fa ƙǝtsar. Sǝnɗǝmsǝ tǝ ndaarha, tsawud nǝm hu ƙǝshidɗi ya, nǝghǝm ndǝndǝgha hai tǝ Chinǝm.
2f0507004b	Ƙǝsǝr tsawud fǝrƙǝkafekkirha nanǝm sǝ, mbǝ yi naarha tǝ yirha wa.
2f05080075	Nǝghǝm tǝ hǝhasyirha fa tǝ ƙǝm na mid nǝm sǝ ndǝkrha hai tǝ fadɗi ya, ɗǝm tsaurha tǝ Chinǝm a talara.
2f05090066	Nanǝn kee na mid nǝm a ǝna ˈya nǝm na a mbǝnanggǝn, ko nǝghǝm hu fadɗi ya, ko mbuwum sǝ wa.
2f050a00b5	Ƙǝsǝr ƙǝm heu tǝta ni a wumǝm hai a mbed tsǝnggam ngwa kumad Ƙǝrǝsti, ƙǝsǝr kowunni nǝn a wal ƙǝna ǝnɗi ǝna nǝn hu fadɗi ya, ko nǝghǝn ngga, ko mbǝ ngga wa.
2f050b00b4	Nanǝn kee, hǝrǝm nǝm sǝn tǝ mani tǝrǝm Chinǝm, nǝghǝm a djitiirha a lǝm fiya nǝm ɓa. Ƙǝsǝr sǝn Faara ƙǝm kwarkwar, niyi a shiiten ndaarha sǝnɗun kan ahur nun.
2f050c00be	Mbǝ nanan a nggǝr fal fad nan a kun wa, amma ka a fǝrang kwamana nan kun non a taala tǝ kan, tǝnun nggǝrang fingya yina sǝ na a taala tǝ ˈya nǝm a naarha tǝ yirha kee, ma yi hura.
2f050d0061	A tsauɗǝ ƙǝla sauta nǝm ni, ƙǝsǝr ka Faara ni, ana huten nan mǝmǝl, ƙǝsǝr ka kun ni.
2f050e0083	Nggǝmnda Ƙǝrǝsti ndǝn kyaɗangga kwamana ƙǝm, ƙǝsǝr sǝnɗǝmsǝ, mǝr niifa ka fiya heu, tsaunǝn kee mǝr nda ɗǝ heu.
2f050f0095	Mǝr nǝn ka fiya heu, tsaunǝn kee fingya ɓalgha hai mba nda tsaurha ka fad ndan ɓal wa, amma a niifɗi mǝrgha ka kanda, nggǝr nanda thleng sǝ.
2f051000a1	Nanǝn kee, nanǝnya ta mbeeɗǝ, mban nggǝr tǝr niifa yi ƙǝshiirha ni wa. Ko nanǝn kaar tǝrghan Ƙǝrǝsti kee, amma nanǝnya mban nggǝr ǝnaarha kee wa.
2f0511007c	Nanǝn kee, kala niifa na hu Ƙǝrǝsti, tsauɗǝ weerǝnda niifa, hurad ǝngya heu mbǝr ɗaɗǝ, kyad weerǝndǝghǝn ɓa.
2f0512008f	Ənggini heu ya Faara ndǝn ǝnagha ndǝn, ndǝghǝn ni ǝnangga shaulirha ƙǝm tǝghǝn hu Ƙǝrǝsti, fǝrang tar shaulirha nǝn kan a fiya,
2f05130089	Shauli Faara ƙǝshiirha ta fadghǝn hu Ƙǝrǝsti, kirasang ngwa ɗimiyid fiya aten ndan wa, ndǝghǝn fǝrangga laɓar shaulirha ƙǝm.
2f0514008b	Nanǝn kee, fathlǝngya ni ƙǝm yi Ƙǝrǝsti, ƙǝla na Faara a ndikrha tǝ ƙǝm. Nan a hwan kun a meyed Ƙǝrǝsti, shaulima tǝ Faara.
2f0515006d	Sǝngwa Ƙǝrǝsti ɗimiyirha wa, kyang Faara hu ɗimiyirha hai ƙǝsǝr ka ƙǝm, tǝnǝm wal nggayid Faara.
2f06010051	Nanan a ǝna taara tǝ Faara naghan a hwan kun a thlǝɗun nggayid Faara mere wa.
2f060200b5	Ƙǝsǝr ndǝghǝn, “Sǝkɗi fadwa a sayid nggayirha, thlarɗi sa a far wal hǝrǝkrha.” Niya ndang nda kun, nanǝnya nun a wal nggayid Faara, nanǝnya ƙǝm far wal hǝrǝkrha.
2f06030058	Mbǝ mid nan sǝ a tsawang nggan kowunni ǝn kii saara wa, ka amawa nanda ˈyar tar nan.
2f0604008e	Amma a meyedghǝn, ahu ˈya nan a ǝnaarha heu nan kyad fad nan fa tarya Faara. Kan a ƙǝrǝsta tǝ sǝsaarha, tǝ ƙǝtǝlla, tǝ ɓillarha,
2f0605007a	tǝ sa ɗǝkrha fa, tǝ ƙǝnda hu porsǝna, tǝ wal wundǝrha fa, tǝ ƙǝtǝlla tǝ taara, tǝ yamid ɓeena, tǝ miirha,
2f06060074	tǝ naarha chahal, tǝ sǝnda, tǝ ƙǝrǝssa tǝ nggayirha, hu Sǝsǝna tǝ Peɗǝnda na tǝ kan ha, tǝ nggǝmnda,
2f06070066	tǝ pǝr ƙǝkafekkirha, tǝ sǝsǝmnda Faara. Ƙǝs ɗan karid nggayirha ha a har yisǝma tǝ yikawa.
2f0608009b	Kanda a manang nda kan, kanda ƙǝm a kyala tǝ kan, tǝ sǝɓang thlǝm nan ɗǝ, tǝ fal kan. Tǝrgha nda kan fa nggaɓaya ni, amma nan thlǝk ƙǝkafek.
2f060900ae	Sǝn fiya kan, tǝr kan nda ƙǝla sǝngwanda kan wa, ƙǝla naghan a mii mǝra, ko nanǝn kee naghan tǝ yibrha fa, tsǝtsǝl nda kan, ko nanǝn kee ɓǝlang ngwanda kan wa,
2f060a00a2	hu sǝbrha hura, parang kan tǝ wutsǝfayirha fa. Hu yamiiya, kan ƙǝm a ǝnang ƙǝna fiya hangga. Mbǝ ˈyasǝ a har nan wa, kan ni ƙǝm na tǝ ǝngya ha heu.
2f060b0058	Kun Korontiyaya, pǝrang ɗan ƙǝkafek kun a pǝpal, tǝ ƙǝm na hur nan tsahai a kun.
2f060c0039	Ɓǝɓengwan hura kun wa, kun ndǝn ɓǝɓengga hura kan.
2f060d0055	Niyi a ndikrha tǝ kun nanǝnya ƙǝla wanggina, kun ƙǝm inaman hur nun ɗǝ a kan.
2f060e0093	Ma wum ɗun teena tǝ nafiya fǝrwa ƙǝkafek wa. Ƙǝƙǝn na tar nggayirha wumnda hai tǝ yi mbǝlfeerha? Nduwa, na kukwaryirha tsaurha tǝ wula?
2f060f006f	Pashid Ƙǝrǝsti ni Sheetan wa? Na ˈyasǝ wumangga nafiya na a takkwa Chinǝm tǝ fingya fǝrwa ƙǝkafek wa?
2f061000f2	Yanggi ɗǝfmee ni a pathlang nda ƙǝn Faara tǝ ɗaharha? Ƙǝsǝr ƙǝm wuri Faara ni na tǝ yibrha fa. Ƙǝla ndana Faara, “Niya tsaurha tǝ kanda ha, wii hai ƙǝm ahur ndan, niya tsaurha Faara a kanda, kanda ƙǝm tsawa nda nafina.”
2f061100a8	Tsaunǝn kee, “Kyama sǝ ahur ndan, wura man fad nun ɗǝ ma kanda, Chinǝm ndǝn ndagha kee, A tsuwar ɗun ˈya fa na tǝ paarha fa wa, nggi ƙǝm niya thlǝ kun fa,
2f0612007a	tsawi china a kun, kun ƙǝm tsawun wanggina nda hǝshya tǝ nishya, Chinǝm na tǝ sǝsǝmnda ha heu ndǝn ndagha kee.”
2f070100d4	Tsaunǝn kee Shayina, nanǝn nǝghǝm tǝ ɗǝfmi yini ya, ƙǝl a tsawum chahal ma ǝngya mbuwa chahal na sǝɓang fad nǝm ɗǝ, tǝ sǝsǝna ƙǝm. Taama tsawum lǝlǝgɗa chahal na a fǝrang mamnggirha Faara.
2f07020093	Niya ndang nda kun inaman hur nun kanɗǝ. Mbǝ niifa sǝ ǝnang nan aibe fa wa, mbǝ niifa sǝ sǝɓang nan ˈya fa wa, mbǝ niifa sǝ huk nan wa.
2f070300c5	Ndawi kee ka a fǝrang aibe ni kun wa. Ƙǝsǝr ˈwaɗi teena pǝrang ɗi ndǝn kun nggǝm ɗan kun kaan, mbǝ ˈyasǝ na ndǝghang ƙǝm hai wa, ko hu mǝra ni, mǝrǝm kyab nduwa wal yibrha kyab.
2f0704007d	Nggǝmɗi fa tǝ kun kaan, niyi a taala tǝ kun kaan. Walɗi kaali kaan. Hu sǝsad nan heu niyi lǝlǝgɗa tǝ wutsǝfayirha.
2f0705008e	Ƙǝsǝr ko a sayidɗi ɓanan chehweed makidoniya ɓa, yib wan wa, amma wal ɓillarha kan kaan, a ƙǝshi kakyathlanga, ahur yi nan hǝreenga.
2f07060063	Amma Faara, ndǝghǝn na fǝrang kaali fiya na tǝ sǝbrha hura, wal ɗan kaali tǝ ɓad Titus ɓa.
2f07070121	Mbǝ ka ɓad Titus ɓa kee ndǝn nan a ǝna wutsǝfayirha wa, amma walɗǝ kaali a fad nun. Pǝrang ɗa ndǝn kan tǝ ndaarha na mid nun sǝ na nggi, tǝ sǝbrha hura ǝnanun aten ǝnggini katǝragha hai, tǝ fǝr ten nun na a ɗeewun sǝ. Ən ɗani ya nggǝrgha fǝree wutsǝfayirha kaan.
2f070800ef	Ƙǝsǝr ko sǝɓang ni hur nun ɗǝ hu ɗeleewar ɗi chireethleng ni kun ɗǝ, ǝnawi masǝnɗi kee tǝghǝn wa, ko nanǝn kaar ǝnaɗi masǝnɗi kee, ƙǝla ni hai ɗeleewar ɗi sǝɓang ɗǝ hur nun ɗǝ, amma yi ɓeena ni ngguchit kee.
2f0709012d	Nanǝnya niyi tǝ wutsǝfayirha fa, mbǝ ka sǝɓang ni hur nun ɗǝ wa, ƙǝl sǝbrha hur nun kyang ɗǝ kun hu kwamana hai. Amma sǝbrha hura ǝnanun ndǝn malang nun ɗimiyid nun, ƙǝsǝr tur yanɗa ni na mid Faara a nagha nafiyighǝn tǝghǝn fa, nanǝn kee ǝnang ngwa ˈya kun fa mbuwa ngga wa.
2f070a00b7	Ƙǝsǝr sǝbrha hura yi tǝrǝm Faara ndǝna kyang niifa hu mal ɗimiyirha hai wal hǝrǝkrha nǝn, mbǝ masǝnɗi kee sǝ wa, amma sǝbrha hura yi ƙǝshiirha nǝn ɓang mǝrra ɓa.
2f070b0206	Tur yanɗi sǝbrha hura ya nǝghǝn hu kwamana na mid Faara. Ɓangga ˈya kun ɓa na ngga, kyang ɗǝ kun hu ǝna ǝngya hai na ngga, na mid nun sǝ kyaɗang nda fiya ǝnaɗun ˈya mǝmǝl. Sǝb hur nun ɗǝ aten ɗimiyirha. Na mid nun sǝ a ǝna ˈya nun ndaana Faara. Na mid nun sǝ nggǝr ǝna ˈya na ngga. Na mid nun sǝ a ǝna ˈya nun mbǝnangga Faara. Na mid nun sǝ a tsǝtsǝl kowunni nun ǝnagha aibe. A hu ǝnggini heu ya kyad ɗun ndaarha nuwun tǝ ƙǝkafek fa. Ənaɗun ǝngya heu kamngga hu palthɗiya.
2f070c00cc	ˈYa ǝnagha ndǝn chireethleng ni kun ɗǝ, mbǝ a ten niifɗi ǝnagha aibe wa nduwa ƙǝm aten niifɗi ǝnang nanda aibe fa wa, amma a kyaɗang nggǝnda kun a mbed Faara hu fǝr alten nun a kan ǝnanun.
2f070d00b0	Hu ǝnggini heu ya wal ɗan kaali. Hu chighǝd kaali ɗi wal nan, tǝk ɗan mbǝnda fa nanan Titus a ǝna wutsǝfayirha, ƙǝsǝr ka kun heu fǝrangga kaali, huna hurghǝn hai.
