2800000008	mathiḥ
370217005f	aparaṁ tvam anarthakān ajñānāṁśca praśnān vāgyuddhotpādakān jñātvā dūrīkuru|
37021800b2	yataḥ prabho rdāsena yuddham akarttavyaṁ kintu sarvvān prati śāntena śikṣādānecchukena sahiṣṇunā ca bhavitavyaṁ, vipakṣāśca tena namratvena cetitavyāḥ|
370219006d	tathā kṛte yadīśvaraḥ satyamatasya jñānārthaṁ tebhyo manaḥparivarttanarūpaṁ varaṁ dadyāt,
37021a0081	tarhi te yena śayatānena nijābhilāṣasādhanāya dhṛtāstasya jālāt cetanāṁ prāpyoddhāraṁ labdhuṁ śakṣyanti|
3703010043	caramadineṣu kleśajanakāḥ samayā upasthāsyantīti jānīhi|
3703020093	yatastātkālikā lokā ātmapremiṇo 'rthapremiṇa ātmaślāghino 'bhimānino nindakāḥ pitroranājñāgrāhiṇaḥ kṛtaghnā apavitrāḥ
370303005c	prītivarjitā asandheyā mṛṣāpavādino 'jitendriyāḥ pracaṇḍā bhadradveṣiṇo
370304005a	viśvāsaghātakā duḥsāhasino darpadhmātā īśvarāpremiṇaḥ kintu sukhapremiṇo
3703050074	bhaktaveśāḥ kintvasvīkṛtabhaktiguṇā bhaviṣyanti; etādṛśānāṁ lokānāṁ saṁmargaṁ parityaja|
3703060079	yato ye janāḥ pracchannaṁ gehān praviśanti pāpai rbhāragrastā nānāvidhābhilāṣaiścālitā yāḥ kāminyo
3703070094	nityaṁ śikṣante kintu satyamatasya tattvajñānaṁ prāptuṁ kadācit na śaknuvanti tā dāsīvad vaśīkurvvate ca te tādṛśā lokāḥ|
37030800bb	yānni ryāmbriśca yathā mūsamaṁ prati vipakṣatvam akurutāṁ tathaiva bhraṣṭamanaso viśvāsaviṣaye 'grāhyāścaite lokā api satyamataṁ prati vipakṣatāṁ kurvvanti|
370309008a	kintu te bahudūram agrasarā na bhaviṣyanti yatastayo rmūḍhatā yadvat tadvad eteṣāmapi mūḍhatā sarvvadṛśyā bhaviṣyati|
37030a0061	mamopadeśaḥ śiṣṭatābhiprāyo viśvāso rdharyyaṁ prema sahiṣṇutopadravaḥ kleśā
37030b00b4	āntiyakhiyāyām ikaniye lūstrāyāñca māṁ prati yadyad aghaṭata yāṁścopadravān aham asahe sarvvametat tvam avagato'si kintu tatsarvvataḥ prabhu rmām uddhṛtavān|
37030c0080	parantu yāvanto lokāḥ khrīṣṭena yīśuneśvarabhaktim ācaritum icchanti teṣāṁ sarvveṣām upadravo bhaviṣyati|
37030d0074	aparaṁ pāpiṣṭhāḥ khalāśca lokā bhrāmyanto bhramayantaścottarottaraṁ duṣṭatvena varddhiṣyante|
37030e008d	kintu tvaṁ yad yad aśikṣathāḥ, yacca tvayi samarpitam abhūt tasmin avatiṣṭha, yataḥ kasmāt śikṣāṁ prāpto'si tad vetsi;
37030f00a9	yāni ca dharmmaśāstrāṇi khrīṣṭe yīśau viśvāsena paritrāṇaprāptaye tvāṁ jñāninaṁ karttuṁ śaknuvanti tāni tvaṁ śaiśavakālād avagato'si|
3703100086	tat sarvvaṁ śāstram īśvarasyātmanā dattaṁ śikṣāyai doṣabodhāya śodhanāya dharmmavinayāya ca phalayūktaṁ bhavati
370311004f	tena ceśvarasya loko nipuṇaḥ sarvvasmai satkarmmaṇe susajjaśca bhavati|
37040100ce	īśvarasya gocare yaśca yīśuḥ khrīṣṭaḥ svīyāgamanakāle svarājatvena jīvatāṁ mṛtānāñca lokānāṁ vicāraṁ kariṣyati tasya gocare 'haṁ tvām idaṁ dṛḍham ājñāpayāmi|
370402008a	tvaṁ vākyaṁ ghoṣaya kāle'kāle cotsuko bhava pūrṇayā sahiṣṇutayā śikṣayā ca lokān prabodhaya bhartsaya vinayasva ca|
37040300b4	yata etādṛśaḥ samaya āyāti yasmin lokā yathārtham upadeśam asahyamānāḥ karṇakaṇḍūyanaviśiṣṭā bhūtvā nijābhilāṣāt śikṣakān saṁgrahīṣyanti
370404005c	satyamatācca śrotrāṇi nivarttya vipathagāmino bhūtvopākhyāneṣu pravarttiṣyante;
3704050099	kintu tvaṁ sarvvaviṣaye prabuddho bhava duḥkhabhogaṁ svīkuru susaṁvādapracārakasya karmma sādhaya nijaparicaryyāṁ pūrṇatvena kuru ca|
370406004a	mama prāṇānām utsargo bhavati mama prasthānakālaścopātiṣṭhat|
3704070069	aham uttamayuddhaṁ kṛtavān gantavyamārgasyāntaṁ yāvad dhāvitavān viśvāsañca rakṣitavān|
3704080102	śeṣaṁ puṇyamukuṭaṁ madarthaṁ rakṣitaṁ vidyate tacca tasmin mahādine yathārthavicārakeṇa prabhunā mahyaṁ dāyiṣyate kevalaṁ mahyam iti nahi kintu yāvanto lokāstasyāgamanam ākāṅkṣante tebhyaḥ sarvvebhyo 'pi dāyiṣyate|
370409002f	tvaṁ tvarayā matsamīpam āgantuṁ yatasva,
37040a00a3	yato dīmā aihikasaṁsāram īhamāno māṁ parityajya thiṣalanīkīṁ gatavān tathā krīṣki rgālātiyāṁ gatavān tītaśca dālmātiyāṁ gatavān|
37040b0088	kevalo lūko mayā sārddhaṁ vidyate| tvaṁ mārkaṁ saṅginaṁ kṛtvāgaccha yataḥ sa paricaryyayā mamopakārī bhaviṣyati,
37040c0030	tukhikañcāham iphiṣanagaraṁ preṣitavān|
37040d0097	yad ācchādanavastraṁ troyānagare kārpasya sannidhau mayā nikṣiptaṁ tvamāgamanasamaye tat pustakāni ca viśeṣataścarmmagranthān ānaya|
37040e0073	kāṁsyakāraḥ sikandaro mama bahvaniṣṭaṁ kṛtavān prabhustasya karmmaṇāṁ samucitaphalaṁ dadātu|
37040f0063	tvamapi tasmāt sāvadhānāstiṣṭha yataḥ so'smākaṁ vākyānām atīva vipakṣo jātaḥ|
3704100088	mama prathamapratyuttarasamaye ko'pi mama sahāyo nābhavat sarvve māṁ paryyatyajan tān prati tasya doṣasya gaṇanā na bhūyāt;
37041100cd	kintu prabhu rmama sahāyo 'bhavat yathā ca mayā ghoṣaṇā sādhyeta bhinnajātīyāśca sarvve susaṁvādaṁ śṛṇuyustathā mahyaṁ śaktim adadāt tato 'haṁ siṁhasya mukhād uddhṛtaḥ|
37041200ae	aparaṁ sarvvasmād duṣkarmmataḥ prabhu rmām uddhariṣyati nijasvargīyarājyaṁ netuṁ māṁ tārayiṣyati ca| tasya dhanyavādaḥ sadākālaṁ bhūyāt| āmen|
3704130047	tvaṁ priṣkām ākkilam anīṣipharasya parijanāṁśca namaskuru|
3704140062	irāstaḥ karinthanagare 'tiṣṭhat traphimaśca pīḍitatvāt milītanagare mayā vyahīyata|
3704150082	tvaṁ hemantakālāt pūrvvam āgantuṁ yatasva| ubūlaḥ pūdi rlīnaḥ klaudiyā sarvve bhrātaraśca tvāṁ namaskurvvate|
370416005d	prabhu ryīśuḥ khrīṣṭastavātmanā saha bhūyāt| yuṣmāsvanugraho bhūyāt| āmen|
3800000008	tītaḥ
380101009d	anantajīvanasyāśāto jātāyā īśvarabhakte ryogyasya satyamatasya yat tatvajñānaṁ yaśca viśvāsa īśvarasyābhirucitalokai rlabhyate tadarthaṁ
3801020091	yīśukhrīṣṭasya prerita īśvarasya dāsaḥ paulo'haṁ sādhāraṇaviśvāsāt mama prakṛtaṁ dharmmaputraṁ tītaṁ prati likhami|
3801030087	niṣkapaṭa īśvara ādikālāt pūrvvaṁ tat jīvanaṁ pratijñātavān svanirūpitasamaye ca ghoṣaṇayā tat prakāśitavān|
38010400ca	mama trāturīśvarasyājñayā ca tasya ghoṣaṇaṁ mayi samarpitam abhūt| asmākaṁ tāta īśvaraḥ paritrātā prabhu ryīśukhrīṣṭaśca tubhyam anugrahaṁ dayāṁ śāntiñca vitaratu|
38010500ab	tvaṁ yad asampūrṇakāryyāṇi sampūraye rmadīyādeśācca pratinagaraṁ prācīnagaṇān niyojayestadarthamahaṁ tvāṁ krītyupadvīpe sthāpayitvā gatavān|
38010600a8	tasmād yo naro 'nindita ekasyā yoṣitaḥ svāmī viśvāsinām apacayasyāvādhyatvasya vā doṣeṇāliptānāñca santānānāṁ janako bhavati sa eva yogyaḥ|
38010700af	yato hetoradyakṣeṇeśvarasya gṛhādyakṣeṇevānindanīyena bhavitavyaṁ| tena svecchācāriṇā krodhinā pānāsaktena prahārakeṇa lobhinā vā na bhavitavyaṁ
380108006c	kintvatithisevakena sallokānurāgiṇā vinītena nyāyyena dhārmmikeṇa jitendriyeṇa ca bhavitavyaṁ,
38010900b4	upadeśe ca viśvastaṁ vākyaṁ tena dhāritavyaṁ yataḥ sa yad yathārthenopadeśena lokān vinetuṁ vighnakāriṇaśca niruttarān karttuṁ śaknuyāt tad āvaśyakaṁ|
38010a008f	yataste bahavo 'vādhyā anarthakavākyavādinaḥ pravañcakāśca santi viśeṣataśchinnatvacāṁ madhye kecit tādṛśā lokāḥ santi|
38010b0092	teṣāñca vāgrodha āvaśyako yataste kutsitalābhasyāśayānucitāni vākyāni śikṣayanto nikhilaparivārāṇāṁ sumatiṁ nāśayanti|
38010c00b6	teṣāṁ svadeśīya eko bhaviṣyadvādī vacanamidamuktavān, yathā, krītīyamānavāḥ sarvve sadā kāpaṭyavādinaḥ| hiṁsrajantusamānāste 'lasāścodarabhārataḥ||
38010d006c	sākṣyametat tathyaṁ, ato hetostvaṁ tān gāḍhaṁ bhartsaya te ca yathā viśvāse svasthā bhaveyu
38010e0076	ryihūdīyopākhyāneṣu satyamatabhraṣṭānāṁ mānavānām ājñāsu ca manāṁsi na niveśayeyustathādiśa|
38010f00be	śucīnāṁ kṛte sarvvāṇyeva śucīni bhavanti kintu kalaṅkitānām aviśvāsināñca kṛte śuci kimapi na bhavati yatasteṣāṁ buddhayaḥ saṁvedāśca kalaṅkitāḥ santi|
380110009e	īśvarasya jñānaṁ te pratijānanti kintu karmmabhistad anaṅgīkurvvate yataste garhitā anājñāgrāhiṇaḥ sarvvasatkarmmaṇaścāyogyāḥ santi|
3802010036	yathārthasyopadeśasya vākyāni tvayā kathyantāṁ
380202007f	viśeṣataḥ prācīnalokā yathā prabuddhā dhīrā vinītā viśvāse premni sahiṣṇutāyāñca svasthā bhaveyustadvat
3802030077	prācīnayoṣito'pi yathā dharmmayogyam ācāraṁ kuryyuḥ paranindakā bahumadyapānasya nighnāśca na bhaveyuḥ
3802040093	kintu suśikṣākāriṇyaḥ satya īśvarasya vākyaṁ yat na nindyeta tadarthaṁ yuvatīḥ suśīlatām arthataḥ patisneham apatyasnehaṁ
3802050069	vinītiṁ śucitvaṁ gṛhiṇītvaṁ saujanyaṁ svāminighnañcādiśeyustathā tvayā kathyatāṁ|
3802060025	tadvad yūno'pi vinītaye prabodhaya|
3802070086	tvañca sarvvaviṣaye svaṁ satkarmmaṇāṁ dṛṣṭāntaṁ darśaya śikṣāyāñcāvikṛtatvaṁ dhīratāṁ yathārthaṁ
3802080075	nirddoṣañca vākyaṁ prakāśaya tena vipakṣo yuṣmākam apavādasya kimapi chidraṁ na prāpya trapiṣyate|
3802090075	dāsāśca yat svaprabhūnāṁ nighnāḥ sarvvaviṣaye tuṣṭijanakāśca bhaveyuḥ pratyuttaraṁ na kuryyuḥ
38020a00ba	kimapi nāpahareyuḥ kintu pūrṇāṁ suviśvastatāṁ prakāśayeyuriti tān ādiśa| yata evamprakāreṇāsmakaṁ trāturīśvarasya śikṣā sarvvaviṣaye tai rbhūṣitavyā|
38020b0052	yato hetostrāṇājanaka īśvarasyānugrahaḥ sarvvān mānavān pratyuditavān
38020c00a7	sa cāsmān idaṁ śikṣyati yad vayam adharmmaṁ sāṁsārikābhilāṣāṁścānaṅgīkṛtya vinītatvena nyāyeneśvarabhaktyā cehaloke āyu ryāpayāmaḥ,
38020d0086	paramasukhasyāśām arthato 'smākaṁ mahata īśvarasya trāṇakarttu ryīśukhrīṣṭasya prabhāvasyodayaṁ pratīkṣāmahe|
38020e00b9	yataḥ sa yathāsmān sarvvasmād adharmmāt mocayitvā nijādhikārasvarūpaṁ satkarmmasūtsukam ekaṁ prajāvargaṁ pāvayet tadartham asmākaṁ kṛte ātmadānaṁ kṛtavān|
38020f005f	etāni bhāṣasva pūrṇasāmarthyena cādiśa prabodhaya ca, ko'pi tvāṁ nāvamanyatāṁ|
380301007b	te yathā deśādhipānāṁ śāsakānāñca nighnā ājñāgrāhiṇśca sarvvasmai satkarmmaṇe susajjāśca bhaveyuḥ
3803020089	kamapi na nindeyu rnivvirodhinaḥ kṣāntāśca bhaveyuḥ sarvvān prati ca pūrṇaṁ mṛdutvaṁ prakāśayeyuśceti tān ādiśa|
38030300cc	yataḥ pūrvvaṁ vayamapi nirbbodhā anājñāgrāhiṇo bhrāntā nānābhilāṣāṇāṁ sukhānāñca dāseyā duṣṭatverṣyācāriṇo ghṛṇitāḥ parasparaṁ dveṣiṇaścābhavāmaḥ|
380304006d	kintvasmākaṁ trāturīśvarasya yā dayā marttyānāṁ prati ca yā prītistasyāḥ prādurbhāve jāte
38030500b9	vayam ātmakṛtebhyo dharmmakarmmabhyastannahi kintu tasya kṛpātaḥ punarjanmarūpeṇa prakṣālanena pravitrasyātmano nūtanīkaraṇena ca tasmāt paritrāṇāṁ prāptāḥ
3803060065	sa cāsmākaṁ trātrā yīśukhrīṣṭenāsmadupari tam ātmānaṁ pracuratvena vṛṣṭavān|
3803070068	itthaṁ vayaṁ tasyānugraheṇa sapuṇyībhūya pratyāśayānantajīvanasyādhikāriṇo jātāḥ|
38030800d4	vākyametad viśvasanīyam ato hetorīśvare ye viśvasitavantaste yathā satkarmmāṇyanutiṣṭheyustathā tān dṛḍham ājñāpayeti mamābhimataṁ|tānyevottamāni mānavebhyaḥ phaladāni ca bhavanti|
380309008c	mūḍhebhyaḥ praśnavaṁśāvalivivādebhyo vyavasthāyā vitaṇḍābhyaśca nivarttasva yatastā niṣphalā anarthakāśca bhavanti|
38030a003f	yo jano bibhitsustam ekavāraṁ dvirvvā prabodhya dūrīkuru,
38030b0063	yatastādṛśo jano vipathagāmī pāpiṣṭha ātmadoṣakaśca bhavatīti tvayā jñāyatāṁ|
38030c00c3	yadāham ārttimāṁ tukhikaṁ vā tava samīpaṁ preṣayiṣyāmi tadā tvaṁ nīkapalau mama samīpam āgantuṁ yatasva yatastatraivāhaṁ śītakālaṁ yāpayituṁ matim akārṣaṁ|
38030d0079	vyavasthāpakaḥ sīnā āpalluścaitayoḥ kasyāpyabhāvo yanna bhavet tadarthaṁ tau yatnena tvayā visṛjyetāṁ|
38030e0084	aparam asmadīyalokā yanniṣphalā na bhaveyustadarthaṁ prayojanīyopakārāyā satkarmmāṇyanuṣṭhātuṁ śikṣantāṁ|
38030f008e	mama saṅginaḥ savve tvāṁ namaskurvvate| ye viśvāsād asmāsu prīyante tān namaskuru; sarvveṣu yuṣmāsvanugraho bhūyāt| āmen|
390000000c	philomonaḥ
390101006e	khrīṣṭasya yīśo rbandidāsaḥ paulastīthiyanāmā bhrātā ca priyaṁ sahakāriṇaṁ philīmonaṁ
3901020071	priyām āppiyāṁ sahasenām ārkhippaṁ philīmonasya gṛhe sthitāṁ samitiñca prati patraṁ likhataḥ|
3901030070	asmākaṁ tāta īśvaraḥ prabhu ryīśukhrīṣṭaśca yuṣmān prati śāntim anugrahañca kriyāstāṁ|
390104006e	prabhuṁ yīśuṁ prati sarvvān pavitralokān prati ca tava premaviśvāsayo rvṛttāntaṁ niśamyāhaṁ
3901050053	prārthanāsamaye tava nāmoccārayan nirantaraṁ mameśvaraṁ dhanyaṁ vadāmi|
39010600b6	asmāsu yadyat saujanyaṁ vidyate tat sarvvaṁ khrīṣṭaṁ yīśuṁ yat prati bhavatīti jñānāya tava viśvāsamūlikā dānaśīlatā yat saphalā bhavet tadaham icchāmi|
390107008e	he bhrātaḥ, tvayā pavitralokānāṁ prāṇa āpyāyitā abhavan etasmāt tava premnāsmākaṁ mahān ānandaḥ sāntvanā ca jātaḥ|
3901080077	tvayā yat karttavyaṁ tat tvām ājñāpayituṁ yadyapyahaṁ khrīṣṭenātīvotsuko bhaveyaṁ tathāpi vṛddha
3901090072	idānīṁ yīśukhrīṣṭasya bandidāsaścaivambhūto yaḥ paulaḥ so'haṁ tvāṁ vinetuṁ varaṁ manye|
39010a0064	ataḥ śṛṅkhalabaddho'haṁ yamajanayaṁ taṁ madīyatanayam onīṣimam adhi tvāṁ vinaye|
39010b0053	sa pūrvvaṁ tavānupakāraka āsīt kintvidānīṁ tava mama copakārī bhavati|
39010c0063	tamevāhaṁ tava samīpaṁ preṣayāmi, ato madīyaprāṇasvarūpaḥ sa tvayānugṛhyatāṁ|
39010d006a	susaṁvādasya kṛte śṛṅkhalabaddho'haṁ paricārakamiva taṁ svasannidhau varttayitum aicchaṁ|
39010e008c	kintu tava saujanyaṁ yad balena na bhūtvā svecchāyāḥ phalaṁ bhavet tadarthaṁ tava sammatiṁ vinā kimapi karttavyaṁ nāmanye|
39010f0081	ko jānāti kṣaṇakālārthaṁ tvattastasya vicchedo'bhavad etasyāyam abhiprāyo yat tvam anantakālārthaṁ taṁ lapsyase
39011000a5	puna rdāsamiva lapsyase tannahi kintu dāsāt śreṣṭhaṁ mama priyaṁ tava ca śārīrikasambandhāt prabhusambandhācca tato'dhikaṁ priyaṁ bhrātaramiva|
390111004f	ato heto ryadi māṁ sahabhāginaṁ jānāsi tarhi māmiva tamanugṛhāṇa|
3901120066	tena yadi tava kimapyaparāddhaṁ tubhyaṁ kimapi dhāryyate vā tarhi tat mameti viditvā gaṇaya|
390113008a	ahaṁ tat pariśotsyāmi, etat paulo'haṁ svahastena likhāmi, yatastvaṁ svaprāṇān api mahyaṁ dhārayasi tad vaktuṁ necchāmi|
390114006d	bho bhrātaḥ, prabhoḥ kṛte mama vāñchāṁ pūraya khrīṣṭasya kṛte mama prāṇān āpyāyaya|
3901150071	tavājñāgrāhitve viśvasya mayā etat likhyate mayā yaducyate tato'dhikaṁ tvayā kāriṣyata iti jānāmi|
39011600bb	tatkaraṇasamaye madarthamapi vāsagṛhaṁ tvayā sajjīkriyatāṁ yato yuṣmākaṁ prārthanānāṁ phalarūpo vara ivāhaṁ yuṣmabhyaṁ dāyiṣye mameti pratyāśā jāyate|
390117003c	khrīṣṭasya yīśāḥ kṛte mayā saha bandiripāphrā
390118005c	mama sahakāriṇo mārka āriṣṭārkho dīmā lūkaśca tvāṁ namaskāraṁ vedayanti|
390119005b	asmākaṁ prabho ryīśukhrīṣṭasyānugraho yuṣmākam ātmanā saha bhūyāt| āmen|
3a0000000b	ibriṇaḥ
3a01010062	purā ya īśvaro bhaviṣyadvādibhiḥ pitṛlokebhyo nānāsamaye nānāprakāraṁ kathitavān
3a0102009b	sa etasmin śeṣakāle nijaputreṇāsmabhyaṁ kathitavān| sa taṁ putraṁ sarvvādhikāriṇaṁ kṛtavān tenaiva ca sarvvajaganti sṛṣṭavān|
3a010300e8	sa putrastasya prabhāvasya pratibimbastasya tattvasya mūrttiścāsti svīyaśaktivākyena sarvvaṁ dhatte ca svaprāṇairasmākaṁ pāpamārjjanaṁ kṛtvā ūrddhvasthāne mahāmahimno dakṣiṇapārśve samupaviṣṭavān|
3a01040068	divyadūtagaṇād yathā sa viśiṣṭanāmno 'dhikārī jātastathā tebhyo'pi śreṣṭho jātaḥ|
3a010500c0	yato dūtānāṁ madhye kadācidīśvareṇedaṁ ka uktaḥ? yathā, "madīyatanayo 'si tvam adyaiva janito mayā|" punaśca "ahaṁ tasya pitā bhaviṣyāmi sa ca mama putro bhaviṣyati|"
3a0106008a	aparaṁ jagati svakīyādvitīyaputrasya punarānayanakāle tenoktaṁ, yathā, "īśvarasya sakalai rdūtaireṣa eva praṇamyatāṁ|"
3a0107008c	dūtān adhi tenedam uktaṁ, yathā, "sa karoti nijān dūtān gandhavāhasvarūpakān| vahniśikhāsvarūpāṁśca karoti nijasevakān||"
3a0108009e	kintu putramuddiśya tenoktaṁ, yathā, "he īśvara sadā sthāyi tava siṁhāsanaṁ bhavet| yāthārthyasya bhaveddaṇḍo rājadaṇḍastvadīyakaḥ|
3a0109009d	puṇye prema karoṣi tvaṁ kiñcādharmmam ṛtīyase| tasmād ya īśa īśaste sa te mitragaṇādapi| adhikāhlādatailena secanaṁ kṛtavān tava||"
3a010a0084	punaśca, yathā, "he prabho pṛthivīmūlam ādau saṁsthāpitaṁ tvayā| tathā tvadīyahastena kṛtaṁ gaganamaṇḍalaṁ|
3a010b006b	ime vinaṁkṣyatastvantu nityamevāvatiṣṭhase| idantu sakalaṁ viśvaṁ saṁjariṣyati vastravat|
3a010c006d	saṅkocitaṁ tvayā tattu vastravat parivartsyate| tvantu nityaṁ sa evāsī rnirantāstava vatsarāḥ||"
3a010d00ba	aparaṁ dūtānāṁ madhye kaḥ kadācidīśvareṇedamuktaḥ? yathā, "tavārīn pādapīṭhaṁ te yāvannahi karomyahaṁ| mama dakṣiṇadigbhāge tāvat tvaṁ samupāviśa||"
3a010e0098	ye paritrāṇasyādhikāriṇo bhaviṣyanti teṣāṁ paricaryyārthaṁ preṣyamāṇāḥ sevanakāriṇa ātmānaḥ kiṁ te sarvve dūtā nahi?
3a02010073	ato vayaṁ yad bhramasrotasā nāpanīyāmahe tadarthamasmābhi ryadyad aśrāvi tasmin manāṁsi nidhātavyāni|
3a0202009c	yato heto dūtaiḥ kathitaṁ vākyaṁ yadyamogham abhavad yadi ca tallaṅghanakāriṇe tasyāgrāhakāya ca sarvvasmai samucitaṁ daṇḍam adīyata,
3a020300b6	tarhyasmābhistādṛśaṁ mahāparitrāṇam avajñāya kathaṁ rakṣā prāpsyate, yat prathamataḥ prabhunā proktaṁ tato'smān yāvat tasya śrotṛbhiḥ sthirīkṛtaṁ,
3a0204009a	aparaṁ lakṣaṇairadbhutakarmmabhi rvividhaśaktiprakāśena nijecchātaḥ pavitrasyātmano vibhāgena ca yad īśvareṇa pramāṇīkṛtam abhūt|
3a0205006a	vayaṁ tu yasya bhāvirājyasya kathāṁ kathayāmaḥ, tat ten divyadūtānām adhīnīkṛtamiti nahi|
3a020600b1	kintu kutrāpi kaścit pramāṇam īdṛśaṁ dattavān, yathā, "kiṁ vastu mānavo yat sa nityaṁ saṁsmaryyate tvayā| kiṁ vā mānavasantāno yat sa ālocyate tvayā|
3a020700ad	divyadatagaṇebhyaḥ sa kiñcin nyūnaḥ kṛtastvayā| tejogauravarūpeṇa kirīṭena vibhūṣitaḥ| sṛṣṭaṁ yat te karābhyāṁ sa tatprabhutve niyojitaḥ|
3a020800db	caraṇādhaśca tasyaiva tvayā sarvvaṁ vaśīkṛtaṁ||" tena sarvvaṁ yasya vaśīkṛtaṁ tasyāvaśībhūtaṁ kimapi nāvaśeṣitaṁ kintvadhunāpi vayaṁ sarvvāṇi tasya vaśībhūtāni na paśyāmaḥ|
3a020900e7	tathāpi divyadūtagaṇebhyo yaḥ kiñcin nyūnīkṛto'bhavat taṁ yīśuṁ mṛtyubhogahetostejogauravarūpeṇa kirīṭena vibhūṣitaṁ paśyāmaḥ, yata īśvarasyānugrahāt sa sarvveṣāṁ kṛte mṛtyum asvadata|
3a020a00ca	aparañca yasmai yena ca kṛtsnaṁ vastu sṛṣṭaṁ vidyate bahusantānānāṁ vibhavāyānayanakāle teṣāṁ paritrāṇāgrasarasya duḥkhabhogena siddhīkaraṇamapi tasyopayuktam abhavat|
3a020b007b	yataḥ pāvakaḥ pūyamānāśca sarvve ekasmādevotpannā bhavanti, iti hetoḥ sa tān bhrātṛn vadituṁ na lajjate|
3a020c008c	tena sa uktavān, yathā, "dyotayiṣyāmi te nāma bhrātṛṇāṁ madhyato mama| parantu samite rmadhye kariṣye te praśaṁsanaṁ||"
3a020d007b	punarapi, yathā, "tasmin viśvasya sthātāhaṁ|" punarapi, yathā, "paśyāham apatyāni ca dattāni mahyam īśvarāt|"
3a020e00c0	teṣām apatyānāṁ rudhirapalalaviśiṣṭatvāt so'pi tadvat tadviśiṣṭo'bhūt tasyābhiprāyo'yaṁ yat sa mṛtyubalādhikāriṇaṁ śayatānaṁ mṛtyunā balahīnaṁ kuryyāt
3a020f0051	ye ca mṛtyubhayād yāvajjīvanaṁ dāsatvasya nighnā āsan tān uddhārayet|
3a02100053	sa dūtānām upakārī na bhavati kintvibrāhīmo vaṁśasyaivopakārī bhavatī|
3a021100d1	ato hetoḥ sa yathā kṛpāvān prajānāṁ pāpaśodhanārtham īśvaroddeśyaviṣaye viśvāsyo mahāyājako bhavet tadarthaṁ sarvvaviṣaye svabhrātṛṇāṁ sadṛśībhavanaṁ tasyocitam āsīt|
3a02120077	yataḥ sa svayaṁ parīkṣāṁ gatvā yaṁ duḥkhabhogam avagatastena parīkṣākrāntān upakarttuṁ śaknoti|
3a0301008d	he svargīyasyāhvānasya sahabhāginaḥ pavitrabhrātaraḥ, asmākaṁ dharmmapratijñāyā dūto'grasaraśca yo yīśustam ālocadhvaṁ|
3a03020076	mūsā yadvat tasya sarvvaparivāramadhye viśvāsya āsīt, tadvat ayamapi svaniyojakasya samīpe viśvāsyo bhavati|
3a03030077	parivārācca yadvat tatsthāpayituradhikaṁ gauravaṁ bhavati tadvat mūsaso'yaṁ bahutaragauravasya yogyo bhavati|
3a0304006e	ekaikasya niveśanasya parijanānāṁ sthāpayitā kaścid vidyate yaśca sarvvasthāpayitā sa īśvara eva|
3a0305009b	mūsāśca vakṣyamāṇānāṁ sākṣī bhṛtya iva tasya sarvvaparijanamadhye viśvāsyo'bhavat kintu khrīṣṭastasya parijanānāmadhyakṣa iva|
3a03060075	vayaṁ tu yadi viśvāsasyotsāhaṁ ślāghanañca śeṣaṁ yāvad dhārayāmastarhi tasya parijanā bhavāmaḥ|
3a03070073	ato hetoḥ pavitreṇātmanā yadvat kathitaṁ, tadvat, "adya yūyaṁ kathāṁ tasya yadi saṁśrotumicchatha|
3a030800a9	tarhi purā parīkṣāyā dine prāntaramadhyataḥ| madājñānigrahasthāne yuṣmābhistu kṛtaṁ yathā| tathā mā kurutedānīṁ kaṭhināni manāṁsi vaḥ|
3a030900a8	yuṣmākaṁ pitarastatra matparīkṣām akurvvata| kurvvadbhi rme'nusandhānaṁ tairadṛśyanta matkriyāḥ| catvāriṁśatsamā yāvat kruddhvāhantu tadanvaye|
3a030a0065	avādiṣam ime lokā bhrāntāntaḥkaraṇāḥ sadā| māmakīnāni vartmāni parijānanti no ime|
3a030b006d	iti hetorahaṁ kopāt śapathaṁ kṛtavān imaṁ| prevekṣyate janairetai rna viśrāmasthalaṁ mama||"
3a030c0096	he bhrātaraḥ sāvadhānā bhavata, amareśvarāt nivarttako yo'viśvāsastadyuktaṁ duṣṭāntaḥkaraṇaṁ yuṣmākaṁ kasyāpi na bhavatu|
3a030d00a6	kintu yāvad adyanāmā samayo vidyate tāvad yuṣmanmadhye ko'pi pāpasya vañcanayā yat kaṭhorīkṛto na bhavet tadarthaṁ pratidinaṁ parasparam upadiśata|
3a030e0092	yato vayaṁ khrīṣṭasyāṁśino jātāḥ kintu prathamaviśvāsasya dṛḍhatvam asmābhiḥ śeṣaṁ yāvad amoghaṁ dhārayitavyaṁ|
3a030f00c2	adya yūyaṁ kathāṁ tasya yadi saṁśrotumicchatha, tarhyājñālaṅghanasthāne yuṣmābhistu kṛtaṁ yathā, tathā mā kurutedānīṁ kaṭhināni manāṁsi va iti tena yaduktaṁ,
3a0310007d	tadanusārād ye śrutvā tasya kathāṁ na gṛhītavantaste ke? kiṁ mūsasā misaradeśād āgatāḥ sarvve lokā nahi?
3a0311008d	kebhyo vā sa catvāriṁśadvarṣāṇi yāvad akrudhyat? pāpaṁ kurvvatāṁ yeṣāṁ kuṇapāḥ prāntare 'patan kiṁ tebhyo nahi?
3a0312008c	pravekṣyate janairetai rna viśrāmasthalaṁ mameti śapathaḥ keṣāṁ viruddhaṁ tenākāri? kim aviśvāsināṁ viruddhaṁ nahi?
