2800000008	mathiḥ
420a0a0098	tēna mayā dūtasya karād granthō gr̥hītō gilitaśca| sa tu mama mukhē madhuvat svādurāsīt kintvadanāt paraṁ mamōdarastiktatāṁ gataḥ|
420a0b0073	tataḥ sa mām avadat bahūn jātivaṁśabhāṣāvadirājān adhi tvayā puna rbhaviṣyadvākyaṁ vaktavyaṁ|
420b0100b1	anantaraṁ parimāṇadaṇḍavad ēkō nalō mahyamadāyi, sa ca dūta upatiṣṭhan mām avadat, utthāyēśvarasya mandiraṁ vēdīṁ tatratyasēvakāṁśca mimīṣva|
420b0200c0	kintu mandirasya bahiḥprāṅgaṇaṁ tyaja na mimīṣva yatastad anyajātīyēbhyō dattaṁ, pavitraṁ nagarañca dvicatvāriṁśanmāsān yāvat tēṣāṁ caraṇai rmarddiṣyatē|
420b0300cc	paścāt mama dvābhyāṁ sākṣibhyāṁ mayā sāmarthyaṁ dāyiṣyatē tāvuṣṭralōmajavastraparihitau ṣaṣṭhyadhikadviśatādhikasahasradināni yāvad bhaviṣyadvākyāni vadiṣyataḥ|
420b040052	tāvēva jagadīśvarasyāntikē tiṣṭhantau jitavr̥kṣau dīpavr̥kṣau ca|
420b0500c9	yadi kēcit tau hiṁsituṁ cēṣṭantē tarhi tayō rvadanābhyām agni rnirgatya tayōḥ śatrūn bhasmīkariṣyati| yaḥ kaścit tau hiṁsituṁ cēṣṭatē tēnaivamēva vinaṣṭavyaṁ|
420b06011a	tayō rbhaviṣyadvākyakathanadinēṣu yathā vr̥ṣṭi rna jāyatē tathā gaganaṁ rōddhuṁ tayōḥ sāmarthyam asti, aparaṁ tōyāni śōṇitarūpāṇi karttuṁ nijābhilāṣāt muhurmuhuḥ sarvvavidhadaṇḍaiḥ pr̥thivīm āhantuñca tayōḥ sāmarthyamasti|
420b07008c	aparaṁ tayōḥ sākṣyē samāptē sati rasātalād yēnōtthitavyaṁ sa paśustābhyāṁ saha yuddhvā tau jēṣyati haniṣyati ca|
420b0800cc	tatastayōḥ prabhurapi yasyāṁ mahāpuryyāṁ kruśē hatō 'rthatō yasyāḥ pāramārthikanāmanī sidōmaṁ misaraścēti tasyā mahāpuryyāṁḥ sannivēśē tayōḥ kuṇapē sthāsyataḥ|
420b0900e9	tatō nānājātīyā nānāvaṁśīyā nānābhāṣāvādinō nānādēśīyāśca bahavō mānavāḥ sārddhadinatrayaṁ tayōḥ kuṇapē nirīkṣiṣyantē, tayōḥ kuṇapayōḥ śmaśānē sthāpanaṁ nānujñāsyanti|
420b0a00d5	pr̥thivīnivāsinaśca tayō rhētōrānandiṣyanti sukhabhōgaṁ kurvvantaḥ parasparaṁ dānāni prēṣayiṣyanti ca yatastābhyāṁ bhaviṣyadvādibhyāṁ pr̥thivīnivāsinō yātanāṁ prāptāḥ|
420b0b00b5	tasmāt sārddhadinatrayāt param īśvarāt jīvanadāyaka ātmani tau praviṣṭē tau caraṇairudatiṣṭhatāṁ, tēna yāvantastāvapaśyan tē 'tīva trāsayuktā abhavan|
420b0c00cc	tataḥ paraṁ tau svargād uccairidaṁ kathayantaṁ ravam aśr̥ṇutāṁ yuvāṁ sthānam ētad ārōhatāṁ tatastayōḥ śatruṣu nirīkṣamāṇēṣu tau mēghēna svargam ārūḍhavantau|
420b0d00dc	taddaṇḍē mahābhūmikampē jātē puryyā daśamāṁśaḥ patitaḥ saptasahasrāṇi mānuṣāśca tēna bhūmikampēna hatāḥ, avaśiṣṭāśca bhayaṁ gatvā svargīyēśvarasya praśaṁsām akīrttayan|
420b0e0050	dvitīyaḥ santāpō gataḥ paśya tr̥tīyaḥ santāpastūrṇam āgacchati|
420b0f0103	anantaraṁ saptadūtēna tūryyāṁ vāditāyāṁ svarga uccaiḥ svarairvāgiyaṁ kīrttitā, rājatvaṁ jagatō yadyad rājyaṁ tadadhunābhavat| asmatprabhōstadīyābhiṣiktasya tārakasya ca| tēna cānantakālīyaṁ rājatvaṁ prakariṣyatē||
420b100094	aparam īśvarasyāntikē svakīyasiṁhāsanēṣūpaviṣṭāścaturviṁśatiprācīnā bhuvi nyaṅbhūkhā bhūtvēśvaraṁ praṇamyāvadan,
420b1100b0	hē bhūta varttamānāpi bhaviṣyaṁśca parēśvara| hē sarvvaśaktiman svāmin vayaṁ tē kurmmahē stavaṁ| yat tvayā kriyatē rājyaṁ gr̥hītvā tē mahābalaṁ|
420b12014a	vijātīyēṣu kupyatsu prādurbhūtā tava krudhā| mr̥tānāmapi kālō 'sau vicārō bhavitā yadā| bhr̥tyāśca tava yāvantō bhaviṣyadvādisādhavaḥ|yē ca kṣudrā mahāntō vā nāmatastē hi bibhyati| yadā sarvvēbhya ētēbhyō vētanaṁ vitariṣyatē| gantavyaśca yadā nāśō vasudhāyā vināśakaiḥ||
420b1300d7	anantaram īśvarasya svargasthamandirasya dvāraṁ muktaṁ tanmandiramadhyē ca niyamamañjūṣā dr̥śyābhavat, tēna taḍitō ravāḥ stanitāni bhūmikampō gurutaraśilāvr̥ṣṭiścaitāni samabhavan|
420c0100b5	tataḥ paraṁ svargē mahācitraṁ dr̥ṣṭaṁ yōṣidēkāsīt sā parihitasūryyā candraśca tasyāścaraṇayōradhō dvādaśatārāṇāṁ kirīṭañca śirasyāsīt|
420c020044	sā garbhavatī satī prasavavēdanayā vyathitārttarāvam akarōt|
420c0300bd	tataḥ svargē 'param ēkaṁ citraṁ dr̥ṣṭaṁ mahānāga ēka upātiṣṭhat sa lōhitavarṇastasya sapta śirāṁsi sapta śr̥ṅgāṇi śiraḥsu ca sapta kirīṭānyāsan|
420c0400e6	sa svalāṅgūlēna gaganasthanakṣatrāṇāṁ tr̥tīyāṁśam avamr̥jya pr̥thivyāṁ nyapātayat| sa ēva nāgō navajātaṁ santānaṁ grasitum udyatastasyāḥ prasaviṣyamāṇāyā yōṣitō 'ntikē 'tiṣṭhat|
420c0500c5	sā tu puṁsantānaṁ prasūtā sa ēva lauhamayarājadaṇḍēna sarvvajātīścārayiṣyati, kiñca tasyāḥ santāna īśvarasya samīpaṁ tadīyasiṁhāsanasya ca sannidhim uddhr̥taḥ|
420c0600a6	sā ca yōṣit prāntaraṁ palāyitā yatastatrēśvarēṇa nirmmita āśramē ṣaṣṭhyadhikaśatadvayādhikasahasradināni tasyāḥ pālanēna bhavitavyaṁ|
420c0700c6	tataḥ paraṁ svargē saṁgrāma upāpiṣṭhat mīkhāyēlastasya dūtāśca tēna nāgēna sahāyudhyan tathā sa nāgastasya dūtāśca saṁgrāmam akurvvan, kintu prabhavituṁ nāśaknuvan
420c080038	yataḥ svargē tēṣāṁ sthānaṁ puna rnāvidyata|
420c090107	aparaṁ sa mahānāgō 'rthatō diyāvalaḥ (apavādakaḥ) śayatānaśca (vipakṣaḥ) iti nāmnā vikhyātō yaḥ purātanaḥ sarpaḥ kr̥tsnaṁ naralōkaṁ bhrāmayati sa pr̥thivyāṁ nipātitastēna sārddhaṁ tasya dūtā api tatra nipātitāḥ|
420c0a0147	tataḥ paraṁ svargē uccai rbhāṣamāṇō ravō 'yaṁ mayāśrāvi, trāṇaṁ śaktiśca rājatvamadhunaivēśvarasya naḥ| tathā tēnābhiṣiktasya trātuḥ parākramō 'bhavatṁ|| yatō nipātitō 'smākaṁ bhrātr̥ṇāṁ sō 'bhiyōjakaḥ| yēnēśvarasya naḥ sākṣāt tē 'dūṣyanta divāniśaṁ||
420c0b00a1	mēṣavatsasya raktēna svasākṣyavacanēna ca| tē tu nirjitavantastaṁ na ca snēham akurvvata| prāṇōṣvapi svakīyēṣu maraṇasyaiva saṅkaṭē|
420c0c00d9	tasmād ānandatu svargō hr̥ṣyantāṁ tannivāminaḥ| hā bhūmisāgarau tāpō yuvāmēvākramiṣyati| yuvayōravatīrṇō yat śaitānō 'tīva kāpanaḥ| alpō mē samayō 'styētaccāpi tēnāvagamyatē||
420c0d0074	anantaraṁ sa nāgaḥ pr̥thivyāṁ svaṁ nikṣiptaṁ vilōkya tāṁ putraprasūtāṁ yōṣitam upādravat|
420c0e00ed	tataḥ sā yōṣit yat svakīyaṁ prāntarasthāśramaṁ pratyutpatituṁ śaknuyāt tadarthaṁ mahākurarasya pakṣadvayaṁ tasvai dattaṁ, sā tu tatra nāgatō dūrē kālaikaṁ kāladvayaṁ kālārddhañca yāvat pālyatē|
420c0f0079	kiñca sa nāgastāṁ yōṣitaṁ srōtasā plāvayituṁ svamukhāt nadīvat tōyāni tasyāḥ paścāt prākṣipat|
420c100069	kintu mēdinī yōṣitam upakurvvatī nijavadanaṁ vyādāya nāgamukhād udgīrṇāṁ nadīm apivat|
420c1100ba	tatō nāgō yōṣitē kruddhvā tadvaṁśasyāvaśiṣṭalōkairarthatō ya īśvarasyājñāḥ pālayanti yīśōḥ sākṣyaṁ dhārayanti ca taiḥ saha yōddhuṁ nirgatavān|
420d010102	tataḥ paramahaṁ sāgarīyasikatāyāṁ tiṣṭhan sāgarād udgacchantam ēkaṁ paśuṁ dr̥ṣṭavān tasya daśa śr̥ṅgāṇi sapta śirāṁsi ca daśa śr̥ṅgēṣu daśa kirīṭāni śiraḥsu cēśvaranindāsūcakāni nāmāni vidyantē|
420d0200d3	mayā dr̥ṣṭaḥ sa paśuścitravyāghrasadr̥śaḥ kintu tasya caraṇau bhallūkasyēva vadanañca siṁhavadanamiva| nāganē tasmai svīyaparākramaḥ svīyaṁ siṁhāsanaṁ mahādhipatyañcādāyi|
420d0300cd	mayi nirīkṣamāṇē tasya śirasām ēkam antakāghātēna chēditamivādr̥śyata, kintu tasyāntakakṣatasya pratīkārō 'kriyata tataḥ kr̥tsnō naralōkastaṁ paśumadhi camatkāraṁ gataḥ,
420d0400a5	yaśca nāgastasmai paśavē sāmarthyaṁ dattavān sarvvē taṁ prāṇaman paśumapi praṇamantō 'kathayan, kō vidyatē paśōstulyastēna kō yōddhumarhati|
420d05007f	anantaraṁ tasmai darpavākyēśvaranindāvādi vadanaṁ dvicatvāriṁśanmāsān yāvad avasthitēḥ sāmarthyañcādāyi|
420d060078	tataḥ sa īśvaranindanārthaṁ mukhaṁ vyādāya tasya nāma tasyāvāsaṁ svarganivāsinaśca ninditum ārabhata|
420d0700cc	aparaṁ dhārmmikaiḥ saha yōdhanasya tēṣāṁ parājayasya cānumatiḥ sarvvajātīyānāṁ sarvvavaṁśīyānāṁ sarvvabhāṣāvādināṁ sarvvadēśīyānāñcādhipatyamapi tasmā adāyi|
420d0800bf	tatō jagataḥ sr̥ṣṭikālāt chēditasya mēṣavatsasya jīvanapustakē yāvatāṁ nāmāni likhitāni na vidyantē tē pr̥thivīnivāsinaḥ sarvvē taṁ paśuṁ praṇaṁsyanti|
420d09002b	yasya śrōtraṁ vidyatē sa śr̥ṇōtu|
420d0a00eb	yō janō 'parān vandīkr̥tya nayati sa svayaṁ vandībhūya sthānāntaraṁ gamiṣyati, yaśca khaṅgēna hanti sa svayaṁ khaṅgēna ghāniṣyatē| atra pavitralōkānāṁ sahiṣṇutayā viśvāsēna ca prakāśitavyaṁ|
420d0b009c	anantaraṁ pr̥thivīta udgacchan apara ēkaḥ paśu rmayā dr̥ṣṭaḥ sa mēṣaśāvakavat śr̥ṅgadvayaviśiṣṭa āsīt nāgavaccābhāṣata|
420d0c00c8	sa prathamapaśōrantikē tasya sarvvaṁ parākramaṁ vyavaharati viśēṣatō yasya prathamapaśōrantikakṣataṁ pratīkāraṁ gataṁ tasya pūjāṁ pr̥thivīṁ tannivāsinaśca kārayati|
420d0d0064	aparaṁ mānavānāṁ sākṣād ākāśatō bhuvi vahnivarṣaṇādīni mahācitrāṇi karōti|
420d0e0115	tasya paśōḥ sākṣād yēṣāṁ citrakarmmaṇāṁ sādhanāya sāmarthyaṁ tasmai dattaṁ taiḥ sa pr̥thivīnivāsinō bhrāmayati, viśēṣatō yaḥ paśuḥ khaṅgēna kṣatayuktō bhūtvāpyajīvat tasya pratimānirmmāṇaṁ pr̥thivīnivāsina ādiśati|
420d0f00db	aparaṁ tasya paśōḥ pratimā yathā bhāṣatē yāvantaśca mānavāstāṁ paśupratimāṁ na pūjayanti tē yathā hanyantē tathā paśupratimāyāḥ prāṇapratiṣṭhārthaṁ sāmarthyaṁ tasmā adāyi|
420d10006d	aparaṁ kṣudramahaddhanidaridramuktadāsān sarvvān dakṣiṇakarē bhālē vā kalaṅkaṁ grāhayati|
420d1100ac	tasmād yē taṁ kalaṅkamarthataḥ paśō rnāma tasya nāmnaḥ saṁkhyāṅkaṁ vā dhārayanti tān vinā parēṇa kēnāpi krayavikrayē karttuṁ na śakyētē|
420d1200c8	atra jñānēna prakāśitavyaṁ| yō buddhiviśiṣṭaḥ sa paśōḥ saṁkhyāṁ gaṇayatu yataḥ sā mānavasya saṁkhyā bhavati| sā ca saṁkhyā ṣaṭṣaṣṭyadhikaṣaṭśatāni|
420e010117	tataḥ paraṁ nirīkṣamāṇēna mayā mēṣaśāvakō dr̥ṣṭaḥ sa siyōnaparvvatasyōparyyatiṣṭhat, aparaṁ yēṣāṁ bhālēṣu tasya nāma tatpituśca nāma likhitamāstē tādr̥śāścatuścatvāriṁśatsahasrādhikā lakṣalōkāstēna sārddham āsan|
420e0200ba	anantaraṁ bahutōyānāṁ rava iva gurutarastanitasya ca rava iva ēkō ravaḥ svargāt mayāśrāvi| mayā śrutaḥ sa ravō vīṇāvādakānāṁ vīṇāvādanasya sadr̥śaḥ|
420e03010c	siṁhasanasyāntikē prāṇicatuṣṭayasya prācīnavargasya cāntikē 'pi tē navīnamēkaṁ gītam agāyan kintu dharaṇītaḥ parikrītān tān catuścatvāriṁśatyahasrādhikalakṣalōkān vinā nāparēṇa kēnāpi tad gītaṁ śikṣituṁ śakyatē|
420e04010d	imē yōṣitāṁ saṅgēna na kalaṅkitā yatastē 'maithunā mēṣaśāvakō yat kimapi sthānaṁ gacchēt tatsarvvasmin sthānē tam anugacchanti yatastē manuṣyāṇāṁ madhyataḥ prathamaphalānīvēśvarasya mēṣaśāvakasya ca kr̥tē parikrītāḥ|
420e05007b	tēṣāṁ vadanēṣu cānr̥taṁ kimapi na vidyatē yatastē nirddōṣā īśvarasiṁhāsanasyāntikē tiṣṭhanti|
420e060127	anantaram ākāśamadhyēnōḍḍīyamānō 'para ēkō dūtō mayā dr̥ṣṭaḥ sō 'nantakālīyaṁ susaṁvādaṁ dhārayati sa ca susaṁvādaḥ sarvvajātīyān sarvvavaṁśīyān sarvvabhāṣāvādinaḥ sarvvadēśīyāṁśca pr̥thivīnivāsinaḥ prati tēna ghōṣitavyaḥ|
420e070106	sa uccaiḥsvarēṇēdaṁ gadati yūyamīśvarād bibhīta tasya stavaṁ kuruta ca yatastadīyavicārasya daṇḍa upātiṣṭhat tasmād ākāśamaṇḍalasya pr̥thivyāḥ samudrasya tōyaprasravaṇānāñca sraṣṭā yuṣmābhiḥ praṇamyatāṁ|
420e08009e	tatpaścād dvitīya ēkō dūta upasthāyāvadat patitā patitā sā mahābābil yā sarvvajātīyān svakīyaṁ vyabhicārarūpaṁ krōdhamadam apāyayat|
420e0900a5	tatpaścād tr̥tīyō dūta upasthāyōccairavadat, yaḥ kaścita taṁ śaśuṁ tasya pratimāñca praṇamati svabhālē svakarē vā kalaṅkaṁ gr̥hlāti ca
420e0a00c8	sō 'pīśvarasya krōdhapātrē sthitam amiśritaṁ madat arthata īśvarasya krōdhamadaṁ pāsyati pavitradūtānāṁ mēṣaśāvakasya ca sākṣād vahnigandhakayō ryātanāṁ lapsyatē ca|
420e0b00ce	tēṣāṁ yātanāyā dhūmō 'nantakālaṁ yāvad udgamiṣyati yē ca paśuṁ tasya pratimāñca pūjayanti tasya nāmnō 'ṅkaṁ vā gr̥hlanti tē divāniśaṁ kañcana virāmaṁ na prāpsyanti|
420e0c0086	yē mānavā īśvarasyājñā yīśau viśvāsañca pālayanti tēṣāṁ pavitralōkānāṁ sahiṣṇutayātra prakāśitavyaṁ|
420e0d011a	aparaṁ svargāt mayā saha sambhāṣamāṇa ēkō ravō mayāśrāvi tēnōktaṁ tvaṁ likha, idānīmārabhya yē prabhau mriyantē tē mr̥tā dhanyā iti; ātmā bhāṣatē satyaṁ svaśramēbhyastai rvirāmaḥ prāptavyaḥ tēṣāṁ karmmāṇi ca tān anugacchanti|
420e0e00d9	tadanantaraṁ nirīkṣamāṇēna mayā śvētavarṇa ēkō mēghō dr̥ṣṭastanmēghārūḍhō janō mānavaputrākr̥tirasti tasya śirasi suvarṇakirīṭaṁ karē ca tīkṣṇaṁ dātraṁ tiṣṭhati|
420e0f00fb	tataḥ param anya ēkō dūtō mandirāt nirgatyōccaiḥsvarēṇa taṁ mēghārūḍhaṁ sambhāṣyāvadat tvayā dātraṁ prasāryya śasyacchēdanaṁ kriyatāṁ śasyacchēdanasya samaya upasthitō yatō mēdinyāḥ śasyāni paripakkāni|
420e10006e	tatastēna mēghārūḍhēna pr̥thivyāṁ dātraṁ prasāryya pr̥thivyāḥ śasyacchēdanaṁ kr̥taṁ|
420e11006a	anantaram apara ēkō dūtaḥ svargasthamandirāt nirgataḥ sō 'pi tīkṣṇaṁ dātraṁ dhārayati|
420e120115	aparam anya ēkō dūtō vēditō nirgataḥ sa vahnēradhipatiḥ sa uccaiḥsvarēṇa taṁ tīkṣṇadātradhāriṇaṁ sambhāṣyāvadat tvayā svaṁ tīkṣṇaṁ dātraṁ prasāryya mēdinyā drākṣāgucchacchēdanaṁ kriyatāṁ yatastatphalāni pariṇatāni|
420e1300be	tataḥ sa dūtaḥ pr̥thivyāṁ svadātraṁ prasāryya pr̥thivyā drākṣāphalacchēdanam akarōt tatphalāni cēśvarasya krōdhasvarūpasya mahākuṇḍasya madhyaṁ nirakṣipat|
420e14009c	tatkuṇḍasthaphalāni ca bahi rmardditāni tataḥ kuṇḍamadhyāt nirgataṁ raktaṁ krōśaśataparyyantam aśvānāṁ khalīnān yāvad vyāpnōt|
420f0100dc	tataḥ param ahaṁ svargē 'param ēkam adbhutaṁ mahācihnaṁ dr̥ṣṭavān arthatō yai rdaṇḍairīśvarasya kōpaḥ samāptiṁ gamiṣyati tān daṇḍān dhārayantaḥ sapta dūtā mayā dr̥ṣṭāḥ|
420f0200de	vahnimiśritasya kācamayasya jalāśayasyākr̥tirapi dr̥ṣṭā yē ca paśōstatpratimāyāstannāmnō 'ṅkasya ca prabhūtavantastē tasya kācamayajalāśayasya tīrē tiṣṭhanta īśvarīyavīṇā dhārayanti,
420f030108	īśvaradāsasya mūsasō gītaṁ mēṣaśāvakasya ca gītaṁ gāyantō vadanti, yathā, sarvvaśaktiviśiṣṭastvaṁ hē prabhō paramēśvara|tvadīyasarvvakarmmāṇi mahānti cādbhutāni ca| sarvvapuṇyavatāṁ rājan mārgā nyāyyā r̥tāśca tē|
420f040122	hē prabhō nāmadhēyāttē kō na bhītiṁ gamiṣyati| kō vā tvadīyanāmnaśca praśaṁsāṁ na kariṣyati| kēvalastvaṁ pavitrō 'si sarvvajātīyamānavāḥ| tvāmēvābhipraṇaṁsyanti samāgatya tvadantikaṁ| yasmāttava vicārājñāḥ prādurbhāvaṁ gatāḥ kila||
420f050065	tadanantaraṁ mayi nirīkṣamāṇē sati svargē sākṣyāvāsasya mandirasya dvāraṁ muktaṁ|
420f0600d7	yē ca sapta dūtāḥ sapta daṇḍān dhārayanti tē tasmāt mandirāt niragacchan| tēṣāṁ paricchadā nirmmalaśr̥bhravarṇavastranirmmitā vakṣāṁsi ca suvarṇaśr̥ṅkhalai rvēṣṭitānyāsan|
420f070067	aparaṁ caturṇāṁ prāṇinām ēkastēbhyaḥ saptadūtēbhyaḥ saptasuvarṇakaṁsān adadāt|
420f0800d0	anantaram īśvarasya tējaḥprabhāvakāraṇāt mandiraṁ dhūmēna paripūrṇaṁ tasmāt taiḥ saptadūtaiḥ saptadaṇḍānāṁ samāptiṁ yāvat mandiraṁ kēnāpi pravēṣṭuṁ nāśakyata|
42100100bd	tataḥ paraṁ mandirāt tān saptadūtān sambhāṣamāṇa ēṣa mahāravō mayāśrāvi, yūyaṁ gatvā tēbhyaḥ saptakaṁsēbhya īśvarasya krōdhaṁ pr̥thivyāṁ srāvayata|
42100200e2	tataḥ prathamō dūtō gatvā svakaṁsē yadyad avidyata tat pr̥thivyām asrāvayat tasmāt paśōḥ kalaṅkadhāriṇāṁ tatpratimāpūjakānāṁ mānavānāṁ śarīrēṣu vyathājanakā duṣṭavraṇā abhavan|
42100300c0	tataḥ paraṁ dvitīyō dūtaḥ svakaṁsē yadyad avidyata tat samudrē 'srāvayat tēna sa kuṇapasthaśōṇitarūpyabhavat samudrē sthitāśca sarvvē prāṇinō mr̥tyuṁ gatāḥ|
42100400d4	aparaṁ tr̥tīyō dūtaḥ svakaṁsē yadyad avidyata tat sarvvaṁ nadīṣu jalaprasravaṇēṣu cāsrāvayat tatastāni raktamayānyabhavan| aparaṁ tōyānām adhipasya dūtasya vāgiyaṁ mayā śrutā|
421005007a	varttamānaśca bhūtaśca bhaviṣyaṁśca paramēśvaraḥ| tvamēva nyāyyakārī yad ētādr̥k tvaṁ vyacārayaḥ|
421006007d	bhaviṣyadvādisādhūnāṁ raktaṁ tairēva pātitaṁ| śōṇitaṁ tvantu tēbhyō 'dāstatpānaṁ tēṣu yujyatē||
42100700c6	anantaraṁ vēdītō bhāṣamāṇasya kasyacid ayaṁ ravō mayā śrutaḥ, hē paraśvara satyaṁ tat hē sarvvaśaktiman prabhō| satyā nyāyyāśca sarvvā hi vicārājñāstvadīyakāḥ||
4210080097	anantaraṁ caturthō dūtaḥ svakaṁsē yadyad avidyata tat sarvvaṁ sūryyē 'srāvayat tasmai ca vahninā mānavān dagdhuṁ sāmarthyam adāyi|
42100900ae	tēna manuṣyā mahātāpēna tāpitāstēṣāṁ daṇḍānām ādhipatyaviśiṣṭasyēśvarasya nāmānindan tatpraśaṁsārthañca manaḥparivarttanaṁ nākurvvan|
42100a00dc	tataḥ paraṁ pañcamō dūtaḥ svakaṁsē yadyad avidyata tat sarvvaṁ paśōḥ siṁhāsanē 'srāvayat tēna tasya rāṣṭraṁ timirācchannam abhavat lōkāśca vēdanākāraṇāt svarasanā adaṁdaśyata|
42100b0067	svakīyavyathāvraṇakāraṇācca svargastham anindan svakriyābhyaśca manāṁsi na parāvarttayan|
42100c00e0	tataḥ paraṁ ṣaṣṭhō dūtaḥ svakaṁsē yadyad avidyata tat sarvvaṁ pharātākhyō mahānadē 'srāvayat tēna sūryyōdayadiśa āgamiṣyatāṁ rājñāṁ mārgasugamārthaṁ tasya tōyāni paryyaśuṣyan|
42100d00ab	anantaraṁ nāgasya vadanāt paśō rvadanāt mithyābhaviṣyadvādinaśca vadanāt nirgacchantastrayō 'śucaya ātmānō mayā dr̥ṣṭāstē maṇḍūkākārāḥ|
42100e00df	ta āścaryyakarmmakāriṇō bhūtānām ātmānaḥ santi sarvvaśaktimata īśvarasya mahādinē yēna yuddhēna bhavitavyaṁ tatkr̥tē kr̥tsrajagatō rājñāḥ saṁgrahītuṁ tēṣāṁ sannidhiṁ nirgacchanti|
42100f0049	aparam ibribhāṣayā harmmagiddōnāmakasthanē tē saṅgr̥hītāḥ|
42101000c5	paśyāhaṁ cairavad āgacchāmi yō janaḥ prabuddhastiṣṭhati yathā ca nagnaḥ san na paryyaṭati tasya lajjā ca yathā dr̥śyā na bhavati tathā svavāsāṁsi rakṣati sa dhanyaḥ|
42101100bf	tataḥ paraṁ saptamō dūtaḥ svakaṁsē yadyad avidyata tat sarvvam ākāśē 'srāvayat tēna svargīyamandiramadhyasthasiṁhāsanāt mahāravō 'yaṁ nirgataḥ samāptirabhavaditi|
42101200cc	tadanantaraṁ taḍitō ravāḥ stanitāni cābhavan, yasmin kālē ca pr̥thivyāṁ manuṣyāḥ sr̥ṣṭāstam ārabhya yādr̥ṅmahābhūmikampaḥ kadāpi nābhavat tādr̥g bhūkampō 'bhavat|
42101300ba	tadānīṁ mahānagarī trikhaṇḍā jātā bhinnajātīyānāṁ nagarāṇi ca nyapatan mahābābil cēśvarēṇa svakīyapracaṇḍakōpamadirāpātradānārthaṁ saṁsmr̥tā|
421014002e	dvīpāśca palāyitā girayaścāntahitāḥ|
42101500d2	gaganamaṇḍalācca manuṣyāṇām uparyyēkaikadrōṇaparimitaśilānāṁ mahāvr̥ṣṭirabhavat tacchilāvr̥ṣṭēḥ klēśāt manuṣyā īśvaram anindam yatastajjātaḥ klēśō 'tīva mahān|
42110100cf	tadanantaraṁ tēṣāṁ saptakaṁsadhāriṇāṁ saptadūtānām ēka āgatya māṁ sambhāṣyāvadat, atrāgaccha, mēdinyā narapatayō yayā vēśyayā sārddhaṁ vyabhicārakarmma kr̥tavantaḥ,
421102009e	yasyā vyabhicāramadēna ca pr̥thivīnivāsinō mattā abhavan tasyā bahutōyēṣūpaviṣṭāyā mahāvēśyāyā daṇḍam ahaṁ tvāṁ darśayāmi|
42110300e4	tatō 'ham ātmanāviṣṭastēna dūtēna prāntaraṁ nītastatra nindānāmabhiḥ paripūrṇaṁ saptaśirōbhi rdaśaśr̥ṅgaiśca viśiṣṭaṁ sindūravarṇaṁ paśumupaviṣṭā yōṣidēkā mayā dr̥ṣṭā|
42110400ff	sā nārī kr̥ṣṇalōhitavarṇaṁ sindūravarṇañca paricchadaṁ dhārayati svarṇamaṇimuktābhiśca vibhūṣitāsti tasyāḥ karē ghr̥ṇārhadravyaiḥ svavyabhicārajātamalaiśca paripūrṇa ēkaḥ suvarṇamayaḥ kaṁsō vidyatē|
421105008a	tasyā bhālē nigūḍhavākyamidaṁ pr̥thivīsthavēśyānāṁ ghr̥ṇyakriyāṇāñca mātā mahābābiliti nāma likhitam āstē|
42110600be	mama dr̥ṣṭigōcarasthā sā nārī pavitralōkānāṁ rudhirēṇa yīśōḥ sākṣiṇāṁ rudhirēṇa ca mattāsīt tasyā darśanāt mamātiśayam āścaryyajñānaṁ jātaṁ|
42110700ca	tataḥ sa dūtō mām avadat kutastavāścaryyajñānaṁ jāyatē? asyā yōṣitastadvāhanasya saptaśirōbhi rdaśaśr̥ṅgaiśca yuktasya paśōśca nigūḍhabhāvam ahaṁ tvāṁ jñāpayāmi|
4211080159	tvayā dr̥ṣṭō 'sau paśurāsīt nēdānīṁ varttatē kintu rasātalāt tēnōdētavyaṁ vināśaśca gantavyaḥ| tatō yēṣāṁ nāmāni jagataḥ sr̥ṣṭikālam ārabhya jīvanapustakē likhitāni na vidyantē tē pr̥thivīnivāsinō bhūtam avarttamānamupasthāsyantañca taṁ paśuṁ dr̥ṣṭvāścaryyaṁ maṁsyantē|
42110900a0	atra jñānayuktayā buddhyā prakāśitavyaṁ| tāni saptaśirāṁsi tasyā yōṣita upavēśanasthānasvarūpāḥ saptagirayaḥ sapta rājānaśca santi|
42110a0092	tēṣāṁ pañca patitā ēkaśca varttamānaḥ śēṣaścādyāpyanupasthitaḥ sa yadōpasthāsyati tadāpi tēnālpakālaṁ sthātavyaṁ|
42110b007a	yaḥ paśurāsīt kintvidānīṁ na varttatē sa ēvāṣṭamaḥ, sa saptānām ēkō 'sti vināśaṁ gamiṣyati ca|
42110c00cc	tvayā dr̥ṣṭāni daśaśr̥ṅgāṇyapi daśa rājānaḥ santiḥ, adyāpi tai rājyaṁ na prāptaṁ kintu muhūrttamēkaṁ yāvat paśunā sārddhaṁ tē rājāna iva prabhutvaṁ prāpsyanti|
42110d0050	ta ēkamantraṇā bhaviṣyanti svakīyaśaktiprabhāvau paśavē dāsyanti ca|
42110e00c9	tē mēṣaśāvakēna sārddhaṁ yōtsyanti, kintu mēṣaśāvakastān jēṣyati yataḥ sa prabhūnāṁ prabhū rājñāṁ rājā cāsti tasya saṅginō 'pyāhūtā abhirucitā viśvāsyāśca|
