0100000007	Jenesis
1a0c0200e2	Vahe'mofo mofavremoka, keontahi vahe amu'nompi mani'nane. Zamavuma ke'zana zamavurga huzmante'neanagi, zamavua nonkaze, keagama antahi'zana zamagesa huzmante'neanagi, keaga nontahize. Na'ankure zamagra keontahi vahe mani'naze.
1a0c03014f	E'ina hu'negu vahe'mofo mofavremoka, zage ferupi kagra fenonka'a retrotra hunka kina ome hu'naku'ma neviaza hunka nevuge'za kageho. Kagra'a kumateti'ma ru kumate'ma kinama ome hunaku'ma viaza hunka nevuge'za keho. Hagi zamagra keontahi vahe mani'nazanagi, Nagrama nagesama antahuana, e'inama hananke'za zamagra ke'za antahiza hugahaze.
1a0c040090	Hagi negesagenka, zageferupi fenonka'a eri fegi atrenka retro nehugeno, kinagama sena kinama huzmante'za zamavare'zama nevaza vahekna hunka vuo.
1a0c050062	Hagi nege'nagenka have kuma kegina hagenkro hutenka, fenonka'a erinka ana kampinti frenkrohuramio.
1a0c0600de	Hagi rehanima nehanigenka negesagenka kuka'a erinka kafunte nentenka, atrenkama vanana mopama kezankura kavogasafina tavrave erinka refite'nenka vuo. E'inama hananana Israeli vahe'mo'za kagehogu avame'name'za tro hugantoe.
1a0c070111	Hige'na Ra Anumzamo'ma nasami'nea kante antena ana zana hu'noe. Kina vahe'mo'zama nehazaza hu'na ferura fenoni'a eri megi netre'na, kinaga kuma have kegina, nazanuti kafina hagenkro hu'noe. Hagi kinagama hanintirima higena, fenoni'a nafunte erigonefi'na negazage'na vu'noe.
1a0c08003e	Hagi nanterama segeno'a, Ra Anumzamo'a amanage huno nasami'ne,
1a0c09005c	Vahe'mofo mofavremoka keontahi Israeli vahe'mo'za e'i na'a nehane hu'za kantahi onke'nazafi?
1a0c0a00b3	Hagi amanage hunka zamasamio, Ra Anumzamo'a amanage hie, Ama avamezama hua avamezamo'a Jerusalemi kumapima nemaniza ugota kva vahe'ene maka Israeli vahe'mo'za kesaza avame'za hue.
1a0c0b00ca	Hagi amanage hunka zamasmio, tamagrama hanaza zamofo avame'za nagra nehuankita, ama ana zana tamagrite efore hugahie. Hagi tamagrira ha' vahe'mo'za kina eme huramante'za tamavre'za ru moparega vugahaze.
1a0c0c00ee	Hagi zagema ufrenigeno'a Jerusalemi kumate ugota kva ne'mo'a fenozama'a afunte erigonefino vugahie. Hagi kumamofo have kegina kafiza hagenkro hu'neza avre atiramigahaze. Hagi avugosafina tavrave refite'neno atre'noma vania mopa onkegahie.
1a0c0d009a	Hagi kukoni'a rutarente'nenugeno ana kukomo azerigahie. Ana hutena avre'na Babiloni va'nena Babiloni mopafi umanisianagi ana mopa onke mani'neno frigahie.
1a0c0e00b9	Hagi agri'ma manigaginte'naza vahera zahopi zamazeri panani hutregahue. Hagi eri'za vahe'ane, sondia vahe'anena bainati kazina anoma'a eri atretena ana bainati kazinteti zmavaririgahue.
1a0c0f00a1	Hagi zamahe panani'ma hanuge'zama mago mago hu'za ru moparegane ru kumatamimpima umani emani hanu'za, Nagrikura Ra Anumza mani'ne hu'za ke'za antahi'za hugahaze.
1a0c100130	Hianagi osi'a nagama zamagu'ma vazisugeno'ma bainati kazinteti'ma zamahe nofrisageno, agatonto zamo'ene ruzahu ruzahu kriramimo'ma zamahe ofrisia vahe'mo'za maka kefoza huno hi'mnage avu'avazazmia anama vanaza mopafi vahetmintera huama nehu'za, Nagrikura Ra Anumza mani'ne hu'za ke'za antahi'za hugahaze.
1a0c110021	Hagi Ra Anumzamo'a amanage hu'ne,
1a0c12004a	Vahe'mofo mofavremoka, kagogonefena kahirahiku nehunka, ne'zane tinena no.
1a0c13018e	Hagi ana mopafi vahera amanage hunka zamasamio, Israeli mopafima Jerusalemi kumate'ma mani'naza vahekura, Ra Anumzana hankavenentake Anumzamo'a amanage hie, zamagogogu nehu'za zamahirahi nerena ne'zane tinena negahaze. Na'ankure maka anampima nemaniza vahe'mo'zama hafra nehu'za, vahera ohefri ahefri nehaza zanteku huna mopazmifintira miko zantamina eri fanane hanugeno, mago'zana omnetfa hugahie.
1a0c1400a3	Hagi vahe'ma nemaniza kuma'mo'a havizantfa hinkeno, mopa zamimo'enena havizantfa hugahie. E'ina hinkeno Nagrikura Ra Anumza mani'ne hu'za ke'za antahi'za hugahaze.
1a0c15002a	Hagi Ra Anumzamo'a amanage huno nasami'ne,
1a0c1600c7	Vahe'mofo mofavremoka, Israeli mopafima mani'naza vahe'mo'za mago kea amanage hutere nehaze, knamo'a tagatere tagatere nehigeno, avanagema tasami'nana kemo'a amne zankna huno nena raga'a nore nehaze.
1a0c170106	Hagi amanage hunka zamasamio, Ra Anumzana Agra Anumzamo'a amanage hie, Zamagrama nehaza nanekea eri atra'nenkeno, Israeli agu'afina mago'enena ana nanekea osugahaze. Hanki mika avanagna zama kenana zamo'ma efore'ma hania knamo'a hago kofta nehie hunka zamasamio.
1a0c18005a	Hagi Israeli vahepina mago'anena havige ava'nagene havige kasnampa kenena huama osugahaze.
1a0c190139	Na'ankure Nagra Ra Anumzanki'na nanknahu nanekema hunaku'ma hanuana amne hanugeno, ana zamo'a fore hugahie. Hagi ana kemo'a zazatera meno ovugahianki, tamagri knafi ana zana fore hugahie. Tamagra keontahi vahe mani'nazanki'na, nanknahu nanekema huankemo'a nena raga'a rentegahie huna Ra Anumzana, Anumzamo'na hue.
1a0c1a0033	Hagi Ra Anumzamo'a mago'ane amanage huno nasami'ne,
1a0c1b00ce	Vahe'mofo mofavremoka ko, Israeli vahe'mo'za amanage nehaze, avanagna zama ke'nea zamo'a kora forera osanigeta za'za kna manita vugahune nehu'za, kasnampa kema nehiana afete me'nea zanku nehie hu'za nehaze.
1a0c1c00bd	E'ina hu'negu amanage hunka zamasmio, magore huno kema hunte'noa ke'ni'amo'a zazatera meno ovugahianki, ame hu'na ana ke'ni'a eri nenaraga regahue huno Ra Anumzana Anumzamo'a hie hunka huo.
1a0d010025	Ra Anumzamo'a amanage huno nasami'ne,
1a0d0200b2	Vahe'mofo mofavremoka, Israeli mopafi vahe'mo'zama havige kasnampa kema zamagra'a zamagesafinti'ma nehaza vahera amanage hunka zamasamio, Ra Anumzamo'a amanage nehianki antahiho.
1a0d0300a4	Hagi Ra Anumzana hankavenentake Anumzamo'a amanage hu'ne, Neginagi kasnampa vahe'mo'za mago'zana nonkazanagi zamagra'a antahintahima nevaririza vahe'mo'za kva hiho.
1a0d040065	Hagi Israeli vahe'mota, tamagri kasnampa vahe'mo'za haviza hu'nea kumapi nemaniza afi kragna hu'naze.
1a0d0500c9	Hagi ana vahe'mo'za kumamofo have keginama havizama hu'neana, mareriza eriso'ea osu'naze. Ana hu'neanki'za Ra Anumzamo'ma huhampri ante'nea kna zupama ha'ma eme nehanage'za hankaveti'za hara osugahaze.
1a0d0600d7	Hagi zamagra havige ava'nagnaza nege'za, havige kasnampa nehu'za, Ra Anumzamo tasamia ke nehune hu'za nehazanagi, Nagra ozmasami'noa naneke nehu'za, zamagra ana naneke zmimo'ma eama'ma hanigu avega ante'za nemanize.
1a0d070067	Hagi tamagra havige avana negeta, Nagra osu'noa kegura Ra Anumzamo hie huta havige kasnampa kea nehaze.
1a0d080097	E'ina hu'negu Ra Anumzamo'a amanage hu'ne, Na'ankure tamagra havige nehuta, havige ava'nane negazagu, Nagra hara reneramantoe huno Ra Anumzamo'a hu'ne.
1a0d090169	Hagi havige ava'nagna zama nege'za, havige kasanampa kema nehaza kasnampa vahera nazana erisga hu'na hara huzmantegahue. Ana hanuge'za Nagri vahe kevufina omanige, Israeli vahetmima zamagima krente'naza avontafepina zamagia kreontegahaze. Ana hanage'za Israeli mopafina vano osugahaze. E'ina hanuge'za Nagrikura Ra Anumza mani'ne hu'za ke'za antahi'za hugahaze.
1a0d0a012e	Na'ankure havige kasnampa vahe'mo'za vahe'ni'a rezamatga hu'za amanage nehaze, hazamoke'ma hu'nefina hara omane'nigeta tamarimpa fru huta manigahaze hu'za nehaze. Hagi vahe'mo'zama kumamofo have keginama hapa'ma kate'za hunaku'ma nehazage'za, ana kasnampa vahe'mo'za efeke masave fre'za eri nehananaze.
1a0d0b00d9	E'ina hu'negu kuma keginare'ma efeke hapama fre hanane'naza vahera, ana keginamo'a traka huno masegahie huta zamasamiho. Nagra tusi ko'ene komopa ko'ene, ununko'ene huntanenkeno ana have kegina eri fragu vazitregahie.
1a0d0c009a	Hagi ana kuma have keginamo'ma tapage'ma huraminige'za ana kasanampa vahera zamantahige'za, efeke hapama fre hanane'naza kegina, iga me'ne hu'za hugahaze.
1a0d0d00e3	E'ina hu'negu Ra Anumzana Agra miko'zama kegavama hu'nea Anumzamo'a amanage hie, Narimpa ahe'zamante'na ununkora hunente'na, nasivazi zamante'na ko'ene komopa ko'enena huntanenkeno vazihagagino maka zana eri havizantfa hugahie.
1a0d0e0100	Hagi efeke pentima hu'naza kuma have kegina eri tapage hutre'nugeno mopafi masenigeno tra'ma anteta tro'ma hu'naza tra'mo'a amate megahie. Hagi ana have keginamo'ma faragu vaziramino tamarefitenketa, Nagrikura Ra Anumza mani'ne huta keta antahita hugahaze.
1a0d0f0116	Anama hutena have keginane, ana keginare'ma efeke hapa'ma fre hananenaza vahe'enena, narimpa ahe'zana zamagrite rupopo huvagaregahue. Ana nehu'na amanage hu'na hugahue, have keginamo'a nomanegeno, ana keginare'ma efeke hapa'ma fre hananenaza vahe'enena omani'naze hu'na hugahue.
1a0d1000c1	Israeli kasnampa vahetmima, Jerusalemi kumaku'ma kasnampa kema nehu'za, havige ava'nama nege'za, ha'zana omanegahianki fru huta maniho hu'zama nehaza zanena omanegahie huno Ra Anumzamo'a hu'ne.
1a0d1100a7	Hagi vahe'mofo mofavre'moka, menina Israeli a'nemo'zama zamagra'a zamagesafinti'ma havige kasanampa kema nehaza a'neramina, zamazeri haviza hu kasnampa ke huzmantenka,
1a0d1201ae	amanage huo, Ra Anumzana Mikozama Kegavama Hu'nea Anumzamo'a amanage hie, Safezanema nehuta vahe zamazampi avasase zama tro huta antani nezmanteta, tavravema hatita zamasenire'ma anaki nezmantaza zamo'a krifufima zagagafa azeriaza huno vahera aze'nerianki kva hiho. Hagi tamagesama antahi'zana vaheni'a zamazeri haviza hugahune huta nehuta, tamagra knare huta manigahune huta nehazanagi, Nagra ana zantamina eri haviza hutregahue.
1a0d130115	Hagi osi'a bali azampi eri avite'za tro hu'naza bretine, osi'a breti ankra'a Nagri vahepintira enerita, Nagri nagia eri haviza hu'naze. Ana nehuta ofriga vahetmina zamahe nefrita, friga vahetamina zamatrage'za nemanizageta ofrita knare huta manigahaze huta havigea nezmasamize.
1a0d14013a	E'ina hu'negu Ra Anumzana Mikozama Kegava Hu'nea Anumzamo'a amanage hie, Safezama huta vahe zamazampi asama tro'ma huntazageno krifufima namama azeriazama huno zamazeri'nea zana zamazampintira rutraga hutre'nugeno, namaramimo'za krifufinti aru kraruvazi'za hare'za frazankna hu'za kinafintira fru hu'za manigahaze.
1a0d1500e5	Ana nehu'na tavaravema hatita zmasenire'ma anaki zmante'naza zana eri tagato hutre'na, vaheni'a zamagu vazinuge'za mago'enena tamagri hihamufina omanigahaze. E'ina hanugeta Nagrikura Ra Anumza mani'ne huta keta antahita hugahaze.
1a0d1600e3	Na'ankure tamagrama havige zama hazazamo fatgo vahe'mokizmia muha zana eri netraze. Hianagi Nagra mago zana hu'na zamazeri zamasunkura osu'noanagi, tamagra zamazeri fatgo hazage'za kefo avu'ava zana atre'za zamagura ovazi'naze.
1a0d1700ca	E'ina hu'nazagu havige avanagna zama negaza a'nemota ru'enena nonketa, safezanena osugahaze. Tamagri tamazampintira vahe'ni'a zamagu vazi'nena, Nagrikura Ra Anumza mani'ne hu'za ke'za antahiza hugahaze.
1a0e010044	Hagi anante mago'a Israeli ranra vahe'mo'za e'za navuga emanizageno,
1a0e020024	Ra Anumzamo'a amanage huno nasmi'ne,
1a0e0300d9	Vahe'mofo mofavremoka, ama kva vahe'mo'za kaza osu havi anumzazmia zamagu'afi avrenente'za, kefo avu'ava'ma nehu'za tanafa'ma hanaza zana zamavuga ante'naze. E'ina hu'negu zamatrenuge'za Nagri'enena nanekea osugahaze.
1a0e04014c	E'ina hu'negu Ra Anumzana miko zama kegavama hu'nea Anumzamo'a amanage hie hunka zamasamio, Mago Israeli vahe'mo'ma kaza osu havi anumzama avre agu'afima nenteno, kefo avu'avazanu traka huno mase'za avuga tro hunenteno, kasnampa vahete'ma ne-ea vahera agrama hu'nenia avu'avazante ante'na Ra Anumzamo'na Nagrani'a kenona huntegahue.
1a0e050072	E'ina hu'na Nagri'ma natre'za kaza osu havi anumzama nevaririza Israeli vahe'mokizmi zamagu'a eri rukrahe hugahue.
1a0e0600c8	E'ina hu'negu Ra Anumzana Mikozama Kegavama Hu'nea Anumzamo'a amanage hie hunka Israeli vahera zmasmio, Kaza osu anumzana tamefi hunemita, hi'mnage avu'ava'ma nehaza zana atreta tamagu'a rukrahe hiho.
1a0e070134	Hagi Israeli vahe'mo'o, ruregati'ma enemania vahe'mo'ma Nagri'ma amefima hunenamino, kaza osu havi anumzama agu'afi avre nenteno, kefo avu'avaza nehuno, tanafa'ma runo trakama hania zama avuga tro hunenteno Nagri antahintahima erinaku'ma kasnampa vahetema nevia vahera Nagra Ra Anumzamo'na kenona huntegahue.
1a0e0800ca	Ana nehu'na namefi humi'na ha'rentena mago avame'za azeri tro nehu'na Israeli vahe'ni'afintira ahe kasopetresugeno omanigosie. E'ina hanuge'za Nagrikura Ra Anumza mani'ne hu'za ke'za antahi'za hugahaze.
1a0e090095	Hagi kasnampa ne'mo'ma kasnampa kema haniana, e'i Nagra revataga hanugeno hugahianki'na, vahe'ni'amokizmi amu'nompintira naza rusute'na ahe frigahue.
1a0e0a0074	Hagi kasnampa vahe'ene kasnampa vahete'ma mago'a antahintahima erinaku'ma neaza vahe'enena magozahu knaza zamigahue.
1a0e0b00fa	E'ina hanenke'za Israeli vahe'mo'za mago'anena kana atreza havi kampina ovuge, kumira huza zamazeri pehena osugahaze. Hianagi zamagra Nagri vahe mani'nage'na, Nagra zamagri Anumza manigahue huno Ra Anumzana mika zama kegavama hu'nea Anumzamo'a hu'ne.
1a0e0c0029	Hagi Ra Anumzamo'a amanage huno nasmi'ne,
1a0e0d00d5	Vahe'mofo mofavremoka, mago mopafi vahe'mo'zama Nagritema mani fatgoma osu'za kumi'ma hanage'na, nazana rutare'na ne'zazamia eri fanane nehu'na, agatontoza atrenugeno ne'zanku hu'za zagagafamo'za fri vagaregahaze.
1a0e0e00a8	Hagi Noa'ma, Danieli'ma, Jopu'ma hu'za ana mopafina manigahazanagi, zamagri fatgo avu'avazamo'a zamagura ovazizasine. Nagra mikazama kegava hu'noa Ra Anumzamo'na nehue.
1a0e0f00b9	Hagi Nagrama mago'a afi zagaramima huzmantesuge'za ana mopafi vahe'ma zamahe'za neza eri vagamare'nageno, mopamo'ma havizama hinkeno'a vahe'mo'za koro hu'za ana mopafina vano osugahaze.
1a0e1000e4	Tamage hu'na Nagrama miko zama kegavama hu'noa Ra Anumzamo'na huankino e'i ana 3'a vahetmina anampina mani'naresina, ne'mofazmia zamagura ovazitfa hazasine. Zamagriake zamagu nevazi'na, anama nemaniza mopa eri havizantfa husine.
1a0e110062	Ana huge ha' vahe huzmantoge'za ana mopafi vahe'ene afukra zminena eme zamahe'za eri vagarazasine.
1a0e120105	Tamage hu'na Nagra kasefa hu'na mani'noa Ra Anumzamo'na huankino, e'i ana 3'a vahetmima anampina mani'naresina ne'mofazmia zamagura ovazi'tfa hazasine. Hagi zamagrama hu'naza fatgo zamavu'zamava zantera zamagrike zamagu nevazi'na mopazmia eri havizantfa husine.
1a0e1300a0	Ana huge ruzahu ruzahu kefo krirami netre'na, narimpahe'zana ana mopafi eri tagitrogeno vahe'ene afukra zaminena amanezama hiaza hu'za zamahe'za eri vagaresine.
1a0e1400e4	Tamage Nagra kasefa hu'na mani'noa Ra Anumzamo'na huankino, Noa'ma, Danieli'ma, Jopu'ma hu'za anampina mani'naresina ne'mofazmia zamagura ovazi'tfa hazasine. Hagi zamagri'a fatgo zamavu'zamava zamo'a zamagrike zamagura vazisine.
1a0e150122	Na'ankure Ra Anumzana Anumzamo'a amanage hu'ne. Ama'na 4'a knazana atrogeno zamazeri haviza hisine, ana 4'a knazana, ha' vahe huzmantege, agatontoza atrege, afi zagarami huntege, kefo kri atrege hugeno Jerusalemi kumapi vahe'ene afu krazminema zamahe hanara huresina tusi havizantfa hisine.
1a0e16014c	Hianagi anampina mago'a vahe'ma zamatre'nage'za mani'naza vahe'ene ne'mofazmine zamavare'za e'nage'za, tamagrane Babiloni emanigahaze. Hagi ana vahe'mo'zama zamavu'zamava eme nehu'za mago'a avamename zama eme hanaza zama kesunka, ruzahu ruzahu knazama atrogeno'ma Jerusalemi kuma'ma eri havizama hia zana kagra'a kavufinti kegahane.
1a0e1700ee	Hagi ana mofavre'ramimofo zamavuzmava'ene mago'a avamename'ma hanaza zama kesunka, tusi kasunku huzmantegahane. Na'ankure Agra amnea ana zana osu'noanki, agafa'a me'nere anara hu'ne hunka kenka antahinka hugahane huno Ra Anumzamo'a hu'ne.
1a0f010029	Hagi Ra Anumzamo'a amanage huno nasmi'ne,
1a0f020061	Vahe'mofo mofavremoka, hagagema hu'nea waini rampa'amo'a zafafi zafaramimofo rampa'a agaterenefi?
1a0f03007c	Hagi ana waini nofimofo ramparetira eri'za mago'a knare'zana tro nehu'za, mago'a eri'za kavoma hantinte'zana trora nehazafi?
1a0f040089	Hagi ana waini rampama tevefima kresageno'ma urefa erefa'ama nereno amunoma'ama tegege vazintesiama'a eri'za mago'azana trora hugahazafi?
1a0f05009e	Hagi tevema ore'nere'ma eri'za mago'a zama tro huga'ma osu'nea waini rampa, inankna hu'za tevemo'ma tegege vazinte'nesiama'a eri'za mago'azana trora hugahaze?
1a0f0600c2	E'ina hu'negu Anumzana Mikozama Kegavama Hu'nea Ra Anumzamo'a amanage hu'ne, Waini teve rampama zafafi tevenema eri haviama hu'na tevema kroaza hu'na Jerusalemi kumapi vahera namefi huzamigahue.
1a0f0700a1	Hagi namefi huzminenkeno tevefinti atre'za atiramigahazanagi, ete tevefinke kasagegahaze. E'ina hanugeta Nagrikura Ra Anumza mani'ne huta keta antahita hugahaze.
1a0f08009a	Nagra mopazmia eri havizantfa hugahue. Na'ankure zamagra Nagrira tamage hu'za namagera onte'naze huno Ra Anumzana Mikozama Kegava Hu'nea Anumzamo'a hu'ne.
1a1001002d	Ra Anumzamo'a mago'ane amanage huno nasmi'ne,
1a1002007e	Vahe'mofo mofavremoka, Jerusalemi kumate vahe'mo'zama hi'mna vuno kasri'nea avu'ava'ma nehaza zana eri ama hunka nezmasaminka,
1a100300a7	Jerusalemi kumapi vahera tamagra Kenani vahe'mofo mopafi fore hu'nazankino, neramafa'a Amori neki, neramarera'a Hiti a' mani'ne huno Ra Anumzamo'a hie hunka zamasamio.
1a100400c7	Hagi fore'ma hu'nanana ama'na hu'ne, kasema kantea knarera mago vahe'mo'e huno kariko nofira taga huge, tinura koranka'a sese hugantege, hagea fregantege, tavravefina kazeri anovazi kantegera osu'ne.
1a100500a0	Ana nehazageno mago'a vahe'mo'za kasuntagi kante'za kazeri so'ea osu'nazanki, megia trazampi katre'naze. Na'ankure kasema negantege'za zamavaresra hugante'naze.
1a100600c0	Hige'na karanka enevu'na koana, kagra korampi ki'mu'nerenka mase'nanke'na, negage'na amanage hu'noe, ofri kasefa hunka manio! Hu'na nehu'na koranka'agura, ofri kasefa hunka manio hu'na hu'noe.
1a100700b4	Kegava hugantogenka trazankna hunka marerinka ome nena hankeno, kavasasemo'a kagateregeno aminka'amo'a nena higeno, kavufafina kazokara tagi'neanagi, kukena osu kavapako mani'nane.
1a1008010c	Ana hanke'na karanka ete mago'ane enevu'na kagoana, ko ve eri avamente kavufga avapa'ma mani'nankena, tavraveni'a eme rutare'na refitegante'noe. Ana nehu'na, hunagru hugante'na Nagri su'a kagra mani'nanankina, a' erigantegahue hu'na Ra Anumzamo'na hu kase hugante'noe.
1a10090055	Nagra tina fregante'na kavufgaretira korana sese hugantete'na, masavena fregante'noe.
1a100a00c2	Ana hute'na avasese'ane efeke zaza kukena eri'na hunegante'na, kagia nona kagafina hunegante'na, kasenirera knare tavrave anakinegente'na, knarezantfa hu'nea nakreku kavufgarera antanigante'noe.
1a100b0080	Ana nehu'na asana kazampina antani negante'na, pasesua knankempina hunegante'na zago'amo marerisa zanteti kavasasea hugante'noe.
1a100c0089	Ana nehu'na maremarea kagonafi renegante'na, rinia kagesafinena renegante'na, kuinimo nentania hentofa fetori kasenifina antanigante'noe.
1a100d0134	E'ina hu'na golireti'ene silvareti'ene konariria hunegante'na, knare huno zamana zamana hu'nea efeke tavravenu kukena hugante'noe. Hagi ne'zama kami'noana knare huno kne osi'osi hu flauaki, tume rima'agi, olivi masavenki hu'na kami'noe. Ana hugenka ra hunka konariri kamo'a kagateregenka kuini a'kna hu'nane.
1a100e00dd	Hagi ana'ma hankeno'a, konariri zanka'amofo agenkemo'a maka kumatega haru haru hu'ne. Na'ankure marerifa zantmima kami'noa zamo konararika'a eri knarezantfa hu'ne, huno Anumzana Mikozama Kegava Hu'nea Ra Anumzamo'a hu'ne.
1a100f00cf	Hianagi kagraka'a konaririgu antahinkeno raza nesegenka, ra kagi e'nerinka savri avu'ava zana hu'nane. Inankna vahe'ma kante'ma evia vahe'enena savri nehunka, ana konariri zanka'a ana vahetami ome zami'nane.
1a101000b2	Hagi mago'a knare kukenaka'a erinka havi anumzantami kumatami avasasea hunezmantenka anampi savri avu'avara hu'nane. E'inahu avu'ava zana eri fore osuga avu'ava eri fore hu'nane.
1a101100b1	Hagi golireti'ene silvareti'enema marerisa konariri'ane zantmima tro'ma hugante'noana erinka ve havi anumzantami tro huzmantenka, ana havi anumzantamine savri avu'avara hu'nane.
1a101200c6	Hagi Nagrama kami'noa avasese'ane kukenanuti zamazantetima tro'ma hunte'naza havi anumzamofo kofinentenka, Nagrama kami'noa olivi masavene mnanentake'za insensinuti kre mna nevunka monora hunentane.
1a101300ed	Hagi knare huno kne osi'osi hu flauaki, tume rima'agi, olivi masavenki hu'nama ne'zama nesana zanema hu'nama kami'noana, havi anumzamofo avuga knare mna vu'zane hunka ofa hu'nane huno Anumzana miko zama kegava hu'nea Ra Anumzamo'a hu'ne.
1a101400a0	Ana'ma hutenka Nagrama kami'noa ne'mofara zamahenka havi anumzantaminte kresramna vunte'nane. E'inahu monko avu'ava'ma huvavama hunka nevanana knare hunoganteo?
1a1015005c	Hagi mofavreni'aramina zamahenka kaza osu havi anumzantaminte tevefi ofa Kresramana vu'nane.
1a101600d9	Hagi ana kasri avu'ava'ma nehunka, savari hunka vanoma nehunka osi'ma mani'nenkama hu'nana kavukava zana kage kani'nano! Kagra kavufga kavapa'ma mani'nenkama kagra korampi'ma ki'mu'ma re'nana zankura kagesa nontahine.
1a1017008a	Maka kefo avu'ava'ma hu'nana zantera, rama'a knazana kagritera efore hugahie, huno Anumzana mika'zama kegavama hu'nea Ra Anumzamo'a hu'ne.
1a1018006d	Hagi rankumamofo amu'nompina kaza osu havi anumzantmimofo mono'ma hunte kumatamina avasese huntetere hu'nane.
1a101900c4	Hagi kumamofo kamo'ma maka vuno enoma hu'nerega havi anumzatmimofo mono hunte kumatami tro husga huntetere nehunka, konaririka'a azeri hi'mnage nehunka kante'ma enevaza vahe'enena savarira nehane.
1a101a0073	Hagi kagri'ma negage'za tusiza hu'zama kavesinegantaza Isipi vahe'ene savrira hunka nevunka, nazeri narimpa nehane.
1a101b00ee	E'ina hu'negu nazana rusute'na hara renegante'na, mopaka'a eri osi hu'noe. Ana nehu'na zamagraguke'ma antahi ha' vahetami, Filistia mofa'neramomofo zamazampi kavrentoge'za, kefo monko kavukva zankura tusi antri nehu'za zamagogogu hu'naze.
1a101c00ac	Ana nehunka mago'ane Asiria vahe'enena savri hunka monko'zana hu'nane. Na'ankure monko zama hana zamo'a onkagare'ne. Hagi ana vahe'enema monkozama hanana onkagaretfa hu'ne.
1a101d0080	Ana nehunka mago'ane Babiloni vahe'ene ana savri monko avu'ava zana ome hu'nananagi, ana monko avu'ava zamo'a onkagaretfa hu'ne.
1a101e00bb	Hagi kagu'afina monko avu'avamo aviteno kri kami'ne. Na'ankure zamagaze osu monko anemo'zama nehazaza hunka ana monko avu'avara nehane huna Miko'zama Kegavama Hu'noa Ra Anumzamo'na nehue.
1a101f00f3	Hagi rankumamofo neone kamo'ma ometre emetre'ma hu'nerega havi anumzamofo mono'ma hunte kumatamina tro huntesga huntetere hu'nane. Hianagi kagra mago'a monko a'nemozama nosazaza hunka kagranema monko'zama hugantaza vahetetira zagoa e'ori'nane.
1a10200086	Kagra vere a'mo nevema atreno savri huno vano hiankna hunka, negave'ene hugazana kenka antahinka osu'nana vene'nene hunka vano nehane.
1a102100b3	Hagi monko a'nemo'za zagore monko zana hu'za vano nehazanagi, kagra maka kazigati'ma aza vene'neramina zago nezaminka masave hunka zamavranke'za, kagri'enena eme monkozana nehaze.
1a102200ca	E'ina hu'negu kagra ruga'a monko a'mofaknara osu'nane. Hagi vene'nemo'za monko'za hanune hu'za zagoa kami'za kantahi onke'nazanki, kagra'a zagoa nezaminka ke hanke'za monko'zana kagri'enena eme hu'naze.
1a10230041	E'ina hu'negu monko a'moka Ra Anumzamo'ma nehiankea kama antahio!
1a10240100	Anumzana Mikozama Kegava Hu'nea Ra Anumzamo'a amanage hie, Kagra vahe'mofoma azeri agafihe kavukva nehunka, oku kavufga zamaveri hunka monkozana hunka vano nehunka, kasrino hi'mnama vu'nea kaza osu havi anumzamofonte mofavreka'a ahenka korama'a ofa hunane.
1a10250131	E'ina hunanku monkozama nehunka musema hunka vanoma nehanke'zama kavesima negantaza vahe'tamine, zamavaresrama hunegantaza vahetaminena maka zamavare atru hugahue. Maka zamavare atru hanuge'za manigagine'za negagesage'na kukenaka'a hatetresugenka kavufa kavapako mani'nesanke'za mika oku kavufga kegahaze.
1a102600e4	Ana nehu'na vema ante'naza a'nemo'za savri'ma hazage'za keaga huzmante'za knama nezami'zankna hu'na knazana negami'na, vahe'ma zamahe frizageno'ma nezamizankna knaza kamigahue. Ana nehu'na tusi narimpa ahegante'na kahe frigahue.
1a10270154	Ana hute'na kavesima kante'za monko'zama hunegantaza vahe'mofo zamazampi kavre anta'nenke'za, ana vahe'mo'za kazeri haviza nehu'za, monkozama nehana kumatamine, havi anumzantamima mono'ma hunentana nontaminena kahe'za tagana vazitregahaze. Ana nehu'za kukenaka'ane kavasese zanka'anena kahe'za eri hatetresagenka kavufga avapako manigahane.
1a10280080	Ana rama'a vahetami ke hanage'za e'za havenknonu eme kahe frite'za, bainati kazinknonu kavufga ru krakru hu osi'osi hutregahaze.
1a102900f5	E'ina'ma hu'nana kavukva zantera rama'a a'nemo'za negagesage'za, ana vahe'mo'za nonka'a taginte'za knazana kamigahaze. E'ina hu'na monkozama nehana kavukavara asevazi kantesugenka, ete ru'enena monkozama hugante'nazegura vahera mizana osegahane.
1a102a0084	Ana hanugeno narimpama ahegante'noa zamo'a ome vagarenigeno, kanivema renegantoa zamo'a amne hina mago'enena narimpa aheogantegahue.
1a102b018a	Na'ankure kote'ma osi'ma mani'nanke'nama knare'zama hu'na kegava krigante'na e'noa zankura kagesa ontahi, kefo avu'ava'zana hunka nazeri narimpa ahe'nane. E'ina hu'nanku kasrino hi'mnagema hu'nea avu'avazama hu'nana zantera nona hu'na knazana kamigahue huno Anumzana Mikozama Kegava Hu'nea Ra Anumzamo'a hu'ne. Ana hanugenka ko'ma hu'nana monko avu'ava zana kagra mago'ane agaterenka osugahane.
