0100000018	उत्पत्ति
2b0519014c	“हाव तुखे सच सच कयतु छे त्यो टेम आवतु छे, आरू हिमी छे, जिनाम मरला यहोवा–भगवानन पोर्‍या शब्द सोंबायसे, आरू जु सोंबवसे त्यो जीवसे।
2b051a0123	काहकि जोसी रीति रईनी बास आपने आपसु जीवन राखता छे, ची रीति छे त्यो पोर्‍या भी यी हक आपला छे कि आपसा आप मा जीवन राखे;
2b051b00ad	वरना उका न्याय करनेन भी हक आपला छे, एरकरीन क त्यो मानसोन पोर्‍य छे।
2b051c00f4	ओको घबरायने मा करू; काहकि त्यो टेम आवतु छे क जोतरा बीड़ाम छे चाँ हेरेन शब्द सोमवीन निकवी आवसे।
2b051d0118	जा वारलो करला छे चाँ क अमरकाय जीवनन करता जीव उठसे आरू जा भुराई करला छे चाँ दण्डन अमरकाय जीवनन करता जीव उठसे।
2b051e017c	“हाव आपने आपसु काय नी कर सके; जोसो सोंबेसे छे, तोसलो न्याय करे; आरू मार न्याय सच्त्यो छे, काहकि हाव आपसी मरजी नी पुन आपसा मोकलनेवालान मरजी चाहतु छे।
2b051f007d	यदि हाव आपसु आपसी गवाय दे, ते मारी गवाय सच्ची नी।
2b052000dd	एक आरू छे जु मार गवाय देतु छे, आरू हाव जनता छे कि मारी जी गवाय त्यो देतु छे, ची सच्ची छे।
2b05210090	तु ते यहुन्ना पुछावड़ु आरू ओकाने सच्चाईन गवाय देदु छे।
2b052200eb	पुन हाव आपसा विषयमा मानसन गवाय नी चाहतु; ते भी यी वात एरकरीन कयतु छे कि तुमूक उध्दार जुड़े।
2b05230101	त्यो ते जलतु आरू चमकतु ओसलु दिया हतु, आरू तुमूक इतरीक वार तक हेरेन प्रकाश मा खुश होयनु वारलो लागलो।
2b0524018f	पुन मार जु जी गवाय छे ची यहुन्ना न गवाय से मोटली गवाय छे; काहकि जो काम बास मखे पुरो करने सौपलु छे मतलब यो काम जो हाव करे, चाँ मार गवाय छे कि बास मखे मकल्यु छे।
2b05250115	आरू बास जु मखे मकल्यु छे, त्यो मार गवाय देदलु छे। तु ते कदी हेरेन शब्द सोंब्यु, आरू नी हेरेन चेहरू देख्यु छे;
2b052600f6	आरू हेरेन वचन काजे मनमा स्थिर नी राखता छे, काहकि जीनाक त्यो मकल्यु तुमू हेरेन विश्वास नी करता।
2b05270135	तुमू चुखलो शास्त्र मा देखता छे, काहकि समझता छे कि ओकामा अमरकाय जीवन तुमूक जुड़तो छे; आरू यु त्यो छे जु मारी गवाय देतु छे;
2b05280096	पछु भी तुमूक जीवन जुवणो जुवे करीन मार जु आवने नी चाहता छे।
2b0529004a	हाव मानसो छे विजुत नी चाहतु।
2b052a009e	पुन हाव तुमूक जानतु छे कि तुमूक मा यहोवा–भगवानन मोंग नी होय।
2b052b0118	हाव आपसा बासन नाव पर आवलु छे, आरू तुमू मखे मान्य नी करता; यदि दिसरू कोय आपसा नाव पर आवे, ते ओका मान्य कर लेसु क।
2b052c0137	तुमू जा एक दिसरा से विजुत चाहता छे आरू चो विजुत एकुत् यहोवा–भगवानन तरफ से छे, नी चाहता, कोसलो प्रकारन विश्वास कर सकता छे?
2b052d0131	यो मा समझे कि हाव बासन सामने तुमू पर दोष लागाड़ ़सु; तुखे पर दोष लागावनेवालु ते मूसु छे, जिना पर तुमू विश्वास राखता छे।
2b052e00fa	काहकि यदि तु मूसान विश्वास करता, ते मारू भी विश्वास करता, एरकरीन कि हेरेने मारा विषयमा लिखलो छे।
2b052f00d5	पुन यदि तुमू हेरेन लिखली वात पर विश्वास नी करता, ते मारी वात पर कोसो विश्वास करसे?”
2b06010091	इन वातन बाद ईशु गलीलन नदी मतलब् तिबिरियुस नदीन पार गयु।
2b0602010c	आरू एक मोटली गर्दी हेरेन पछळ होय गयी काहकि जो चमत्कार त्यो बीमारी पर देखाड़तु हतु चाँ तीनुक देखता हता।
2b0603007c	तव ईशु बयड़ा पर चढ़ीन आपसा चेला साथे चाँ बठ गया।
2b06040050	यहूदि यान फसहन तिवार नाठ होतो।
2b06050154	जब ईशु ने आपसा डुवा उगाड़ीन एक मोटली गर्दी आपने जु आवती देख्यु, ते फिलिप्पुस से कयो, “हामु इन्दरा खानान करता क रईन रोटा किमत लावजे?”
2b060600c4	त्यो यी वात उका जावनेन करता कयो, काहकि त्यो आपसु जानता हुता कि चाँ काय करसु।
2b0607011f	फिलिप्पुस उको जवाब दिदा, “दुय सौ दीनारन रोटा भी ओकान करता पूरू नी होयसे कि तीनुक मा हर एक थुड़ थुड़ जुड़ जाये।”
2b06080162	ओकान चेला मा से शमौन पतरसन भाई अन्द्रियास उका कयो, “या एक पोर्‍य छे ओका पास जौ जु पाच रोटा आरू दुय मासा छे; पुन इतरा मानसन करता चाँ काय छे?”
2b060900ec	“या एक पोर्‍यो छे, तेर जु जा पाच रूटा आरू दुय मासा छे, पुन ओतरा मानसन करता चाँ काहय भी नी होय”
2b060a0119	ईशु कयो, “मानसो बठाड़ दे।” तीन जागे बैस खोड़ो होत: तव मानसे जिनामा मानसन संख्या लग–भग पाच हजार हुती, बोठ गया।
2b060b0112	तव ईशु रूटा लेदु, आरू धन्यवाद करीन बोठनेवावा वाट देदु; आरू ओसोज मासा मा रईन जोतरा चाँ चाहता हुता वाट देदु।
2b060c01df	जेतार चाँ खाईन खुस होय गया ते हेके आपसा चेला कयो, “बचला टुकड़ा त्योट लेवु कि काहय नी नाखलो नी जाणु जुवे।” अळते: हेको त्योटला, आरू जा कि पाच जा खाना वालान वाच रया हुता, बारा खिल्लो बर्‍या।
2b060d0104	अतरान करीन हेकोने त्योट्या, आरू जा पाच रूटा टुकड़ा जा खाने वालान बच रया हता, ओको बारा खिल्ला बर्‍या।
2b060e013e	तव चाँ चमत्कार करीन देखाड़्यु ओका सी चाँ मानसे देखीन कयनो लाग्या, “त्यो भविष्यवक्ता जु जगमा आवनेवालु हतु नक्‍की युच छे।”
2b060f00cb	ईशु यो जानीन चाँ मखे राजा बनावने करता धरने चाहता छे, पछु बयड़ा पर एखलु जात रयु।
2b0610006b	जब सांतो हुयो, ते ओका चेला नदीन काठ पर गया,
2b06110136	आरू ढोंड्या पर चड़ीन नदीन पार कफरनहूम गाँव जाने लाग्या। तीन टेमे आन्धारो होय गयो हतो, आरू ईशु हिमी तक उका जु नी आयु हतु।
2b06120074	वाधुनन कारण नदीमा जो सी मा लाटा उठने लाग्या।
2b0613014e	जव चाँ चालाड़ता–चालाड़ता तीन–चार किलो मीटर आस पास जात रया, ते हेको ईशु नदीन काठे चालतु आरू नाव वोगे आवतु देख्या, आरू घाबराय गया।
2b0614005a	पुन त्यो उका कयो, “मी छे; बीहये मा।”
2b0615011b	अळते: चाँ ओका सी ढोंड्यो पर चढ़ाव लेने करीन तयार होया आरू चटकन ची बुट तीन धरती पर जाय पुगी जा चाँ जाय रया हुता।
2b061601ae	दिसरे दाहाड़े ची गर्दी, जी गर्दी साथे उभी हुती, या देख्या कि या एक काजे छुड़ आरू कोय बुट नी हुती; आरू ईशु आपसा चेला साथे उना नाव पर नी चढया होतु, पुन ओकान चेलाज गया हुता।
2b06170122	तव दिसरा ढोंड्या तिबिरियुस सी उना जागा पर साते आया, जा सारी त्या लोगहन पोरबु क धन्यवाद करने क बाद मा खादला हुता।
2b06180124	एरकरीन जब गर्दी देखी कि या नी ईशु छे आरू नी ओकान चेला, ते चाँ भी नाव पर चढ़ीन ईशु देखने लाग्या आरू कफरनहूम पुच्या।
2b061900a3	नदीन पार जेतार चाँ उका भेव्या ते कयो, “हे गुरू, तु या कोतार आयु?”
2b061a017b	ईशु हेका जवाब देदु, “हाव तुमूक सच सच कय रयु छे, तु मखे अतरान करीन नी देख रयु छे कि तुमू विछेळीयो काम देख्या, पुन एरकरीन कि तुमू रूटा खाईन शांत होया।”
2b061b01a4	“नाशवन् खानान करता मेहनत मा करू, पुन तीन खानान करता जु अमरकाय जीवन तक रूकाये छे, जिनाक मानसन पोर्‍या तुमूक आपे; काहकि बास मतलब् यहोवा भगवान तीना पर छाप लगाड़ छे।”
2b061c009c	हेकोने उका कयो, “यहोवा भगवानन काम करनेन करता हामु काय करजे?”
2b061d00f0	ईशु हेको जवाब देदु, “यहोवा भगवानन काम यो छे कि तुमु ओका पर, जिनाक उका मकल्यु छे, विश्वास करू।”
2b061e0120	तव हेकाने उका कयो, पछु तु काहलो सहलानी देखाड़े छे कि हामु उका देखीन तारू विश्वास करसु? तु काळ्ळो काम देखाड़े छे?
2b061f00e4	आपसा बाबदादा जंगल मा मन्ना खादा; जोसो लिखलो छे, “उको हेको खानेन करता सोरग से रोटा आपलो।”
2b0620014a	ईशु उका कयो, “हाव तुमूक सच सच कय रयु छे कि मूसु तुमूक त्यो रोटा सोरग सेद नी आपलो, पुन मारू बास तुमूक सच्त्यो रोटा सोरग से आपलो छे।
2b062100b5	काहकि यहोवा भगवानन रोटा त्योच छे जी सोरग से उतरीन जगत काजे जीवन आपे।”
2b06220091	तव हेको उका कयो, “हे पोरबु, यु रोटा हामु हमेशा आपियो कर।”
2b0623012b	ईशु उका कयो, “जीवनन रोटा हाव छे: जु मार आवे छे त्यो कदी भूखु नी रये, आरू जु मार पर विश्वास करे त्यो कदी तीसकु नी रवसे।”
2b062400ab	पुन हाव तुखे कयो हतु कि तु मखे देख भी लेदु छे तेभी विश्वास नी करता।
2b062500cc	जो काही बास मखे छे चो सब मार जु आवसे, आरू जु कोय मार जु आवसे उका हाव कदी नी निकाव।
2b062600e8	काहकि मे आपसी मरजी नी वरना आपसा मुकलनेवावान मरजी पूरी करनेन करता सोरगदूतम रईन उतरीयो छे;
2b0627012e	आरू मारो मकलनेवालान मरजी यी छे कि जो काही मखे देदु छे, ओकामा रईन हाव काही नी नाखो, पुन उका आखरी दाहाड़ा मा जीव उठाड़ो।
2b06280173	काहकि मारा बासन मरजी यी छे कि जो काही पोर्‍य काजे देख्य आरू ओको पर विश्वास करे, त्यो अमरकाय जीवन जीवसे; आरू हाव उका आखरी दाहाड़ाम पछु जीवाड़ीस।
2b062900e8	एरकरीन यहूदि ओका पर कुरकुर करने लाग्या, उका कयो हतु, “जु रोटा सोरग सी उतरीयो त्यो हाव छे।”
2b062a0120	आरू हेको कयो, “काय यूसुफन पोर्‍य ईशु नी, जिनान आवी बास हामु जानता छे? ते त्यो कोसो कयतु छे कि हाव सोरग सी उतरीयो?”
2b062b005b	ईशु उका जवाब देदु, “कुरकुर मा करो।”
2b062c0102	कोय मार जु नी आव सकता जब तक बास, जु मखे मकल्यु छे, उका खींच न ले; आरू हाव उका आखरी दाहाड़ा पछा जीव उठाड़
2b062d0160	भविष्यवक्तान लेखो मा यो लिखलो छे: “चाँ सब यहोवा भगवानन आरू से सिकाल्ला होयसे।” जु कोय बासन सोंब्यु छे आरू सिकलु छे, त्यो मार जु आवतु छे।
2b062e00ea	यो नी क कोय बास काजे देख्या छे। पुन जु यहोवा भगवानन तरफ से छे, केवल त्यो बास काजे देख्यु छे।
2b062f00b1	हाव तुखे छाचो कयतु छे कि जु कोय विश्वास करता छे, अमरकाय जीवन ओकान छे।
2b06300030	जीवनन रोटा हाव छे।
2b0631007b	तुमरा बाबदादा भी जंगल मा मन्ना खादा आरू मर गया।
2b063200cb	पुन यु त्यो रोटा छे जु सोरगदूत से उतरता छे ताकि मानुस तीनाम रईन खाए आरू नी मरे।
2b06330181	जीवनन रोटा जु सोरगदूत रईन उतरसे, रोटा हाव छे। यदि कोय इन रोटान रईन खाए, ते हमेशा जीवतु रवसे; आरू जु रोटा हाव अमरकाय जीवनन करता आपदीस, त्यो मारू डील छे।
2b063400f0	ओको पर यहूदि यो कयीन आपसु मा लड़ने लाग्या, “या मानसे कोसा आपनुक आपनो मास खाए करीन आप सकता छे?”
2b06350128	ईशु ओका कयो, “हाव तुखे सच सच कयतु छे कि जब तक तुमु मानसन पोर्‍या मास खावु, आरू ओकान लुहूय यो मा पियो, तुमु मा जीवन नी।
2b06360111	जु मार मास खाय आरू मार लुहूय यो पितु छे, अमरकाय जीवन ओकान छे; आरू हाव तु उका आखरी दाहाड़ाम पछा जीव उठाड़ीस।
2b063700d4	काहकि मार मास वास्तव मा खानेन वस्तु छे, आरू मार लुहूय यो वास्तव मा पीनेन वस्तु छे।
2b063800de	जु मार मास खाय आरू मार लुहूय यो पीतु छे त्यो मखे मा स्थिर बवणु रोवतु छे, आरू हाव ओका मा।
2b063900fc	जोसो जीवतु बास मखे मकल्यु, आरू हाव बासन कारण जीवतु छे, तोसोज त्यो भी मखे खासे मार कारण जीवित रवसे।
2b063a0137	जु रोटा सोरग से उतरे यु छे, ओकान रोटा समान नी जिनाक बाबदादा नु खादा आरू मर गया; जु कोय यु रोटा खासे, चु अमरकाय जीवतु रवसे।”
2b063b0098	यी वात त्यो कफरनहूमन एक आराधना घर मा शिक्षा दिदा टेमे कही।
2b063c00be	ओका चेला मा से बैस यो सोमवीन कयो, “यी वातड़ो वात छे; उका कुन सोंबी सकता छे?”
2b063d0112	ईशु आपसा मन मा यो जानीन कि मार चेला आपसु मा ओको वात पर कुरकुर करे, ओका पूछु, “कय तुखे ओको वात पर ठुकर लागी छे?
2b063e00c9	यदि तुमू मानसन पोर्‍या काजे जा त्यो पेहल हतु, चाँ ऊपर जाता देखसु, ते काय होयसे?
2b063f00e7	आत्मा ते जीवनदायक छे, शरीर से काय लाभ नी; जी वात हाव तुखे कयो छे ची आत्मा छे, आरू जीवन भी छे।
2b0640013e	पुन तुखे मा काही ओसा छे जा विश्वास नी करता।” काहकि ईशु पेहलज जानता हतु कि जा विश्वास नी करता चाँ कुन छे; आरू कुन मखे धरावसे।
2b06410128	आरू उका कयो, “ओको करता हाव तुखे कयो हतु कि जब तक कुनीक बासन तरफ से यो वरदान नी दिया जाए तव तक त्यो मार जु नी आव सकतु।”
2b064200c8	ओको पर ओकान चेला मा रईन बैस चेला उल्टा पछु गया आरू ओकान बाद ओका साथे नी चालनु।
2b0643009e	तव ईशु उका बारा चेला काजे कयो, “काय तुमूक भी जान्या चाहता छे?”
2b064400d8	शमौन पतरस उको जवाब दिदा, “हे पोरबु, हामु कुनीन जु जाजे? अमरकाय जीवनन वात ते तार जु छे;
2b064500c0	आरू हामु विश्वास कर्‍या आरू जान गया छे कि यहोवा भगवानन चुखलो जन तु ही छे।”
2b064600eb	ईशु हेको जवाब दिदा, “काय हाव तुमूक बारा नी निवाड़या? तौभी तुमू मा रईन एक व्यक्ति शैतान छे।”
2b06470110	यो त्यो शमौन इस्करियोतीन पोर्‍य यहूदा क बारा मा कयो हुतो, काहकि चाँ जा बारा मा रईन एक हतु, उका धरावने हतु।
2b07010138	इन वातन बाद ईशु गलील मा फिरतु रयु; काहकि यहूदि उका मार नाखनेन कोशिष कर रया हता, एरकरीन चाँ यहूदि या मा फिरने नी चाहता हता।
2b07020056	यहूदि यान झोपड़ीन तिवार नाट हतो।
2b070300e5	एरकरीन हेरेन भाईस उका कयो, “या से यहूदि या जा, कि जो काम तु करे हेको तारा चेला चाँ भी देखे।
2b0704011c	काहकि ओसलो कोय नी रवे जु परचार होयनु चाहे, आरू दपाईन काम करे। यदि तु यो काम करे, ते आपने आपसु जगत पर प्रकट करे।”
2b0705007b	काहकि हेरेन भाईस भी उका पर विश्वास नी करता हता।
2b070600a4	तव ईशु उका कयो, “मार टेम हिमी तक नी आयु, पुन तुमूक करता सब टेम छे।
2b0707011c	संसार तुखे बैर नी कर सके, पुन त्यो मार से बैर करे काहकि हाव हेरेन विरोध मा यी गवाय देतु छे कि हेरेन काम बुरा छे।
2b070800d1	तु तिवार मा जावु; हाव हिमी इन तिवार मा नी जाता, काहकि हिमी तक मार टेम पूरी नी हयु।”
2b07090065	त्यो उका यी वात कयीन गलील माज रोवे गयु।
2b070a00da	पुन जब ओका भाईस तिवार मा जात रया ते त्यो खुद भी, प्रकट मा नी पुन मानले सातायलो से गयु।
2b070b0084	यहूदि तिवार मा उका यो कयीन देखने लाग्या, “चाँ क छे?”
2b070c015f	आरू मानसम हेरेन विषय मा दपाईन खुब वातु होयली: काही कयता हता, “त्यो वारलो मानुस छे।” आरू काही कयता हता, “नी, त्यो मानसो भ्रम मा नाकतु छे।”
2b070d00ab	तिभी यहूदियान बीक क कारण कोय मानुस ओका विषयमा खुलीन नी नुलतु हतु।
2b070e00b9	तव तिवारन आधा दाहाड़ा जात रया; ते ईशु मंदिर मा जाईन शिक्षा करने लाग्या।
2b070f009e	तव यहूदि या चकित होईन कयो, “उका बिना भन्ले विद्या कोसो आव गय?”
2b071000a9	ईशु हेको जवाब देदु, “मार शिक्षा मारू नी, पुन मारा मुकलनेवावान छे।
2b0711013d	यदि हेरेन मरजी पार चालवने चाहे, ते त्यो इन शिक्षान विषयमा जान लेसे कि यो यहोवा–भगवानन तरफ से छे या हाव आपसी तरफ से कयतु छे।
2b0712014e	जु आपने तरफ से काही कयतु छे, त्यो आपसी बढ़ाई चाहतु छे; पुन जु आपसा मकलनेवालान बढ़ाई चाहतु छे त्यो सच्त्यो छे, आरू ओकामा अन्याय नी।
2b07130115	काय मूसु तुमूक व्यवस्था नी देदु? तिभी तुमुम रईन कोय व्यवस्था पर नी चालता। तुमू काँ मखे मार नाखना चाहता छे?”
2b071400a6	मानसे जवाब दिदा, “तुखेमा साहळा छे। कुन तुखे मार नाखने चाहतु छे?”
2b071500a1	ईशु उका जवाब दिदो, “हाव एक कर्‍यु, आरू तुमू सब घबरायीन करता छे।
2b0716016b	ओको कारण मूसु तुमूक खतनान हुकुम देदु छे यो नी कि चो मूसान तरफ से पुन बाबदादा से चालती आवती रीत छे, आरू तुमू सब्तन दाहाड़े मानसन खतना करता छे।
2b071701be	जब सब्तन दाहाड़े मानसन खतना करता जाता छे ताकि मूसान व्यवस्थान हुकुम टव नी जाए, ते तु मखे पर काँ एरकरीन रीस करे कि हाव ने सब्तन दाहाड़े एक मानुसो पूरी रीति रईन आरगाय कर्‍या।
2b0718006c	मुय देखीन न्याय मा करू, पुन ठीक न्याय करू”
2b071900f4	तव काही यरूशलेमवासी कयनो लाग्या, “काय यु त्यो नी जीनाक मार नाखनेन कोशिष कर्‍या जाय रया हता छे?
2b071a0124	पुन देखु, त्यो ते खुल्लाम खुल्लु वात करे आरू कोय ओका सी काही नी कयता छे। काय सरदारे सच सच जान लेदा छे कि यु मसीह छे?
2b071b00ea	ओका ते हामु जानता छे कि पुन यु क वावु छे; पुन मसीह जब आवसे ते कोय नी जानसे कि त्यो क वावु छे।”
2b071c01ac	तव ईशु मंदिर मा शिक्षा देता जाईन आईड़ीन कयो, “तु मखे जानतु छे, आरू यो भी जानता छे कि हाव क वावु छे। हाव ते आपसु नी आयु, पुन मार मकलनेवावा सच्चा छे, ओका सी तुमूक नी जानता।
2b071d00ad	हाव उका जानतु छे काहकि हाव हेरेन तरफ से छे आरू हेको मखे मकल्यु छे।”
2b071e00fd	ओको पर हेकोने उका दरने चाह्यु, तिभी कोय नी उका पर हाथ नी नाख्या काहकि हेरेन टेम हिमी तक नी आयु हतु।
2b071f017a	पछु भी गर्दी मा रईन बैस मानसे उका पर विश्वास कर्‍या, आरू कयनो लाग्या, “मसीह जेतार आवसे ते काय ओका सी सवटो विछेळीयो काम देखाड़छे जो त्यो देखड़ियो?”
2b07200137	फरीसियान मानसे हेरेन विषयमा यी वात दपाईन करता सोंब्या; आरू प्रधान पुजाराे आरू फरीसिया ने उका धरने काजे सिपाही मकल्यु।
2b072100d6	ओको पर ईशु कयो, “हाव थुड़ाक टेम तक आरू तुमरे जु छे, तव आपसा मकलनेवावान साथे जात रईस।
2b072200a8	तुमू मखे देखसु, पुन मी नी जुड़ो; आरू जा हाव छे, जा तुमू नी आव सकता।”
2b07230180	ओको पर यहूदि या आपस मा कयो, यो कय जासे कि हामु यो नी जुड़से? काय त्यो हेरेन जु आवसे जा यूनानिया मा तितर बितर होईन रवता छे, आरू यूनानियान भी शिक्षा आपसे?
2b072400f0	यी काय वात छे जी त्यो कयो, कि “तुमू मखे देखसु, पुन नी जुड़से; आरू जा हाव छे, चाँ तुमू नी आव सकता?”
2b07250119	तिवारन आखरी दाहाड़ा, जु मुखी दाहाड़ा छे, ईशु उभु हयु आरू आयड़ीन कय रयु, यदि कोय पिसलु से ते मार जु आवे आरू पीए।
2b0726010b	जु मार पर जु विश्वास करसे, जोसो चुखलो शास्त्र मा आयो छे, “हेरेन दिल मा रईन जीवन क धारन क नदी वईन निकवसे।”
2b0727019f	त्यो यो वचन चुखलो आत्मान विषयमा कयो, जीनाक उका पर विश्वास करनेवावा पाने पर हता; काहकि आत्मा हिमी तक नी उतरीयो हतु, काहकि ईशु हिमी तक आपसी महिमा काजे नी पूछु हतु।
2b072800be	तव गर्दीम रईन कोय–कोय यी वात सोमवीन कयो, “सचमुच यु त्यो भविष्यवक्ता छे।”
2b072900b6	दिसरा कयो, “यु मसीहा छे।” पुन काहीज नी कयो, “काँ काय मसीह गलील रईन आवसे?
2b072a00f7	काय चुखलो शास्त्र मा या नी आयु कि मसीह दाऊदन वंश रईन आरू बैतलहम गाँव रईन आवसे, जा दाऊद रयतु हतु?”
2b072b005b	अळते: हेरेन कारण मानसो मा फूट पड़ी।
2b072c009e	ओका रईन काहय उका धरने चाहता हता, पुन कुन उका पर हाथ नी नाख्यो।
2b072d00e8	तव सिपाही प्रधान पुजारान आरू फरीसियान साथे वापस आया; हेको उका कयो, “तुमू उका काँ नी लाया?”
2b072e008e	सिपाही जवाब दिदा, “एकदु मानुस कदी ओसली वात नी कर्‍यु।”
2b072f0080	फरीसिया उका जवाब दिदा, “काय तुमूक भी भरमाए गया छे?
2b07300096	काय सरदार या फरीसियोम रईन कोय भी उका पर विश्वास कर्‍या छे?
2b0731007b	पुन या मानसे जा व्यवस्था नी जानता, श्रापित छे।”
2b073200ae	नीकुदेमुस ने, जु पेहल उका जु आयु हतु आरू ओकामा रईन एक हतु, ओका सी कयो,
2b07330116	“काय हामरी व्यवस्था काहना व्यक्ति काजे, जव तक पेहल हेरेन सोमवीन जान न लेवु कि त्यो काय करे, दोषी ठरावती छे?”
2b07340115	हेकोने उका जवाब दिदा, “काय तुमूक भी गलीलन छे? हेर आरू देख कि गलील रईन कोय भविष्यवक्ता प्रकट नी होयनु जुवे।”
2b0735004f	तव सब कोय आपने आपने घर जात रया।
2b0801004a	पुन ईशु जैतुनन बयड़ा पर गया।
2b080200dc	भोर काजे चाँ पछु मंदिर मा आश; सब मानसे उका जु आश आरू चाँ बठीन हेको शिक्षा देने लाग्यु।
2b0803010f	तव शास्त्र आरू फरीसि एक बाई काजे लाया जा व्यभिचार मा धराय गयी हती, आरू ओका सी वीच मा उभु करीन ईशु काजे कयो,
2b08040077	चे कयो, “हे गुरू! या बाई व्यभिचार धराय गयी छे।”
2b08050125	“व्यवस्था मा मूसु हामुक काजे हुकुम देदी छे कि ओसली बाया पर दगड़ा देयो। शेवली कावा तु इन बाईन विषयमा काय कयता छे?”
2b0806014e	हेकोने ओका सी पारखनेन करता यी वात कयी ताकि उका पर दोष लागावनेन करता कोय वात जुवे। पुन ईशु झुकीन आंगवी करीन धरती पर लिखने लाग्यु।
2b08070112	जव चाँ उका काजे पुछता रवे, ते ओका सी सुधु होईन उका कयो, “तुखेमा जो निष्पाप छे, त्यो पेहल ओका सी दगड़ा दिदा।”
2b0808005a	आरू पछु बठीन धरती पर लिखने लाग्यु।
2b08090124	पुन चाँ यो सोमवीन डाहला रईन नानला तक, एक एक करीन निकली गया, आरू ईशु एखलु रया गयु, आरू स्त्री चाँ वीच मा उभी रया गयी।
2b080a00c9	ईशु सुधु होईन उका कयो, “हे नारी, चाँ क गया? काय कोय तुखे पर दण्डन हुकुम नी दिदा?”
2b080b00fa	ओको कयो, “हे पोरबु, एकदु कयो।” ईशु कयो, “हाव भी तुखे पर दण्डन हुकुम नी देता; जा आरू पछु पाप मा करे।”
2b080c0117	ईशु पछु मानसो काजे कयो, “जगतन ज्योति हाव छे; जु मार पछळ आवसे त्यो आँधारा मा नी चाले, पुन जीवनन ज्योति जड़से।”
2b080d00b8	फरीसिया उको कयो, “तु आपसी सच्ची गवाय आपसु देतु छे, तार गवाय ठीक नी होय।”
2b080e01d9	ईशु ओका सी जवाब देदु, “भले मी आपसी सच्ची गवाय आपसु आप देतु छे, तिभी मारी गवाय ठीक छे, काहकि हाव जानतु छे कि हाव क रईन आयु छे आरू क जाय छे? पुन तुमू नी जानता कि हाव क रईन आवतु छे कि क जातु छे।
2b080f007f	तु शरीरन लारे न्याय करता छे; हाव कुदान न्याय करे।
2b0810011c	आरू यदि हाव न्याय करो भी, ते मार न्याय सच्त्यो छे; काहकि हाव एखलु नी होय, पुन हाव छे, आरू बास छे जु मखे मकल्यु छे।
2b081100b4	तुमरी व्यवस्था मा भी लिखलो छे कि दुय जनो मिवीन सच्ची गवाय ठीक रवती छे;
2b081200d3	एक ते हाव आपसु आपसी गवाय देतु छे, आरू दिसरू बास मार गवाय देतु छे जु मखे मकल्यु छे।”
2b0813015e	हेरेने उका कयो, “तार बास क छे?” ईशु उका जवाब देदु, “नी तुमू मखे जानता छे, नी मार बास काजे जानता छे, यदि मखे जानता ते मार बास काजे भी जानता।”
2b0814011c	यी वात त्यो मंदिर मा शिक्षा देतु तव भण्डार घर मा कयो, आरू कोय नी उका धर्‍यु, काहकि ओको टेहाव हिमी तक नी आयु हतु।
2b08150110	ईशु ने पछु उका कयो, “हाव जातु छे, आरू तु मखे देखछे आरू आपसा पाप मा मरछे; जा हाव जातु छे, चाँ तुमू नी आव सकता।”
2b081600f8	ओको पर यहूदि या कयो, “काय त्यो आपने आपसु मार नाखछे, जु कयतु छे, जा हाव जातु छे चाँ तुमू नी आव सकता?”
2b081700c8	ईशु ने उका कयो, “तुमू नेल्ला छे, हाव ऊफरलु छे; तुमू संसारन छे, हाव संसारन नी छे।
2b08180122	अतरान करीन हाव तुखे कयो कि तुमू आपसा पापो मर हत, काहकि यदि तु विश्वास नी करसे कि हाव चाच छे ते आपसा पापो मा मरछे।”
2b081900e5	हेकोने ओका सी कयो, “तु कुन छे?” ईशु ओका सी कयो, “त्योच छे जु सोरूवात रईन तुमूक कयतु आयु छे।
2b081a0161	तुमरा विषय मा मखे बैस हाहय कयनो आरू निर्णय करनो छे; पुन मारू मकलनेवावु सच्त्यो छे, आरू जो मी हाव उकासे सोंब्यु छे त्यो जगत काजे कयतु छे।”
2b081b0070	चाँ यो मा समजु कि हामु बासन विषय मा कयतु छे।
2b081c017e	तव ईशु कयो, “जव मानसन पोर्‍या काजे ऊपर चढ़ावसे, ते जानछे कि हाव त्योच छे; हाव आपने आपसु काहय नी करे पुन जोसो मार बास मखे सिखाड़ु तोसली वात या कयता छे।
2b081d0115	मारू मकलनेवावु मार साथे छे; उको मखे एखलु नी छुड़यु काहकि हाव दाहड़ीन चो काम करे जिनाक छे त्यो खुश हतलु छे।”
2b081e0099	त्यो यी वात कहय रयु हतु कि बैस मानसे उका पर विश्वास कर्‍या।
2b081f0126	तव ईशु ओका सी यहूदि या जा उका पर विश्वास कर्‍या हता, कयो, “यदि तुमू मार वचन मा बोवना रवछे, ते सचमा मार चेला कहवायसु।
2b08200093	तुमू सच्चाई काजे जानहत, आरू सच्चाई हेको स्वतंत्र करसे।”
2b08210141	हेकोने उका काजे जवाब दिदा, “हामु ते अब्राहम न वंश छे, आरू कदी कुदान दास नी होया, मग तु कोसो कयतु छे कि तुमू स्वतंत्र होय जासु?”
