2800000007	Maatosa
3e020f0075	Haysa alameza woykko ha alamezan diza ay mishekka dosopite; Oonika ha alameza dosiiko Aawa siqoy izade achchan deena.
3e0210007e	Gasoykka ha alamezan dizay wuri asho amoteth ayfes loo7one dusan ceqeteth hayti alamepe attin Xoossa Aawape yizayta gidetenna.
3e0211005b	Alameynne alamen diza amotethi adhana shin Xoossa shene pollizayti gidikko medhinaas daana.
3e0212009e	Nayto haysi wurisetha sate. Inte siyda mala Kirstosa eqetizadey yaana. Ha7ikka Kirstosara eqetiza daroti yida. Haysi wurisetha sate gididaysa nu hayssan eros.
3e021300bc	Isti nu gidofe kezida. Gido attin isti kasseka bagga gidettena. Istti nu bagga gididakko nunara miinni eqqanakoshin; Gido attin istti wuri nu bagga gidontaysi eretana mala nuupe shaaketida
3e02140054	Intena qasse Kirstossay xiillo ayanan tiyides; Hessa gish inte wurikka tuma ereista.
3e0215008e	Ta intes xafizay inte tuma eronta gish gidena. Gido attin inte tuma eriza gishinne tuma garisafe ayko wordoyka betonttaysa inte eriza gishasa.
3e02160077	Yesussa izi Kirstossa gidena gi kadizadefe hara wordanchay oone? He uray Aawanne naaza kadiiza Kirstossara eqetizadeko.
3e0217004f	Naaza kadizades oonasika Aaway deena; Naaza ekizades wurisos izas Aawayka dees.
3e02180060	Inte koyro siyda qalaya intenan du; inte koyro siydara intenan diko intekka nazanne aawan daana.
3e02190033	Medhina deyoyi izi nuus immana gida ufaysa qaalako.
3e021a0031	Intena balethiza asata gish hayssa intes xafadis.
3e021b00d5	Inte qase izape ekida xiillo ayanay intenan diza gish haray oonikka intena tamarisanas bessena. Izi intena tamarisanays tumu attin worido gidena; Hessa gish xiillo ayanay intena tamarisida mala kirstoosana deyite.
3e021c0077	Hesa gish nayto izi qonciza wode nusu xalatethi danamala izi yiza wodeka nu iza sinthan yeletonta mala inte izan deyte.
3e021d005a	Izi xiillo gididaysa inte eriza gidiko xiillo oothizay wuri izape yelletidaysa inte ereta.
3e030100ac	Nuni Xoossa nayta getistana mala aaway darisi siqqida iza siqqoy nus aymla giitakko ane beyitte! Tumukka nu iza naytako. Alamey nuna eronta agiday iza eronta agida gishiko.
3e0302008e	Ta ishato nuni ha7i Xoossa naytako buro nu ay hananakone haii qonccibeyna Kirstosa qoncciza wode nu iza beyanane nuka iza milatanaysa nu eros.
3e03030041	Haysa izan ufaysa oothizay wuri izi gesh gidida mala bena geshes.
3e03040033	Nagara oothzay wurikka makal7a nagarayka makal7ako.
3e0305003f	Izi nagara dhaysanas qonccidaysa inte ereta. Izanka nagaray ba.
3e03060068	Izan diza uray oonikka nagara oothena. Nagara oothiza uray oonikka gidko iza beyibeyana woykko eribeyna.
3e03070064	Ta nayto Intena oonikka balethontamala nagetite. Izi xiillo gidida mala xiilo oothizadeyka xiilokko.
3e03080075	Nagara oothizay xala7epeko gasoyka xala7ey koyropeka nagara oothizadeko. Xoossa nay qoncidayka xala7e ootho lalanasa.
3e03090080	Xoossafe yelettiday wurii nagara oothena. Xoossa zerethi izan diza gishine izi Xoossafe yelettida gish nagara oothana danda7ena.
3e030a0074	Xoossa naytinne xala7e nayti shaketi eretizay hessankko. Xillo oothontayinne ba isha siqqontay wuri Xoossafe gidena.
3e030b004a	Inte koyro siydara nu nu garisan siiqistana beses getetida kiitaya hanoko.
3e030c0086	Iita baga gididi ba isha isethi wodhiida Qayele mala gidopite. izi aazas wodhiide? Gasoykka iza oothoy ita isha oothoy loo7o gididasa.
3e030d0031	Ta ishato intena 7lame 7assay ixiko malaletopite.
3e030e006b	Nuni nu ishata dosiza gish hayqope gede deyon piinidaysa nu eros. Siqoy baynda uray wuri hayqo garsan dees.
3e030f005c	Be isha ixiza uray shempo wodhida asa. Shempo wodhidades medhina deyoy bayndaysa inte ereta.
3e03100089	Yesuss Kirstosay ba shempo nu gish aathi imida gish siqqoy azakone nu hessan eros. Nukka nu shempo nu ishata gish aathi imanas nus beses.
3e03110068	Mishey diza uray oonikka ba ishay wayetishin beydi izas michetonta agiko Xoossa siiqqoy izan wani danee?
3e0312004b	Ta nayto tumu oothonippe attiin co dunaninne qalan xala siiqeteth ane agos.
3e0313004d	Nunii tumu baga gididaysa hayssan erosinne nu woznaka iza sinththan shempsos.
3e03140071	Hesikka nu woznay nu bolla pirdiza mishan wurisonkko. Xoossi nu wozina qofape bolara gidida gisha izi wursi eres.
3e03150055	Ta ishato nu wozzinay nu bolla pirdonta agikko nus Xoossa sinthan babiza mishi deena.
3e0316005a	Nu azazota nagiza gishine iza ufaysizazi oothiza gish nu iza wosizaz wursi nu izape ekana.
3e0317006b	Iza azazoykka nu iza naza Yesus Kirstosa amananasinne izi nuna azazidamala nuni nu garsan dosistana malako.
3e03180069	Iza azazota nagizayti wurii izan detes, izikka istan des. Izi nunan dizaysa nu izi nus imida ayanan eros.
3e04010081	Ta ishato ayana wursi amanopite. Gido attiin ayanati Xoossapekonne pacci beyte. Gasoykka daro wordo nabeti biitta bolla laletida.
3e04020067	Inte Xoossa ayana erana ogey; “Yesuss Kirstossay asa asho maydi yides” giza ayanay wuri Xoossafeko.
3e040300b0	“Yesuss Kirstosay asa asho mayidi yides” gonta ayanay Xoossafe gidena. Kase izi yana gishin inte siyda Kirstossara eqetizaysa ayanay hessakko. Ha7ikka izi alame bolla dees.
3e0404005b	Ta nayto inte Xoossita. Inte ista Xonidista gasoykka intenan dizay alamen dizaysafe adhees.
3e04050067	Isti alame bagakko, hessa gish isti hasa7izay wuri alampe kezizaysakko. alame asay isti gizaysa siiyes.
3e040600a1	Nu qasse Xoossa bagakko, Xoosu erizay nu gizaz siyana shin Xoossa baga gidontadey gidiko nu gizaz siyena. Tumma ayananne wordo ayana nu shakki erizay hayssankko.
3e0407007c	Ta ishato, siqoy Xoossafe gidida gish nu nu garisa ane siqetos. Asa siqqiza asi wuri Xoossafe yelettidanne Xoosu erizadekko.
3e04080035	Ase siqonta assi Xoosu erena. Azas giko Xoosi siqoko.
3e04090073	Xossay nu garsan ba siqqo qonccsiday nu iza bagara deyo demanamala ba na isneza ha dugge ha alamezan yedidaysankko.
3e040a006f	Nuni Xoossu siqqibeykko shin izi nuna siqides. Nu nagara dhaysana mala ba naza yeddides. Siqo gusikka hessakko.
3e040b0049	Ta ishato, Xoosi nuna hayssatho siqqiko nukka nu garsan siqistanas beses.
3e040c006c	Xoosu be7ida uray oonikka deena. Nu nu garsan siqetiza gidiko Xoosi nunan dana. Iza siqoyka nuna pollistana.
3e040d0053	Izi nus ba ayana imida gish nu izan dizaysanne izikka nunan dizaysa nu hessan eros.
3e040e0055	Away ba naza hayssa ha alame asa ashanas yedidaysa nu beydosinne iza giish maarkatos.
3e040f005f	Yesussay Xoossa na gididaysa amanidi marikatiza wurson Xoossi deesinne, izadeykka Xoossan dees.
3e04100085	Hesa gish, Xoossi nuna siqiza siqo nu eros. Nu iza siqqon amanetos. Xossi siqqo. Siqon diza uray Xoossan dees. Xoosikka he uran dees.
3e04110082	Nuni hayssa biitta bolla deyzay Kirstosay deydamala gidida gish nuus piirda galas baboy deena. Hesankka siqqoy nunan kumeth gides.
3e04120082	Siiqo garsan baboy ba, tumu siqqoy gidiko babo kesi wora yeges. Baboy qixxatera isfe ooyketi des. Babiza ura siqqoy kumeth gidena.
3e04130030	Izi kassetidi nuna siqqda gish nukka iza siiqos.
3e04140089	Oonikka Xoosu siqays giishe ba isha ixxiko he uray wordo. Be ayfera beyza ba isha siqonta uray ba ayfen beyonta Xoossa siqanas danda7ena.
3e04150058	“Xoossu siqiza assi wurikka ba isha siqanas beses” Giiza ha azazoza izi nuus imides.
3e0501006a	Yesussay izi Kirstossa gididaysa amanizay wuri Xoossafe yelettidas. Aawa dosizay wuri nazaka izatho doses.
3e0502004b	Nuni Xoosu dosikone iza azazo nagiko nu Xoossa nayta siqizaysa hessan eros.
3e0503003d	Xoosu doso gusi iza azazo nagoko. Iza azazoti dexxo gidetena.
3e0504004b	Gasoykka Xoossafe yelettiday wurii alame xones. lame xonizaykka nu amanoko.
3e05050049	Yesussay Xoossa na gididaysa amanizadefe attiin alame xonizay haray oone?
3e050600ab	Hathanine suththan yiday hayssa Yesus Kiristosako. Izi hathaninne suththan yides attiin hathan xala yibeyna. Hessakka iza gish markatizay ayanakko. He ayanay tumu ayanako.
3e05070028	Hessa gish izas heedzdzu markati dettes.
3e05080040	Heytika; ayana, hathenne suththukko. Heedzdzata qalayka isinoko.
3e05090072	Nu asa marikatet ammanikko Xoossa markatethi hessafe adhees. Hesikka izi ba naza gish immida Xoossa markatethakko.
3e050a0094	Xoossa naan amanizade wurisso wozinan iza gish markay dees. Xoosu amanontay wurikka Xoossi benaza gish immida markatetha amanonta gish iza wordoses.
3e050b005a	Iza marikatethaykka Xoossi medhina deyo nus imides, he deyoyka iza nazan dees, gizaysakko.
3e050c003a	Nazi dizades deyoy dees; Xoossa nay bayndades deyoy baawa.
3e050d0061	Intes Xoossa nan amanizaytas medhina deyoy dizaysa inte erana mala ta hayssa intes xahaaththaays.
3e050e0072	Nu Xoossa sinth shiqqanas nus diza xalatethi hayssakko. Nu ay mishekka iza shene mala wosiko izi nu wossa siiyana.
3e050f005e	Nu iza wosiza miish izi wursi siyzaysa nu eriza gidiko nu wosida misha wursi ekanaysa nu eros.
3e0510001d	Oonikka ba ishay bena hayqqos
3e0511002e	gathonta nagara oothishin beyikko izas woosso.
3e05120019	Xoossikka hayqos gathonta
3e0513001e	nagara oothidaytas deyo imana.
3e0514001f	Hayqos gathiza nagaraykka dees.
3e05150027	Hayqos gaathiza nagara gish woso giike.
3f00000008	2 Yanisa
3f01010083	Tape ciimazappe; tumappe ta dosiza doretida godateysinne izi naytas, tana xala gidonta tumu erizayti wuri dosizaris, kitetida kita;
3f01020053	Gasoykka haysi tummay ha7ikka nu giddon dizaysanne sinthafekka medhinas danaysakko.
3f01030066	Xoossa awappenne iza na Yesuss Kirstosappe Kiyatethi, marotethiine saroy tumanine siqqon nunara giido.
3f01040066	Ne naytape bagati aawape nus imetida azazoza mala tuman miini dizayta ta beyida gish daro ufa7istadis.
3f01050073	Ha7ikka Godateye, kassepeka dizaro attiin ta nes hara ooratha azazo xafikke; hesiikka nu nu garsan siqistanaysakko.
3f01060061	He siqoykka nu iza azazoza mala danaysako. Azazozikka inte koyro siyda mala siqqon deyana malako.
3f0107009e	Yesus Kirstossay asa asho maydi yibeyna giza amanonta daro balethizayti alame bolla laletida. Heyta malay ay assikka as ballethizadene Kirstosara eqetizadeko.
3f01080063	Inte gidikko inte dabura wagape mella atontamalanne kumetha woyytto ekana mala inte hu7es nagetite.
3f010900a1	Kirstossa timrte mala donta urayinne iza tmirteppe baletidi kare keziza ura oonanikka Xoossi deena. Kirstosa timrten dizadey gidiko izas aawayne aawa nay deetes.
3f010a0056	Oonikka intekko yishe hessa he timrteza ekii yonta ura mokkii ekofiitene saro gopiite.
3f010b0040	Moki ekiddii ba so gelthizadey he ura oothon izara isino gidees.
3f010c00ba	Ta intes xafanas koyza daro miish des shin waraqataninne qalamen xafana mala koyke. Gidiikokka nu ufaysay kumeth gidana mala ta inteko bada inte sinthan intenara hasa7anas ufays oothays.
3f010d0035	Doretidari naytii ne miicheyi nayti nena saro geetes.
4000000008	3 Yanisa
400101003d	Taape ciimazape, tumape ta siiqiza ta siiqqo laagge gayyosas.
4001020080	Ta ishazo, ne shempoy loo7on dizamala ne asatethay loo7o dana malane ne oothizazi wurikka nees giiga gidanamala ta nees wossays.
4001030093	Ne tumas amanetidade gidida mala qassekka ne hanoy wuri tumu gididaysa isi isi amaniza asati taakko yidi ne gish yotiin siyada ta daro ufa7istadis.
4001040052	Gasoykka ta nayti loo7onne tuman smeretishin siisafe adhiza hara ufaysi tas deena.
4001050057	Ta ishazo issti nes imath gidikokka nenii ne ishatas oothida mishe wurson amanistadasa.
400106009a	Ne bolla ay mala siiqqoy dizakone isti ne gish wosa keeththa asa sinthan marikatida. Isti biiza oogen Xooss ufaysiza hanon ne ista madikko loo7o oothassa.
4001070055	Ays gikko isti Xoossa amanontaytape aykokka ekonta Kirstossa suntha gish mela kezida.
400108004a	Hesa giish nu isippe tumas oothan mala heytanta malata mokkii ekana beses.
400109006c	Ta Wossa keethas hayssafe kase xafadis. Gido attiin kallethizade gidana koyiza Diyoxraxossay nu gizaz ekena.
40010a00ca	Hesa gish, ta he bikko izi ba ita qalan nu sunthu moranas oothidaysa ta intes qonccisana. Hesikka izas gidonta ixin amaniza asa mokki ekena; Mokkii ekana koyzaytakka digesinne wossa keethafe kesi godes.
40010b007e	Ta ishazo, loo7ota milata attiin ita asata milatopa. Loo7o oothizadey wurikka Xoossa asa. Ita oothizadey qasse Xooss beybeyna.
40010c007b	Dimexrosas asi wuri loo7o markates. Tumaykka izas markataysu. Nukka izas markatos, intekka nu markkay tumu gididaysa ereta.
40010d0056	Ta nees xahaaththaana buro daro yoy dees shin ta nes waraqatan xahaaththaanas koyikke.
40010e009f	Ta nena mata wode beyanas ufays oothays, he wode nu isife uti hasa7ana. Ane saron da; ne lageti nena saro saro getes, ta lagista sunthu sunthu xeygada saro ga.
4100000006	Ayhude
4101010083	Yesus kiristoosas othiza Yaqobe isha Yudape, Intes xeyigetidaytas Xoossi Aaway siiqizaytas Yesus kiristoosay naagidaytas wurisotas;
4101020029	Maarotethi sarotethine siiqoy intes daro.
41010300e6	Ta siiqoto nu issife attida atotetha gishshi ta intes xaafanas daro koyadisishin ha7i qasse nam77anthontta issito Xoossi asas immida ammano gishshi inte daro baaxxistana mala ta intena zorays. Ta intes xaafanas taas tooho gidides.
4101040105	Istta bolla piridistanayssi daro wodepe kase istta gish xafetida asati inteko kolixxi gelida. Heytantti xoossu eronttayta, nu Goda kiyatetha coo mela laammizaytane Xoossa goynotaytako. Izi berika nuna haarizayssane nuusi Goda gidida Yesus kiristoosaka kadettes.
4101050098	Inte hessa wurisoka kaseti erikoka Goday ba dereza Gibixefe kessidi ashidayssane hankko ammanonttayta guyepe dhayssidayssa ta intena akekissana koyayss.
41010600b6	Hessaththoka ba boncho naagonta ixxidi ba dizaso yeddida kiitanchata inte yuushi qopana mala Xoossi istta gita pirida gallas gakanas medhina qashos giridi gida dhuman naagi wothides.
4101070138	Hessaththoka Sodomene Gamooray qasseka istta heeran diza katamatika laymatidanne salo medhetethatara laymatanas amottida. Hesa gishshi istti medhina taman xuugistanaytas lemiso gidida. f/ Haysi qofazi eketiday Medhetistaha maxafa 19.5-11 gidishin Sodeme asay Loxxekko, yida immathatara laymatana koydayssa beses.
410108009c	Hessaththoka heyti he asati berika ba agumo kaallidi berika ba asho tunathetes. Beepe bollara dizaytas azazetetena. Istti salon bonchora dizaytaka cayettes.
410109009a	Haray attoshin salo kiitanchata halaqay Mikka7eley Muse asho gishshi izara palamettishe “Nena Goday hanqeto!” gides attin izas casha qaala zaaribeyna.
41010a009f	Hayti asati qasse isttas eretontta ixxida mishsha wursi cashe cayetes. Aykoka erontta mehista mala coo ba qopi ekkida miishi isttas diiko istti hessan dhayana.
41010b008e	Istti Qayele ogen bida gishshi miishas giidi Bala7ame mala balan kunidida. Qasse Qoorey eqettida mala isttika eqettidi dhayida gish istas aye.
41010c010a	Hayti ha asati yeellay bayinda laymma hanora issi bolla inte digiseson bettiza wode intes dhuphe gidetes. Istti bessi xalala qopeetes. Istti carikon biza iray baynda shaara malako. Ayfey ayifiza woden ayfey baynda xaphope dhoqalletidi nam77uto melida miththa malako.
41010d00a5	Istti yeelachiza ba oothoza wolqama abba dambala gopontto mala copu hisitizaytako. Gird gida dhumay istta merinas naagizayssane coo mela waayetiza xoolinteta malako.
41010e0090	Adamepe ha simmin lapuntho yeletethi gidida Henokey hizgides “Heko Xoossi qooday baynda geesha kiitanchatara asa wuriso bolla piridanas yaana.
41010f00c7	Heyta Xoossas goynontta asati oothida iitti ootho geedon istta izi qaxxayana. Addafeka Xooss heyta bees goynontta nagaranchata bolla istti hasa7ida iitta miishata gishshi izi istta bolla piridana.”
41011000c0	Heyti he asati wuriso wode zuzumettizaytane ay miishanka ufa7etti eronttaytako. Istti ba iitta amo kaallizaytako. Istta duunan otoretetha qaalay kumides. Bessi ba go7a koyishe ase aadasheetes.
4101110060	Inte ta siiqoto nu Goda Yesus kiristoosay kiitti yeddidayti hayssafe kase yootida qaala akekite.
4101120088	Istti “Wode wurisethan Xoossa shenepe haakidayti berika ba iitta amo kaallishe ase qidhizayti yaana” giidi intes kase yooti wothida.
4101130061	Heyti asa issa issafe shaakizayta; asho amotethi kaalizaytane isttan xiillo ayanay bayindaytakko.
4101140068	Ta ishato, inte qasse wurisofe bollara inte geesha ammanon minni eqqite. Xiillo ayananka minni woossite.
4101150076	Nu Goda Yesus kiristoosay ba maarotethan intena medhina deyon gathanayssa naagetishe intenateha Xoossa siiqon naagite.
410116001f	Sidhishe diza asatas mishetite;
4101170083	Issi issi asata tamape kesi ashite haratas yashatethan michettite shin nagaran tunida istta asatetha bochchida mayoka wuris ixxite.
4101180075	Intena kundethafe ashanasine intena wothoy bayindayta hisitidi ufayssan ba boncho sinththi shiishanas danda7izayssas;
41011900b0	Izi xalala Xoossu gididanne nuusi dhale gidida Goda Yesus kiristoosa baggara benipe doomidi ha7i gakanasine medhinasika bonchoyne gitateth, wolqayne Godateth izas gido. Amin7i.
420000000a	Revelation
42010100d5	Hayssi ajjutazi mata wode biitta bolla hananayssa bass oothizayta bessana mala Xoossi Yesus kiristoosas immidayssakko. Yesus kiristoosayka ba kiittancha kiittidi ba oothanchaza Yanisas hayssa ajjutaza qonccisides.
4201020082	Yanisayka Xoossa qaala gishshine Yasus Kirstoosay tamarsida tuma gishshi qasseka Yanisay ba ayfen beyidayssaka wursi marikattides.
42010300d2	Hayssi wurikka hananay mata woden gidida gishshi hayssa tinbite qaala nababbiza uray anjettidadeko. Hessaththoka tinbite qaala siyizayttine ha tinbite qaala xaafettidayssa poli oothizayti istti anjettidaytakko.
4201040164	Isiyan diza laapun woossa keethatas, Kaseka dizayssafe, ha7ika dizayssapene, buroka yaana Xoossafe iza aliga sinthan diza laapun ayanatape hessathoka hayqofe denthan bayra gididayssafe, ha biitta kawotas kawone ammanettida marika gididayssafe, nuna siiqizayssafene ba suunthan nuna nu nagarape geeshida Yesus kiristoosape kiyatethine, saroteth, intes gido.
42010600a2	Nuni Yesus kiristoosa Aawa Xoossas oothana mala nuna izi kawotane qessista kessida Yesus kiristoosas bonchoyne wolqay medhinape medhina gakanas izas gido! Amin7i.
42010700ad	Heko izi salope shaarara yaana. Kase iza cadi wodhidaytika attontta asi wurikka iza beyana. Biittan diza dereyka eureka iza gishshi yeekana. Hayssi ha yoozi tumukko. Amin7i.
4201080081	Kasekane ha7ika dizayssi buropeka yaanayssi wuris danda7iza Godaa Xoossay “Alipayne omegay, koyroyne wurisethi tanakko” gees.
42010900e5	Tani Yesus Kiristoosa waayeza iza kawotetha qasseka iza danda7an intenara issife gidida ta inte ishay Yanisay Xoossa qaalanine Yesus Kiristoosas marikattida gishshi qachettada Fixximo geetettiza abba gidon diza dere daarin dayss.
42010a006e	Tani Goda gallas ayanan coo liphiphi gishin dinkke giiretha malay gita giireth taape guyera hizgishin siyadis,
42010b009f	“Neni beyzayssa waraqatan xaafida laapun woossa keethatas heytika Efesones, Sarimones, Phergamones, Tiyaxirones, Sardeses, Piladelpiyasine Lodoqiyas yedda”
42010c0081	Hessa taas ooni yootidakone erana gaada ta guye yuuya xeelliza wode woriqafe oothetida istta billa wothiza laapun balata beyadis.
42010d0083	He xompe wothiza balata gidon asa na milatizade demmadis. Izika hiriki too gakkiza adusa mayo mayidi tira bolla worqa mayo mayides.
42010e0070	Iza hu7eyne iza hu7e binanay qass boothu shachi milatiza bootha suufe malakko. Iza ayfetika tama laco milatetes.
42010f0070	Iza tooti tama bonqqon qoxetti kezida qariqimala milatetes. Qaalayka wolqama piissa haathey giiriza mala giires.
420110008f	Izi ba oshacha kushen laapun xoolinttista oykkidi uttides. Iza duunape nam7u baggara qara mashay kezes. Iza ayfesoy awa arishe mala xolqqettes.
42011100a1	Tani hessa beyada hayqqida asa milatada iza too garisan kunidadis. Izi qass ta bolla ba oshacha kushe wothidi hizgides “Ne babbofa! Koyroyne wurisethi tanakko.
4201120078	Tani paxa dayss. Kase hayqadissikoshin heko tani hayssafe medhinas paxa deyana. Hayqo bollane Si7ole bolla tani Godakko.
4201130046	Hessa gishshi neni be7idayssa ha7i dizayssane guyepe hananayssa xaafa.
42011400ff	Neni ta oshacha kushen beyida laapun xoolinttistane xompe, istta bola wothiza laapun worqqafe oothetida balata xuuray heko hayssakko. Laapun xoolintteti laapun woossa keethata kiittanchatakko. Xompe wothiza laapun worqqa ballati laapun woossa keethatakko.
42020100b7	Eefesonen woossa keeththa kiitanchas hizga xaafa “Hayssi laapun xoolinttista ba oshacha kushen oykidadefene xompe wothiza laapun worqqa ballata giddon simerettizadefe yootettides”
42020200d2	Tani ne oothozane ne dafetetha, ne danda7aka erayss. Neni qass iittata yega adhdhanas danda7onttayssa hawarista dishe bena hawarista gizaytaka shaakada istta wordanchata gidoyssa ne gakka demmidayssa ta erayss.
420203005d	Neni danda7an minna eqqidayssane ta suntha gishshi saletontta ne waaye beyindayssa ta erayss.
4202040051	Gidikoka ta nena kadhiza issi miishi dess. Hessika beni kase ne siiqoza aggadasa.
420205012f	Neni kase ay mala dhoqason dashe ha7i qass ne waana kundidakone ane yuusha qofane maarotethan simma gela. Ne kase oothiza beni ne oothoza zaara otha. Ne hessa wursa zaara oothontta ixxiko ta neeko yaana. Neni maarotethan gelontta ixxiko ne xompe iza bolla wothiza balla he izi dizasope ta dentha gidana.
4202060067	Gido attin ta nena galatiza issi miishi dess. Hessika tani ixxiza niqola bagga asa ootho neka ixxadasa.
42020700a1	“Ayanay woossa keethatas gido” geetettizayssa haythey diza urey wurikka siyo. Xoonida uray Xoossa ganate giddon diza deyo miththa ayfe maana mala ta oothana.
420208008f	Sarminese woossa keethas kiitanchas hizga xaafa, “Hayssi koyrone wuriseth gididape kase hayqidadefene ha7i qass paxa dizadefe yootetidazikko.
42020900a9	Tani ne waayezane ne manqotetha erayss. Gidikoka neni dureko. Ayhude gidontta dashe bena nuni Ayhudeko giza xala7e maabara gididayti heyti ne sunthu mooroyssa ta erayss.
42020a00ef	Buro sinthafe ne bolla gakkana metos babbofa. Inte paacettana mala intefe issi issi ura dabulosay qasho keeththa gelithana. Tamu gallas gakkanaas inte waaye beyanashin ne hayqqana gakkanaas ammanetidade gida. Tani ness deyo akilile immana.
42020b0064	“Ayanay woossa keethatas gizayssa haythey diza uray siyo! xoonida uray nam7antho hayqon qohettena.
42020c0073	Pherigamone woossa keeththa kiitanchas hizga xaafa, “Hayss nam7u baggara qare mashsha oykidadefe yootettidazikko.
42020d00f1	Neni xala7e aligay dizason dizayssa tani erayss. Gido attin neni ta suntha lo7etha oykadasa. Ne tana ammanizayssa agabeyka. Taas amanetida marika gidida Anttiphasey xala7ey diza inte kataman asa kushen hayqida wodeka ne tana ammano agabeyka.
42020e00f2	Gidikoka ta nena kadhiza issi miishey ne bolla dess. Hessika Bala7ame timirtte oykida issi issi asati inte giddon dettes. Hessi bala7amey Isiraa7eele asay eeqas yarshettida kathi miidine laymma laymmatidi dhuphistana mala Baalaqe zoridadekko.
42020f0049	Hessaththoka niqola bagga asata tmirtte oykida asatika inte gidon dettes.
420210007b	Hessa gishshi maarotethan gela, akkaye giiko tani ellesada neeko baada nena ta duunape keziza masha milatiza qaalara olana.
42021100d7	Ayanay woossa keethatas gizayssa haythey diza uray siyo! xoonida uras ta qotan diza man7afe immana. Iza bolla oratha sunthi xaafettida bootha shuchuka izas ta immana. Hessaka ekkidadefe attin hara uray oonka erenna.
42021200c6	“Tiyaxirone woossa keeth kiitanchas hizga xaafa “Hayssi tama lacho milatiza ayfeti dizadefene bonqqida taman geli qoxetti kezida xariqimala milatiza tooti dizaddefe Xoossa naape kiitettidazikko.
4202130082	Tani ne oothone ne siiqo, ne ammanone ne hagazo, ne denda7an minnoyssaka erayss. Kase oothozape guyeyssi adhdhizayssaka ta erayss.
42021400e4	Gido attin ta nena kadhiza miishi dess. Hessika bena “Ta nabekko” giza maccashayo Elizabelo neni bessa aggida gishshi iza taas oothizayti laymma laymmatana malane eeqas yarishetida kathi maana mala iza tamarisada balethadus.
4202150062	Iza maarotethan gelana mala ta izis wode immadis shin iza qass ba laymmatethaf simmanas koyabeyku.
42021600aa	Hessa gishshi ta izo waaye aliga bolla yeggana. Izira oothida asati ba iitta oothope maarotethan simontta ixiko izira issife laymmatida wurisota bolla gita meto ta ehana.
42021700a0	Tani izi nayta hayqon qaxxayana. woossa keethati wurikka asa qofane asa amo shaaka erizay tana gididayssa erana. Tani intes issas issas izade ootho mala immana.
42021800bf	“Tiyaxironen dizaytas intesine hayssa iitta timirtte tamaronttaytas wurisos hessathoka issi issi (xala7es hayssi ciimma xuurako) gtetetizayssa kaallonttayta intena tani hara tooho toossike.
4202190042	Gidikoka ta hee baana gakkanaas intes dizazi wuris minthi oykkite.
42021a005e	xoonida urasine ta oothon wuriseth gakkanaas minnizades hanko dereta bolla ta godateth immana.
42021b0094	Izi istta birata guufera haarana. Uriqafe medhettida miisha mala izi bukkidi liiqisana. Hessi he godatethayka tani ta Aawape ekoo godatetha malakko.
42021c002d	Ta izas wontta bolla keziza xoolintta immana.
42021d0039	Ayanay woossa keethatas gizayssa haythey dizay wuri siyo.
42030100c2	Saridese woossa keeththa kiitanchas hizga xaafa “Hayssi laapun Xoossa ayanatane laapun xoolinttista oykidadefe yootetidazikko. Ta ne ootho erayss. Neni sunthan paxa daasa shin qass hayqqadasa.
4203020084	Beega! hayqqana matidayssane nees wurishe guuthu attida wolqayo zaara mintha. Tani ta Goda sinthan ne oothoy kumeth gidin beyabeyke.
42030300cb	Hessa gishshi neni ay mala timirtte ekkidakone ne siyosayssa yuusha qopane naaga. maarotethanka gela; Neni beegontta aggiko qass ta kayso mala ne qopotta duxu gaana. Ta ay saaten neeko yanakone ne eraka.
420304009d	Gido attin ba mayo tunsontayti Sardesen guutha asati nenara dettes. Heyti bootha mayo mayanayssi isttas bessiza gishshi istti bootha mayo maydi tanara baana.
42030500a3	xoonidadey isttathoka bootha mayo mayana. Izade sunthu tani ta Aawa sinthanine kiitanchata sinthan erisana. Deyon dizayta sunthi xaafettida deyo mazgabape quccike.
4203060039	“Ayanay woossa keethatas gizayssa haythey dizadey siyo.
42030700c8	Fildilfiya woossa keeththa kiitanchas hizga xaafa “Hayssi geeshine tumancha gididayssafe Dawite keeththa qulife oykidadefe yootettidazikko. Izi doyidazi oonikka gordena. Izi gordidaz oonikka doyena.
42030800bb	Tani ne ootho erayssi. Heko oonikka gordanas danda7ontta doya penge ne sinthan woththadis. Ne wolqay guuthu gididayssa ta erayss. Gidikoka ne ta qaala naagadasa. Ta sunthaka ne kadabeyka.
42030900c5	Hessa gishshi bess Ayhude gidontta dishe bena Ayhude gizayti heyti xala7e maabarape gididayti wordoti yiidi ne too garisan kundana mala ta oothana. Tani nena siiqdayssa istti erana mala ta oothana.
42030a00a5	Neni danda7izade gida gaada ta nees yooto qaala ne naagida gishshi taka buro biitta bolla diza asa paacanas kumetha alame bolla yaana. Waayeza galas ta nena naagana.
42030b0050	Heko ta eeson yaana. Ne aklile oonikka ekkontta mala ness dizazi lo7etha oyikka.
42030c010a	Xoonida ura tani ta Godaa Xoossa keeththan tuussu histana. Izi heepe muleka kezena. Ta Goda sunthune ta Goda katamaza sunthuka ta iza bolla xaafana. Hana katamaya salope ta Goda achchafe wodhdhana ooratha Yerusalamekko. Taka ta ooratha suntha he izade bolla xaafana.
42030d0039	Ayanay woossa keethatas yootizayssa haythey dizadey siyo.
