2800000005	Mateu
2f0a09003c	Kunjitondo cimuese ngeci njilinakumiteuesa na mikanda yange.
2f0a0a009e	Omuo vamo vahandeka nguavo, “Mikanda yendi yapua yakulema nakukola, vuno honi muvila uendi uapua uakuzeya, kaha navihandeka viendi viapua viakuhona seho.”
2f0a0b006f	Vantu ava vanapande kutantekeya ngeci vije vitukahandeka mu mikanda omo tuvahiko, vikevio tukalingi omo kutuli.
2f0a0c00b5	Kutuekutonda kulijundula cipue kuliesekesa yetu vavenia navamo vaje vakalijundula vakevo vavenia. Vuno honi omuo nga valieseka vakevo vavenia ku umo na mukuavo, kaha kuvekuivuisisa.
2f0a0d00a5	Vuno honi kutukalihalesa mukupulakana, vuno honi kulihalesa cetu cikapuamo kuya muje Njambi natuhanenamo, eci cipandakana vene na vipangi vije vitunalingi kuli yeni.
2f0a0e00a5	Omuo kutuesi na kutualelelaho kulihalesa cetu ngue yetu kutuezile kuli yeni yetu tuapuile vakulivanga kuhuma kulahako kuija kuli yeni, na muzimbu ua cili ua Kilistu.
2f0a0f00cc	Kutukalihalesa kupulakana seteko yetu mu vipangi vije vivanalingi vakuetu veka, vuno honi kutsiliela cetu cinapu ngeci lutsilielo lueni linga lulivuezelele, vipangi vietu hhakati keni linga vilivuezelele,
2f0a100098	linga tuase kuambulula muzimbu uacili keti kuli yeni lika vuno honi na mu vimbonge vieka, kuakuhona kulihalesa ha vipangi vije vivanalingi laja vakuetu.
2f0a11006b	Vuno honi ngue muje muvihandeka visoneka kuavio, “Eceleni uoshe uje alihalesa, alihalesele hali Muene.”
2f0a12006a	Omuo keti muntu uje alijundula ikeye vavenia ikeye uje ivakatambula, vuno honi muntu uje Muene akajundula.
2f0b01004e	Njishunguiya ngue munjitavesako kavundende kulinga vulema vuange. Njitaveseni.
2f0b020089	Njilinakumiuvuila cipululu ca vunjambi, omuo njamikulahesa yeni kuli Kilistu mukumihana ngue shombolua ua vusunga kuli yaliendi umo lika.
2f0b0300bb	Vuno honi njili nakuteua ngeci ngue muje linoka uakuisile Eva na kuzangama cendi ca makuli, kaha visinganieka vieni vikamituala kulahako nakuhona kuononoka Kilistu na vucili na kusungama.
2f0b040103	Omuo nga muntu umo eja nakuambulula Yesu ueka kupulakana uje ituambuluile yetu, cipue nga mutambula cimbembesi ueka kupulakana uje imuatambuile, indi cipue nga mutambula muzimbu uacili ueka uakuliseza na uje umuatambuile, kaha mulihana kuli vikevio mukushula.
2f0b050060	Njisinganieka ngeci kunjapuile njiuamundende kuli ava vavahandeka nguavo tunganda vakama cikuma.
2f0b060098	Cipue vene nga keti njiuakulilongesa mukuhandeka muacili, vuno honi njili na mana mu vingila vioshe tunalumbununa evi muacili kuli yeni mu viuma vioshe.
2f0b070093	Nkuma njalingile vupi mukulikehesa yange vavenia ngeci yeni vamijundule, muje munjambuluile muzimbu uacili ua Njambi cakuhona ndando kuli yeni ndi?
2f0b080056	Njevililile vikungulukilo vieka hakutambula vukuasi kuli vakevo omuo yakumikuasa yeni.
2f0b0900ee	Kaha omuo njakele neni nakutonda vimo, kunjahanene citeli kuli muntu uoshe omuo vukuasi vuange vuakele nakuhuma kuli muanetu uje uahumine ku Masendoniya. Nankuma njalikelele, kaha njikalikela naua kupua citeli kuli yeni mu vingila vioshe.
2f0b0a0074	Kaha ngue ha vusunga vua Kilistu uje ali hali yange, eci kulihalesa cange kuvakaciholuesa kuluu mu vihela via Akaya.
2f0b0b0064	Nkuma vika honi njihandekela eci? Omuo yange kunjamizangele ndi? Njambi atantekeya ngeci njamizanga!
2f0b0c00b7	Kaha vije vinjikalingi njikavitualelelaho kuvilinga, linga njikahonouese vihandeka via vaje vakahandeka nguavo kuvipangi viavo viakulihalesa vakapanga hamo netu ngue muje mutukalingi.
2f0b0d0074	Omuo vantu ava vapua tunganda va makuli, vaka kupanga va makuli vakalipuisa vakevo vavenia ngue tunganda va Kilistu.
2f0b0e0057	Kutukomoka, ngeci cilivene cipue Satana ualipuisile ikeye vavenia ngue kangelo ua ceke.
2f0b0f00a2	Nankuma kucasa kupua ca kukomouesa nga vangamba vendi na vakevo naua valipuisa vakevo vavenia ngue vangamba va vusunga, mamanusuilo avo akalifua na vilinga viavo.
2f0b1000d2	Njihilukilaho naua nguange, eceleni muntu uoshe keti a singanieke nguendi njicilema, vuno honi cipuevene nga mucisinganieka, kaha njitambuleni ngue vene cilema ngeci nange naua linga njikalihaleseko muvundende.
2f0b110074	(Vinjili nakuhandeka kunjesi nakuhandeka na nzili yakama ya Muene vuno honi ngue cilema mukulihalesa eci ca kusimpa,
2f0b12004e	nankuma omuo vavengi vakalihalesa na viuma via mavu, nange naua njikalihalesa)
2f0b13004e	Omuo yeni muka litavasana muacili na vilema, hakupua yeni vavenia vakuzangama.
2f0b14009a	Omuo yeni mukacitava cipue vene nga muntu amilinga vundungo, cipue amikuisa, cipue amizangamena, cipue uje amikehesa, cipue uje amipupa mbanda ku cihanga.
2f0b1500b8	Na shuama yange, njihandeka nguange tuazeyele cikuma ha lievi! Vuno honi vioshe vije muntu atonda linga alihalesele, njilinakuhandeka ngue cilema, nange naua njinapande kulihaleselaco.
2f0b1600ca	Nkuma vanapu Vahevelu ndi? Kaha nange vene nji Kahevelu. Nkuma vanapu Vaisaleli ndi? Kaha nange vene nji Kaisaleli, nkuma vapua vatekuilila va Avilahama ndi? Kaha nange vene njimutekuilila ua Avilahama.
2f0b1700fc	Nkuma vapua va ngamba va Kilistu ndi? Kaha yange njapua njiuakama kuvapulakana, njilinakuhandeka ngue muntu uakuzaluka, njinapanga cikuma na kuhundangana, njinakala mu kamenga vintsimbu via vingi na kunjipupa lua luingi nakutonda kunjitsiha lua luingi.
2f0b180065	Ha vintsimbu vitanu vanjipupile makote makumi auana kuhumisako likote limo kuli vakuluntu va Vayunda.
2f0b1900d0	Ha vintsimbu vitatu vanjipupile na vivanzi, kaha lumo vanjashele mavue. Kaha ha vintsimbu vitatu omo njendele mu vuato, vuje vuato vunjendelelemo vavupihisile, ha vutsiki na mutania njakele mu mema a kalunga.
2f0b1a0135	Ha mangenzi a mengi, njakele mu vukalu vua vindonga, njakele muvukalu ku mihuza, njakele mu vukalu ku vantu vange vavenia, njakele mu vukalu kuli vaje keti Vayunda, njakele mu vukalu mu nganda, njakele mu vukalu mu mpambo, njakele mu vukalu ku mema a kalunga, njakele mu vukalu kuli vaka kutsiliela va makuli.
2f0b1b00b3	Njahundanganene na kupanga cikuma, kunjakele na kukosa ku vintsimbu viavingi, njakele mu njala na mpuila, vintsimbu via vingi cakuhona via kulia, njakele mulisika nakuhona vizalo.
2f0b1c0070	Kaha ku vikuavo viekani, kuli vukalu vua ha litangua na litangua hali yange vuakushoshomua vikungulukilo vioshe.
2f0b1d0062	Iya nazeye, nkuma yange kunjazeyele ndi? Iya ivauisilile mu vupi, nkuma yange kunjanienguele indi?
2f0b1e0046	Kaha nga njilihalesa njikalihalesa ha viuma vije vimuesa kuzeya cange.
2f0b1f0066	Njambi na Tate ya Muene Yesu, uje ikeye uakukuisula vintsimbu vioshe natantekeya nguendi kunjekukuisa.
2f0b200069	Ku Ndamasika nguvulu uje uakele muintsi lia Muene Aletasa uaniungile nganda ya Ndamasiku linga vanjikute.
2f0b21005f	Vuno honi vanjisosele mu mutonga kuhitila mu njanena mu civumbe, kaha njovokele ku mavoko endi.
2f0c010076	Njapande kulihalesa cipue vene nacimo cahi cinjasa kuuanaho, vuno honi njitualelelaho na vimona na visolola via Muene.
2f0c0200c8	Njatantekeya yala umo muli Kilistu uje ha miaka makumi auana laja vamutuatele ku lilu lia mucitatu, yanini honi indi capuile ku muvila indi keti ku muvila kunjitantekeya, Njambi lika ikeye atantekeya.
2f0c03009d	Kaha njatantekeya ngeci yala ou vamutualele mu lihia lia Njambi yanini honi indi mu muvila cipue keti mu muvila kunjitantekeya, Njambi lika ikeye atantekeya.
2f0c040048	Kaha njovuile viuma vije kuvasa kuviambulula, vije muntu kasa kuhandeka.
2f0c050077	Hakuimanenako ou yala njilihalesa, vuno honi hakulimanena yange vavenia kunjikalihalesa, kuvanga lika via kuzeya cange.
2f0c0600e7	Kaha cipue vene nga njitonda kulihalesa, kunjikapu njicilema, omuo njikahandeka vusunga. Vuno honi kunjitondo kucilinga, linga keti muntu umo asinganieke cikuma hali yange kupulakana vije viamona muli yange cipue vievua kuli yange.
2f0c0700ac	Kaha hakulinga yange keti njilihalese cikuma na vuingi vua visolola, ngeci vanjihakele mbimbo mu muvila, linga kanganda ua satana anjipakese, ngeci keti njilihalese cikuma.
2f0c080041	Njalambelele Muene ha vintsimbu vitatu hali eci, linga cinjiseze.
2f0c0900e6	Vuno honi uahandekele kuli yange nguendi, “Kavumbi kange kanapu kakama hali yove, omuo nzili yange yapua ya vusunga mukuzeya.” Kaha njikavuahelela cikuma nakulihalesa ha kuzeya cange linga nzili ya Kilistu ihuimine hali yange.
2f0c0a0080	Omuo ya Kilistu, njapuisamo na kuzeya, na vituka, na kuhundangana, na mapakeso na lamba, omuo nga njinazeye, ambahoni njikolesa.
2f0c0b00cc	Njilinakulinga ngue njicilema, muanjisindiiye linga njifuemo, omuo yeni muanjitavesele. Omuo kunjapuile njiuamundende kuli vaje valitumbula vavenia nguavo tunganda vakama, cipue vene yange nji muntu lika.
2f0c0c007a	Vimueso via kanganda ua vusunga va vilingile hhakati keni mukusimpa coshe, na vimueso na vikomoueso na vipangi via kuhiana
2f0c0d007d	Nkuma vamikehesele vati hhakati ka vikungulukilo vieka, oku yange kunjapuile citeli kuli yeni? Njikonekeleni ku kupihisa eci!
2f0c0e00db	Honi njali vuahesela vualumo mukumimeneka ha ntsimbu ya mucitatu. Kaha kunjikapu citeli, omuo kunjitondo vije vinapu vieni vuno honi yeni, omuo vana kuvapandele kuniunga visemi vavo, vuno honi visemi kuniunga vana vavo.
2f0c0f0090	Njikavuahelela cikuma kuhana na kunjihana omuo ya miono yeni. Nga yange njimizanga cikuma, Kaha nkuma yange cinapande kunjizanga kavundende ndi?
2f0c100086	Vuno honi taveni ngeci yange kunjapuile citeli kuli yeni, vuno honi mukahandeka ngueni njapuile muka kuzangama na kumikuisa na makuli.
2f0c110042	Nkuma njamizangamenene kuhitila muli vaje njatumine kuli yeni ndi?
2f0c1200be	Njalambelele Tito linga eje kuli yeni kaha njamutumine hamo na muanetu. Nkuma Tito uamizangamenene ndi? Nkuma kutualingile vilinga via cimbembesi umo lika ndi? Nkuma kutuendele mumolika ndi?
2f0c1300c2	Nkuma vintsimbu vioshe muka singanieka ngueni tukaliluila yetu vavenia kuli yeni ndi? Ku mesho a Njambi kukeko kutuli nakuhandeka muli Kilistu, kaha vioshe evi vinapu via kutunga ceni vamuanetu.
2f0c14010c	Omuo njiteua nguange omuo njikeja kaha njikamiuana muje kunjatondele, kaha naua nange mukanjiuana muje kumuatondele. Kaha kukakala kuli cokota, na lifuua, na cipululu, na kuli zanga yeni vavenia, na kulishaula, na kulifueya, na kulihalesa, katumamesi kakuhona kuilamo.
2f0c1500f8	Njili na kuteua ngeci omuo njikeja naua Njambi yange hamo akanjikehesa ku mesho eni, kaha hamo njikalila omuo ya vantu vavengi vaje valingile vupi laja kaha kuvatengulukile ku kulijualesa, na kuvupangala na ku vilinga via kuteuesa vije vivalingile.
2f0d010074	Eyi inapu ntsimbu ya mucitatu ije njija kuli yeni. Mulonga uli uoshe uapande kukala na vakaleho vavali cipue vatatu.
2f0d0200da	Njananguile vaje valingile vupi hakulivanga na vaje vakuavo voshe, kaha njivanangula hano oku njiuahiko, ngue muje munjalingile oku tele kunjili ha vungenzi vuange vua mucivali, ngeci nga njija naua kaha kunjikavovola,
2f0d030083	omuo mutonda cimueso ngeci Kilistu ali nakuhandeka muli yange. Kapuile uakuzeya linga amihonoue, vuno honi uapua uanzili muli yeni.
2f0d0400a4	Omuo vamushukikile mukuzeya, vuno honi uayoya ha nzili ya Njambi. Omuo tuapua vakuzeya muli ikeye, vuno honi mu vusamba neni tukayoya hamo nendi ha nzili ya Njambi.
2f0d0500e8	Lihiluleni yeni vavenia, linga mumone indi hanga muakakateya ku lutsilielo lueni. Liesekeni yeni vavenia. Nkuma kumuatantekeyele ngueni Yesu Kilistu ali muli yeni ndi? Kuvanga mulihilule keti ngoconi cilivene kaha munahonoua ceseko!
2f0d060032	Njitsiliela nguange mukauana ngueni kutuahonouele.
2f0d0700ba	Vuno honi tulomba kuli Njambi ngeci keti mulinge viavipi, keti cisholoke ngue yetu tunasa eci ceseko, vuno honi linga mulinge vije via kusungama, cipue vene oku cimuesa ngeci tunahonoua.
2f0d080055	Omuo kutuasa kulinga vioshe hakuluisa vusunga, vuno honi vioshe lika omuo ya vusunga.
2f0d090072	Omuo tunavuahelela ngeci yetu tunapu vakuzeya kaha yeni muvakukolesa. Yetu tulinakulomba lika mutualeleleho lutue.
2f0d0a00a2	Njilinakusoneka eci oku njesi hamo neni, linga ngeci omo njija keti cikanjikaluuile mukupangesa nzili yakama ije Muene nanjihana yakutunga kaha keti yakushandola.
2f0d0b00cb	Cakumanusuila, vamuanetu, saleniho. Kakateyeni kulinga viuma via kulumbunuka, ivuilileni kukulambelela cange, litavasaneni umo na mukuavo, yoyeni mu ciyulo. Kaha Njambi ua cizango na ciyulo akakala neni.
2f0d0c0035	Lihinduiseni umo na mukuavo na kulitsuemba ca kulela.
2f0d0d003a	Voshe vantu vakulela va Njambi vanatumu vihindu kuli yeni.
2f0d0e006b	Kavumbi ka Muene Yesu Kilistu na cizango ca Njambi na kulitombola ca Cimbembesi Uakulela vikale neni voshe.
3000000007	Ngalata
3001010092	Paulu kanganda uje keti uakuhuma ku vantu cipue kuhitila mu muntu, vuno honi kuhitila muli Yesu Kilistu na Njambi Tate, uje uamusanguile ku vatsi,
3001020065	yange na vamuanetu voshe vaje vanjili navo, tuli nakutuma vihindu, Ku vikungulukilo via mu Ngalatiya:
3001030056	Kavumbi kakale neni na ciyulo vije vihuma kuli Njambi Tate na Muene yetu Yesu Kilistu,
3001040077	uje ualihanene ikeye vavenia ha vipi vietu mukutuhumisa ku vupi ovu vua vuavuno, kuya ku cizango ca Njambi yetu Tatetu.
3001050037	Kuli ikeye kukale vumpau ku miaka yoshe ya yaye! Ameni.
3001060077	Njalikomokela ngeci yeni voshe muahumu vuasi kuli uje uamisanene mu kavumbi ka Kilistu nakutengulukila ku muzimbu ueka.
3001070081	Keti ngue nguavo kuli muzimbu ueka naua, vuno honi kuli vamo vaje vali nakumitanganesa kaha vatonda kutangula muzimbu ua Kilistu.
300108009e	Vuno honi cipue vene nga yetu indi kangelo uakuhuminina kuilu, uje akambulula muzimbu ueka uakuliseza na uje utuambuluile yetu kuli yeni, kaha apue uakusinga.
30010900b2	Ngue muje mutunahandeka hakulivanga, nahano hanga naua njicihandeka nguange, nga kukala umo akambulula kuli yeni muzimbu ueka uakuliseza na uje umuatambuile, kaha apue uakusinga.
30010a00bc	Nkuma yange njilinakutonda ngeci vantu vanjishangale indi Njambi? Indi nkuma njilinakueseka kuvuahelesa vantu? Nga hanga njicili nakuvuahelesa vantu, ngue kunjapuile nji ngamba ya Kilistu.
30010b0073	Omuo njitonda linga mutantekeye vamuanetu, ngeci muzimbu uje yange njambuluile kuuapuile muzimbu uakuhuma ku muntu.
30010c006a	Omuo kunjautambuile kuli muntu, cipue kulilongesauo, vuno honi uezile kuhitila mukusolola ca Yesu Kilistu.
30010d0089	Omuo munevu vuyoye vuange vualaja mu futisi ya Vayunda, muje vati munjapakesele cikungulukilo ca Njambi muakupihia nakutonda kucinongesa.
30010e0099	Kaha njahianene mu futisi ya Vayunda kupulakana vavengi vaje mutunapuila hamo ku miaka hhakati ka vantu vange, njalihanene cikuma ku vilika via vatatetu.
30010f0066	Vuno honi omo Njambi uje uanjihanguile laja te kanda njisemuke, nakunjisana kuhitila mu kavumbi kendi,
300110008d	uavuahelele cikuma hakusholola Munendi kuli yange linga njikamuambulule hhakati ka vaje keti Vayunda, kunjaile kuli muntu umo mukunjinangula,
3001110084	cipue kuya ku Yelusalema kuli vaje vapuile tunganda yange te kanda, vuno honi njaile mu Alambiya kaha naua njahilukile ku Ndamasiku.
300112007b	Ambahoni munima ya miaka itatu njaile ku Yelusalema mukumenekela Kayafase kaha njakele nendi kuje matangua likumi na atanu.
3001130051	Vuno honi kunjakamueneko tunganda veka naua kuvanga lika Tiango munaina ya Muene.
3001140042	Muli evi njinasonekela yeni, vusunga vua Njambi kunjesi nakukuisa.
3001150034	Ambahoni njaile ku mitambela ya ku Silia na Silisha.
3001160054	Vuno honi hanga vene kuvanjitantekeyele ku vikungulukilo via Kilistu via mu Yundeya,
300117006c	vovuile lika nguavo, “Uje uatuyandesele vuno honi alinakuambulula lutsilielo luje luatondele kunongesa.”
300118002c	Kaha vahanene vumpau kuli Njambi omuo yange.
3002010062	Ambahoni munima ya miaka likumi na iuana njaile naua ku Yelusalema na Mbanambase hamolika na Tito.
30020200fd	Njaile kuje omuo ya kusolola, kaha njaliuanene navo vaje vantuama vuno honi capuile mu vushueke kaha njavahanene muzimbu uje unjikambulula hhakati ka vaje keti Vayunda, njatondele kutantekeya muacili nguange kunjishatukila cipue njashatukilile viangoco.
3002030063	Vuno honi Tito uje uakele nange kuvamusindiyiye linga alovoke, cipue vene ikeye uapuile Kangelengu.
30020400c0	Vuno honi omuo ya vaka kutsiliela vamakuli vaje vezile mu vushueke, vaje vezile mukuseveleka linga vakuende vungungu ha kupatuka cetu kuje tulinaco muli Kilistu Yesu, linga vatupuise vandungo.
300205006e	Kutualihanene kuli vakevo cipue muka ntsimbu lika, tualingile eci linga vusunga vua muzimbu vavutulikile yeni.
30020600f2	Vuno honi kuli vaje vavakele nakuhana kasingimiko ngue cuma cije caseho, vuno honi muoshe muje muvafuile, kuvalumbunukile ambe cimo kuli yange, Njambi kakele na civembulu, vaje vanjihandeka nguange vantu vakulema kuvahakeleko cimo kuli yange.
30020700b3	Vuno honi mu ngila ikuavo naua omo vamuene nguavo njakakateya kuambulula muzimbu kuli vaje vakuhona kulovoka, ngue Petulu muje muakakateyele kuambulula muzimbu kuli vaje kulovoka,
3002080075	omuo Njambi uje uakele nakupangesa Petulu ha vipangi via vaka kulovoka uapangesele nange naua kuli vaje keti Vayunda.
3002090105	Omo vanongonuene kavumbi kaje kavanjihanene, kaha Tiango, na Kayafase, na Iuano vaje vavakele nakuhana kasingimiko ngue vantuama, havanene yange na Mbanambase livoko lia cilio mukupangela hamo, linga tuye kuli vaje keti Vayunda kaha vakevo kuli vaje vakulovoka.
30020a0053	Voshe valombe yetu linga tuanuke tuhutu, eci cikeco cuma cije cinjikatondo kulinga.
30020b005d	Vuno honi omo Kayafase uezile ku Antioke njamusembuluile ku mesho endi omuo ikeye uapihisile.
30020c00a6	Omuo tele kanda vamala vamo veje kuli Tiango, ikeye ualile na vaje keti Vayunda, Vuno honi omo vezile uavashondolokele nakulihumisako ikeye vavenia mukuteua kulovoka.
30020d0085	Kaha ikeye na vakuavo voshe Vayunda vaputukile kulinga civembulu linga vene cipue Mbanambase na ikeye vamutanguile ku civembulu cavo.
30020e012c	Vuno honi omo njamuene nguange kuvesi nakulinga viakusungama ha vusunga vua muzimbu, kaha njahandekele na Kayafase ku mesho avo voshe nguange, “Nga yove, cili uje Kayunda uyoya ngue uje keti Kayunda vuno honi keti ngue Kayunda, kaha uasa vati kulinga vaje keti Vayunda linga vayoye ngue Vayunda?”
30020f004b	Yetu vavenia vaje Vayunda ku cisemua kaha keti vaje keti Vayunda vaka vipi,
300210013d	tutantekeya nguetu muntu kasa kupua uakusungama ha vipangi lika via lishiko vuno honi kuhitila mu lutsilielo muli Kilistu Yesu, cipue yetu tunatsiliela muli Kilistu Yesu linga tupue vakusungama ha lutsilielo muli Kilistu, keti ku vipangi via lishiko omuo ha vipangi lika via lishiko naumo uahi akapuilaho uakusungama.
30021100ae	Vuno honi nga mukusetela kuetu linga tupue va vusunga muli Kilistu, kaha yetu vavenia tualiuanene kupua vaka vipi, kaha nkuma Kilistu ikeye liavenia vupi ndi? Cilivene kuahi!
300212006b	Vuno honi nga naua njitunga viuma vije vinjalundumuine, kaha njalimono yange vavenia nguange muka kupihisa.
3002130050	Omuo yange kuhitila mu lishiko njatsile ku lishiko, linga njikayoye kuli Njambi.
30021400f5	Vanjishukikile hamo na Kilistu, kaha keti yange naua uje ayoya vuno honi Kilistu ikeye uje ayoya muli yange, kaha na muono uje honi njiyoya mu ntsitu njiyoyela ha lutsilielo muli Muna Njambi, uje uanjizangele nakulihana ikeye vavenia hali yange.
3002150071	Kunjasa kuteua kavumbi ka Njambi, omuo nga vusunga vavuuana kuhitila mu lishiko, kaha Kilistu viahi viatsililile.
3003010069	Eni vilema vaka Ngalatiya! Iya namilouo, ku mesho aveya Yesu Kilistu vamuhanene ku vivunga nakumushukika?
3003020073	Maneni njimihule eci lika: Nkuma yeni muatambuile Cimbembesi ha vipangi via lishiko indi vukuvuilila na lutsilielo?
3003030052	Muvilema vati yeni? Hakuputuka na Cimbembesi, nkuma mumanusula honi na ntsitu ndi?
3003040052	Nkuma muahitila vene mu viuma viavingi muangoco ndi? Cilivene nga vinayi muangoco.
3003050083	Nkuma uje akamihana Cimbembesi nakupanga vikomoueso hhakati keni akavipanga na vipangi via lishiko indi ha kuvuilila na lutsilielo?
3003060058	Mukemo vene Avilahama “uatsilielelele Njambi, kaha vamutandeleleko kupua uavusunga.”
3003070053	Taleni omu mukemo mucinafu yeni vamala va lutsilielo vaje vakevo vana va Avilahama.
30030800d7	Kaha na visoneka hakumona vije vilikulutue ngeci Njambi akalinga vaje keti Vayunda kupua vaka vusunga ha lutsilielo, nakuambulula muzimbu mukulivanga kuli Avilahama nguendi, “Muli yove mafuti oshe akakuisuliua.”
3003090066	Nankuma, vaje voshe vantu vali na lutsilielo vanakuisuliua hamo na Avilahama uje uakele na lutsilielo.
30030a00c9	Omuo voshe vaje vajendamena ha vipangi via lishiko, vali muintsi lia cisingo, omuo vavisoneka nguavo, “Nasingiua uoshe uje akaniungu viuma vioshe vije vivasoneka mu livulu lia lishiko nakuvilinga.”
30030b009e	Honi calumbunuka muacili ngeci naumo uahi muntu ivapuisa uavusunga kuli Njambi ha lishiko, omuo “Uoshe uje alinga vusunga kuhitila mu lutsilielo akayoya.”
30030c005c	Vuno honi lishiko kuliakundamene ha lutsilielo, omuo “Uoshe uje avilinga akayoya navio.”
30030d0087	Kilistu uatukulile yetu ku cisingo ca lishiko hakupua cisingo omuo yetu omuo vacisoneka nguavo, “Nasingiua uje alishukika ha muti,”
30030e009d	linga muli Kilistu Yesu ngeci vije vikuisulo via Avilahama vije kuli vaje keti Vayunda, kaha linga tutambule cikulaheso ca Cimbembesi kuhitila mu lutsilielo.
30030f009a	Vavusamba vange njihana cimueso ca litangua lioshe mu muono uetu, naumo uahi asa kuhumisa ku litavasano lia muntu cipue kuvuezelelako, hanima ya kulikuta.
30031000d8	Honi vikulaheso vivapangelele Avilahama na mutekuluila uendi. Visoneka kuvihandeka nguavio, “Nakuli vatekuluila,” kulumbununa vavengi, vuno honi kulumbununa umo lika, “Nakuli mutekuluila uove,” ikeye Kilistu.
30031100be	Evi vikevio vinjili nakulumbununa: lishiko lije liezile ha miaka vihita viuana na makumi atatu yakunima, kuliayenguile litavasano lia laja lije Njambi ualingile, nakuhumisa cikulaheso cendi.
3003120080	Omuo nga kusuana cakundama ha lishiko, kaha kucesi naua ha cikulaheso, vuno honi Njambi uacihanene kuli Avilahama ha cikulaheso.
30031300d1	Kaha omuo vikahoni lishiko? Valihakeleko omuo ya vupi, kuvanga noho hakezila uje mutekuluila uje ivalingilile cije cikulaheso. Lishiko valihanene kuhitila muli tungelo nakulikundika kuli muka kuimanena mukati.
3003140047	Honi muka kuimanena mukati emanena vavengi, vuno honi Njambi uapua umo.
30031500a6	Nkuma lishiko lilinakuluisa vikulaheso via Njambi ndi? Cilivene kuahi, omuo nga lishiko valihanene nguavo liyoyese, kaha cilivene vusunga ngue vuneja omuo ya lishiko.
3003160093	Vuno honi visoneka vinahaka viuma vioshe ku vupi, linga vioshe vije vivakulahesele ku lutsilielo muli Yesu Kilistu vakavihane kuli vaje vatsiliela.
3003170069	Honi tele kanda lutsilielo luije, vatukutile ku lishiko nakutupuisa vinzinda noho vakasholola lutsilielo.
3003180078	Kaha na lishiko tuakele nakuliendesa kuvanga noho hezilile Kilistu, linga vatupuise vaka vusunga kuhitila mu lutsilielo.
3003190050	Vuno honi luje lutsilielo luneja, kaha honi kutuapuila naua vinzinda va lishiko.
30031a004f	Omuo muli Kilistu Yesu muva voshe munapu vana va Njambi kuhitila mu lutsilielo.
30031b0044	Omuo vuingi vueni vaje vavambuitikile muli Kilistu munazala Kilistu.
30031c0090	Kukuesi honi Kayunda cipue Kangelengu, kukuesi ndungo cipue uakupatuka, kukuesi yala cipue mpuevo, omuo muva voshe munapu umo muli Kilistu Yesu.
30031d0066	Kaha nga munapu muva Kilistu, kaha muvatekuluila va Avilahama, kaha muva kakusuana kuya ku cikulaheso.
3004010080	Njilina kulumbununa nguange uje muka kusuana nga acili kanike kaha akapua ngue ndungo cipue vene oku ikeye vene vavenia vikumba.
3004020072	Vuno honi akakala mu mavoko avakakumuniunga na vaje vavanatsiliela kuvanga noho ha litangua lije liatumbuile ishe.
3004030059	Kaha netu vene omo tele tu vanike tuapuile tu vandungo va vimbembesi vije vikendesa mavu.
3004040066	Vuno honi omo ntsimbu yahetele, Njambi uatumine Munendi uakusemuka ku mpuevo, uakusemukila mu lishiko,
300405003e	mukukula vaje vakele muintsi lia lishiko linga vatupuise vana.
3004060074	Kaha omuo munapu mu vana, Njambi natumu Cimbembesi ua Munendi mu mitima yetu, uje akalili nguendi, “Amba! Tate!”
3004070073	Nankuma, kuhitila muli Njambi kuuapuile naua ndungo vuno honi muana, kaha nga unapu u muana kaha yove muka kusuana.
3004080060	Ku laja, omo tele kanda utantekeye Njambi, muakele mu vundungo kuli vaje ku vuntu keti vanjambi.
30040900bb	Vuno honi omuo muatantekeya Njambi, cipue omuo honi Njambi namitantekeya, nkuma vati naua muhilukila kuli vije vimbembesi via kuzeya nangoco, vije mutonda naua linga mupue vandungo vavio?
30040a003d	Yeni mukaniungu matangua, na vingonde, na vintsimbu na miaka.
30040b0049	Njilina kulishoshomuena nguange hamo nzili yange hali yeni inai muangoco.
30040c007a	Vamuanetu njilinakumilambelela linga mupue ngue yange, omuo nange naua njinapu ngue yeni. Kumuanjilingile cipue vupi vumo.
30040d0056	Muatantekeya ngueni omuo yakuvavala mukemo njambuluile muzimbu kuli yeni ha kulivanga.
30040e00a9	Kaha cipue vene cihindu cange capuile vieseko kuli yeni, kumuanjiyenguile cipue kunjisembulula, vuno honi muanjitambuile ngue kangelo ua Njambi, cipue ngue Kilistu Yesu.
30040f0081	Vikahoni vije muavuahelelele cikuma? Omuo njinapu mukaleho nguange nga casiuile ngue muahumisile mesho eni naku ahana kuli yange.
300410003b	Nkuma honi njinapu citozi ceni omuo yakumileka vusunga ndi?
3004110076	Ovo vantu vamuesa cizango hali yeni vuno honi kuakuhona seho, vatonda linga vamitepese kuli yetu linga muzange vakevo.
300412005f	Omuo ha mulonga uacili, cikapu cacili ntsimbu yoshe kulizanga, kaha keti lika omo nga tulihamo.
3004130082	Vana vange vacizango, vaje hanga naua njicili mu mushongo uje ngue mpuevo atonda kusema kuvanga noho muatambula Kilistu muli yeni.
300414005e	Njitonda ngue njikale neni hano linga citengulule lizi liange omuo njalishoshomuena hali yeni.
3004150058	Njilekeni, yeni vaje vatonda kukala muintsi lia lishiko, nkuma kumuekulivua lishiko ndi?
3004160086	Omuo vanacisoneka nguavo Avilahama uakele na vana vavali va vamala, umo uakuli mpuevo ua ndungo kaha mukuavo uakuli mpuevo uakupatuka.
