280000000c	ମଥିଃ
36030d0132	ଯତଃ ସା ପରିଚର୍ୟ୍ୟା ଯୈ ର୍ଭଦ୍ରରୂପେଣ ସାଧ୍ୟତେ ତେ ଶ୍ରେଷ୍ଠପଦଂ ପ୍ରାପ୍ନୁୱନ୍ତି ଖ୍ରୀଷ୍ଟେ ଯୀଶୌ ୱିଶ୍ୱାସେନ ମହୋତ୍ସୁକା ଭୱନ୍ତି ଚ|
36030e00cd	ତ୍ୱାଂ ପ୍ରତ୍ୟେତତ୍ପତ୍ରଲେଖନସମଯେ ଶୀଘ୍ରଂ ତ୍ୱତ୍ସମୀପଗମନସ୍ୟ ପ୍ରତ୍ୟାଶା ମମ ୱିଦ୍ୟତେ|
36030f01a2	ଯଦି ୱା ୱିଲମ୍ବେଯ ତର୍ହୀଶ୍ୱରସ୍ୟ ଗୃହେ ଽର୍ଥତଃ ସତ୍ୟଧର୍ମ୍ମସ୍ୟ ସ୍ତମ୍ଭଭିତ୍ତିମୂଲସ୍ୱରୂପାଯାମ୍ ଅମରେଶ୍ୱରସ୍ୟ ସମିତୌ ତ୍ୱଯା କୀଦୃଶ ଆଚାରଃ କର୍ତ୍ତୱ୍ୟସ୍ତତ୍ ଜ୍ଞାତୁଂ ଶକ୍ଷ୍ୟତେ|
3603100251	ଅପରଂ ଯସ୍ୟ ମହତ୍ତ୍ୱଂ ସର୍ୱ୍ୱସ୍ୱୀକୃତମ୍ ଈଶ୍ୱରଭକ୍ତେସ୍ତତ୍ ନିଗୂଢୱାକ୍ୟମିଦମ୍ ଈଶ୍ୱରୋ ମାନୱଦେହେ ପ୍ରକାଶିତ ଆତ୍ମନା ସପୁଣ୍ୟୀକୃତୋ ଦୂତୈଃ ସନ୍ଦୃଷ୍ଟଃ ସର୍ୱ୍ୱଜାତୀଯାନାଂ ନିକଟେ ଘୋଷିତୋ ଜଗତୋ ୱିଶ୍ୱାସପାତ୍ରୀଭୂତସ୍ତେଜଃପ୍ରାପ୍ତଯେ ସ୍ୱର୍ଗଂ ନୀତଶ୍ଚେତି|
36040100ce	ପୱିତ୍ର ଆତ୍ମା ସ୍ପଷ୍ଟମ୍ ଇଦଂ ୱାକ୍ୟଂ ୱଦତି ଚରମକାଲେ କତିପଯଲୋକା ୱହ୍ନିନାଙ୍କିତତ୍ୱାତ୍
36040200cd	କଠୋରମନସାଂ କାପଟ୍ୟାଦ୍ ଅନୃତୱାଦିନାଂ ୱିୱାହନିଷେଧକାନାଂ ଭକ୍ଷ୍ୟୱିଶେଷନିଷେଧକାନାଞ୍ଚ
36040301ef	ଭୂତସ୍ୱରୂପାଣାଂ ଶିକ୍ଷାଯାଂ ଭ୍ରମକାତ୍ମନାଂ ୱାକ୍ୟେଷୁ ଚ ମନାଂସି ନିୱେଶ୍ୟ ଧର୍ମ୍ମାଦ୍ ଭ୍ରଂଶିଷ୍ୟନ୍ତେ| ତାନି ତୁ ଭକ୍ଷ୍ୟାଣି ୱିଶ୍ୱାସିନାଂ ସ୍ୱୀକୃତସତ୍ୟଧର୍ମ୍ମାଣାଞ୍ଚ ଧନ୍ୟୱାଦସହିତାଯ ଭୋଗାଯେଶ୍ୱରେଣ ସସୃଜିରେ|
3604040112	ଯତ ଈଶ୍ୱରେଣ ଯଦ୍ୟତ୍ ସୃଷ୍ଟଂ ତତ୍ ସର୍ୱ୍ୱମ୍ ଉତ୍ତମଂ ଯଦି ଚ ଧନ୍ୟୱାଦେନ ଭୁଜ୍ୟତେ ତର୍ହି ତସ୍ୟ କିମପି ନାଗ୍ରାହ୍ୟଂ ଭୱତି,
3604050085	ଯତ ଈଶ୍ୱରସ୍ୟ ୱାକ୍ୟେନ ପ୍ରାର୍ଥନଯା ଚ ତତ୍ ପୱିତ୍ରୀଭୱତି|
36040601a7	ଏତାନି ୱାକ୍ୟାନି ଯଦି ତ୍ୱଂ ଭ୍ରାତୃନ୍ ଜ୍ଞାପଯେସ୍ତର୍ହି ଯୀଶୁଖ୍ରୀଷ୍ଟସ୍ୟୋତ୍ତମ୍ଃ ପରିଚାରକୋ ଭୱିଷ୍ୟସି ଯୋ ୱିଶ୍ୱାସୋ ହିତୋପଦେଶଶ୍ଚ ତ୍ୱଯା ଗୃହୀତସ୍ତଦୀଯୱାକ୍ୟୈରାପ୍ୟାଯିଷ୍ୟସେ ଚ|
360407012e	ଯାନ୍ୟୁପାଖ୍ୟାନାନି ଦୁର୍ଭାୱାନି ୱୃଦ୍ଧଯୋଷିତାମେୱ ଯୋଗ୍ୟାନି ଚ ତାନି ତ୍ୱଯା ୱିସୃଜ୍ୟନ୍ତାମ୍ ଈଶ୍ୱରଭକ୍ତଯେ ଯତ୍ନଃ କ୍ରିଯତାଞ୍ଚ|
360408013d	ଯତଃ ଶାରୀରିକୋ ଯତ୍ନଃ ସ୍ୱଲ୍ପଫଲଦୋ ଭୱତି କିନ୍ତ୍ୱୀଶ୍ୱରଭକ୍ତିରୈହିକପାରତ୍ରିକଜୀୱନଯୋଃ ପ୍ରତିଜ୍ଞାଯୁକ୍ତା ସତୀ ସର୍ୱ୍ୱତ୍ର ଫଲଦା ଭୱତି|
36040900f4	ୱାକ୍ୟମେତଦ୍ ୱିଶ୍ୱସନୀଯଂ ସର୍ୱ୍ୱୈ ର୍ଗ୍ରହଣୀଯଞ୍ଚ ୱଯଞ୍ଚ ତଦର୍ଥମେୱ ଶ୍ରାମ୍ୟାମୋ ନିନ୍ଦାଂ ଭୁଂଜ୍ମହେ ଚ|
36040a00f1	ଯତୋ ହେତୋଃ ସର୍ୱ୍ୱମାନୱାନାଂ ୱିଶେଷତୋ ୱିଶ୍ୱାସିନାଂ ତ୍ରାତା ଯୋଽମର ଈଶ୍ୱରସ୍ତସ୍ମିନ୍ ୱଯଂ ୱିଶ୍ୱସାମଃ|
36040b0069	ତ୍ୱମ୍ ଏତାନି ୱାକ୍ୟାନି ପ୍ରଚାରଯ ସମୁପଦିଶ ଚ|
36040c0154	ଅଲ୍ପୱଯଷ୍କତ୍ୱାତ୍ କେନାପ୍ୟୱଜ୍ଞେଯୋ ନ ଭୱ କିନ୍ତ୍ୱାଲାପେନାଚରଣେନ ପ୍ରେମ୍ନା ସଦାତ୍ମତ୍ୱେନ ୱିଶ୍ୱାସେନ ଶୁଚିତ୍ୱେନ ଚ ୱିଶ୍ୱାସିନାମ୍ ଆଦର୍ଶୋ ଭୱ|
36040d00b2	ଯାୱନ୍ନାହମ୍ ଆଗମିଷ୍ୟାମି ତାୱତ୍ ତ୍ୱ ପାଠେ ଚେତଯନେ ଉପଦେଶେ ଚ ମନୋ ନିଧତ୍ସ୍ୱ|
36040e012b	ପ୍ରାଚୀନଗଣହସ୍ତାର୍ପଣସହିତେନ ଭୱିଷ୍ୟଦ୍ୱାକ୍ୟେନ ଯଦ୍ଦାନଂ ତୁଭ୍ୟଂ ୱିଶ୍ରାଣିତଂ ତୱାନ୍ତଃସ୍ଥେ ତସ୍ମିନ୍ ଦାନେ ଶିଥିଲମନା ମା ଭୱ|
36040f00d5	ଏତେଷୁ ମନୋ ନିୱେଶଯ, ଏତେଷୁ ୱର୍ତ୍ତସ୍ୱ, ଇତ୍ଥଞ୍ଚ ସର୍ୱ୍ୱୱିଷଯେ ତୱ ଗୁଣୱୃଦ୍ଧିଃ ପ୍ରକାଶତାଂ|
3604100125	ସ୍ୱସ୍ମିନ୍ ଉପଦେଶେ ଚ ସାୱଧାନୋ ଭୂତ୍ୱାୱତିଷ୍ଠସ୍ୱ ତତ୍ କୃତ୍ୱା ତ୍ୱଯାତ୍ମପରିତ୍ରାଣଂ ଶ୍ରୋତୃଣାଞ୍ଚ ପରିତ୍ରାଣଂ ସାଧଯିଷ୍ୟତେ|
360501009e	ତ୍ୱଂ ପ୍ରାଚୀନଂ ନ ଭର୍ତ୍ସଯ କିନ୍ତୁ ତଂ ପିତରମିୱ ଯୂନଶ୍ଚ ଭ୍ରାତୃନିୱ
36050200be	ୱୃଦ୍ଧାଃ ସ୍ତ୍ରିଯଶ୍ଚ ମାତୃନିୱ ଯୁୱତୀଶ୍ଚ ପୂର୍ଣଶୁଚିତ୍ୱେନ ଭଗିନୀରିୱ ୱିନଯସ୍ୱ|
360503004b	ଅପରଂ ସତ୍ୟୱିଧୱାଃ ସମ୍ମନ୍ୟସ୍ୱ|
36050401f4	କସ୍ୟାଶ୍ଚିଦ୍ ୱିଧୱାଯା ଯଦି ପୁତ୍ରାଃ ପୌତ୍ରା ୱା ୱିଦ୍ୟନ୍ତେ ତର୍ହି ତେ ପ୍ରଥମତଃ ସ୍ୱୀଯପରିଜନାନ୍ ସେୱିତୁଂ ପିତ୍ରୋଃ ପ୍ରତ୍ୟୁପକର୍ତ୍ତୁଞ୍ଚ ଶିକ୍ଷନ୍ତାଂ ଯତସ୍ତଦେୱେଶ୍ୱରସ୍ୟ ସାକ୍ଷାଦ୍ ଉତ୍ତମଂ ଗ୍ରାହ୍ୟଞ୍ଚ କର୍ମ୍ମ|
360505012a	ଅପରଂ ଯା ନାରୀ ସତ୍ୟୱିଧୱା ନାଥହୀନା ଚାସ୍ତି ସା ଈଶ୍ୱରସ୍ୟାଶ୍ରଯେ ତିଷ୍ଠନ୍ତୀ ଦିୱାନିଶଂ ନିୱେଦନପ୍ରାର୍ଥନାଭ୍ୟାଂ କାଲଂ ଯାପଯତି|
3605060089	କିନ୍ତୁ ଯା ୱିଧୱା ସୁଖଭୋଗାସକ୍ତା ସା ଜୀୱତ୍ୟପି ମୃତା ଭୱତି|
36050700aa	ଅତଏୱ ତା ଯଦ୍ ଅନିନ୍ଦିତା ଭୱେଯୂସ୍ତଦର୍ଥମ୍ ଏତାନି ତ୍ୱଯା ନିଦିଶ୍ୟନ୍ତାଂ|
360508011c	ଯଦି କଶ୍ଚିତ୍ ସ୍ୱଜାତୀଯାନ୍ ଲୋକାନ୍ ୱିଶେଷତଃ ସ୍ୱୀଯପରିଜନାନ୍ ନ ପାଲଯତି ତର୍ହି ସ ୱିଶ୍ୱାସାଦ୍ ଭ୍ରଷ୍ଟୋ ଽପ୍ୟଧମଶ୍ଚ ଭୱତି|
360509011e	ୱିଧୱାୱର୍ଗେ ଯସ୍ୟା ଗଣନା ଭୱତି ତଯା ଷଷ୍ଟିୱତ୍ସରେଭ୍ୟୋ ନ୍ୟୂନୱଯସ୍କଯା ନ ଭୱିତୱ୍ୟଂ; ଅପରଂ ପୂର୍ୱ୍ୱମ୍ ଏକସ୍ୱାମିକା ଭୂତ୍ୱା
36050a01c0	ସା ଯତ୍ ଶିଶୁପୋଷଣେନାତିଥିସେୱନେନ ପୱିତ୍ରଲୋକାନାଂ ଚରଣପ୍ରକ୍ଷାଲନେନ କ୍ଲିଷ୍ଟାନାମ୍ ଉପକାରେଣ ସର୍ୱ୍ୱୱିଧସତ୍କର୍ମ୍ମାଚରଣେନ ଚ ସତ୍କର୍ମ୍ମକରଣାତ୍ ସୁଖ୍ୟାତିପ୍ରାପ୍ତା ଭୱେତ୍ ତଦପ୍ୟାୱଶ୍ୟକଂ|
36050b00f8	କିନ୍ତୁ ଯୁୱତୀ ର୍ୱିଧୱା ନ ଗୃହାଣ ଯତଃ ଖ୍ରୀଷ୍ଟସ୍ୟ ୱୈପରୀତ୍ୟେନ ତାସାଂ ଦର୍ପେ ଜାତେ ତା ୱିୱାହମ୍ ଇଚ୍ଛନ୍ତି|
36050c008c	ତସ୍ମାଚ୍ଚ ପୂର୍ୱ୍ୱଧର୍ମ୍ମଂ ପରିତ୍ୟଜ୍ୟ ଦଣ୍ଡନୀଯା ଭୱନ୍ତି|
36050d0198	ଅନନ୍ତରଂ ତା ଗୃହାଦ୍ ଗୃହଂ ପର୍ୟ୍ୟଟନ୍ତ୍ୟ ଆଲସ୍ୟଂ ଶିକ୍ଷନ୍ତେ କେୱଲମାଲସ୍ୟଂ ନହି କିନ୍ତ୍ୱନର୍ଥକାଲାପଂ ପରାଧିକାରଚର୍ଚ୍ଚାଞ୍ଚାପି ଶିକ୍ଷମାଣା ଅନୁଚିତାନି ୱାକ୍ୟାନି ଭାଷନ୍ତେ|
36050e0162	ଅତୋ ମମେଚ୍ଛେଯଂ ଯୁୱତ୍ୟୋ ୱିଧୱା ୱିୱାହଂ କୁର୍ୱ୍ୱତାମ୍ ଅପତ୍ୟୱତ୍ୟୋ ଭୱନ୍ତୁ ଗୃହକର୍ମ୍ମ କୁର୍ୱ୍ୱତାଞ୍ଚେତ୍ଥଂ ୱିପକ୍ଷାଯ କିମପି ନିନ୍ଦାଦ୍ୱାରଂ ନ ଦଦତୁ|
36050f00a7	ଯତ ଇତଃ ପୂର୍ୱ୍ୱମ୍ ଅପି କାଶ୍ଚିତ୍ ଶଯତାନସ୍ୟ ପଶ୍ଚାଦ୍ଗାମିନ୍ୟୋ ଜାତାଃ|
36051001dc	ଅପରଂ ୱିଶ୍ୱାସିନ୍ୟା ୱିଶ୍ୱାସିନୋ ୱା କସ୍ୟାପି ପରିୱାରାଣାଂ ମଧ୍ୟେ ଯଦି ୱିଧୱା ୱିଦ୍ୟନ୍ତେ ତର୍ହି ସ ତାଃ ପ୍ରତିପାଲଯତୁ ତସ୍ମାତ୍ ସମିତୌ ଭାରେ ଽନାରୋପିତେ ସତ୍ୟୱିଧୱାନାଂ ପ୍ରତିପାଲନଂ କର୍ତ୍ତୁଂ ତଯା ଶକ୍ୟତେ|
3605110150	ଯେ ପ୍ରାଞ୍ଚଃ ସମିତିଂ ସମ୍ୟଗ୍ ଅଧିତିଷ୍ଠନ୍ତି ୱିଶେଷତ ଈଶ୍ୱରୱାକ୍ୟେନୋପଦେଶେନ ଚ ଯେ ଯତ୍ନଂ ୱିଦଧତେ ତେ ଦ୍ୱିଗୁଣସ୍ୟାଦରସ୍ୟ ଯୋଗ୍ୟା ମାନ୍ୟନ୍ତାଂ|
360512013a	ଯସ୍ମାତ୍ ଶାସ୍ତ୍ରେ ଲିଖିତମିଦମାସ୍ତେ, ତ୍ୱଂ ଶସ୍ୟମର୍ଦ୍ଦକୱୃଷସ୍ୟାସ୍ୟଂ ମା ବଧାନେତି, ଅପରମପି କାର୍ୟ୍ୟକୃଦ୍ ୱେତନସ୍ୟ ଯୋଗ୍ୟୋ ଭୱତୀତି|
36051300e9	ଦ୍ୱୌ ତ୍ରୀନ୍ ୱା ସାକ୍ଷିଣୋ ୱିନା କସ୍ୟାଚିତ୍ ପ୍ରାଚୀନସ୍ୟ ୱିରୁଦ୍ଧମ୍ ଅଭିଯୋଗସ୍ତ୍ୱଯା ନ ଗୃହ୍ୟତାଂ|
36051400e5	ଅପରଂ ଯେ ପାପମାଚରନ୍ତି ତାନ୍ ସର୍ୱ୍ୱେଷାଂ ସମକ୍ଷଂ ଭର୍ତ୍ସଯସ୍ୱ ତେନାପରେଷାମପି ଭୀତି ର୍ଜନିଷ୍ୟତେ|
36051501b0	ଅହମ୍ ଈଶ୍ୱରସ୍ୟ ପ୍ରଭୋ ର୍ୟୀଶୁଖ୍ରୀଷ୍ଟସ୍ୟ ମନୋନୀତଦିୱ୍ୟଦୂତାନାଞ୍ଚ ଗୋଚରେ ତ୍ୱାମ୍ ଇଦମ୍ ଆଜ୍ଞାପଯାମି ତ୍ୱଂ କସ୍ୟାପ୍ୟନୁରୋଧେନ କିମପି ନ କୁର୍ୱ୍ୱନ ୱିନାପକ୍ଷପାତମ୍ ଏତାନ ୱିଧୀନ୍ ପାଲଯ|
36051600e5	କସ୍ୟାପି ମୂର୍ଦ୍ଧି ହସ୍ତାପର୍ଣଂ ତ୍ୱରଯା ମାକାର୍ଷୀଃ| ପରପାପାନାଞ୍ଚାଂଶୀ ମା ଭୱ| ସ୍ୱଂ ଶୁଚିଂ ରକ୍ଷ|
36051700f4	ଅପରଂ ତୱୋଦରପୀଡାଯାଃ ପୁନଃ ପୁନ ଦୁର୍ବ୍ବଲତାଯାଶ୍ଚ ନିମିତ୍ତଂ କେୱଲଂ ତୋଯଂ ନ ପିୱନ୍ କିଞ୍ଚିନ୍ ମଦ୍ୟଂ ପିୱ|
36051800d1	କେଷାଞ୍ଚିତ୍ ମାନୱାନାଂ ପାପାନି ୱିଚାରାତ୍ ପୂର୍ୱ୍ୱଂ କେଷାଞ୍ଚିତ୍ ପଶ୍ଚାତ୍ ପ୍ରକାଶନ୍ତେ|
36051900d8	ତଥୈୱ ସତ୍କର୍ମ୍ମାଣ୍ୟପି ପ୍ରକାଶନ୍ତେ ତଦନ୍ୟଥା ସତି ପ୍ରଚ୍ଛନ୍ନାନି ସ୍ଥାତୁଂ ନ ଶକ୍ନୁୱନ୍ତି|
360601016d	ଯାୱନ୍ତୋ ଲୋକା ଯୁଗଧାରିଣୋ ଦାସାଃ ସନ୍ତି ତେ ସ୍ୱସ୍ୱସ୍ୱାମିନଂ ପୂର୍ଣସମାଦରଯୋଗ୍ୟଂ ମନ୍ୟନ୍ତାଂ ନୋ ଚେଦ୍ ଈଶ୍ୱରସ୍ୟ ନାମ୍ନ ଉପଦେଶସ୍ୟ ଚ ନିନ୍ଦା ସମ୍ଭୱିଷ୍ୟତି|
36060201cc	ଯେଷାଞ୍ଚ ସ୍ୱାମିନୋ ୱିଶ୍ୱାସିନଃ ଭୱନ୍ତି ତୈସ୍ତେ ଭ୍ରାତୃତ୍ୱାତ୍ ନାୱଜ୍ଞେଯାଃ କିନ୍ତୁ ତେ କର୍ମ୍ମଫଲଭୋଗିନୋ ୱିଶ୍ୱାସିନଃ ପ୍ରିଯାଶ୍ଚ ଭୱନ୍ତୀତି ହେତୋଃ ସେୱନୀଯା ଏୱ, ତ୍ୱମ୍ ଏତାନି ଶିକ୍ଷଯ ସମୁପଦିଶ ଚ|
3606030138	ଯଃ କଶ୍ଚିଦ୍ ଇତରଶିକ୍ଷାଂ କରୋତି, ଅସ୍ମାକଂ ପ୍ରଭୋ ର୍ୟୀଶୁଖ୍ରୀଷ୍ଟସ୍ୟ ହିତୱାକ୍ୟାନୀଶ୍ୱରଭକ୍ତେ ର୍ୟୋଗ୍ୟାଂ ଶିକ୍ଷାଞ୍ଚ ନ ସ୍ୱୀକରୋତି
36060400ce	ସ ଦର୍ପଧ୍ମାତଃ ସର୍ୱ୍ୱଥା ଜ୍ଞାନହୀନଶ୍ଚ ୱିୱାଦୈ ର୍ୱାଗ୍ୟୁଦ୍ଧୈଶ୍ଚ ରୋଗଯୁକ୍ତଶ୍ଚ ଭୱତି|
36060501ea	ତାଦୃଶାଦ୍ ଭାୱାଦ୍ ଈର୍ଷ୍ୟାୱିରୋଧାପୱାଦଦୁଷ୍ଟାସୂଯା ଭ୍ରଷ୍ଟମନସାଂ ସତ୍ୟଜ୍ଞାନହୀନାନାମ୍ ଈଶ୍ୱରଭକ୍ତିଂ ଲାଭୋପାଯମ୍ ଇୱ ମନ୍ୟମାନାନାଂ ଲୋକାନାଂ ୱିୱାଦାଶ୍ଚ ଜାଯନ୍ତେ ତାଦୃଶେଭ୍ୟୋ ଲୋକେଭ୍ୟସ୍ତ୍ୱଂ ପୃଥକ୍ ତିଷ୍ଠ|
36060600a3	ସଂଯତେଚ୍ଛଯା ଯୁକ୍ତା ଯେଶ୍ୱରଭକ୍ତିଃ ସା ମହାଲାଭୋପାଯୋ ଭୱତୀତି ସତ୍ୟଂ|
36060700fd	ଏତଜ୍ଜଗତ୍ପ୍ରୱେଶନକାଲେଽସ୍ମାଭିଃ କିମପି ନାନାଯି ତତ୍ତଯଜନକାଲେଽପି କିମପି ନେତୁଂ ନ ଶକ୍ଷ୍ୟତ ଇତି ନିଶ୍ଚିତଂ|
36060800b4	ଅତଏୱ ଖାଦ୍ୟାନ୍ୟାଚ୍ଛାଦନାନି ଚ ପ୍ରାପ୍ୟାସ୍ମାଭିଃ ସନ୍ତୁଷ୍ଟୈ ର୍ଭୱିତୱ୍ୟଂ|
3606090183	ଯେ ତୁ ଧନିନୋ ଭୱିତୁଂ ଚେଷ୍ଟନ୍ତେ ତେ ପରୀକ୍ଷାଯାମ୍ ଉନ୍ମାଥେ ପତନ୍ତି ଯେ ଚାଭିଲାଷା ମାନୱାନ୍ ୱିନାଶେ ନରକେ ଚ ମଜ୍ଜଯନ୍ତି ତାଦୃଶେଷ୍ୱଜ୍ଞାନାହିତାଭିଲାଷେଷ୍ୱପି ପତନ୍ତି|
36060a013e	ଯତୋଽର୍ଥସ୍ପୃହା ସର୍ୱ୍ୱେଷାଂ ଦୁରିତାନାଂ ମୂଲଂ ଭୱତି ତାମୱଲମ୍ବ୍ୟ କେଚିଦ୍ ୱିଶ୍ୱାସାଦ୍ ଅଭ୍ରଂଶନ୍ତ ନାନାକ୍ଲେଶୈଶ୍ଚ ସ୍ୱାନ୍ ଅୱିଧ୍ୟନ୍|
36060b011d	ହେ ଈଶ୍ୱରସ୍ୟ ଲୋକ ତ୍ୱମ୍ ଏତେଭ୍ୟଃ ପଲାଯ୍ୟ ଧର୍ମ୍ମ ଈଶ୍ୱରଭକ୍ତି ର୍ୱିଶ୍ୱାସଃ ପ୍ରେମ ସହିଷ୍ଣୁତା କ୍ଷାନ୍ତିଶ୍ଚୈତାନ୍ୟାଚର|
36060c0171	ୱିଶ୍ୱାସରୂପମ୍ ଉତ୍ତମଯୁଦ୍ଧଂ କୁରୁ, ଅନନ୍ତଜୀୱନମ୍ ଆଲମ୍ବସ୍ୱ ଯତସ୍ତଦର୍ଥଂ ତ୍ୱମ୍ ଆହୂତୋ ଽଭୱଃ, ବହୁସାକ୍ଷିଣାଂ ସମକ୍ଷଞ୍ଚୋତ୍ତମାଂ ପ୍ରତିଜ୍ଞାଂ ସ୍ୱୀକୃତୱାନ୍|
36060d01b3	ଅପରଂ ସର୍ୱ୍ୱେଷାଂ ଜୀୱଯିତୁରୀଶ୍ୱରସ୍ୟ ସାକ୍ଷାଦ୍ ଯଶ୍ଚ ଖ୍ରୀଷ୍ଟୋ ଯୀଶୁଃ ପନ୍ତୀଯପୀଲାତସ୍ୟ ସମକ୍ଷମ୍ ଉତ୍ତମାଂ ପ୍ରତିଜ୍ଞାଂ ସ୍ୱୀକୃତୱାନ୍ ତସ୍ୟ ସାକ୍ଷାଦ୍ ଅହଂ ତ୍ୱାମ୍ ଇଦମ୍ ଆଜ୍ଞାପଯାମି|
36060e015d	ଈଶ୍ୱରେଣ ସ୍ୱସମଯେ ପ୍ରକାଶିତୱ୍ୟମ୍ ଅସ୍ମାକଂ ପ୍ରଭୋ ର୍ୟୀଶୁଖ୍ରୀଷ୍ଟସ୍ୟାଗମନଂ ଯାୱତ୍ ତ୍ୱଯା ନିଷ୍କଲଙ୍କତ୍ୱେନ ନିର୍ଦ୍ଦୋଷତ୍ୱେନ ଚ ୱିଧୀ ରକ୍ଷ୍ୟତାଂ|
36060f00bc	ସ ଈଶ୍ୱରଃ ସଚ୍ଚିଦାନନ୍ଦଃ, ଅଦ୍ୱିତୀଯସମ୍ରାଟ୍, ରାଜ୍ଞାଂ ରାଜା, ପ୍ରଭୂନାଂ ପ୍ରଭୁଃ,
360610015e	ଅମରତାଯା ଅଦ୍ୱିତୀଯ ଆକରଃ, ଅଗମ୍ୟତେଜୋନିୱାସୀ, ମର୍ତ୍ତ୍ୟାନାଂ କେନାପି ନ ଦୃଷ୍ଟଃ କେନାପି ନ ଦୃଶ୍ୟଶ୍ଚ| ତସ୍ୟ ଗୌରୱପରାକ୍ରମୌ ସଦାତନୌ ଭୂଯାସ୍ତାଂ| ଆମେନ୍|
360611013f	ଇହଲୋକେ ଯେ ଧନିନସ୍ତେ ଚିତ୍ତସମୁନ୍ନତିଂ ଚପଲେ ଧନେ ୱିଶ୍ୱାସଞ୍ଚ ନ କୁର୍ୱ୍ୱତାଂ କିନ୍ତୁ ଭୋଗାର୍ଥମ୍ ଅସ୍ମଭ୍ୟଂ ପ୍ରଚୁରତ୍ୱେନ ସର୍ୱ୍ୱଦାତା
3606120106	ଯୋଽମର ଈଶ୍ୱରସ୍ତସ୍ମିନ୍ ୱିଶ୍ୱସନ୍ତୁ ସଦାଚାରଂ କୁର୍ୱ୍ୱନ୍ତୁ ସତ୍କର୍ମ୍ମଧନେନ ଧନିନୋ ସୁକଲା ଦାତାରଶ୍ଚ ଭୱନ୍ତୁ,
36061300f9	ଯଥା ଚ ସତ୍ୟଂ ଜୀୱନଂ ପାପ୍ନୁଯୁସ୍ତଥା ପାରତ୍ରିକାମ୍ ଉତ୍ତମସମ୍ପଦଂ ସଞ୍ଚିନ୍ୱନ୍ତ୍ୱେତି ତ୍ୱଯାଦିଶ୍ୟନ୍ତାଂ|
36061400e7	ହେ ତୀମଥିଯ, ତ୍ୱମ୍ ଉପନିଧିଂ ଗୋପଯ କାଲ୍ପନିକୱିଦ୍ୟାଯା ଅପୱିତ୍ରଂ ପ୍ରଲାପଂ ୱିରୋଧୋକ୍ତିଞ୍ଚ ତ୍ୟଜ ଚ,
36061500fa	ଯତଃ କତିପଯା ଲୋକାସ୍ତାଂ ୱିଦ୍ୟାମୱଲମ୍ବ୍ୟ ୱିଶ୍ୱାସାଦ୍ ଭ୍ରଷ୍ଟା ଅଭୱନ| ପ୍ରସାଦସ୍ତୱ ସହାଯୋ ଭୂଯାତ୍| ଆମେନ୍|
3700000019	୨ ତୀମଥିଯଃ
370101019d	ଖ୍ରୀଷ୍ଟେନ ଯୀଶୁନା ଯା ଜୀୱନସ୍ୟ ପ୍ରତିଜ୍ଞା ତାମଧୀଶ୍ୱରସ୍ୟେଚ୍ଛଯା ଯୀଶୋଃ ଖ୍ରୀଷ୍ଟସ୍ୟୈକଃ ପ୍ରେରିତଃ ପୌଲୋଽହଂ ସ୍ୱକୀଯଂ ପ୍ରିଯଂ ଧର୍ମ୍ମପୁତ୍ରଂ ତୀମଥିଯଂ ପ୍ରତି ପତ୍ରଂ ଲିଖାମି|
37010200e4	ତାତ ଈଶ୍ୱରୋଽସ୍ମାକଂ ପ୍ରଭୁ ର୍ୟୀଶୁଖ୍ରୀଷ୍ଟଶ୍ଚ ତ୍ୱଯି ପ୍ରସାଦଂ ଦଯାଂ ଶାନ୍ତିଞ୍ଚ କ୍ରିଯାସ୍ତାଂ|
3701030150	ଅହମ୍ ଆ ପୂର୍ୱ୍ୱପୁରୁଷାତ୍ ଯମ୍ ଈଶ୍ୱରଂ ପୱିତ୍ରମନସା ସେୱେ ତଂ ଧନ୍ୟଂ ୱଦନଂ କଥଯାମି, ଅହମ୍ ଅହୋରାତ୍ରଂ ପ୍ରାର୍ଥନାସମଯେ ତ୍ୱାଂ ନିରନ୍ତରଂ ସ୍ମରାମି|
370104012e	ଯଶ୍ଚ ୱିଶ୍ୱାସଃ ପ୍ରଥମେ ଲୋଯୀନାମିକାଯାଂ ତୱ ମାତାମହ୍ୟାମ୍ ଉନୀକୀନାମିକାଯାଂ ମାତରି ଚାତିଷ୍ଠତ୍ ତୱାନ୍ତରେଽପି ତିଷ୍ଠତୀତି ମନ୍ୟେ
370105012f	ତୱ ତଂ ନିଷ୍କପଟଂ ୱିଶ୍ୱାସଂ ମନସି କୁର୍ୱ୍ୱନ୍ ତୱାଶ୍ରୁପାତଂ ସ୍ମରନ୍ ଯଥାନନ୍ଦେନ ପ୍ରଫଲ୍ଲୋ ଭୱେଯଂ ତଦର୍ଥଂ ତୱ ଦର୍ଶନମ୍ ଆକାଙ୍କ୍ଷେ|
3701060103	ଅତୋ ହେତୋ ର୍ମମ ହସ୍ତାର୍ପଣେନ ଲବ୍ଧୋ ଯ ଈଶ୍ୱରସ୍ୟ ୱରସ୍ତ୍ୱଯି ୱିଦ୍ୟତେ ତମ୍ ଉଜ୍ଜ୍ୱାଲଯିତୁଂ ତ୍ୱାଂ ସ୍ମାରଯାମି|
