2800000004	Mata
280f25006f	Ko'eyawa wa re hare wa̱ cigi. Na a̱ hu ato na moma'anga na Yesu a romano ucencemu hare shakope shi tunda̱re.
280f260044	Ato na re ka a̱ri a̱ ci n'mo'on na̱shi, ba̱nta̱ na̱ a̱ na a'o
280f27004c	Na Yesu wo cepane ukutu na ato, wa̱ pece ohato wa hanrane cenge to Magadan.
2810010071	Aparisiyawa na Sadukiyawa a rage pi Yesu a̱ ma̱'in wu, a̱ rushigi wu a hyen a bishi ga alama nasorya n tonran.
28100200ba	Ayesu wa̱ ra̱'ani ga wa hyen, “She marona man de aye hendi tonran to magetoge tu shende eta hyan ehen pa̱ri pan to rema bi'i, ama e rawon to yan'son to bisa̱ ato alama na beka̱ni.
2810030086	Ta'a n bongwa sha i hendi alama na pa̱ri pa ici eta hyan, ‘Yara a̱shira̱ an to kena, enande tonran tu wusu to magetoge tu shende.
28100400c5	Ato na nyan manna ato na kenoko go ato na korya amana anan saro a̱ hendi yan'on alama ama a rawon yan'on alama na an to bisa̱ ga ba̱nta̱ nalama na Yunana.” Nade a Yesu wa̱ ga̱'i ga wa huri.
281005005a	Na ato na moma'anga na Yesu a̱ ka̱ci hira̱ re nube, a̱ ma̱ga̱'isa̱ni tu ume kapoka.
2810060073	A Yesu wa hyen ato na moma'anga nonwan, “Shi'a̱ ba a̱she,”“Ke bereka n yist na Farisiyawa na Sadukiyawa.”
2810070055	Ato na moma'anga na Yesu a̱ ri mahyango, “A̱ka̱ nde to rage cewo n kapoka go?”
2810080087	Na Yesu wu ma̱pi an de naande wa̱ rushigi ga wa hyen, “Ga̱hin ato na to masana anmen na yemi ciwu, yegu de aye ange e rawo kapoka?
281009008e	Hare benanba eta ma̱pi ciwu gwa? I ma̱ta̱ma̱ringi ciwu nan ryake ato n'mo'on mentan n kapoka ka tan, shakope she hanba shego she e romano?
28100a0063	Ko ta'a nan ryake ato n'mo'on na̱shi n kapoka ka̱ tunda̱re shakope she hanba shego she e romano?
28100b008b	Nago i ma̱pi ciwu nhyen nca monran ma kapoka mago man be na'ange mawa? Nhyen ke bereka unbu na̱hin n yist na Farisiyawa na Sadukiyawa.”
28100c009f	Nade ato na moma'anga na Yesu a̱ ma̱pi nhyen nce wo ange a bereka uyist na ata kuna̱ n kapoka go, ama n tubisa̱ga̱ to Sadukiyawa na Farisiyawa go wa ange.
28100d009c	Na a Yesu wo rage n be'awo ba cenge to Kaisariya n Filibi a Yesu wa̱ rushigi ato na moma'anga wa hyen, “A̱ure ato a ange nhyen Ba'a wo Woto wo ne'en?”
28100e009e	A hyen i Yesu, “A'eyawa a ange a Yohana wo baptisma go, a'eyawa a ange a Iliya go, a'eyawa ta'a a ange a Irmiya go, ko ta'a woto wuka̱ nanmen na Wotoma.”
28100f0038	Ama a Yesu wa hyen ga “Ga̱hin ta'a a̱ure en ange?”
281010005f	Nade a Simon Bitrus wa̱ ra̱'a̱ni wa hyen, “Gawo go a Kristi, Ba'a wo Onhon awo na'anan.”
28101100bf	Nade a Yesu wa̱ ra̱'a̱ni i Simon Bitrus wa hyen, “Gawo woto wo uno na reme go, Simon ba'a wo Yona, naande n ce woto shiri go wu bishi, ama na sorya pa Ashawa na̱mi anan pa̱re n tonran.
281012007b	Ne wo bisa̱ga̱ go gawo a Bitrus, n tare wanna rowa go nan to ma ato na toropa na̱mi, ana u'o o rawo a̱ta̱ra̱n nanwan.
28101300ac	Nen bo pana ena tu uciga̱ togoma to tonran, ko'iwo na ika̱ ri n kanniyan en to na'an i ka̱ri n tonran, ena i ka̱rigi ta'a n kanniyan en to na'an i ka̱rigi n tonran.”
2810140067	Naande a Yesu wa̱ hundika̱ni ato na moma'naga nonwan a̱re bishi ciwu ko'eyawa nhyen a̱ure a Kristi.
2810150105	Na̱ri bire a Yesu wa̱ ri tu bisa̱ atona moma'anga nonwan nhyen ma kentane a̱ hurin Urshalima a hengago ba̱nta̱ ba̱nta̱ n sha'ara she ato ototo na Firistoci n shima̱la̱n she tubisa̱ga̱ to Mosa, kone wo ta'a ama n hibi na hen tato a̱ kurtuma̱ wo.”
28101600a3	Naande a Bitrus wa̱ hundika̱ni i Yesu n be'awo wa̱ gusa̱ni bo wa hyen wo, “Onhon rawon to ga'a ma na'an a̱nno Ashawa!” “A̱ma̱no ma rawon bu ciga̱!”
28101700b2	Ama a Yesu wa̱ mangiyane wa hyen i Bitrus, “Ma̱ra̱wa̱nu n ga̱mi, gawo Kitunbul! Gawo woto won ma̱n kuwa̱ marocega go, won netama na woto go ama nce etama na Onhon go.”
2810180090	Naande a Yesu wa hyen ato na moma'anga nonwan, “Ca woto won saro nan dopa, she sha wo eshe unbu nonwan a̱ umi kawo'o ka tongera kawa an dope.
2810190067	Ca woto won saro behono bewa won ta rasa bego, ama ca woto wu ra̱shi behono bewa won tu biciga̱ bego.
28101a007b	Yegu woto wun ta̱ ciga̱ she wu bicigi kanniyan, wa̱ ra̱shi behono biwa? ko ta'a yegu woto to pana ena huri behono biwa?
28101b0098	Naande Ba'a wo Woto won to rage na atoma na a̱ba̱ye na Onhon nonwan na̱ta̱ra̱n na Ashawa, a̱bire be wan to to pana ko'eyawa ocewa na otoma nonwan.
28101c0093	Mahenda mago ma nan bi bisa̱ga̱, a'eyawa an panna a esage ana rawon tu uwa̱ga̱ hare she sha a̱ hendi to rage to Ba'a wo Woto n togoma towa.”
281101009c	Na ageta ta̱nihin a̱ huri naande a Yesu wa̱ umi i Bitrus na Yakubu, pa̱ka̱n wotosuwa̱ wo wa a Yohana wa owane ga n yan'on undu rowa ona gesange abawa.
28110200a0	Naande maperano mawa ma̱ ma̱shishingi, a̱bire a̱she nonwan a magetoge ba̱ka̱ she tohan'an to onhun, aronga nonwan ta'a a magetoge ba̱ka̱ an to han'anga.
281103005f	Naande ato na moma'anga wa̱re a tato a̱ hendi atoma a Mosa na Iliya a rage an monran na Yesu.
28110400a0	Nade a Bitrus wa hyen i Yesu, “Ashawa, ma reme na ton panna. She wu ra̱'ani, n ciba̱ shipa̱ku she tato, uka̱ o nanwon, uka̱ ona Mosa, uka̱ ona Iliya.”
28110500e8	She a Bitrus wo tan monran, a̱ hendi yan'on kanran ka̱ she'in ka̱ uta̱ni ga, a hoge ta'a yan'on bengoro nasorya n kanran ka̱re be ange, “Ba'a wumi go wota, awon rubi ta'a awon ne'en nanmen cende nonwan ki shi'a̱n bu atobe”
281106004a	Na ato na moma'anga a hoge a̱nno, a kenen kida̱, ryansan rya kentane ga.
2811070064	Nade a Yesu wa rage wa̱ ta̱ta̱ga̱ni ga, wa hyen “Ikurka̱ ba” “Ga'a ba to hoga ryansan.”
2811080048	Na a̱ umena̱n shi'unbu, a̱ hen ciwu ko'eyawa ba̱nta̱ na Yesu obawa.
2811090095	Sha a ne'enyan guriga̱nu nudu a Yesu wa woshe ga ogago wa hyen, “Kire ki bishi ciwu ko woto ena i hendi, she sha a kurtuma̱ Ba'a wo woto nu'o.”
28110a0091	Ato na moma'anga na Yesu a̱ rushigi a hyen, “Yegu en de shima̱la̱n she tubisa̱ga̱ to Mosa a ange nhyen ma kentane a Iliya cigi to rage?”
28110b0065	A Yesu wa̱ ra̱'a̱ni ga wa hyen, “A̱nno ma kentane a Iliya a̱ cigi to rage, a nanganane ko'iwo.
28110c00a2	Ama mahenda mago ma nan bi bisa̱ga̱, a Iliya wo ragwa a̱ ma̱pi ciwu hare an dange wo ena a̱ rubi. A̱nde ta'a Ba'a wo Woto won to hengago n sha'ara shawa.”
28110d0074	A̱bire be ato na moma'anga na Yesu a̱ ma̱pi nhyan monran ma Yohana wo baptisma mago ma Yesu wo na'ange ga n mawa.
28110e007f	Na a Yesu nato na moma'anga re a tato a̱ ci apa ato a manronmano yan'on woto wa rage pewa wa̱ cibi a̱rungurungu nekogo Yesu.
28110f008b	Wa hyen wo, “Ashawa, hoga yanman na ba'a wumi,” “Awon shegoma she o'eyanbe won ma̱supo cenmon. Bekene wota kena nora, n ma̱ni ta'a.
2811100045	N owane wo pa ato na moma'anga nanwon ama a yan'cewo to hogaka wo.”
28111100ee	Nade a Yesu wa̱ ra̱'a̱ni wa hyen, “A ga̱hin ato na tomasana anmen tu yemi ciwu” ato na otopa unbu na nahon, “Hare wahon go nen to na'an pa̱ka̱ n ga̱hin? hare wahon go ta'a nen to para anmen n ga̱hin? N owangya wo ba pana.”
2811120063	Nade a Yesu wa̱ gusa̱ni, npera ma̱nde ta'a mya ma̱ra̱wa̱nu nonwan, a̱bire ba'a wo wa mohoge.
281113007f	Nade ato na moma'anga a rage pi Yesu rinhinrinhin a̱ rushigi a hyen, “Yegu naande ato yan'cewo to sortoma nperan ma̱nde?”
281114011f	A a Yesu wa̱ ra̱'a̱ni ga wa hyen, “Enaande to masana anmen tuhin tu yemi ciwu gu. Mahenda mago nan bi bisa̱ga̱ she ena omange to masana anmen tu ci byan'son bi bi'eni, en to yan'son to hyan undu na, ‘Ikurka̱ pana ko mokoshe pa̱re, ka̱ kurki ta'a. E rawo ta'a nan be garga.”
281115002f	Iri wanna ca sora sai pa̱ka̱ naduwa n re'ore.
2811160079	Na ato moma'anga na Yesu a manronmano pa̱ka̱ n Galili, a Yesu wa hyen ga, “An to cewa Ba'a wo Woto n sha'ara she ato.
2811170075	An ka to kona wo, ama n hibi na hen tato an tu kurtuma̱ wu.” Nade ca ato moma'anga nonwan a̱ri shenmen shi shiri.
28111800bd	Na a Yesu nato na moma'anga nonwan a rage n Kaparnahun, ato na to ra'aga ka̱gondo ka egewa na Onhon a rage pi Bitrus a̱ rushigi wu a hyen, “Ka̱ma̱la̱n ka̱hin kata topa ka̱gondo?”
2811190112	Wa̱ ra̱'a̱ni ga wa hyen, “En, wota topa.” Na Bitrus wu gegi negewa a Yesu wa̱ ri to dangya wo monran wa hyen wo, “Yegu wu hendi a Simon?” “Pyawa pago pa ngoman nan kanniyan ata ra'aga nsaran nan rehatana nan ka̱gondo, pa a'o nanwan a̱ka̱ pa ato na̱ba̱?”
28111a0080	A Bitrus wa̱ ra̱'a̱ni wa hyen, “Pa ato na̱ba̱,” Naande a Yesu wa hyen i Bitrus, “Eya de a'o nanwan a ca topa wono.”
28111b0109	“Ama ma̱re to hacega ga shenmen, re manca nube, ko masan manca biwa̱ bi wu cigi to kentane ka a̱bire be won to ume. She wu ucigi uno na bewa wun tu wura̱ oshekel uka̱ nanmen, ku ume oshekel wa̱re ko owangya ga, on to rogo to topa ka̱gondo ka̱mi n gawo.”
2812010073	N beka̱ni bire ato na moma'anga a rage pi Yesu a̱ rushigi wu a hyen, “A̱ure wu huri uru n togoma to tonran?”
281202004f	Naande a Yesu wa hecegane yan'on ba'a wo nennen, wa̱ shi'i wu nacenace nanwan.
2812030090	Wa hyen ga: “Mahenda mago man nan bi bisa̱ga̱, she i ma̱ shishingi ciwu, aye ne'en she a'o nan nennen e rawon tu gega̱ n togoma to tonran.
2812040054	Woto awo kentane unbu nonwan she ba'a wo nennen, owa woto uru go n togoma to tonran.
281205004b	“Ta'a woto wu ra̱'i ba'a wo nennen she wonna n rira̱'i rimi wun da̱'i.
281206009e	Ama woto won de wuka̱ na'o nan nennen wan de ciri'i, in tu hura̱ wu a̱ ka̱ri wu onamon na uru n bengoro bewa a irtuma̱ wu ta'a nanmen nube na uru na iri.
281207007d	“Yana kanniyan enaande eta dan ciri'i! ma kentane ena tu kuna̱ ciri'i e rage, yana na woto wu kuwa̱ni ton da ciri'i ture.
2812080103	She ka'ara kawo ko ta'a kawona kawo kata wu kuwa̱ ton da ciri'i, to kera kago ku ta̱'i. in bu hura̱ ku gegi n behono be rawo be'epo n ka'ara ka̱ka̱ ko kawona ka̱ka̱, na an bo masana nanmen n ora na ca uwa̱ga̱ n sha'ara shi rewu ko n shewona shi rewu.
28120900ba	She ta'a rishe rewo re tawo kuwa̱ ton da ciri'i, koika rego ko mashe. In bu hura̱ ku gegin behono be rawo be'epo n rishe rika̱ na'an bo masana nora naca uwa̱ga̱ na̱she nanwon rewu.
28120a00a7	“En da ba suku ma̱re i gina̱ ko wuka̱ na'o nan nennen. Nan bi bisa̱ga̱, atoma na a̱ba̱ye nanwan tonran bekene ata hyanda a̱she na Ashawa na̱mi a nan tonran.
28120b002d	Ba'a wo Woto wo rage go a sortome ena na̱gi.
28120c0091	“Yegu en netama? she woto omange ita̱ma̱'in tariya, bika̱ be na̱gi, wo rawon to ga'a e opa cishi na̱ cishi a̱re saro na bika̱ bi na̱gi?
28120d0069	Ta'a she wo hyande bego, n bi bisa̱ mahenda, won tu hura̱ ton da anmen cenden be bire bika̱ nena ceni.
28120e004e	A̱nde ta'a Ashawa na̱hin anan tonran wu rubi ciwu woto wo ciri'i a̱ na̱gi.
28120f008f	“She woyan'on wo wo dange ena ren cewo, hura̱ ku bishi wu ena wa wo de, ga̱hin rewu nonwan. She wo rangatane, wo koshetomakan bo go a̱nde.
281210008b	Ama she wo ragatan cewo a hoge monran ma wo, ku hura̱ kan pewa n woto wuka̱ ko ato rewu na an to mapa kobe monran ama ri na shedu a tato.
28121100af	She wo eshe to hoga mawa, ku bishi ato ototo na ato na toropa, she wo eshe to hoga ga, ko rwane wo she woto wo yan'cewo Onhon ko ta'a woto wo tora'aga ka̱gondo awo rawo kaye.
281212008f	“Mahenda mago ma nan bi bisa̱ga̱, ena i unpin n kanniyan, en to na'an i upo n tonran, ena i ka̱rigi ta'a n kanniyan a̱ ka̱rigo n tonran.
2812130084	“Ta'a, n bi bishi pa ato rewu n kanniyan a̱ ra̱'a̱ni koiwo na i rushigi yen'unrin, Ashawa na̱mi anan tonran won be dangya ego.
2812140045	Apa ato rewu ko atato a ne'en n rira̱'i rimi nan pa̱ka̱ nanwan.”
2812150086	Nade a Bitrus wa rage pi Yesu wa̱ rushigi wu wa hyen, “Ashawa, mahanba mago ma woto won bo dangya iri ku ga̱'i wu ma tunda̱re?”
2812160076	aYesu wa̱ ra̱'a̱n bu wa hyen wo, “n bu bishi, nce ma tunda̱re ma bawa, ama hare ma opa tunda̱re n ma tunda̱re.
2812170072	“Nadea̱nno, togoma to tonran to ne'en she wogoma won saro agema nonwan a̱ bishi wu na nsaran nan mewa n ne'en.
2812180057	Na wogoma wure wu ri tonrontan, a owangya wo yan'on woto wo omangan bo atalent na yemi.
281219008d	Na wa rawon to yan'son to topa, woto ototo wa hyen wo a̱ umi wu n wu'a̱ wowa na'o nonwan nena wa omange a̱n ka̱ci a tope wo otace wa̱re.
28121a006a	“Wogema wa̱ cibi a̱rungurungu nonwan n kida̱. wa̱ sa̱ri an dange wo ha̱kuri, won to topa koiwo’.
28121b006e	Ashawa na egewa na wogema wure wa hoge yanman nonwan, wa̱ ga̱'a̱gi wu otace wa̱re wa̱ ga̱'i wu a̱ huri.
28121c00ad	“Ama na wogema wure wo sore niji, wa̱ buri woyan'on wo wa wogema awo omagan bo odinari tariya. wa kentan bo bengoro wa hyen wo, ‘N tope ca otace na̱mi na won omangane.
28121d0078	woyan'on wure wo wa wogema wa̱ cibi a̱rungurungun nonwan n kida̱ wa hyen wo, ‘N men dange ha̱kuri, nan bo topa.’
28121e005b	“Ama wa eshe. Hare wa owane wo a̱ ka̱ri wu wan hyen she sha wo tope wo nsaran nan mewa.
28121f0075	Na agema na̱ba̱ a̱ hendi na a̱nde, an de usuwa̱ shiri a̱ huri a̱ bishe woto ototo wa wa koiwo n monran ma̱re.
281220008b	Naande woto ototo wa wa wa hecegane wogema wure nanmen. Wa hyen wo, ‘Gawo wogema wo kenoko, n bu ga̱'a̱gi otace nanwon naande wun roki.
281221005b	Ma ha̱'in ciwu ta'a gawo ko hoge yanman na woyan'on wo wogema shen den hoge yanman nanwon?
2812220076	A̱bire wogoma wan de usuwa̱ shiri woto wa̱ kuwa̱ni a̱ ka̱ri wu a ce'entoma wo hare she sha wo tope otace wa̱re.
281223008d	“Nade a Yesu wa kokane to hyan anna Ashawa na̱mi anan tonran an to dangya ko'eyawa awo eshe to ga'agya woyan'on wo wa na anmen a̱ka̱.”
2813010072	Na Yesu wu hu monran ma̱re, naande wa̱ ga̱'i cenge to Galili wa gegi n Yahudiya, onan hira̱ re n ube na Urdun.
2813020042	Ato cenmon a rope wo, naande wa hogake ato na ruma̱ga̱gi pa̱re.
281303007d	Naande yan'on a Farisiyawa a rage pewa a̱ ma̱'in wu, a hyen wo, “Ma reme woto a̱ ta̱cigi wu'a̱ wo wa n kobe monran?”
2813040085	a Yesu wa̱ ra̱'a̱ni ga wa hyen, “E rontonge cewo monran ma Onhon gwa,” “Nhyen n ma̱riye Onhon won de ga wa̱ri n wu'a̱,’
2813050097	Ta'a a Yesu wa hyen ga, n ma̱ma̱no wa̱ri won to ga'a ashawa nonwan na ananwan nonwan a na'an pa̱ka̱ n wu'a̱ wo wa, awa rewu an de to'oawa tuka̱?
2813060062	A dankan cewo awa rewu ama a̱ka̱. N ma̱ma̱no ena Onhon u ga̱nta̱n woto rawo awo ra̱wanu.”
2813070077	Naande a̱ rushigi i Yesu a hyen, yegu den a Mosa wa hyen woto a̱ pa̱ni wu'a̱ wo wa otakada na otacegwa a ita̱n bu?
2813080096	A Yesu wa̱ ra̱'ani ga wa hyen, “Sa̱bo na otopa unbu na̱hin go o de a Mosa wa hyen ki ta̱cigi a̱'a̱ na̱hin, ama nce a̱nde ma ne'en ma̱riye.
28130900a0	a Yesu wa hyen ga n ne'en bi bisa̱ga̱ woto wu ta̱cigi wu'a̱ wo wa, shen ce nhyen wo kentan bo n ma̱ye'o gu, ta'a wa̱ ha̱ni wuba̱ wun maye'o gu nande,”
28130a0086	A̱bire ato na moma'anga na Yesu a hyen wo, “She a̱nno ma ne'en n wu'a̱ n wa̱ri, ma huri woto a̱ ga̱'i ton da riheni wa̱no.”
28130b006f	A Yesu wa̱ ra̱'a̱ni ga wa hyen, “Nce ko'eyawa gon to ra'ana tubisa̱ga̱ tonna, sai ato na Onhon u pa̱ni.
28130c00c4	Ato an dewa na a̱ ma̱ci ana rawon ton da rihenni, an dewa ta'a na ato go an de ga, ato na̱ba̱ ta'a a̱ rubin rihenni sa̱bo na togoma to tonran. Woto won to yan'son to ra'a a̱ ra̱'i mago.”
28130d0082	A'eyawa a owangane a'o nan nennen pi Yesu a tatan ga ka'ara an dange ga aduwa. Ama ato na moma'anga a woshe ato na owane ga ogago.
28130e0076	Ama a Yesu wa hyen ga, “Ga'a ba a'o nan nennen a rage pimi, enaande ato na ne'en she a'o omange togoma to tonran.”
28130f002d	Na wa tatan ga ka'ara, wa̱ regi tohano towa.
2813100088	Yan'on woto wa rage pi Yesu wa̱ rushigi wu wa hyen, “Ka̱ma̱la̱n, yegu nan ton da ena reme na nan ma̱ ciga̱ behonno be bekene?”
28131100b2	“A Yesu wa̱ ra̱'a̱ni wu wa hyen, yegu en de a̱ wun rushigi ena reme?”“Woto wuka̱ wu go won de awo reme. She won saro tu ciga̱ behono bire, ko rope monran ma shi'i.”
28131200df	Woto wure wa̱ rushigi i Yesu wa hyen“Monran ma shi'i ma̱be?” ma woto won to ropa. Ama a Yesu wa̱ ra̱'ani bo wa hyen, ga'a to kona woto, ku ga'i ton da maye'o, ku ga'i to na'an rihin, ku ga'i to pana osheda na tobya,
2813130050	Ko rope ashawa nanwon na ananwan nanwon, ku rubi ato nde wu rubi unbu nanwon.”
2813140057	“wogama wa hyen, ca monran ma̱no n a̱no mago. Yegu nan ton da ena ta̱n cena̱n?”
28131500bd	A Yesu wa̱ ra̱'a̱ni wu wa hyen, “She won sara tu shina̱, hura̱, kun ka̱ta̱ngi ca ena wo omange ku ta̱ra̱ta̱gu, a̱'uwa̱ta̱gi, won ton da ubicigo n tonran. Naande kon dopya.”
2813160062	Na wogama wure wo hoge ena Yesu wu bishi wu wa̱ huri n suwa̱ shiri, enaande wo omange toryan'on.
2813170072	Naande a Yesu wa hyen ato na moma'anga nonwan, “En to goma woto wo omange toryan'on a̱ gegi n togoma to tonran.
281318008a	Ta'a n bi bishi, en tu hura̱ orara goma ura̱kumi u gegin hyanbe na bejemanran na woto omange toryan'on ma̱ gega̱ n togoma to Onhon.”
2813190084	Na ato na moma'anga na Yesu a hoge a̱nno, an de mamake cenmon a hyen, she a̱nno ma ne'en, “A̱ure wun tu ciga̱ turinge ture?”
28131a0069	Ama a Yesu wa ginyanne ga wa hyen, “Ena rawon man da go pa ato, ama pa Onhon ko'iwa̱ ena ta man da.”
28131b0072	A Bitrus wa̱ ra̱'a̱ni i Yesu wa hyen, “Ewana tu ga̱'i ko'iwo ato wo rope, Yegu tun ta̱ ciga̱ wono ta'a?”
28131c0138	A Yesu wa hyen ga, “N bi bishi mahenda, she a̱ shishingi ko'iwo, n beka̱ni be Ba'a wo Woto won to koreka n ka̱shiki kau wa ka togoma ka ototo, ga̱hin ato na moma'anga na̱mi nan rope ta'a en to koreka n shishiki she togoma she opa n sheshi rewu shire, ke dange toroma to opa n totu rewu re Israila shetara.
28131d009e	Ta'a woto wu ga̱'i egewa nonwan na yan'on nonwan ko ashawa ko ananwan ko a'o ko shehwa sa̱bo na̱mi won to ra'a so ma tariya a̱ cigi ta'a behono be bekene.
28131e007f	Ama ato cenmon na cigi an to haikana, n togoma to Onhon, ato cenmon na haika̱ni ta'a an ton dan ato na cigi n togoma to Onhon.
281401006d	“Togoma to tonran ton sha yan'on ashawa na egewa go awo soren bongwa wa owane a hwanyan a hwange wo kaboga.
281402005a	Na won de tunka̱ci nanwan udinari uka̱ uhibi, wa̱ tucinga̱ni ga n kaboga ka̱re ka wa.
2814030068	“Na wa de honran wa sore wa̱ hendi ato na̱ba̱ ana rawo yan'on otoma a esage pa tunka̱ci n tosanga.
2814040062	Wa hyen ga, ‘Ga̱hin ta'a hura̱ ba n kaboga ka̱mi ken de otoma n be topa ena ha̱n'in ta'a.’
2814050057	A̱ huri ta'a. “Wa̱ hura̱ka̱ni niji abe marauna wa dankane monran ma̱re ma̱ka̱.
28140600af	Abe marauna ta'a wa sorakane wa̱ wuri ato na̱ba̱ ta'a she a esage a rawon n kobe otoma. Wa̱ rushigi ga wa hyen, ‘Yegu na de aye korkake uhibi koko she e rawon yen'unrin?
2814070089	“A̱ ra̱'a̱n bo a hyen wo, woto wo rawo awo tu umi otoma.’ “Wa hyen ga, ‘Ga̱hin ta'a hura̱ ba n kaboga ka̱mi ke de otoma.’
2814080098	“Na marauna man de, woto wo kaboga wa hyen woto wo wa ta tomana, hecegane atoma ko tope ga, ku riye nato re haika̱ni hare tu hure nato na ka̱hin.’
2814090048	“Ato re a rwane otoma marauna a rage ko'eyawa wa̱ cigi udinari uka̱.
28140a007c	A̱nde na ato re a rwane ka̱hin a rage an netama an to pana ga nan yemi. Ama awa ta'a ko'eyawa a̱ pa̱ni wu udinari uka̱.
28140b0044	Na atoma re cigi a̱ ra̱'i a na'ange ashawa na egewa ihunrinhunrin.
28140c0069	‘A ange, ato na rage otoma nanbananba,’ta'a a tope ga ba̱kika̱ n ga̱tu re den otoma uhibi koko.’
28140d0081	“Ama ra'ani wutu ka̱, wa hyen wo, ‘Wotoginto wumi, ai n bo dangage cewo. Nce tu ma̱renu go nhyen nan bo topa udinari uka̱?
28140e006d	To ra'a ena de nanwon ku huri ga̱mi gu hendi man men dan n topa ato na haikane to rage ba̱kika̱ n ga̱hin.
28140f006f	N dawo a̱ta̱ra̱n na to da enan rubi nan saran nan mi? A̱ka̱ wu rishiwu go naande ga̱mi wo ko'eyawa go?’
2814100073	Nade a Yesu wa hyen ga, “A̱nde ato na haika̱ni an ton da na ka̱hin, ato na ka̱hin ta'a an de na haika̱ni.”
2814110058	Na a Yesu nato na moma'anga nonwan a hanrane Urshalima, wa hecegane n be'awo wa hyen ga,
28141200a7	“To ewana tun ta̱ hura̱n Urshalima an to pana Ba'a wo Woto n sha'ara she Firistoci na ototo n shima̱la̱n she tubisa̱ga̱ to Mosa. An to keragya wo karere ka u'o
281413009c	ta'a an to cewana wo n sha'ara she ato na de cewo a Yahudawa a henge wo a̱ pa̱ni wu nwo'o a gyanrane bo. N hibi na hen tato ta'a a̱ kurtuma̱ wo nu'o!”
281414007a	A̱bire ananwan na a'o na Zabadi wa rage pi Yesu na'o nonwan, wa̱ cibi a̱rungurungu n kida̱ wa̱ sa̱ri yen'unrin pewa.
28141500af	A Yesu wa hyen wo, “Yegu won saro?”wa ra̱'a̱ni i Yesu wa hyen, “Kuwa̱ a'o wanna a̱rewu a koreka wuka̱ n katoga kawo wuka̱ ta'a n ka̱ngura̱ kawo n togoma towo.”
28141600c7	Ama Ayesu wa̱ ra̱'a̱ni a'o wa̱re wa hyen ga, e yan'cewo ena i roki, “E yan'cewo ena en saro, “En to yan'son to swa n karonkwa ka ma̱supo ma nen to swa?” A hyen Iyesu, “Ton ta yan'son.”
28141700f5	Ayesu wa hyen ga, “mahenda en to yan'son to swa n karonkwa ka̱mi, ama monran ma to koreka n katoga ka̱mi ko ta'a ka̱gura̱ nce ga̱mi go omange a̱ta̱ra̱n na mawa, Ashawa na̱mi anan tonran a̱ure wo naganane sa̱bo na ato na wa̱ ta̱ri.
2814180051	Na ato moma'anga opa re a opa a hoge a̱nno, anmen a̱ ba̱'i ga nato re a̱rewu.
281419007c	Ama a Yesu wa hecegane ga wa hyen ga, “E yan'son na ngoma nan ato nade cewo a Yahudawa ata bisa̱ ato nanwan a̱ta̱ra̱n.
28141a0096	Ama ma rawon to na'an a̱nde n ga̱hin. Na en ma na'an a̱nno ma huri woto won saro an de woto ototo n ga̱hin ma kentan bo a dange ato na ceni otoma,
28141b0052	ta'a woto won saro an den woto ototo nanmen ga̱hin ma kentane an de wogema wu hin
28141c0099	A̱nde ta'a Ba'a wo Woto wo rage cewo na an ma dangya wo egema ama na wan man dan wogema, ta'a a̱ pa̱ni unbu nonwan sa̱bo na turinge to ato cenmon.”
28141d0056	Na a Yesu nato na moma'anga nonwan an to ga'a Yeriko, ukutu na ato cenmon owa rope wo.
28141e0099	Naande a̱ruwa̱ rewu an pa̱re a koreke nonyan, na a hoge a Yesu wun tu hura̱ a̱ ta̱ be'ogwa a hyen, “Ashawa, Ba'a wo Dauda, hoga yanman na̱tu!”
28141f0088	Ukutu o gusa̱ni ga a hyen ga a̱ rika̱ka̱, ama a̱ ka̱sa̱ni tu kurtuma̱ ngoro a ange, Ashawa, Ba'a wo Dauda hoga yanman na̱tu!”
2814200056	A Yesu wa eshe wa hecegane ga wa̱ rushigi ga wa hyen, “Yegu en saro n be dangya?”
2814210055	A̱ ra̱'a̱ni i Yesu a hyen wo, “Ashawa,” “Ton saro to na'an hyanda pa̱ri.”
281422006e	A Yesu wa hoge yanman nanwan wa̱ a̱ta̱nga̱ni shi she shawa. A̱birebire a̱ ri to hyanda pa̱ri a rope wo.
28150100a2	Na a Yesu nato na moma'anga nonwan a ne'enyan keton Urshalima, a̱ ci Betapaji apa undun na o'o na Zaitun, naande aYesu wa tomane ato na moma'anga nonwan a̱rewu,
28150200ab	wa hyen ga, “Hura̱ ba na̱hira̱ re ne'enyan nekogo na̱hin, n tu gega̱na̱ tuhin en to hyanda yan'on ka̱renki ka̱ ka̱ri n ba'a wo kawa. Ke karege kago ken owangya.
2815030065	She woto wuba̱ wu yi rushigi ke hyen wo, Ashawa go a̱ rubin kawa she wu hu won to shego benanba.”
281504004f	A̱ma̱no ma man den go na an ma shintuma̱na̱ monran ma Wotoma wu hici nhyen,
281505009a	Ke hyen anmen na̱mi Urshalima, hyanda ba wogoma wuhin awota wo ne'enyan dewo pihin, wo rawo otopa unbu wo sokane ka̱renki, n kirenki go wan tohano”’
2815060057	Nade ato na moma'anga re a Yesu wo tomane a̱ huri an den nde a Yesu wo hyen ga an den.
2815070073	A owane ka̱renki ka̱re n ba'a wo kawa, a̱ wa̱ra̱gi shego menwan nan myawa a Yesu ka wa̱ na̱da̱ni wa koreke.
