0100000006	Kinohi
1c0105004d	A i kela manawa e haki no ia'u ke kikoo o ka Iseraela ma ka papu o Iezereela.
1c010600d2	Hapai hou ae la oia, a hanau mai la, he kaikamahine. Olelo mai ke Akua ia ia, e kapa aku i kona inoa, o Loruhama, no ka mea, aole au e aloha hou aku i ko. ka hale o ka Iseraela; aka, e lawe loa aku au ia lakou.
1c010700d4	Aka, e aloha aku au i ko ka hale o ka Iuda, a e hoola aku au ia lakou ma o Iehova la ko lakou Akua; aole au e hoola ia lakou ma ke kikoo, a me ka pahikaua; aole ma ke kaua, aole hoi ma na lio, a ma na hoohololio.
1c01080054	A i ka wa i ukuhi aku ai oia ia Loruhama, hapai ae la oia, a hanau mai he keikikane.
1c01090081	I mai la ke Akua, E kapa aku i kona inoa, o Loami; no ka mea, aole oukou he poe kanaka no'u, aole auanei hoi au he Akua no oukou.
1c010a00eb	Aka, e like auanei ka lehulehu o na mamo a Iseraela, me ke one o ke kai, aole e hiki ke anaia, aole hoi ke heluia; a ma kahi i oleloia'i lakou, Aole o ko'u poe kanaka oukou, malaila e oleloia'i lakou, He poe keiki oukou na ke Akua ola.
1c010b00c4	A e hoakoakoaia mai na mamo a Iuda, a me na mamo a Iseraela, ma kahi hookahi, a e hoonoho lakou i hookahi alii no lakou; a e pii ae la lakou mai ka aina mai; no ka mea, nani ka manawa o Iezereela.
1c02010032	O Ami, a i ko oukou mau hoahanau wahine, O Ruhama.
1c020200e3	E hakaka oukou me ko oukou makuwahine, e hakaka oukou; No ka mea, aole oia o ka'u wahine; Aole hoi wau o kana kane: I haalele ai oia i kona hookamakama ana mai kona maka aku, A me kona moe kolohe hoi mai waena aku o kona mau u:
1c020300c9	O wehe aku au ia ia a olohelohe, A e hooku ia ia e like me ia i ka la ana i hanau ai, A e hoolilo ia ia e like me ka waoakua, A e hooku hoi ia ia e like me ka aina maloo, A e pepehi ia ia i ka makewai.
1c02040055	Aole au e aloha aku i kana poe keiki, No ka mea, he poe keiki lakou na ka moe kolohe.
1c02050104	No ka mea, ua moe kolohe ko lakou makuwahine, Ua hana hilahila ka mea nana lakou i hapai: No ka mea, i iho la ia, E hele aku au mamuli o kuu mau ipo, Ka poe i haawi mai i ka'u ai, a me ko'u wai, i ko'u hulu hipa, a me kuu olona, o ko'u aila, a me ko'u mea inu.
1c02060082	No ia mea, aia hoi, e hoopuni au i kou ala i na laau kuku, A e hana au i papohaku nona, I mea e loaa ole ai ia ia kona mau alanui.
1c020700db	A hahai aku no ia i kona mau hoaaloha, aole e loaa lakou ia ia; A imi aku hoi ia ia lakou, aole e loaa; Alaila, e i iho ia, E hele au, a e hoi hou i kuu kane mamua; No ka mea, ua oi aku ko'u pono i kela wa mamua o keia.
1c020800b4	Aole oia i noonoo, ua haawi aku au ia ia i ka mea ai, a me ka waina hou. a me ka aila, A hoomahuahua aku hoi i ke kala, a me ke gula nona, Na mea a lakou i hoomakaukau ai no Baala.
1c020900c5	No ia mea, e hoi hou mai au, a e lawe aku i ka'u palaoa i kona manawa, A me ka'u wain a hou i kona manawa iho, E lawe aku hoi au i ko'u hulu hipa, a me ko'u olona, na mea i uhi ai i kona olohelohe.
1c020a0078	Ano e hoike aku au i kona mea hilahila imua o na maka o kona mau hoaaloha, Aohe mea e hoopakele ia ia mai ko'u lima aku.
1c020b0084	A e hoopau aku au i kona lealea a pau, I kana mau ahaaina, i kona mau mahina hou, i kona mau la Sabati. a me kona mau ahaaina a pau.
1c020c00d3	A e luku aku au i kona mau kumuwaina, a me kona mau laau fiku, i na mea ana i i mai ai, Oia ka'u uku, o ko'u mau ipo i haawi mai ai ia'u; A e hoolilo au ia mau mea i ululaau, A e ai iho na holoholona ia mau mea.
1c020d00e8	A e hoopai aku au maluna ona i na la o na Baala, I na la ana i kuni ai i ka mea ala no lakou; A i kahiko ai ia ia iho i kona mau apo-ihu, a me kona mau lei-a-i, A hahai no ia mamuli o kona mau ipo, A hoopoina ia ia'u, wahi a Iehova.
1c020e006a	Nolaila, aia hoi, e hoowalewale au ia ia, a e alakai aku ia ia i ka waonahele, A e olelo oluolu aku ia ia.
1c020f00df	A e haawi aku au nona i kona mau malawaina mailaila mai, A i ke awawa o Akora, i puka o ka manaolana; A e mele no ia malaila, e like me ia i kona wa opio, A e like me ia i ka wa ana i puka mai ai mai ka aina o Aigupita mai.
1c02100058	A i kela manawa, wahi a Iehova, e kapa mai oe ia'u o Isi; Aole e kapa hou ia'u, o Baali.
1c02110065	A e lawe ae au i ka inoa o na Baala mai kona waha aku, Aole e hoomanao hou ia lakou ma ko lakou inoa.
1c021200f8	A i kela manawa e hana aku au no lakou i berita Me na holoholona o ke kula, a me na manu o ka lewa, A me na mea kolo o ka honua: A e haki ia'u ke kakaka, a me ka pahikaua, a me ka mea kaua mai ka honua aku, A e hoomoe iho au ia lakou me ka maluhia.
1c0213008a	E hoopalau aku au ia oe na'u a mau loa aku; A e hoopalau aku au ia oe na'u ma ka pono, a ma ka hoopono, a ma ka lokomaikai, a ma ke aloha.
1c0214004c	A e hoopalau aku no hoi au ia oe na'u ma ka oiaio: A e ike aku oe ia Iehova.
1c02150069	A i kela manawa, e hoolohe no au, wahi a Iehova, E hoolohe no au i na lani, a e hoolohe lakou i ka honua;
1c0216005d	A e hoolohe ka honua i ka ai, a me ka waina, a me ka aila; A e hoolohe no lakou ia Iezereela.
1c021700bb	A e kanu iho au ia ia ma ka honua; A e aloha aku au i ka mea i aloha ole ia; A e olelo aku au i ka poe kanaka aole no'u, O oe ko'u poe kanaka; A e olelo mai hoi lakou, O oe ko makou Akua.
1c030100ef	A LAILA olelo mai la o Iehova ia'u, E hele hoi, e aloha aku i ka wahine i alohaia e ka hoalauna, aka, ke moe kolohe nae: E like me ke aloha o Iehova i na mamo a Iseraela, I ka poe e huli ana i na akua e, A e makemake hoi i na pai huawaina.
1c03020066	A kuai aku la au ia ia na'u i na kala he umikumamalua a me ka homera a me ka hapalua o ka homera bale:
1c0303008f	A i aku la au ia ia, E kali oe ia'u i na la he nui, Aole oe e hele i ka moe kolohe, Aole oe e lilo i ke kanaka e ae: Pela hoi e lilo ai au nau.
1c0304007c	No ka mea, he nui na la e noho ai na mamo a Iseraela, aohe alii, aohe haku, aohe mohai, aohe kii, aohe epoda, aohe terapima:
1c030500a3	Mahope iho e huli mai na mamo a Iseraela, a imi ia Iehova ko lakou Akua, a me Davida ko lakou alii; A e makau lakou ia Iehova, a me kona lokomaikai i na la mahope.
1c040100b4	E HOOLOHE oukou, e na mamo a Iseraela, i ka olelo a Iehova: no ka mea, he hakaka ko Iehova me na kanaka o ka aina; No ka mea, aohe oiaio, aohe aloha, aohe ike i ke Akua ma ka aina.
1c04020090	O ka hoohiki ino, ka hoopunipuni, ka pepehi kanaka, ka aihue, a me ka moe kolohe, ka lakou i hoomahuahua ae ai, a pili aku no ke koko i ke koko.
1c040300b0	No ia mea, e kanikau auanei ka aina, A e nawaliwali na mea a pau e noho ana maluna ona, Me na holoholona o ke kula, a me na manu o ka lewa; Oia, e laweia'ku hoi na ia o ke kai.
1c0404008a	Aka, mai hakaka kekahi kanaka, aole hoi e papa aku ia hai: No ka mea, o kou poe kanaka, ua like lakou me ka poe e hakaka ana me ke kahuna.
1c04050068	Nolaila e hina oe i ke ao, O ke kaula hoi, e hina pu ia me oe i ka po; A e luku aku au i kou makuwahine.
1c040600f3	Ua lukuia ko'u poe kanaka no ka ike ole: No ka mea, ua hoowahawaha oe i ka ike, E hoowahawaha aku hoi au ia oe, Aole oe e malama i ka oihanakahuna na'u: A no kou hoopoina ana i ke kanawai o kou Akua, Owau hoi kekahi e hoopoina i kau poe keiki.
1c0407006e	E like me ko lakou nui ana, pela lakou i hana hewa mai ai ia'u: A e hoololi au i ko lakou nani i mea hilahila.
1c04080059	Ua ai lakou i ka hewa o kuu poe kanaka, A ua kau i ko lakou mau naau ma ko lakou la hala.
1c040900a3	A e like auanei me na kanaka, pela no me ke kahuna: A e hoopai aku au ia lakou e like me ko lakou mau aoao, A e hoouku aku au ia lakou e like me ka lakou hana ana.
1c040a007e	A e ai lakou, aole nae e maona, A e moe kolohe lakou, aole nae e mahuahua ae; No ka mea, ua hooki lakou i ka malama ia Iehova.
1c040b004a	O ka moe kolohe, o ka waina, a me ka waina hou, oia ke lawe aku i ka naau.
1c040c00c4	Ke ninau nei kuu poe kanaka i ko lakou kii laau, A ua hoike mai ko lakou kookoo ia lakou; No ka mea, ua hooauwana ka naau moe kolohe ia lakou; Ua hele moe kolohe lakou mai lalo ae o ko lakou Akua.
1c040d0112	Kaumaha aku la lakou ma kahi kiekie o na mauna, A kuni i ka mea ala maluna o na puu, Malalo o ka laau oka, a me ka laau popela, a me ka laau kaa, No ka mea, ua oluolu kona malumalu: No ia mea, e moe kolohe ka oukou poe kaikamahine, A e moe kolohe ka oukou poe hunona wahine.
1c040e0128	Aole au e hoopai aku i ka oukou poe kaikamahine no ko lakou moe kolohe ana, A i ka oukou poe hunona wahine no ko lakou moe kolohe ana: No ka mea, ua hookaawale pu lakou ia lakou iho me na wahine hookamakama, A ua mohai pu lakou me na wahine moe kolohe: A o ka poe kanaka ike ole, e make no lakou.
1c040f0096	Ina o oe, e ka Iseraela, i moe kolohe, mai hana hewa o ka luda: A mai hele oukou i Gilegala, Mai pii ae oukou i Betavena, Mai hoohiki, E ola o Iehova.
1c04100092	No ka mea, ua paakiki o ka Iseraela, e like me ka paakiki o ka bipiwahine hou: Ano e hanai o Iehova ia lakou, e like me ke keikihipa ma kahi akea.
1c04110032	Ua hui pu o Eperaima me na kii, e waiho aku ia ia.
1c0412005b	Ua hewa ka lakou ahainu, Ua mau ko lakou moe kolohe ana; A ake kona poe alii i ka hilahila.
1c04130060	Ua hoopaa ka makani ia ia iloko o kona mau eheu, A e hilahila auanei lakou i ka lakou mau mohai.
1c050100f3	E HOOLOHE oukou i keia, o na kahuna, E haliu mai oukou, e ko ka hale o ka Iseraela, A e lohe na pepeiao, e ko ka hale o ke alii; No ka mea, no oukou ka hoohewa. No ka mea, ua lilo oukou i pahele ma Mizepa, A i upena hohola hoi maluna o Tabora.
1c05020043	Ke pepehi nui nei ka poe haalele hewa, A e hahau au ia lakou a pau.
1c05030090	Ua ike au ia Eperaima, Aole hoi i hunaia ka Iseraela mai o'u aku la: No ka mea, ano, e Eperaima, ua moe kolohe no oe, A ua haumia o ka Iseraela.
1c0504008b	Aole lakou i hoolilo i ko lakou manao e huli hou i ko lakou Akua: No ka mea, he naau moe kolohe iwaena o lakou, Aole lakou i ike ia Iehova.
1c050500a6	Ke hoike mai nei ka haakei o ka Iseraela ma kona maka: Nolaila o ka Iseraela a me Eperaima, e haule pu iloko o ko lakou hewa; A o Iuda hoi kekahi e haule pu me lakou.
1c05060083	A e hele lakou me ka lakou poe hipa, a me ka lakou poe bipi e imi ia Iehova, Aka, aole e loaa ia lakou; Ua hele ia mai o lakou aku.
1c0507009d	Ua hana hoopunipuni aku la lakou ia Iehova: No ka mea, ua hoohanau lakou i na keiki e: Ano e hoopauia auanei lakou i ka malama hookahi, a me ko lakou waiwai.
1c0508006b	E puhi oukou i ka pukani ma Gibea, I ka pu hoi ma Rama: E kahea nui aku ma Betavena mahope on, e Beniamina.
1c05090087	A e neoneo auanei o Eperaima i ka la e hoopaiia'i: Mawaena o na ohana o ka Iseraela ua hoike aku au i ka oiaio o ka mea e hiki mai ana.
1c050a007c	Ua like na'lii o ka Iuda me ka poe hoonee i ka palena aina: Nolaila e ninini aku au i ko'u huhu maluna o lakou me he wai la.
1c050b0072	Ua hooluhiia o Eperaima, ua hookaumahaia ma ka hoohewa, No ka mea, ua lealea oia i ka hele ana mamuli o ke kauoha.
1c050c005b	Nolaila, e like auanei au me ka mu no Eperaima, A me he mea popopo la no ko ka hale o Iuda.
1c050d00d0	A ike iho la o Eperaima i kona mai, a o Iuda hoi i kona. eha, Alaila, hele aku la o Eperaima i Asuria, A hoouna aku la i ke alii ku e: Aole nae e hiki ia ia ke hoola ia oukou, Aole hoi e hoola i ko oukou eha.
1c050e00b8	No ka mea, e like auanei au me he liona la ia Eperaima, A e like me he liona hou la i ko ka hale o Iuda: Owau, owau ke haehae, a hele aku, E lawe pio aku au, aohe mea nana e hoopakele.
1c050f007f	E hele au a e hoi aku i ko'u wahi, A e hoopaiia lakou, a e imi mai i kuu maka: I ko lakou wa pilikia e imi koke mai lakou ia'u.
1c0601008d	I NA kakou e hoi hou aku ia Iehova, No ka mea, ua haehae mai kela, a e hoola mai ia ia kakou; Ua hahau mai ia, a e hoola mai no oia ia kakou.
1c06020075	Mahope o na la elua e hoola mai ia ia kakou: I ke kolu o ka la e hooku mai ia ia kakou iluna, A e ola kakou imua ona.
1c060300ce	Alaila e ike kakou, ke hahai kakou e ike ia Iehova; Ua makaukau kona hele ana'ku, e like me ka wanaao: A e hele mai ia ia kakou e like me ka ua; E like me ke kuaua mua, a me ke kuaua hope maluna o ka honua.
1c060400b0	E Eperaima, heaha ka'u e hana aku ai ia oe? E Iuda, heaha ka'u e hana aku ai ia oe? No ka mea, o ka oukou pono, na like me ke ao kakahiaka, A ua like me ka hau e nalo koke ana.
1c06050096	No ia mea, ua kalai aku au ia lakou ma na kaula; Ua pepehi aku au ia lakou ma na olelo a kuu waha: A e puka aku kou hoohewaia e like me ka malamalama.
1c0606005e	No ka mea, o ke aloha ko'u makemake, aole ka mohai; A o ka ike i ke Akua mamua o na mohaikuni.
1c0607005c	Aka, e like me kanaka, ua hai ia lakou ka berita: Ilaila ua hana hoopunipuni mai lakou ia'u.
1c0608004a	O Gileada ke kulanakauhale o ka poe hana hewa, i hahiia i na kapuwai koko.
1c06090098	E like me ka poe hao wale e hoohalua ana i ke kanaka; Pela no ka poe kahuna i pepehi wale ma ke ala o Sekema; No ka mea, ke hana nei lakou i ka mea ino.
1c060a0072	Maloko o ka ohana a Iseraela ua ike au i ka mea weliweli; Malaila ka moe kolohe o Eperaima, Ua haumia ka Iseraela:
1c060b002e	Nou hoi, e ka Iuda, ua makaukau ka ohi ai ana.
1c07010100	I KA wa a'u e hoihoi aku ai i ke pio ana o kuu poe kanaka, I kuu hoola ana i ka Iseraela, alaila hoikeia mai ka hewa o Eperaima, A me na mea ino o ko Samaria: No ka mea, ua hana lakou i ka wahahee; A komo mai ka aihue maloko, A hao wale ka poe powa mawaho.
1c0702008e	Aole noonoo ko lakou naau i kuu hoomanao ana i ko lakou hewa a pau: Ano, ua hoopuni ka lakou mau hana ia lakou; Eia no lakou imua o ko'u maka.
1c0703005c	Ma ko lakou hewa hoolealea aku lakou i ke alii, A i na haku hoi ma ko lakou mau hoopunipuni.
1c070400ad	He poe moe kolohe lakou a pau, e like me ka umu i hoenaenaia e ka mea pulehu palaoa, Hoopanee oia i ka pulehu ana, mahope o ke kawili ana i ka palaoa a hiki i ka wa e hu ai.
1c07050078	A i ka la o ko kakou alii loohia iho na haku e ka mai i ka wela o ka waina, A o aku la oia i kona lima me ka poe haakei.
1c070600ca	No ka mea, ua hoomakaukau lakou i ko lakou naau, e like me ka umu ma ko lakou hoohalua ana: Ua hiamoe ko lakou mau mea peluhu palaoa, a ao ka po: A i kakahiaka, ua wela ia mea e like me ke ahi lapalapa.
1c07070099	Ua wela lakou a pau e like me ka umu, Ua ai lakou i ko lakou mau lunakanawai; Ua haule ko lakou poe alii a pau: Aohe mea e kahea mai ia'u iwaena o lakou.
1c07080059	O Eperaima, ua hui pu ia me na kanaka e: O Eperaima, he popo palaoa no ia, aole i huliia.
1c07090070	Ua ai na malihini i kona ikaika, aole nae ia i ike: Ua kau mai no hoi ke oho hina maluna ona, aole nae ia i ike.
1c070a008c	Ke hoike mai nei ka haaheo o ka Iseraela ma kona maka: Aole lakou e hoi hou ia Iehova i ko lakou Akua, Aole imi aku ia ia no keia mea a pau.
1c070b007b	Ua like hoi o Eperaima me he manu nunu la i hawawa aohe ona manao: Kahea aku lakou i ko Aigupita, A hele lakou i ko Asuria.
1c070c00d0	A i ka wa e hele ai lakou, e hohola aku au i ka'u upena maluna o lakou; A e lawe mai au ia lakou ilalo, e like me na manu o ka lewa; A e hahau aku au ia lakou, e like me ka mea a ko lakou ahakanaka i lohe ai.
1c070d00b0	E auwe lakou! no ka mea, ua auwana lakou mai o'u aku la: O ka make ko lakou! no ka mea, ua kipi mai lakou ia'u: Owau ka i hoola ia lakou, A o lakou ka i olelo wahahee mai ia'u.
1c070e00b9	Aole lakou i auwe mai ia'u me ko lakou naau, i ka wa a lakou i auwe ai maluna o ko lakou wahi moe: Ua hoakoakoa lakou ia lakou iho no ka ai, a no ka waina hou, a ua kipi mai lakou ia'u.
1c070f0065	Ia'u i ao ai ia lakou, a hooikaika aku ai i ko lakou mau lima, Aka, ke manao hewa mai nei lakou ia'u.
1c071000c7	Ua hoi hou lakou, aole nae i ka Mea kiekie loa; Ua like lakou me he kakaka hewa la: E haule na'lii o lakou me ka pahikaua, no ka hookano o ko lakou alelo: O keia ko lakou hoino ma ka aina o Aigupita.
1c08010098	E KAU i ka pu ma kou waha, Me he aeto la e hele ku e mai i ka hale o Iehova; No ka mea, ua hai ia lakou kuu berita, A ua ae lakou maluna o ko'u kanawai.
1c08020044	E kahea mai auanei ka Iseraela ia'u, E kuu Akua, ua ike makou ia oe.
1c08030046	Ua haalele ka Iseraela i ka mea maikai: E hahai auanei ka enemi ia ia.
1c080400b5	Ua hoalii lakou i na alii, aole ma o'u nei; Ua hoonoho lakou i na haku a'u i ike ole ai; Ua hana lakou i ko lakou kala, a me ko lakou gula i kii no lakou, i mea e okiia'ku ai lakou.
1c08050076	He mea hoopailua kou keikibipi, e Samaria. Ua hoaaia kuu inaina ia lakou: Pehea la ka loihi a loaa ia lakou ka maemae?
1c08060084	No ka mea, na ka Iseraela keia mea; Na ka paahana no ia i hana; Aole ia he akua: No ka mea, e haki liilii ia ke keikibipi o Samaria.
1c080700ca	No ka mea, ua lulu lakou i ka makani, A e ohi auanei lakou i ka puahiohio: Aohe kino o ka ai e ku ana; Aole hoi e hua mai ka opuu i ka hua palaoa: Ina paha e hua mai, na ka poe malihini e hoopau ia mea.
1c08080065	Ua hoopauia ka Iseraela: A e like auanei lakou iwaena o ko na aina e, me he ipu la I makemake ole ia.
1c08090070	No ka mea, ua pii ae la lakou i Asuria, me he hoki hihiu, oia wale no! Ua hoolimalima o Eperaima i na mea aloha.
1c080a008a	Ua hoolimalima hoi lakou iwaena o na lahuikanaka e, ano e hoakoakoa nae au ia lakou; A e anwe iki lakou no ke kaumaha o ke alii o na haku.
1c080b005d	No ka mea, ua hoomahuahua o Eperaima i na kuahu no ka hewa, A e lilo na kuahu nona e hewa ai.
1c080c005f	Ua kakau aku au nona i na mea nui o kuu kanawai, Aka, ua manaoia ua mau mea la, me he mea e la.
1c080d00cf	I ke kaumaha ana i kuu mau mohai, ua kaumaha aku lakou i ka io, a ai iho la; Aole i oluolu o Iehova ia lakou; Ano e ho manao oia i ko lakou hala; A e hoopai hoi i ko lakou hewa: A e hoi hou lakou i Aigupita.
1c080e00ff	No ka mea, ua hoopoina o ka Iseraela i ka Mea nana ia I hana, a ua hana aku i na hale hoomana; A ua hoomahuahua o ka Iuda i na kulanakauhale i paa i ka papohaku: A e hoouna aku au i ke ahi iloko o kona mau kulanakauhale; A e ai aku ia i kona mau halealii.
1c090100b7	MAI hauoli, e ka Iseraela, me ka olioli, e like me na lahuikanaka; No ka mea, ua hele moe kolohe aku oe mai kou Akua aku, Ua makemake aku oe i na makana ma na kahua hehi palaoa a pau.
1c09020065	O ke kahua, a me kahi kaomi waina, aole e hanai laua ia lakou, A e pau auanei ka waina hou iloko ona.
1c09030074	Aole lakou e noho ma ka aina o Iehova; Aka, e hoi hou o Eperaima i Aigupita; A e ai lakou i na mea haumia ma Asuria.
1c0904012a	Aole lakou e kaumaha aku i ka waina ia Iehova, Aole ia e oluolu mai ia mau mea. O ka lakou mau mohai, e like auanei ia lakou me ka berena o ka poe e kanikau ana: O ka poe a pau e ai iho ia mea e haumia lakou; No ka mea, o ka lakou berena no ko lakou ola, aole e laweia oia iloko o ka hale o Iehova.
1c0905004d	Heaha la uanei ka oukou e hana'i i ka la ahaaina, A i ka la ahaaina a Iehova?
1c090600f3	No ka mea, aia hoi, ua hele aku lakou mai ka luku aku: E hoakoakoa o Aigupita ia lakou, E kanu aku no o Memepi ia lakou. A o na wahi maikai i kuaiia no ko lakou kala e paapu ia i ka puakala; A maloko o ko lakou mau halelewa e kupu ka laau ooi.
1c090700ca	Ua hiki mai na la o ka hoopai ana, Ua hiki mai na la o ka uku ana; E ike auanei ka Iseraela: Ua naaupo ke kaula, a ua hehena ke kanaka kilokilo uhane, no ka hoonuiia o kou hewa, a me ka nui o ka inaina.
1c0908009e	E kali ana o Eperaima i ke kokua, mai ko'u Akua mai: O ke kaula, he punihei ia o ka mea punihei manu ma kona aoao a pau, A he mea inaina ma ka hale o ke Akua.
1c09090083	Ua hana hewa nui lakou e like me na la o Gibea: Nolaila, e hoomanao mai ia i ko lakou hala, A e hoopai mai hoi i ko lakou mau hewa.
1c090a0127	Ua loaa ia'u ka Iseraela e like me na hua waina ma ka waonahele; Ua ike au i ko oukou poe kupuna, e like me ka hua mua ma ka laau fiku i kona hua mua ana; Aka, hele aku la lakou ia Baala-peora, a hookaawale ia lakou iho no ka mea hilahila: A o na mea hoowahawahaia, ua like me ko lakou makemake.
1c090b007e	A no ka Eperaima, e lele aku auanei ko lakou nani me he manu la, mai ka hanau ana mai, mai ka opu mai, a mai ka hapai ana mai.
1c090c0091	Ina paha e hanai lakou i na keiki a lakou, E hoonele aku au ia lakou mawaena aku o kanaka: A he poino ko lakou i ka wa a'u e haalele ai ia lakou!
1c090d0089	O Eperaima, e like me ko'u ike ana ma Turo, ua kanuia oia ma kahi maikai: Aka, e alakai aku o Eperaima i kaua poe keiki no ka mea pepehi.
1c090e007d	E Iehova, e haawi aku oe ia lakou i ka mea au e haawi aku ai; E haawi aku ia lakou i ka opu hanau hapa wale, a me na u maloo.
1c090f00f1	O ko lakou hewa a pau, aia ma Gilegala; No ka mea, malaila au i inaina aku ai ia lakou: No ka hewa o ka lakou hana ana e kipaku aku ai au ia lakou mai ko'u hale aku, Aole au e aloha hou aku ia lakou, A o ko lakou mau alii, he poe kipi lakou!
1c09100090	Ua hahauia o Eperaima, Ua maloo ko lakou aa; Aole lakou e hua mai ka hua; A ina e hanau mai lakou, E pepehi no au i na mea aloha o ko lakou opu.
1c0911007c	E kipaku auanei kuu Akua ia lakou, No ka mea, aole lakou i hoolohe ia ia; A e lilo lakou i poe aea mawaena o na lahuikanaka.
1c0a0100d4	O KA Iseraela, he kumu waina, i ulu palahalaha, e hua ana i ka hua nona iho; E like me ka nui o kona hua, pela no ia i hoomahuahua ai i na kuahu; E like me ka maikai o kona aina, pela no ia i hoonani ai i na kii.
1c0a020075	Ua kanalua ko lakou naau; Ano e hoopaiia lakou; E hoohiolo no ia i ko lakou kuahu, E hoopau no ia i ko lakou mau kii.
1c0a03008f	Ano hoi, e olelo auanei lakou, Aohe o kakou alii, No ka mea, aole o kakou i makau aku ia Iehova; Heaha ka mea a ke alii e hana mai ai no kakou?
1c0a04008b	Ua olelo lakou i na olelo hoohiki wahahee i ka hana ana i ka berita; A ua ulu mai ka hoahewa e like me ka laau make ma na auwaha o ke kula.
1c0a0500b1	E makau auanei na kanaka o Samaria no na keikibipi o Betavena: No ka mea, e auwe auanei kona poe kanaka no ia mea; A e haalulu na kahuna no kona nani, No ka mea, ua nalowale ia.
1c0a060093	A e laweia'ku hoi ia i Asuria i makana no ke alii no ka enemi: A e kau mai ka hilahila ia Eperaima, A e hilahila hoi ka Iseraela no kona manao iho.
1c0a070045	A o Samaria, ua okiia'ku kona alii, e like me ka hua maluna o ka wai.
1c0a0800dd	A e hoopauia na heiau o Avena, ka hewa o ka Iseraela: E kupu mai auanei ka laau kuku a me ka puakala maluna o ko lakou mau kuahu; A e olelo aku lakou i na mauna, E uhi mai ia makou; A i na puu, E hiolo mai maluna o makou.
1c0a09009a	E ka Iseraela, ua hana hewa oe mai na la o Gibea mai; Ilaila lakou i ku ai: A o ke kaua ana ma Gibea i na keiki hewa, aole anei ia e hiki aku io lakou la?
1c0a0a0086	Eia ko'u manao, e hahau aku ia lakou; A e akoakoa mai na kanaka e ku e ia lakou, I kuu hoopaa ana ia lakou, no ko lakou mau hewa elua.
1c0a0b00ef	A o Eperaima, ua like ia me ka bipi wahine opiopio i laka, a makemake hoi e hehi i ka palaoa: Aka, e hele aku no au maluna o kona a-i maikai: E hooholo au ia Eperaima; A e hana o Iuda me ka oopalau, A na Iakoba e kuikui i puupuu lepo nona.
1c0a0c00b8	E lulu oukou no oukou iho, ma ka pono, E ohi oukou ma ka lokomaikai; E waele i ko oukou mahinaai; No ka mea, he manawa keia e imi ia Iehova, A hiki mai ia, a ao aku i ka pono ia oukou.
1c0a0d00a7	Ua mahi oukou ma ka pono ole, a ua ohi oukou i ka hewa; A e ai oukou i ka hua o ka wahahee: No ka mea, ua hilinai oe ma kou aoao iho, A i ka lehulehu o kou poe ikaika.
1c0a0e00d9	Nolaila, e kupu mai auanei ka haunaele iwaena o kou poe kanaka, A e hoohioloia kou mau wahi paa a pau loa, E like me Salemana i hoohiolo ai ia Betarebela i ka la o ke kaua; I ulupaia'i ka makuwahine me kana mau keiki.
1c0a0f0074	Pela oia e hana mai ai ia oukou, ma Betela, no ko oukou hewa nui: I kakahiaka e oki loa ia'ku ke alii o ka Iseraela.
1c0b01006c	I KO Iseraela wa kamalii, alaila, ua aloha aku au ia ia, A kahea aku au i kuu keiki e hele mai Aigupita mai.
1c0b020099	Like me lakou i kahea aku ai ia lakou, pela no lakou i hele ae ai mai o lakou aku; Kaumaha aku la lakou i na Baala, a kuni i ka mea ala i na kii kalaiia.
1c0b03007c	Ua ao aku au ia Eperaima i ka hele, e alakai ana ia lakou ma ko lakou lima; Aka, aole lakou i ike, owau ka i hoola ia lakou.
1c0b0400d5	Ua alako aku au ia lakou me na kaula o ke kanaka a me na apo o ke aloha: A ua lilo au no lakou i mea like me na mea e lawe aku ana I ka auamo mai luna aku o ko lakou a-i, A ua waiho iho la au i ka ai imua o lakou.
1c0b050074	Aole ia e hoi hou i ka aina o Aigupita, Aka, o ka Asuria, oia kona alii; No ka mea, ua hoole no ia i ka hoi hou ana,
1c0b060075	A e haule mai ka pahikaua maluna o kona mau kulanakauhale, A e ai iho i kona mau lala, a e hoopau, no ko lakou manao.
1c0b07008a	A ua manao kuu poe kanaka e hoi ihope mai o'u aku la; A ua kahea aku lakou ia lakou la i ka Mea kiekie, Aole kekahi i hookiekie aku ia ia.
1c0b080103	Pehea la wau e hookuu aku ai ia oe, e Eperaima? Pehea la wau e hoolilo ai ia oe, e ka Iseraela? Pehea la wau e hana aku ai ia oe e like me Adema? Pehea hoi wau e hooku ai ia oe e like me Zeboima? Ua huliia ko'u naau iloko o'u, Ua hoala pu ia hoi kuu minamina.
1c0b0900b7	Aole au e hoopai aku me kuu inaina nui, Aole au e huli ae e luku aku ia Eperaima; No ka mea, owau no ke Akua, aole he kanaka, Maloko ou ka Mea Hemolele; Aole au e hele mai me ka huhu.
1c0b0a008b	Mamuli o Iehova lakou e hele ai; E uwo ana no ia e like me ka liona: A i ka wa e uwo ai oia, alaila e haalulu na keiki mai ke komohana mai.
1c0b0b00a3	E haalulu lakou me he manu la mai Aigupita mai, Me he manu nunu la mai ka aina o Asuria mai: A e hoonoho au ia lakou maloko o ko lakou mau hale iho, wahi a Iehova.
1c0b0c00ac	Ke hoopuni nei o Eperaima ia'u me ka hoopunipuni, A o ka hale o ka Iseraela me ka wahahee: Aka, o ka Iuda, ke hooalii nei oia me ke Akua, A ke kupaa nei oia me ka poe pono.
