2800000005	Matei
31031500a2	Kwaki Chapanga kuvya ukulu kwa njila ya msambi wa vandu vevakumsadika na mu njila ya Kilisitu Yesu mwene, lusenje lwoha magono na magono goha gangali mwishu! Ena.
3104010091	Hinu ndava nene mwenivi mkungiwa ndava nikumhengela Bambu, nikuvayupa neju mutama matamilu ndi Chapanga geavajovili mtama, mtama pala pevakemili.
3104020065	Magono goha mvya ngolongondi na vapoli, mvya ulindilu na mwemsindimilana nyenye kwa nyenye kwa uganu.
310403005b	Mkita chemwihoto kuvika umonga weuletiwi na Mpungu kwa njila ya uteke yeyikuvavika pamonga.
3104040066	Kuvi na higa yimonga ya Kilisitu na Mpungu umonga wa Chapanga, ngati chemukemeliwi muhuvalila yimonga.
3104050039	Kuvi na Bambu mmonga na sadika yimonga na ubatizu umonga,
310406007d	kuvi na Chapanga mmonga ndi Dadi wa voha, mweavi kunani ya voha, ihenga lihengu muvoha na avi mugati ya mitima ya vandu voha.
310407004d	Kila mmonga witu apewili ubwina wa Chapanga muchipimu cheapewili na Kilisitu.
3104080090	Ngati chegijova Mayandiku Gamsopi, “Peakweli kuhamba kunani kwa Chapanga, avalongwisi vandu vamahele vevakungikiwi, avapelili vandu njombi.”
310409008c	Hinu payijoveka, “Akwelili kuhamba kunani kwa Chapanga” Mana yaki kyani? Mana yaki ndi atumbwili hoti kuhelela mbaka pahi neju pamulima.
31040a00a3	Hinu, ndi yula mweahelili pamulima kuni ndi yuyoyo mweakwelili kuhamba kunani kwoha kwa Chapanga muni avihengayi vindu vyoha vyeawumbili vikotoka kupungula chindu.
31040b0093	Mwene avahagwili vandu vangi vavyai vamitumi na vangi vamlota va Chapanga na vangi vakokosaji va Lilovi la Bwina na vangi kuvya vadimaji na vawula.
31040c005d	Akitili chenicho muni avatendelekela vandu va Chapanga mulihengu la Kilisitu yipata kujengwa,
31040d00a1	mbaka ndi tiuhikila umonga wa sadika na kummanya Mwana wa Chapanga muni tivya vandu vevakangili changali kupungula chindu chochoha ngati Kilisitu mwene cheavili.
31040e009f	Hinu tivya lepi vana kavili ngati vandu vangali kumanya, vetimbululuswa na mawuliwu ga vawula va kila namuna kukongiwa na kuchenjela kwa vandu muni kuvayagisa.
31040f0084	Pahali paki tijovelana uchakaka muuganu tikangala mu mambu goha na kumhambila mweavi mutu wa msambi wa vandu vevakumsadika Kilisitu.
31041000df	Kwa mwene, vindu vyoha vya higa hikamulana pamonga, na higa yoha yitangatilana kukamulana kwa kila chiungu cheyivili nachu. Ndi kila msekete chihenga lihengu ngati chechiganikiwa higa, higa yoha yikula na kujengeka muuganu.
310411007e	Hinu muliina la Bambu, nikuvajovela kavili mkoto kutama ngati vandu vangammanya Chapanga, vene vevilanda maholo gavi ga uyimu,
3104120073	na luhala lwavi luvi muchitita. Vavi kutali na wumi Chapanga weauhumisi ndava vayimu weuvili mugati yavi na ng'omo.
3104130066	Vikola lepi soni hati padebe na vajiwusili mu mambu gahakau na kuhenga mambu goha gahakau kwa uhutulu.
3104140034	Nambu nyenye mujiwuli lepi genago ndava ya Kilisitu.
3104150056	Ndi chakaka mwayuwini bwina ndava ya Kilisitu na muwuliwi uchakaka mawuliwu gaki Yesu.
3104160073	Hinu muuleka mwenendu winu wa kadeni, wemwayovalili kutama. Muwusa matamilu ginu ga kadeni gegiyongomesa wumi winu.
310417002e	Mukitiwa vamupya mumitima yinu na maholo ginu.
3104180078	Muwala wumi wa mupya weuwumbiki kwa luhumu lwa Chapanga na weulangisa muwumi wa uchakaka na kumganisa Chapanga na Usopi.
310419007c	Ndava yeniyo, mleka udese. Kila mmonga yikumgana kumjovela muyaki uchakaka, ndava tete tavoha ndi pandu pa higa ya Kilisitu.
31041a005e	Myomayi nambu mkoto kumbudila Chapanga, lilanga likoto kutipama kuni mwakona muna ligoga linu.
31041b0022	Wala mkotoka kumpela Setani fwasi.
31041c008f	Mhiji akotoka kuyiva kavili, nambu akangamala kuhenga lelivii labwina mu mawoko gaki mwene, muni apata kuvya na chindu cha kuvagavila vevigana.
31041d0092	Mkoto kujova malovi gahakau mu milomo yinu, nambu malovi gabwina ganautangatila gegijenga muni gemwijova gavavatangatila kuvajenga vevakuvayuwana.
31041e007e	Na mkoto kumvinisa mtima Mpungu Msopi wa Chapanga, ndi kwa mwene mwayandikwi ulangisu nyenye ndi vaki hati ligono la ugombola.
31041f0064	Mvinisu woha wa kutovana na ligoga na maligu gakoto kuvya kwinu pamonga na kuyoma kwa namuna yoyoha.
310420008a	Pahali paki mvya na mtima wabwina muhengelana lipyana mwavene na mlekekesanayi, ngati Chapanga cheavalekekisi nyenye mu njila ya Kilisitu.
310501003b	Ndava muni nyenye vana vaganwa va Chapanga mumyigisa mwene.
310502008c	Wumi winu utalaliwayi na uganu ngati Kilisitu cheatiganili awusili wumi waki uvya luteta na mawusilu geginungalila na ga kumganisa Chapanga.
3105030073	Ndava nyenye ndi vandu va Chapanga, hinu ukemi na uhakau wowoha wula na unotanu katu vikoto kuluwuliwa pagati yinu.
3105040068	Mkoto kujova malovi ga soni ga uyimu, amala malovi ga kuvevesa gangaganikiwa, nambu mumsengusa Chapanga.
31050500ac	Lenili mulimanya hotohoto kuvya kila mkemi amala mhakau amala mhutulu, mwenuyo iwanangana na mkemi, mwenuyo yati ipata lepi kila chindu Muunkosi wa Kilisitu na wa Chapanga.
3105060096	Mkotoka kumyidakila mundu yeyoha mweavakonga na malovi gaki ga uyimu, ndi ndava mambu gagaga ligoga la Chapanga yati likuvahikila vala vangamyidakila.
3105070027	Hinu, mkoto kuvya pamonga na vandu avo.
3105080088	Kadeni nyenye mwavili mchitita nambu hinu muvi mu lumuli kwa kuwungana na Bambu. Ndava yeniyo hinu mtama ngati vandu vevavili mu lumuli,
310509006c	Muni kutama mu lumuli kumkita mundu akita matendu gabwina na kukita gakumganisa Chapanga na kujova uchakaka.
31050a002c	Mkangamala kumanya gala gegakumganisa Bambu.
31050b0042	Mkotoka kutangatilana na vandu vevikita matendu gahakau mgafiyula.
31050c0033	Mambu gegihengewa mumfiyu ndi soni hati kugaluwula.
31050d003f	Nambu mambu goha gakaletewayi mu lumuli, ndi giloleka hotohoto.
31050e007e	Ndava lumuli ndi weulangisa vindu vyoha hotohoto, yumuka veve mweugonili, uyukayi kwevafwili, na Kilisitu yati akupela umanya.
31050f0057	Hinu mlola bwina chemwitama. Nambu mkotoka kutama ngati vayimu, nambu ngati munaluhala.
3105100035	Muhengela bwina lukumbi ulu, muni magono aga gahakau.
310511004b	Ndava yeniyo mkotoka kuvya vayimu, nambu mlonda kumanya gala geigana Bambu.
310512006a	Mleka kugala divayi ndava yikuvakita mambu gahakau changaholalela givya wuli, nambu mmemeswa Mpungu Msopi.
3105130078	Mjovesana nyenye mwavene nyimbu za kumlumba na nyimbu za kumuyupa Chapanga, mumyimbila na kumulumba Bambu mumitima yinu.
310514004e	Muliina la Bambu witu Yesu Kilisitu, mumsengusa Chapanga Dadi, mukila lijambu.
3105150046	Kila mmonga ajihelesayi kwa muyaki ndava ya utopesa winu kwa Kilisitu.
3105160035	Vadala vavatopesa vagosi vavi ngati mkumtopesa Bambu.
31051700b8	Ndava muni mgosi ndi mutu wa mdala waki. Ngati Kilisitu cheavili mutu wa msambi wa vandu vevakumsadika mwene, namwene Kilisitu akuusangula msambi wa vandu vevakumsadika, ndi higa yaki.
3105180078	Ngati msambi vandu vevakumsadika Kilisitu chevakumyidakila mwene, mewawa vadala vavayidakila vagosi vavi mukila lijambu.
310519008a	Vagosi nyenye, muvaganayi vadala vinu ngati Kilisitu cheavaganili msambi wa vandu vevakumsadika mwene hati ajiwusili wumi waki ndava yavi.
31051a00a4	Ahengili chenichi muni kuwunyambisa msambi wa vandu vevakumsadika Kilisitu ndava ya Chapanga, muni akulinyambisa kwa manji na kwa lilovi ngati kulinyambisa mumanji.
31051b008b	Ndava ajiletela msambi wa vandu vevakumsadika Kilisitu vevavi vamsopi neju, vangali libala, amala lihakau amala chochoha cha namuna yeniyo.
31051c006f	Hinu, vagosi yikuvagana kuvagana vadala vavi ngati higa yavi vene. Yula mweakumgana mdala waki akujigana mwene.
31051d008a	Kawaka mundu mweakuyihakalila higa yaki, nambu pahali paki akuulisa na kuuyunga ngati Kilisitu cheakuuyunga msambi wa vandu vevakumsadika,
31051e001a	ndava tapandu pahiga yaki.
31051f0092	Ngati Mayandiku Gamsopi chegijova, “Mgosi yati akuvaleka dadi na nyina waki, ndi iwungana na mdala waki, vene vavili yati vivya higa yimonga.”
3105200074	Mfiyu wenuwu ndi uvaha weugubukuliwi mu Mayandiku Gamsopi kuvya gakumvala Kilisitu na msambi wa vandu vevakumsadika.
310521007b	Nambu gakuvavala nyenye mewa, kila mgosi yikumgana amgana mdala ngati mwene, mdala namwene yikumgana amtopesa mngwana waki.
310601004b	Vana nyenye muvayidakila dadi na nyina winu ndava nyenye mukumsadika Bambu.
3106020075	Ngati chegijova Mayandiku Gamsopi, “Vatopesa Dadi na nyina waku,” Genaga ndi malagizu ga kutumbula gegalongwiswi.
3106030039	“Muni upata mota na kutama miyaka yamahele pamulima.”
3106040059	Vadadi nyenye, mkoto kuvayomesa vana vinu, nambu muvalela mukuyidakila mawuliwu ga Bambu.
3106050081	Vavanda nyenye, muvayidakila vakulu vinu kwa utopesa na kundendemeka na kwa wa mtima wa bwina ngati kuvya mukumuhengela Kilisitu.
3106060093	Mkita chenicho lepi lukumbi pevakuvalola muni mjiganisa kwavi, nambu muhengayi kwa mtima chila Chapanga cheigana mkitayi ngati vavanda va Kilisitu.
3106070042	Muhengayi kwa mtima woha, ngati mukumhengela Bambu ndi lepi vandu.
310608008d	Mkumbukayi mundu yeyoha mweihenga gabwina, avyai mvanda amala mwealekekiswi, yati ipokela njombi yaki kuhuma kwa Bambu kwa lihengu leakitili.
31060900aa	Nyenye mwemwihengewa, muvahengela mewawa vavanda vinu na mleka kuvayogofya. Kuni mwimanya kuvya nyenye na vene muvi na Bambu mmonga ndu kunani kwa Chapanga, ibagula lepi.
31060a005d	Pamwishu, neju ya ago mkangamala mukuwungana na Bambu kwa utangatila wa makakala gaki gakulu.
31060b0068	Muwala vindu vyoha vya ngondo zeavapeli Chapanga muni muhotola kuzihotola mumpangu wa Setani ndava yinu.
31060c00c9	Muni ngondo yitu lepi pagati ya vandu, nambu ngondo ndava msambi wa manjolinjoli uhakau wa mulima wa chimpungu, titovana na vachilongosi na vakulu na vevana makakala vevitalalila mulima uwu wa chitita.
31060d00e3	Ndava yeniyo, muwala vindu vya ngondo vya Chapanga muni ligono lenilo palibwela muhotola kuyima chakukangamala ndava mhakau nakuhotola kuyima chakukangamala kumpinga mhakau na peyimalika ngondo musigalila kuyima chakukangamala.
31060e0086	Hinu mujitendelekela. Mjikunga uchakaka ngati mkungi muchiwunu mwinu, na kumganisa Chapanga ngati nyula wa lyuma kujilindalila nganga,
31060f0062	na mumagendelu ginu mujitendelekela ngati kuwala vilatu kuhamba kukokosa Lilovi la Bwina la uteke.
310610008e	Chiyonjokesu ya ago, mutola chingwamba cha sadika, yeniyo ndi yeyikuvahotosa muni Muhotola kujimisa chingwamba yikali geakugakita yula mhakau.
3106110070	Kangi mpokela usangula ngati kofia ya lyuma ya kujilindindalila mutu na upanga wa Mpungu ndi lilovi la Chapanga.
31061200b2	Mukumuyupa Chapanga lukumbi lwoha, mumuyupa utangatila wa Chapanga. Muyupayi lukumbi changali kutotokela kwa makakala ga Mpungu Msopi. Ndava ya kuvayupila vandu voha va Chapanga.
310613008a	Mewawa muniyupila na nene, muni Chapanga anitangatila malovi ga kujova. Muni nihotola kuvamanyisa vandu hotohoto mfiyu wa Lilovi la Bwina.
31061400a8	Nene ndi mjumbi wa Kilisitu ndava Lilovi la Bwina pamonga hinu nivii muchifungu. Muyupayi hinu muni nihotola kuvya mkekesi kukokosa Lilovi la Bwina ngati cheyiganikiwa.
3106150091	Hinu na nyenye muhotola kumanya chenivili, na Tukiko mlongo witu mganu muhengaji na msadikika mukuwungana na Bambu, yati akuvamanyisa mambu goha,
3106160043	mwenikumtuma kwinu avajovela malovi gitu muni mukangamaliswa mtima.
3106170070	Nikuvayupila nyenye valongo uteke na uganu na sadika kuhuma kwa Chapanga Dadi na kuhuma kwa Bambu Yesu Kilisitu.
310618006e	Ubwina wa Chapanga uvya na voha vevakumgana Bambu Yesu Kilisitu muhali yangahalabika kwa uganu wangali mwishu.
3200000008	Vafilipi
32010100e0	Nene Pauli na Timoti vatumisi va Yesu Kilisitu. Tikuvayandikila nyenye vandu va Chapanga mwemuvi ku Filipi mwemuwungini na Kilisitu Yesu, pamonga na vachilongosi na vatangatila va msambi wa vandu vevakumsadika Kilisitu Yesu.
3201020064	Tikuvaganila uteke na ubwina kuhuma kwa Chapanga kwa Chapanga Dadi witu na Bambu witu Yesu Kilisitu.
3201030034	Lukumbi lwoha nikumsengusa Chapanga penikuvakumbuka.
320104004e	Lukumbi lwoha penikuvayupila mwavoha kwa Chapanga ndi nikuvayupila kwa luheku,
3201050068	ndava ya kuwungana na nene mulihengu la kuvakokosela vandu Lilovi la Bwina kuhumila kutumbula hati lelu.
320106009e	Hinu nimanya chakaka kuvya Chapanga mweatumbwili lihengu lenili labwina mumitima yinu, yati ayiyendeleza mbaka mu ligono lila la kubwela kavili Yesu Kilisitu.
32010700fa	Ndi chabwina nene kuvaholalela nyenye ndava nyenye muvi mugati ya mutima wangu. Ndava muni mwavoha nyenye muhanganila na nene muubwina weatipeli Chapanga mukukokosa na kulikengelela Lilovi la Bwina, hinu penivili mchifungu na kutumbula penalekekiswi.
3201080078	Chapanga amanyili kuvya nijova chakaka pala penijova muuganu kwa mtima wangu woha, kwa uganu wewihuma kwa Kilisitu Yesu.
3201090064	Nikumuyupa Chapanga uganu winu uyonjokesa neju na neju pamonga na kuumanya uchakaka na luhala lwoha,
32010a0082	muhotola kuhagula lijambu lelivi labwina neju. Penapo ndi yati mwivya vabwina changali uhakau wowoha pa ligono la kuwuya Kilisitu.
32010b009e	Wumi winu yati wimemeswa mambu gala geakugagana Chapanga mujila ya Kilisitu Yesu ndu ndava ya ukulu wa Chapanga na muni vandu vamtopesa na kumulumba Chapanga.
32010c0066	Valongo vangu, nigana mmanya kuvya mambu goha geganikolili gatangatili neju kudandasa Lilovi la Bwina.
32010d008d	Ndava ya genago valonda voha va nyumba ya nkosi pamonga na vangi voha penapa vimanya kuvya nivii muchifungu ndava nene nikumhengela Kilisitu.
32010e00ae	Ndava ya kukungiwa muchifungu ndi kuvakitili valongo vamahele vahotola kuyima cha kusindimala kwa sadika kwa Bambu, hati vahotola kukokosa ujumbi wa Chapanga changali wogohi.
32010f00ab	Chakaka vandu vangi vakumkokosa Kilisitu ndava vana wihu na luhonda, nambu vangi vakokosa Lilovi la Bwina la Yesu Kilisitu kwa mtima wabwina na kugana kuvatangatila vandu.
3201100080	Vandu ava vihenga naha kwa mtima wa uganu muni vamanyili kuvya Chapanga anipeli lihengu lenili la kuyikengelela Lilovi la Bwina.
32011100a5	Nambu vangi vala vakulikokosa Lilovi la Kilisitu kwa mhutanu nambu lepi kwa mtima wa bwina. Viholalela mukukita genago vakuniyonjokesela mang'ahiso gangu muchifungu.
320112009e	Hinu chindu lepi! Nene niheka ngati vandu vakumkokosa Kilisitu kwa kila njila, yivya kwa mtima wabwina amala kwa mtima uhakau, kavili yati niyendelela kuheka.
3201130088	Ndi nimanyili kuvya chamukuniyupila na mu njila ya utangatila wa Mpungu wa Yesu Kilisitu, goha geganikolili nene yati nihuma muchifungu.
32011400f5	Nihuvalila kwa mnogo uvaha na kuhuvalila ndi kuvya katu yati nikola lepi soni kwa kuleka kuhenga gegiganikiwa ndava ya Yesu Kilisitu. Ngati chanahengili kadeni. Na hinu nisadika wumi wangu yati ukumpela utopesa Kilisitu nivya mumi amala nifwili.
3201150058	Kwa nene kuvya mumi ndi kumuhengela Kilisitu hati kufwa ndi chindu chabwina neju kwangu.
3201160074	Nambu ngati mukutama yati nihotola kuhenga lihengu la kuvatangatila vandu vangi. Hinu nimanyili lepi? Nihagula loki!
320117008b	Nihutwa kuni na kuni mambu aga gavili. Ninogela kuuleka mulima uwu muni nihambayi kutama pamonga na Kilisitu, lijambu lelivii labwina neju,
320118003a	nambu chabwina neju kwinu nyenye ngati niyendalili kutama.
3201190087	Namwene nimanyili chakaka kuvya yati niyendelela kutama na nyenye voha muni muvatangatila muusadika na muvya na luheku musadika yeniyo,
32011a0078	Hinu penivya na nyenye kavili, yati mwivya na chindu cha kumekela neju ndava yangu muwumi wa kuwungana na Kilisitu Yesu.
32011b0138	Hinu, lijambu leliganikiwa ndi kuvya matendu ginu gavyai ngati cheligana Lilovi la Bwina la Kilisitu muni ngati nihotwili kuwuya kwinu amala nakuhotola, muni nipata kuyuwana kuvya musindimili kuyima muvi mtima umonga na mtovana ngondo kwa mtima umonga. Ndava ya kuyikengelela sadika yeyiletwa na Lilovi la Bwina.
32011c00bf	Mkotoka kuvayogopa vamakoko vinu, nambu mvya vakekesi magono goha, na yeniyo yikuvalangisa kuvya vene yati vihoto lepi, nambu nyenye mukuvahotola muni Chapanga mwene ndi mweakuvapela uhotola.
32011d0072	Muni nyenye mudinduliwi mlyangu wa kumhengela Kilisitu lepi kumsadika ndu, nambu mewa mukung'aiswa ndava ya mwene.
32011e009a	Hinu mwihotola kuvya pamonga na nene mukutovana ngondo. Ngondo yeniyi ndi yila yemwalolili yanatovana kadeni pala nakona nitovana hinu ngati chemwiyuwana.
32020100a5	Wu, wumi winu mu Kilisitu gakuvapela makakala? Wu, uganu waki ukuvapolesa mitima? Wu, muvi na umonga na Mpungu Msopi na kuhengelana lipyana na kutangatilana mwavene?
320202007d	Kangi mumemesa luheku lwangu ndava nivii na liholo limonga na uganu umonga na mtima umonga na chila chenikuchilonda chimonga.
320203008a	Mkoto kuhenga lijambu loloha kwa mhutanu amala kumeka, nambu kwa ungolongondi mwavene kila mundu amlola muyaki kuvya wabwina kuliku mwene.
3202040066	Kila mmonga akotoka kulonda mambu gegakumhekesa mwene ndu nambu alonda mambu gakuvaganisa vandu vangi.
320205004c	Ndi mumitima yinu mvyai na mtima wuwowo yilayila yeavili nayu Kilisitu Yesu.
320206006b	Pamonga mwene avili cheavili Chapanga nambu aloli lepi kuvya cheavili Chapanga ndi lijambu la kukamulilana.
3202070077	Nambu mukugana kwaki mwene agalekili goha genago, akajikita ngati mtumisi na avelekiwi na kuvya mundu ngati vandu voha,
320208003d	Ajingologwisi na kuyidakila mbaka kufwa hata kufwa pamsalaba.
320209005f	Ndava yeniyo Chapanga amkwihili neju mbaka kunani neju, ampeli liina likulu kuliku mahina goha,
32020a006c	muni muutopesa wa liina la Yesu, viumbi vyoha kunani na pamulima na pahi ya mulima, vifugama palongolo yaki,
32020b0057	na kila mundu ajova hotohoto kuvya Yesu Kilisitu ndi ukulu, kwa ukulu wa Chapanga Dadi.
32020c00d8	Vankozi vangu, panakavili na nyenye mwaniyidakili magono goha, na hinu penivii kutali na nyenye muyendelela kuhenga matendu ago. Gegilandana na usangula winu kwa kuvagaya na kuyogopa mbaka usangula winu pewikamilika.
32020d006e	Muni Chapanga ndi mweihenga lihengu mugati yinu, na kuvapela mnogo wa kugana kugakita mambu geakugagana mwene.
32020e0038	Muhenga kila chindu changali kung'ung'uta amala mhutanu,
32020f00c0	muni muvya vana va chakaka va Chapanga changabuda, mwemtama pamulima uwu uhakau na vandu vevakumbudila Chapanga. Mwiganikiwa kung'asima pagati yavi ngati cheying'asima ndondo kunani kulihundi,
32021000c3	kuni mukamulila malovi gegileta wumi. Muni nivya na chindu cha kumekela mu ligono lila la kuwuya Kilisitu ndava yati yilolekana hotohoto kuvya makakala gangu na lihengu langu vyayagili lepi waka.
32021100b3	Sadika yinu kwa Bambu na lihengu linu ndi ngati luteta lweluwusiwa kwa Bambu. Na ngasi yangu yiyitiwayi na luteta lwenulo, genago gakahumila yati niheka pamonga na mwavoha nyenye.
320212004f	Mewawa nyenye mvya na luheku, yikuvagana kuheka pamonga na nene muluheku lwinu.
3202130071	Hinu Bambu Yesu nihuvalila kumtuma Timoti kwinu, muni anikangamalisa mtima peniyuwana malovi gavi chemwiyendelela
3202140053	Nivii lepi na mundu yungi ngati Timoti mweakuvahololela kwa mtima woha ngati mwene.
3202150042	Vangi vilola mambu gavi vene kuliku kulola mambu ga Yesu Kilisitu.
320216009b	Mwavene mumanyili kuvya Timoti cheajilangisi kuvya ihotola, mwene na nene, ndi ngati mwana na dadi tihengili lihengu pamonga nayu kukokosa Lilovi la Bwina.
3202170053	Hinu nihuvalila kumtuma kwinu bahapo penimanya gala gegakunikolela kuni kuchifungu.
320218003b	Nene namwene nimhuvalila Bambu kubwela kwinu magono gagaga.
32021900a9	Niwene chabwina kumtuma kwinu mlongo wangu Epafloditi, muhenga lihengu muyangu na linjolinjoli muyangu. Mwenuyo ndi mjumbi winu mwemwamtumili anitangatila gala genigana.
32021a0069	Ana mnogo uvaha wa kuvalola mwavoha nyenye, na aviniswi mtima neju ndava nyenye muyuwini kuvya avi mtamu.
32021b0084	Ena, alwalili hati papipi na kufwa. Nambu Chapanga amhengili lipyana, lepi mwene, nambu mewa na nene muni nikotoka kuvya na mvinisu.
32021c0064	Hinu nigana neju kumtuma kwinu, muni pamukumlola mpata kuheka kavili, na ungolongondi wangu uniwuka.
32021d0073	Ndi mumpokela kwa luheku ndava mwenuyo ndi mlongo muliina la Bambu. Yikuvagana kuvatopesa vandu vevavi ngati mwene,
32021e00a4	ndava mwene avi hati papipi na kufwa ndava ya lihengu la Kilisitu, na kuyoka wumi waki muni ahotola kunitangatila nene mtangatilu wula mwangahotola kunipela nyenye.
3203010098	Pamonga na ago valongo vangu muhekelela mu kuwungana na Bambu. Nilonda lepi kuvayandikila gala genivayandikili. Ndava gakuvakitila ulonda musadika yinu.
320302009b	Mujiyangalila na avo vevikita gahakau, genago mabwa, vandu vevijova kwa makala yiganikiwa kujidumula jandu, vevijova kusanguliwa yiganikiwa kudumula jandu.
32030300cf	Vandu vevadumwili jandu muuchakaka ndi tete, lepi vene, muni tete tikumgundamila Chapanga mukulongoswa na Mpungu Msopi, na kujimekela mukuwungana na Kilisitu Yesu. Tigahuvalila lepi mambu gegihengeka muhiga.
32030400aa	Nene namwene nganihotwili kugahuvalila mambu gegihengeka muhiga. Ngati avi mundu mweihololela ihotola kugahuvalila mambu gegihengeka muhiga, ihotola lepi kunihotola nene,
32030500d1	Nadumwili jandu ligono la nane kuhuma kuvelekewa kwangu, nene namkolonjinji wa mulima wa Isilaeli likabila la Benjamini, kangi na mundu wa ku Ebulania wa chakaka. Ndava ya kulanda malagizu nene navi Mfalisayu,
32030600ab	nakangamili neju kuvang'ahisa msambi wa vandu vevakumsadika Kilisitu. Kangi mukuhenga gegaganikiwi na Chapanga gegiletwa kwa kuyidakila malagizu nene navili lepi na mwana.
320307005c	Nambu ndava ya Kilisitu gala goha genagawene kadeni gabwina, hinu nikugawona gangali njombi.
32030800f5	Nambu, lepi genago gene, nambu niwona kila chindu chabwina lepi ndava ya lijambu labwina neju, la kummanya Kilisitu Yesu ndi Bambu wangu. Ndava yaki niyidakili kutagila kutali kila chindu, genago goha nigawene kuvya mahi muni nimpatayi Kilisitu,
32030900ef	na kuwungana nayu hotohoto. Nene mbwitu kavili uganu kuhenga gegiganikiwa na Chapanga kwa kuyidakila malagizu. Hinu nihenga gala gegiyidakiliwa na Chapanga kwa kumsadika Kilisitu, kulolekana mbwina palongolo ya Chapanga mu njila ya sadika.
32030a009c	Chenigana ndi kummanya Kilisitu na kugawona makakala ga uyukisa waki, kuvya pamonga nayu mu mang'ahiso gaki na kufwa ndava yaki ngati cheafwili ndava yangu,
32030b0048	mukuhuvalila kuvya na nene mewa Chapanga yati akuniyukisa na kuvya muni.
32030c0098	Nijova lepi nihikili amala nipungukiwi lepi chindu niyendelela kukangamala muni nihotola kupata njombi. Ndava yeniyi Kilisitu Yesu anipatili nivya waki.
32030d00a5	Chakaka, valongo vangu, nikangamala kuvya nipewili njombi, nambu lijambu limonga lenihenga, nikugakosiwa gala gegapitili na kukangamala kugakamula ga palongolo gala.
32030e008a	Hinu nikangamala kuhamba kula kweniganikiwa kuhamba, muni nipewa njombi. Ndi magono goha gangali mwishu mkemelu mu njila ya Kilisitu Yesu.
32030f00ac	Tavoha tete vetikangili mukumsadika Yesu Kilisitu yikutigana tivya na maholo genago. Nambu ngati vangi viholalela chingi, hinu Chapanga yati akuvagubukulila lijambu lenilo.
3203100046	Nambu, tiyendelela kulongolo mu njila yiyoyo yetiyilandili mbaka hinu.
320311007a	Valongo vangu, muhenga ngati chenihenga nene. Tivalangisi kukita gegiganikiwa, na ndi muvayuwanila vala vevakutiyiga tete.
320312008b	Nimali kuvajovela lijambu lenili pamahele, na hinu niwuyila kavili kwa maholi, vandu vamahele vitama ngati vamakoko va msalaba wa Kilisitu.
32031300a5	Ndi mwishu wavi kuyongomela, muni vigana kuyihekesa higa yavi vene ndi chimlungu wavi. Kavili vimekela ndava ya mambu gavi ga soni. Viholalela nga mambu ga pamulima.
32031400a1	Nambu tete tavakolonjinji va kunani kwa Chapanga, na kuhuma kwenuko tilindila kwa mnogo Msangula witu abwela kuhuma kunani kwa Chapanga, ndi Bambu Yesu Kilisitu.
3203150099	Mwene yati akuying'anamusa higa zitu zeziwola ziwanangana na higa yaki yevii yikulu neju, kwa makakala gala geihotola kuvika kila chindu muulongosi waki.
32040100a0	Ndava yeniyo valongo vangu vaganwa, ninogela neju kuvalola. Nyenye ndi luheku lwangu na njingwa ndi mkangamala kuyima mukuwungana na Bambu nyenye vaganwa vangu.
3204020057	Nikuvayupa neju veve Eodio na veve Suntike, mutama mukuyelewana ngati valongo mu Bambu.
32040300cc	Mlongo wangu msadikika, nikuyupa uvatangatila vadala ava, ndava vahengili lihengu la kukokosa Lilovi la Bwina pamonga nene na Kilementi vahenga lihengu vayangu mahina gavi gayandikwi muchitabu cha kulama.
3204040046	Hinu muheka magono goha, mukuwungana na Bambu! Niwuyila kujova muheka!
3204050046	Ungolongondi winu umanyikanayi pavandu voha. Bambu avi papipi kubwela.
3204060081	Mkotoka kung'ahika ndava ya lijambu loloha, nambu mukila chindu muyupa kwa Chapanga kwa gala gemwigana na kumsengusa magono goha.
3204070084	Ndi uteke wewihuma kwa Chapanga, weupita luhala lwoha lwa vandu yati uyunga bwina mitima na luhala lwinu mukuwunga na Kilisitu Yesu.
32040800aa	Pamonga na ago, valongo vangu mukamula mambu gabwina na gegiganikiwa kulumbiwa, mambu ga chakaka mambu gabwina, mambu gegakumganisa Chapanga, mambu gabwina na gegitopesa.
320409009c	Muhenga mambu gemuwuliwi kuhuma kwangu, mambu gemuyuwini nikugajova na kulola nikugahenga. Na Chapanga mweakuvapela vandu uteke yati ivya pamonga na nyenye.
32040a00a0	Nihekili neju mukuwungana na Bambu ndava munikumbwiki kavili kujova chakaka mukunikumbuka magono goha nambu mwadindiwi lepi mlyangu wa kulangisa lijambu lenilo.
32040b0053	Nijova lepi hinu ndava nigana chindu, muni nijiwulili kukola vindu vyenivili navyu.
32040c00a6	Nimanyi kuvya vindu vyamahele na nimanyili kuvya na vindu videbe. Nijiwuli mambu goha kuyukuta amala kuvya na njala kuvya na vindu vyamahele amala kubela kuvya navyo.
32040d0047	Nihotola kuhenga mambu goha mu njila ya Kilisitu mweakunipela makakala.
32040e0043	Nambu, mukitili chabwina kuvya pamonga na nene mu mang'ahiso gangu.
32040f0107	Nyenye Vafilipi mwavene mmanyili kutumbula kukokosa Lilovi la Bwina, penawuka Makedonia, nga vene nyenye ndi msambi wa vandu vevakumsadika Kilisitu mwemwanitangatili, mewawa nga mwavene ndi mwemwavili pamonga na nene mukupokela vindu na kuvatangatila vandu vangi.
