0100000006	Mwanzo
2910080090	Hivyo wakatoka, wakakimbia kutoka mle kaburini wakiwa na hofu kuu na mshangao. Nao hawakumwambia mtu yeyote neno lolote, kwa sababu waliogopa. [
29100900d2	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Isa alipofufuka alfajiri na mapema siku ya kwanza ya juma alimtokea kwanza Mariamu Magdalene, aliyekuwa amemtoa pepo wachafu saba.
29100a0064	Mariamu akaenda, naye akawaambia wale waliokuwa wamefuatana na Isa, waliokuwa wanaomboleza na kulia.
29100b0056	Lakini waliposikia kwamba Isa yu hai na kwamba Mariamu alikuwa amemwona, hawakusadiki.
29100c0072	Baadaye Isa akawatokea wawili miongoni mwa wanafunzi wake walipokuwa wakienda shambani akiwa katika sura nyingine.
29100d0040	Nao wakarudi na kuwaambia wenzao. Lakini hawakuwasadiki wao pia.
29100e00ba	Baadaye Isa akawatokea wale wanafunzi kumi na mmoja walipokuwa wakila chakula. Akawakemea kwa kutoamini kwao na kwa ugumu wa mioyo yao kwa kutosadiki wale waliomwona baada yake kufufuka.
29100f004b	Akawaambia, “Nendeni ulimwenguni kote, mkaihubiri Injili kwa kila kiumbe.
291010004c	Yeyote aaminiye na kubatizwa ataokoka. Lakini yeyote asiyeamini atahukumiwa.
2910110069	Nazo ishara hizi zitafuatana na wanaoamini: Kwa Jina langu watatoa pepo wachafu; watasema kwa lugha mpya;
2910120093	watashika nyoka kwa mikono yao; na hata wakinywa kitu chochote cha kuua, hakitawadhuru kamwe; wataweka mikono yao juu ya wagonjwa, nao watapona.”
291013005b	Baada ya Bwana Isa kusema nao, alichukuliwa juu mbinguni na kuketi mkono wa kuume wa Mungu.
291014009a	Kisha wanafunzi wake wakatoka, wakahubiri kila mahali, naye Bwana Isa akatenda kazi pamoja nao na kulithibitisha neno lake kwa ishara zilizofuatana nalo.]
2a00000004	Luka
2a01010055	Kwa kuwa watu wengi wamekaa ili kuandika habari za mambo yaliyotimizwa katikati yetu,
2a0102006f	kama vile yalivyokabidhiwa kwetu na wale waliokuwa mashahidi walioyaona na watumishi wa lile neno tokea mwanzo,
2a01030086	mimi nami baada ya kuchunguza kila kitu kwa uangalifu kuanzia mwanzo, niliamua kukuandikia habari za mambo hayo, ewe mtukufu Theofilo,
2a01040032	ili upate kujua ukweli kuhusu yale uliyofundishwa.
2a010500ac	Wakati wa utawala wa Herode mfalme wa Yudea, palikuwa na kuhani mmoja jina lake Zakaria, aliyekuwa wa ukoo wa kikuhani wa Abiya. Elizabeti mkewe alikuwa pia mzao wa Haruni.
2a0106008a	Zakaria na Elizabeti mkewe wote walikuwa watu wanyofu mbele za Mungu, wakizishika amri zote za Mwenyezi Mungu na maagizo yote bila lawama.
2a01070066	Lakini walikuwa hawana watoto, kwa sababu Elizabeti alikuwa tasa; nao wote wawili walikuwa wazee sana.
2a01080067	Siku moja ilipokuwa zamu ya kikundi cha Zakaria, yeye akifanya kazi ya ukuhani Hekaluni mbele za Mungu,
2a0109006e	alichaguliwa kwa kura kwa kufuata desturi za ukuhani, kuingia Hekaluni mwa Mwenyezi Mungu ili kufukiza uvumba.
2a010a006e	Nao wakati wa kufukiza uvumba ulipowadia, wale wote waliokuwa wamekusanyika ili kuabudu walikuwa nje wakiomba.
2a010b0075	Ndipo malaika wa Mwenyezi Mungu, akiwa amesimama upande wa kuume wa madhabahu ya kufukizia uvumba, akamtokea Zakaria.
2a010c0043	Zakaria alipomwona huyo malaika, akafadhaika sana, akajawa na hofu.
2a010d009a	Lakini malaika akamwambia, “Usiogope, Zakaria, kwa maana Mungu amesikia maombi yako. Mkeo Elizabeti atakuzalia mtoto wa kiume, nawe utamwita jina Yahya.
2a010e0060	Yeye atakuwa furaha na shangwe kwako, nao watu wengi watashangilia kwa sababu ya kuzaliwa kwake.
2a010f00ac	Kwa kuwa atakuwa mkuu mbele za Mwenyezi Mungu, kamwe hataonja mvinyo wala kinywaji chochote cha kulevya, naye atajazwa Roho Mtakatifu wa Mungu hata kabla ya kuzaliwa kwake.
2a01100048	Naye atawageuza wengi wa Waisraeli warudi kwa Mwenyezi Mungu, Mungu wao.
2a011100f0	Naye atatangulia mbele za Mwenyezi Mungu katika roho na nguvu ya Ilya, ili kuigeuza mioyo ya baba kuwaelekea watoto wao, na wasiotii warejee katika hekima ya wenye haki, ili kuwaweka tayari watu walioandaliwa kwa ajili ya Mwenyezi Mungu.”
2a0112006b	Zakaria akamuuliza malaika, “Jambo hilo linawezekanaje? Mimi ni mzee na mke wangu pia ana umri mkubwa.”
2a01130083	Malaika akamjibu, akamwambia, “Mimi ni Jibraili, nisimamaye mbele za Mungu, nami nimetumwa kwako ili nikuambie habari hizi njema.
2a01140085	Basi sasa kwa kuwa hujaamini maneno yangu ambayo yatatimizwa kwa wakati wake, utakuwa bubu hadi siku ile mambo haya yatakapotukia.”
2a0115005d	Wakati huo watu walikuwa wanamngojea Zakaria nje huku wakishangaa kukawia kwake mle Hekaluni.
2a01160091	Alipotoka akawa hawezi kusema nao, wao wakatambua kuwa ameona maono ndani ya Hekalu. Lakini kwa kuwa alikuwa bubu, akawa anawaashiria kwa mikono.
2a01170045	Muda wake wa kuhudumu Hekaluni ulipomalizika, akarudi nyumbani mwake.
2a0118005a	Baada ya muda usio mrefu, Elizabeti mkewe akapata mimba, naye akajitenga kwa miezi mitano.
2a0119007a	Elizabeti akasema, “Hili ndilo Mwenyezi Mungu alilonitendea aliponipa kibali na kuniondolea aibu yangu mbele ya watu.”
2a011a0073	Mwezi wa sita baada ya Elizabeti kupata mimba, Mungu alimtuma malaika Jibraili aende Galilaya katika mji wa Nasiri,
2a011b0085	kwa mwanamwali bikira aliyekuwa ameposwa na mtu mmoja jina lake Yusufu wa nyumba ya Daudi. Jina la huyu mwanamwali bikira ni Mariamu.
2a011c0065	Naye malaika akaja kwake akamwambia: “Salamu, wewe uliyebarikiwa, Mwenyezi Mungu yu pamoja nawe!”
2a011d0059	Mariamu akafadhaishwa sana na maneno haya, akajiuliza moyoni salamu hii ni ya namna gani.
2a011e0049	Ndipo malaika akamwambia, “Usiogope, Mariamu; umepata kibali kwa Mungu.
2a011f004a	Tazama, utachukua mimba, nawe utamzaa mtoto wa kiume na utamwita jina Isa.
2a01200074	Yeye atakuwa mkuu, naye ataitwa Mwana wa Aliye Juu Sana. Mwenyezi Mungu atampa kiti cha utawala cha Daudi baba yake.
2a0121004a	Ataimiliki nyumba ya Yakobo milele, na ufalme wake hautakuwa na mwisho.”
2a01220059	Mariamu akamuuliza huyo malaika, “Maadamu mimi ni bikira, jambo hili litawezekanaje?”
2a012300c2	Malaika akamjibu, “Roho wa Mungu atakujilia juu yako, nazo nguvu zake Yeye Aliye Juu Sana zitakufunika kama kivuli. Kwa hiyo mtoto atakayezaliwa atakuwa mtakatifu, naye ataitwa Mwana wa Mungu.
2a01240071	Tazama, jamaa yako Elizabeti amechukua mimba katika uzee wake, na huu ni mwezi wake wa sita, yeye aliyeitwa tasa.
2a0125002d	Kwa maana kwa Mungu hakuna lisilowezekana.”
2a01260085	Mariamu akasema, “Tazama, mimi ni mtumishi wa Mwenyezi Mungu. Na iwe kwangu kama ulivyosema.” Kisha malaika akaondoka, akamwacha.
2a01270063	Wakati huo Mariamu akajiandaa, akaharakisha kwenda katika mji mmoja kwenye nchi ya vilima ya Yudea.
2a01280035	Akaingia nyumbani mwa Zakaria na kumsalimu Elizabeti.
2a01290078	Naye Elizabeti aliposikia salamu ya Mariamu, mtoto aliyekuwa tumboni mwake akaruka. Elizabeti akajazwa na Roho wa Mungu,
2a012a0070	akapaza sauti kwa nguvu, akasema, “Umebarikiwa wewe miongoni mwa wanawake, naye mtoto utakayemzaa amebarikiwa.
2a012b005a	Lakini ni kwa nini mimi nimepata kibali kiasi hiki, hata mama wa Bwana wangu afike kwangu?
2a012c0058	Mara tu niliposikia sauti ya salamu yako, mtoto aliye tumboni mwangu aliruka kwa furaha.
2a012d0053	Amebarikiwa yeye aliyeamini kwamba lile Mwenyezi Mungu alilomwambia litatimizwa.”
2a012e0041	Naye Mariamu akasema: “Moyo wangu wamwadhimisha Mwenyezi Mungu,
2a012f0030	nayo roho yangu inamfurahia Mungu Mwokozi wangu,
2a01300071	kwa kuwa ameangalia kwa fadhili unyonge wa mtumishi wake. Hakika tangu sasa vizazi vyote vitaniita aliyebarikiwa,
2a0131004e	kwa maana yeye Mwenye Nguvu amenitendea mambo ya ajabu: jina lake ni takatifu.
2a0132003a	Rehema zake hudumu kizazi hadi kizazi, kwa wale wanaomcha.
2a01330063	Kwa kuwa ametenda mambo ya ajabu kwa mkono wake; amewatawanya wale wenye kiburi ndani ya mioyo yao.
2a01340056	Amewashusha watawala toka kwenye viti vyao vya utawala, lakini amewainua wanyenyekevu.
2a01350052	Amewashibisha wenye njaa kwa vitu vizuri, bali matajiri amewafukuza mikono mitupu.
2a01360047	Amemsaidia mtumishi wake Israeli, kwa kukumbuka ahadi yake ya kumrehemu
2a0137003e	Ibrahimu na uzao wake milele, kama alivyowaahidi baba zetu.”
2a0138004e	Mariamu akakaa na Elizabeti karibu miezi mitatu, kisha akarudi nyumbani mwake.
2a01390041	Ulipowadia wakati wa Elizabeti kujifungua, alizaa mtoto wa kiume.
2a013a0070	Majirani zake na jamii zake wakasikia jinsi Mwenyezi Mungu alivyomfanyia rehema kuu, nao wakafurahi pamoja naye.
2a013b0067	Siku ya nane wakaja kumtahiri mtoto, wakataka yule mtoto aitwe Zakaria, ambalo ndilo jina la baba yake.
2a013c004b	Lakini mama yake akakataa na kusema, “Hapana! Jina lake ataitwa Yahya.”
2a013d004d	Wakamwambia, “Hakuna mtu yeyote katika jamaa yako mwenye jina kama hilo.”
2a013e0060	Basi wakamfanyia Zakaria baba yake ishara ili kujua kwamba yeye angependa kumpa mtoto jina gani.
2a013f0062	Akaomba wampe kibao cha kuandikia na kwa mshangao wa kila mtu akaandika: “Jina lake ni Yahya.”
2a0140005d	Papo hapo kinywa chake kikafunguliwa na ulimi wake pia, akaanza kuongea, huku akimsifu Mungu.
2a0141007e	Majirani wote wakajawa na hofu ya Mungu, na katika nchi yote ya vilima ya Yudea watu walikuwa wakinena kuhusu mambo haya yote.
2a01420093	Kila aliyesikia habari hizi alishangaa akauliza, “Je, mtoto huyu atakuwa mtu wa namna gani?” Maana mkono wa Mwenyezi Mungu ulikuwa pamoja naye.
2a01430055	Zakaria, baba yake, akajazwa na Roho Mtakatifu wa Mungu, naye akatoa unabii, akisema:
2a01440052	“Ahimidiwe Bwana, Mungu wa Israeli, kwa kuwa amewajilia watu wake na kuwakomboa.
2a0145004a	Naye ametusimamishia pembe ya wokovu katika nyumba ya Daudi mtumishi wake,
2a01460046	(kama alivyonena kwa vinywa vya manabii wake watakatifu tangu zamani),
2a01470050	kwamba atatuokoa kutoka kwa adui zetu, na kutoka mikononi mwao wote watuchukiao:
2a01480043	ili kuonesha rehema kwa baba zetu na kukumbuka agano lake takatifu,
2a01490026	kiapo alichomwapia baba yetu Ibrahimu:
2a014a004a	kutuokoa kutoka mikononi mwa adui zetu, tupate kumtumikia yeye pasipo hofu
2a014b0034	katika utakatifu na haki mbele zake, siku zetu zote.
2a014c007a	“Nawe mtoto wangu, utaitwa nabii wa Aliye Juu Sana; kwa kuwa utamtangulia Mwenyezi Mungu na kuandaa njia kwa ajili yake,
2a014d0046	kuwajulisha watu wake wokovu utakaopatikana kwa kusamehewa dhambi zao,
2a014e0049	kwa ajili ya wingi wa rehema za Mungu wetu, nuru inayotoka juu itatuzukia
2a014f006d	ili kuwaangazia wale wanaoishi gizani na katika uvuli wa mauti, kuiongoza miguu yetu katika njia ya amani.”
2a01500077	Yule mtoto akakua na kuongezeka nguvu katika roho; akaishi nyikani hadi siku ile alipojionesha hadharani kwa Waisraeli.
2a0201005d	Siku zile Kaisari Augusto alitoa amri kwamba watu wote waandikishwe katika ulimwengu wa Rumi.
2a02020051	(Orodha hii ndiyo ya kwanza iliyofanyika wakati Krenio alikuwa mtawala wa Siria.)
2a0203003a	Kila mtu alienda kuandikishwa katika mji wake alikozaliwa.
2a0204009e	Hivyo Yusufu akapanda kutoka mji wa Nasiri ulioko Galilaya kwenda Yudea, hadi Bethlehemu, mji wa Daudi, kwa sababu yeye alikuwa wa ukoo na wa nyumba ya Daudi.
2a02050056	Alienda huko kujiandikisha pamoja na Mariamu, aliyekuwa amemposa, na alikuwa mjamzito.
2a02060042	Wakiwa Bethlehemu, wakati wa Mariamu wa kujifungua ukawa umetimia,
2a020700a1	naye akamzaa mwanawe, kifungua mimba. Akamfunika nguo za kitoto na kumlaza katika hori la kulia ng’ombe, kwa sababu hapakuwa na nafasi katika nyumba ya wageni.
2a0208006b	Katika eneo lile walikuwako wachungaji waliokuwa wakikaa mashambani, wakilinda makundi yao ya kondoo usiku.
2a02090080	Ghafula tazama, malaika wa Mwenyezi Mungu akawatokea, nao utukufu wa Mwenyezi Mungu ukawang’aria kotekote, wakaingiwa na hofu.
2a020a0075	Lakini malaika akawaambia: “Msiogope. Kwa maana tazama, nawaletea habari njema ya furaha itakayokuwa kwa watu wote.
2a020b0051	Leo katika mji wa Daudi kwa ajili yenu amezaliwa Mwokozi, ndiye Al-Masihi, Bwana.
2a020c0082	Hii ndiyo itakayokuwa ishara kwenu: Mtamkuta mtoto mchanga amefunikwa nguo za kitoto na kulazwa katika hori la kulia ng’ombe.”
2a020d005a	Ghafula pakawa na jeshi kubwa la mbinguni pamoja na huyo malaika wakimsifu Mungu wakisema,
2a020e0051	“Utukufu kwa Mungu juu mbinguni, na duniani iwe amani kwa watu aliowaridhia.”
2a020f00cb	Hao malaika walipokwisha kuondoka na kwenda zao mbinguni, wale wachungaji wakasemezana wao kwa wao, “Twendeni Bethlehemu tukaone mambo haya yaliyotukia, ambayo Mwenyezi Mungu ametuambia habari zake.”
2a02100082	Hivyo wakaenda haraka Bethlehemu, wakawakuta Mariamu na Yusufu na yule mtoto mchanga akiwa amelala katika hori la kulia ng’ombe.
2a02110051	Walipomwona yule mtoto, wakawaeleza yale waliyokuwa wameambiwa kuhusu huyo mtoto.
2a0212005d	Nao wote waliosikia habari hizi wakastaajabia yale waliyoambiwa na wale wachungaji wa kondoo.
2a02130046	Lakini Mariamu akayaweka mambo haya yote moyoni mwake na kuyatafakari.
2a02140075	Wale wachungaji wakarudi, huku wakimtukuza Mungu na kumsifu kwa ajili ya mambo yote waliyokuwa wameambiwa na kuyaona.
2a0215007e	Hata zilipotimia siku nane, uliokuwa wakati wa kumtahiri mtoto, akaitwa Isa, jina alilopewa na malaika kabla hajatungwa mimba.
2a021600a1	Ulipotimia wakati wa utakaso wake Mariamu kwa mujibu wa Torati ya Musa, basi Yusufu na Mariamu walimpeleka mtoto Yerusalemu, ili kumweka wakfu kwa Mwenyezi Mungu
2a02170089	(kama ilivyoandikwa katika Torati ya Mwenyezi Mungu, kwamba, “Kila mtoto wa kiume kifungua mimba atawekwa wakfu kwa Mwenyezi Mungu”),
2a02180080	na pia kutoa dhabihu kulingana na yale yaliyonenwa katika Torati ya Mwenyezi Mungu: “Hua wawili au makinda wawili wa njiwa”.
2a021900b2	Basi huko Yerusalemu kulikuwa mtu mmoja aliyeitwa Simeoni, aliyekuwa mwenye haki na mcha Mungu. Alikuwa akitazamia faraja ya Israeli, na Roho Mtakatifu wa Mungu alikuwa juu yake.
2a021a0053	Roho wa Mungu alikuwa amemfunulia kuwa hatakufa kabla hajamwona Al-Masihi wa Bwana.
2a021b008b	Simeoni, akiwa ameongozwa na Roho wa Mungu, alienda Hekaluni. Wazazi walipomleta mtoto Isa ili kumfanyia kama ilivyokuwa desturi ya Torati,
2a021c0047	ndipo Simeoni akampokea mtoto mikononi mwake na kumsifu Mungu, akisema:
2a021d0056	“Bwana Mungu Mwenyezi, kama ulivyoahidi, sasa mruhusu mtumishi wako aende kwa amani.
2a021e002b	Kwa maana macho yangu yameuona wokovu wako,
2a021f0025	ulioweka tayari machoni pa watu wote,
2a0220005e	nuru kwa ajili ya ufunuo kwa watu wa Mataifa na kwa ajili ya utukufu kwa watu wako Israeli.”
2a0221005d	Naye Yusufu na mama yake mtoto wakastaajabu kwa yale yaliyokuwa yamesemwa kumhusu huyo mtoto.
2a022200bd	Kisha Simeoni akawabariki, akamwambia Mariamu mama yake, “Mtoto huyu amewekwa kwa makusudi ya kuanguka na kuinuka kwa wengi katika Israeli. Atakuwa ishara ambayo watu watanena dhidi yake,
2a02230049	ili mawazo ya mioyo mingi yadhihirike. Nao upanga utauchoma moyo wako.”
2a022400c1	Tena alikuwako Hekaluni nabii mmoja mwanamke, jina lake Ana binti Fanueli, wa kabila la Asheri. Alikuwa mzee sana; naye alikuwa ameolewa na kuishi na mume kwa miaka saba tu, kisha mumewe akafa.
2a022500a4	Hivyo alikuwa mjane na umri wake ulikuwa miaka themanini na nne. Yeye hakuondoka humo Hekaluni usiku wala mchana, bali alikuwa akimwabudu Mungu, akifunga na kuomba.
2a02260098	Wakati huo huo, Ana alikuja akaanza kusifu, akimshukuru Mungu na kusema habari za huyo mtoto kwa watu wote waliokuwa wakitarajia ukombozi wa Yerusalemu.
2a02270089	Yusufu na Mariamu walipokuwa wamekamilisha mambo yote yaliyotakiwa na Torati ya Mwenyezi Mungu, walirudi mjini kwao Nasiri huko Galilaya.
2a02280062	Naye yule mtoto akakua na kuongezeka nguvu, akijawa na hekima, na neema ya Mungu ilikuwa juu yake.
2a02290073	Kila mwaka Yusufu na Mariamu mama yake Isa walikuwa na desturi ya kwenda Yerusalemu kwa ajili ya Sikukuu ya Pasaka.
2a022a006b	Isa alipokuwa na umri wa miaka kumi na mbili, walipanda kwenda kwenye Sikukuu hiyo kama ilivyokuwa desturi.
2a022b0089	Baada ya Sikukuu kumalizika, wakati Yusufu na Mariamu mama yake walipokuwa wakirudi nyumbani, Isa alibaki Yerusalemu lakini hawakutambua.
2a022c0089	Wao wakidhani kuwa yuko miongoni mwa wasafiri, walienda mwendo wa kutwa nzima. Ndipo wakaanza kumtafuta miongoni mwa jamaa na rafiki zao.
2a022d002e	Walipomkosa walirudi Yerusalemu ili kumtafuta.
2a022e007d	Baada ya siku tatu wakamkuta ndani ya Hekalu, akiwa ameketi katikati ya walimu wa Torati, akiwasikiliza na kuwauliza maswali.
2a022f0058	Wote waliomsikia walistaajabishwa na uwezo wake mkubwa wa kuelewa, na majibu aliyoyatoa.
2a023000c3	Yusufu na Mariamu mama yake walipomwona walishangaa. Mama yake akamuuliza, “Mwanangu, mbona umetufanyia hivi? Tazama, mimi na baba yako tumekuwa tukikutafuta kwa wasiwasi mkubwa kila mahali.”
2a02310066	Isa akawaambia, “Kwa nini kunitafuta? Hamkujua kwamba imenipasa kuwa katika nyumba ya Baba yangu?”
2a02320032	Lakini wao hawakuelewa maana ya lile alilowaambia.
2a02330079	Ndipo akashuka pamoja nao hadi Nasiri, naye alikuwa mtiifu kwao. Lakini mama yake akayaweka moyoni mwake mambo haya yote.
2a02340045	Naye Isa akakua katika hekima na kimo, akimpendeza Mungu na wanadamu.
2a030100e5	Katika mwaka wa kumi na tano wa utawala wa Kaisari Tiberio, Pontio Pilato akiwa mtawala wa Yudea, Herode akiwa mfalme wa Galilaya, Filipo ndugu yake akiwa mfalme wa Iturea na nchi ya Trakoniti, na Lisania akiwa mfalme wa Abilene,
2a03020068	nao Anasi na Kayafa wakiwa makuhani wakuu, neno la Mungu likamjia Yahya, mwana wa Zakaria huko jangwani.
2a0303006d	Akaenda katika nchi yote kandokando ya Mto Yordani, akihubiri ubatizo wa toba kwa ajili ya msamaha wa dhambi.
2a03040092	Kama ilivyoandikwa katika kitabu cha nabii Isaya: “Sauti ya mtu aliaye nyikani, ‘Itengenezeni njia ya Mwenyezi Mungu, yanyoosheni mapito yake.
2a03050076	Kila bonde litajazwa, kila mlima na kilima vitashushwa. Njia zilizopinda zitanyooshwa, na zilizoparuza zitasawazishwa.
2a0306002d	Nao watu wote watauona wokovu wa Mungu.’”
2a03070093	Yahya akaambia umati ule wa watu waliokuwa wanakuja ili kubatizwa naye, “Ninyi watoto wa nyoka! Ni nani aliyewaonya kuikimbia ghadhabu inayokuja?
2a030800c7	Basi zaeni matunda yastahiliyo toba. Wala msianze kusema mioyoni mwenu kuwa, ‘Sisi tunaye Ibrahimu, baba yetu.’ Kwa maana nawaambia kuwa Mungu anaweza kumwinulia Ibrahimu watoto kutoka mawe haya.
2a03090080	Hata sasa shoka limeshawekwa tayari kwenye shina la kila mti. Basi kila mti usiozaa matunda mazuri hukatwa na kutupwa motoni.”
2a030a003e	Umati ule wa watu wakamuuliza, “Inatupasa tufanyeje basi?”
2a030b006d	Yahya akawaambia, “Aliye na kanzu mbili amgawie asiye nayo, naye aliye na chakula na afanye vivyo hivyo.”
2a030c005f	Watoza ushuru nao wakaja ili wabatizwe, wakamuuliza, “Mwalimu na sisi inatupasa tufanyeje?”
2a030d003b	Akawaambia, “Msichukue zaidi ya kiwango mlichopangiwa.”
2a030e00a0	Askari nao wakamuuliza, “Je, nasi inatupasa tufanye nini?” Akawaambia, “Msimdhulumu mtu wala msimshtaki mtu kwa uongo, bali mridhike na mishahara yenu.”
2a030f006e	Watu walikuwa na matazamio makubwa. Wakawa wanajiuliza mioyoni mwao iwapo Yahya angeweza kuwa ndiye Al-Masihi.
2a031000c8	Yahya akawajibu akawaambia, “Mimi nawabatiza kwa maji. Lakini atakuja aliye na nguvu kuliko mimi, ambaye sistahili hata kufungua kamba za viatu vyake. Yeye atawabatiza kwa Roho wa Mungu na kwa moto.
2a03110092	Pepeto lake liko mkononi, tayari kusafisha sakafu yake ya kupuria na kuikusanya ngano ghalani, lakini makapi atayateketeza kwa moto usiozimika.”
2a03120050	Basi, kwa maonyo mengine mengi Yahya aliwasihi na kuwahubiria watu Habari Njema.
2a0313007f	Lakini Yahya alipomkemea Mfalme Herode kuhusu uhusiano wake na Herodia, mke wa ndugu yake, na maovu mengine aliyokuwa amefanya,
2a0314004d	Herode aliongezea jambo hili kwa hayo mengine yote: alimfunga Yahya gerezani.
2a0315005e	Baada ya watu wote kubatizwa, Isa naye akabatizwa. Naye alipokuwa akiomba, mbingu zilifunguka.
2a031600a0	Roho Mtakatifu wa Mungu akashuka juu yake kwa umbo kama la hua, nayo sauti kutoka mbinguni ikasema: “Wewe ni Mwanangu mpendwa; nami nimependezwa nawe sana.”
2a03170084	Isa alikuwa na umri wa miaka thelathini alipoanza huduma yake. Alikuwa akidhaniwa kuwa mwana wa Yusufu. Yusufu alikuwa mwana wa Eli,
2a03180094	Eli alikuwa mwana wa Mathati, Mathati alikuwa mwana wa Lawi, Lawi alikuwa mwana wa Melki, Melki alikuwa mwana wa Yana, Yana alikuwa mwana wa Yusufu,
2a0319009c	Yusufu alikuwa mwana wa Matathia, Matathia alikuwa mwana wa Amosi, Amosi alikuwa mwana wa Nahumu, Nahumu alikuwa mwana wa Esli, Esli alikuwa mwana wa Nagai,
2a031a009e	Nagai alikuwa mwana wa Maathi, Maathi alikuwa mwana wa Matathia, Matathia alikuwa mwana wa Semei, Semei alikuwa mwana wa Yoseki, Yoseki alikuwa mwana wa Yoda,
2a031b00a9	Yoda alikuwa mwana wa Yoanani, Yoanani alikuwa mwana wa Resa, Resa alikuwa mwana wa Zerubabeli, Zerubabeli alikuwa mwana wa Shealtieli, Shealtieli alikuwa mwana wa Neri,
2a031c0096	Neri alikuwa mwana wa Melki, Melki alikuwa mwana wa Adi, Adi alikuwa mwana wa Kosamu, Kosamu alikuwa mwana wa Elmadamu, Elmadamu alikuwa mwana wa Eri,
2a031d00a0	Eri alikuwa mwana wa Yoshua, Yoshua alikuwa mwana wa Eliezeri, Eliezeri alikuwa mwana wa Yorimu, Yorimu alikuwa mwana wa Mathati, Mathati alikuwa mwana wa Lawi,
2a031e00be	Lawi alikuwa mwana wa Simeoni, Simeoni alikuwa mwana wa Yuda, Yuda alikuwa mwana wa Yusufu, Yusufu alikuwa mwana wa Yonamu, Yonamu alikuwa mwana wa Eliakimu, Eliakimu alikuwa mwana wa Melea,
2a031f007d	Melea alikuwa mwana wa Mena, Mena alikuwa mwana wa Matatha, Matatha alikuwa mwana wa Nathani, Nathani alikuwa mwana wa Daudi,
2a03200099	Daudi alikuwa mwana wa Yese, Yese alikuwa mwana wa Obedi, Obedi alikuwa mwana wa Boazi, Boazi alikuwa mwana wa Salmoni, Salmoni alikuwa mwana wa Nashoni,
2a032100a2	Nashoni alikuwa mwana wa Aminadabu, Aminadabu alikuwa mwana wa Aramu, Aramu alikuwa mwana wa Esromu, Esromu alikuwa mwana wa Peresi, Peresi alikuwa mwana wa Yuda,
2a0322009b	Yuda alikuwa mwana wa Yakobo, Yakobo alikuwa mwana wa Isaka, Isaka alikuwa mwana wa Ibrahimu, Ibrahimu alikuwa mwana wa Tera, Tera alikuwa mwana wa Nahori,
2a03230099	Nahori alikuwa mwana wa Serugi, Serugi alikuwa mwana wa Ragau, Ragau alikuwa mwana wa Pelegi, Pelegi alikuwa mwana wa Eberi, Eberi alikuwa mwana wa Sala,
2a0324009d	Sala alikuwa mwana wa Kenani, Kenani alikuwa mwana wa Arfaksadi, Arfaksadi alikuwa mwana wa Shemu, Shemu alikuwa mwana wa Nuhu, Nuhu alikuwa mwana wa Lameki,
2a032500ad	Lameki alikuwa mwana wa Methusela, Methusela alikuwa mwana wa Idrisi, Idrisi alikuwa mwana wa Yaredi, Yaredi alikuwa mwana wa Mahalaleli, Mahalaleli alikuwa mwana wa Kenani,
2a0326007a	Kenani alikuwa mwana wa Enoshi, Enoshi alikuwa mwana wa Sethi, Sethi alikuwa mwana wa Adamu, Adamu alikuwa mwana wa Mungu.
2a0401006c	Isa, akiwa amejaa Roho Mtakatifu wa Mungu, akarudi kutoka Yordani. Akaongozwa na Roho wa Mungu hadi nyikani,
2a04020079	ambako alijaribiwa na ibilisi kwa siku arobaini. Kwa siku zote hizo hakula chochote, hivyo baada ya muda huo akaona njaa.
2a04030053	Ibilisi akamwambia, “Ikiwa wewe ni Mwana wa Mungu, amuru jiwe hili liwe mkate.”
2a0404003e	Isa akamjibu, “Imeandikwa: ‘Mtu haishi kwa mkate tu.’”
2a04050059	Ibilisi akampeleka hadi juu ya mlima mrefu akamwonesha milki zote za dunia kwa mara moja.
2a04060094	Akamwambia, “Nitakupa mamlaka juu ya milki hizi na fahari zake zote, kwa maana zimekabidhiwa mkononi mwangu nami ninaweza kumpa yeyote ninayetaka.
2a04070039	Hivyo ukinisujudia na kuniabudu, vyote vitakuwa vyako.”
2a04080066	Isa akamjibu, “Imeandikwa: ‘Mwabudu Mwenyezi Mungu, Mungu wako, na umtumikie yeye peke yake.’”
2a04090099	Kisha ibilisi akampeleka hadi Yerusalemu, akamweka juu ya mnara mrefu wa Hekalu, akamwambia, “Kama wewe ndiwe Mwana wa Mungu, jitupe chini kutoka hapa,
2a040a0051	kwa maana imeandikwa: “‘Atakuagizia malaika wake ili wakulinde kwa uangalifu;
2a040b004c	nao watakuchukua mikononi mwao, usije ukajikwaa mguu wako katika jiwe.’”
2a040c004a	Isa akamjibu, “Imenenwa: ‘Usimjaribu Mwenyezi Mungu, Mungu wako.’”
2a040d004a	Ibilisi alipomaliza kila jaribu, akamwacha Isa hadi wakati mwingine ufaao.
2a040e0089	Kisha Isa akarudi hadi Galilaya, akiwa amejaa nguvu za Roho wa Mungu, nazo habari zake zikaenea katika sehemu zote za nchi za kandokando.
2a040f0041	Akaanza kufundisha kwenye masinagogi yao, na kila mmoja akamsifu.
2a0410007d	Isa akaenda Nasiri, alipolelewa, na siku ya Sabato alienda katika sinagogi kama ilivyokuwa desturi yake. Akasimama ili asome,
2a04110050	naye akapewa kitabu cha nabii Isaya, akakifungua na kukuta mahali palipoandikwa:
