2800000005	Matei
2f0d06003b	Lakini hobale mwanganya mmanyiki twepani ngase twasindwiki.
2f0d0700ab	Tundoba Sapanga mwihenga ubaja wokapi gola, lakini nga ndaba tubonikana ngati bandu bababiya awesiki, ila mpata kuhenga gaamboni, hata ngati twepani tubonikana tusindwiki.
2f0d080067	Ndaba ngatuwesi kuhenga lijambu lokapi lelipengana nu usakaka. Lijambu letuwesa pe kuendesa su usakaka.
2f0d090091	Tutogule ndaba twepani tubii nga na makili, lakini mwanganya mmbii na makili, henu tuloba Sapanga ili mwanganya mmbiya mwamboni kwa kila lijambu.
2f0d0a00b0	Henu nhandiki balua jenze koni mii kutali, ili panihika kwinu niikuba nu unkali kwinu sukutumii uwesu gojumbeki Bambu, helo, ku uwesu ukusenga na nga kubombola kwinu mwanganya.
2f0d0b00b5	Henu, mwaalongu bangu twiibonana. Mmbia mwipongukewa nkamula majambu gangu, mmbia na mawasu gamu, ntamannya nu lukwali. Najombi Sapanga ju upali nu lukwali jibiya pamu na mwanganya.
2f0d0c0023	Nndamukannya kwa nginyuli ju upali.
2f0d0d0029	Bandu boti baka Sapanga atenda kundamuki.
2f0d0e0079	Wamboni waka Bambu witu Yesu Kilisitu nu upali waka Sapanga nu ujongani wa Loho jaka Sapanga, ibiya na mwanganya mwaboti.
3000000008	Agalatia
300101007f	Nepani na Pauli, jomii nuntumi nga sukungema bandu wala kutumwa na mundu, ila jungemiki Sapanga Atati baanhyoiki Yesu Kilisitu,
300102005f	na alongu bangu boti baabii pamu na nepani tundamu mwabandu ba bunhobale Kilisitu buku Galatia.
3001030068	Tunndobee waamboni waka Sapanga nu lukwali kuhuma kwaka Sapanga Atati bitu na kwaka Bambu Yesu Kilisitu.
3001040086	Kilisitu jilipia mweni ndaba ja mahakau gitu kulengana nu upali waka Sapanga witu na Atati, ili jutuoko mundema mbaja gongo wa sajenu.
300105002e	Ulumbi bumpekiya Sapanga yaka petapeta! Amina.
3001060076	Nepani ndenda kusangaa mundeka nyatanyata, hela jojunkema kwa wamboni waka Kilisitu nu kujikagu lijambu la sapi lengi,
3001070096	Lakini ngaselibii Lijambu la Amboni lengi. Usakaka ndi gongo abii bandu babunsanganya, bandu baapala kuhoa usakaka wi Lijambu la Amboni laka Kilisitu.
300108008c	Lakini, hata ngati jumu witu au atumi kuhuma kunani, jandandila Lijambu la Amboni na lengi kuliku etwaalandi twepani, hoju jupata yaambamba!
30010900a3	Ngati etwalongulii kupwaaga, na henu mbwaga kabee, ana mundu jwaalandila bandu Lijambu la Amboni lanamuna jengi, janga kulengana na jemwajopa hojujupata yaambamba.
30010a00ab	Boo, henu mbala kujetakewa na bandu au kujetakewa na Sapanga? Boo, au mbala kwaalengane bando? Ana nakabii nhengahela, nepani nga nakabi ntumisi waka Kilisitu hata kidogu.
30010b0051	Mwalongu bangu, mbala mmanya Lijambu la Amboni lenundandi ngaselibokana na bandu.
30010c0068	Ndaba ngasejijopa kwa bandu wala ngasejamoliki mundu, ila nijipata su kuyekuliwa na Yesu Kilisitu mweni.
30010d00c2	Mwanganya nzoini enabiya mwandi panabii mbwata indela jiki Yaudi jukumpwata Sapanga, enaang'alisa kwamakili ngama bandu ba bunhobali Kilisitu babube baka Sapanga kwa makili nukulenga kwaalabana.
30010e00b5	Nepani naawesa Ayaudi ajangu ba yaka ngati yangu kupwatali indela iki Yaudi kuliku Ayaudi bingi banengana nabu ndaba ndendika kukasana ngamaa ngati mabole gabutupeki aka atati bitu.
30010f007a	Lakini paja pala Sapanga, jojunhagwi nepani tumbuka mulutumbu lwa amabu bango nu kungema kwa waamboni waki ili nutumakiya,
300110007a	janhyekuliya mwana waki kwangu, ili mbata kundandi nkati ja bandu banga Ayaudi. Nepani ngasenapiti kundaluki mundu jokapi.
3001110098	Ahelahe ngasenakwei kujenda ku Yelusalemu kwaabona bababii atumi babanonguli nepani, ila naapiti mala jimu ku Alabia na ndienu nukukelabuka ku Damasiko.
3001120075	Ndienu, eyapeta yaka itatu, ndi panajenda ku Yelusalemu kubonana na Kefa, natami kwaki najombi masoba komi nu nhwano.
3001130050	Lakini ngasenaketangini nuntumi najongi ila pee Yakobu, nndongu waka Bambu Yesu.
3001140038	Haga ganunhandaki, Sapanga jumanyiki, ngasembwaga isole.
3001150032	Mwenikatae napiti ku ndema uku Silia nuku Kilikia.
3001160053	Kipindi sesela, nepani ngasenamanyakini kwa bandu ba bunhobale Kilisitu buku Yudea.
300117008e	Bombi bajoana pena ana: “Mundu jola jojikubika jutenda kutung'alisa pu utumbuli, henu julandi nhobalelu ajelaje jejabiya julenga kujihoa.”
3001180029	Ndienu, bundumbaliya Sapanga ndaba jangu.
3002010069	Eyajomuka yaka komi nu nsesi, najenda kabee ku Yelusalemu pamu na Balunaba, nunzukua Titu pamu na nepani.
3002020104	Najenda hoku ndaba Sapanga jayekuli nepani kujenda kola. Mukikau setwabii kajika jitu naalandila aka kilongosi malobi gi Lijambu la Amboni lenalandila kwa bandu banga Ayaudi. Nahenga hela ndaba lihengu langu lenabiya hengiki, na lenhenga sajenu, liikuba bwaka.
3002030046	Lakini hata nnzangu Titu, jojabii Ngiliki, ngasejapalika kuseku jandu.
30020400aa	Lijambu heli lapitila ndaba alongu bangi biisoli bilijingisi nkati jitu, ili kupelelesa uhulu witu gotubinaku sukujongana na Kilisitu Yesu ili kutuhenga tubiya twaatumwa.
3002050067	Ngase twajetangini nabu hata nunkamu, ili usakaka wa Lijambu la Amboni guigaliya na mwanganya nakanopi.
30020600ee	Lakini kwa bandu haba baabonikana kuba aka kilongosi, ana sakaka babii hela au ngahela, kwangu nga sindu, ndaba Sapanga ngasejutemu sukulingali majambu ga kunza, bandu haba ngasebabii na mawasu gukujonzuke sindu sokapi mu lijambu lenandi.
300207009f	Badala jaki, Sapanga jambekia lihengu lukulandi Lijambu la Amboni kwa bandu banga Ayaudi, ngati Petili ejwabiya buntumiki kulandi Lijambu la Amboni kwa Ayaudi.
300208006f	Ndaba joanhenga Petili kuba ntumi kwa Ayaudi, ndi jojanwesisa nepani kabee kuba nuntumi kwa bandu banga Ayaudi.
300209011e	Ndienu Yakobu na Kefa na Yohana babube babonikana kuba aka kilongosi akolongu, bamanya Sapanga junangi uamboni we hogu. Butukamula twepani maboku, yani Balunaba na nepani, jibiya nginyuli jukujongana. Twepani tupalika tukahenga lihengu kwa bandu banga Ayaudi na bombi ajenda kwa Ayaudi.
30020a0058	Lakini butuloba sindu simu, twaakomboka ahagu. Lijambu lelule nabiya nakakasana kuhenga.
30020b004f	Lakini Kefa ejahika ku Antiokia, nepani nunpenga hotuhotu ndaba jabiya jungosi.
30020c00f4	Puutumbuli, kabula ja bandu bangi babahuma kwaka Yakobu kuhika pala, Petili jwabiya jukula pamu na bandu banga Ayaudi. Lakini bandu be haba pabahika jakotuka kula na bandu banga Ayaudi ndaba jaajogopa bandu bikikundi sekihingamaki kuseku jandu.
30020d0099	Hata aka kilongu bangi Ayaudi bajetangana na Petili mukitendu senze su kulikopake kuba jwaamboni hata Balunaba najombi jatenda kuhuta nukulikopake kwabu.
30020e00e4	Panabona ngaseahenga ngati usakaka wi Lijambu la Amboni egupala numpwagila Kefa palongi jabu boti, “Wehapa gu Nyaudi, gutama ngati bandu banga Ayaudi! Guwesa boo, kulenga kwaalasimisa bandu banga Ayaudi kutama ngati Ayaudi?”
30020f0066	Twepani twabeti ndi twa Ayaudi su kusaliwa, nakabee nga bandu banga Ayaudi babonikana abii na mahakau.
300210013f	Lakini tumanyiki ngamaa mundu ngase kujetakewa na Sapanga sukujetake Malagalaki ila pe kunhobale Yesu Kilisitu. Na twepani kabee tunhobale Yesu Kilisitu ili tupata kujetakewa na Sapanga kwi indela jitu jukunhobale Kilisitu, wala ngasukujetake Malagalaki, ndaba kulihengu la malagalaki nga mundu jojijetakiwa na Sapanga.
300211008f	Lakini ana mu kutaputa kujetakewa na Sapanga sukunhobale Kilisitu, tubonikana tubii na mahakau, boo, Kilisitu ndi mtumika jwa mahakao? Ngahela!
3002120057	Lakini ana kubii nepani nzenga kabee sela semombwili, ndienu nangi nepani ndei kukosee.
3002130091	Ndaba kupete malagalaki, nepani ndei kuwa, weli Malagalaki, ili mbata kutama ndaba jaka Sapanga. Nepani angomiki pamu na Yesu Kilisitu punsalaba,
30021400cb	nahenu ndama, lakini nga nepani kabee, ila Kilisitu jojutama nkati jango. Womi gongo gondama naku sajenu ndama sukuhobale, kunhobale Mwana waka Sapanga jojumbai hata juguboa womi waki ndaba jangu nepani.
3002150099	Ngasembai kugukana uamboni waka Sapanga. Ana mundu juhengwa kuba jwa amboni palongi jaka Sapanga kwii indela ja Malagalaki, ndienu Kilisitu jakuwa bwaka!
3003010090	Mwa agalatia mwanganya mmbii mwang'ang'a! Nyaa jojumbeki libembate? Lijambu lu kubambaliwa kwaka Yesu Kilisitu mwalandiwi hotuhotu palongi jinu.
30030200a8	Mbala kumanya pe sindu simu kuhuma kwinu: Boo, mujijopa Loho jaka Sapanga ndaba jukutimisa gagapalika mu Malagalaki au ndaba jukujijoane nukulihobale Lijambu la Amboni?
3003030095	Boo, mwanganya mwang'ang'a hela? Mwanganya mwatumbulia kuhenga goa kukujangatiwa na Loho, boo, ndaba jaki mpala henu kujomoo kwa makili ginu mwabete?
3003040053	Boo, majambu goti gagumpata mwanganya gabii ga bwaka pena? Sakaka yakabii na sindu!
3003050089	Boo, Sapanga jaapeke Loho waki nukuhenga nginyuli kati jinu ndaba jukujetake Malagalakila, au ndaba nzoini Lijambu la Amboni lenhobalela?
300306007a	Nkombuka lilenganu lilijambu laka Ibulahimu: Ndaba jombi anhobaliya Sapanga, najombi Sapanga anzetakiya kuba jojujetakiwi.
300307003f	Mmnya mwabandu baanhobale Sapanga haba ndi bana baka Ibulahimu.
30030800dc	Maandiku galangi Sapanga jahenga bandu banga Ayaudi kuba bandu baambone kwi indela jukuhobale. Henu Maandiku ga Sapi galonguli kulandi Majambu ga Sapi kwaka Ibulahimu: “Kupete wehapa bandu boti biitenda kupengaleka.”
3003090043	Ndaba, baabii nukuhobale biipengalika pamu na Ibulahimu jojuhobale.
30030a00e6	Lakini boti bahobale pee kuhenga gagapalika na Malagalaki, abii pai ja yaa mbamba. Ndaba Maandiku ga Sapi gapwaaga: “Jokapi jwanga kukamu nu kuhenga gagapalika goti gagaandikwi mu kitabu sa malagalaki, jubii pai ja ya mbamba.”
30030b00a2	Nala malagalaki ngagawesi kunhenga mundu jujetakewa na Sapanga, ndaba Maandiku gaka Sapanga gagapwaaga: “Mundu joanzetake Sapanga jitama sukunhobale Sapanga.”
30030c0091	Lakini Malagalaki ngasegategamela kuhobale, lakini Maandiku ga Sapi gapwaga, “Jokapi jojuhenga mahengu ga malagalaki jwiitama sa Malagalaki.”
30030d00ab	Kilisitu jutukombula kuhuma mu yaa mbamba ya malagalaki sukujuku yambamba hei ndaba jitu, ndaba Maandiku gapwaga: “Jokapi jojubambaliwai munsalaba jupatiki ya mbamba.”
30030e00a7	Jutukombula ili nde mbengale yebumpeki Ibulahimu jaahulukiya bandu banga Ayaudi kwi indela jaka Kilisitu, ili sukuhobale, tunzopa Loho jojuwe Sapanga jatei kutulagila.
30030f00b6	Mwaalongu bangu, numpwagi lilenganu kuhuma mumasoba gitu ga kila lisoba. Nhwasaliya ana bandu abeli naabei lilaganu nukulapani mbamba ngakuba mundu jojuwesa kuboa au kujonzuke sindu.
30031000b8	Ndienu Ibulahimu japatiki lilagi, jombi pamu ni kibeleku saki. Maandiku ngasegapwaga: “Ni kibeleku saki,” yani bingi, ila gapwaaga “Nu mmbelekwa waki,” yani jumu, ndi Kilisitu.
30031100dc	Seembala kupwaaga senze; Sapanga jahenga lilagi laki, nukulilangi, malagalaki gagahika yaka mia nne selasini mwenikatai baada jukumpeke Ibulabimu lilaganu, nga gawesi kulihalabana lilaganu lela, wala kuboa lilaganu lela.
30031200b5	Ndaba ana nhupi jihobale Malagalaki ndienu ngajiwesi kunhobale kabee lilaganu laka Sapanga, lakini Sapanga ampekiya nhupi heji Ibulahimu kwa uamboni nhupi jela ndaba jatei kunndagi.
30031300d2	Henu malagalaki gabii ndaba jakike? Malagalaki abei ndaba jukulangi makosa mbaka pajihika jwi kibeleku saka Ibulahimu jola jojuwe ampeki lilagi. Malagalaki gahika na Atumi buku nani kwaka Sapanga jojujonganesa.
3003140064	Ndienu, jojujonganesa ngasejupalika ana lijambu lee likuba laka mundu jumu, lakini Sapanga ndi jumu.
30031500c5	Boo, malagalaki gapengana ni lilagi laka Sapanga? Hata kasokopi! Ndaba ana kwakapitii malagalaki gaguge gagawesa kwaapeke bandu womi, ndienu tukawesa kujetakewa na Sapanga kwi indela ja Malagalaki.
3003160093	Lakini Maandiku gapwagiki nndema woti gubii pai ju ukolongu wa mahakau, henu baahobale baapekiya lilagi lejapia Sapanga, sukunhobale Yesu Kilisitu.
3003170069	Kabula jukuhika kuhobale, malagalaki gutuhenga tubiya twa apungwa, twakalendila kuhobale hoku kuyekuliwa.
300318007e	Henu Malagalaki gakabii kilongosi kutupeleka kwaka Kilisitu, ili tupata kujetakewa palongi jaka Sapanga kwi indela jukuhobale.
3003190053	Lakini henu ndaba kuhobale kwinu kuhikiki, ngasetupai kabee Malagalaki kutulongosa.
30031a004b	Ndaba mwanganya mwaboti mwabana baka Sapanga su kujongana ni Yesu Kilisitu.
30031b004d	Ndaba mwaboti mbatiswi nukujongana ni Kilisitu, mmbii ngati muhwati Kilisitu.
30031c00a0	Wala nga mundu kabee Nyahudi wala bandu banga Ayaudi, ntumwa na mundu jojulekakiwi kihakau, mwanalomi nu mmbomba. Mwaboti mwabamwa sukujongana ni Kilisitu Yesu.
30031d0058	Ana nanamu mwaka Kilisitu, ndienu mukibeleku saka Ibulahimu mwiijopa ga jundagi Sapanga.
300401008c	Ndienu, mbwaga ana; Jojupalika kujopa hindu ya atati baki, pajabii jakoni nsoku, ngasejubii topauti nu ntumisi ingawa na mali yote ndi jaki.
3004020075	Kipindi sehesi sote julongoswa na bandu babundingali na babunzemale mbaka kipindi sesela sebumbeki atati baki kihika.
3004030071	Ahelahe na twepani, patwabii twakona twabana twaasoku kiloho, twabii twa atumwa ba makili ga loho yeilongo ndema.
3004040084	Lakini kipindi se sela sekipalika pasahika. Sapanga antuma mwanamundu jojasaliwa nu mmbomba, nukutama pai ja malagalaki giki Yahudi,
3004050060	juwesa kwaagombo bandu baalongoswa na Malagalaki ili twepani butuhenga tubiya bana baka Sapanga.
3004060075	Ndaba mwanganya mwa bana bake, Sapanga antumiki Loho wa Mwanawaki mumwoju jinu jojulela, “Aba,” yani “Atati.”
3004070079	Ndienu wehapa nga guntumwa kabee ila mwana, ndaba wehapa wa mwana, ndienu weapa wiijopa goka gajaabeki Sapanga bana baki.
300408006e	Pamwandi ngase mu mmanyiki Sapanga mwakabi mwaatumwa ba hindu yemwikema isapanga lakini nga Sapanga wa sakaka.
30040900b3	Lakini henu ndaba mummanyiki Sapanga, au mmanyikana nakanopi na Sapanga, ndaba jaki mpala kugakelabuki mabole gupuwanzo ganga na makili na gagapungwi gampala mmbiya mwatumwa gake?
30040a004e	Mwakoni mwakahenge lihengu ipindi ya masoba, ipindi ya myei ni ipindi ya yaka!
30040b003d	Mii niki kiholu, pangi lihengu lehengiki kwinu hengiki bwaka.
30040c0076	Mwaalongu bangu, nundoba mmbia ngati nepani, ndaba nepani mii ngati mwanganya. Ngasemwandendi lijambu lokapi li liyaa.
30040d0061	Mwanganya nkomboka ugonzu wangu ndi gogumbeki mbekenyu ju kulandi Lijambu la Amboni panatumbulia.
30040e00be	Hata hela, kipindi sela ngase mwandondwi wala kungana ndaba jukukosa makili kwangu goguwe wabii milengu kwinu. Lakini mwanyopa ngati atumi bu kunani kwaka Sapanga, ngati Kilisitu Yesu mweni.
30040f0086	Mwabii nukutogule kukolongu, boo, henu kipitii kyane? Napa mbamba, kipindi se sela mwakawesa hata kugatupu mihu ginu nu kumeke nepani.
300410003a	Boo, henu ngubiki namundu numbaja ndaba jukumpwagi sakaka?
300411008c	Bandu haba ataputa kumpata mwanganya, lakini mawasu gabu nga gasapi. Apala kummbaganisa mwanga na nepani ili mwanganya mwahangajakiya bombi.
300412009f	Sakaka ndi lijambu la sapi ngamaa kutaputa kwaapata bangi ana kwa mawasu gaamboni, nukukuba hela masoba goti na nga kipindi nepani pamii pamu na mwanganya pee.
300413008f	Mwabana bangu, ngati nyongoo jwini kitumbu ejuhangajika kipindi sukubeleka, nepani nhangajika ndaba jinu mbaka Kilisitu pajibombika nkati jinu.
3004140080	Ndokule nakabiya pamu na mwanganya sajenu, pangi nganapwagiki na mwanganya kwi indela jenze. Kwa ndaba mii ni kiholu ndaba jinu.
300415005e	Mmbwagila, mwanganya mompala kulongoswa na Malagalaki, boo, ngasemmanyiki Malagalaki egapwaga?
300416008a	Ndaba mu Maandiku gaka Sapanga gapwagiki Ibulahimu jwabii na bana abeli. Jumu kwaka mmbomba ntumwa na jwa pili kwaka mmbomba jojulekakiwi.
3004170082	Mwana mmbomba mtumwa jola jasaliwa ngati bandu esaliwa, lakini mmbomba jongi jola jojulekakiwi jasaliwa kwi Lilaganu laka Sapanga.
30041800de	Majambu haga gawesa kumanyikana ngati malenganu. Ndaba aka mbomba abeli bala ndi lilenganu la malaganu mabeli haga. Lilaganu lu utumbuli, ndi lelahengika ku kitombi suku Sinai, lelibeleka bana atumwa. Heli ndi hoju Hagali.
3004190089	Nala Hagali jujemale nndema uku Sinai gogubii ku Alabia, na ndi lilenganu luku Yelusalemu ja sajenu, gogubii gu ntumwa pamu na bana baki.
30041a0043	Lakini ku Yelusalemu jukunani ndi jejilekakiwi, najombi amabu bitu.
30041b00ad	Ndaba ahandiki, “Gutoguliya, wehapa wogubii nga kupapa; Jamaliya wehapa wanga kubeleka mwana. Ndaba bana baka jola babaajewiki ndi bingi, kupeta jola jojubii nu nndomi.”
30041c006c	Henu, mwaalongu bangu, mwanganya ndi mwabana baka Sapanga kulengana na ejalagila Sapanga ngati ejabii Isaka.
30041d0085	Lakini, ngati emwabii masoba gala ga jola jojusaliwi ngati bandu esaliwa, ampeki tabu jojusaliwi kwa Loho, ndienu ekubii masoba gani.
30041e00b3	Lakini Maandiku ga Sapi gapwaga boli, “Mmbenga mmbomba ntumwa pamu na mwanawaki, ndaba mwana uku ntumwa ngajijopi hindu ya atati baki pamu na mwana waka mmbomba jojulekakiwi.”
30041f0063	Henu, akaalongu bangu, twepani nga twabana baka mmbomba ntumwa, ila waka nyongoo jojubi julekakiwi.
300501007d	Kilisitu jutupekiya kulekakewa, japala tuhigaliya tulekakiwi. Ndienu nnzemanya nganganganga wala mwijetake kuba atumwa kabee.
3005020066	Nnzoannya! Nepani Pauli numpwagi mwanganya! Ananzetaki kuseku jandu ndi Kilisitu ngajanzangati sokapi.
3005030055	Pwaga kabee pangwendu: Kila jojujetake kuseku jandu kupalika juhenga Malagalaki goti.
300504008f	Mwanganya montaputa kujetakewa palongi jaka Sapanga sukukamu malagalaki henu mulibei kutali na Kilisitu na mmbii kunza ja wamboni waka Sapanga.
3005050074	Ku upandi witu, twepani tulendale sukuhobale, kwa makili ga Loho ili butuhenga kuba twaamboni kwi indela jukuhobale.
30050600a3	Ndaba kujongana na Yesu Kilisitu, kusekuliwa jandu au kusindwa kusekuliwa jandu nga sindi sa maana, ila lelibii la maana ndi kunhobale kokutenda lihengu suu upali.
3005070037	Mwabiya nhenga sapi! Nya jojunkaana kukamulaki usakaka?
3005080028	Jojuletiki haga nga Sapanga jojunkemike.
3005090022	Amila nzokopi jiumusa uwembi wote.
30050a0087	Maniki sakaka kupete Bambu kwi lijambu limu ngamwing'alambwiki mawasu ginu. Mundu jokapi jojunkonzagana jupalika kutemuliwa na Sapanga.
30050b00db	Lakini mwaalongu bangu, ana nihendale kaalandi bandu apalika kusekuliwa jandu, ndaba jakii Ayaudi ahendaliya kung'alisa nenga? Ngati kwakabii hela, malandi gangu ku lijambu lu nsalaba waka Kilisitu ngagakabii kikobando.
30050c0032	Nambanga bababunkonzagana bakajenda kuliseku beni!
30050d009b	Mwaalongu bangu, bunkema ili mwiikuba mwaatumwa. Lakini lijambu leheli liikuba kikopake sukulongonswa na ndokule ya ndema ila mpalika kujangatana su upali.
30050e0060	Ndaba malagalaki goti gahengeka sukukamu uhilu gongo: “Mpala nnzaku ngati eulipala wamwete.”
30050f005f	Lakini ana mwilumana nu kukulana ngati inyama, mwililenda mwihika kuhohana mwabeni kwa mwabeni!
3005100079	Ndienu, mbwaga ana: Ntama sukulonguswa na Loho jaka Sapanga, nanamu ngamwipwati kabee majambu gupunndema gajipala nhyega.
30051100d7	Ndaba ndokule yupundema jipengana na majambu gajipala loho, na majambu gajipala loho gatenda kupengana na majambu gajipala ndema. Majambu mabeli haga ngasegajetangane, ndaba heji nga nhuwesi kuhenga gampala mwabete.
300512004f	Lakini ananndongoswa na Loho jaka Sapanga, ngasenndongoswa kabee na malagalaki.
300513006d	Ndienu, mahengu gahengwa na nhyega gamanyikana, ugoni na usapu na ndokule jukupala nuku kukusanya mali gingi,
300514006a	kukijinami kimong'umong'u nu uwabi nu ubaya nu ukomanu nu wipu nu kuyoma nu usoju nu kubisana nu kulekana,
30051500ac	kusuki nu ulepi nu ulapi na majambu gangi gagalengana na haga. Numpwaji ngati enabiya numpwagi kabula, bandu baahenga majambu ngati haga, ngabugupati ukolongu waka Sapanga.
3005160076	Lakini majambu gagaletwa na Loho, upali nu kutogule nu lukwali nu kunhinakali na uamboni nu kujangatana nu kuhobaleka,
300517004b	upoli nu kulilongosa wamweti. Nga Malagalaki gagawesa kupenga majambu haga.
3005180050	Bandu baka Kilisitu Yesu bagakomiki mawasu gabu giliya nu kutokule kwabu kuliya.
300519004a	Ndaba tutama sukujangatiwa na Loho, henu tutama sukulongoswa na Loho hoju.
30051a0031	Henu twakipuna, twisokonzana wala kuboniani wipu.
30060100be	Mwaalongu bangu, ana kubii mundu jumu jutei lihakau, ndienu, mwanganya monndongoswa na Loho munndangia mundu hoju jung'anambuka, lakini nhenga hela su upoli mkililingaliya nanamu mwiilengwa.
300602004f	Nzangatana mumang'aliku ginu na hela mwikuba nhengiki Malagalaki gaka Kilisitu.
300603004e	Mundu jokapi anajilibweni jwaamboni na kumbi nga sokapi, hoju jilikonga mwene.
300604006b	Lakini kila mundu julipema lihengu laki mweni, ndi jiiwesa kulilumbali, bila kulinga sejuhenga mundu jongi.
3006050033	Ndaba kila mundu jitemuliwa kwa mahengu gaki mweni.
3006060052	Ndienu jojubolwa lilobi laka Sapanga na ambaguliya mmbola waki gaamboni gaku goti.
3006070045	Mwiikongeka, Sapanga ngasejulongamwa. Sejupandiki mundu ndi sejihusa.
3006080081	Jojupanda mukutokule majambu gunndema, jihusa majambu giliya, jojupanda yiki Loho jihusa kuhuma kwaka Loho womi wa yaka petapeta.
300609005c	Ndienu, twiisoka kuhenga gaamboni, ndaba ana ngasetukelabuki munyuma twihusa kukipindi saki.
30060a0059	Henu ana tubii na mbekenyu twahengila bandu gaamboni na hasa bandu ba bunhobali Kilisitu.
30060b0043	Nndingaliya mohandaki ku handiku nkolongu kwa maboku gangu namwete.
30060c00a0	Bala bapala kubonikana kwa majambu ga nhyega baapala kunndasimisa kuseku jandu, ndaba ngolungu juku henga hela ajepa kung'aliswa ndaba ju nsalaba waka Kilisitu.
30060d0085	Hata bala basekuliwa jandu beni ngaseajetake Malagalakila, lakini apala mwanganya nsekula jandu ili akipunila alama heji nhyeja jinu.
30060e00a4	Lakini nepani nganakipuni sokapi ila pee nsalaba waka Bambu witu Yesu Kilisitu, ndaba kwi indela ju nsalaba nndema gubambaliwi kwangu, nanepani mambaliwi pu nndema.
30060f0076	Kuseku jandu au kusindwa kuseku jandu nga sindu samana, sindu sekipalika ndi kusaliwa mala ja pili kuba kiumbi kinyai.
300610006a	Kwa bandu bapwata indela jenze naalobe lukwali ni ikia ibiya kwabu pamu, kwa Aizilaeli bandu baka Sapanga.
3006110058	Ndienu, mundu jokapi jwinzumbua kabee, ndaba ja mabanga gaminaku muyega jangu yaka Yesu.
3006120052	Mwaalongu bangu, uamboni waka Bambu witu Yesu Kilisitu jibiya na mwanganya. Amina.
3100000006	Aepesu
310101009d	Nepani Pauli, ntumi waka Kilisitu Yesu. Ku upali waka Sapanga nunhandaki mwanganya mwabandu baka Sapanga ku Epesu, monhobaleka mu kujongana ni Kilisitu Yesu.
3101020068	Tunndobee waamboni waka Sapanga nu lukwali kuhuma kwaka Sapanga Atati bitu na kwaka Bambu Yesu Kilisitu.
3101030092	Julumbalika Sapanga wa Atati baka Bambu witu Yesu Kilisitu! Ndaba mu kujongana ni Kilisitu jutupeki mbenge yoti i kiloho kuhuma kundema ji kiloho.
31010400ae	Kabula jukubombwa nndema, Sapanga jutuhagula twepani tubiya twa bandu baki sukujongana ni Kilisitu ili tubiya sapi na bandu banga na makosa palongi jaki. Ndaba ju upali waki,
3101050088	Sapanga japala toka mwandi kutuhagu twepani tubiya ngati twabana baki kwi indela jaka Yesu Kilisitu. Hela ndi ekunndengannya na ejapala.
3101060061	Ndienu, tundumbaliya Sapanga ndaba ja uamboni waki nkolongu gojutupeki kupete Mwana waki joampai!
3101070076	Ndaba kwa mwai waka Kilisitu twepani tukomboliwi yaani mahakau gitu gatei kuboka. Ndi egubii ukolongu wa uamboni waki,
3101080040	gojutupeki ku kipemu kikolongu! Kwa malangu nu umanyi waki woti,
310109006a	Sapanga jahengiki sejapala, jutumanyisi mpangu waki wa sili, go japala kuguhenga kwi indela jaka Kilisitu.
31010a00a0	Mpangu we hogu gwabiya jakahenga mu kipindi sejupangiki mweni Sapanga, Kilisitu jaibeka hindu yoti yukunani kwaka Sapanga na yupundema pamu, ilonguswa na jombi.
31010b00a0	Mukujongana ni Kilisitu, twepani butupeki wokopu ngati ebutupangi ngati ejapala Sapanga toka mwandi. Sapanga juhenga majambu goti ngati ejuamu na ejupala mweni.
31010c005a	Ndienu, twepani totulonguli kunhobale Kilisitu tupalika kuulumbalii ukolongu waka Sapanga!
31010d0132	Namwanganya kabee bandu banga Ayaudi, mugajoani malobi ga sakaka ndi Lijambu la Amboni laka Sapanga lelundete wokovu, munhobali Kilisitu na Sapanga, ili kulangi mwanganya ndi mwabandu baki, Sapanga jummbeki mwanganya alama ja Loho wa Sapi panani jinu ili kulangi mwanganya mwa bandu baki ngati ejutulagila.
31010e00b8	Loho hoju ndi poni jukupata majambu goti gajaalagi Sapanga bandu baki, ni lijambu heli lutulangi sakaka nde Sapanga jaakombula bandu baki boti baabii baki. Tugulumbaliya ukolongu waki!
31010f006b	Kwa ndaba heji, tumbuka panajoa emunhobale Bambu Yesu na upali winu kwa bandu ba Sapi palongi jaka Sapanga,
3101100060	ngasengotwiki hata kasokopi kunsengu Sapanga kwa ndaba jinu. Nunkomboka kila panunndoba Sapanga,
310111009a	ili Sapanga waka Bambu witu Yesu Kilisitu, Atati baabii akolongu, jumpekiya loho hoju jojampekiya mwanganya malangu nu uwesu ukummanya Sapanga sapi ngani.
310112009e	Nundoba Sapanga juyekula mioju jii ili nhwesa kugubona unang'anu waki, ili kumanya senhobale sela sejummbeki nu ulumbi nkolongu wa nhupi yejaabeki bandu baki,
31011300ac	na mpata kumanya uwesu waki egubii nkolongu kwitu twepani totunhobale. Uwesu we hogu goguhenga lihengu nkati jitu twepani totuhobale ndi gulengana na makili makolongu gala,
310114006a	makili ga gunhyoa Kilisitu kuhuma kwa bandu baawii, guntamiki upandi waki wa malele ukunani kwaka Sapanga.
31011500d8	Hoku, Kilisitu ndi kilongosi nkolongu kupeta aka kilongosi boti bu kunani na bunu uwesu na aka bambu na aka akolongu, kabee liina laki likolongu kupeta mahina gaka akolongu boti bupunndema pani wala nndema gogwihika.
