010000000b	1 Mooseksen
1b070d00a9	Minä näin tässä näyssä yöllä, ja katso; yksi tuli taivaan pilvissä niinkuin ihmisen poika, ja hän tuli hamaan vanha-ikäisen tykö, ja vietiin hänen eteensä.
1b070e00dc	Ja hän antoi hänelle voiman, kunnian ja valtakunnan, että häntä kaikki kansat, sukukunnat ja kielet palveleman pitää. Hänen valtansa on ijankaikkinen valta, joka ei huku, ja hänen valtakunnallansa ei ole loppua.
1b070f005b	Minä Daniel hämmästyin sitä minun hengessäni, ja ne minun näkyni peljättivät minua.
1b071000d0	Ja minä menin yhden tykö niistä, jotka siinä seisoivat, ja rukoilin häntä, että hän minulle näistä kaikista tiedon antais. Ja hän puhui minun kanssani, ja ilmoitti minulle niiden sanain selityksen.
1b0711004a	Nämät neljä suurta petoa ovat neljä kuningasta, jotka nousevat maasta.
1b07120084	Vaan sen Korkeimman pyhät pitää valtakunnan omistaman ja pitää siinä asuman ijankaikkisesti ja ijankaikkisesta ijankaikkiseen.
1b07130109	Sitte minä olisin mielelläni tahtonut tietää totista tietoa neljännestä pedosta, joka paljo toisin oli kuin kaikki ne muut; sangen hirmuinen, jolla rautaiset hampaat ja vaskiset kynnet olivat; joka ympäriltänsä söi ja murensi ja liian jaloillansa tallasi;
1b07140106	Ja niistä kymmenestä sarvesta hänen päässänsä ja siitä toisesta, joka putkahti ulos; jonka edestä putosivat pois kolme; ja siitä sarvesta, jolla silmät olivat ja suu, joka suuria asioita puhui ja suurempi oli kuin ne, jotka hänen tykönänsä olivat.
1b07150046	Ja minä näin sen sarven sotivan pyhiä vastaan ja voittavan heidät.
1b07160087	Siihen asti, että vanha-ikäinen tuli, ja tuomio annettiin sen Korkeimman pyhille, ja aika joutui, että pyhät valtakunnan omistivat.
1b07170098	Hän sanoi näin: Neljäs peto on neljäs valtakunta maailmassa, joka on erinäinen kaikista valtakunnista. Se syö kaiken maan, tallaa ja turmelee sen.
1b071800b4	Ne kymmenen sarvea ovat kymmenen kuningasta, jotka siitä valtakunnasta nousevat. Ja niiden jälkeen tulee toinen, joka erinäinen on entisistä, ja nöyryyttää kolme kuningasta.
1b071900c1	Hän puhuu Korkeinta vastaan ja hävittää Korkeimman pyhät ja rohkenee ajat ja lain muuttaa. Mutta he annetaan hänen käsiinsä yhdeksi hetkeksi ja monikahdoiksi ajoiksi ja puoleksi ajaksi.
1b071a006d	Sen jälkeen pidetään tuomio, ja hänen valtansa otetaan pois, että hän peräti hukutetaan ja kadotetaan.
1b071b00c1	Vaan valtakunta, valta ja voima kaiken taivaan alla annetaan Korkeimman pyhälle kansalle, jonka valtakunta on ijankaikkinen valtakunta, ja kaikki vallat pitää häntä palveleman ja kuuleman.
1b071c00a3	Tämä oli sen puheen loppu. Vaan minä Daniel olin sangen murheellinen minun ajatuksissani ja minun muotoni muuttui. Kuitenkin minä kätkin puheet sydämessäni.
1b0801007b	Kolmantena kuningas Belsatsarin valtakunnan vuotena näin minä Daniel näyn sen jälkeen, joka minulle ensin näkynyt oli.
1b08020081	Mutta kuin minä näyn näin, olin minä Susanin linnassa Elamin maalla; ja minä näin näyssäni olevani Ulain virran tykönä.
1b080300ad	Ja minä nostin silmäni ja näin, ja katso, oinas seisoi virran tykönä, jolla oli kaksi korkiaa sarvea, toinen korkiampi kuin toinen, ja korkiampi puhkesi jälistä ulos.
1b080400f5	Sitte minä näin oinaan puskevan sarvillansa länteen päin, pohjaan päin ja etelään päin, ja ei yksikään peto taitanut seisoa hänen edessänsä, eikä hänen käsistänsä pelastettaa, vaan hän teki, mitä hän tahtoi ja tuli suureksi.
1b080500a3	Ja kuin minä näistä otin vaarin, katso, niin tuli kauris koko maan päälle, niin ettei hän sattunut maahan, ja kauriilla oli jalo sarvi silmäinsä välillä.
1b08060094	Ja hän tuli hamaan kaksisarvisen oinaan tykö, jonka minä seisovan näin virran tykönä. Ja hän juoksi vihoissansa väkevästi hänen tykönsä.
1b08070135	Ja minä näin, että hän tuli tuimasti oinaan tykö, ja julmistui hänen päällensä ja puski oinasta ja särki hänen molemmat sarvensa. Ja oinaalla ei ollut voimaa seisoa hänen edessänsä, vaan hän heitti hänet maahan ja tallasi hänet. Ja ei kenkään taitanut oinasta hänen käsistänsä pelastaa.
1b080800ac	Ja kauris tuli sangen suureksi ja kuin hän väkevämmäksi tullut oli, lohaistiin suuri sarvi, ja sen siaan kasvoi neljä kaunista jälleen neljää taivaan tuulta kohden.
1b0809007f	Ja yhdestä niistä kasvoi yksi vähä sarvi: Se tuli sangen suureksi etelään päin, itään päin ja ihanaisen maan puoleen.
1b080a006d	Ja se kasvoi taivaan sotajoukkoon asti ja heitti monikahdat sotajoukosta ja tähdeistä maahan ja tallasi ne.
1b080b0083	Ja se tuli suureksi sotajoukon päämieheen asti ja otti häneltä pois jokapäiväisen uhrin ja hävitti hänen pyhänsä huoneen.
1b080c009c	Vaan senkaltainen voima oli hänelle annettu jokapäiväistä uhria vastaan synnin tähden, että hän totuuden maahan löis. Ja hän tekee sen ja menestyy.
1b080d00fc	Mutta minä kuulin yhden pyhän puhuvan. Ja se pyhä sanoi yhdelle ja puhui: Kuinka kauvan senkaltainen näky jokapäiväisistä uhreista viipymän pitää ja synnistä, jonka tähden tämä hävitys tapahtuu, että sekä pyhä ja sotajoukko tallataan?
1b080e0072	Ja hän vastasi minua: Aamusta ehtoosen asti kaksituhatta ja kolmesataa päivää, niin pyhä jälleen vihitään.
1b080f0086	Ja kuin minä Daniel sen näyn näin ja olisin mielelläni ymmärtänyt, katso, niin seisoi minun edessäni niinkuin miehen muotoinen.
1b08100085	Ja minä kuulin Ulain keskellä ihmisen äänen, joka huusi ja sanoi: Gabriel, selitä hänelle tämä näky, että hän ymmärtäis.
1b081100bd	Ja hän tuli juuri liki minua, mutta minä hämmästyin, kuin hän tuli, ja lankesin kasvoilleni. Ja hän sanoi minuUe: Ota vaari, ihmisen poika, sillä tämä näky ajallansa täytetään.
1b08120083	Ja kuin hän minun kanssani puhui, putosin minä näännyksiin maahan kasvoilleni. Ja hän rupesi minuun, ja nosti minut seisoalle.
1b08130087	Ja sanoi: katso, minä tahdon sinulle osoittaa, kuinka viimeisen vihan aikana käypä on, sillä lopulla on hänen määrätty aikansa.
1b08140044	Kaksisarvinen oinas, jonkas näit, ovat Median ja Persian kuninkaat.
1b0815007a	Mutta karvainen kauris on Grekan maan kuningas, ja se suuri sarvi hänen silmäinsä välillä on se ensimäinen kuningas.
1b081600a5	Mutta että neljä nousivat sen sarven siaan, kuin se särjetty oli, ennustaa, että neljä valtakuntaa siitä kansasta tulee, vaan ei niin väkevää kuin hän oli.
1b0817007b	Näiden valtakuntain jälkeen, kuin pahointekiät vallan saaneet ovat, nousee häpeemätön kuningas ja kavala tapauksissa.
1b08180090	Se on voimallinen, mutta ei väkensä kautta. Hän hävittää ihmeellisesti ja menestyy ja toimittaa. Hän hukuttaa väkevät ja pyhän kansan.
1b081900f5	Ja hänen kavaluutensa kautta menestyy hänen petoksensa. Ja paisuu sydämessänsä ja myötäkäymisen kautta hän monta hävittää. Ja hän korottaa itsensä kaikkein ruhtinasten Ruhtinasta vastaan, vaan ilman käsiä hän pitää rikottaman.
1b081a0099	Se näky ehtoosta ja aamusta, joka sinulle sanottu oli, on tosi. Vaan sinun pitää tämän näyn salassa pitämän, sillä siihen on vielä paljo aikaa.
1b081b00c1	Ja minä Daniel väsyin ja sairastin monikahdat päivät. Sen perästä nousin minä ja toimitin kuninkaan askareet. Ja minä ihmettelin sitä näkyä, ja ei kenkään ollut, joka minua neuvoi.
1b0901006a	Ensimäisenä Dariuksen Ahasveruksen pojan vuonna Mediläisten suvusta, joka Kaldean valtakuntaa hallitsi.
1b090200eb	Juuri sinä ensimäisenä hänen valtakuntansa vuotena, löysin minä Daniel kirjoista vuosiluvun, josta Herra puhunut oli Jeremialle prophetalle, että Jerusalemin hävitys piti täytettämän seitsemäntenäkymmenentenä ajastaikana.
1b0903006e	Ja minä käänsin minuni etsimään Herraa Jumalaa rukouksella ja anomisella, paastolla säkissä ja tuhassa.
1b090400b7	Ja rukoilin Herraa minun Jumalaani, tunnustin ja sanoin: Herra, sinä suuri ja hirmuinen Jumala, joka liiton ja armon pidät niille, jotka sinua rakastavat ja sinun käskys pitävät.
1b09050087	Me olemme syntiä ja väärin tehneet, jumalattomat ja tottelemattomat olleet. Me olemme sinun käskyistäs ja oikeuksistas poikenneet.
1b090600ab	Emme totelleet sinun palvelioitas prophetaita, jotka saarnasivat sinun nimees meidän kuninkaillemme, päämiehillemme ja isillemme ja myös kaikelle kansalle maakunnassa.
1b0907015c	Sinä Herra olet vanhurskas. Mutta meidän täytyy hävetä, niinkuin tänäpänä tapahtuu Juudan miehille ja Jerusalemin asuvaisille ja kaikelle Israelille, sekä niille, jotka läsnä että niille, jotka kaukana ovat kaikissa maakunnissa, kuhunka sinä heitä hyljännyt olet heidän pahain tekoinsa tähden, joita he ovat tehneet sinua vastaan.
1b09080093	Ja Herra; meidän ja meidän kuninkaamme, meidän päämiehemme ja meidän isämme täytyy hävetä, että me olemme syntiä tehneet sinua vastaan.
1b0909005e	Herra meidän Jumalamme on laupius ja anteeksi antamus, vaikka me olemme vastahakoiset olleet.
1b090a00a1	Ja emme totelleet Herran meidän Jumalamme ääntä, että me vaeltaneet olisimme hänen käskyissänsä, jotka hän meille antoi palveliainsa prophetain kautta.
1b090b00e9	Vaan koko Israel rikkoi sinun lakis ja suuttui kuulemasta sinun ääntäs. Sentähden on myös se kirous ja vala sattunut meihin, joka kirjoitettu on Moseksen Jumalan palvelian laissa, että me olemme syntiä tehneet häntä vastaan.
1b090c0119	Ja hän on sanansa pitänyt, jonka hän puhunut on meitä ja meidän tuomareitamme vastaan, jotka meitä tuomitsivat; että hän niin suuren onnettomuuden on antanut tulla meidän päällemme, ettei sen kaltaista kaiken taivaan alla tapahtunut ole kuin Jerusalemissa tapahtunut on.
1b090d00d8	Niinkuin kirjoitettu on Moseksen laissa, niin on kaikki tämä onnettomuus meille tapahtunut. Emme myös rukoilleet Herran meidän Jumalamme edessä, että me synnistä palajaisimme ja sinun totuutes ymmärtäisimme.
1b090e00e1	Sentähden on myös Herra valvonut tässä onnettomuudessa, ja on sen saattanut meidän päällemme. Sillä Herra meidän Jumalamme on hurskas kaikissa töissänsä, joita hän tekee, koska emme totelleet hänen ääntänsä.
1b090f00d3	Ja nyt Herra meidän Jumalamme, joka sinun kansas Egyptistä olet johdattanut ulos väkevällä kädellä ja tehnyt itselles nimen, niinkuin se tänäpänä on: Me olemme syntiä tehneet, ja jumalattomat olleet.
1b09100146	Ah Herra! Kaiken sinun vanhurskautes tähden kääntyköön nyt sinun vihas ja hirmuisuutes pois sinun kaupungistas Jerusalemista ja sinun pyhästä vuorestas! Sillä meidän syntimme tähden ja meidän isäimme pahain tekoin tähden häväistään Jerusalem ja sinun kansas kaikkein seassa, jotka meidän ympärillämme ovat.
1b0911008b	Ja nyt meidän Jumalamme, kuule palvelias rukous ja anomus, ja katso armollisesti sinun pyhäs puoleen, joka kukistettu on, Herran tähden.
1b091200f3	Kallista korvas, minun Jumalani ja kuule. Ja avaa silmäs ja näe, kuinka me hävitetyt olemme ja se kaupunki, joka sinun nimelläs nimitetty on. Sillä emme rukoile sinua meidän omassa vanhurskaudessamme, vaan sinun suuren laupiutes tähden.
1b091300ba	Oi Herra, kuule. Oi Herra, ole armollinen. Oi Herra, ota vaari ja tee se ja älä viivy itse tähtes, minun Jumalani! Sillä sinun kaupunkis ja sinun kansas on sinun nimelläs nimitetty.
1b091400c4	Kuin minä vielä puhuin ja rukoilin ja minun syntiäni ja minun kansani Israelin syntiä tunnistin ja olin minun rukouksissani Herran minun Jumalani edessä, minun Jumalani pyhän vuoren tähden;
1b091500a3	Juuri silloin, kuin minä näin rukoilin, lensi äkisti minun tyköni se mies Gabriel, jonka minä ennen nähnyt olin näyssä, ja rupesi minuun ehtoouhrin ajalla.
1b0916007c	Ja hän neuvoi minua, puhui minun kanssani ja sanoi: Daniel, nyt minä olen lähtenyt sinua neuvomaan, ettäs ymmärtäisit.
1b091700a3	Sinun rukoustes alussa kävi ulos käsky, ja minä tulin sinulle ilmoittamaan, sillä sinä olet otollinen. Niin ota nyt vaari sanasta, ettäs näyn ymmärtäisit.
1b0918010f	Seitsemänkymmentä viikkoa on määrätty sinun kansalles ja pyhälle kaupungilles, niin ylitse käyminen lopetetaan ja synnit peitetään ja pahat teot sovitetaan ja ijankaikkinen vanhurskaus tuodaan edes. Ja näky ja ennustus suljetaan ja se kaikkein pyhin voidellaan.
1b09190142	Niin tiedä nyt ja ota vaari, että siitä ajasta kuin käsky annetaan ulos, että heidän pitää jälleen kotia palajaman ja Jerusalem rakennettaman, päämieheen Kristukseen asti, on seitsemän viikkoa. Niin myös kaksiseitsemättäkymmentä viikkoa, joina kadut ja muurit jälleen rakennetaan, vaikka surkialla ajalla.
1b091a00fa	Ja kahden viikon perästä seitsemättäkymmentä surmataan Kristus, ja ei enää ole. Ja päämiehen kansa tulee ja kukistaa kaupungin ja pyhän, niin että ne loppuvat, niinkuin virran kautta. Ja sodan loppuun asti pitää sen hävitettynä oleman.
1b091b00de	Mutta hän monelle liiton vahvistaa yhdessä viikossa. Ja puolessa viikossa lakkauttaa uhrin ja ruokauhrin. Ja siipien tykönä seisoo hävityksen julmuus. Ja on päätetty, että se loppuan asti pitää hävitetty oleman.
1b0a0100cc	Kolmantena Koreksen, Persian kuninkaan vuonna, ilmoitettiin Danielille, joka myös Belsatsariksi kutsuttiin, totinen asia suuresta sodasta. Ja hän ymmärsi sen asian, ja ymmärrys oli hänellä näyssä.
1b0a020032	Siihen aikaan murehdin minä Daniel kolme viikkoa.
1b0a0300a8	En minä syönyt mitään herkullista ruokaa. Liha ja viina ei tullut minun suuhuni, enkä ollenkaan voidellut itsiäni siihen asti kuin kolme viikkoa loppuneet olivat.
1b0a040071	Neljäntenä päivänä kolmattakymmentä ensimäisessä kuussa olin minä sen suuren Hiddekelin virran tykönä.
1b0a05007f	Ja nostin silmäni ja näin ja katso, siinä seisoi yksi mies liinaisissa vaatteissa, ja kultainen vyö oli hänen suolissansa.
1b0a0600e0	Hänen ruumiinsa oli niinkuin turkos, hänen kasvonsa kuin pitkäisen tuli, hänen silmänsä niinkuin tulisoitot, hänen käsivartensa ja jalkansa niinkuin kiiltävä vaski, ja hänen puheensa ääni niinkuin suuri hyminä.
1b0a0700c9	Ja minä Daniel näin sen näyn yksinäni, ja ne miehet, jotka minun tykönäni olivat, ei sitä nähneet. Kuitenkin tuli suuri pelko heidän päällensä, että he pakenivat ja lymyttivät heitänsä.
1b0a0800a2	Ja minä jäin yksinäni ja näin tämän suuren näyn, ja ei minuun mitään väkeä jäänyt, ja minä tulin sangen rumaksi, ja ei minussa enää väkeä ollut.
1b0a0900a5	Ja minä kuulin hänen puheensa äänen. Ja kuin minä kuulin hänen puheensa äänen, putosin minä näännyksiin kasvoilleni, ja minun kasvoni olivat maahan päin.
1b0a0a005f	Ja katso, yksi käsi tarttui minuun ja autti minua ylös polvilleni ja minun kätteni päälle.
1b0a0b0108	Ja sanoi minulle: Daniel, sinä otollinen mies. Ota näistä sanoista vaari, joita minä sinun kanssas puhun ja ojenna itses seisomaan, sillä minä olen sinun tykös nyt lähetetty. Ja kuin hän tämän sanan minun kanssani puhui, ojensin minä itseni ja vapisin.
1b0a0c00ee	Ja hän sanoi minulle: Älä pelkää Daniel, sillä siitä ensimäisestä päivästä, kuin sinä sydämestäs pyysit tietää ja vaivasit sinuas sinun Jumalas edessä, ovat sinun sanas kuullut. Ja minä olen tullut sinun sanais tähden.
1b0a0d00e7	Mutta Persian valtakunnan päämies on ollut minua vastaan yhden päivän kolmattakymmentä. Ja katso; Mikael, yksi niistä ylimmäisistä päämiehistä, tuli minun avukseni, niin minä pysyin siellä Persian kuningasten tykönä.
1b0a0e0092	Mutta nyt minä tulen neuvomaan sinua, kuinka sinun kansalles viimeisinä aikoina tapahtuu, sillä näky pitää tapahtuman hetken ajan perästä.
1b0a0f0061	Ja kuin hän näitä minun kanssani puhui, käänsin minä kasvoni maahan päin ja olin ääneti.
1b0a1000f0	Ja katso, yksi ihmisen muotoinen rupesi minun huuliini, niin minä avasin suuni ja puhuin ja sanoin sille, joka seisoi minun edessäni: Minun herrani, minun jäseneni vapisevat siitä näystä, ja ei minussa ole enään ensinkään väkeä.
1b0a110099	Ja kuinka taitaa minun herrani palvelia puhua minun herrani kanssa, ettei minussa ensinkään enää väkeä ole, eikä myös minussa enää henkeä ole.
1b0a12003c	Niin rupesi taas minuun ihmisen muotoinen ja vahvisti minua.
1b0a1300df	Ja sanoi: Älä pelkää, sinä otollinen mies, rauha olkoon sinulle! Vahvista sinus ja rohkaise sinus! Ja kuin hän minun kanssani puhui, vahvistuin minä ja sanoin: Puhu minun herrani, sillä sinä olet minun vahvistanut.
1b0a1400ce	Ja hän sanoi: Tiedätkös, minkä tähden minä olen tullut sinun tykös? Nyt minä jälleen menen sotimaan Persian päämiehen kanssa. Mutta kuin minä menen pois, katso, niin tulee Grekan maan päämies.
1b0a1500c1	Kuitenkin tahdon minä sinulle ilmoittaa, mitä kirjoitettu on, että se pitää totisesti tapahtuman. Ja ei kenkään ole, joka minua auttaa häntä vastaan, vaan teidän päämiehenne Mikael!
1b0b01007b	Niin minä myös seisoin hänen kanssansa ensimäisenä Dariuksen Mediläisen vuotena, auttamassa ja vahvistamassa häntä.
1b0b0200f6	Ja nyt minä ilmoitan sinulle totuuden: Katso, kolme kuningasta pitää vielä Persiassa oleman, vaan neljäs saa enemmän rikkautta, kuin kaikki muut. Ja koska hän rikkaudessansa väkeväksi tulee, nostaa hän kaikki Grekan valtakuntaa vastaan.
1b0b03006a	Sen perästä tulee voimallinen kuningas ja voimallisesti hallitsee. Ja mitä hän tahtoo, sen hän tekee.
1b0b04010d	Ja kuin hän korkeimmalle joutunut on, särjetään hänen valtakuntansa ja jaetaan neljään taivaan tuuleen. Ei hänen jälkeen tulevaisillensa eikä senkaltaisella voimalla, mikä hänellä ollut on, sillä hänen valtakuntansa hävitetään, ja tulee muiden osaksi.
1b0b0500a8	Ja etelän kuningas, joka yksi hänen päämiehistänsä on, tulee voimalliseksi. Mutta häntä vastaan tulee myös yksi väkeväksi ja hallitsee, jonka valta on suuri.
1b0b0601a6	Mutta monikahtain vuotten jälkeen yhdistävät he itsensä toinen toisensa kanssa. Ja etelän kuninkaan tytär tulee pohjan kuninkaan tykö ystävyyttä tekemään. Mutta ei hän pysy käsivarren voimassa. Eikä hänen käsivartensa ole pysyväinen, vaan hän hyljätään niiden kanssa, jotka hänen tuoneet ovat ja sen kanssa, joka hänen siittänyt on ja niiden kanssa, jotka hänen hetkeksi aikaa vahvistaneet olivat.
1b0b07008a	Mutta vesa tulee hänen suvustansa, joka tulee sotajoukon voimalla ja menee pohjan kuninkaan vahvoihin paikkoihin ja toimittaa ja voittaa.
1b0b080096	Ja vie pois heidän jumalansa ja ruhtinaansa ja kalliit kappaleensa hopian ja kullan Egyptiin ja menestyy monikahdat vuodet pohjan kuningasta vastaan.
1b0b090063	Ja kuin etelän kuningas on vaeltanut hänen valtakuntansa lävitse, palajaa hän omalle maallensa.
1b0b0a00a5	Vaan hänen poikansa vihastuvat ja kokoovat suuren sotajoukon, ja yksi tulee ja menee edeskäsin niinkuin virta ja taas kehoittaa muut vihaan valtakuntaansa vastaan.
1b0b0b00a0	Silloin julmistuu etelän kuningas ja menee ulos ja sotii pohjan kuningasta vastaan ja kokoo niin suuren joukon, että toinen joukko hänen käsiinsä annetaan.
1b0b0c0098	Ja hän vie pois sen suuren joukon ja paisuttaa sydämensä, että hän on lyönyt niin monta tuhatta maahan. Mutta ei hän siitä väkevämmäksi tule.
1b0b0d00b1	Sillä pohjan kuningas tulee jälleen ja kokoo suuremman joukon kuin entinen oli. Ja monikahtain vuotten perästä tulee hän kaiketi suuren sotajoukon ja paljon tavaran kanssa.
1b0b0e00aa	Ja siihen aikaan asettaa moni itsensä etelän kuningasta vastaan. Korottavat myös muutamat huikentelevaiset sinun kansastas itsensä ja täyttävät näyn ja lankeevat.
1b0b0f00b0	Niin pohjan kuningas tulee ja tekee vallit ja voittaa vahvat kaupungit ja etelän käsivarret. Ja hänen paras väkensä ei voi seisoa eikä ole yhtään voimaa vastaan seisoa.
1b0b1000c8	Vaan hän, kuin hän tulee hänen tykönsä, tekee tahtonsa jälkeen. Ja ei kenkään taida seisoa hänen edessänsä. Ja hän tulee myös siihen ihanaiseen maahan ja hävittää sen kätensä kautta.
1b0b1100e9	Ja kääntää kasvonsa tullaksensa kaiken valtakuntansa voimalla. Mutta hän sopii hänen kanssansa ja antaa tyttärensä hänelle emännäksi, että hän hänen hävittäis. Mutta ei se menesty hänelle, eikä siitä mitään tule.
1b0b1200a6	Sitte kääntää hän itsensä luotoja vastaan ja monta niistä voittaa. Vaan päämies opettaa hänen häpiällä lakkaamaan, ettei hän häntä enää häpäisisi.
1b0b13006e	Ja niin hän jälleen palajaa maansa linnoihin ja loukkaa itsensä ja lankee, ettei häntä enään löydetä.
1b0b1400b6	Ja hänen siaansa tulee se, joka vaatian antaa käydä ympäri valtakunnalle kunniaksi. Mutta muutamain päiväin perästä hän särjetään; ei kuitenkaan vihan eikä sodan kautta.
1b0b15008e	Hänen siaansa tulee kelvotoin mies, jolle kuninkaallinen kunnia ei ollut aiottu. Hän tulee ja menestyy ja saa valtakunnan makeilla sanoilla.
1b0b16009e	Ja käsivarret, jotka niinkuin virta juoksevat, hänen edessänsä virralla voitetaan ja särjetään. Niin myös se päämies, jonka kanssa liitto tehty oli.
1b0b17009e	Sillä sittekuin hän hänen kanssansa itsensä yhdistänyt on, tekee hän kavalasti häntä vastaan ja menee ylös ja vähällä väellä itsensä vahvistaa.
1b0b180114	Ja hän menestyy, että hän parhaisiin maan kaupunkeihin tuleva on ja niitä tekee, joita ei hänen isänsä eikä esivanhempansa tehdä taitaneet. Heidän ryöstämisensä, saaliinsa ja tavaransa hän hajoittaa ja ajattelee juoniansa heidän linnojansa vastaan kauvan aikaa.
1b0b1900f7	Ja hän kehoittaa voimansa ja sydämensä etelän kuningasta vastaan suurella sotajoukolla. Silloin etelän kuningas tulee kehoitetuksi sotaan suuren, väkevän sotajoukon kanssa. Mutta ei hän voi pysyä, sillä häntä vastaan pidetään juonia.
1b0b1a0093	Ja juuri ne, jotka hänen leipäänsä syövät, auttavat häntä turmelukseen ja hänen joukkoansa sortamaan, että sangen paljon lyödyksi tulee.
1b0b1b00ec	Ja molempain kuningasten sydän ajattelee, kuinka he toinen toisellensa vahinkoa tekisivät. Ja yhden pöydän tykönä petollisesti toinen toisensa kanssa puhuvat, vaan ei se menesty, sillä loppu on vielä toiseksi ajaksi määrätty.
1b0b1c00ae	Ja hän menee taas kotiansa suurella tavaralla, ja asettaa sydämensä sitä pyhää liittoa vastaan. Siinä hän jotakin toimittaa ja niin hän menee kotia omalle maallensa.
1b0b1d0080	Määrätyllä ajalla menee hän jälleen etelään päin, mutta ei hänelle menesty toisella erällä, niinkuin ensimäisellä.
1b0b1e00db	Sillä Kittimistä tulevat haahdet häntä vastaan, niin että hän epäilee ja palajaa ja vihastuu sitä pyhää liittoa vastaan. Ja menestyy ja kääntää itsensä ja suostuu niihin, jotka pyhän liiton hylkäävät.
1b0b1f00ae	Ja hänen käsivartensa pitää hänen puolestansa seisoman. Ne saastuttavat pyhän vahvistuksen ja saattavat pois jokapäiväisen uhrin ja nostavat hävityksen kauhistuksen.
1b0b200088	Ja hän saattaa liiton rikkojat ulkokullatuksi makeilla sanoilla. Mutta se kansa, joka Jumalansa tuntee, rohkaisee itsensä ja menestyy.
1b0b210092	Ja ne ymmärtäväiset kansan seassa opettavat monta. Sentähden heitä vainotaan miekalla, tulella, vankiudella ja ryöstämisellä kauvan aikaa.
1b0b220075	Ja kuin he niin kaatuvat, tapahtuu heille kuitenkin vähä apua. Mutta monta menevät heidän tykönsä petollisesti.
1b0b2300b6	Ja ymmärtäväisistä muutamat lankeevat, että he koeteltaisiin, puhtaaksi ja selkiäksi tulisivat siihenasti, että loppu tulee, sillä se viipyy vielä määrättyyn aikaan asti.
1b0b240114	Ja kuningas tekee, mitä hän tahtoo ja korottaa itsensä ja ylentää itsensä kaikkia vastaan, mikä Jumala on. Ja puhuu hirmuisesti jumalain Jumalaa vastaan. Ja se on hänelle menestyvä siihenasti kuin viha täytetään, sillä se on päätetty, kuinka kauvan se on oleva.
1b0b250097	Isäinsä Jumalaa ei hän tottele, eikä vaimoin rakkautta. Eli ei yhdestäkään Jumalasta lukua pidä, sillä kaikkia vastaan hän itsensä korottaa.
1b0b2600cc	Mutta jumalaansa Maosimia hän palvelee paikallansa, sitä jumalaa, josta ei hänen isänsä mitään tietäneet, pitää hänen kunnioittaman kullalla, hopialla, kalliilla kivillä ja kauniilla kaluilla.
1b0b2700d0	Ja hän on niille, jotka häntä auttavat Maosimia vahvistamaan, sen muukalaisen jumalan kanssa, jonka hän valinnut on, suuren kunnian tekevä. Ja asettaa heitä monen herraksi ja jakaa heille maan palkaksi.
1b0b28010c	Ja lopun ajalla pitää etelän kuninkaan hänen kanssansa puskeleman. Ja pohjoisen kuninkaan pitää äkisti karkaaman häntä vastaan rattailla, ratsasmiehillä ja monella haahdella. Ja hänen pitää maakuntiin sisälle menemän ja haaskaaman ja vaeltaman lävitse.
1b0b290096	Ja ihanaan maahan tuleman, ja monta pitää lankeeman. Mutta nämät pitää hänen kädestänsä pääsemän: Edom, Moab ja Ammonin lasten esikoiset.
1b0b2a0066	Ja hänen pitää kätensä maakuntiin ojentaman ja ei Egyptinkään maan pidä häneltä pääsemän.
1b0b2b0083	Vaan hänen pitää omistaman itsellensä kullan ja hopian ja kaiken Egyptin tavaran. Lybian ja Etiopian pitää häntä seuraaman.
1b0b2c0086	Mutta sanoma idästä ja pohjasta pitää häntä peljättämän. Ja hän käy ulos suuressa vihassa monta kadottamaan ja hukuttamaan.
1b0b2d009f	Ja hänen pitää majansa asettaman kahden meren välille, sen ihanan pyhän vuoren tykö siihen asti kuin hänen loppunsa tulee, ja ei kenkään häntä auta.
1b0c010124	Silloin nonsee suuri päämies Mikael, joka sinun kansas lasten edessä seisoo, sillä surkia aika on tuleva, jonka kaltaista ei ikänä ole ollut sittekuin ihmiset rupesivat olemaan, hamaan tähän aikaan asti. Sillä ajalla sinun kansas vapahdetaan. Kaikki, jotka kirjassa kirjoitetut ovat.
1b0c02008a	Ja monta, jotka maan tomussa makaavat, heräävät, muutamat ijankaikkiseen elämään, ja muutamat ijankaikkiseen pilkkaan ja häpiään.
1b0c030089	Mutta opettajat paistavat, niinkuin taivaan kirkkaus, ja jotka monta opettavat vanhurskauteen, niinkuin tähdet alati ja ijankaikkisesti.
1b0c0400a0	Ja sinä Daniel, peitä nämät sanat ja sulje kirjaan hamaan viimeiseen aikaan asti. Siloin pitää sen tykö monta tuleman ja suuren ymmärryksen löytämän.
1b0c05007e	Ja minä Daniel näin ja katso, kaksi muuta seisoi siellä, toinen tällä virran reunalla ja toinen toisella virran reunalla.
1b0c06008a	Ja hän sanoi sille miehelle, joka oli liinaisilla vaatteilla puetettu, joka seisoi ylempänä virtaa: Koska näiden ihmetten loppu tulee?
1b0c070169	Niin minä otin hänestä vaarin, joka liinaisilla vaatteilla puetettu oli, joka seisoi ylempänä virtaa. Ja hän nosti oikian ja vasemman kätensä taivaasen päin ja vannoi sen kautta, joka ijankaikkisesti elää, että sen pitää ajan, ja muutamat ajat ja puolen aikaa viipymän. Ja kuin pyhän kansan hajoitus saa lopun, silloin kaikki nämät tapahtuvat.
1b0c080071	Minä tosin kuulin tämän, vaan en minä ymmärtänyt. Ja minä sanoin: Herra, mitä näiden lopulla tapahtunee?
