0100000009	1 Mosebok
2a1821007c	Och i samma stundene stodo de upp, och gingo till Jerusalem igen, och funno församlade de ellofva, och de som med dem voro;
2a18220049	De der sade: Herren är sannerliga uppstånden, och är synter af Simone.
2a18230065	Och de förtäljde hvad skedt var i vägen, och huru han vardt känd af dem, i det han bröt brödet.
2a1824005d	Som de nu härom talade, stod Jesus sjelf midt ibland dem, och sade till dem: Frid vare eder.
2a18250046	Då vordo de förfärade, och fruktade, menandes att de sågo en anda.
2a18260060	Då sade han till dem: Hvi ären I förfärade? Och hvi uppstiga sådana tankar uti edor hjerta?
2a18270092	Ser mina händer, och mina fötter, att det är jag sjelf: Tager på mig, och skåder; ty anden hafver icke kött och ben, såsom I sen mig hafva.
2a1828003d	Och då han hade det sagt, viste han dem händer och fötter.
2a1829007a	Och som de ännu icke trodde, för glädjes skull, utan förundrade sig, sade han till dem: Hafven I här något att äta?
2a182a004c	Då fingo de honom fram ett stycke stekt fisk, och något af en hannogskako.
2a182b002d	Och han tog det, och åt deraf i deras åsyn.
2a182c00c2	Och han sade till dem: Detta äro de ord, som jag sade till eder, då jag ännu var med eder, att allt måste fullbordas, som skrifvet är i Mose lag, och i Propheterna, och i Psalmerna, om mig.
2a182d003e	Då öppnade han dem deras sinne, att de förstodo Skrifterna;
2a182e006f	Och sade till dem: Så är det skrifvet, och så måste Christus lida, och tredje dagen uppstå ifrå de döda;
2a182f0068	Och predikas i hans Namn bättring och syndernas förlåtelse ibland all folk, begynnande på Jerusalem.
2a18300023	Och I ären vittne till allt detta.
2a18310092	Och si, jag vill sända öfver eder mins Faders löfte; men I skolen blifva i staden Jerusalem, tilldess I varden beklädde med kraft af höjdene.
2a18320053	Och han hade dem ut till Bethanien, och upplyfte sina händer, och välsignade dem.
2a18330057	Och skedde, då han dem välsignat hade, skiljdes han ifrå dem, och uppfor i himmelen.
2a1834004f	Och de tillbådo honom; och gingo sedan in i Jerusalem igen, med stora glädje;
2a18350039	Och voro alltid i templet, prisade och lofvade Gud. Amen.
2b00000008	Johannes
2b01010044	I Begynnelsen var Ordet, och Ordet var när Gudi; och Gud var Ordet.
2b01020026	Det samma var i begynnelsen när Gudi.
2b01030051	Genom det äro all ting gjord; och thy förutan är intet gjordt, det gjordt är.
2b01040033	I thy var lifvet; och lifvet var menniskornas ljus;
2b01050043	Och ljuset lyser i mörkret; och mörkret hafver det icke begripit.
2b0106002b	En man var sänd af Gudi, som het Johannes;
2b01070060	Han kom till vittnesbörd, på det han skulle vittna om Ljuset, att alle skulle tro genom honom.
2b01080043	Icke var han Ljuset; men (han var sänd) till att vittna om Ljuset.
2b0109004f	Det var det sanna Ljuset, hvilket upplyser alla menniskor, som komma i verlden.
2b010a0052	I verldene var det, och igenom det är verlden gjord; och verlden kände det icke.
2b010b003a	Han kom till sitt eget, och hans egne anammade honom icke.
2b010c0060	Men allom dem, som honom anammade, gaf han magt att blifva Guds barn, dem som tro på hans Namn;
2b010d0071	Hvilke icke af blod, icke heller af köttslig vilja, icke heller af någors mans vilja, utan af Gudi födde äro.
2b010e0092	Och Ordet vardt kött, och bodde ibland oss; och vi sågom hans härlighet, såsom enda Sonsens härlighet af Fadrenom, full med nåd och sanning.
2b010f00a2	Johannes vittnar om honom, ropar, och säger: Denne varet, om hvilken jag sagt hafver: Efter mig skall komma, den för mig varit hafver; ty han var förr än jag;
2b0110003c	Och af hans fullhet hafve vi alle fått, och nåd för nåd.
2b01110052	Ty genom Mosen är lagen gifven; nåd och sanning är kommen genom Jesum Christum.
2b0112005f	Ingen hafver någon tid sett Gud; ende Sonen, som är i Fadrens sköt, han hafver det kungjort.
2b01130081	Och detta är Johannis vittnesbörd, då Judarna sände Prester och Leviter af Jerusalem, att de skulle fråga honom: Ho äst du?
2b0114004f	Och han bekände, och försakade icke; och bekände han: Icke är jag Christus.
2b01150075	Då frågade de honom: Hvad då; äst du Elias? Han sade: Jag är det icke. Äst du en Prophet? Och han svarade: Nej.
2b01160073	Då sade de till honom: Ho äst du, att vi måge gifva dem svar, som oss sändt hafva? Hvad säger du om dig sjelf?
2b01170067	Sade han: Jag är ens ropandes röst i öknene: Rödjer Herrans väg, som Esaias Propheten sagt hafver.
2b0118002e	Och de, som sände voro, voro af de Phariseer.
2b01190086	Och de frågade honom, och sade till honom: Hvi döper du då, medan du äst icke Christus, icke heller Elias, icke heller en Prophet?
2b011a0065	Svarade dem Johannes, och sade: Jag döper med vatten; men midt ibland eder står den I icke kännen.
2b011b0077	Han är den som efter mig komma skall, hvilken för mig varit hafver; hvilkens skotväng jag icke värdig är upplösa.
2b011c0043	Detta skedde i Bethabara, på hinsidon Jordan, der Johannes döpte.
2b011d0069	Dagen derefter såg Johannes Jesum komma till sig, och sade: Si, Guds Lamb, som borttager verldenes synd.
2b011e007b	Denne äret, om hvilken jag sagt hafver: Efter mig skall komma en man, den för mig varit hafver; ty han var förr än jag:
2b011f0082	Och jag kände honom icke; men på det han skulle varda uppenbar i Israel, fördenskull är jag kommen, till att döpa med vatten.
2b0120006b	Och Johannes vittnade, och sade: Jag såg Andan nederkomma i dufvoliknelse af himmelen, och blef på honom;
2b012100cc	Och jag kände honom icke; men den som mig sände, till att döpa med vatten, han sade till mig: Öfver hvilken du far se Andan nederkomma, och blifva på honom, han är den som döper med den Helga Anda.
2b01220034	Och jag såg det, och vittnade att han är Guds Son.
2b01230040	Dagen derefter stod åter Johannes, och två af hans lärjungar.
2b01240037	Och som han fick se Jesum gå, sade han: Si, Guds Lamb.
2b01250041	Och de två hans lärjungar hörde honom tala, och följde Jesum.
2b01260098	Då vände Jesus sig om, och såg dem följa sig, och sade till dem: Hvad söken I? Då sade de till honom: Rabbi (det betyder Mästar), hvar vistas du?
2b0127008e	Då sade han till dem: Kommer, och ser. De kommo, och sågo hvar han vistades, och blefvo den dagen när honom; och det var vid tionde timman.
2b01280063	Och var Andreas, Simonis Petri broder, en af de två, som hade hört af Johanne; och följde Jesum.
2b01290067	Han fann först sin broder Simon, och sade till honom: Vi hafve funnit Messiam, det betyder den Smorda.
2b012a0088	Och han hade honom till Jesum. Då Jesus fick se honom, sade han: Du äst Simon, Jona son; du skall heta Cephas, det betyder hälleberg.
2b012b0061	Dagen derefter ville Jesus gå ut i Galileen; och fann Philippum, och sade till honom: Följ mig.
2b012c0036	Och var Philippus af Bethsaida, Andree och Petri stad.
2b012d0099	Philippus fann Nathanael, och sade till honom: Den som Mose hafver skrifvit om i lagen, och Propheterna, hafve vi funnit, Jesum, Josephs son af Nazareth.
2b012e0069	Och Nathanael sade till honom: Kan något godt komma af Nazareth? Philippus sade till honom: Kom, och se.
2b012f0068	Jesus såg Nathanael komma till sig, och sade om honom: Si, en rätt Israelit, i hvilkom intet svek är.
2b013000a7	Då sade Nathanael till honom: Hvaraf känner du mig? Jesus svarade, och sade till honom: Förr än Philippus kallade dig, då du vast under fikonaträt, såg jag dig.
2b01310058	Nathanael svarade, och sade till honom: Rabbi, du äst Guds Son: Du äst Israels Konung.
2b01320097	Jesus svarade, och sade till honom: Efter det jag sade dig, att jag såg dig under fikonaträt, tror du; större ting, än desse äro, skall du få se;
2b013300a3	Och sade till honom: Sannerliga, sannerliga säger jag eder: Härefter skolen I få se himmelen öppen, och Guds Änglar fara upp och neder öfver menniskones Son.
2b02010052	Och på tredje dagen vardt ett bröllop i Cana i Galileen; och Jesu moder var der.
2b02020046	Vardt ock desslikes Jesus buden, och hans Lärjungar, till bröllopet.
2b0203004d	Och då vinet begynte fattas, sade Jesu moder till honom: De hafva intet vin.
2b0204005a	Då sade Jesus till henne: Qvinna, hvad hafver jag med dig? Min tid är icke ännu kommen.
2b02050045	Då sade hans moder till tjenarena: Hvad han säger eder, det görer.
2b02060075	Så voro der sex stenkrukor, som satta voro efter sättet om Judarnas rening, hållandes hvardera tu eller tre mått.
2b02070057	Då sade Jesus till dem: Fyller upp krukorna med vatten; och de fyllde dem öfverfulla.
2b02080053	Och han sade till dem: Låter nu uti, och bärer till kökemästaren; och de båro.
2b020900ae	När då kökemästaren smakade vinet, som vatten varit hade, och icke visste hvadan det kommet var; men tjenarena, som vattnet öst hade, visste det, kallade han brudgummen;
2b020a00a8	Och sade till honom: Hvar man sätter först fram det goda vinet, och när de äro vordne druckne, då det som sämre är. Du hafver gömt det goda vinet allt härtill.
2b020b0088	Detta var det första tecken, som Jesus gjorde i Cana i Galileen, och uppenbarade sina härlighet; och hans Lärjungar trodde på honom.
2b020c007b	Derefter for han ned till Capernaum, han och hans moder, och hans bröder, och hans Lärjungar; och blefvo der i få dagar.
2b020d0045	Och var Judarnas Påska hardt när; och Jesus for upp till Jerusalem;
2b020e0052	Och fann i templet dem som sålde fä, och får, och dufvor, och vexlare sittande.
2b020f0096	Då gjorde han ena gissel af tåg, och dref dem alla ut af templet, med får och fä, och bortspillde vexlarenas penningar, och störte borden omkull.
2b02100072	Och sade till dem som dufvor sålde: Hafver detta bort hädan, och görer icke af mins Faders hus ett marknadshus.
2b0211005d	Då kommo hans Lärjungar ihåg det som skrifvet är: Dins hus nitälskan hafver frätit mig.
2b02120061	Då svarade Judarna, och sade till honom: Hvad tecken låter du oss se, att du skall detta göra?
2b02130064	Svarade Jesus, och sade till dem: Slår detta templet neder, och i tre dagar vill jag det upprätta.
2b0214006a	Då sade Judarna: I sex och fyratio år är detta templet uppbygdt, och du vill det upprätta i tre dagar!
2b02150023	Men han sade om sins kropps tempel.
2b0216009c	Och när han var uppstånden ifrå de döda, kommo hans Lärjungar ihåg, att han hade det sagt dem; och trodde Skriftene, och det tal, som Jesus sagt hade.
2b02170081	Då han nu var i Jerusalem, om Påskana på högtidsdagen, trodde månge på hans Namn, då de sågo hans tecken, som han gjorde.
2b0218003d	Men Jesus betrodde icke sig sjelfvan dem; ty han kände alla;
2b02190064	Och behöfde icke, att någor skulle vittna om menniskona; ty han visste väl hvad i menniskone var.
2b0301004f	Och var en man af de Phariseer, som het Nicodemus, en öfverste ibland Judarna.
2b030200b1	Han kom till Jesum om nattena, och sade till honom: Rabbi, vi vete att du äst kommen af Gudi för en lärare; ty ingen kan göra de tecken, som du gör, utan Gud är med honom.
2b03030085	Jesus svarade, och sade till honom: Sannerliga, sannerliga säger jag dig: Utan en blifver född på nytt, kan han icke se Guds rike.
2b0304008c	Då sade Nicodemus till honom: Huru kan en menniska födas, när hon är gammal? Icke kan hon på nytt gå in i sins moders lif, och födas?
2b03050081	Svarade Jesus: Sannerliga, sannerliga säger jag dig: Utan en varder född af vatten och Andanom, kan han icke ingå i Guds rike.
2b0306005a	Det som är födt af kött, det är kött; och det som är födt af Andanom, det är Ande.
2b03070040	Förundra icke, att jag sade dig, att I måsten födas på nytt.
2b030800a4	Vädret blås hvart det vill, och du hörer dess röst; och du vetst icke hvadan det kommer, eller hvart det fart alltså är hvar och en, som af Andanom född är.
2b0309003b	Nicodemus svarade, och sade till honom: Huru kan detta ske?
2b030a0057	Jesus svarade, och sade till honom: Äst du en mästare i Israel, och vetst icke detta?
2b030b0088	Sannerliga, sannerliga säger jag dig: Vi tale det vi vete, och det vi hafve sett, det vittne vi; och vårt vittnesbörd anammen I icke.
2b030c006e	Tron I icke, när jag säger eder om jordisk ting; huru skolen I då tro, om jag säger eder om himmelsk ting?
2b030d0066	Och ingen far upp i himmelen, utan den som for neder af himmelen, menniskones Son, som är i himmelen.
2b030e005e	Och såsom Moses upphöjde ormen i öknene, alltså måste ock menniskones Son varda upphöjd;
2b030f005c	På det att hvar och en, som tror på honom, skall icke förgås, utan få evinnerligit lif.
2b03100096	Ty så älskade Gud verldena, att han utgaf sin enda Son, på det att hvar och en, som tror på honom, skall icke förgås, utan få evinnerligit lif.
2b03110083	Ty icke hafver Gud sändt sin Son i verldena, att han skall döma verldena; utan på det att verlden skall varda salig genom honom.
2b03120092	Hvilken som tror på honom, han varder icke dömd; men hvilken som icke tror, han är redo dömd, efter det han icke trodde i Guds enda Sons Namn.
2b03130086	Men detta är domen, att Ljuset är kommet i verldena, och menniskorna älskade mer mörkret än Ljuset; ty deras gerningar voro onda.
2b03140078	Ty hvar och en, som illa gör, hatar ljuset, och kommer icke till ljuset, att hans gerningar skola icke varda straffade;
2b03150078	Men den som gör sanningena, han kommer till ljuset, att hans gerningar skola varda uppenbara; ty de äro gjorda i Gudi.
2b0316005e	Derefter kom Jesus och hans Lärjungar i Judiska landet, och vistades der med dem, och döpte.
2b03170073	Döpte ock desslikes Johannes i Enon, hardt vid Salim; ty der var mycket vatten, och de kommo, och läto döpa sig.
2b03180030	Ty Johannes var icke än då kastad i häktelse.
2b03190055	Då kom upp ett spörsmål ibland Johannis lärjungar, samt med Judarna, om reningen;
2b031a009d	Och kommo till Johannem, och sade till honom: Rabbi, den som var när dig på hinsidon Jordan, den du vittnade om, si, han döper, och alle komma till honom.
2b031b005f	Johannes svarade, och sade: Menniskan kan intet taga, utan det varder henne gifvet af himmelen.
2b031c005f	I ären sjelfve min vittne, att jag sade: Icke är jag Christus; utan jag är sänd för honom.
2b031d00a8	Den som brudena hafver, han är brudgummen; men brudgummens vän, som står och hörer honom, han fröjdar sig af brudgummens röst; denna min fröjd är nu fullbordad.
2b031e0030	Honom bör växa till, och mig bör förminskas.
2b031f009b	Den som ofvanefter kommer, han är öfver alla; den af jordene är, han är af jord, och af jordene talar han; den af himmelen kommer, han är öfver alla.
2b03200058	Och det han hafver sett och hört, det vittnar han; och hans vittnesbörd anammar ingen.
2b03210050	Den som anammar hans vittnesbörd, han hafver beseglat, att Gud är sannfärdig.
2b03220053	Ty den Gud sändt hafver, han talar Guds ord; ty Gud gifver icke Andan efter mått.
2b03230041	Fadren älskar Sonen, och allt hafver han gifvit honom i händer.
2b03240099	Hvilken som tror Sonenom, han hafver evinnerligit lif; men den som icke tror Sonenom, han skall icke få se lifvet; utan Guds vrede blifver öfver honom.
2b0401006e	Då nu Herren förnam, att Phariseerna hade hört att Jesus gjorde flera Lärjungar, och döpte, än Johannes;
2b04020038	(Ändock Jesus döpte icke sjelf, utan hans Lärjungar;)
2b04030033	Öfvergaf han Judeen, och drog åter in i Galileen.
2b04040022	Så måste han gå genom Samarien.
2b0405006c	Och när han kom till en stad i Samarien, som kallas Sichar, vid en bolstad, som Jacob gaf sinom son Joseph;
2b04060087	Och der var Jacobs brunn. Och efter det Jesus var trötter af vägen, satte han sig så ned vid brunnen; och det var vid sjette timman.
2b0407005c	Då kom en qvinna af Samarien, till att hemta vatten. Sade Jesus till henne: Gif mig dricka;
2b04080040	Ty hans Lärjungar voro gångne in i staden, till att köpa mat.
2b040900aa	Då sade den Samaritiska qvinnan till honom: Huru bedes du, som äst en Jude, dricka af mig, som är en Samaritisk qvinna? Ty Judarna hafva ingen handel med de Samariter.
2b040a00af	Jesus svarade, och sade till henne: Förstode du Guds gåfvo, och ho den är, som säger till dig: Gif mig dricka; då beddes du af honom, och han gåfve dig lefvandes vatten.
2b040b0084	Sade qvinnan till honom: Herre, icke hafver du det du kan tågat med, och brunnen är djuper; hvadan hafver du då lefvandes vatten?
2b040c006d	Månn du vara mer än vår fader Jacob, som gaf oss brunnen, och drack af honom, med sin barn och sin boskap?
2b040d006b	Då svarade Jesus, och sade till henne: Hvar och en som dricker af detta vattnet, han varder törstig igen;
2b040e00d2	Men hvilken som dricker af det vatten, som jag honom gifver, han skall icke törsta till evig tid; utan det vatten, som jag honom gifver, skall blifva i honom en källa med springande vatten i evinnerligit lif.
2b040f0077	Då sade qvinnan till honom: Herre, gif mig det vattnet, att jag icke törster, eller behöfver komma hit efter vatten.
2b04100038	Sade Jesus till henne: Gack, kalla din man, och kom hit.
2b0411006c	Svarade qvinnan, och sade: Jag hafver ingen man. Sade Jesus till henne: Du sade rätt, jag hafver ingen man;
2b04120055	Ty du hafver haft fem män, och den du nu hafver, är icke din man; det sade du sant.
2b04130044	Då sade qvinnan till honom: Herre, jag ser, att du äst en Prophet.
2b04140072	Våre fäder hafva tillbedit på detta berget, och I sägen, att i Jerusalem är det rum, der man tillbedja skall.
2b04150083	Jesus sade till henne: Qvinna, tro mig; den tid kommer, att hvarken på detta berget, eller i Jerusalem, skolen I tillbedja Fadren.
2b0416005c	I veten icke hvad I tillbedjen; men vi vete hvad vi tillbedje; ty saligheten är af Judomen.
2b041700ac	Men den tid kommer, och är nu allaredo, att rätte tillbedjare skola tillbedja Fadren i Andanom och sanningen; ty Fadren vill ock sådana hafva, som honom tillbedja skola.
2b0418005a	Gud är en Ande; och de honom tillbedja, skola tillbedja honom i Andanom, och i sanningen.
2b0419008b	Då sade qvinnan till honom: Jag vet, att Messias skall komma, som kallas Christus; när han kommer, varder han oss all ting undervisandes.
2b041a003c	Sade Jesus till henne: Jag är den samme, som talar med dig.
2b041b0098	Och i det samma kommo hans Lärjungar, och undrade derpå, att han talade med qvinnone; dock sade ingen: Hvad frågar du, eller hvad talar du med henne?
2b041c0051	Då lät qvinnan stå sina kruko, och gick in i staden, och sade till det folket:
2b041d0064	Kommer, och ser en man, som mig hafver sagt allt det jag hafver gjort. Månn han icke vara Christus?
2b041e002d	Då gingo de af staden, och kommo till honom.
2b041f003a	Deremellan bådo Lärjungarna honom, sägande: Rabbi, ät.
2b04200041	Sade han till dem: Jag hafver mat att äta, der I intet af veten.
2b04210048	Då sade Lärjungarna emellan sig: Månn någor hafver burit honom äta?
2b0422006f	Sade Jesus till dem: Min mat är det, att jag gör hans vilja, som mig sändt hafver, och fullbordar hans verk.
2b042300a5	Sägen I icke, fyra månader äro ännu, och skördatimmen kommer? Si, jag säger eder: Lyfter upp edor ögon, och beser markena; ty hon begynner hvitna till skörd.
2b042400a2	Och den der uppskär, han tager lön, och församlar frukt till evinnerligit lif; på det att både den som sår, och den som uppskär, skola tillsamman glädjas.
2b04250055	Ty här är det ordet sant, att en annar är den som sår, och en annar som uppskär.
2b04260078	Jag sände eder ut att uppskära, det I hafven intet arbetat; andre hafva arbetat, och I ären ingångne i deras arbete.
2b0427008e	Och månge Samariter af den staden trodde på honom, för qvinnones tals skull, som vittnade, att han hade sagt henne allt det hon hade gjort.
2b04280073	När nu de Samariter kommo till honom, bådo de honom att han ville blifva när dem; och han blef der i två dagar.
2b0429002d	Och mycket flere trodde för hans ords skull;
2b042a0092	Och sade till qvinnona: Nu tro vi icke för ditt tals skull; ty vi hafve sjelfve hört, och vete, att han är visst Christus, verldenes Frälsare.
2b042b0040	Men två dagar derefter gick han dädan, och drog in i Galileen.
2b042c0054	Ty Jesus vittnade sjelf, att en Prophet varder intet afhållen i sitt fädernesland.
2b042d00b1	Och när han kom i Galileen, undfingo de Galileer honom, efter de all ting sett hade, som han gjort hade i Jerusalem, på högtidsdagen; ty de hade ock varit till högtidsdagen.
2b042e0087	Så kom åter Jesus i Cana i Galileen, der han hade gjort vin af vatten. Och der var en Konungsman, hvilkens son låg sjuk i Capernaum.
2b042f00b2	När han hörde, att Jesus var kommen af Judeen till Galileen, gick han till honom, och bad honom, att han ville komma ned, och göra hans son helbregda; ty han låg för döden.
2b04300044	Då sade Jesus till honom: Utan I sen tecken och under, tron I icke.
2b04310046	Konungsmannen sade till honom: Herre, kom ned, förr än min son dör.
2b0432006b	Sade Jesus till honom: Gack, din son lefver. Då trodde mannen ordena, som Jesus sade till honom, och gick.
2b04330061	Och i det han gick ned, mötte honom hans tjenare, och bebådade honom, sägande: Din son lefver.
2b04340094	Då besporde han med dem, hvad stund det var vordet bättre med honom. Och de sade till honom: I går, på sjunde timman, öfvergaf skälfvan honom.
2b04350085	Då förstod fadren, att det var den timmen, i hvilkom Jesus hade sagt till honom: Din son lefver. Och han trodde, och allt hans hus.
2b04360054	Detta är nu det andra tecknet, som Jesus gjorde, när han kom af Judeen i Galileen.
2b05010043	Derefter var en Judarnas högtid; och Jesus for upp till Jerusalem.
2b0502005e	Men i Jerusalem är en dam, vid fårahuset, som het på Ebreisko Bethesda, och hade fem skjul;
2b05030065	Deruti lågo en stor hop sjuke, blinde halte, borttvinade, och bidde efter att vattnet skulle röras.
2b050400ac	Ty en Ängel steg ned i dammen, på en viss tid, och rörde vattnet; den der nu först steg ned i vattnet, sedan det var rördt, han blef helbregda, ehvad sjukdom han hade.
2b0505003f	Så var der en man, som hade varit sjuk i åtta och tretio år.
2b05060088	Då Jesus fick se honom der han låg, och förnam att han nu i lång tid hade legat sjuk, sade han till honom: Vill du blifva helbregda?
2b050700a2	Svarade den sjuke honom: Herre, jag hafver ingen, som hafver mig i dammen, när vattnet är rördt; men förr än jag kommer, då är en annar stigen in för mig.
2b0508003e	Då sade Jesus till honom: Statt upp, tag din säng, och gack.
2b05090062	Och straxt blef den mannen helbregda, och tog sin säng, och gick; och det var på en Sabbathsdag.
2b050a006d	Då sade Judarna till honom, som var vorden helbregda: Det är Sabbath; dig är icke lofligit bära sängena.
2b050b005a	Svarade han dem: Den som gjorde mig helbregda, han sade till mig: Tag din säng, och gack.
2b050c004e	Då sporde de honom: Ho är den mannen, som dig sade: Tag din säng, och gack?
2b050d0078	Men han, som helbregda var vorden, visste icke, ho han var; ty Jesus var undanviken, efter mycket folk var i det rummet.
2b050e0093	Derefter fann Jesus honom i templet, och sade till honom: Si, du äst vorden helbregda; synda icke härefter, att dig icke vederfars något värre.
2b050f005e	Då gick den mannen bort, och sade Judomen, att Jesus var den, som honom hade helbregda gjort;
2b0510006f	Och derföre förföljde Judarna Jesum, och sökte efter att döda honom, efter han detta gjorde på Sabbathen.
2b05110046	Då svarade Jesus dem: Min Fader verkar intill nu; och jag verkar ock.
2b051200a0	Derföre sökte Judarna ändå mer efter att döda honom; ty han ej allenast bröt Sabbathen, utan ock sade Gud vara sin Fader, görandes sig sjelf lik med Gud.
2b051300ba	Då svarade Jesus, och sade till dem: Sannerliga, sannerliga säger jag eder: Sonen kan intet göra af sig sjelf, utan det han ser Fadren göra; ty allt det han gör, det gör ock Sonen.
2b05140091	Ty Fadren älskar Sonen, och visar honom allt det han gör; och varder än visandes honom större verk än dessa äro, att I skolen undra derpå.
2b05150067	Ty såsom Fadren uppväcker de döda, och gör dem lefvande; så gör ock Sonen lefvande hvem han vill.
2b05160048	Ty icke dömer heller Fadren någon; utan hafver all dom gifvit Sonenom;
2b05170087	På det alle skola hedra Sonen, såsom de hedra Fadren. Hvilken som icke hedrar Sonen, han hedrar icke Fadren, som honom sändt hafver.
2b051800cc	Sannerliga, sannerliga säger jag eder: Hvilken som hörer mitt tal, och tror honom, som mig sändt hafver, han hafver evinnerligit lif, och kommer icke i domen; utan är gången ifrå döden till lifvet.
2b0519009f	Sannerliga, sannerliga säger jag eder: Den tid skall komma, och är nu allaredo, att de döde skola höra Guds Sons röst; och de henne höra, de skola lefva.
2b051a0067	Ty såsom Fadren hafver lif i sig sjelfvom, så hafver han ock gifvit Sonenom hafva lif i sig sjelfvom;
2b051b0058	Och hafver desslikes gifvit honom magt att döma; derföre, att han menniskones Son är.
2b051c0077	Förundrer eder icke öfver detta: ty den stund skall komma, i hvilko alle de i grifterna äro, skola höra hans röst.
2b051d007f	Och de som väl hafva gjort, skola framgå till lifsens uppståndelse; men de som illa hafva gjort, till domsens uppståndelse.
2b051e00a1	Intet kan jag göra af mig sjelf. Som jag hörer, så dömer jag, och min dom är rätt; ty jag söker icke min vilja, utan Fadrens vilja, som mig sändt hafver.
2b051f0041	Om jag vittnar om mig sjelf, då är mitt vittnesbörd icke sant.
2b05200065	En annar är, som vittnar om mig; och jag vet, att det vittnesbörd sant är, som han vittnar om mig.
2b05210041	I sänden till Johannes, och han gaf vittnesbörd till sanningen;
2b0522005f	Men jag tager intet vittnesbörd af mennisko; utan säger detta, på det I skolen varda salige.
2b05230059	Han var ett brinnande och skinande ljus; och I villen en tid långt fröjdas i hans ljus.
2b052400ce	Men jag hafver ett större vittnesbörd än Johannis vittnesbörd; ty de verk, som Fadren hafver gifvit mig att jag skall fullborda, de samma verk, som jag gör, vittna om mig, att Fadren hafver sändt mig.
2b0525007e	Och Fadren, som mig sände, han hafver vittnat om mig: I hafven hvarken någon tid hört hans röst, eller sett hans skepelse;
2b0526005a	Och hans ord hafven I icke blifvandes i eder; ty I tron icke honom, som han sändt hafver.
2b05270064	Ransaker Skrifterna; ty I menen eder hafva evinnerligit lif i dem; och de äro de som vittna om mig.
2b05280038	Och I viljen icke komma till mig, att I måtten få lif.
2b05290022	Jag tager ingen pris af menniskor.
2b052a003e	Men jag känner eder, att I icke hafven Guds kärlek uti eder.
2b052b0074	Jag är kommen i mins Faders Namn, och I anammen mig icke; kommer en annar i sitt eget namn, den varden I anammande.
2b052c006c	Huru kunnen I tro, I som tagen pris hvar af androm; och den pris, som kommer allena af Gudi, söken I intet.
2b052d007f	I skolen icke mena, att jag skall anklaga eder för Fadren; det är en, som eder anklagar, nämliga Moses, den I hoppens uppå.
2b052e004d	Haden I trott Mosi, så haden I ock trott mig; ty om mig hafver han skrifvit.
2b052f003d	Men tron I icke hans skrifter, huru skolen I då tro min ord?
2b06010051	Derefter for Jesus öfver det Galileiska hafvet, som är vid den staden Tiberias.
2b06020068	Och mycket folk följde honom, derföre att de sågo hans tecken, som han gjorde med dem som sjuke voro.
2b06030043	Och gick Jesus på ett berg, och satte sig der med sina Lärjungar.
2b0604002e	Och då tillstundade Påska, Judarnas högtid.
2b0605008d	Då lyfte Jesus upp sin ögon, och såg att mycket folk kom till honom, och sade till Philippum: Hvar få vi köpa bröd, att desse må äta?
2b0606004f	Det sade han till att försöka honom; ty han visste väl hvad han ville göra.
2b06070071	Svarade honom Philippus: För tuhundrade penningar bröd vore dem icke nog, till att hvar finge ett litet stycke.
2b06080047	Då sade till honom en af hans Lärjungar, Andreas, Simon Petri broder:
2b06090067	Här är en pilt, som hafver fem bjuggbröd, och två fiskar; men hvad förslår det ibland så många?
2b060a006f	Sade Jesus: Låter folket satta sig. Och på det rummet var mycket gräs. Då satte sig ned vid femtusend män.
2b060b0096	Och Jesus tog bröden, tackade, och fick Lärjungomen, och Lärjungarna skifte ibland dem som såto; sammaledes ock af fiskarna, så mycket han ville.
2b060c0079	Då de voro mätte, sade han till sina Lärjungar: Hemter tillhopa stycker, som öfverblifne äro, att de icke förfaras.
2b060d007a	Så hemte de tillhopa, och uppfyllde tolf korgar med styckom, som öfver voro af fem bjuggbröd, efter dem som ätit hade.
2b060e0084	När nu de menniskorna sågo, att Jesus hade gjort tecknet, sade de: Visserliga är denne den Propheten, som komma skall i verldena.
2b060f0093	När då Jesus förnam, att de ville komma och taga honom, och göra honom till Konung, gick han åter afsides bort uppå berget, han sjelf allena.
2b0610003c	Och när aftonen kom, gingo hans Lärjungar ned till hafvet;
2b06110081	Och stego till skepps, och foro öfver hafvet till Capernaum; och det var redo mörkt vordet, och Jesus var icke till dem kommen.
2b06120034	Då blåste ett stort vader, och vågen begynte gå.
2b0613008c	När de nu rott hade vid fem och tjugu eller tretio stadier, fingo de se Jesum gå på hafvet, och nalkas skeppet; och de vordo förfärade.
2b06140031	Då sade han till dem: Det är jag, rädens icke.
2b06150066	Och de ville hafva tagit honom in i skeppet; och i det samma var skeppet vid landet, som de foro till.
2b061600fa	Dagen derefter, när folket, som stod på hinsidon hafvet, såg att der var intet annat skepp än det ena, som hans Lärjungar voro uti stegne; och att Jesus var icke instigen med sina Lärjungar i skeppet, utan hans Lärjungar voro bortfarne allena;
2b06170070	Men annor skepp kommo af Tiberias, hardt till det rummet, der de hade ätit brödet, genom Herrans tacksägelse;
2b0618008c	När då folket såg, att Jesus var icke der, ej heller hans Lärjungar, stego de ock i skeppen, och kommo till Capernaum, och sökte Jesum.
2b06190059	Och då de funno honom på hinsidon hafvet, sade de till honom: Rabbi, när komst du hit?
