0100000009	Ïïjjïn
281302003b	Aŋ ṭoŋ ḍiirken bäätcin ike ti aŋ ṭeeññe wïca.
2813030082	Aŋ Pïrrïcïïnnï yakkalaŋ äätin ike ti, aŋ ike puuci taaji ogo, “Yoku päjjïdï oon iiŋe äkke kä jiik'a bilti ye?”
2813040084	“Aŋ luugi Yeecüwa ogo, “Ikee batta age päkin Meeŋka jiik Jooŋ jï ogo Näŋo ïïjjïn ti, iken naŋŋïï ogo oon ke iiŋ?
281305008a	Aŋ ike jaajjin ogo, ‘Ina ken oon wäyen ke meen daleeda buwin aŋ yore cooṭeeda ti iiŋe ti, aŋ wäätene agene gaan keellä yaanna.
2813060071	Aŋ iken batta ŋuca a yew aŋŋa men keelok, aŋ gin'a coori yok Jooŋ ye dale ŋana piirgä gïtï mänbaan.”
281307005e	Aŋ taaji ogo, “Aŋ Müüca iccin jiik ogo men iiŋe iñje meeŋka äkkin aŋ äkkee ina?”
2813080092	Aŋ kiini Yeecüwa ogo, “A juuggic teynen ken ina tiiŋgene kä Müüca ogo määngic dalje buw yaanna, aŋ wääna ïïjjïn ti ye batta aŋan.
281309008a	Aŋ ikee kiine, m'ana iiŋe äkkene kä jiik yakkalaŋ batta kä balkïtïn aŋ kuññu iiŋ yaŋkalaŋ ye, i aŋan näŋit balkïtïn.”
28130a006f	Aŋ kiini baaddoni yeeke ogo, “Aŋ naana a biilkä ika yek waadgä oon ke iiŋ ye, iiñca ŋana men kujit.”
28130b006f	Aŋ kiinne ogo, “Yaakki batta lïïltä gïmkätä me muure, a m'aka a yüükkïnï ti kä Jooŋ ye pääken.
28130c00cb	Mäkkalaŋ a giitin kä migen a lucku, aŋ mäkkalaŋ a dïkïn kä mäbaan aŋ mäkkalaŋ wäkï cäwdä bata lucku ogo Yätkïtïn Polloŋ jïñe. M'ana lïïṭït gïmgïdï yaakki ye, i dale gïmge.
28130d005f	Aŋ merkälen äbi me ike ti ogo ïnke ḍoocce witken ti aŋ ŋüülkee. Aŋ baaddoni me geri.
28130e0082	Aŋ Yeecüwa jaajjin ogo, “Dale merkälen ätä ika ti, aŋ ŋana ṭïïge, bata yaakki Yätkïtïn Polloŋ jïñe a yeenen.”
28130f003d	Aŋ ïnke ḍoocce witken ti aŋ ŋüülkene aŋ kaaccä woo.
2813100092	Aŋ oon yaŋkalaŋ äätin ike ti aŋ ike taaji ogo, “Nüüto, a nääŋkä ŋerkä yaaka wali ye, ken bi naŋä käñä üṇṇü ke cüle?”
28131100a3	Aŋ kiini Yeecüwa ogo, “Ika tajdaa kä ŋerrä ina? M'ana ŋeraŋ ye a Keelok. Aŋ naana ïkï ṭäkä kaaccin ti üṇṇü ti ye jiik ïïnïnï tïïjä.”
28131200cc	Aŋ ike taaji ogo, “A jiik ïïnïnï yaaka wali ye?” Aŋ Yeecüwa jaajjin ogo, “Ŋana ïkï nääkä me, ŋana ïkï näŋä balkïtïn, ŋana ïkï käṭä, aŋ ŋana ïkï päkä kä yelkïtïn.
2813130049	Wääc ke miic eemdä, aŋ m'ana yiire kä ye bilgä bata yorü aŋan.”
281314006d	Aŋ kiini oon yaanna ogo, “Jiik ïïnïnï yaakka agä naŋdïnï muure, aŋ a ŋaaka ken mor buunu ika ti?
28131500e5	Aŋ kiini Yeecüwa ogo, “Naana ïkï ṭäkä wäätci agä küümon ye, atä aŋ waak yüükü yääjjä woo muure aŋ pääggä aangï aŋ ïkï bi cääygi waak ŋerkä ñaalok polloŋ jï, aŋ wäättan äätä, baaddaa.”
281316006f	Aŋ wääna oon yaanna tiiŋŋee kä aŋan ye ike kaaccä woo i jone yaajaŋ nääŋka ike agee kä ceeggon ye.
281317008e	Aŋ Yeecüwa baaddoni yeeke kiinne ogo, “Ikee kiine a gïtken, teyaŋ kä yaac kä kaaccin ti m'ana a ceeggon ye Yätkïtïn Polloŋ jï ti.
281318007d	Aŋ ŋuca ikee kiine poṭulaŋ kä kaaccin woo kalman kääl tun ti kä yaana ceeggon kaacee kä ti Yätkïtïn Jooŋ ti ye.
2813190081	Aŋ wääna baaddoni tiiŋŋene aŋan ye, i witken ḍiiktin kä yaac aŋ jaajjin ogo, “Aŋ a ŋaani ken bi käñï mäkkin?”
28131a0089	Aŋ Yeecüwa däämjin iken ti aŋ kiinne ogo, “Naana mäbaan ti ye yaakki batta a päyin, aŋ naana Jooŋ ti ye wakkä muure a päyin.
28131b007c	Aŋ kiini Bütürüc ogo, “Yooru ikoon wakkä muure daljonon aŋ ikoon bäätonon ïkï ti. Aŋ a ŋaaka ken bi kañon?”
28131c014f	Aŋ iken kiini Yeecüwa ogo, “Ikee kiine a gïtken, waan yaana wakkä muure naŋge daa me a kïccäŋgenen ye, aŋ Minneni Mänbaan cääjjee nook yen maaŋŋä yeene ti ye, i ikee yaaka ika baaddana ye, ikee cäänna bi cääjje nooŋŋi caay witken kä yew mügde äärgä tüggen yek mä Icärayiil yaaka caay witken kä yewwe ye.
28131d00cd	Aŋ m'ana äärgä yeeke daljene ïñï ke mädgen ke käwgen ke wäyen ke meen ke merkä yeeke ke yiil yeene ogo ika ye, bi käñï ääŋke caykä kä caay a küümïn, aŋ bi yätï üṇṇü ke cüle.
28131e00ae	Aŋ me ḍiirken yaaka ḍoŋgaŋ tiññaŋ ye, bi wäätï a m'aka batta tïïlcïdï ye, aŋ m'aka daamgä me batta tïïlcïdï tiññaŋ ye, ken bi wäätï a me mäyken.
2814010092	“Aŋ Yätkïtïn Polloŋ jïñe beel bata men mooye yen yiil yaana murjin woo kä tïṇṇäŋänä määjï ñuuguloni ije yiil jï baanne ye.
2814020078	Aŋ ike gïmmïn kä iñdin ñuuguloni, ñuugula carrä yen äŋ jïñe yaana lïïkïdï ye, aŋ tucce yiil jï baanne.
281403007c	“Ike ŋuca kaaccä woo äŋ poŋe mä tïṇṇäŋänä ti, aŋ yurcin mäkkalaŋ yudok batta ñuugal ginkalaŋ weeldük.
2814040061	Aŋ kiinne ogo, ‘Ate cäänna ñuugele yiil yeeni jï, aŋ ikee bi iñe gin'a päjjïdï ye.’
2814050094	Aŋ iken attä yiil jï ñuugal. Aŋ ike kaaccä woo äŋ ṭeejjük, aŋ ŋuca kaaccä woo äŋ a gïïjjïnï woo, aŋ näŋjin kä yuudu keellä.
28140600af	“Aŋ wääna wuuŋ mä biigin ti cokelenee ye, i ike kaaccä woo, aŋ käññä yakkalaŋ yudit. Aŋ taaññe ogo, ‘Ikee yudde winni äŋ yoome ikee batta ñuugele ina?’
281407009a	“Aŋ iken luukcin ike ti ogo, ‘Baati m'ana ikoon agon kä müükkïnï ñuugula ye.’ “Aŋ kiinne ogo, ‘Ate ñuugele yiil jï baanni cäänna.’
28140800e6	“Aŋ wääna biigin ti ḍäägenee ye, män yiil m'ana agee kä ḍoocon ye, kiinne ogo, ‘Ñuuguloni bärkä iñä ñuugula carrä yeeken aŋ ïïjjä ti kä m'aka äätin ŋäjäk ye, ke ḍakci kä m'aka ïïjjïn ti ye.’
2814090096	Aŋ wääna m'aka müükkï me ñuugula wuuŋ biigin ti äätene muure ye yaŋkalaŋ daa iñi me ñuugala carrä yen äŋ jïñe yaana lïïkïdï ye.
28140a00ae	Aŋ wääna me yaaka a ïïjjïnï äätene ye, ḍüücï ogo iken bi kujo ko ḍiräk, aŋ iken yaŋkalaŋ daa iñi me ñuugala carrä yen äŋ jïñe yaana lïïkïdï ye.
28140b0064	Aŋ wääna ñuugala carrä yeeken koowene daa ye, iken uccin kä ŋümïrïn men mooye yen yiil ti,
28140c0097	aŋ jayok ogo, ‘M'aka äätin ŋäjäk ye ñuugulin a wuuŋ kä keelok, aŋ iirjini ke ikoon yaaka ñuugulonon äŋ jïñe muure carrä gïtï ye.’
28140d00a4	“Aŋ yaŋkalaŋ luugi män yiil ogo, “Muukonḍi ïkï batta agenii kä piikon, ïkï batta gïmmïnï kä ñuugala carrä yen äŋ jïñe yaana lïïkïdï ye?
28140e0068	Yüünü ken koowu aŋ atä. Ika ṭäkä iñdä m'aka äätin ŋäjäk ye, bata yaana iññenii kä ye.
28140f007f	Ika batta teedäteet kä nääŋka ṭäkkä naŋä kä tiil yeeki ye? Jonü gïïraŋ kä yaana agä men ŋerconḍe me ti ye?
281410006a	“Aŋ m'aka a ŋäjäk ye, ken bi wäätï a ñomuk aŋ m'aka a ñomuk ye, ken bi wäätï a ŋäjäk.”
2814110088	Aŋ Yeecüwa wääna atee kä Oorcalïïm ye, ike kuññu baaddoni yaaka kä caay witken kä yewwe ye pääken, aŋ kiinne päy jï ogo,
28141200a3	“Tiiŋe! Ïkïïn atïn Oorcalïïm. Aŋ Minneni Mänbaan bi ääkkänä ŋäc ḍuuŋku däŋkä ke nüütoni jiik ḍoocin yek Jooŋ, aŋ bi joocu me ke tüwe.
28141300aa	Aŋ wäättana müükkünü boorgu, aŋ bi ñiyene kä yok, aŋ ḍooygu kä bäädan aŋ ṭeljänä ti kaakkon jok. Aŋ nïïnkä kä ḍäk bi juwu ñaalok tüwnü ti.
2814140079	Aŋ miy yen merkä Jabadï, äätin Yeecüwa ti ke merkä yeeke. Aŋ ḍüŋjïn ïñï aŋ ike ñujgi yok kä ginkalaŋ.
28141500db	Aŋ taaji Yeecüwa ogo, “Ïkï ṭäkä ŋaaka?” Aŋ Yeecüwa luuŋŋe ogo, “Ika ṭäkä merkä yeeki yaaka kä yewwe yaakki yaŋkalaŋ cääjjï büŋü birrä aŋ yaŋkalaŋ buŋ aam Yätkïtïn yüünü ti.”
28141600d9	Aŋ kiini Yeecüwa ogo, “Gin yaana ñuye yaanna batta ŋäjje. Ikee bi lïïṭe mätce kä ḍon yaana bi mätcä kä ye, aŋ ikee bi lïïṭe wääce pillä yaana bi waajä ye?” Aŋ iken gïmmïn ogo, “Ee.”
28141700ad	Aŋ kiini Yeecüwa ogo, “Ikee bi mätce ḍon yeeni aŋ cääjjin buŋ birrä ke buŋ aam ti batta a ika ken äccädä a ḍückïnï m'aka a wäägïnï woo kä Wäyo ye.
2814180055	Aŋ wääna baaddoni yaaka kä caay ye tiiŋŋene aŋan ye, iken mädin yaakka pingi.
2814190090	Aŋ bärki ti Yeecüwa aŋ kiinne ogo, “Ŋäjje mügdoni yek ŋommañ wiñe iken engä, aŋ me mäyken yeeken ñuugal mügdïn yeenen iken ti.
28141a0078	Ŋana beeljïdï aŋan ikee ti, aŋ m'ana ṭäkï wäätcïdï a men mooye ikee ti ye, dale wäätï a ñuugulo yeenic.
28141b0057	Aŋ m'ana ṭäkï wäätcïdï a men mooye ikee ti ye, dale wäätï a kiingon yeenic.
28141c007c	Aŋ Minneni Mänbaan batta äätin ogo, ike ñüügïlïï me, ogo me ñuugelee aŋ üṇṇü yeene rätce ko me ḍiirken.
28141d0045	Aŋ wääna kaaccene woo Ariya ye, ṭoŋ ḍiirken bäätcin ike ti.
28141e00a9	Aŋ ook yaŋkalaŋ kä yew cäyok päy taaŋ a uykuni aŋ wääna tiiŋŋene Yeecüwa kaajdee kä ye, iken yaajjin ogo, “Mügdo ängoon ŋïngïn Minneni Daawüüt!”
28141f0081	Aŋ geri ṭoŋ ogo, “Tiiŋje ïñï.” Aŋ ṭääkcin yawgin kä yaac ogo, “Mügdo ängoon ŋïngïn Minneni Daawüüt!”
281420005c	Aŋ Yeecüwa yuuttu ïñï aŋ bärkene aŋ taaññe ogo, “Ikee ṭäke näŋge ŋaaka?”
2814210031	Aŋ iken luukcin ogo, “Mügdo pätkoon waŋgin.
2814220072	Aŋ ängi ŋïngïn Yeecüwa, aŋ täämme waŋgin, aŋ kä ḍeeraŋ aŋŋi waŋgen pättä aŋ bäätcin ike ti.
28150100bc	Aŋ wääna iken äätene Oorcalïïm kä cokal ye, aŋ ḍäägene ti baanle Beetpaac pääm yaana wiñe a jengä jeytüünni ye ti, i Yeecüwa tuccin baaddoni yeeke kä yewwe ñomgen ti.
281502009b	Aŋ kiini Yeecüwa ogo, “Ate baanle yaana ñomgic ti yaanna, aŋ ikee bi käñe tüürüŋ a weengon ke tüürüŋle yeene gunne ti. Gütke aŋ icka kä.
2815030067	Aŋ naana mäŋkalaŋ ikee taaññe ye, i kiine ogo ṭäkkïï ko Mügdo, aŋ ikee bi dale buwin äbe.
2815040041	Yaakki wäättä ḍääkit yaaka jaayi Jooŋ kä bäṭo ye ogo,
28150500b6	“Mä Oorcalïïm kiine ogo, ‘Yooṭe, Yätkä yeenic äätïdï ikee ti. Aŋ ike ḍoŋe agee ḍuugïnï ïñï, aŋ taabit tüürüŋ, aŋ a tüürüŋle ken taabdee kä.’”
281506004e	Aŋ baaddoni yaaka kä yew ye näŋjin bata yaana eenjene daa kä Yeecüwa ye.
2815070076	Aŋ iken tüürüŋ äbi ke tüürüŋle ike ti, aŋ tüürüŋle ḍucki ŋäc buruŋgu yeeken, aŋ Yeecüwa taappä.
2815080084	Aŋ ṭoŋ ḍiirken buruŋgu yeeken peti ïñï päy jï ñome ti, aŋ yakkalaŋ ŋüülïn jengä kimken ken peti ïñï päy jï.
28150900f4	Aŋ ṭoŋ ḍiirken yaaka äätä ñome ti ke yaaka ŋäñe ti ye, yawdïdï ogo, “Maaŋŋä Jooŋ ti kä Minneni yen Daawüüt! Ŋüülkïn m'ana äätïdï kä yäṇtäŋ Pïṭo ye ti! Maaŋŋä Jooŋ ti küüṭṭülaŋ polloŋ jï!”
28150a007b	Aŋ wääna Yeecüwa kaaccee kä ti Oorcalïïm ye, baan jïñe yore cükke muure aŋ me tääccin ogo, “A ŋaani ina?”
28150b0050	Aŋ ṭoŋ luukcin ogo, “A bäṭo Yeecüwa, män Naacira yen mä Jalïïl.”
28150c00d6	Aŋ Yeecüwa kaaccä kaal yen änlaṇṇä jï, aŋ m'aka kïjï ke m'aka yääjï ye ñooṭṭe woo muure wïca, aŋ däräŋgä yek räṇṇä tiil uuljene ïñï ke nooŋŋi yek m'aka yääjï gülküteni ye.
28150d008f	Aŋ kiini Yeecüwa ogo, “A pergon Meeŋka Jiik Jooŋ jï ogo, ‘Än yeeni bi battä me ogo än mallä,’ aŋ yelle yok a än muddoŋŋi!”
28150e0046	Aŋ uykuni ke puudgu äätin ike ti änlaṇṇä jï, aŋ ṭeeññe.
28150f00ea	Aŋ wääna ḍuuŋku däŋkä ke nüütoni yek jiik ḍoocin yek Jooŋ yuṭṭene nääŋkä yäwkä yaaka naŋde ye, aŋ merkälen yaawene änlaṇṇä jï ogo, maaŋŋä Jooŋ ti kä Minneni yen Daawüüt ye ti, i iken piiṇdin.
28151000e8	Aŋ iken Yeecüwa taaji ogo, “Merkälen yaakka jiiken tiŋdä?” Aŋ luugi Yeecüwa ogo, “Ee. Ikee batta age päkin Meeŋka Jiik Jooŋ jï? Jaay ogo, ‘Ïkï merkälen ke tüṇtülgü nüüṇṇï ogo ïkï maaŋjïda.’”
2815110066	Aŋ iken dalji ïñï Yeecüwa kaaccä woo baan mä Oorcalïïm jï attä Betani, aŋ nïïnïn wïca.
2815120056	Aŋ kä tïṇṇäŋänä wääna Yeecüwa ḍukcedee kä baan jï ye, näägi käñ.
28151300c7	Aŋ yurcin jaan ŋoommu päy taaŋ, aŋ umgene ti aŋ batta a käñon ṭulge, a gitke pääken. Aŋ kiinne ogo, “Ŋana ïkï giidä ṭülgü ŋuca!” Aŋ kä ḍeeḍaŋ aŋŋi jaan ïjjïn woo.
2815140088	Aŋ wääna yoorene daa baaddoni ye, iken witken ḍiiktin, aŋ tääccin ogo, “Jaan ŋoommu yaanni ïwnä ogoo kä bïraŋ aŋŋi?”
281515012e	Aŋ luugi Yeecüwa ogo, “Ikee kiine a gïtken, naana ikee cääyge kä luggin aŋ juuggic batta riijä ye, ikee batta bi a nääŋkä yaaka näŋŋä jaan ŋoommu yaanni ti ye, pääken ken bi naŋde. Aŋ cäänna naana pääm yaanni kiine ogo, ‘Ḍïmjä wii mooye jï’ ye, i bi näŋï ḍoŋe.
281516005a	Aŋ naana ikee cäygene kä luggin ye wakkä muure yaaka ñuye kä mallä ye, bi kañe.”
28151700ff	Aŋ Yeecüwa attä kaal yen änlaṇṇä jï, aŋ juwin nüüṇṇü me aŋ ḍuuŋku däŋkä ke yätïnï äätin ike ti, aŋ tääccin ogo, “A mügdïn yaana wali ye, ken ñuugilii kä waak yaakka, aŋ a ŋaani ken ïkï iññey mügdïn yaanni?”
28151800ba	Aŋ luugi Yeecüwa ogo, “Ikee cäänna bi taaje kä tääctäŋ kä keelok, aŋ naana ika luuŋŋa ye, ikee cäänna bi nüütke kä mügdïn yaana wali ye ken naŋdä kä waak yaakki.
2815190104	Mügdïn Büüllü yen Yaaya ätä wa, ätä polloŋ jï halla ätä mänbaan ti?” Aŋ iken luugjin pääken ogo, “Aŋ bi yore luuge ogoo? Naana ïkïïn jaaccïn ogo ääto polloŋ jï ye, ike ïkïïn bi kïïnïn ogo, aŋ ikee batta luggede kä ike ina?
28151a007c	Aŋ naana ïkïïn jaaccïn ogo ääto mänbaan ti ye, ïkïïn boocïn kä ṭoŋ, me muure Yaaya ŋäjjänä a bäṭo.”
28151b009c	Aŋ iken Yeecüwa luugi ogo, “Batta ŋäjjon.” Aŋ kiini Yeecüwa ogo, “Cäänna ikee batta nüütkede kä mügdïn yaana wali ye ken ñuugulu kä.”
28151c00dd	Aŋ iken taaji Yeecüwa ogo, “Ikee päje ogo ŋaaka kä yaanni? Oon yaŋkalaŋ cääyge merkä kä yew. Aŋ ike attä minneni yaana a ïïcca ye ti, aŋ kiinni ogo, ‘Minneni yeeni, atä ñuugulu yiil jï tiññaŋ.’
28151d0059	“Aŋ minneni luukcin ogo, ‘Ika batta atä.’ Aŋ wäättan jone ääkkene aŋ attä.
28151e0080	“Aŋ wäy attä minneni kalaŋ ti aŋ kiinne kä jiik keelkä, aŋ ike jaajjin ogo, ‘Abba, ika bi atä.’ Aŋ batta a aton.
28151f00ee	“M'aka kä yewwe yaakki ti, a ŋaani ken näŋŋä ṭäktäŋ wäyen?” Aŋ iken luukcin ogo, “A ïïcca.” Aŋ iken luugi Yeecüwa ogo, “Ikee kiine a gïtken ḍüṭoni yaacken ke balkä ikee bi yütene ti Yätkïtïn Jooŋ ti.
281520011a	Aŋ Yaaya äätin ikee nüütkede päy woṇṇu, aŋ ikee batta age luggïnï kä ike. Aŋ ḍüṭoni yaacken ke balkä ken luggin kä ike. Aŋ wääna yuṭṭee kä aŋan ye, ikee cäänna batta age luggïnï kä ike, aŋ ikee batta age ḍagin kä nääŋkä yaackä yeekic.”
2815210139	Aŋ Yeecüwa jaajjin ogo, “Gäärrä yaanni tiiŋe ŋuca. Aŋ wïca oon yaŋkalaŋ a män ŋommañ pïïttä yiil aŋ yaŋŋe yok kä kaal, aŋ ṭummu taga aŋ kuṭṭu än küülconḍe yen tïïco. Aŋ müükkene pïïtoni ogo pïïtcïko, aŋ ike ïñjï yen ŋommañ, aŋ ike attä woo baan yaŋkalaŋ ti.
2815220062	Aŋ wääna waan errä cokulenee ye, ike tuccin ñuuguloni pïïtoni ti ogo ike äckïï me yeeke.
2815230085	Aŋ pïïtoni ñuuguloni yeeke koowi aŋ keelok jiibi, aŋ yaŋkalaŋ nägi ḍok, aŋ yaana wäätcete kä ḍäk ye yibi kä guygu.
2815240066	Aŋ tuccin ñuuguloni yakkalaŋ ŋuca ḍiräk kä yaaka ïïjjïn ye, aŋ näŋgi nääŋkä keelkä.
281525005c	“Aŋ düüñïn ti tuckene minneni yeene aŋ jaajjin ogo, ‘A minneni yeeni bi eemtä.’
2815260095	“Aŋ wääna minneni yoorene daa ye, jaajjin ogo, ‘A minneni män yiil inni, ääte näkïn ḍok nuŋko yäṇṇä yeene koowïn daa kä ye.’
2815270032	Koowi aŋ yeepi woo yiil taaŋ aŋ nägi ḍok.”
2815280060	Aŋ Yeecüwa tääccin ogo, “Aŋ naana män yiil ätä ye yoku pïïtoni yaakka naŋe ogoo?”
28152900ac	Aŋ luugi ogo, “Me yaacken yaakka bi näge ḍuuggin kä näŋŋä yaajgonḍe, aŋ yiil bi müükke pïïtoni yakkalaŋ yaaka bi ike äckänä yeeke waan errä ti ye.”
28152a00f5	Aŋ kiini Yeecüwa ogo, “Ikee batta age päkin Meeŋka Jiik Jooŋ jï ogo, ‘Jaan kïye yaana tüüññïï yok kuṭoni ye ken wäätto ogo taŋkuulu yaana tïïlcïdï ye, aŋ a yaana naŋi Pïṭo ye inni, aŋ ken yäwaŋ daammä yoono ti?
28152b0080	“Aŋ ikee kiine, Yätkïtïn yen Jooŋ bi aŋgänä me yok ikee ti, aŋ iñgä me ṭoŋ yaaka gidok jengä ṭulgen yeeke ye.
28152c007c	Aŋ m'ana ḍïmjï pääm yaanni gïtï ye bi liiktit, aŋ m'ana ḍïmgänä gïtï pääm yaanni ye bi ruumtit gïtï.”
28152d0074	Aŋ wääna ḍuuŋku däŋkä ke Pïrrïcïïnnï tiiŋŋene gäärrä Yeecüwa ye i ooki gïtï ike jaay ogo iken.
28152e0067	Aŋ iken ṭäkï ogo yoku mügjï aŋ iken bojgin kä ṭoŋ yaaka Yeecüwa ḍooccutu ogo bäṭo ye.
281601003e	Aŋ ŋuca Yeecüwa jaajjin kä gäärrä, aŋ iken kiinne ogo,
2816020063	“Yätkïtïn Polloŋ jïñe beel bata yätkä yaana tuttu ammani ñäänkä yek minneni yeene ye.
2816030075	Aŋ ñuuguloni yeeke tucce m'aka a bargin ye ti ogo, ääto ammani ñäänkä ti, aŋ iken muure yaakkä kä äätin.
28160400e8	“Aŋ ŋuca tuccin ñuuguloni yakkalaŋ, aŋ kiinne ogo, ‘M'aka a bargin ye kiine ogo ammani tooṇṇoo, aŋ näckälen caakken ke yätkä yeeki iirroo pugin, aŋ wakkä muureen ogo päjjïnï aŋ ääto ammani ñäänkä ti.’
281605007c	Aŋ iken jiik yaakka gäälji woo, aŋ piirjin woo yaŋkalaŋ attä yiil jï baanne, aŋ yaŋkalaŋ attä ñuugula yeene ti.
2816060055	Aŋ yakkalaŋ ñuuguloni yeeke müügï, aŋ aammi yokïn kä yaac aŋ nägi ḍugin.
2816070071	Aŋ yätkä pennä, aŋ tuccin kääygä yeeke ogo nääkoni nägjï ḍugin aŋ baan mooye yeenen tuñjïï woo.
2816080076	Aŋ ñuuguloni yeeke kiinne ogo, ‘Ammani ñäänkä a päjjïnï aŋ m'aka barrïn ye, batta päjjïdï kä äätin.
2816090067	Ate nänṭ'a purcete pääygä ye, aŋ m'aka kaññe ye bare muure dale ätä ammani ñäänkä ti.’
28160a00a9	Aŋ ñuuguloni yaakka kaaccä woo attä pääygä gïtï, aŋ m'aka kañi ye, ḍüülï ti muure ŋerken ke yaacken, aŋ än jïñe yen ñäänkä küümmü kä wilgä.
28160b007d	Aŋ wääna yätkä kääjenee kä äräk yurtee kä wilgä ye, ike yuṭṭu oon yaŋkalaŋ batta eŋit buruŋgu ñäänkä.
28160c009a	Aŋ taaññe ogo, ‘Muukonḍi, ïkï kääjini ogoo äräk winni, i ïkï batta cäygini kä buruŋgu ñäänkä aŋan?’ Aŋ oon batta a lüükcïnï.
28160d0097	Aŋ wina yätkä jaajjin ñuuguloni ti ogo, ‘Ḍiige ïnke ti ke kïïge ti, aŋ yeepe mïïllä gïtï, nänṭä ba' ïwok ke ŋeeynä me leken.’
28160e0036	M'aka a bargin ye ḍiräk, aŋ ḍeewken ken a wakin.
28160f0071	Aŋ Pïrrïcïïnnï attä woo, aŋ läälin pugin ogo Yeecüwa baabjï jaajjo jiikkalaŋ nuŋko mügjïda ko ye.
2816100108	Aŋ tuccin baaddoni yeeken ike ti, ke yüükkodotini yek Ïïrüüdüc, aŋ kiini ogo, “Nüüto, ïkï ŋäjjini jiik'a a gïtken ye ken jaayä. Aŋ ïkï nüütü kä päy Jooŋ a gïtken. Aŋ ïkï batta booju kä mäŋkalaŋ, aŋ ïkï batta wäkä gïtï me.
281611008d	Nüütkoon ïkï paydä ogo ŋaaka yaanni ti? Yoku päjjïdï ikoon äccon ḍüllü iñgä me yätkä Kaycar yen mä Ruumaan halla ba'ay?”
281612005c	Aŋ yiñ yeenen ŋäjjänä Yeecüwa aŋ taaññe ogo, “Ikee lääñoni, Ika puuccada ina?
281613005b	Nüütka tiil yaaka äccätä me ḍüllü ti ye.” Aŋ ike äcki me woo tiil yek Ruumaan.
2816140049	Aŋ iken taaji Yeecüwa ogo, “Biilkä ke perrä yaanni a yen ŋaani?”
281615008f	Aŋ iken luukcin ogo, “A biilkä yätkä Kaycar yen mä Ruumaan.” Aŋ kiinne ogo, “Waak Kaycar iñe Kaycar, aŋ waak Jooŋ iñe Jooŋ.”
2816160059	Aŋ wääna tiiŋŋene aŋan ye, iken witken ḍiiktin aŋ daljï ïñï aŋ kaaccä woo.
2816170086	Aŋ nïïnnä yaanja ti Cüddügïïnnï äätin Yeecüwa ti, aŋ iken a m'aka jayok ogo juwin tüwnü ti baawgo ti ye, aŋ ike taaji,
2816180092	aŋ kiini ogo, “Nüüto, Müüca jaay ogo, naana oon tüwno i merkä baawgo ti ye, i määden boro koowje ääcee ko woo merkälen yek määden.
281619008a	Aŋ mädin yakkalaŋ kä ŋaṭükel waadgo ti winni. Ïïcca ḍiññä aŋ tüwnü, aŋ batta a giton merkä, aŋ iiŋ dälkene mädgen.
28161a005f	Aŋ cäänna bäätcin ke ḍäk näŋjin nääŋkä keellä aŋ attä ke ŋaṭükel ti muure.
28161b002e	Aŋ düüñïn ti muure iiŋ tüwnü cäänna.
28161c0086	Aŋ äŋ jïñe yen juwin tüwnü ti, m'aka kä ŋaṭükel yaakka ti, iiŋ bi wäätï a yen ŋaani, iken yaaka kuññu yaakka ti?”
28161d0074	Aŋ iken luugi Yeecüwa ogo, “Ikee age yääyin kä yaana ikee batta ŋäjje kä meeŋkani ke teynä yen Jooŋ ye.
28161e0079	Aŋ äŋ jïñe yen juwin tüwnü ti me batta ḍïjï, aŋ batta ḍeygä me, aŋ bi beeljï bata malaŋŋi polloŋ jï.
28161f0080	Aŋ ikee batta age päkin Meeŋka Jiik Jooŋ jï wääna Abrayiim ke Icaak ke Yaagüüp tüwgene kä on ye? I Jooŋ jaajjin ogo,
281620008f	‘Ika agä Jooŋ yen Abrayiim, ke Jooŋ yen Icaak, ke Jooŋ yen Yaagüüp.’ Aŋ ike batta a Jooŋ yen mä tüwïn a Jooŋ yen mä üdïn.”
2816210042	Aŋ wääna ṭoŋ tiiŋŋene nüüṇṇe ye, i witken ḍiiktin.
28162200a2	Aŋ wääna Pïrrïcïïnnï tiiŋŋene ogo Cüddügïïnnï lüüynïï witin Yeecüwa ye, i Pïrrïcïïnnï yoken ḍülï nänṭä keellä ogo taajjï ŋuca.
2816230056	Aŋ yaŋkalaŋ iken ti a nüüto yen jiik ḍoocin yek Jooŋ, aŋ ike puuci taaji ogo,
2816240054	“Nüüto, a iinin yaana wali ye, ken tïïlcïdï jiik ḍoocin yek Müüca ti?”
281625007f	Aŋ luugi Yeecüwa ogo, “‘Pïṭo yüünü Jooŋ bilgä kä jonü muure, ke yorü muure, aŋ ke paydinni yüükü muure.’
2816260033	A iinin yaana tïïlcïdï aŋ ïïjjïdï ye inni.
281627005c	Aŋ yaana bäätcïdï ye beel bata menen, ‘M'ana yiire kä ye bilgä bata yorü aŋan.’
281628007d	Aŋ jiik ḍoocin muure yek Müüca ke nüüṇṇü yen bäṭoni a ḍekin ti jiik ïïnïnï yaaka kä yewwe yaakki ti.”
281629005a	Aŋ wääna Pïrrïcïïnnï yoken agene daa kä ḍülgïn ye, i iken taaji Yeecüwa ogo,
28162a006a	“Ikee payde ogo ŋaaka kä Macii? Ike a minneni yen ŋaani?” Aŋ luugi ogo, “A minneni Daawüüt.”
