2a00000004	Luke
2c110e0058	Tikintieji skubiai išsiuntė Paulių prie jūros, o Silas ir Timotiejus pasiliko tenai.
2c110f008c	Lydėjusieji Paulių keliavo su juo į Atėnus, o po to grįžo į Berėją pranešti Silui ir Timotiejui, kad kuo greičiau vyktų pas jį.
2c11100059	Kol Paulius laukė jų Atėnuose, jis netvėrė apmaudu, matydamas pilną stabų miestą.
2c1111007d	Jis ėjo į sinagogą tartis su žydais ir dievobaimingais pagonimis, kasdien kalbėdavosi su atėjusiais į miesto aikštę.
2c111200cc	Jis ginčijosi su kai kuriais epikūrininkais ir stoikų filosofais. Jam pasakojant apie Jėzų ir Jo prisikėlimą, vieni sakė, kad jis – fantazuotojas. Kiti tvirtino, jog jis perša svetimą mokslą.
2c11130069	Jie pakvietė jį į susirinkimą Areopage: „Ateik papasakoti mums daugiau apie šią naują religiją.
2c11140055	Tu pasakoji mums stulbinančius dalykus. Mes norėtume apie tai išgirsti daugiau.“
2c11150086	(Aš privalau paaiškinti, kad visi atėniečiai, taip pat, kaip ir jų svečiai, temoka leisti laiką, aptarinėdami naujas idėjas!)
2c1116006f	Tada Paulius, atsistojęs Areopago viduryje, prabilo: „Atėniečiai, man rodos, kad jūs labai dievobaimingi.
2c111700b3	Vaikščiodamas ir apžiūrinėdamas jūsų altorius, aš radau vieną užrašą: „Nežinomam dievui!“ Jūs garbinate Jo nepažindami. Kaip aš noriu jums apie Jį papasakoti!
2c11180095	Jis sukūrė pasaulį ir visa, kas tik jame yra. Kadangi Jis yra dangaus ir žemės Viešpats, tai negyvena žmogaus rankomis sukurtose šventyklose.
2c1119008b	Žmogaus rankos čia negali padėti, nes Jam nieko netrūksta. Jis Pats visiems duoda gyvybę, alsavimą ir tenkina visus mūsų poreikius.
2c111a00b5	Visus pasaulio žmones Jis sukūrė iš Adomo ir išsklaidė tautas po žemę. Jis iš anksto numatė kiekvieno iš mūsų kilimo ir nuopuolio laiką ir nustatė universalias ribas.
2c111b0098	Visa tai turi skatinti žmones ieškoti Dievo. Galbūt nujausdami tą kelią dievop, pagaliau Jį atrastų, nors Dievas yra netoli kiekvieno iš mūsų.
2c111c0061	Jame mes gyvename, judame ir esame! Kaip sako vienas jūsų poetas: „Mes esame Dievo vaikai.“
2c111d0091	Jei taip, mes neturime galvoti apie Dievą, kaip apie dievybę, panašią į žmonių sukurtą stabą iš aukso, sidabro ar iškaltą iš akmens.
2c111e007a	Dievas nesmerkė šitų dalykų praeityje, bet dabar Jis skelbia, kad visi atsisakytų stabų ir tik Jį vieną garbintų.
2c111f0080	Jis nustatė dieną, kada teisingai teis pasaulį per Žmogų, kurį Jis nurodė ir paskyrė, prikeldamas Jį iš numirusių.“
2c1120008c	Išgirdę Paulių kalbant apie prisikėlimą iš numirusių, vieni ėmė juoktis, o kiti sakė: „Mes norime išgirsti apie tai vėliau.“
2c11210027	Tuo baigėsi Pauliaus pokalbis su jais,
2c11220090	bet kai kurie žmonės stojo į jo pusę ir priėmė tikėjimą. Tarp jų buvo Dionizas, miesto tarybos narys, moteris, vardu Damaridė ir kiti.
2c12010033	Po to Paulius paliko Atėnus ir nuvyko į Korintą,
2c120200c8	Čia jis susipažino su žydu Akvilu, gimusiu Ponte, kuris neseniai buvo grįžęs iš Italijos su žmona Priskile, nes buvo išėjęs Klaudijaus Cezario įsakymas iškraustyti visus žydus iš Romos.
2c1203004b	Paulius gyveno ir darbavosi su jais, nes ir jie vertėsi palapinių audimu.
2c12040066	Kiekvieną šeštadienį Paulius sakė pamokslus sinagogoje, stengdamasis įtikinti žydus ir graikus.
2c1205007e	Atvykus iš Makedonijos Silui ir Timotiejui, Paulius atsidėjo vien tik mokymui, tvirtindamas žydams, kad Jėzus yra Mesijas.
2c120600e7	Bet žydai nesiliovė prieštarauti ir burnoti prieš Dievą. Jie įžeidinėdavo Jėzų. Paulius nusipurtė nuo rūbų dulkes ir pasakė: „Tesilieja jūsų kraujas ant jūsų galvų. Aš nekaltas ir nuo šiol mokysiu pagonis.“
2c12070082	Po to jis persikėlė į Tito Justo, dievobaimingo pagonio, namus. Titas Justas šlovino Dievą, o jo namai buvo šalia sinagogos.
2c12080083	Tuo tarpu sinagogos vyresnysis Krispas ir jo namiškiai įtikėjo Viešpačiu ir buvo pakrikštyti, kaip ir daugelis kitų Korinte.
2c12090054	Vieną naktį Viešpats regėjime prabilo į Paulių: „Nebijok! Kalbėk! Netylėk!
2c120a005e	Aš esu su tavimi ir niekas negali tau pakenkti. Daug žmonių šiame mieste priklauso Man.“
2c120b0045	Taigi Paulius dar gyveno ten pusantrų metų, mokydamas Dievo tiesų.
2c120c006c	Galionui tapus Achajos prokonsulu, žydai visi kaip vienas sukilo prieš Paulių ir nutempė jį į teismą.
2c120d0072	Jie kaltino Paulių už žmonių įkalbinėjimą garbinti Dievą prieštaraujančiais romėnų įstatymui būdais.
2c120e00a4	Pauliui ėmus gintis, Galionas pasisuko į jo kaltintojus ir pasakė: „Klausykite, žydai, jei tai būtų nusikaltimas, aš būčiau priverstas jūsų paklausyti,
2c120f0095	bet kadangi tai ginčas dėl mokymo, vardų bei kvailų žydų įstatymų, spręskite patys. Manęs tai nedomina ir aš apie tuos dalykus nekalbu.“
2c12100022	Galionas išvarė juos iš teismo.
2c1211006e	Tada minia čiupo Sosteną, naują sinagogos vadovą, ir jį sumušė, bet Galionas į tai nekreipė dėmesio.
2c121200e2	Paulius pasiliko mieste dar keletą dienų. Paskui, atsisveikinęs su krikščionimis, kartu su Priskile ir Akvilu iškeliavo į Siriją. Kenchrėjoje Paulius pagal žydų paprotį nusiskuto galvą, nes buvo padaręs įžadą.
2c12130063	Atvykęs į Efezo uostą, jis mus paliko laive, o pats nuėjo į sinagogą pasikalbėti su žydais.
2c12140052	Jie prašė jį pasilikti dar kelias dienas, bet jis jautė, kad negali užtrukti.
2c1215009f	„Per šventes aš būtinai turiu būti Jeruzalėje“, – pasakė jis, pažadėjęs grįžti į Efezą vėliau, jei Dievas leis. Todėl jis vėl iškeliavo.
2c1216005e	Paulius sustojo Cezarėjos uoste. Aplankęs Jeruzalės bažnyčią, išplaukė į Antiochiją.
2c1217009c	Po kiek laiko jis vėl išvyko į Turkiją per Galatiją ir Frygiją, lankydamas visus tikinčiuosius, drąsindamas juos ir padėdamas stiprinti tikėjimą.
2c12180081	Tuo tarpu vienas žydas, vardu Apolas, puikus Raštų mokytojas ir skelbėjas, ką tik atvyko į Efezą iš Egipto Aleksandrijos.
2c12190099	Egipte jam kažkas papasakojo, ką Jonas Krikštytojas kalbėjo apie Jėzų, bet tai buvo labai nedaug. Jis niekada nebuvo girdėjęs istorijos pabaigos.
2c121a011d	Jis drąsiai ir energingai ėmė skelbti sinagogoje: „Ateina Mesijas! Ruoškitės Jį priimti!“ Priskilė ir Akvilas išgirdo jį šitaip kalbant. Tai buvo nepaprastas pamokslas. Po to jie susitiko su juo ir paaiškino, kas atsitiko Jėzui nuo Jono laikų ir ką visa tai reiškia.
2c121b00de	Kai Apolas sumanė vykti į Graikiją, tikintieji jį padrąsino. Jie parašė savo draugams tikintiesiems, prašydami gražiai priimti Apolą. Dievas puikiai įprasmino jo atvykimą į Graikiją, stiprindamas bažnyčią,
2c121c0072	nes Apolas viešuose ginčuose sugebėjo atmesti visus žydų argumentus, Raštu įrodydamas Jėzų esant Mesiją.
2c13010075	Apolui gyvenant Korinte, Paulius apkeliavo Turkiją ir atvyko į Efezą. Ten jis užtiko kelis mokinius ir paklausė:
2c130200a5	„Ar, tapę tikinčiaisiais, gavote Šventąją Dvasią“? „Ne, – jie atsakė. – Mes nežinome, ką jūs turite mintyje, sakydamas „Šventąją Dvasią.“
2c1303006a	„Tada kokį krikštą jūs esate priėmę?“ – jis paklausė. „Jono krikštą“, – atsakė šie.
2c130400df	Tada Paulius jiems paaiškino, kad Jono krikštas reiškė troškimą atsižadėti nuodėmės ir atsigręžti į Dievą ir kad tie, kurie gavo jo krikštą, turi įtikėti Jėzų, kuris, kaip sakė Jonas, vėliau ateisiąs.
2c13050046	Kai tik jie tai išgirdo, buvo pakrikštyti Viešpaties Jėzaus vardu.
2c13060087	Tada, kai Paulius dėjo ant jų galvų rankas, juos aplankė Šventoji Dvasia. Jie ėmė kalbėti skirtingomis kalbomis ir pranašauti.
2c13070025	Iš viso jų buvo bene dvylika vyrų.
2c1308008f	Paskui Paulius nuėjo į sinagogą ir tris mėnesius kas šeštadienį kantriai pasakojo, kuo jis tiki ir kodėl ragina visus įtikėti Jėzų.
2c130900b7	Kai kurie atmetė jo žodžius ir viešai kalbėjo prieš Kristų. Todėl jis pasitraukė, atsisakydamas vėl juos mokyti. Tikinčiuosius jis pradėjo mokyti Tirano pamokslų salėje.
2c130a0073	Tai truko dvejus metus, ir visi Azijos gyventojai – tiek žydai, tiek ir graikai – išgirdo Viešpaties Žodį.
2c130b003f	Viešpats suteikė Pauliui galią daryti nepaprastus stebuklus.
2c130c008a	Kai ant ligonių būdavo uždedamos skepetaitės ar kūną jo lietę drabužiai, jie pasveikdavo, nuo jų pasitraukdavo piktosios dvasios.
2c130d0103	Keliaujančių žydų būrys, einančių iš miesto į miestą, išvarinėdavo piktąsias dvasias ir sumanė pasinaudoti Viešpaties Jėzaus vardu. Jie sugalvojo tokius burtažodžius: „Maldaujame Jėzaus Kristaus vardu, kurį skelbia Paulius – išeik!“
2c130e0030	Taip darė septyni žydų kunigo Skėvo sūnūs.
2c130f008f	Kai jie tai bandė su piktosios dvasios apsėstu žmogumi, piktoji dvasia atšovė: „Pažįstu Jėzų, žinau Paulių, o jūs kas būsite?“
2c13100062	Apsėstasis puolė taip juos mušti, kad šie turėjo iš namų bėgti nuogi ir sunkiai sužeisti.
2c131100be	Gandas apie tai, kas atsitiko, greitai pasklido po visą Efezą. Tai sužinojo visi žydai ir graikai. Miestą apėmė didelė baimė, o Viešpaties Jėzaus vardas buvo labai išaukštintas.
2c13120118	Daug tikinčiųjų, kurie užsiiminėjo juodąja magija, prisipažino, ką buvo padarę. Jie sunešė kerėjimų bei burtų knygas ir visų akyse sudegino. Kažkas suskaičiavo, kad knygų vertė lygi penkiasdešimčiai tūkstančių sidabro drachmų (tolygu 10 000 JAV dolerių).
2c13140044	Tai rodo, kaip stipriai viso regiono žmones sujaudino Dievo Žodis.
2c131500a3	Vėliau Paulius, Šventosios Dvasios skatinamas, grįždamas į Jeruzalę nusprendė aplankyti Graikiją. „Po to, – sakė jis, – aš turiu vykti į Romą.“
2c13160060	Pirma savęs jis pasiuntė du padėjėjus, Timotiejų ir Brastą, o pats dar užtruko Turkijoje.
2c13170041	Apie tą laiką Efeze dėl krikščionių kilo didelis sąmyšis.
2c1318008e	Vienas sidabrakalys, vardu Demetrijas, samdydavosi daug amatininkų gaminti sidabrinėms graikų deivės Artemidės šventovės miniatiūroms.
2c13190091	Jis sukvietė savo ir kitus vyrus, kurie buvo susiję su tuo amatu, ir kreipėsi į juos: „Vyrai, šis užsiėmimas yra jūsų pelno šaltinis.
2c131a00e2	Kaip jūs matėte ir girdėjote, tas Paulius įtikino daugelį žmonių, kad rankomis padaryti dievai – tai ne dievai. Dėl to mūsų darbų vertė mažėja. Tai aiškiai matyti ne tik čia, Efeze, bet ir visoje apylinkėje!
2c131b0121	Žinoma, aš kalbu ne tik apie mūsų amato situaciją ir pelno sumažėjimą, bet ir apie grėsmę didžiajai deivės Artemidės šventyklai netekti savo įtakos. Ši galinga valdovė Artemidė, kuri buvo gerbiama ne tik šioje Turkijos dalyje, bet ir visame pasaulyje, bus užmiršta!“
2c131c004e	Tada jie dar labiau supyko ir ėmė šaukti: „Didi efeziečių Artemidė!“
2c131d008c	Susirinko minia ir greitai miestą apėmė sąmyšis. Visi skubėjo į amfiteatrą, pagriebė Pauliaus bendrakeleivius Gajų ir Aristarchą.
2c131e0040	Paulius norėjo įsimaišyti į minią, bet mokiniai jo neleido.
2c131f0091	Keletas Pauliaus bičiulių, romėnų provincijos pareigūnų, taip pat pasiuntė jam žinią, prašydami nerizikuoti gyvybe ir neiti į teatrą.
2c13200075	Viduje žmonės reikalavo nežinia ko, buvo didžiulė betvarkė. Iš tiesų daugelis jų nežinojo, dėl ko atėję.
2c13210089	Keletas žydų pastebėjo Aleksandrą ir ištempė jį į priekį. Jis rankos mostu parodė, kad minia nutiltų, ir bandė pasiaiškinti.
2c132200a0	Bet supratę, kad jis žydas, žmonės vėl ėmė šaukti. Dvi valandas nesiliovė šūksniai: „Didi yra efeziečių Artemidė! Didi efeziečių Artemidė!“
2c132300b8	Pagaliau miesto meras įstengė juos nutildyti: „Efezo vyrai! – prabilo jis. – Visi žino, kad Efezas yra didžiosios Artemidės garbintojas. Jos statulėlė nukrito iš dangaus.
2c13240051	Kadangi tai neginčijamas faktas, nusiraminkite ir nieko nedarykite neapgalvoję.
2c13250069	Tačiau jūs atvedėte čia šituos vyrus, kurie nieko nepavogė iš jos šventyklos ir nepiktžodžiavo.
2c132600a5	Jei Demetrijas ir jo bendrininkai turi juos kuo apkaltinti, tai teismai posėdžiauja ir prokonsulai gali tuojau pat išnagrinėti kaltinimą. Tegul sau bylinėjasi.
2c13270072	Jei bus nusiskundimų dėl kitų reikalų, jie gali būti išspręsti nuolatiniuose miesto tarybos susirinkimuose;
2c132800af	romėnų vyriausybė mus gali apkaltinti dėl šios dienos riaušių, nes jos kilo be jokių priežasčių. Jei Roma pareikalaus paaiškinimo, aš nežinosiu, ką atsakyti.“
2c1329001c	Tada jie visi išsiskirstė.
2c14010051	Kai viskas pasibaigė, Paulius atsisveikino su mokiniais ir išvyko į Graikiją.
2c14020032	Pakeliui mokė visuose miestuose, sakė pamokslus.
2c140300b0	Graikijoje Paulius praleido tris mėnesius, ruošdamasis plaukti į Siriją. Supratęs, kad žydai sumanė jį nužudyti, nusprendė pirmiausia vykti šiaurėn, į Makedoniją.
2c140400d1	Keletas vyrų keliavo su juo į Turkiją. Paulių lydėjo berėjiečio Pyro sūnus Sopatras, Aristarchas ir Sekundas iš Tesalonikos, Gajus iš Derbės, Timotiejus bei Trofimas, kurie grįžo namo į Turkiją,
2c1405002b	iškeliavo pirma mūsų ir laukė Troadoje.
2c140600aa	Kai tik baigėsi Velykų iškilmės, mes išplaukėme iš Filipų šiaurinėje Graikijoje ir po penkių dienų atvykome į Troadą Turkijoje. Ten mes užtrukome savaitę.
2c14070099	Sekmadienį susirinkome į duonos laužymo ceremoniją. Paulius sakė pamokslą. Kadangi jis norėjo kitą dieną iškeliauti, kalbėjo iki vidurnakčio!
2c1408004d	Viršutiniame aukšte, kur mes susirinkome, buvo uždegta daugybė žibintų.
2c14090092	Paulius kalbėjo, o vienas jaunas žmogus, vardu Eutichas, sėdėjęs ant palangės, giliai įmigo ir, krisdamas iš trečio aukšto, užsimušė.
2c140a0141	Paulius nulipo žemyn, paėmė jį ant rankų ir tarė: „Nesirūpinkite – jis gyvas.“ Ir iš tiesų – jis buvo gyvas! Baimė ir džiaugsmas nuvilnijo per minią. Jie visi vėl užlipo į viršų ir kartu valgė Viešpaties vakarienę. Tada Paulius kalbėjo dar gana ilgai. Jau aušo, kai jis pagaliau juos paliko.
2c140d0044	Paulius keliavo į Aso žemę sausuma, o mes toliau keliavome laivu.
2c140e0030	Ten susitikome ir kartu plaukėme į Mitilėnę.
2c140f004c	Rytojaus dieną mes praplaukėme Samą, o dar po dienos atvykome į Miletą.
2c1410006a	Šį kartą Paulius nusprendė nesustoti Efeze, nes skubinosi, norėdamas Sekmines atšvęsti Jeruzalėje.
2c14110073	Atplaukęs į Miletą, jis pasiuntė žinią Efezo bažnyčios vyresniesiems, kad atvyktų jo pasitikti prie laivo.
2c14120066	Jiems atvykus, Paulius tarė: „Jūs žinote, vyrai, kad nuo tos dienos, kai tik atvykau į Turkiją,
2c1413007f	aš nuolankiai, su ašaromis akyse tarnavau Viešpačiui. Žydai rezgė įvairias pinkles ir man teko patirti didelių pavojų.
2c1414002a	Aš niekada ir niekur nenutylėjau tiesos.
2c14150098	Tiek žydams, tiek pagonims aš tvirtinau apie būtinumą atsižadėti nuodėmės, atsigręžti į Dievą ir įtikėti mūsų Viešpatį Jėzų Kristų.
2c14160060	Ir štai aš keliauju į Jeruzalę Šventosios Dvasios vedamas. Aš nežinau, kas manęs laukia,
2c1417006c	išskyrus tai, ką Šventoji Dvasia man kalbėjo kiekviename mieste, jog kalėjimas ir kančia dar ateityje.
2c141800b7	Bet nieko nevertas gyvenimas, jei jo nepanaudosiu atlikti darbams, kuriuos Viešpats man paskyrė. Mano misija yra skelbti gerąją naujieną apie nepaprastą Dievo gerumą ir meilę.
2c14190077	Dabar aš žinau, kad jūs visi, su kuriais aš vaikščiojau skelbdamas Dievo karalystę, daugiau manęs nebematysite.
2c141a004f	Leiskite atvirai pasakyti, kad negalite man primesti nė vieno žmogaus kraujo.
2c141b0032	Nes aš nevengiau skelbti jiems Dievo Evangeliją.
2c141c00a1	Todėl budėkite! Nepamirškite maitinti ir ganyti Viešpaties kaimenę. Tai Jo bažnyčia, atpirkta krauju, nes Šventoji Dvasia jums pavedė ją prižiūrėti.
2c141d0085	Gana gerai žinau, kad man pasitraukus iš jūsų tarpo, pasirodys netikri mokytojai ir, kaip plėšrūs vilkai, nepagailės avelių.
2c141e004a	Kai kurie jūs patys iškreipsite tiesą, kad patrauktute į save žmones.
2c141f007f	Saugokitės! Prisiminkite tuos trejis metus, kai aš buvau su jumis ir nuolat jumis rūpinausi. Aš liejau dėl jūsų ašaras.
2c14200098	Dabar aš pavedu jus Dievui, Jo rūpesčiui ir Jo malonei, kuri turi galią padaryti žmones tikinčiais ir atiduoti Jo išrinktiesiems visą palikimą.
2c1421003b	Aš niekada netroškau nei pinigų, nei puikių drabužių.
2c14220073	Jūs žinote, kad dirbau pagal išgales, norėdamas pragyventi ir net tenkinti poreikius tų, kurie buvo su manimi.
2c1423008f	Padėdamas vargšams, aš buvau jums nuolatinis pavyzdys, nes primindavau Viešpaties Jėzaus žodžius: „Didesnė laimė duoti negu imti.“
2c14240042	Pabaigęs kalbėti, jis atsiklaupė ir kartu su visais pasimeldė.
2c14250039	Atsisveikino jie balsu raudodami ir glebėsčiuodami jį,
2c14260054	liūdėdami, kad daugiau niekada jo nebematysią. Po to jie palydėjo jį į laivą.
2c15010083	Atsisveikinę su Efezo vyresniaisiais, mes plaukėme tiesiai į Kosą. Rytojaus dieną mes pasiekėme Rodą, o tada – į Patarą.
2c15020049	Ten mes sėdome į laivą, plaukiantį į Fenikiją, Sirijos provinciją.
2c1503007e	Mes pastebėjome Kipro salą, praplaukdami palikome ją kairėje ir išlipome Tyro uoste Sirijoje, kur buvo iškrautas laivas.
2c150400c1	Mes išlipome į krantą, ir, suradę vietinius tikinčiuosius, praleidome su jais savaitę. Tie mokiniai įspėjo Paulių. Per juos pranašavo Šventoji Dvasia ir patarė nevykti į Jeruzalę.
2c1505008f	Savaitės pabaigoje, kai mes grįžome į laivą, jie visi su žmonomis ir vaikais palydėjo mus į pajūrį, kur meldėmės ir atsisveikinome.
2c15060033	Po to mes sulipome į laivą, o jie sugrįžo namo.
2c15070083	Keliaudami toliau, iš Tyro atplaukėme į Ptolemaidę. Ten pasveikinome tikinčiuosius, bet pasilikome pas juos tik vieną dieną.
2c15080071	Paskui atvykome į Cezarėją ir apsistojome evangelisto Pilypo, vieno iš septynių pirmųjų diakonų, namuose.
2c15090048	Jis turėjo keturias netekėjusias dukteris, kurios galėjo pranašauti.
2c150a0039	Po kelių dienų iš Judėjos atvyko vyras, vardu Agabas.
2c150b00de	Jis taip pat turėjo pranašavimo dovaną. Jis paėmė Pauliaus juostą ir, susirišęs ja rankas, pasakė: „Šventoji Dvasia kalba: „Taip Jeruzalėje bus surištas šios juostos šeimininkas ir atiduotas romėnams.“
2c150c006b	Tai išgirdę, ir mes, ir vietiniai gyventojai, ir jo bendrakeleiviai maldavome Paulių neiti į Jeruzalę.
2c150d009c	Bet jis atsakė: „Kodėl raudate ir draskote man širdį? Aš pasirengęs Jeruzalėje ne tik būti įkalintas, bet ir numirti dėl Viešpaties Jėzaus.“
2c150e0050	Paaiškėjus, kad jo neperkalbėsime, tarėme: „Tebūnie Viešpaties valia!“
2c150f003c	Netrukus, susidėję daiktus, mes iškeliavome į Jeruzalę.
2c15100078	Mus lydėjo mokiniai iš Cezarėjos. Atvykę svečiavomės vieno iš pirmųjų tikinčiųjų kipriečio Mnasono namuose.
2c15110034	Mus nuoširdžiai sutiko visi Jeruzalės tikintieji.
2c15120063	Rytojaus dieną Paulius kartu su mumis nuėjo pas Jokūbą ir Jeruzalės bažnyčios vyresniuosius.
2c1513007b	Mums pasisveikinus, Paulius smulkiai nupasakojo daugelį dalykų, kuriuos Dievas per jį buvo padaręs pagonių kraštuose.
2c151400ac	Jie šlovino Dievą ir sakė: „Matai, broli, daug žydų taip pat atsivertė, bet jie atkakliai reikalauja, kad tikintieji žydai tęstų žydų tradicijas ir papročius.
2c15150089	Čia, Jeruzalėje, žydų krikščionims buvo prikalbėta, kad tu nusistatęs prieš Mozės įstatymus ir draudi jų vaikus apipjaustyti.
2c1516003c	Ką dabar daryti? Jie vis tiek išgirs, kad esi atvykęs.“
2c15170067	Mes patariame štai ką: „Čia yra keturi vyrai, kurie ruošiasi nusiskusti galvas ir duoti įžadus,
2c15180129	Eik su jais į šventyklą ir taip pat nusiskusk galvą. Užmokėk už juos, kad jie galėtų nusiskusti galvas. Tuomet visi matys, kad tu pritari šiam papročiui, kaip ir žydų krikščionys, kad jūs patys laikotės žydų įstatymų ir kad jūsų nuomonė šiais klausimais sutampa su mūsų.
2c151900dc	Tikintiesiems, kurie buvo pagonys, mes iš viso neliepiame laikytis šių žydų įstatymų, išskyrus tuos, kurie draudžia valgyti stabams aukojamą maistą, pasmaugtų gyvulių mėsą bei kraują, ir paleistuvauti.“
2c151a00c7	Ir todėl Paulius, pasinaudodamas jų patarimu, rytojaus dieną nuėjo su vyrais į šventyklą atlikti ceremoniją. Tuo būdu jis paskelbė įžadą kartu su kitais aukoti auką po septynių dienų.
2c151b008b	Praėjus beveik septynioms dienoms, keli žydai iš Turkijos pamatė Paulių šventykloje ir sukurstė prieš jį minią. Jie nutvėrė jį
2c151c00cc	šaukdami: „Izraelitai, gelbėkit! Štai žmogus, kuris eina prieš tautą ir visiems liepia nesilaikyti žydų įstatymų. Jis net kalba prieš šventyklą ir išniekina ją, atvesdamas ten pagonis!“
2c151d007e	Mat tą dieną kiek anksčiau jie buvo matę jį su Trofimu iš Efezo ir manė, jog Paulius bus atsivedęs jį į šventyklą.
2c151e0098	Dėl šitų kaltinimų sujudo visi miesto žmonės ir kilo didelė sumaištis. Paulius buvo ištemptas iš šventyklos, ir vartai tuojau buvo uždaryti.
2c151f0082	Kai jie ketino jį užmušti, romėnų kareivių kuopos viršininkui, tribūnui, buvo duota žinia, kad visoje Jeruzalėje neramu.
2c1520007f	Jis su kareiviais ir šimtininkais atskubėjo prie minios. Minia, pamačiusi atvykstančius kareivius, liovėsi mušti Paulių.
2c15210072	Tribūnas suėmė jį ir liepė surišti dviem grandinėmis. Tada paklausė minios, kas jis esąs ir ką padaręs.
2c15220094	Vieni šaukė viena, kiti – visai kita. Triukšme ir sumaištyje negalėdamas nieko sužinoti, jis įsakė nuvesti Paulių į kareivių stovyklą.
2c152300bb	Kareiviams atėjus prie laiptų, minia taip įšėlo, jog šie turėjo Paulių nešte nešti, kad jo nenužudytų besigrūdantys iš paskos žmonės, šaukdami ir reikalaudami jo mirties.
2c15250130	Kai Paulius turėjo būti vedamas į stovyklą, jis paklausė tribūno: „Gal galiu tau šį tą pasakyti?“ „Moki graikiškai? – nustebęs paklausė tribūnas. – Tai tu ne tas egiptietis, kuris prieš kelis metus sukėlė sąmyšį ir išvedė į dykumą keturis tūkstančius galvažudžių?“
2c1527009f	„Ne, – atsakė Paulius. – Aš esu žydas ir ne iš kokio menko miestelio, bet iš Tarso Kilikijoje. Aš prašau leidimo kalbėti su šiais žmonėmis.“
2c15280091	Tribūnas sutiko. Todėl Paulius atsistojo ant laiptų ir pamojo miniai, kad nutiltų. Greitai minia visai nurimo, ir jis prabilo hebrajų kalba:
2c1601003b	„Broliai ir tėvai, pasiklausykite mano pasiteisinimo.“
2c16020041	Išgirdusi jį kalbant hebrajiškai, minia dar labiau susikaupė.
2c16030104	„Aš esu žydas, gimęs Tarse, Kilikijoje, bet išauklėtas Jeruzalėje vadovaujant Gamalieliui, prie kurio kojų aš išmokau rūpestingai laikytis žydų įstatymų ir papročių. Aš stengiausi šlovinti Dievą savo darbu, kaip ir jūs visi nūnai darote.
2c16040067	Ir aš persekiojau krikščionis iki mirties, surišdamas ir įmesdamas į kalėjimą vyrus ir moteris.
2c160500ff	Kad taip yra, galėtų paliudyti vyriausiasis kunigas ar bet kuris kitas tarybos narys, nes aš prašiau jų laiškų Damasko žydų vadovams su nuorodymais, leidžiančiais visus krikščionis supančiotus atgabenti į Jeruzalę, kad jie būtų nubausti.
2c16060068	Man keliaujant ir artinantis prie Damasko, apie vidurdienį staiga mane apšvietė labai stipri šviesa.
2c16070059	Aš kritau ant žemės ir išgirdau balsą: „Sauliau, Sauliau, kam Mane persekioji!?“
2c16080073	„Kas su manimi kalba?“ – paklausiau aš. Jis atsakė: „Aš esu Jėzus iš Nazareto, kurį tu persekioji.“
2c1609003b	Su manimi buvę vyrai matė šviesą, bet nesuprato kalbos.
2c160a009c	Aš tariau: „Ką man daryti, Viešpatie?“ Viešpats man tarė: „Kelkis ir eik į Damaską, o ten tau bus pasakyta visa, kas tavęs laukia ateityje!“
2c160b0064	Buvau apakintas stiprios šviesos ir tik bendrakeleivių už rankos vedamas, aš pasiekiau Damaską.
2c160c0059	Toksai Ananijas, pamaldusir įstatymui ištikimas žmogus, giriamas visų Damasko žydų,
2c160d0078	atėjęs atsistojo šalia manęs ir pasakė: „Broli Sauliau, praregėk!“ Ir tą pačią akimirką aš jį pamačiau.
2c160e008b	Tada jis kalbėjo: „Mūsų protėvių Dievas pasirinko tave, kad pažintumei Jo valią, išvystumei Mesiją ir girdėtumei Jį kalbantį.
2c160f0039	Tu turėsi visur paliudyti, ką esi matęs ir girdėjęs.
2c1610005e	Tai ko dabar lauki? Eik ir priimk krikštą, nusiplauk nuodėmes, šaukdamasis Viešpaties!“
2c161100c0	Kai jau grįžęs į Jeruzalę vieną dieną meldžiausi šventykloje, regėjimo ekstazėje Dievas man sakė: „Skubėk iš Jeruzalės, nes čia žmonės nepriims tavo liudijimo apie Mane.“
2c1613008e	Aš įrodinėjau: „Bet Viešpatie, jie žino, kad aš mesdavau į kalėjimą ir mušdavau kiekvienoje sinagogoje tuos, kurie tikėjo Tavimi.
2c161400ad	Kada buvo nužudytas Tavo liudytojas Steponas, aš stovėjau ten kartu su jais pritardamas ir saugojau jų drabužius, kuriuos jie nusirengė, mėtydami į jį akmenimis.“
2c1615005a	Bet Dievas man tarė: „Keliauk iš Jeruzalės, nes išsiųsiu tave toli, pas pagonis.“
2c1616008f	Iki tol minia jo klausėsi, paskui visi kartu pratrūko: „Šalin tą tipą! Nušluoti nuo žemės jį. Užmušti jį! Jam nevalia gyventi!“
2c16170042	Jie rėkė, mėtė į orą drabužius ir svaidė saujomis smėlį.
2c16180095	Taip tribūnas įvedė jį į vidų ir liepė nuplakti, kad prisipažintų esąs kaltas. Jis norėjo sužinoti, kodėl minia prieš jį taip įsiuto.
2c161900a2	Kai Paulių, norėdami nuplakti, pririšo diržais, jis kreipėsi į čia stovėjusį šimtininką: „Ar jums valia plakti Romos pilietį, ir dar nenuteistą?“
2c161a0069	Šimtininkas priėjo prie tribūno ir pareiškė: „Ką jūs darote? Šis žmogus yra Romos pilietis!“
