0100000007	Jenesis
2d091300b1	Ian tav ti na mɨkɨm suam, “God kamaghɨn amigha, tizimsua e mɨgɨa ghaze, ‘Ia uan arazir kurabar ivezim iniam?’ Gumazitam o amizitam Godɨn ifongiam iriaghan kogham.”
2d091400b8	Ia gumazamizir kɨniba! Ia Godɨn arazir an amizim bagh an ataran markɨ! Nguazir mɨnem kamaghɨn gumazir an ingarizimɨn mɨkɨman kogham, “Nɨ tizim bagha kamaghɨn nan ingari?”
2d091500fa	Nguazir mɨnemɨn ingarizir gumazim, a uan nɨghnɨzimɨn gɨn mangɨ mɨner pumuning ingarigham. A nguazitam inigh, mɨner pumuning ingarightɨ, tam dughiar ekiam bagh ikɨtɨ, igharazim, me pura bizir kuraba zuraram a mɨkɨnam. Kar an nɨghnɨzim.
2d09160112	God uaghan kamaghɨram ami. God kamaghsua, a uan anɨngagharim azenim datɨghtɨma, gumazamiziba bar an gavgavir ekiam gɨfogham. Nguazir mɨner ivezir kuram iniamiba, kar gumazamizir an asɨghasɨghasava amiba, a dughiar ruarim me ganɨngi. Egh a gɨn me abɨghɨrarɨgham.
2d0917014d	A kamaghsua, an ziar bar ekiam ko dabirabir aghuim azenim girɨghtɨ, gumazamiziba bar a gɨfogham. A fomɨra uan ziar ekiam ko dabirabir aghuim e a ko da iniasa, gumazim nguazir mɨneba akɨrizɨ moghɨn, an en navibar akɨri. Egha uan ziar ekiam ko dabirabir aghuim isa, nguazir mɨner an apangkuvim itibagh ingezɨ, da bar izɨfa.
2d091800aa	Nguazir mɨner apangkuvim iniamin kaba, kar e gumazamizir God deiba. E Israelia merara men tongɨn izezir puvatɨ, e uaghan Kantrin Igharazibar Gumazamizibar tongɨn ize.
2d091900ec	Ezɨ Hosean akɨnafarimɨn, God kamaghɨn mɨgei: “Gumazamizir fomɨra nan adarazi puvatɨziba, datɨrɨghɨn kɨ me dɨpon suam, ia nan adarasi. Kantrin kɨ fomɨra aghuazir kam, kɨ gɨn me mɨkɨm suam, ia kɨ bar ifongezir darasi.
2d091a00bb	Ia faragha danganir mamɨn itima, kɨ ia mɨgɨa ghaze, ‘Ia nan adarazi puvatɨ.’ Egh danganir kamnaghɨra kɨ ia mɨkɨm suam, ‘Ia Godɨn zurazurara angamɨra itimɨn boriba.’”
2d091b017c	Aisaia Israelia gɨnɨghnɨgha kamaghɨn akam akuri, “Guizbangɨra, Ekiam dughiar vamɨra gumazamizir nguazimɨn itiba bar men araziba tuisɨgh, zuamɨra men ivezir kuram isɨ me danighɨva bar me gasɨghasɨgham. Fomɨra, Israelian gumazamiziba, mati ongarimɨn itir gigimɨn mɨn bar avɨraseme, ezɨ pura bizim, me markɨ. Ekiam men ikiavɨra itir varazira, ua me inigham.”
2d091d0105	Bizir kaba Aisaia fomɨra mɨkemezɨ moghɨn otifi, a kamaghɨn mɨgei, “Ekiar Gavgavir Ekiam Itim, en tarazi ataghizir puvatɨzɨ, e itir puvatɨghai. Ezɨ bar guizbangɨra, e bar gevegha gɨvaghai, mati bar fomɨra Sodom ko Gomoran nguibamning bar ikufi.”
2d091e00d7	E manmaghɨn mɨkɨmam? E kamaghɨn mɨkɨmam, Kantrin Igharazibar Gumazamiziba, Godɨn damazimɨn deraghasa ingangarir ekiam gamizir puvatɨ. Me nɨghnɨzir gavgavim Godɨn itima, God ghaze, me nan damazimɨn dera.
2d091f0079	Ezɨ Israelia me Moses Osirizir Arazibar gɨn ghua ingara, Godɨn damazimɨn deraghasa tuavim buriava, a batozir puvatɨ.
2d092000d4	Manmaghɨn amizɨ, me a batozir puvatɨ? Me Godɨn damazimɨn deraghasa, uan gavgavibar pamtem ingarava avenge. Me nɨghnɨzir gavgavimɨn tuavimɨn gɨn zuir puvatɨ. Dagɨar dagariba asim, me a gasaghporaghiri.
2d09210115	Godɨn Akɨnafarim bizir kam mɨgɨa ghaze: “Ia oragh! Kɨ gumazamiziba asaghporir dagɨar mam amɨsevegha a isa Saionɨn Mɨghsɨamɨn anefa. Dagɨar kam a gumazamizibagh amima, me asaghpora daighiri. Egh gumazamizir nɨghnɨzir gavgavim an itiba, me aghumsɨghan kogham.”
2d0a010066	Nan adarasi, God ua Israelia iniasa kɨ uan navir averiamɨn aven bar ifuegha, me bagha God ko mɨgei.
2d0a020097	Kɨ bar deragha Israelia gɨfogha kamaghɨn mɨgei, me Godɨn Arazibar gɨn mangasa bar gavgafi. Egha me guizɨn God ifongezir arazim gɨfozir puvatɨ.
2d0a0300d4	Me, tuavir God ghaze e an damazimɨn derazim, me a gɨfozir puvatɨ. Egha uan gavgavibar, Godɨn damazimɨn deraghasa tuaviba buri. Kamaghɨn amizɨ me Godɨn damazimɨn deraghamin tuavimɨn apengan itir puvatɨ.
2d0a04009a	E fo, Krais Moses Osirizir Arazibagh amizɨma, dar gavgavim gɨfa. Kamaghɨn, tina nɨghnɨzir gavgavim Kraisɨn iti, anarɨra Godɨn damazimɨn deragham.
2d0a0500f7	Gumazamizir Godɨn damazimɨn deraghasa Moses Osirizir Arazibar gɨn zuiba, Moses me mɨgɨa kamaghɨn osiri, “Gumazamiziba Moses Osirizir Araziba mɨgei moghɨn damu egh dughiaba zurara dar amutɨ, arazir kaba me damutɨ, me ikɨvɨra ikiam.”
2d0a06013e	Kar Godɨn Akɨnafarimɨn akar otevir mam, a gumazamizir nɨghnɨzir gavgavimɨn tuavimɨn Godɨn damazimɨn deraziba, a kamaghɨn me mɨgei, “Ia uan navir averiabar kamaghɨn mɨkɨmam markɨ, ‘Tina Godɨn Nguibamɨn ghuavanangam?’” (Akar kam kamakɨn, nɨ Krais e bagh izighirɨsɨ, nɨ mangɨva an azangam?)
2d0a0700b3	“Egh nɨ uaghan kamaghɨn mɨkɨman markɨ, ‘Tina Gumazamizir Oveaghuezibar Nguibamɨn magɨram?’” (Akar kam kamakɨn, nɨ ovevemɨn mozimɨn mangɨ, Krais inigh anangam?)
2d0a0800b6	Ezɨ Godɨn Akɨnafarim kamaghɨn mɨgei, “Godɨn akam bar nɨn boroghɨra iti, a nɨn akatorim ko nɨn navir averiamɨn aven iti.” Kar nɨghnɨzir gavgavimɨn akar e ia mɨgeim.
2d0a0900e4	Nɨ uan akamɨn kamaghɨn mɨkɨm suam, “Iesus a nan Ekiam,” egh uan navir averiamɨn aven nɨghnɨzir gavgavim ikɨ, kamaghɨn fogh, God Iesus gamizɨ a mozimɨn ua dɨkafi, eghtɨ God nɨn akurvaghtɨ, nɨ ikɨvɨra ikiam.
2d0a0a00d1	E fo, nɨ navir averiamɨn nɨghnɨzir gavgavim Iesusɨn ikɨtɨ, God suam, nɨ nan damazimɨn dera. Egh uaghan nɨ uan akatorimɨn suam, “Iesus nan Ekiam,” eghtɨ God nɨn akuraghtɨ, nɨ ikɨvɨra ikiam.
2d0a0b0077	Godɨn Akɨnafarim kamaghɨn mɨgei, “Gumazamiziba nɨghnɨzir gavgavim an itiba, me aghumsɨghan kogham. Puvatɨ.”
2d0a0c011d	Godɨn Akɨnafarim ghaze, “Ekiamɨn ziamɨn diaghamin adarasi, a men akurvagham.” Kamaghɨn amizɨ, Godɨn vamɨra iti, a bar en Ekiam. Eghtɨ gumazamizir an deiba, a bar bizir aghuir avɨriba men akurvagham. Judaba ko Kantrin Igharazibar Gumazamiziba, Godɨn damazimɨn magh gari.
2d0a0e011f	Ezɨ manmakɨn? Gumazamizir nɨghnɨzir gavgavim Godɨn itir puvatɨziba, me manmaghɨn an ziamɨn dɨmam? Egh gumazamizir eghaghanim baraghizir puvatɨziba, me manmaghɨn nɨghnɨzir gavgavim an ikiam? Eghtɨ gumazamizitaba Akar Aghuim me mɨkɨnighan koghtɨ, me manmaghɨn a baregham?
2d0a0f00e3	Eghtɨ siosba Akar Aghuim akurir gumazamiziba amangan koghtɨma, me manmaghɨn akamɨn gun me mɨkɨmam? Godɨn Akɨnafarimɨn aven Aisaia kamaghɨn osiri, “Godɨn Akar Aghuim inigha izir gumazamizibar darorim, a bar dera.”
2d0a10009a	Ezɨ Israelian marasi me Godɨn Akar Aghuim inizir puvatɨ. Aisaia uabɨ kamaghɨn mɨgei, “Ekiam, tinara en Akar Aghuim nɨghnɨzir gavgavim an iti?”
2d0a1100af	Kamaghɨn e fo, nɨghnɨzir gavgavim a gumazamiziba Akar Aghuim barazir tuavimɨn izam. Eghtɨ gumazamizir Kraisɨn akam akuribar tuavimɨn, gumazamiziba Akar Aghuim baregham.
2d0a120152	Ezɨ kɨ ian azai, Israelɨn gumazamiziba me Godɨn Akar Aghuim, me uan kuaribar a baraghizir puvatɨ, o? Kɨ ghaze, me guizbangɨra oraki. E fo, Godɨn Akɨnafarim kamaghɨn mɨgei: “Akam inigha izir gumazibar akatoribar otivir mɨgɨrɨgɨaba, da ghua nguazir kamɨn nguibaba bar dar otozɨ, gumazamiziba bar, men kuariba a baraki.”
2d0a13015e	Ezɨ kɨ ua ian azai, Israelia me ti akar kamɨn mɨngarim gɨfozir puvatɨ, o? Puvatɨ. Me fos. Moses God bagha faragha kamaghɨn mɨkeme: “Kɨ Kantrin Igharazibar Gumazamizir ziaba puvatɨgha pura bizibar mɨn itiba kɨ me inightɨma, ian naviba bar ikuvigham. Kɨ gumazamizir fofoziba puvatɨziba inightɨma, bizir kam ia damightɨ ia ataram.”
2d0a1400a3	Ezɨ Aisaia uaghan Akar Gavgavimɨn kamaghɨn mɨgei: “Gumazamizir na burir puvatɨziba, me nan api. Gumazamizir na bagha azai puvatɨziba, kɨ uabɨ men aka.”
2d0a1500dd	Egha a Israelia gɨnɨghnɨgha kamaghɨn mɨgei: “Kɨ zurara dughiabar men suigh me mughasa me baghavɨra ikia uan dafarim amadagha men azangsɨghavɨra itima, me nan akaba barazir puvatɨgha akɨrim ragha na gasara.”
2d0b0100c2	Kamaghɨn amizɨ, kɨ bizir kam gɨnɨghnɨgha ian azai, God uan gumazamiziba batosi, o? Bar puvatɨ! Kɨ uabɨ Israelɨn gumazir mam, egha Abrahamɨn ovavim, kɨ Benjaminɨn anabar gumazir mam.
2d0b0200c8	God uan gumazamizir fomɨra ua bagha mɨseveziba, a me batozir puvatɨ. Ia Elaijan eghaghanir Godɨn Akɨnafarimɨn itim gɨnɨghnɨgh. Elaija Israelian osemegha me bagha pamtem God azangsɨgha ghaze,
2d0b0300be	“Ekiam, Israelia nɨn akam inigha izir gumazibav soghezɨ me ariaghirezɨ, me nɨn ofa gamir dakozibagh asɨghasɨki. Ezɨ kɨ uabɨra nɨ bagha ikiavɨra itima, me na mɨsoghasava ami.”
2d0b0400c5	Ezɨ God manmaghɨn an akam ikara? A ghaze, “Kɨ ua bagha Israelian tongɨn itir gumazir 7,000ɨn varazira amɨsevezɨ, me Israelɨn ikiavɨra iti. Me asem Baal bagha teviba apɨrizir puvatɨ.”
2d0b050078	Kamaghɨra, dughiar kamɨn uaghan Israelian tongɨn ikiavɨra itir varazira, God men apangkuvigha, ua bagha me amɨsefe.
2d0b0600ee	Guizbangɨra, God men apangkuvigha me amɨsefe. A me amir ingangaribagh nɨghnɨzir puvatɨ. God gumazamiziba mɨsevir arazim, gumazamiziba amir ingangarimɨn tuavimɨn otoghtɨ, Godɨn apangkuvimɨn tuavim, a guizbangɨra otoghan kogham.
2d0b0700fb	Ezɨ manmakɨn? Israelia Godɨn damazimɨn deraghamin bizim bagha pamtem ingara, egha a inizir puvatɨ. Ezɨ Israelian avɨrimɨn tongɨn itir God mɨsevezir varazira, merara a ini. Israelɨn igharaz darasi, naviba gavgavigha Godɨn dɨmdiamɨn aghua.
2d0b0800ce	Godɨn Akɨnafarimɨn osizirim iti: “God me gamizɨ, me mati gumazamizir aremeziba moghɨn akui. Ezɨ men damaziba bizibar garir puvatɨzɨ, men kuariba biziba barazir puvatɨgha, iza datɨrɨghɨn tu.”
2d0b0900ee	Ezɨ Devit Godɨn Akɨnafarimɨn aven kamaghɨn mɨgei: “Kamaghɨn deragham, dughiar me isar ekiaba bagha uari akuvibar, men isar ekiar kaba me damutɨ me irɨ, mati azuazim asɨzim a mɨsoke. Me irɨva, uan arazir kurabar ivezim iniam.
2d0b0a009c	Eghtɨ God men damazibar amightɨ amɨnim men pɨrightɨ, me ua ganan kogham. A me damutɨ me osɨmtɨziba aterɨva akɨraghariba avigh mamaghɨra ikiam.”
2d0b0b0154	Kɨ ua ian azai, Israelia asaghporegh iregh mamaghɨra ikɨ, ua daruan kogham, o? Bar puvatɨ! Guizbangɨra, men arazir kuraba bangɨn Godɨn akurvazim Kantrin Igharazibar Gumazamizibar ize. God kamaghɨn ifonge, Israelia na bagh ua izam, kamaghɨn a Kantrin Igharazibar Gumazamizibar akurvaghtɨ, me men gan naviba ikuvigh ua na bagh izam.
2d0b0c0152	Israelia akɨrim God gasarazɨma, God bizir aghuir avɨriba nguazir kamɨn itir gumazamizibar akura. Israelia Godɨn arazimɨn irezɨ, God akurvazir ekiam Kantrin Igharazibar Gumazamizibagh anɨngi. Kamaghɨn amizɨ, gɨn Israelian God mɨseveziba bar God bagh ua izeghtɨ, God guizbangɨra bizir bar aghuir avɨribar gumazamizibar amuam.
2d0b0d0084	Ia Kantrin Igharazibar Gumazamiziba, kɨ ia mɨgei, God ian tongɨn ingarasa na amadazɨ ingangarir kɨ amir kam, kɨ bar a gifonge.
2d0b0e00a6	Tuavir kamɨn, kɨ uan adarazir nɨghnɨzibar amutɨ, men naviba God ia gamizir arazir aghuim bagh dɨkavam. Eghtɨ nan ingangarir kamɨn, God men tarazi ua me iniam.
2d0b0f00d1	God Israelia batuegha, nguazimɨn itir gumazamizibagh amizɨma me a ko navir vamɨra iti. Kamaghɨn amizɨ gɨn God ua Israelia inightɨ, bar deragham, mati God gumazamizir aremezibar amightɨ, me ua dɨkavam.
2d0b1000e4	Nɨ bretɨn ingar, egh plauan atiaritam inigh faragh a isɨ ofan mɨn God danɨngigh. Eghtɨ arazir kamnangɨn bretɨn igharaziba uaghan Godɨn biziba. Eghtɨ, gumazitam temer biba God danɨngtɨ, an aguaba uaghan Godɨn biziba.
2d0b110177	Israelia mati olivɨn temer aghuir mam, ezɨ God an aguar maba aghoragharɨki. Ezɨ ia Kantrin Igharazibar Gumazamiziba mati ruarimɨn itir olivɨn temer atiamɨn aguaba. God ia inigha olivɨn temer aghuimɨn aguar a dɨghorezibar danganimɨn ia isavsuiki. Ezɨ ia datɨrɨghɨn olivɨn temer aghuimɨn bimɨn daghem isa, mati olivɨn aguar faragha ikezibar mɨn deragha iti.
2d0b1200ea	Ia kamaghɨn nɨghnɨghan markɨ, ia bar deragha guizɨn olivɨn tememɨn aguabagh afira. Ia faragh deravɨra nɨghnigh, egh nɨghnɨzir kam damu. Ia olivɨn aguaba daghem olivɨn bim ganɨdir pu. Puvatɨ. Temer bim daghem ia ganɨdi.
2d0b130076	Eghtɨ ia ti kamaghɨn mɨkɨmam, God e isa, temer aguar kabar danganimɨn e isavsuiraghasa, kamaghɨn ana dar aghore.
2d0b140125	Guizbangɨra, God kamaghɨn ami. Arazir an amizir kamɨn mɨngarim kamakɨn, me nɨghnɨzir gavgavim Godɨn itir puvatɨzɨ, a me aghore. Ezɨ ia nɨghnɨzir gavgavim Godɨn ikia, egha deravɨra iti. Kamaghɨn amizɨ ia deragh uari bagh gan, uari uan ziaba fan markɨ. Ia atiatingtɨ deragham.
2d0b150091	Ia nɨghnɨgh, God fomɨra guizɨn olivɨn aguaba ataghizɨma, da ikezir puvatɨ. Kamaghɨra, ia akaba batoghtɨma a ia ateghtɨ ia ikian kogham.
2d0b16012c	Kamaghɨn amizɨ ia deravɨra nɨghnɨgh. God arazir aghuibagh amua, uaghan ivezir kuraba anɨdi. Gumazamizir an arazibar gɨn zuir puvatɨziba, a ivezir kuram me ganɨdi. Ia an arazir aghuibar suiragh tugh gavgavightɨma, an arazir aghuibar ia damuam. Ia dar amuan koghtɨma, a uaghan ia aghoregham.
2d0b1700e3	Olivɨn temer aguar a fomɨra dɨghoreziba, me nɨghnɨzir gavgavim Godɨn ikian koghamin arazim ateghtɨ, a ua me inigh olivɨn tememɨn me isavsuiragham. Guizbangɨra, God me inigh ua tememɨn me isavsuiraghamin gavgavim iti.
2d0b18010f	Ia fo, ia fomɨra ruarimɨn itir olivɨn atiamɨn aguaba, ezɨ God ia aghoregha olivɨn aghuimɨn ia isavsuiki. Kar guizbangɨra ian temem pu. Kamaghɨn amizɨ, a temer kamɨn aguar faragha an ikezibara inigh ua da isavsuigham, kar ingangarir ekiam puvatɨ, a pura bizim.
2d0b1901ad	Nan adarasi, ia guizɨn akar mogomer mam gɨfoghasa kɨ ia mɨgei. Ia a gɨfoghɨva, kamaghɨn mɨkɨman kogham, ia fofozir ekiam iti. Akar kam kamakɨn: Israelɨn marazi datɨrɨghɨn nɨghnɨzir gavgavim ikian aghua; men arazir kam zurara ikɨvɨra ikian kogham. Me kamaghɨra ikɨ mangɨ, Kantrin Igharazibar Gumazamizir God mɨseveziba bar God bagh izamin dughiamɨn tugham. Eghtɨ me gɨn Godɨn gumazamizibar tongɨn ikiam.
2d0b1a00e0	Tuavir kamnangra God Israelia bar men akurvagham. Godɨn Akɨnafarim kamaghɨn mɨkeme: “Akurvazir Gumazim Jerusalemɨn ikegh izam. Egh a Jekopɨn ovavir boribar amightɨma me Godɨn akam barazir puvatɨzir arazim ategham.
2d0b1b0073	Kɨ men arazir kuraba bar da agɨvaghɨva, egh dughiar kamɨn uan Akar Dɨkɨrɨzir Gavgavir kam me ko a damuam.”
2d0b1c00fa	Israelia Iesusɨn Akar Aghuim akɨrim a gasaragha mati Godɨn apaniba. Ezɨ men arazir kam Kantrin Igharazibar Gumazamizibar akura. God fomɨra uan gumazamiziba amɨsevegha, me gifueghavɨra iti. A men ovavir fomɨra itibagh nɨghnigha kamaghɨn ami.
2d0b1d00b6	God diazir gumazamiziba, a bizir aghuiba me ganɨngi, egh a gɨn uamategh uan nɨghnɨzim giragh kamaghɨn mɨkɨman kogham, ia markɨ, kɨ uan dɨmdiam ko bizir aghuiba ua da iniam.
2d0b1e009a	Ezɨ ia Kantrin Igharazibar Gumazamiziba, ia fomɨra Godɨn akam batoghezɨ, datɨrɨghɨn Israelia a batosi. Ezɨ tuavir kamɨn ia Godɨn apangkuvim ini.
2d0b1f008e	Kamaghɨra, Israelia Godɨn akam batoke. Ezɨ Godɨn apangkuvir ia inizir kamɨn tuavimɨn, me datɨrɨghɨn Godɨn apangkuvim uaghan a iniam.
2d0b2000e1	God kamaghɨn ifonge, a uan apangkuvim gumazamiziba bar men akagham. Kamaghɨn amizɨ, gumazamiziba bar Godɨn akam batoke. God me gamizɨ me kamaghɨn amua, uan arazir kuramɨn apengan ikia kalabuziar gumazamizibar mɨn iti.
2d0b210132	Ame! Godɨn bizir aghuiba ko an fofozim ko an nɨghnɨzim, da guizbangɨra bar ekevegha bar pɨn iti! Egha ongarimɨn mɨn bar kone! Gumazitam o amizitam an nɨghnɨzimɨn mɨngarim manmaghɨn deravɨram a geghanam? Puvatɨ. A zuraram amir araziba, gumazitam o amizitam manmaghɨn dagh fogham? Bar puvatɨ!
2d0b2200e7	Bizir kam, Godɨn Akɨnafarimɨn aven iti: “Guizbangɨra, tina Ekiamɨn nɨghnɨzim gɨfo? Gumazitam bizibar amuamin fofozim Ekiamɨn sure damuan kogham. Gumazitam an faragh mangɨ nɨghnɨziba a danɨngan kogham. Bar puvatɨ!”
2d0b2400c5	E fo, God uan dafarimɨn biziba bar dar ingari, egha dar mɨngarim, ezɨ da a baghavɨra ikia, mamaghɨra iti. Kamaghɨn amizɨ e zurazurara ziar ekiam a danɨng mamaghɨra ikiam! Bar guizbangɨra.
2d0c01015b	Kamaghɨn amizɨ, nan adarasi, kɨ Godɨn apangkuvir ekiam gɨnɨghnɨgha, kamaghɨn ia gakaghori: Ia uari uan inivafɨziba isɨ angamɨra itir ofan mɨn God danɨngvɨra ikɨ. Egh a baghvɨra ikɨva an ingangarim damu. Egh ia God damutɨ, a bizir kam bagh bar akuegham. Ia uari isɨ God danɨngamin arazir kam, kar guizɨn arazir Godɨn ziam fem.
2d0c020135	Ia nguazir kamɨn itir gumazamiziba amir arazibar gɨn mangan markɨ. Ia teghtɨma God nɨghnɨzir igiaba ia danɨngtɨ ia arazir igiabar amuam. Kamaghɨn, ia Godɨn ifongiam gɨfogham, a kamakɨn: ia arazir aghuiba, ko God bar akongezir araziba, ko arazir bar deragha arazir mabagh afiraziba, ia dagh fogham.
2d0c03010d	God uan apangkuvimɨn gɨn ghua ingangarim damuasa bizir aghuim na ganɨngizɨ, kɨ vaghvagha kamaghɨn ia mɨkɨmasa. Ia uari fɨva pɨn uari arɨghan markɨ. Ia deragh nɨghnɨghɨva, God ia ganɨngizir nɨghnɨzir gavgavimɨn ganɨva, tuavir kamɨn ia uari tuisɨgh.
2d0c0400a3	E fo, inivafɨzir vamɨra itima, an aven soroghafariba ko bizir maba sara iti. Ezɨ inivafɨzir kamɨn aven itir bizir kaba, vaghvagha ingangarir igharazibagh ami.
2d0c0500bf	Kamaghɨra, e gumazamizir avɨriba ikia, datɨrɨghɨn Krais ko porogha inivafɨzir vamɨran mɨn oto. Egha inivafɨzir kamɨn aven itir bizir kabar mɨn, e uari inigha Kraisɨn poroghav iti.
2d0c060117	Kamaghɨn amizɨ, God uan apangkuvimɨn gɨn ghua ingangaribar amuasa fofoziba isa mati bizir aghuibar mɨn vaghvagha e ganɨngi. Eghtɨ gumazitam o amizitam, Godɨn akam inigha izir fofozim ikɨva, a uan nɨghnɨzir gavgavimɨn mɨrara deravɨra Godɨn akamɨn gun me mɨkɨmam.
2d0c0700b7	Eghtɨ gumazim o amizim igharazibar akurvaghamin fofozim ikɨva, a deravɨra men akurvagh. Eghtɨ gumazim o amizim igharazibar sure damuamin fofozim ikɨva, a deravɨra men sure damu.
2d0c0801d9	Eghtɨ gumazim o amizim gavgavim igharaz darazir navibar anɨngamin fofozim ikɨva, a bar deravɨra ingangarir kam damu. Eghtɨ gumazim o amizim biziba isa gumazamizibagh anɨdir fofozim ikɨva, an avɨriba me danɨng. Eghtɨ gumazim o amizim ingangarimɨn faragha zuir fofozim ikɨva, a deravɨra an apengan itir gumazamizibar ganɨva ingangarir kam damu. Eghtɨ gumazim o amizim igharaz darazir apangkuvamin fofozim ikɨva, a men apangkuvsɨ bar akongegh mamaghɨra ikɨ.
2d0c0900a6	Ia ifar gumazamizibagh ifongan markɨ, ia uan navir averiabar aven guizɨn gumazamizibagh ifongegh. Egh arazir kurabar aghuaghɨva, arazir aghuibar suiragh gavgafigh.
2d0c0a00a5	Ia uan ikɨzimɨn aven uari uarigh ifongezɨ moghɨn, ia uaghan Kraisɨn adarazir aven uari uarigh ifongegh. Egh ia zurara uarira uan ziaba pɨrafɨsɨ pamtem ingar.
2d0c0b007d	Ia pamten ingarɨva amɨrvaghan markɨ, Godɨn Duam ian navibar amutɨ ia zurara Ekiamɨn ingangarim damusɨ naviba dɨkavam.
2d0c0c00c5	Egh ia, bizir aghuir ia fogha iniamiba bagha mɨzua itiba, da bagh nɨghnɨgh bar akongegh. Egh osɨmtɨziba izamin dughiamɨn, ia ikɨ uaghan da aterɨva tugh gavgavigh, egh zurara God ko mɨkɨm.
2d0c0d00c2	Eghtɨ Godɨn gumazamiziba biziba puvatɨghtɨ, bizir ia itiba men akurvagh. Egh nguibar igharazimɨn gumazamiziba ian bighan izamin dughiamɨn, ia me inigh uan dɨpenibar mangɨ deragh me damu.
2d0c0e0094	Gumazim o amizim arazir kuramɨn nɨ damightɨ, nɨ arazir aghuimɨn a damusɨ Godɨn azangsɨgh. Egh a gasɨghasɨghsɨ Godɨn azangsɨghan markɨ.
2d0c0f0069	Ia igharaz darazi bar akongeghtɨ ia me ko bar akongegh. Egh igharaz darazi osemeghtɨ, ia me ko osemegh.
2d0c1000b5	Ia arazir vabara, gumazamiziba bar me damu. Egh uarira uari fan markɨ. Ia gumazamizir ziaba puvatɨzibar namakabar amu. Kamaghɨn uabɨ gɨnɨghnɨghan markɨ, kɨrara fofozim iti.
2d0c1100a5	Gumazitam o amizitam arazir kuratamɨn nɨ damightɨma, nɨ uam arazir kuramɨn a ikarvaghan markɨ. Puvatɨ. Ia zurara gumazamizibar damazimɨn arazir aghuibar amu.
2d0c12005c	Ia uari navir amɨrizim ikɨva gumazamizir igharaziba ko navir vamɨra ikɨsɨ pamtem ingar.
2d0c13015b	Nan namakar aghuiba, me arazir kuram ia damightɨ, ia men arazir kuram ikarvaghan markɨ. Ia teghtɨ, God uabɨ uan anɨngagharimɨn tuavimɨn me ikarvagham. Ia fo, Godɨn Akɨnafarimɨn aven en Ekiam kamaghɨn mɨgei, “Arazir kuraba ikarvaghamin ingangarim, kar nan bizim. Kɨ uabɨ men arazir kuraba ikarvagh egh ivezir kuraba me danɨngam.”
2d0c1400f8	Nɨ Godɨn Akɨnafarim mɨkemezɨ moghɨn damu, “Nɨn apanim, mɨtiriam an aghɨtɨ, nɨ daghem a danɨng. Egh kuarim an pɨrtɨ, nɨ dɨpatam a danɨng. Nɨn arazir aghuir kamɨn a damightɨ, a uan arazir kuram gɨnɨghnɨgh bar aghumsɨgham.”
2d0c150080	Nɨ arazir kuram ateghtɨ, a nɨ gafighan markɨ. Nɨ arazir aghuim damutɨ, nɨn arazir kam arazir kuram abɨragh a gafiragham.
2d0d0100c2	Gumazamiziba bar gavmanbar apengan ikɨ. E fo, gavmanɨn tam puram otozir puvatɨ. Gavmanɨn ingangariba Godɨn dafarimram oto. Gavmanɨn aven itir gumazamizir dapaniba bar, God uabɨ me arɨki.
2d0d0200dc	Gumazitam o amizitam gavmanɨn gumazir dapanibar akam batoghɨva, kamaghɨn a God uabɨ ingangarir kam damuasa mɨsevezir gumazamizibar akaba batosi. Gumazamizir kamaghɨn amiba, me uari uan arazibar ivezir kuraba iniam.
2d0d0300f7	Gavmanba gumazamizir arazir aghuibagh amiba atiatim me danɨngasa itir puvatɨ. Gavmanba gumazamizir arazir kurabagh amiba atiatim me danɨngasa iti. Kamaghɨn amizɨ, nɨ gavmanɨn atiatingan koghsɨ, nɨ arazir aghuibar amutɨ, me nɨn ziam fam.
2d0d040169	E fo, gavman a mati Godɨn ingangarir gumazim, egha arazir aghuibar ian akurvaghasa ingari. Ia arazir kuram damigh gavmanɨn atiating. Ia fo, gumazamizibagh asɨghɨsɨghamin ingangarim ko gavgavim, gavmanɨn dafarimɨn iti, a puram aningɨn suirazir puvatɨ. A Godɨn ingangarir gumazim, ia te arazir kuram damightɨ, a ian arazir kuramɨn ivezim ia danɨngam.
2d0d05011d	Kamaghɨn amizɨ, ia gavmanbar apengan ikɨ. Ia gavmanɨn apengan ikian kogh, ivezir kuram iniam, kar guizbangɨra. Ezɨ ia uaghan kamaghɨn fogh, ia uan navir averiamɨn aven uan araziba deravɨra da tuisɨgh, arazir aghuibar gɨn mangɨ. Ia kamaghɨn damuva, gavmanbar apengan ikiam.
2d0d0600a1	Gavmanba Godɨn ingangarir gumazamizibar ikɨ, zurara ingangarir God me ganɨngizim deragh a damu. Bizir kam bagh, ia uaghan takisɨn dagɨaba isɨ me danɨngam.
2d0d0700a3	Bizir tizir ia gavmanba danɨngamiba, ia me danɨng. Takisɨn dagɨaba ko takisɨn igharazir maba sara, me danɨngɨva, egh arazir aghuibar me damu, men ziaba fɨ.
2d0d0800fc	Ia ikarvaghamin biziba, tam ikian markɨ, ia bar da gɨfagh. Eghtɨ ikarvaghamin bizir mam zurara ikiam. A kamakɨn: e gumazamizir igharaziba bar me gifuegham. Tina gumazamizir igharaziba bar me gifonge, a guizbangɨra Moses Osirizir Arazibar gɨn zui.
