2800000005	Matye
34020d0113	Me mu obo, bihi si liikabvurulu matuono kundaa Nzaami matala mwohono mu kuulu be bu ligyagha ndagha a Nzaami yi liiluo bihi be, be liikihi yo, ka ti anga ndagha a mbwuru o, lo nkara a bwunu a bu yili yo ndagha a Nzaami yi a ngaŋma, yili mu okabulusala mu be ba liikasa kana.
34020e00ff	Mu kuulu, bandughu mu kana, be beme liinama mabwunu ma Nzaami mama mu Yiisu-Kriste ma mali ku Yude. Behe si liigyagha kundaa baara ba nsie a beme ba baagwene okasa kana mu Yiisu, mpara oyo yi oogyagha banga-a-kana baba ku Yude kundaa baara ba nsie a bomo.
34020f0087	Me bo baadzwi Mfumu Yiisu ya mibighili, me bo baamwehẽ bihi kimini. Bo ka baakagwa Nzaami esee o ya bo bali mitaara mi baara bwohono.
34021000a8	Bo baakakahaba bihi mu oluo baala ka bali ba-Dzwife o maluo ma maabvwuhu bo. Obo me bu baakakwuhu eteese ki masumu ma bo matala mwohono. Lo nkehe a Nzaami yiibwi mu bo.
34021100cd	Lo mu bihi, bandughu mu kana, bihi lili la ya be mu manyuru mu mana matala, lo ka mu mukolo o. Mu matala ma, bihi lili a nzala a oyamono be yi alagha, ya bihi lili mu okasa mpini mpaala ndagha oyo yikughu.
340212006d	Mansa malagha, bihi liikasagha oyamono be, ya meme Poole aangyeele ogya kundaa be, lo Satana aakakahaba bihi.
34021300a8	Mu obo, nande li emiini e bihi? Nande li esee e bihi? Nande li kagha lili mutwunu a bihi? Ka ngu behe si ŋa nkulu a Mfumu a bihi Yiisu, mu matala ma akala aagya nde o?
3402140033	Mu engaŋma, me be lili nsia a bihi ya esee e bihi.
340301006d	Me mu obo, buulu bihi ka liifirileene okebe o, bihi liigwolo munkaana wu osyili ngasighi ku bvulu lili Atene.
34030200bc	Ya bihi liigweghe be Timote, wuli ndughu a bihi mu kana, wu aakasala ya Nzaami mu okatsala Nsia yi Mbwe yi a Kriste emõ ya bihi, mpaala nde agwa be mpini ya bukyini mu osa mukama mu kana.
34030300c8	Mpaala mbwuru anyaã okala a mukolo maã-maã mu nkooro a kimini li lili mu okamono bihi-a-be matala ma. Buulu, be ligyighili osoolo beme ti mpara oyo yili kunsa bitsimi bi ókuru Nzaami mu bihi-a-be.
3403040094	Mu matala ma líli bihi kundaa be, bihi líitswama okalyele be ti sa bamwehẽ bihi-a-be kimini li lilagha. Ya be lisoolo ti mandagha mamo maakeele.
34030500c9	Me mu obo, me ka aafirindeene okebe o ya me aangweghe Timote mu oyabagha mansia ma kana li be, bu limono nzala a mweẽ ti nkini a nki Nga-a-bigyeele maagyeele be, ya mara esala e bihi ekala kii bwunu.
340306012c	Lo mu matala ma, Timote wu fi kundaa be, maayabvughuru kundaa bihi, ya nde aayagwa bihi mansia ma mabwe mama kana li be, mama dzyi li be. Nde aalyele bihi bitsimi bi bibwe bi liikebe be mu bihi ya ti be lili a nkara a nzala a ofirimono bihi, ti bwunu a bu lili a bihi si nkara a nzala a ofirimono be.
3403070072	Mu obo, bandughu mu kana, ŋa kara a mpara ya kimini li bihi, bihi liibagha bukyini mu be, mu nkooro a kana li be.
3403080054	Mu matala ma, bihi liifiribagha bumweẽ, mu kuulu be lili mu okasa mukama mu Mfumu.
3403090084	Bunu-abo bihi likughu obvurulu matuono kundaa Nzaami mu nkooro a be, mu esee kyehene ki lili a bihi mu be ŋa nkulu a Nzaami a bihi?
34030a0081	Mpyibi ya mwi, bihi liikabuono Nzaami ku olagha mpaala bihi lifirimono be ya libwehe mandagha ma mali mu okagweene mu kana li be.
34030b006f	Nyaã Nzaami ndeme wu li Taara a bihi-a-be, ya Mfumu a bihi-a-be Yiisu, badzubulu bihi nzili yi ogya kundaa be!
34030c007f	Nyaã Mfumu asa kuulu ti dzyi li be lilwulu ya lipfini ŋa kara li be ya babake ya baara bwohono, ti bu oli dzyi li bihi mu be!
34030d00d5	Nyaã nde agwa mikolo mi be mpini mpaala be likala baara baba bungili, gwene a epfwumu ki baasyeme ŋa nkulu a Nzaami wu li Taara a bihi, mu matala ma oogya Mfumu a bihi Yiisu ya baba ngili ba nde bwohono! Aamene!
34040100f8	Bandughu mu kana, mu omana, bihi liigyihi be nki nzya-nzyara be lifaana okala a yo mu ogwa Nzaami esee, ya be lili mu okadzyara obo. Lo mu matala ma, bihi lili mu okaluomo be ya lili mu okatumu be mu nkwumu a Mfumu Yiisu mu ofirigyighili mi miluru.
340402004a	Mu kuulu, be lisoolo nki maluo bihi liigwi be ma maafi kundaa Mfumu Yiisu.
340403006f	Dzyi li Nzaami lili ti be likala baara ba bátwulu mu libee mu okala ba baba ndaa nde, linyaã okala a enkwunu.
3404040058	Nyaã nswe mbwuru mu be agyighili osuolo mukala a nde mu okala kunsa bungili ya budziri.
3404050066	Nde ka faana onama bisee bi musunu o ti bu ookasa baala ka bali ba-Dzwife o, ba bagwene osoolo Nzaami.
34040600cf	Mu ndagha yi, mbwuru si mumõ anyaã osa bubi bwunu we opfiri ndughu a nde mu kana, mu kuulu bihi liitswama olyele be yo ya osuo bumpughulu bu ndagha yi: Mfumu aakasyeme baara ba baakagyighili mandagha mamo.
3404070075	Mu kuulu, Nzaami ka aati bihi mbili mpaala bihi likakala kunsa mandagha mama osuŋumu o, lo mu okakala kunsa bungili.
340408007b	Me mu obo, nswe munde wu aabihi maluo ma, nde ka mbwuru abihi o, lo nde Nzaami wu aakagwa be Mufulu a nde wu a Ngili abihi.
340409009c	Mu mi mitala dzyi lili bandughu mu kana, be ka lili a nzala a kuulu ti basono be mukaana o, mu kuulu Nzaami aaluo be bunu be lifaana okadzyi babake be a be.
34040a00a5	Me obo behe si liikasa kundaa bandughu mu kana bwohono ba bali ku nsie yi a Masedwane yohono. Lo bandughu ba me mu kana, bihi ligwi be mpama mu ofirigye linku-nkulu.
34040b007e	Liikasagha okala kunsa edzuunu, mu okatala yini a mandagha ma beme, ya mu okasala mu myaã mi be, ti bu liigwi bihi be litumu.
34040c008a	Mpaala nzya-nzyara a be yikala yi a budziri ŋa mihi mi baara baala ka bali banga-a-kana o, ya be linyaã okala leme kundaa mbwuru mukimi.
34040d00af	Bandughu mu kana, bihi ka lidzyi o ti be likala kunsa nzi-nzimini mu mi mitala baara ba bákpi, mpaala be linyaã okala kunsa minyoõ ti anga baara babake ba bagwene a emiini.
34040e0092	Mu kuulu, kala ti bihi liikasa kana ti Yiisu aakpi ya aasighili mu lipfu, bwunu obo si Nzaami akala aasiili mu Yiisu, emõ ya nde baara ba bákpi.
34040f00b4	Ligyughu ndagha yi lilyele bihi be, yo yili ndagha yi ólyele Mfumu: Bihi-a-be ba liikala mweẽ tee mu matala ma oogya Mfumu, ka akala liikala ku nkulu a babo ba bátswama okpa o.
34041000c2	Mu kuulu Mfumu ndeme, mu engubu kii litumu, ya mu likyi li mfumu a bangye-yulu ya lili mvulu-a-mvulu a Nzaami, bu aafa ku yulu, sa ayakumunu ya ba bákpi mu Kriste sa batswama osighili mu lipfu.
34041100b5	Ŋa nseele, bihi-a-be ba lili nkini mweẽ, sa baseene bihi-a-be nzili mõ ya bo mu bidzi mu obwana a Mfumu, mu engye-a-ngye. Ya obo me bu liikala bihi-a-be matala mwohono ya Mfumu.
3404120032	Mu obo, mu mandagha mamo liikagwa be a be bukyini.
340501007a	Bandughu mu kana, mu mi mitala matala bwunu we ena ki ookeele mandagha mamo, be ka lili a nzala a kuulu ti basono be mo o.
3405020063	Mu kuulu, be beme ligyighili osoolo ti etsughu e Mfumu sa egya ti anga bu ookagya muturu mu mpyibi.
34050300c3	Mu matala ma akala oolyele baara ti: «Bihi lili mu edzuunu ya lili kunsa nke-nkebe yimbwe!» Oŋo mu ensihibi obyihi sa obwa mu bo ti anga misuo mi oburu, ya ka okala a mbwuru wu akala aabara o.
3405040084	Lo be bandughu mu kana, be ka lili kunsa mpyibi yi a laŋa-laŋa o, mu kuulu etsughu ekye egya kundaa be mu ensihibi ti anga muturu.
3405050090	Mu kuulu be bwohono lili baana ba otsyeme, baana ba mwiĩ. Bihi-a-be ka lili baara baba mpyibi o, bwunu we baara baba mpyibi yi a laŋa-laŋa o.
3405060088	Mu obo, bihi-a-be linyaã ogyoŋomo ensama ti anga baara babake. Lo litswe likahala mihi ya likala a nzya-nzyara yi faana ya yi budziri.
3405070077	Mu kuulu, baara ba baakagyoŋomo, mu mpyibi baakagyoŋomo ensama, ya baara ba baakakolo mala, mu mpyibi baakakolo mala.
34050800d4	Lo bihi-a-be ba lili baara ba mwiĩ, litswe likala a nzya-nzyara yi faana ya yi budziri, litswe lilaha kana ya dzyi ti anga enkuru kii mu esyeẽ ki baakakyi butulu, ya emiini kii obvwughu ti anga mpu yi esyeẽ.
340509007e	Mu kuulu, Nzaami ka ásuolo bihi-a-be mu ogyagha nkehe a masyeme ma nde o, lo mu obagha obvwughu mu Mfumu a bihi Yiisu-Kriste,
34050a0093	wu aakpi mu nkooro a bihi mpaala, ngu okala ti bihi-a-be lili mu okakahala mihi, bwunu we lili mu okagyoŋomo ensama, bihi-a-be likala emõ ya nde.
34050b0064	Mu obo, liikagwa be a be mpini ya liikabaha bana mu okulu mu kana, ti bwunu a bu liitswama okasa be.
34050c00a3	Bandughu mu kana, bihi liluomo be mu okala a budziri mu baara baala ŋa kara li be bali mu okasala mu be, ba bali mu okatumu be mu Mfumu ya ba bali mu okagyehe be.
34050d006a	Liikagwa bo budziri bu bulagha ya liikadzyi bo mu nkooro a bigyighili bi bo. Liikakala mu edzuunu be a be.
34050e00a9	Bandughu mu kana, bihi ligwi be mpama mu okagyehe babolo, mu okagwa banga a nzalamweẽ bukyini, mu okabaha ba bakolo. Liikakala a mukolo wu munene kundaa baara bwohono.
34050f0086	Liikasa mayele, mbwuru si mumõ anyaã obvurulu bubi mu bubi, lo matala mwohono, liikasagha osa bubwe be a be ya kundaa baara bwohono.
3405100021	Liikakala mu esee matala mwohono.
340511001a	Liikabuono matala mwohono.
3405120063	Liikabvurulu matuono mu mandagha mwohono, mu kuulu lilo me waa li Nzaami kundaa be mu Kriste Yiisu.
3405130025	Ka lidzihibi mbaa a Mufulu a Ngili o,
3405140030	ka likatsaala mandagha ma ookalyele mibighili o,
3405150042	ligyighili okakeene mandagha mwohono, liikakebe mandagha ma mabwe.
3405160023	Liikabihi osa bubi mu bifa byehene.
34051700e6	Nyaã Nzaami wu edzuunu ndeme asa be baba ngili kuu mukughu. Nyaã ti embwuru e be kyehene, mufulu a be, muwumunu a be, nyuru a be, bikala bi bákebe bubwe bi bigwene a yi baasyeme tee mu matala ma oogya Mfumu a bihi Yiisu-Kriste!
340518004c	Mbwuru wu aati be mbili, li wu bakughu osa kana mu nde: Nde aasa ndagha oyo.
3405190028	Bandughu mu kana, liikabuono si mu bihi.
34051a0054	Ligwa bandughu mu kana bwohono mamboro mu onyuburu ku ofaana ya kuu baana ba Nzaami.
34051b0057	Me mbuono be mu nkwumu a Mfumu: Litaã mukaana wu ŋa nkulu a bandughu mu kana bwohono!
34051c0036	Nyaã bwehe bu Mfumu a bihi Yiisu-Kriste bukala ya be!
350000000c	2 Tesalonike
35010100ad	Me Poole, emõ ya Silibvĩ ya Timote, lisono mukaana wu kundaa libwunu li Nzaami li lili mu bvulu lili Tesalonike, libwunu li Nzaami Taara a bihi ya lili Mfumu Yiisu-Kriste:
3501020064	Nyaã bwehe ya edzuunu bi bifi kundaa Nzaami Taara a bihi ya kundaa Mfumu Yiisu-Kriste bikala ya be!
35010300ed	Bandughu ba me mu kana, mu nswe matala, bihi lifaana okabvurulu matuono kundaa Nzaami mu be. Oli bubwe kundaa bihi mu okasa obo, mu kuulu kana li be lili mu okakulu ku olagha, ya dzyi li lili a be bwohono bana ya babamo lili mu okapfini.
35010400a0	Me mu obo bihi lili a mutwunu mu okabili mu be mu mabwunu ma Nzaami, mu nkooro a mukama ya kana li be ŋa nkulu a bigyeele byehene ya kimini bi liikabwana a be.
350105008f	Ekye me elyimi kii mumfwunu a Nzaami wu bunsumu, mpaala be likala baara baba mukughu mu Emfumu e Nzaami kiili, be lili mu okamono mpara mu kye.
350106006b	Mu kuulu kala oli ngaŋma ti Nzaami li bunsumu, nde sa abvurulu mpara kundaa babo ba baakamwehẽ be mpara.
35010700a2	Mu matala ma oomoŋono Mfumu Yiisu, ŋa akala aafa nde ku yulu ya bangye-yulu ba nde baba lileene, Nzaami sa agwa be ogwumu, emõ ya bihi, be ba lili kunsa mpara.
3501080087	Yiisu sa agya munsa mile mi mbaa, mu osyeme ba bagwene osoolo Nzaami ya ba bagwene a bintamana mu Nsia yi Mbwe yi a Mfumu a bihi Yiisu.
3501090071	Masyeme ma ofaana obagha baara babo me obyihi kuu mibvu ya mibvu. Bo sa bakala la ya Mfumu ya nsia a mpini a nde.
35010a00f1	Mandagha mamo sa makeele mu etsughu ki oogya Mfumu. Mu obo, bwohono ba bali baba ndaa nde sa bagwa nde nsia, bwohono ba baakasa kana sa bagwa nde masyighi. Behe si sa likala emõ ya bo, mu kuulu be liisi kana mu bumpughulu bu liisuo bihi be.
35010b00d9	Me mu obo bihi liikasamana matala mwohono mu be, mu kuulu Nzaami a bihi aamono ti be lili baba mukughu mu mbili yi áti nde be, ya nde akuhu mu lileene li nde, bitsimi byehene bi bibwe ya bigyighili byehene bibi kana,
35010c008c	mpaala nkwumu a Mfumu a bihi Yiisu yikala a nsia mu be, ya be likala mu nde, ti bwunu a bu oli bwehe bu Nzaami a bihi ya Mfumu Yiisu-Kriste.
3502010074	Bandughu mu kana, mu mi mitala oyabvughuru o Mfumu Yiisu-Kriste ya obvuŋunu o bihi-a-be ya nde, bihi liluomo be bu:
35020200d2	ka lisa o kuulu ti bitsimi bi be bigwimi maswa-maswa mu nkooro a ndagha yi osuo mufulu, mu ndagha nga-mõ bwunu we mu nkooro a mukaana wu baalyele ti kundaa bihi aafi, wu li mu okalyele ti etsughu e Mfumu eeto.
350203008c	Mbwuru anyaã opfiri be mu ndagha si mõ. Nsomo etsughu ekye egya, baara sa batemene a Nzaami nsumu, ya Mbwuru wu Mubi wu obyii sa amoŋono.
35020400b4	Nde sa atemene nsumu ya byene bi baakata ti nzaami, bwunu we byehene bi baakasyighi. Nde sa ato tee mu eteese kii oyibwa nsini mu Nzo a Nzaami, ya ki olyele ndeme ti nde me Nzaami.
350205005c	Be ka lili mu olibili mweẽ o ti me áli andyele be ndagha yi ŋa ándi me nkini kundaa be?
3502060071	Ya mu matala ma be ligyighili osoolo emakye eli mu okakwara nde, mpaala nde amoŋono yini a mu matala ma bákuru.
3502070079	Mu kuulu mansweghe ma bubi mali mu okabulusala, lo sa masomo mu osala ku obvulu ŋa odzimini munde wu li mu okakwara nde.
350208008c	Mu obo Mbwuru wu Mubi sa amoŋono, lo Mfumu Yiisu sa adzwa nde mu mufulu a muŋma a nde ya sa akala adzihibi nde mu matala ma aamoŋono nde.
3502090071	Ogya o Mbwuru wu Mubi sa omoŋono mu lileene lili Satana, mu mpaana yi mawa-mawa, mu bilyimi ya bimaã bibi mpya,
35020a0098	ya mu opfiri kuu mawa-mawa ya ogwene ku bunsumu kundaa babo ba baagwuŋumu, mu kuulu bo ka baagyagha dzyi lili engaŋma liili áli likughu obvwuhu bo o.
35020b004f	Me mu obo Nzaami li mu ogweghe bo mufulu wu ogwuŋumu mpaala basa kana mu mpya,
35020c0090	mu kuulu basa muyala kundaa baara bwohono baala ka baasi kana mu engaŋma o, lo baala baamono esee mu okagyighili mandagha mama gwene a bunsumu.
35020d011e	Bandughu mu kana ba ookadzyi Mfumu, bihi me baala lifaana okabvurulu matuono kundaa Nzaami matala mwohono mu nkooro a be. Mu kuulu, Nzaami ásuolo be mu okala baba nsomo mu obvwughu, mpaala be libvwughu mu libaha li Mufulu wu aakasa ti be likala baba ngili ya likala a kana mu engaŋma.
35020e0078	Nzaami áti behe si mbili mu nzili a Nsia yi Mbwe yi líluo bihi be, mpaala be libagha nsia a Mfumu a bihi Yiisu-Kriste.
35020f0075	Me mu obo, bandughu mu kana, lisa mukama ya likwara maluo ma liiluo bihi be, ngu okala mu mbiili bwunu we mu mukaana.
350210009f	Nyaã Mfumu a bihi Yiisu-Kriste ndeme ya Nzaami Taara a bihi, wu áadzyi bihi ya wuulu mu bwehe bu nde, aagwi bihi mpama yi a mibvu ya mibvu ya emiini ki ebwe,
3502110056	bagwa be mpama ya mpini mu okasa bigyighili bi bibwe ya mbiili yi mbwe matala mwohono!
35030100a4	Mu omana, bandughu mu kana liikasamana Nzaami mu nkooro a bihi, mpaala ndagha a Mfumu yitsaŋama mu maswa-maswa ya yibagha nsia ti anga bu yili a yo nsia kundaa be.
3503020085	Liikasamana si Nzaami mpaala bihi libvwughu ŋa myaã mi baara ba nga-a-ebaghala ya ba babi, mu kuulu baara bwohono ka bali a kana o.
350303005a	Lo Mfumu li wu bakughu osa kana mu nde, nde sa agwa be mpini ya sa akala be mu Nga-a-bubi.
350304006e	Bihi lili a kana mu Mfumu ti be lili mu okasa ya be sa lifirikasa mandagha mwohono ma lili mu okatumu bihi be.
350305005d	Nyaã Mfumu akatumu mikolo mi be mpaala be likadzyi Nzaami ya likala a mukama ti wu a Kriste!
35030600ae	Bandughu mu kana, mu nkwumu a Mfumu a bihi-a-be Yiisu-Kriste, bihi ligwi be litumu mu okala la ya nswe ndughu mu kana wu li mubolo, wu agwene okanama maluo ma liiluo bihi be.
3503070062	Be beme lisoolo bu lifaana onama be efaana e bihi, mu kuulu bihi ka liili babolo ŋa kara li be o.
35030800a9	Bihi ka liili bi-odza bi mbwuru ku o bwunu o. Lo kunsa esala ya kunsa mpara, mpyibi ya mwiĩ bihi liikasala mpaala linyaã okala leme kundaa mbwuru mumõ ŋa kara li be.
350309006b	Ka mu kuulu ti bihi ka liili a muswa o, lo mu kuulu bihi bameme liidzyi osuo be efaana ki lifaana be onama.
35030a0073	Buulu, ŋa líli bihi kundaa be, bihi líkagwa be litumu li: Kala ti mbwuru ka dzyi okasala o, lo anyaã si okadza!
35030b0095	Lo bihi lili mu okagyughu ti baara bana ŋa kara li be bali kunsa bubolo, ya ŋa ebini kii osala, bo bali okabulunama mandagha ma magwene a mubwughu.
35030c00a6	Mu nkwumu a Mfumu a bihi-a-be Yiisu-Kriste, bihi lili mu okagwa litumu ya mpama kundaa baara baba obo, mu okasala mu edzuunu mu kuulu babagha bi-odza mu mpini a bomo.
35030d003a	Lo kundaa be bandughu mu kana, ka likolo mu okasa bubwe o.
35030e00ab	Kala ti mbwuru bihi onama mandagha ma liitumu bihi munsa mukaana wu, lisa kuulu ti baara bwohono basoolo nde ya ka lifirikala a endughu ya nde o, mpaala nde amono bupfiri.
35030f0055	Ka limono nde ti anga mutaara o, lo ligyehe nde ti anga bu baakagyehe ndughu mu kana.
350310007a	Nyaã Mfumu wu edzuunu, ndeme akagwa be edzuunu mu matala mwohono ya mu mandagha mwohono. Nyaã Mfumu akala ya be bwohono!
350311007a	Me Poole, me ngwi be mboro, bu nsono yo mu kwogho e meme. Ekye me enyeme ki aakansa me mu mikaana myehene mi aakansono me.
3503120043	Nyaã bwehe bu Mfumu a bihi-a-be Yiisu-Kriste bukala ya be bwohono!
3600000008	1 Timote
360101006e	Me Poole, ntumu a Yiisu-Kriste mu litumu li Nzaami Mubvwuhu a bihi, ya lili Yiisu-Kriste, wu li emiini e bihi,
36010200aa	nsono mukaana wu kundaa Timote, nkara a mwana a me mu kana. Nyaã ti bwehe, nyiĩ ya edzuunu bi bifi kundaa Nzaami Taara ya kundaa Mfumu a bihi Yiisu-Kriste bikala ya we!
36010300a3	Ti bwunu a bu ángwi me we litumu mu matala ma ákangye me ku Masedwane ti kala ŋa Efedze, mpaala we kahaba baara babake mu onyaã okatsala nsia a maluo mama mpya
36010400bb	ya mu onyaã osa mukolo mu masaba ya mu okataŋana mankwumu ma bankagha-kwuru ma magwene a masini. Mandagha mamo maakaburu munsohobo ŋa ebini kii osala esala e Nzaami ki baakasa mu kana.
3601050070	Mupfunu a litumu lilo ngu osuo dzyi li lifi mu mukolo wu a tse-tse, mu bitsimi bi bibwe ya mu kana lili ngaŋma.
360106005e	Baara babake, bu baabihi onama mandagha mamo, baagyene mu okabulusa nkele yi gwene a mubwughu.
36010700ad	Bo badzyi okala baluo ba mikyene, lo bo bomo ka bali mu okabaghala mandagha ma bali mu okalyele bo o, ngu okala mandagha ma baakalyele bo ya enziini ti mo mali mama ngaŋma.
360108004e	Bihi-a-be ligyili osoolo ti mikyene mili mibwe kala ti basalala mye bu ofaana.
360109016c	Bihi-a-be si lisoolo ti mikyene ka bágwi mye mu nkooro a baara baba nsumu o, lo mu nkooro a baara ba baagwene okanama Mikyene ya ba baakagyighili mandagha ma mabi, baara ba babi ya banga-a-masumu, baara ba baagwene okagwa Nzaami budziri ya ba baagwene okagwa bilogho bibi ngili budziri, ba baakadzwa bataara babo ya ba baakadzwa bangughu babo, ba baakadzwa baara,
36010a00d0	baara banga-a-enkwunu, babaghala ba baakabvughu mbughu ya banganda babaghala, minta-nkaala mi bankana, banga a mpya, ba baakalaba mukihi wu a mpya, ya baara bwohono ba baakatemene maluo mama ngaŋma ngangala.
36010b0054	Obo me bu oli nsia yi mbwe yi a nsia a Nzaami nga a esee, nsia yi mbwe yi baagwi me.
36010c00af	Me mbvurulu matuono kundaa Yiisu-Kriste mfumu a bihi, nde wu aagwi me lileene, mu kuulu nde aamono ti me ndi mbwuru wu bakughu osa kana mu nde bu aasi ti me nsala esala e nde,
36010d00b3	me wuulu nsomo áakantsua Nzaami, áakamwehẽ banga-a-kana kimini, nga a eŋma. Lo Nzaami aamono me nyiĩ mu kuulu me áakangyighili mandagha mamo kunsa nzi-nzimini, wene a kana.
36010e0074	Ya bwehe bu Mfumu a bihi bu bulagha buumoŋono mu me, nde aagwi me kana ya dzyi bi biikafa mu bumõ ya Yiisu-Kriste.
36010f00b9	Ndagha yi yili yi a ngaŋma ya yiili baara bwohono bakughu okihi yo: Yiisu-Kriste aagyi ŋa nsie mu oyabvwuhu banga-a-masumu. Ya me, me ndi mbwuru wu a nsomo ŋa kara li banga-a-masumu.
36011000be	Lo Nzaami aamono me nyiĩ, mpaala mu me, wu ndi wu a nsomo, Yiisu-Kriste asuo mukolo a nde wu munene ti anga efaana kundaa babo ba baasa kana mu nde mpaala babagha laama lili mibvu ya mibvu.
360111009c	Nyaã nsia ya budziri bikala kundaa Mukogho wu matala mwohono, wu aagwene okamoŋono, wu aagwene okakpa, Nzaami yini a mumõ, mu mibvu ya mibvu! «Aamene!»
360112009d	Timote mwana a me, me ntumu we mu odzwana mvulu yi mbwe, ti bwunu a bu oli mandagha ma ótswama olyele mibighili mu nkooro a we, mpaala we bagha mpini mu mo,
3601130069	we bukebe kana ya bitsimi bi bibwe. Bitsimi bi bibwe bibye, babake baatsili bye ya baadzihibi kana li bo.
360114007b	Imene ya Alesandere bali ŋa kara li baara babo. Me aanyaghala bo ŋa myaã mi Satana mpaala bo banyaã ofirikatsua Nzaami.
3602010086	Mu obo, nsomo-a-nsomo me gwi be mpama mu akaluomo, mu okasamana, mu ookabuono ya mu okabvurulu matuono kundaa Nzaami mu baara bwohono,
36020200a6	mu nkooro a mikogho ya mu nkooro a baara bwohono ba bali a litumu, mpaala bihi-a-be likala a bumweẽ bubu edzuunu ya bubu pii, mu enzaami kyehene ya budziri bwohono.
3602030040	Obo oli bubwe ya Nzaami wu li Mubvwuhu a bihi-a-be aakadzyi obo.
3602040046	Nde dzyi ti baara bwohono babvwughu ya bakala a ligyahaba li engaŋma.
360205008c	Mu kuulu Nzaami li yini a mumõ, ya mbwuru wu aakabvurulu endughu ŋa kara li Nzaami ya baara li yini a mumõ, mbwuru munde me Yiisu-Kriste,
360206007a	nde wu áafiri ekolo mu nyuru a ndeme mu nkooro a baara bwohono: Bubo me bumpughulu bu básuo mu matala ma ósuolo Nzaami.
36020700ab	Me mu obo Nzaami ásuolo me mu okala wu aakata mukwughu, ntumu (me engaŋma ndyele, me ka mpfiri mpya o) ya muluo kundaa baala ka bali ba-Dzwife o, mu kana ya mu engaŋma.
3602080086	Mu obo, me ndzyi ti babaghala bakasamana Nzaami mu bibini byehene, bakaseene myaã mimi ngili ku yulu, wene a nkehe, wene a minsohobo.
3602090118	Bumõ si kundaa bakaha, me ndzyi ti bo bakalaha nda-ndaha yi budziri, yiili baara ka bakughu omono budzwa mu yo o, wene a mubili a nyuru. Bo ka bafaana okakuru bibara bi mfu o, ka bafaana okalaha milwu ya nsia bibi mu oore o, ngu okala nsia, bwunu we binkuru bibi ntala yi alagha.
36020a0074	Lo bo bafaana okasuo bigyighili bi bibwe, ti bwunu a bu ofaana kundaa bakaha ba baakalyele ti bo baakasamana Nzaami.
36020b007a	Nyaã ti mu matala mama ogyighi mandagha ma Nzaami, mukaha akala pii ya kunsa okihi kwohono kuu litumu li ba baakaluo nde.
36020c0067	Me ka ngwi mukaha muswa wu oluo o, ngu okala mu okala a litumu ŋa yulu a baghala. Nyaã nde akala pii.
36020d0043	Mu kuulu me Adã Nzaami átswama obuo ya ŋa nseele nde ábuo Ebve.
36020e006e	Ya ntaala ka ápfiri Adã o, lo mukaha nde ápfiri, me mukaha áabagha ebili kundaa Nzaami bu átsumunu ngili.
36020f009c	Lo nde sa akarabvwughu ŋa aaburu nde, kala ti nde kebe kana, dzyi, kala ti nde li wu báseme ya bátwulu mu libee mu osalala Nzaami ya nzya-nzyara yi mbwe.
3603010071	Ndagha yi yili yi a ngaŋma: Kala ti mbwuru dzyi okala mumbiri a libwunu li Nzaami, ekye esala ki ebwe nde adzyi.
360302012c	Me mu obo, mumbiri a libwunu li Nzaami faana okala mbwuru wuulu ka baabagha ndagha yi baasyeme nde o, mulumu a mukaha yini a mutsyini, wu li a nzya-nzyara yi a faana ya yi a budziri, akala mbwuru wu aakuru nyuru ya wu li a nzya-nzyara yi mbwe, akala mbwuru wu akabwana a banzyi, mbwuru wu kughu oluo.
36030300b2	Anyaã okala enkolo-mala, anyaã okala a nzuŋu, lo akala mbwuru wu aakasa kuulu ti baara bakala mu eyiẽ, mbwuru wu aakasa ti baara bakala mu edzuunu ya wu gwene a ntono a nzi.
3603040064	Nde faana otumu nzo a ndeme bubwe ya baana ba nde bafaana okala mu litumu li nde mu budziri bwohono.
360305005e	Mu kuulu, kala ti mbwuru ka soolo otumu nzo a ndeme o, bunu a bo nde aatumu Libwunu li Nzaami?
3603060076	Nde anyaã okala mbwuru wu munyaghara mu enzaami, mfangolo ligwagha lidzwi nde mihi ya nde somo mu mumfwunu a dyabulu.
360307009c	Ofaana si ti baara ba bali ku mbala a libwunu basuo bumpughulu bu bubwe mu nde, mpaala baara banyaã otsaala nde ya nde anyaã okogholo mu myere mi dyabulu.
360308009f	Bumõ si, basala ba Nzaami bafaana okala baara baba budziri ya banga a engaŋma. Banyaã okala binkolo-mala ya okadzyi busini bu baakabagha mu manzili ma mabi.
360309004d	Bo bafaana okakebe mu bitsimi bibi tse-tse mansweghe ma kana ma ósuo Nzaami.
36030a007f	Nsomo, bafaana oluhu bo mu bigyeele ya ŋa nseele, kala ti ka babagha ndagha yi baasyeme bo o, bo bakughu osala esala e Nzaami.
36030b00ae	Bakaha si bafaana okala baba budziri, ba bagwene a makuhu, ba bali a nzya-nzyara yi faana ya yi a budziri. Bo bafaana okala baara baala mu nswe ndagha bakughu osa kana mu bo.
36030c0064	Musala a Nzaami faana okala a mukala yini a mutsyini, ya nde faana okatumu baana ya nzo a nde bubwe.
36030d008a	Mu kuulu, baara ba baakasala esala e Nzaami bubwe, sa bagwa bo budziri ya bo sa bakala a emiini ki elagha mu kana li lili mu Yiisu-Kriste.
36030e0049	Me nsono we mandagha ma mu emiini kiili ti edzi-dzighi me sa ngyamono we.
