0100000006	1 Mose
3a0b1e0050	Durch Glauben fielen die Mauern Jerichos, nachdem sie sieben Tage umzogen waren.
3a0b1f0092	Durch Glauben kam Rahab, die Hure, nicht mit den Ungläubigen [O. Ungehorsamen] um, da sie die Kundschafter in [W. mit] Frieden aufgenommen hatte.
3a0b2000ab	Und was soll ich noch sagen? Denn die Zeit würde mir fehlen, wenn ich erzählen wollte von Gideon und Barak und Simson und Jephta, und David und Samuel und den Propheten,
3a0b2100a1	welche durch Glauben Königreiche bezwangen, Gerechtigkeit wirkten, Verheißungen [d. h. das, was ihnen verheißen war] erlangten, der Löwen Rachen verstopften,
3a0b2200a4	des Feuers Kraft auslöschten, des Schwertes Schärfe entgingen, aus der Schwachheit Kraft gewannen, im Kampfe stark wurden, der Fremden Heerscharen zurücktrieben.
3a0b2300ab	Weiber erhielten ihre Toten wieder durch Auferstehung; andere aber wurden gefoltert, da sie die Befreiung nicht annahmen, auf daß sie eine bessere Auferstehung erlangten.
3a0b240083	Andere aber wurden durch Verhöhnung und Geißelung [Eig. Verhöhnungen und Geißeln] versucht und dazu durch Bande und Gefängnis.
3a0b2500a0	Sie wurden gesteinigt, zersägt, versucht, starben durch den Tod des Schwertes, gingen umher in Schafpelzen, in Ziegenfellen, hatten Mangel, Drangsal, Ungemach,
3a0b26006b	[deren die Welt nicht wert war] irrten umher in Wüsten und Gebirgen und Klüften und den Höhlen der Erde.
3a0b270063	Und diese alle, die durch den Glauben ein Zeugnis erlangten, haben die Verheißung nicht empfangen,
3a0b280067	da Gott für uns etwas Besseres vorgesehen hat, auf daß sie nicht ohne uns vollkommen gemacht würden.
3a0c0100f2	Deshalb nun laßt auch uns, da wir eine so große Wolke von Zeugen um uns [Eig. uns umlagernd] haben, indem wir jede Bürde und die leicht umstrickende Sünde ablegen, [Eig. abgelegt haben] mit Ausharren laufen den vor uns liegenden Wettlauf,
3a0c020169	hinschauend auf Jesum, [Eig. wegschauend [von allem anderen] auf Jesum hin] den Anfänger [Zugleich: Urheber, Anführer; einer der in einer Sache den ersten Schritt tut und anderen vorangeht] und Vollender des Glaubens, welcher, der Schande nicht achtend, für die vor ihm liegende Freude das Kreuz erduldete und sich gesetzt hat zur Rechten des Thrones Gottes.
3a0c03009a	Denn betrachtet den, der so großen Widerspruch von den Sündern gegen sich erduldet hat, auf daß ihr nicht ermüdet, indem ihr in euren Seelen ermattet.
3a0c04004e	Ihr habt noch nicht, wider die Sünde ankämpfend, bis aufs Blut widerstanden,
3a0c0500cf	und habt der Ermahnung [O. Ermunterung] vergessen, die zu euch als zu Söhnen spricht: "Mein Sohn! achte nicht gering des Herrn Züchtigung, noch ermatte, wenn du von ihm gestraft [O. zurechtgewiesen] wirst;
3a0c060068	denn wen der Herr liebt, den züchtigt er; er geißelt aber jeden Sohn, den er aufnimmt". [Spr. 3,11-12]
3a0c0700b8	Was ihr erduldet, ist zur Züchtigung: [d. h. geht nicht aus Zorn von seiten Gottes hervor] Gott handelt mit euch als mit Söhnen; denn wer ist ein Sohn, den der Vater nicht züchtigt?
3a0c080077	Wenn ihr aber ohne Züchtigung seid, welcher alle teilhaftig geworden sind, so seid ihr denn Bastarde und nicht Söhne.
3a0c0900c6	Zudem hatten wir auch unsere Väter nach dem Fleische [W. die Väter unseres Fleisches] zu Züchtigern und scheuten sie; sollen wir nicht viel mehr dem Vater der Geister unterwürfig sein und leben?
3a0c0a008d	Denn jene freilich züchtigten uns für wenige Tage nach ihrem Gutdünken, er aber zum Nutzen, damit wir seiner Heiligkeit teilhaftig werden.
3a0c0b00d1	Alle Züchtigung aber scheint für die Gegenwart nicht ein Gegenstand der Freude, sondern der Traurigkeit zu sein; hernach aber gibt sie die friedsame Frucht der Gerechtigkeit denen, die durch sie geübt sind.
3a0c0c0050	Darum "richtet auf die erschlafften Hände und die gelähmten Knie", [Jes. 35,3]
3a0c0d0084	und "machet gerade Bahn für eure Füße!", [Spr. 4,26] auf daß nicht das Lahme vom Wege abgewandt, sondern vielmehr geheilt werde.
3a0c0e0079	Jaget dem Frieden nach mit allen und der Heiligkeit, [Eig. dem Geheiligtsein] ohne welche niemand den Herrn schauen wird;
3a0c0f0113	indem ihr darauf achtet, daß nicht jemand an der Gnade Gottes Mangel leide, [O. von zurückbleibe] daß nicht irgend eine Wurzel der Bitterkeit aufsprosse und euch beunruhige, und viele [O. nach and. Les.: die Vielen, d. i. die große Menge] durch diese verunreinigt werden;
3a0c100076	daß nicht jemand ein Hurer sei oder ein Ungöttlicher wie Esau, der für eine Speise sein Erstgeburtsrecht verkaufte,
3a0c1100ab	denn ihr wisset, daß er auch nachher, als er den Segen ererben wollte, verworfen wurde [denn er fand keinen Raum für die Buße], obgleich er ihn sehr mit Tränen suchte.
3a0c1200bc	Denn ihr seid nicht gekommen zu dem Berge, der betastet werden konnte, und zu dem entzündeten Feuer, [O. und der vom Feuer entzündet war] und dem Dunkel und der Finsternis und dem Sturm,
3a0c1300b2	und dem Posaunenschall, [O. Trompetenschall] und der Stimme der Worte, deren Hörer baten, [O. es ablehnten, abwiesen; wie v 25] daß das Wort nicht mehr an sie gerichtet würde,
3a0c140086	[denn sie konnten nicht ertragen, was geboten wurde: "Und wenn ein Tier den Berg berührt, soll es gesteinigt werden." [2. Mose 19,13]
3a0c15005b	Und so furchtbar war die Erscheinung, daß Moses sagte: "Ich bin voll Furcht und Zittern"],
3a0c160084	sondern ihr seid gekommen zum Berge Zion und zur Stadt des lebendigen Gottes, dem himmlischen Jerusalem; und zu Myriaden von Engeln,
3a0c1700bc	der allgemeinen Versammlung; und zu der Versammlung der Erstgeborenen, die in den Himmeln angeschrieben sind; und zu Gott, dem Richter aller; und zu den Geistern der vollendeten Gerechten;
3a0c180077	und zu Jesu, dem Mittler eines neuen Bundes; und zu dem Blute der Besprengung, das besser [O. Besseres] redet als Abel.
3a0c1900f6	Sehet zu, daß ihr den nicht abweiset, der da redet! Denn wenn jene nicht entgingen, die den abwiesen, der auf Erden die göttlichen Aussprüche gab: wieviel mehr wir nicht, wenn [Eig. die] wir uns von dem abwenden, der von den Himmeln her redet!
3a0c1a00b1	Dessen Stimme damals die Erde erschütterte; jetzt aber hat er verheißen und gesagt: "Noch einmal werde ich nicht allein die Erde bewegen, sondern auch den Himmel." [Hagg. 2,6]
3a0c1b00aa	Aber das "noch einmal" deutet die Verwandlung der Dinge an, die erschüttert werden als solche, die gemacht sind, auf daß die, welche nicht erschüttert werden, bleiben.
3a0c1c00ee	Deshalb, da wir ein unerschütterliches Reich empfangen, laßt uns Gnade haben, durch welche [O. laßt uns dankbar sein [Dankbarkeit hegen], wodurch] wir Gott wohlgefällig dienen mögen mit Frömmigkeit [O. Ehrfurcht, Furcht] und Furcht.
3a0c1d0041	"Denn auch unser Gott ist ein verzehrendes Feuer." [5. Mose 4,24]
3a0d010017	Die Bruderliebe bleibe.
3a0d020069	Der Gastfreundschaft vergesset nicht, denn durch dieselbe haben etliche ohne ihr Wissen Engel beherbergt.
3a0d030071	Gedenket der Gefangenen, als Mitgefangene; derer, die Ungemach leiden, als solche, die auch selbst im Leibe sind.
3a0d040073	Die Ehe sei geehrt in allem, [O. unter allen] und das Bett unbefleckt; Hurer aber und Ehebrecher wird Gott richten.
3a0d0500cb	Der Wandel sei ohne Geldliebe; begnüget euch [O. indem ihr euch begnüget] mit dem, was vorhanden ist, denn er hat gesagt: "Ich will dich nicht versäumen, noch dich verlassen"; [5. Mose 31,6; Jos. 1,5]
3a0d060087	so daß wir kühn sagen mögen: "Der Herr ist mein Helfer, und ich will mich nicht fürchten; was wird mir ein Mensch tun?" [Ps. 118,6]
3a0d070097	Gedenket eurer Führer, die euch das Wort Gottes verkündigt [Eig. geredet] haben, und, den Ausgang ihres Wandels anschauend, ahmet ihren Glauben nach.
3a0d080054	Jesus Christus ist derselbe gestern und heute und in Ewigkeit. [W. in die Zeitalter]
3a0d0900c8	Laßt euch nicht fortreißen durch mancherlei und fremde Lehren; denn es ist gut, daß das Herz durch Gnade befestigt werde, nicht durch Speisen, von welchen keinen Nutzen hatten, die darin wandelten.
3a0d0a0054	Wir haben einen Altar, von welchem kein Recht haben zu essen, die der Hütte dienen.
3a0d0b00bb	Denn von den Tieren, deren Blut für die Sünde in das Heiligtum [O. in das Allerheiligste] hineingetragen wird durch den Hohenpriester, werden die Leiber außerhalb des Lagers verbrannt.
3a0d0c006b	Darum hat auch Jesus, auf daß er durch sein eigenes Blut das Volk heiligte, außerhalb des Tores gelitten.
3a0d0d0053	Deshalb laßt uns zu ihm hinausgehen, außerhalb des Lagers, seine Schmach tragend.
3a0d0e005c	Denn wir haben hier keine bleibende Stadt, sondern wir suchen [O. begehren] die zukünftige.
3a0d0f0088	Durch ihn nun laßt uns Gott stets ein Opfer des Lobes darbringen, das ist die Frucht der Lippen, die seinen Namen bekennen. [O. segnen]
3a0d10005f	Des Wohltuns aber und Mitteilens vergesset nicht, denn an solchen Opfern hat Gott Wohlgefallen.
3a0d1100d8	Gehorchet euren Führern und seid unterwürfig; denn sie wachen über eure Seelen [als die da Rechenschaft geben sollen], auf daß sie dies mit Freuden tun und nicht mit Seufzen; denn dies wäre euch nicht nützlich.
3a0d120076	Betet für uns; denn wir halten dafür, daß wir ein gutes Gewissen haben, da wir in allem ehrbar zu wandeln begehren.
3a0d130063	Ich bitte euch aber um so mehr, dies zu tun, auf daß ich euch desto schneller wiedergegeben werde.
3a0d14010e	Der Gott des Friedens aber, der aus den Toten wiederbrachte [Eig. der Wiederbringer aus den Toten; eine charakteristische Bezeichnung Gottes] unseren Herrn Jesum, den großen Hirten der Schafe, in dem [d. h. in der Kraft des] Blute des ewigen Bundes, [Vergl. Hes. 37,26]
3a0d1500fb	vollende euch in jedem guten Werke, um seinen Willen zu tun, [Eig. getan zu haben] in euch schaffend, was vor ihm wohlgefällig ist, durch Jesum Christum, welchem die Herrlichkeit sei von Ewigkeit zu Ewigkeit! [W. in die Zeitalter der Zeitalter] Amen.
3a0d160075	Ich bitte euch aber, Brüder, ertraget das Wort der Ermahnung; denn ich habe euch auch mit kurzen Worten geschrieben.
3a0d17007b	Wisset, daß unser Bruder Timotheus freigelassen ist, mit welchem, wenn er bald [Eig. bälder] kommt, ich euch sehen werde.
3a0d18004f	Grüßet alle eure Führer und alle Heiligen. Es grüßen euch die von Italien.
3a0d190023	Die Gnade sei mit euch allen! Amen.
3b00000007	Jakobus
3b0101007e	Jakobus, Knecht [O. Sklave] Gottes und des Herrn Jesu Christi, den zwölf Stämmen, die in der Zerstreuung sind, seinen Gruß!
3b01020058	Achtet es für lauter Freude, meine Brüder, wenn ihr in mancherlei Versuchungen fallet,
3b01030053	da ihr wisset, daß die Bewährung [O. Erprobung] eures Glaubens Ausharren bewirkt.
3b01040074	Das Ausharren aber habe ein vollkommenes Werk, auf daß ihr vollkommen und vollendet seid und in nichts Mangel habt.
3b010500a0	Wenn aber jemand von euch Weisheit mangelt, so bitte er von Gott, der allen willig gibt und nichts [W. nicht] vorwirft, und sie [O. es] wird ihm gegeben werden.
3b01060098	Er bitte aber im Glauben, ohne irgend zu zweifeln; denn der Zweifelnde ist gleich einer Meereswoge, die vom Winde bewegt und hin und her getrieben wird.
3b0107004b	Denn jener Mensch denke nicht, daß er etwas von dem Herrn empfangen werde;
3b01080051	er ist ein wankelmütiger [O. doppelherziger] Mann, unstet in allen seinen Wegen.
3b0109004e	Der niedrige Bruder aber rühme sich seiner Erhöhung [O. Hoheit Niedrigkeit,]
3b010a0069	der reiche aber seiner Erniedrigung; [O. Hoheit Niedrigkeit,] denn wie des Grases Blume wird er vergehen.
3b010b00e6	Denn die Sonne ist aufgegangen mit ihrer [Eig. der] Glut und hat das Gras gedörrt, und seine Blume ist abgefallen, und die Zierde seines Ansehens ist verdorben; [O. vernichtet] also wird auch der Reiche in seinen Wegen verwelken.
3b010c00a8	Glückselig der Mann, der die Versuchung erduldet! denn nachdem er bewährt ist, wird er die Krone des Lebens empfangen, welche er denen verheißen hat, die ihn lieben.
3b010d0092	Niemand sage, wenn er versucht wird: Ich werde von Gott versucht; denn Gott kann nicht versucht werden vom Bösen, und selbst versucht er niemand.
3b010e005b	Ein jeder aber wird versucht, wenn er von seiner eigenen Lust fortgezogen und gelockt wird.
3b010f0076	Danach, wenn die Lust empfangen hat, gebiert sie die Sünde; die Sünde aber, wenn sie vollendet ist, gebiert den Tod.
3b0110004c	Irret euch nicht, [O. Laßt euch nicht irreführen] meine geliebten Brüder!
3b011100a1	Jede gute Gabe und jedes vollkommene Geschenk kommt von oben herab, von dem Vater der Lichter, bei welchem keine Veränderung ist, noch ein Schatten von Wechsel.
3b0112008d	Nach seinem eigenen Willen hat er uns durch das Wort der Wahrheit gezeugt, auf daß wir eine gewisse Erstlingsfrucht seiner Geschöpfe seien.
3b011300c5	Daher, meine geliebten Brüder, sei jeder Mensch [O. nach and. Les.: Ihr wisset, [od. Wisset ihr] meine geliebten Brüder, jeder Mensch sei] schnell zum Hören, langsam zum Reden, langsam zum Zorn.
3b0114003c	Denn eines Mannes Zorn wirkt nicht die Gerechtigkeit Gottes.
3b011500a1	Deshalb leget ab alle Unsauberkeit und alles Übermaß von Schlechtigkeit, und empfanget mit Sanftmut das eingepflanzte Wort, das eure Seelen zu erretten vermag.
3b0116004f	Seid aber Täter des Wortes und nicht allein Hörer, die sich selbst betrügen.
3b0117009d	Denn wenn jemand ein Hörer des Wortes ist und nicht ein Täter, der ist einem Manne gleich, welcher sein natürliches Angesicht in einem Spiegel betrachtet.
3b0118006c	Denn er hat sich selbst betrachtet und ist weggegangen, und er hat alsbald vergessen, wie er beschaffen war.
3b011900e9	Wer aber in das vollkommene Gesetz, das der Freiheit, nahe hineingeschaut hat [O. hineinschaut] und darin bleibt, indem er nicht ein vergeßlicher Hörer, sondern ein Täter des Werkes ist, dieser wird glückselig sein in seinem Tun.
3b011a00b2	Wenn jemand sich dünkt, [O. scheint] er diene Gott, [O. er sei religiös] und zügelt nicht seine Zunge, sondern betrügt sein Herz, dessen Gottesdienst [O. Religion] ist eitel.
3b011b00b5	Ein reiner und unbefleckter Gottesdienst [O. Religion] vor Gott und dem Vater ist dieser: Waisen und Witwen in ihrer Drangsal besuchen, sich selbst von der Welt unbefleckt erhalten.
3b02010076	Meine Brüder, habet den Glauben unseres Herrn Jesu Christi, des Herrn der Herrlichkeit, nicht mit Ansehen der Person.
3b0202009e	Denn wenn in eure Synagoge ein Mann kommt mit goldenem Ringe, [O. Fingerring] in prächtigem Kleide, es kommt aber auch ein Armer in unsauberem Kleide herein,
3b020300c2	und ihr sehet auf den, der das prächtige Kleid trägt, und sprechet: Setze du dich bequem hierher, und zu dem Armen sprechet ihr: Stehe du dort, oder setze dich hier unter meinen Fußschemel, -
3b02040087	habt ihr nicht unter [O. bei] euch selbst einen Unterschied gemacht und seid Richter mit bösen Gedanken [Eig. Überlegungen] geworden?
3b020500d9	Höret, meine geliebten Brüder: Hat nicht Gott die weltlich Armen [W. die Armen hinsichtlich der Welt] auserwählt, reich zu sein im Glauben, und zu Erben des Reiches, welches er denen verheißen hat, die ihn lieben?
3b02060094	Ihr aber habt den Armen verachtet. [Eig. dem Armen Unehre angetan] Unterdrücken euch nicht die Reichen, und ziehen nicht sie euch vor die Gerichte?
3b02070048	Lästern nicht sie den guten Namen, der über euch angerufen worden ist?
3b0208008a	Wenn ihr wirklich das königliche Gesetz erfüllet nach der Schrift: "Du sollst deinen Nächsten lieben wie dich selbst", so tut ihr wohl.
3b02090075	Wenn ihr aber die Person ansehet, so begehet ihr Sünde, indem ihr von dem Gesetz als Übertreter überführt werdet.
3b020a006b	Denn wer irgend das ganze Gesetz halten, aber in einem straucheln wird, ist aller Gebote schuldig geworden.
3b020b00b1	Denn der da sprach: "Du sollst nicht ehebrechen", sprach auch: "Du sollst nicht töten". Wenn du nun nicht ehebrichst, aber tötest, so bist du ein Gesetzesübertreter geworden.
3b020c0054	Also redet und also tut, als die durchs Gesetz der Freiheit gerichtet werden sollen.
3b020d00b3	Denn das Gericht wird ohne Barmherzigkeit sein gegen den, der nicht Barmherzigkeit geübt hat. Die Barmherzigkeit rühmt sich wider das Gericht [O. triumphiert über das Gericht.]
3b020e0079	Was nützt es, meine Brüder, wenn jemand sagt, er habe Glauben, hat aber nicht Werke? kann etwa der Glaube ihn erretten?
3b020f0057	Wenn aber ein Bruder oder eine Schwester nackt ist und der täglichen Nahrung entbehrt,
3b021000a1	und jemand unter euch spricht zu ihnen: Gehet hin in Frieden, wärmet euch und sättiget euch! ihr gebet ihnen aber nicht die Notdurft des Leibes, was nützt es?
3b0211005c	Also ist auch der Glaube, wenn er nicht Werke hat, an sich selbst [O. an und für sich] tot.
3b0212009f	Es wird aber jemand sagen: Du hast Glauben, und ich habe Werke; zeige mir deinen Glauben ohne Werke, und ich werde dir meinen Glauben aus meinen Werken zeigen.
3b02130055	Du glaubst, daß Gott einer ist, du tust wohl; auch die Dämonen glauben und zittern.
3b0214004f	Willst du aber wissen, o eitler Mensch, daß der Glaube ohne die Werke tot ist?
3b02150096	Ist nicht Abraham, unser Vater, aus [O. auf dem Grundsatz der bzw. des] Werken gerechtfertigt worden, da er Isaak, seinen Sohn, auf dem Altar opferte?
3b0216007f	Du siehst, daß der Glaube zu seinen Werken mitwirkte, und daß der Glaube durch die Werke [W. aus den Werken] vollendet wurde.
3b021700a9	Und die Schrift ward erfüllt, welche sagt: "Abraham aber glaubte Gott, und es wurde ihm zur Gerechtigkeit gerechnet", [1. Mose 15,6] und er wurde Freund Gottes genannt.
3b021800a4	Ihr sehet also, daß ein Mensch aus [O. auf dem Grundsatz der bzw. des] Werken gerechtfertigt wird und nicht aus [O. auf dem Grundsatz der bzw. des] Glauben allein.
3b021900b9	Ist aber gleicherweise nicht auch Rahab, die Hure, aus [O. auf dem Grundsatz der bzw. des] Werken gerechtfertigt worden, da sie die Boten aufnahm und auf einem anderen Wege hinausließ?
3b021a0052	Denn wie der Leib ohne Geist tot ist, also ist auch der Glaube ohne die Werke tot.
3b030100c0	Seid nicht viele Lehrer, meine Brüder, da ihr wisset, daß wir ein schwereres [W. größeres] Urteil [O. Gericht] empfangen werden; denn wir alle straucheln oft. [O. viel, in vieler Hinsicht]
3b0302006e	Wenn jemand nicht im Worte strauchelt, der ist ein vollkommener Mann, fähig, auch den ganzen Leib zu zügeln.
3b0303006f	Siehe, den Pferden legen wir die Gebisse in die Mäuler, damit sie uns gehorchen, und lenken ihren ganzen Leib.
3b030400b5	Siehe, auch die Schiffe, die so groß sind, und von heftigen Winden getrieben werden, werden durch ein sehr kleines Steuerruder gelenkt, wohin irgend der Trieb des Steuermanns will.
3b030500e2	So ist auch die Zunge ein kleines Glied und rühmt sich großer Dinge. Siehe, ein kleines Feuer, welch einen großen Wald [O. Holzstoß] zündet es an! [O. nach anderer Les.: Siehe, welch ein Feuer zündet welch einen Wald an]
3b03060101	Und die Zunge ist ein Feuer, die Welt der Ungerechtigkeit. Die Zunge ist unter unseren Gliedern gesetzt, [O. stellt sich dar] als die den ganzen Leib befleckt und den Lauf der Natur [O. des Lebens, des Daseins] anzündet und von der Hölle angezündet wird.
3b030700a2	Denn jede Natur, sowohl der Tiere als der Vögel, sowohl der kriechenden als der Meertiere, wird gebändigt und ist gebändigt worden durch die menschliche Natur;
3b03080066	die Zunge aber kann keiner der Menschen bändigen: sie ist ein unstetes Übel, voll tödlichen Giftes.
3b030900a5	Mit ihr preisen [O. segnen] wir den Herrn und Vater, [O. und den Vater] und mit ihr fluchen wir den Menschen, die nach dem Bilde [O. Gleichnis] Gottes geworden sind.
3b030a0068	Aus demselben Munde geht Segen [O. Preis] und Fluch hervor. Dies, meine Brüder, sollte nicht also sein.
3b030b0051	Die Quelle sprudelt doch nicht aus derselben Öffnung das Süße und das Bittere?
3b030c0090	Kann etwa, meine Brüder, ein Feigenbaum Oliven hervorbringen, oder ein Weinstock Feigen? Auch kann Salziges nicht süßes Wasser hervorbringen.
3b030d007c	Wer ist weise und verständig unter euch? Er zeige aus dem guten Wandel [O. Verhalten] seine Werke in Sanftmut der Weisheit.
3b030e00e7	Wenn ihr aber bitteren Neid [O. [bittere] Eifersucht] und Streitsucht in eurem Herzen habt, so rühmet euch nicht und lüget nicht wider die Wahrheit. ["wider die Wahrheit;" bezieht sich sowohl auf "rühmet", als auch auf "lüget"]
3b030f0085	Dies ist nicht die Weisheit, die von oben herabkommt, sondern eine irdische, sinnliche, [O. seelische] teuflische. [Eig. dämonische]
3b03100075	Denn wo Neid [O. [bittere] Eifersucht] und Streitsucht ist, da ist Zerrüttung [O. Unordnung] und jede schlechte Tat.
3b031100ce	Die Weisheit aber von oben ist aufs erste rein, sodann friedsam, gelinde, folgsam, [O. lenksam] voll Barmherzigkeit und guter Früchte, unparteiisch, [O. nicht zweifelnd, nicht streitsüchtig] ungeheuchelt.
3b03120098	Die Frucht der Gerechtigkeit in Frieden aber wird denen gesät, [O. Die Frucht der Gerechtigkeit aber wird in Frieden denen gesät] die Frieden stiften.
3b04010078	Woher kommen Kriege und woher Streitigkeiten unter euch? Nicht daher, aus euren Lüsten, die in euren Gliedern streiten?
3b040200cc	Ihr gelüstet und habt nichts; [W. nicht] ihr tötet und neidet [O. seid eifersüchtig] und könnet nichts [W. nicht] erlangen; ihr streitet und krieget; ihr habt nichts, [W. nicht] weil ihr nicht bittet;
3b0403006e	ihr bittet und empfanget nichts, [W. nicht] weil ihr übel bittet, auf daß ihr es in euren Lüsten vergeudet.
3b040400b1	Ihr Ehebrecherinnen, wisset ihr nicht, daß die Freundschaft der Welt Feindschaft wider Gott ist? Wer nun irgend ein Freund der Welt sein will, stellt sich als Feind Gottes dar.
3b0405007a	Oder meinet ihr, daß die Schrift vergeblich rede? Begehrt der Geist, der in uns wohnt, [O. Wohnung gemacht hat] mit Neid?
3b04060084	Er gibt aber größere Gnade; deshalb spricht er: "Gott widersteht den Hochmütigen, den Demütigen aber gibt er Gnade". [Spr. 3,34]
3b04070050	Unterwerfet euch nun Gott. Widerstehet dem Teufel, und er wird von euch fliehen.
3b040800d1	Nahet euch [Eig. Habet euch genaht; so auch nachher: Habet gesäubert usw.] Gott, und er wird sich euch nahen. Säubert die Hände, ihr Sünder, und reiniget die Herzen, ihr Wankelmütigen. [O. Doppelherzigen]
3b04090096	Seid niedergebeugt, [O. Fühlet euch elend] und trauert und weinet; euer Lachen verwandle sich in Traurigkeit und eure Freude in Niedergeschlagenheit.
3b040a0039	Demütiget euch vor dem Herrn, und er wird euch erhöhen.
3b040b00ed	Redet nicht widereinander, Brüder. Wer wider seinen Bruder redet oder seinen Bruder richtet, redet wider das Gesetz und richtet das Gesetz. Wenn du aber das Gesetz richtest, so bist du nicht ein Täter des Gesetzes, sondern ein Richter.
3b040c0096	Einer ist der Gesetzgeber und Richter, der [O. der, welcher] zu erretten und zu verderben vermag. Du aber, wer bist du, der du den Nächsten richtest?
3b040d0099	Wohlan denn, die ihr saget: Heute oder morgen wollen wir in die und die Stadt gehen und daselbst ein Jahr zubringen und Handel treiben und Gewinn machen;
3b040e00bf	[die ihr nicht wisset, was der morgende Tag bringen wird; denn was ist euer Leben? Ein Dampf ist es [O. nach and. Les.: seid ihr] ja, der eine kleine Zeit sichtbar ist und dann verschwindet;]
3b040f0061	statt daß ihr saget: Wenn der Herr will und wir leben, so werden wir auch dieses oder jenes tun.
3b04100052	Nun aber rühmet ihr euch in euren Großtuereien. Alles solches Rühmen ist böse.
3b04110041	Wer nun weiß, Gutes zu tun, und tut es nicht, dem ist es Sünde.
3b0501008e	Wohlan nun, ihr Reichen, weinet und heulet über euer Elend, [O. eure Drangsale; das griech. Wort steht in der Mehrzahl] das über euch kommt!
3b05020049	Euer Reichtum ist verfault, und eure Kleider sind mottenfressig geworden.
3b050300a7	Euer Gold und Silber ist verrostet, und ihr Rost wird zum Zeugnis sein wider euch und euer Fleisch fressen wie Feuer; ihr habt Schätze gesammelt in den letzten Tagen.
3b050400dc	Siehe, der Lohn der Arbeiter, die eure Felder geschnitten haben, der von euch vorenthalten ist, schreit, und das Geschrei der Schnitter ist vor [W. in] die Ohren des Herrn Zebaoth [d. i. Jehova der Heerscharen] gekommen.
3b05050084	Ihr habt in Üppigkeit [O. Genußsucht] gelebt auf der Erde und geschwelgt; ihr habt eure Herzen gepflegt wie an einem Schlachttage.
3b0506004f	Ihr habt verurteilt, ihr habt getötet den Gerechten; er widersteht euch nicht.
3b050700fd	Habt nun Geduld, [O. Ausharren; so auch v 8. 10.] Brüder, bis zur Ankunft des Herrn. Siehe, der Ackersmann wartet auf die köstliche Frucht der Erde und hat Geduld [O. Ausharren; so auch v 8. 10.] ihretwegen, bis sie den Früh- und Spätregen empfange.
3b0508005b	Habt auch ihr Geduld, befestiget eure Herzen, denn die Ankunft des Herrn ist nahe gekommen.
3b05090071	Seufzet nicht widereinander, Brüder, auf daß ihr nicht gerichtet werdet. Siehe, der Richter steht vor der Tür.
3b050a006c	Nehmet, Brüder, zum Vorbild des Leidens und der Geduld die Propheten, die im Namen des Herrn geredet haben.
3b050b00ca	Siehe, wir preisen die glückselig, welche ausgeharrt haben. Von dem Ausharren Hiobs habt ihr gehört, und das Ende des Herrn habt ihr gesehen, daß der Herr voll innigen Mitgefühls und barmherzig ist.
3b050c00d1	Vor allem aber, meine Brüder, schwöret nicht, weder bei dem Himmel, noch bei der Erde, noch mit irgend einem anderen Eide; es sei aber euer Ja ja, und euer Nein nein, auf daß ihr nicht unter Gericht fallet.
3b050d0064	Leidet jemand unter euch Trübsal? er bete. Ist jemand gutes Mutes? er singe Psalmen. [O. Loblieder]
3b050e00bf	Ist jemand krank unter euch? er rufe die Ältesten der Versammlung zu sich, und sie mögen über ihn beten und ihn mit Öl salben [O. beten, nachdem sie ihn gesalbt haben] im Namen des Herrn.
3b050f009d	Und das Gebet des Glaubens wird den Kranken heilen, [O. retten] und der Herr wird ihn aufrichten, und wenn er Sünden begangen hat, wird ihm vergeben werden.
3b0510009a	Bekennet denn einander die Vergehungen und betet füreinander, damit ihr geheilt werdet; das inbrünstige Gebet [Eig. Flehen] eines Gerechten vermag viel.
3b051100d1	Elias war ein Mensch von gleichen Gemütsbewegungen [O. Empfindungen] wie wir; und er betete ernstlich, [W. mit Gebet] daß es nicht regnen möge, und es regnete nicht auf der Erde drei Jahre und sechs Monate.
3b0512005a	Und wiederum betete er, und der Himmel gab Regen, und die Erde brachte ihre Frucht hervor.
3b05130060	Meine Brüder, wenn jemand unter euch von der Wahrheit abirrt, und es führt ihn jemand zurück,
3b0514009e	so wisse er, daß der, welcher einen Sünder von dem Irrtum seines Weges zurückführt, eine Seele vom Tode erretten und eine Menge von Sünden bedecken wird.
3c00000008	1 Petrus
3c010100cf	Petrus, Apostel Jesu Christi, den Fremdlingen [O. denen, die ohne Bürgerrecht sind, oder den Beisassen; wie Kap. 2,11] von der Zerstreuung von Pontus, Galatien, Kappadocien, Asien und Bithynien, auserwählt
3c010200df	nach Vorkenntnis Gottes, des Vaters, durch [O. in] Heiligung [S. die Anm. zu 2. Thess. 2,13] des Geistes, zum Gehorsam und zur Blutbesprengung Jesu Christi: Gnade und Friede sei euch [W. Gnade euch und Friede sei] vermehrt!
3c010300de	Gepriesen sei der Gott und Vater unseres Herrn Jesus Christus, der nach seiner großen Barmherzigkeit uns wiedergezeugt [O. wiedergeboren] hat zu einer lebendigen Hoffnung durch die Auferstehung Jesu Christi aus den Toten,
3c01040076	zu einem unverweslichen und unbefleckten und unverwelklichen Erbteil, welches in den Himmeln aufbewahrt ist für euch,
3c010500c1	die ihr durch [Eig. in, d. i. infolge, kraft] Gottes Macht durch Glauben bewahrt werdet zur Errettung, [O. Seligkeit; so auch nachher] die bereit ist, in der letzten Zeit geoffenbart zu werden;
