2a00000004	Luke
320116006b	Ye pani ekioma purineia, ye xokupa xuiapu tianikepine sie itou. Pana ye amu imerau taiwopine? Ye sipa xuwe.
3201170075	Ye paire aimore xoikemu tuku. Ye xounei Kristusu xeika puropineure ye xiri xoieune. Paiya xiri asinakuni kutu xepina.
3201180035	Pana ye tini tianitikepineure, pani ouro puropinerau.
32011900a6	Panumu xati, ye sipa, ye xumopi xana xuwena, ye tini xeika puropine. Ye tini xeika puritia, tinipo xotikisue xiri sokisokina pani kokaipa xatia, tini nimaririwakauai.
32011a006c	Pa xati ye xiyeri kounei tini xosa putautia, tinie yeure nimaririnaria Kristusu Yesusupo wenumu xourorakuai.
32011b0169	Kokaipa sapi paiya, muai. Tinipo sesepi paiya kutuni asinaku purinari Kristusupo asinaku kunani kutu taiwakuai. Kakari ye kounei xeketikinere e tinire kuna kireni iyesine rania ye xemu sipauneia tini sokisoki tumunuku kireni xotikikemu purinuku, kireni nanunanu xeika asinaku kuna xeika xosa xonikisuwoteneai xuiapu sainikepure xirini saina tinukuxi sipawopine.
32011c00b9	Tini kakixanari tinipo xiwaiyatikimanaure ximikaku. Tini xeketikeri ximikepu xuweuwaria, sini xuwexepinuku xineria, sipawopineri, pana Xoiteu nukoini kakatia tini xiri atinari purakuai.
32011d00bb	Iyesa. Xoiteue tini atitikerina weitikitati tinie Kristusupo saina tinuku. Nue weitikitati Kristusu xosa kireni xotikisuwarixe. Xuwe. Tini weitikitati nukou wenumure xeika tatau xemenuku.
32011e00c5	Ekime tinie xekeyari ye xomai puritiai xoma xosa xomaxitiai, muaia ye pani xomai puriti yeu kuna tini iyesinuku. Paina tini tatau xemekiriai, pa amure, tini ye xeika lixinuku pa xoma xosa purinuku.
32020100fd	Kristusue tinipo xotikikemu sokisokirounare? Nue tini xiri xouwetikirouna xati paie kakati tinipo xotikikemu yoro purinare? Tini Xoiteupo Supo Youyapu ekeoma minika xosa purinukure? Tini kireu apimi xosa xotikisua xati xotikisuarei xotikienikirounukure?
32020200d6	Panumu xatia, paina tini asinaku asinaku kapia kakari, yeu nimariri paie xiri koxepina. Tini xokupae kireni nanunanuni kutu tinari kireu apimi xotikiewopi kapia kireni taiwa. Kakinari kireni xotikikemuni kutu pura.
32020300b0	Tini kakixanari takireni nanunanunari, takipo wenitiki xourorepi saina kireni taku. Xuwe. Tini takipo kapia ororinari, kireu apimi nikau kapiae sinipo kapia emeserinaxi nanuwa.
320204007d	Tini takipo xuru kireni yakuwaku. Xuwe. Tini kireni kirenie takipo kireu xuiapu nikau xuru yakunari tianikari ati puropineri.
3202050052	Kristusu Yesusu nukoe tipuroyai nanunanu sieni tini panumu nanunanuni kutu tipura.
320206005f	Nu Xoiteuni kutu purotaina pana, nu Xoiteu sie puropure pa kapia soki tepure nanuwotaixe. Xuwe.
3202070045	Nu pa kapia wetina nu aipu saina apu sie sayetai. Nu apu sie putauna,
320208009b	apuni kutu purati apimie xekoteneai. Kakina nukoini nuko ororina Xoiteupo kuna taipa xouna xumotai yause xetai, iyo, kakipa xouna na nikitoto xosa xumotai.
32020900a0	Pa xotaparei sore Xoiteue Yesusu xourorina xiri xouroni kutu iyarati purina. Kakina Xoiteue kireu kireu weniniki emeserinikina kire wenumu xouroni kutu tuwotai.
32020a00ad	Nue pa wenumu Yesusu tuwotai xati, xokupa sapie mena xouro puroto ouro puroto ou minika puroto woteneai sapi xeikae Yesusu xekero xonikitapa urukurouneri nu irue puropineri.
32020b0087	Kakati nini xokupae ipaki kunauneria, “Yesusu Kristusu nu Kokaipa,” xepineri. Pa kapiarei Xoiteu Emisiki kokaipa wenumu tuwopineri.
32020c016d	Paina, yeu xatai xura ye tinire xoi xumuna, tinie yeu kuna sipesi tairounuku xati, ximine rania panumu kaka. Ye tini xeika puritia pa yause xosa kireni kuna taiwaku. Xuwe. Ximine ye xetauro purinena, tini atinarini kutu kuna taiwa. Xoiteue tini xiyeri titiketai xati, muaiya tini urewoto ximiketeunari pa xotiki iwopure xetai sapini kutu takuaire sokisoki saina ta.
32020d007d	Siko sipa, Xoiteu nukoe tinipo xotikiro saina tirouna. Nukoini xouwewotai kapia tinie kakakuaire tinipo xotikikemu sarirouna.
32020e0068	Tini xokupa kapia kakinaria, tini peuni purinari kaka. Tini kakixanari xekepi kunaunari kuna tuwataxaku.
32020f01ab	Tini Xoiteupo nonoe panumu kakinaria, tini ati purinari xoxixoxi kapia xuweu xu xuweu purakuai. Kakinari ekeoma tuku kuna soki tinaria, mua ouropu xuiapu xopu memeremu sie purakuai. Pa xuiapu kinie asinaku kapiani kutu wetineri xoxixoxi kapia kaketeneai. Pa xati Kristusue xiyeri kopina yause xosa yei tinipo kapiaure xiri nimaririwopine. Kakine sipauneia, yei tini xopu irereiyai saina paiya, ye aini kakepu xuwexi sipawopine.
32021100ce	Tinipo xotikisu paiya tini Xoiteu xouieunuku. Ye panumu sipaunei xisae xoniki irouneri sie yeu yawi xeika tinie Xoiteu xouikiriai kapia xeika kusaworia ye paire nimaririwopine. Ye tini xeika nimaririwopine.
3202120048	Panumu sie tini rania nimaririwakuai. Tini ye xeika xiri nimaririwakuai.
3202130083	Kokaipa Yesusupo nanunanu xatia, tini xosa Timoti xesawopure xenenewopixe. Nue xiyeri kouna tinire kayatia, ye xiri xoi meruxepine.
320214007b	Timoti sie apua kire yue ye xeika puratixana xuwe. Nu sipesi ye xeika lixina tini tianitikepure nanunanuna ime xirekirouna.
320215006c	Xokupa kireu apimie nikou xurureni eiyo xineri, Yesusu Kristusupo saina pani tipa xowopi nini xiraxirouneri.
320216006f	Pana Timotipo asinaku kapia tini sipa. Tini sipa, nonoe omo tianurouna sie nue asinaku kunapu saina tianiyeyai.
3202170079	Pa xati ye xosai amu kapiarau yaraxepinana ye xayaka xayaka yakune siparineye, xurise tini xosa xesautia sapauni utopina.
3202180055	Kokaipae ime taiyepinaxi xoisunena, iko rania xayaxayaka xurise kouneia xeketikepine.
32021900a3	Tini xosa Epaprotitusi xesautia utopinaureni kutu ye nanune. Nu sikou xatasiki, nu pa xoma xosaupo saina emei nu liemei, nu takie xesawari ye tianiyepinaure koyai.
32021a006d	Nu tinire xiri eiyoxina xeketikepurexina. Nu supa tuku kuna tinie iyesari, paire nu siparina xoukemu tatauna.
32021b00d8	Suwau, ekime xoia supa tina xiri xumopure xetai. Pana Xoiteue nure xousuawati ekemiri kusawetai. Xoiteue nure kireni xousuaxepu xuwe. Yeure rania xousuaxetai, pa amure, kokaipa xuni kutu ye xoroyepi xirarina kaketai.
32021c0073	Pa xati nu xiyeri xekerinari nimaririwakuaire, nu xesautia utopina. Kakineia iko rania ere xoikemu tatauwopuwatixe.
32021d0078	Pa xati tinie Kokaipapu wenumurei Epaprotitusi sowopure xiri nimaririwa. Tini panumu apimi xosa kokaipa weniniki tinika.
32021e00c8	Nue Kristusupo saina tina xiri xumopurexetai. Nu nuko asinaku puropinaure nanuwotaixe. Xuwe. Ye tianiyepina saina takie tukiriai xosa kireni nanunanuna, kakina nupo supa sokau porouna pani saina tina.
32030100bf	Xatai xura, ye mua kuna xuweiyepure ipaki kunawopurexine, tini Kokaipaureni kutu nimaririwa. Ye mua kuna tini xosa xiyeri xayawopure ouyexixe. Xuwe. Pa amure, nue tini tianitikepinaxi nanune.
32030200a3	Apimie mamumamu sie saina xoxi tirouneri xosa sosopa epixakuai. Paiya pa apimie nanuneri Israili nikau kapiarei siko xokupa sikau mupusiki xoxixoxiwopuxi kakineri.
320303011a	Siko kireni Xoiteupo Israili kinini kutu purinuku mupusiki kesewopi kapiani kutu tainuku. Kakinuku Xoiteupo Youyapu sokisokirei sini Xoiteure muris tinuku Yesusu Kristusupo wenumu xourorirounuku. Sini sipa, apimie mupunikire sapi kaketeneai paiya, nini xayakaxayaka tianikepuwatixe.
32030400b0	Iyesa. Mupusikipo sapie sini tianisikepina itou xatia, iko paiya ye atineni kutu puropine. Apimie mupunikiropu kapia xosaniki moati nimaririwoneai paiya yei xiri emeserinikine.
32030500cc	Anikae ye iyaiyerati, 8-teu asau xosa mari takeriyeneai. Ye Israilipo apu. Ye Pensaminipo apu kini. Ye yeu xauwa anika sieni, Ipru kuna kunauroune. Ye Parisi nikau kapiarei tuxotapa atineni kutu tairoune.
32030600bd	Ye Xoiteupo saina tepure xiri sokisokine, pa xati yei ekime Yesusure xonikisuwoteneai xuiapu xosa xoxi kapia kakiyai. Apimie tuxotapapu kunaure nanuworineri yeu kapia uteineria, ye xu xuwe.
32030700b1	Ye kunauweitiai, ye mua mupusikipo kapia kapiapu ime taineia, yei kireu apimi xiri emeserinikepine. Pana ye mua xokupa sapi xekeutia aipu sapi sie xati, ye Kristusupo ime taine.
3203080114	Ye mua Yuta nikau kapia kirenire kunauixe. Xuwe. Ye Kristusu Yesusu sipa, nu yeu Kokaipa xati, ye pa sapi kireni xekeuia xiri asinakuni kutuna, mua ouropu xokupa asinaku sapi paiya aipu inaina sie. Ye Kristusu kireni taiwopure ye xokupa kireu sapi wetine, Kristusu soki tineia
3203090112	nu xeika lixepine. Ye tuxotapa taiwopure ikoini kakitiai kapiae apu kutu asinaku sayepinexi nanuixe. Xuwe. Ye xetau imerei apu kutu asinaku sayepurexine, paiya Kristusu xosa xoisuwopine ime. Sini Kristusure xosikisukiri Xoiteu nukoini wenisikina kutu asinaku xuiapu xirouna.
32030a010e	Ye Kristusu sipawopureni kutuxine. Kristusue kopa upuropu saroyaina, nu kokaipa sokisoki tuku xati, pa nupo sokisoki ye xiri sipawopurexine. Ye tatau xemeropi kapiaure nu xeika lixepurexine. Kakine nue xumuna nanunanu tipuroyai sie ye panumu nanunanu sie tipuropurexine,
32030b0037	pa xati ye rania kopa upuropu xiyeri saropinexi nanune.
32030c009d	Ye Kristusupo pa kapia tieine, ye apu asinakuni kutu sainexi nanuixe. Xuwe. Pana Kristusu Yesusue soki tiyeyai sie, sipesi yei pa kapia soki tepi saina tine.
32030d00b0	Xatai xura, ye nanutiaiya ye pa kapia xemu titixe. Pana ye kire nanunanu tuku kireni, paiya ekimepu xokupa kapia wetinei, pa sapi sewai putawopina tepure sokisoki saina tepine.
32030e00c0	Ye atu xosa putaunei asinaku misepi tepineure sokisoki keikei xouroune. Pa asinaku misepi paiya muanumu. Kristusupo saina xosa, ye xouro xounei Xoiteu nuko xeika xiri ati misepineure yaiyetai.
32030f00ca	Sinipo nanunanue asinaku sipa tuku apimi nikau nanunanu sie xatia, paina sini xokupae ye mua uteitiai sie nanunanu taiwopu. Tini xetau nanunanu tuku xatia, paina Xoiteue pa tinipo nanunanu kutuworepina.
3203100042	Pana sini pa asinaku kapia tieikiriaia, sini sokisokini kutu tepu.
320311006d	Xatai xura, tini xokupae yeu kapiani kutu taiwa. Kakinari pa apimie sinipo kapia tairouneri atinari xekenika.
32031200b1	Pana xousua tuku, xokupa apimie Kristusupo na nikitotopu xiwai purineri. Xokupa yause ninipo kapia paire katikitiai xati, ximine ye xiyeri katikiti, ekirei morepi waxi kiririna.
32031300fb	Nikou mupunikie xonikiewotai kapiani tairouneri xati, pa xonikiewoteneai kapiae ninipo xoiteu sie purina. Ninie sipesi ouropu sapire kireni nanunanurouneri xati, xoxixoxi kapia maya tuku kakepure nimaririrouneri. Pa apimia nini xepi xosa xuwexepineri.
3203140086	Pana siko paiya, sini mena xouropu xuiapu purinuku. Sini Kokaipa Yesusu Kristusue mena xouro wetina xiyeri kou tisikepinaure yakunuku.
32031500cd	Nukou sokisokireini, Kristusue kakati xokupa sapi nu irue puratia, pa sokisoki kirenie pa xu sikirouna mupusiki pirixepina, kakatia sinipo mupusiki paiya nukou mupokemu sieni xiri xoseini kutu xoseixepina.
32040100ef	Pa xati, yeu xatai xura, ye kunautiai sie, tini Kokaipa xosa sokisokini tumuwa. Yeu xoikemu tini tikiroune xati, tinire ye xoikemu xiri pirixina. Tini paiya yei sokisoki saina tine asinaku sapi tiyai sie xati, tinire ye pani nimaririroune.
3204020070	Yuotiano Sintikeno, tini iyesaxa. Tini xui axirini Kokaipapu kini xosaupo, pa xati tini kirenini xotikikemuwaxa.
3204030117	Ne, ne yeu saina emeini kutu, ye ne kanine, ne mua xui aimore tianike. Asinaku kuna uteiwopi saina xosa ninie ye xeika atineri lixeteneai. Klemeni xeika kireu saina emeumana xeikae sini xeika saina teteneai. Pa xokupa kini nikau weniniki paiya ekisikoma puropu nakau xosa purina.
320404004d	Tini sipesi Kokaipaureni nimaririwa. Ye xiyeri kunaune, tini xiri nimaririwa.
3204050071	Tinie xokupa apimi peuni peuni nikari ninie tinipo asinaku kapia xekopineri. Nanuwa. Kokaipa kopure tomuroirouna.
3204060095	Tini kire sapire eiyo xaku. Xuwe. Tinipo xokupa xure sipesi Xoiteu kauna. Tini Xoiteu xosa kunikuninari eiyase kuna kaunari, tianitikepinaure kotowa.
320407011d	Xoiteue xosiki yoro sini sikirouna paiya, asinaku sapini kutu xati, sini apue paire xotapani kutu sipawopu xana xuwe. Xoiteue kakati tinipo xotikikemu yoroni purinaria, pa kapiae tini Kristusu Yesusu xeika atinari etokaria, tinipo xotikikemu xeika nanunanu xeika atina kutuni puropina.
320408017d	Xatai xura, ye kire kuna pani kunawopurexine. Tini xokupa yause suau kapia kirenire nanunari, apimie asinaku kapia kaketeneaire nanunari, kutu kapiaure nanunari, asinaku teteiwoki kapiaure nanunari, sapi xoseixoseire nanunari, asinaku asinaku sapini kuture nanunari, xokupa kapia akerekire nanunari, apimie xokupa kapia kakeri siko apue xekeri xiri nimaririrounuku xeikaure nanuwa.
32040900fc	Tini xokupa kapia kakakuaire ye uworitikiyai paiya ati siparinuku, xokupa kapiaure ye kuna uteiti tinie iyesinuku pani kakiti xekeukiriai, pa xokupa kapia tini sipesi kakakuai. Kakaria Xoiteu, nu xosikemu yorowopu kapia xotapa, nue tini xeika puropina.
32040a009c	Tinie ye xiyeri tianiyepure nanunanu tari, ye Kokaipa xosa xiri nimaririne. Suau, ekime tinie ye tianiyepure nanunanukiniaina pana, ye tianiyakuai ime xuwe.
32040b0070	Ye sapiara xuweitauyati mua kuna kunauixe. Xuwe. Ye amu kapiae xosai moatia, ye peuni puropi kapia sipauweitiai.
32040c0127	Ye xiri xauna purinere e ye xokupa sapi tukuxine rania, ye peuni puriroune. Ye xokupa xoye tukure e ye iriapu puropine, ye xokupa sapi tukure e ye sapiara xuweitauyepina rania ye peuni puropi kapia sipauweitiai. Xokupa sapi ye xosai putawopina, pana ye pani peuni purine xoikemu asinaku xiroune.
32040d004d	Kristusue ye sokisokirouna xati, nupo sokisokie ye xokupa sapi kakepine itou.
32040e00ad	Ye ipaki kunaune tinie ye tianikiriai kapiaure ye nimaririne xitiaia, pa amure, ye xu xemetiai yause xosa tinie ye xeika lixepure nanuworinuku, mua asinaku kapia kakikiriai.
32040f0100	Tini Pilipaipo xuiapu, takieni sipaukiriai, ye asinaku kuna uteiwopi saina xotapa taiyeine, Mesetonia Propinsi wetitia, kireu Yesusure xonikisurouneri apimie ye xeika lixineri xeara tianineri siepineri kapia xuwexetai. Xuwe. Tini kirenie panumu kakikiriai.
3204100058	Ye Tesalonaika erewese puriyai yause xosa, tinie xayaka xayaka xokupa yause tianikiriai.
32041100a8	Tini kakixanari nanunari, tinie ye xoi iwakuaire kototikine xaku. Xuwe. Tinipo asinaku kapiae pani kokaipa xati, Xoiteue tini xosa asinaku kapia kakepinaure ye xoieune.
3204120147	Pana tinie xokupa sapi Epaprotitusu xuporo iyari kotai paiya ye itou titiai. Kakari ye xokupa sapi tuku xine paie koirotai. Tinie xuru xesawari kotaia xokupa ekeu emeserina. Tinipo xuru paiya Xoiteu xouiwopu sapi asinaku xuri tuku sie, tini Xoiteu tukiriai. Xoiteu xouiwopure panumu kakeria nu panumu tepure xiri nimaririrouna.
32041300ac	Yeu Xoiteue siko Kristusu Yesusupo xuiapu sikau xokupa sapi asinaku asinaku akituworisiketai. Pa xati tini sapi xuweitautiketaia nukoe xokupa sapi xiri xousokuworitikepina.
3204140060	Xoiteu nu sikou Xoiteu nu sikou Emisiki xati, sini nupo wenumu sipesi sipesi xourorepu. Pa suau.
3204150075	Tini Kristusu Yesusupo xuiapu xosa kuso kuna tikine. Ye xeika puroteneai xataimanae, tini xosa asinaku asau xeteneai.
32041600be	Xoiteupo xuiapu xokupae tini xosa ipaki kuso kuna kunauneri asinaku asau xeri, Sisaripo atoro saina tirouneri pa apimi kinie, yei tini asinaku asau kuna tikepineure sokisoki kuna kayeteneai.
3204170052	Kokaipa Yesusu Kristusue xousuaxina xouwesiketai kapiae tini xokupa xosa puropina.
330000000a	Colossians
3301010076	Ye Polu, ye Kristusu Yesusupo tianuwopi. Xoiteu nukoini ye xouweina Yesusupo tianuwopi tumuyeretai. Yeu xatai Timotino
33010200f3	sinie mua nakau tini Xoiteupo xuiapu Kolosi erewese purikiriai xosa xayaritikinuku, paiya tini xatasikimana ukusikimanae Kristusu xosa xotikisukiriai xosa. Sikou Emisiki Xoiteue tinire xousuaxati xouwetikatia tinipo xotikikemu yoroni purakuai.
330103006f	Sini kunikuninua paiya, sipesi tinire nanunanunua Xoiteu eiyaseurounua, nu sikou Kokaipa Yesusu Kristusupo Omo.
330104023b	Sinie muanumu kuna tinire iyesikiria, asinaku kunapu suau kuna tini xosa koati tinie iyeserinuku, pa asinaku sapi Xoiteue tini akituworitikina mena xouro iyarati purotai tepure tini xotikisukiriai. Pa xati tinie Kristusu Yesusure xiri xotikisunuku Xoiteupo xokupa xuiapu xosa xotikikemu tinikirounuku. Xokupa wese wese ninie mua asinaku kuna uteiwopi saina teri, xokupa xuiapue xonikisuneri taineri, ninipo kapia asinaku xetai. Ximuximu akereki asau xosa Xoiteue xousuaxati xouwesiketai asinaku kuna tinie iyesinuku xiri sipawari, panumu kapiani tini xopu xosa yaraxetai.
33010700e8	Epaprasie mua asinaku kunapu kuna tini taitaitikati, tinie sipauweikiriai. Epaprasi nu Kristusupo asinaku saina apu. Nu sinipo saina emesiki xati, sinie nu xiri xosikieurounuku. Nue tini tianitikina Kristusupo saina atinani tirouna.
330108005d	Xoiteupo xuiapu xiri xouwenikepi kapia Xoiteupo Supo Youyae tini tikeyaire nue sini kasietai.
3301090131	Pa xati ximuximu akereki asau xosauni, tinipo asinaku kapiaure iyeserinua, Xoiteue tini xouwetiketai atinarini kutu sipawakuaire sipesi sinie kunikuninua Xoiteue tianitikepinaure kotourounua. Kakikiri Xoiteupo Supo Youyae asinaku asinaku sipa xeika nanunanu xeika tikatia paie tini xosa xiri xokopexepina.
33010a00d1	Kakati tinie Kokaipapu xuiapuni kutu nikau kapiarei texaria, tinipo xokupa kapia xouwewopina. Kakatia tinie xokupa asinaku asinaku saina takuai. Kakinari Xoiteu sipaunaria, pa sipae pani sipesi kokaipa xepina.
33010b00e2	Sinie ipaki kunikunirounua, nukou kokaipa sokisoki asinakuni xosa, Xoiteue tini xokupa sokisoki tikatia, tini sokisoki tumunari xokupa xu xemenaria, peuni purinari xu xuwexepineri yause yakuwakuai. Kakatia tinie nimaririeinari
33010c00e9	Emisiki eiyasewakuai. Nukoe tini akituworitikeyai asinaku asinaku sapi takuaire, nukoe kakati tini asinaku asinaku kapia taikiniai. Xoiteupo xokupa xuiapu nini nukou memeremu xosa puroteneai xeika pa asinaku asinaku sapi tini takuai.
33010d008a	Sini ukumupo sokisokipo iru xosa purikiri, nue xiyeri tisikina nukou Nonopu kini xosa iyaisikeretai, pa Nono paiya nukoe xiri xouweurouna.
33010e004c	Xoiteupo Nono nukoe sini xiyeri isayasikina sikou xokupa xunu weterisikeyai.
33010f009e	Sini Xoiteu xekopusie itou xuwe, pana Xoiteupo Nono nu Xoiteu nuko sieni. Nu Xoiteupo akereki Nono xati, Xoiteu nukoe xokupa sapi iyareyai xiri tapaxi purina.
3301100125	Pa Nonopu xuporei Xoiteue xokupa sapi mena xouro xeika ouro xeika xosa iyareyai. Nue xokupa sapi xekopu xuweu xeika xekeurounuku sapi xeika iyareyai, paiya xetauxetau sokisoki xenikorokoro xeika sokisoki youya xeika xokupa sapi sokisoki tuku xeika iyareyai. Nukoe xokupa sapi nukouni iyareyai.
3301110077	Mua xokupa sapi putawopu xuweu yauseni, nu puroyai. Nue kakati xokupa sapi ati purineri xirini atineri saina tirouneri.
33011200e5	Nue tapaxina Yesusure xonikisuneri tairouneri xuiapu yakunikirouna xati, nini paiya nukou mupokemu. Nu paiya ninipo ekenikioma xotapa. Akerina kopa upuropu xiyeri saroyai apu nuko, pa xati nukoini xokupa sapi tapatapaxi puropina.
330113007c	Xoiteue pa Nono xosa nukou xokupa ekeoma xeika kapia xeika puropinaure xina, pa xati Xoiteu nukoini nu xosa xiri xokopexina.
33011400f4	Kakina Xoiteue nu xeika xokupa sapi xeika xokumo iyarepurexetai, paiya ouropu sapi xeika mena xouropu sapi xeika rania kakepina. Pa xati Kristusu wetati na nikitoto xosa xumati, nupo yawi kusawati, pa kapiae Xoiteue sinipo xiwai kapia ororetai.
330115006f	Tini ekime Xoiteu nutiemu puropu xuwe. Tinipo nanunanue, nu xiwaixiwainuku, xoxixoxi kapia tepi saina tikiriai.
33011600ee	Pana Kristusue na nikitoto xosa xumotai xati, pa kapiarei Xoiteue tini nu xeika xotiki tumaretai. Nukou ekero tini Xoiteupo xuiapu sieni purinari muputiki teteiwoki purinari xu xuweu purakuai xati, tini nuko xosa sotiki kopure nu kaketai.
330117013d	Xoiteue sikou asinaku kunaure kasikekeyai sie tini tinipo xotikisu xosauni kutu puropi puropinari, atapu xai sie sokisoki tumuwaria kire sapie pa asinaku sokisoki kuna yaku purikiriaire tini purutikepuwatixe. Ye Polu ye mua asinaku kunapu saina apu saitiai xati, sinie mua ouro puroteneai xuiapu xosa kuna uteikiriai.
3301180134	Ximine tini tianitikepure tatau xemeropi nimaririne. Ye Yesusure xonikisuwoteai xuiapu tianikepurexine. Nini nukou mupokemuni. Kristusue Yesusure xonikisuwoteneai xuiapu tianikepure tatau xemerotai paiya xuwe xatixe. Paina ikoe ikou mupi xosa xemetiai tatau paiya, Kristusupo tatau xousokuwopure ye kakitiai.
330119009f	Xoiteu nukoini ye tumuyerati tini tianitikepure Yesusure xonikisuwoteneai nikau saina apu xitiai. Pa xati ye Xoiteupo xokupa kuna atinei uteiwopine saina tuku.
33011a0091	Ekime xokupa yause paiya mua kuna ximiaki purati, paire xokupa xuiapu kinie sipawopu xuwe. Pana muaia Xoiteupo xuiapu ekinikiro yarani putawotai.
33011b014b	Xoiteu nukou xouweni kakina, mua ximiaropu kuna sini nukou xuiapu atarisikatia, sini sipaunuku, mua kuna xiri asinaku xati paie xokupa xetau xuiapu kini tianikepina xepu. Mua ximiaropu kuna paiya muai. Kristusue tini xopu purinana, sotiki xowati nuko xeika purinari nukou asinaku asinaku sapi mena xouro purotai takuaire nu yakuwa.
33011c0104	Sini xokupa kireni kireni apu xosa Kristusupo asinaku kuna uteirounuku. Sinie asinaku nanunanu xeika sipa xeika tainuku taitainikinuku sokisoki kuna tinikirounuku, pa amure, ninie Kristusu sokisoki taiwopinerire xinukuna, nini kakineria Xoiteu xosa xowopineri.
33011d0060	Pa xati Kristusue xokupa kokaipa sokisoki ye sirouna xati, mua saina tepure ye xiri irereiroune.
33020100d1	Tini sipawakuaire xine, yei tini xeika Yesusure xonikisuwoteneai xuiapu Laotisia erewese puroteneai xeika kireu xokupa xuiapue yeu moaikemu xekopu xuweuwoteneai xeika tianitikepure ye ere irerei saina tiroune.
330202015b	Tini xokupa tikau xotikikemu sokisokinei saitikeriti Xoiteupo kireu xuiapu xiri xotikienikinari nini xeika xotikikemu xiri tumaxinari purakuaire ye mua saina tiroune. Tini asinaku nanunanu tari, paie tinipo xotikisu sokisokixepinaxine. Pa xati tinie Xoiteupo ximiaropu kuna xotapa ati sipawakuaire xine. Kristusu nukoini mua ximiaropu kuna xotapa.
3302030068	Xe xitam ata xosa xokopexetai sie, xokupa ximiaropu sipa xeika nanunanu xeikae Kristusu xosa xokopexina.
3302040053	Kire apue tini niraniratikina xoreitikepi ye xiraxine, pa xati ye mua kuna kunaune.
33020500a4	Ye tini xeika purixana xuwe. Pana yeu nanunanu paiya, ye tini xeika purieune xeketikitia tini kutuni saina tinuku Kristusu xosa sokisoki xotikisuwari ye nimaririne.
3302060047	Tinie Kokaipa Kristusu Yesusu tieikiriai, pa xati tini nu xeikani texa.
33020700d4	Tini nae ou xosa sokisoki tumuwati, atae sokisoki xai xouro sokisoki tumuwotai sie, tini nu xosa sokisoki tumuwa. Tini sinie pa asinaku kuna taitaitikiniai xosa sokisoki xotikisunari, sipesi Xoiteu xosa eiyasewa.
3302080118	Tini sosopa epixakuai, panumu kire apue aipu xoreixorei sipa xeika kuna xeika tini xosa uteiwati tinie nupo nanunanu taiwaku. Panumu apimie asinikimana nikau nanunanu tineri mena xeika ou xeika yakuwoteneai yaniyani nikau nanunanu teteneai. Ninie Kristusupo nanunanu tairouworixe.
3302090062	Siko sipa, Kristusu nue siko apu sie sayetai xati, Xoiteupo xokupa ekeoma nu xosa xiri xokopexina.
33020a0084	Nue xokupa sapi sokisoki tuku tapaxina. Tini Kristusupo xati, Xoiteue tini ekeoma tiketai xati pa ekeomae tini xosa xiri xokopexina.
33020b00d1	Tinie nu xeika etokikiriai xati, mari takepi kapiani kutu tinie tikiriai. Paiya mupusikipo sapixe. Xuwe. Kristusupo kapia xosa sini xipiki xosikikemupo kapia xesauweikiriai. Mari takepi kapia paiya paini kutu.
33020c0111	Tini Xoiteupo wenumurei ene isikiriai yause xosa, tinie Kristusu xeika etokari, Xoiteue kopa upuro Kristusu xeika upuaitiketai. Xoiteue Kristusu kopa upuropu sarepure saina teyaire tini xotikisunuku, ene isikiriai yause xosa tini Xoiteue Kristusu xeika xiyeri saitikeretai.
33020d00c0	Tinie ekime xoxixoxi kapia kakinuku, xipiki xotikikemupo kapia tairouwari, paie outikiati xumukiriai. Pana Xoiteue kakati Kristusu xeika ekitikioma tari, Xoiteue sikou xokupa xu weterisikeyai.
33020e0118	Mosesipo tuxotapae kuna xosa tumusikerina sikou xokupa xu yararina kakati, sikoe nupo xokupa kuna xeika sokisoki xeika irue purikiriai. Pana Xoiteue kuna xosa iyaisikerepure xeteneai pa xokupa kuna xesauweina nue tuxotapapu sokisoki xuweiyeina Kristusupo na nikitoto xosa wareyai.
33020f00d3	Nue sokisoki yaniyani xeika xokupa konikoni sapi sokisoki tuku xeika nikau sokisoki xuweiyetai. Xoiteue na nikitoto xosa xokupa apimi ipaki atarinikina pa xokupa sapi emeserinikiati ninie aipu sapi sieiyeteneai.
3302100112	Pa xati tini kakixari kire apu wetari kuna xosatiki suna kunauna, tini xoye xeika ene xeika nepi tuxotapa taiwarixe xina, muris tepire kokaipa asaupo tuxotapa taiwarixe oma poitaure muris tepi tuxotapa taiwarixe Yuta nikau arikepi yausepu tuxotapa taiwarixe xina kunawoxete.
3302110075	Pa xokupa kapia paiya nini aipu xeniroroi sapi sie xurise putawopure xeteneai. Pana Kristusu nuko paiya xiri asinaku.
33021200ff	Kire apue xiniwepirei xekotai sapire kuna utei kunauna tini takipo wenitiki ororinari xenikorokoro xosa muris ta xatia, tini kakixanari nu wetari tini oroitikexete. Panumu apimie xipiki xonikikemupo nanunanu taineri siko kireni asinaku sipani tuku xineri,
33021300c2	sikou akerekini kutu Kristusu sokisoki tirouworixe. Pa tapae nukou mupo masa xokupa xosa xoye tinikati, paie xokupa muporopu tuni murie tumaxina atina xiri sokisokixirouna sie Xoiteue xouweouna.
33021400e0	Tini Kristusu xeika xumuweikiriai xati yaniyanie mena xouropu sapi xeika ouropu xeika yakurouneri nikau sokisoki irue purarixe. Pa xati muaia tini amakati ouropu apimi sie purirounukuna? Panumu tinie panumu tuxotapa tainuku,
