010000000b	Ittẹwọr
0a180200f5	Mẹ wọ, ọvaarnọng oben Joab ọmaana adenho p'agbong-nọng p'awobh ttar-ẹ bi, “Bọng nọhng makhọra nnọmma s'Israẹl, bọng ttẹwọr ka Dan maa, apyiri ka Beershẹba, abhik ajinọng ifha kaam mfha nnonga obhik kwabẹ.”
0a18030125	Mando kwa Joab obhin ọvaarnọng bi, “Tte Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwọ ọttara ọnọng-mik kw'agbong-nọng igbe arọbh azen ayongi-oyongi. Tte itta ọvaarnọng kwaam otzima chen pẹ ore kwẹ. Osi yan itta ọvaarnọng kwaam oben bi, osi odik-dema nwa o?”
0a180400a4	Wa atzim p'ọvaarnọng agaangi ayọhnga pa Joab ọmaana adenho mba pa agbong-nọng. Mando kwa bẹ abin aji ọvaarnọng, atza abhik agbong-nọng p'Israẹl.
0a18050091	Mada bẹ akk'Jọrdan ajekha, bẹ abhing abaanga Aroẹ, k'ẹrakha-ẹrakha kw'obhon kw'owobh k'ẹttẹri. Bẹ arenga ka Gad achina ka Jaza.
0a18060072	Bẹ arenga achina ka Gilead ọmaana k'ẹkhọma cha Tatim Hodshi, achina ka Dan Jaan, akhọri achina ka Sidon.
0a180700b9	Bẹ an-arenga achina k'ichubhabe sa Taya, ọmaana k'ibhon sa abaHiv ttara sa abaKenaan biphyir. Bẹ an-akponga nnam achina ka Beershẹba kw'owobh ka Nẹgẹv k'ẹkhọma cha Juda.
0a18080084	Mada bẹ akk'arenga akpaanga irerek nna biphyir, bẹ akpa nnam ka Jẹrusalẹm k'okpong kw'aphe ọhawani ọmaana iwu ẹrọbh.
0a180900f6	Iwa Joab ọgbaak ọvaarnọng ọnọng-mik kw'agbong-nọng: Wa ọnọng-mik kw'afanọng p'Israẹl ode, nnọhna arọbh azen p'afha abọkha ọkkangkkaang. Ọnọng-mik kwa Juda ode nnọhna arọbh attaan obhiri arọbh afa obhiri jobh.
0a180a013a	Mada iwa Devid, okk'ẹnọng-mikha ch'agbong-nọng okyera, achibhi ayakh-ẹ atzim maa, on-oben Ọvaar Ibinọkpaabyi bi, “Kaam nkk'ẹkhọhngkwuri ch'ideden nsa k'odik nwa kwa nsi. Tzotzokhaan, Ọvaar Ibinọkpaabyi, bina anang oponga-pyibha kwa kaam ọtzọhmnọng kwọ. Kaam nkk'odidingi-dik nsa e.”
0a180b0098	Yina Devid ọphyọbha k'ekpebha, Ọvaar Ibinọkpaabyi okk'Gad kw'ode ọsẹjaakhi, obiro ode ore-ka-chen-anna kwa Devid, atzim ọgbaakha, oben bi:
0a180c00c1	“Rọhng atza agbaak Devid bi, ‘Ma wọ ode odik kw'Ọvaar Ibinọkpaabyi ọgbaakhi: Kaam njọ-ọ achibhi attaan k'itzitzikha bi, atzekha wani kwa kaam ńdima mkpaara aponga pọ.’”
0a180d019d	Mando kwa Gad ọtza okhebha Devid, oben-ẹ bi, “Ma na ọdaakh-ọ bi okwo f'ideden owobha k'irerek sọ, ka cho attaan o? Na obiro ọdaakh-ọ bi, arọbh abharkpa p'attattaanga-nọng pọ akhubh bọng k'aphe attaan o? Na obiro ọdaakh-ọ bi, ọkhọhmana f'ideden otto okhebha irerek nna k'iwu ittaan o? Kọ nang ochibhi m'idik nna, ifha agbaakh-m ochibhi kwa nda mgbaak ọnọng kw'ọtzọhm-m.”
0a180e00cd	Iwa Devid oben Gad bi, “Kaam ettem ẹyakh-m atzim. Tte motzer ọkhaama ottotto k'itzitzikha s'Ọvaar Ibinọkpaabyi, kw'inọngkwo sẹ ibar-ọbar, ottu kw'ámotto ka mbọhk s'anọng ọkhaam e.”
0a180f00e2	Mando kw'Ọvaar Ibinọkpaabyi ọtzọhmi itzama s'ideden k'Israẹl, s'ittẹwọr k'ekpebha maa opyiri k'ogbe kwa bẹ akhe. Wa anọng nnọhna arọbh azenattaan obhiri chi, ape, ttẹwọr ka Dan maa apyiri Beershẹba.
0a18100151	Mada orenga-eden kw'Ibinọkpaabyi onemi ọbọhk bi, odimi Jẹrusalẹm, Ọvaar Ibinọkpaabyi obhona ochibhi kwẹ kw'ọmmamma nwa. On-oben orenga-eden kwẹ bi, “Dọk kàsi! Tọr ọbọhk kwọ.” Wa orenga-eden nwa kw'Ọvaar Ibinọkpaabyi on-owobh k'ibe sa bẹ am-awobha agwuma abọkpa-mọma s'Arawuna kw'ofon Jẹbus.
0a18110119	Mada Devid ore orenga-eden nwa kw'om-ofhu anọng, oben Ọvaar Ibinọkpaabyi bi, “Kaam nkk'ẹkhọhngkwuri nsa e; Kaam, okkeri-ayok, nkk'epina nsa e. Bẹ-bẹ ade mach'arukhimaan e. Bẹ ọttọhk kasi. Tte ettuma chọ ewobha ẹnang kaam, ọmaana ẹhọhmmọr chaam.”
0a181200c4	M'ewu nduma, Gad ọtza okhebha Devid oben-ẹ bi, “Rọhng avura atza asi ijafọhnibe anang Ọvaar Ibinọkpaabyi, k'ibe sa bẹ am-awobha agwuma abọkpa-mọma s'Arawuna kw'ofon Jẹbus.”
0a18130052	Mando kwa Devid ovur mach'Ọvaar Ibinọkpaabyi okk'orenga ka Gad ọtzọhn-ẹ.
0a181400bb	K'ogbe kw'Arawuna on-okkeri, ore da ọvaarnọng ọmaana akhaan-nọng pẹ am-arenga atzor-ẹ, oyin k'iyaan ọtza ọrakha ottima k'itzitzikha k'irerek, m'itzitzikha s'ọvaarnọng.
0a1815013c	Arawuna ọbọbh bi, “Ode yan kw'itta ọvaarnọng kwaam, orori kaam ọtzọhmnọng kwẹ o?” Devid obhina bi, “Kaam nkwu bi nkwu ndebh ibe sọ sa bẹ am-awobha agwuma abọkpa-mọma, ifha nsi ijafọhnibe mẹ nnang Ọvaar Ibinọkpaabyi e, k'odem kw'itzama s'itto ikhebha anọng mba ikwọhbha e.”
0a1816010f	Arawuna oben Devid bi, “Tte itta ọvaarnọng kwaam ọtzọkha ọttọhk kpenamkpen f'ọdaakh-ẹ, otzima osi ẹnanga e. Kkeri abhaam p'ẹnanga ẹkwọmichẹ ma, ọmaana atzekpa pa bẹ am-atzima agwuma abọkpa-mọma, ttara ayak p'abhaam p'atzima mach'ommen.
0a181700a7	K'ẹvaar chọ, kaam Arawuna ndọk ekpo mbya biphyir nnang ọvaarnọng. Tte Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwọ, ọtzọkha ẹjafọhni chọ.”
0a18180168	Yina, ọvaarnọng obhina Arawuna bi, “Mma e, kaam ngaam bi ndebh ekpo mbya k'agbukha e. Kaam ẹjafọhni ẹkwọmichẹ, ch'eni kaam ọttọhk epe, kínsi nnang Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwaam.” Mẹ wọ, Devid odebh ibe nna sa bẹ am-awobha agwuma abọkpa-mọma, ọmaana abhaam k'ashẹkẹl pa silva arọbh afa obhiri jobh.
0a1819010e	Wa Devid osi ijafọhnibe mẹ ọnang Ọvaar Ibinọkpaabyi. Osi ẹjafọhni ẹkwọmichẹ ọmaana ẹnanga ch'odidiri mẹ. Mẹ wọ e, Ọvaar Ibinọkpaabyi obhina njọhm sẹ s'irerek nnuma. Mando kw'itzama s'itto ikhebha anọng p'Israẹl ibiri ikwọhbha.
0b0000000d	1 Avaarnọng
0b0101006c	Iwa ọvaar Devid ọkk'ọn-ọtzama maa, chibhi da bẹ abubh-ẹ nnọhnmakpa, chua kẹ ọbọhk kotte.
0b010200d3	Mẹ wọ, atzọhmnọng pẹ aben-ẹ bi, “Tte moror ominanwa wani kw'ówobha ttara ọvaarnọng, obiro okker-ẹ. Tte ominanwa nwa oyima ọbaang-ẹ, ifha chua otte itta ọvaarnọng kwaman ọbọhk.”
0b0103008a	Mando kwa bẹ arori ominanwa kw'ojibh-ojibh makhọra Israẹl, bẹ atza are Abishag kw'ofon Shunam atzim-ẹ akwu achena ọvaarnọng.
0b01040084	Wa ominanwa nwa ojibhi kwanọng oyongi-oyongi, okkeri ọvaarnọng obiro owobha ttar-ẹ. Yina, wa ọvaarnọng kẹ abẹ koyim.
0b0105011e	Iwa Adonija, nnwa kwa Hagit ọmaana Devid, otzim for sẹ osi ẹmma, oben bi, “Kaam wọ ńde ọvaarnọng.” Mando kw'ofon ọtza ọtzọkha akpaar pa nnyanyaang mmindọr ọmaana ayaari-nnyanyaang, okwu ọttara k'ajinọng arọbh afa obhiri jobh, p'arọbh-ẹ k'itzitzikha.
0b010600ac	(Iwa otte kẹ eden kọkpa k'ogbe manda wani bi, ọbọbh-ẹ bi, “Kọ asi yan asi mando?” Wa kẹ ojibhi odikkobh oyongi-oyongi, obiro otzor Absalọm nnam k'otte.)
0b0107008c	Iwa Adonija okwu ọkhaama nttọhna ttara Joab kw'ode nnwa kwa Zeruya, ọmaana Abiyata kw'ode ọfọhnẹja, p'abẹ-ẹ mbọhk ka nnam.
0b010800ce	Yina, Zadọk kw'ode ọfọhnẹja, ọmaana Bẹnaya kw'ode nnwa kwa Jẹhoyada, ọmaana Natan kw'ode ọsẹjaakhi, ọmaana Shimeyi, ọmaana Reyi, ttara abaabhi pa Devid, bẹ Adonija abẹ katzọni.
0b01090109	Adonija otzima arukhimaan, ọmaana abhaam ttara abhaamva adimpẹ p'ajibhi for osi njafọhni, k'ọtza kwa Zohẹlẹt ọbaanga Ẹn-Rogẹl. Obher votte pẹ biphyir, p'ade va p'ijinọng p'ọvaarnọng, ttara akhaan-nọng p'ọvaarnọng biphyir p'afon Juda.
0b010a008e	Yina, iwa Natan kw'ode ọsẹjaakhi, kobheri. Bẹnaya ọmaana abaabhi akkakka, kaambi Sọlọmọn kw'ode ọgbaanotte wọ, kobiro obher.
0b010b00c6	Mẹ wọ, Natan oben Batshẹba kw'ode ọkka kwa Sọlọmọn bi, “Kọ atzima abhaanga bi, Adonija kw'ode nnwa kwa Hagit, ọkk'ọvaarnọng ọda o? Yina, itta kwaman Devid odik nwa, korong.
0b010c006e	Mẹ wọ, tte kaam ndọhn-ọ eden ch'afha akkaana akpen pa kọ kaam, ọmaana pa nnwa kwọ Sọlọmọn.
0b010d0142	Rọhng m'ẹbaa nda atza akhebha ọvaar Devid aben-ẹ bi, ‘Itta ọvaarnọng kwaam, kọ arang achekhi anang kaam ọtzọhmnọng kwọ bi: “K'odik-ọkka, nnwa kwọ Sọlọmọn wọ ọ́tzọkha ẹvaar chọ, óbiro ówobha ẹwọr ka ẹvaarchi chọ o?” Ka yan wọ kw'Adonija on-ode ọvaarnọng o?’
0b010e0064	Kaam ńkwu-okwu mada am-agbaak ọvaarnọng atzim, nkwu nttara ọwọhng kwaam k'idik s'agbaak.”
0b010f009c	Mando kwa Batshẹba ofon ọtza okhebha ọvaar Devid kw'ọkk'ọn-ọtzama, k'ẹmaanggọ chẹ ẹtzaanga, kẹ da Abishag kw'ofon Shunam om-okker-ẹ.
0b0110007b	Batshẹba ọrakha, orururi m'irerek k'itzitzikha s'ọvaarnọng. Ọvaarnọng ọbọbh bi, “Kọ arori mbọng o?”
0b011100e9	Oben-ẹ bi, “Kọ ọkhaam wọ atzim che ch'Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwọ, achekhi anang-m bi: ‘Nnwa kwọ Sọlọmọn wọ ọ́tzọkha ẹvaar chọ, kẹ óbiro ówobha ẹwọr k'ẹvaarchi chọ.’
0b01120051	Yina, kọ itta ọvaarnọng kwaam karong bi, Adonija ọkk'ọvaarnọng ọda.
0b01130129	Kẹ okk'abhaam, ọmaana abhaamva adimpẹ ttara arukhimaan k'ọhaabh, ọtzọkha otzima osi njafọhni. Kẹ obher va p'ọvaarnọng p'ijinọng biphyir, ọmaana Abiyata kw'ode ọfọhnẹja ttara Joab kw'ode odenho kw'arim-egbon. Yina, Sọlọmọn kw'ode ọtzọhmnọng kwọ, kobheri.
0b011400b6	Itta ọvaarnọng kwaam, chen p'anọng p'Israẹl biphyir akkeri kọ bi, agbaak bẹ ọnọng kw'ótzor-ọ nnam, ówobha ẹwọr k'ẹvaarchi cha kọ itta ọvaarnọng kwaam.
0b011500ad	Óni mando ode, itta ọvaarnọng kwaam ope ma, bẹ anọhng-ẹ otzor ab'otte. Bẹ an-atzọkha kaam ọmaana nnwa kwaam Sọlọmọn, ási ọgbaan mach'ariribha e.”
0b01160055	Mada otzim ọm-ọgbaak ọvaarnọng atzim mẹ, Natan kw'ode ọsẹjaakhi opyiri.
0b0117009d	Iwa bẹ agbaak ọvaarnọng bi, “Natan kw'ode ọsẹjaakhi owobh ma e.” Mando kw'ofon otza okhebha ọvaarnọng, ọrakha ottima itzitzikha k'irerek.
0b0118009a	Natan oben bi, “Ma, kọ itta ọvaarnọng kwaam akk'ẹjaakhi asa bi, Adonija ọ́tzọkha ẹvaar chọ, obiro ówobha ẹwọr k'ẹvaarchi chọ o?
0b01190161	Kẹ okk'ofona ọtza ọtzọkha abhaam-haabhada, ọmaana abhaamva adimpẹ, ttara arukhimaan. Kẹ okk'va p'ọvaarnọng p'ijinọng biphyir obhera, obiro obher odenho kw'arim-egbong, ttara Abiyata kw'ode ọfọhnẹja. Bẹ awobh kẹ madẹdẹn nwa da bẹ achi, abira agwo ttar-ẹ, am-aben bi, ‘Tte ọvaar Adonija oruk akpen p'adum-odum!’
0b011a00ac	Yina, kaam ọtzọhmnọng kwọ, ọmaana Zadọk kw'ode ọfọhnẹja, ọmaana Bẹnaya kw'ode nnwa kwa Jẹhoyada, ttara ọtzọhmnọng kwọ Sọlọmọn kobheri.
0b011b00b4	Ode bi, odik kw'itta ọvaarnọng kwaam osi wọ ma, kw'on-osi moronga ọnọng kw'ọtzọkha ẹvaar chẹ, obiro owobha ẹwọr k'ẹvaarchi ch'itta ọvaarnọng kwaam o?”
0b011c0094	Iwa ọvaar Devid oben bi, “Bọng yeri Batshẹba odim ka.” Mando kw'odimi okhebha ọvaarnọng k'ẹtzaanga, ọtza ọbẹ-ẹ k'itzitzikha.
0b011d00a4	Mẹ wọ, ọvaarnọng ọn-ọtzọkha ọnwọhngi oben bi, “Odem nwa kw'Ọvaar Ibinọkpaabyi orukhi akpen, kw'ọkkaan ọrọbh-m ka dama-dama kpenamkpen,
0b011e00f2	mayina, kaam ńsi odik kw'iwa nchekhi ka che ch'Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kw'Israẹl bi: Nnwa kwọ Sọlọmọn wọ ọ́tzọkha ẹvaar chaam, kẹ wọ óbiro ówobha k'ẹvaarchi chaam, k'ẹvaar-ttọhmma chaam.”
0b011f00b2	Mando kwa Batshẹba ọrak ottima itzitzikha k'irerek, oruri for sẹ m'itzitzikha s'ọvaarnọng, oben bi, “Tte itta ọvaarnọng kwaam, Devid, oruk akpen maa, ogbe ode.”
0b012000cc	Ọvaarnọng Devid oben bi, “Bọng yeri Zadọk kw'ode ọfọhnẹja, ọmaana Natan kw'ode ọsẹjaakhi ttara Bẹnaya kw'ode nnwa kwa Jẹhoyada.” Mada bẹ akwu ayin ọvaarnọng k'itzitzikha,
0b012100c5	ọvaarnọng oben bẹ bi: “Bọng dọkha atzọhmnọng p'itta kwabọng bẹ atzọn bọng abẹ. Bọng ben nnwa kwaam Sọlọmọn ọyaar ẹnyanyaang chaam, atzim-ẹ achina ka Gihọn.
0b012200f4	Mẹ wọ kwa Zadọk kw'ode ọfọhnẹja, ọmaana Natan kw'ode ọsẹjaakhi ábyeng-ẹ ana k'eho, ásẹ-ẹ ọvaarnọng kw'Israẹl. Bọng ágyi obukpọhng ábira ási ẹjaakhi bi, ‘Ọvaar Sọlọmọn oruk akpen p'adum-odum!’
0b012300bc	Bọng dọn-ẹ abẹ akpa nnam, ifha ókwu owobha ẹwọr k'ẹvaarchi chaam, óbiro ọ́dabh ẹvaar chaam. Kaam nkk'ẹ ndekha bi, óde ọvaarnọng kw'Israẹl ọmaana kwa Juda.”
0b012400bd	Bẹnaya kw'ode nnwa kw'Jẹhoyada obhina ọvaarnọng bi, “Tte kwẹ ode mando! Tte Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kw'itta ọvaarnọng kwaam, osi ẹjaakhi ch'odik nwa.
0b012500d6	Odem nwa kw'iwa Ọvaar Ibinọkpaabyi owobh ọmaana itta ọvaarnọng kwaam, tte obiro owobha ttara Sọlọmọn, ifha osi ẹvaar chẹ ẹbar ọtzam ẹyọhnga ẹvaar ch'itta ọvaarnọng kwaam, Devid!”
0b01260119	Mando kwa Zadọk kw'ode ọfọhnẹja, ọmaana Natan kw'ode ọsẹjaakhi, ọmaana Bẹnaya kw'ode nnwa kwa Jẹhoyada, ọmaana anọng pa Kẹrẹt ttara anọng pa Pẹlẹt, afon atza agboma Sọlọmọn kw'ọyaari k'ẹnyanyaang ch'ọvaar Devid, bẹ achina ka Gihọn.
0b012700ff	Zadọk kw'ode ọfọhnẹja ọtzọkha obhik kw'ana p'afon k'ikhira s'awurada, obyengi Sọlọmọn ana k'eho. Mando kwa bẹ agyi obukpọhng, anọng biphyir abira asi ẹjaakhi k'ẹrọng bi, “Tte ọvaar Sọlọmọn oruk akpen p'adum-odum!”
0b01280080	Anọng biphyir agyi aphoropho abira atzima ọdadaami kw'ideden, kwa bẹ asi maa, irerek inyengi, atzọn-ẹ abẹ akpa nnam.
0b01290105	Iwa Adonija ọmaana akhekhennọng p'awobh ttar-ẹ bipyhir, abhaanga odik nwa k'ogbe kwa bẹ an-am-akyera ẹrọm chabẹ okyera. Mada Joab ọbhaang obukpọhng kw'anọng mba agyi, ọn-ọbọbh bi, “Iyọkhi-haabhada nnuma k'odedenmon, iyini yan o?”
0b012a00c8	Mada otzim ọm-ọgbaak atzim, Jonatan kw'ode nnwa kw'Abiyata kw'ode ọfọhnẹja, opyiri. Adonija oben bi, “Dim k'ẹtzaanga. Ojinọng ọkkakka mach-ọ, otzima ẹkkaabha ẹkkakka okwu e.”
0b012b0079	Jonatan obhina Adonija bi, “Kwẹ mando kode! Itta ọvaarnọng kwaman Devid, okk'Sọlọmọn ọvaarnọng ọsa e.
0b012c0119	Ọvaarnọng okk'Zadọk kw'ode ọfọhnẹja, ọmaana Natan kw'ode ọsẹjaakhi, ọmaana Bẹnaya kw'ode nnwa kwa Jẹhoyada, ọmaana anọng pa Kẹrẹt, ttara anọng pa Pẹlẹt ọtzọhma bi, bẹ atzọn-ẹ abẹ ọyaar k'ẹnyanyaang ch'ọvaarnọng ọkpa nnam.
0b012d00f8	Zadọk kw'ode ọfọhnẹja, ọmaana Natan kw'ode ọsẹjaakhi akk'ẹ ana abyengi k'eho, asẹ-ẹ ọvaarnọng ka Gihọn. Bẹ akk'afona kẹ ttara ọdadaami, kw'on-otzim iyọkhi okwu k'odedenmon. Iyọkhi nnuma rọ s'am-abhaanga mẹ e.
0b012e0040	Ayongi mẹ, Sọlọmọn ọkk'ẹwọr owobha k'ẹvaarchi e.
0b012f011e	Akhaan-nọng p'ọvaarnọng akk'abira akwu bi, akwu arima itta ọvaarnọng kwaman, Devid, aben bi, ‘Tte Ibinọkpaabyi kwọ osi Sọlọmọn ọtza che ọyọhng-ọ, obiro osi ẹvaar chẹ ẹbar ẹyọhnga chọ!’ Mando kw'ọvaarnọng ọrak m'eyima chẹ k'ikpokpobha,
0b013000c0	oben bi, ‘Tte ẹtzọhnga ewobha ẹnang Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kw'Israẹl kw'ọkk'ọsa bi, ndima chen paam nne ọnọng kw'ọtzọk ẹvaar chaam, mayina.’”
0b0131003b	Ofona mẹ, akhekhennọng p'Adonija abina k'opoma, apfuri.
0b0132005d	Yina, Adonija obina, okhuri ojora fa Sọlọmọn, ọtza ọbọkha k'abhik p'ijafọhnibe.
0b01330109	Mando kwa bẹ agbaakhi Sọlọmọn bi, “Ọvaar Sọlọmọn ojor Adonija ojora, kw'osi ọtza ọbọkha k'abhik p'ijafọhnibe. Oben bi, ‘Tte ọvaar Sọlọmọn ochekhi ọnang-m mayina bi, ọkkangkkaang kotzima ofhu kaam ọtzọhmnọng kwẹ.’”
0b013400a2	Sọlọmọn obhina bi, “Idikha ọkhọhk for sẹ mach'ọnọng ọkkakka, esisaa-naanga chẹ ch'etto k'irerek kede. Idikha otzim ebibya, kẹ ópe-ope.”
0b013500dc	Mando kwa ọvaar Sọlọmọn ọtzọhmi anọng bẹ atza achaar-ẹ k'ijafọhnibe, atzima akwu. Adonija e, okwu ọrakha k'itzitzikha s'ọvaar Sọlọmọn, kw'oben-ẹ bi, “Rọhng abhana k'ọhọhm kwọ.”
0b0201004d	Mada obo kwa Devid om-ofor, wa ọnangi nnwa kwẹ Sọlọmọn ndọhna bi:
0b02020044	“Kaam nna nkkekkeni mpe, kọ be bi gbuk, asi idik mach'ojinọng,
0b02030156	asi idik nnuma s'Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwọ, orori: Kọ renga k'ikpokpobha ttar-ẹ, ahok akpebhi pẹ, ọmaana asana pẹ, ọmaana aphaangi pẹ ttara ndọhna sẹ, macha bẹ akkẹri k'aphaangi pa Mosẹs. Si idik nna ifha árenga mẹ akhaama ẹnaanga k'ọttọhk kpenamkpen f'asi, k'ibe kpenamkpen s'átza,
0b0204013c	k'odem kw'Ọvaar Ibinọkpaabyi ọfha óhok echekhi chẹ ch'ọnang-m bi: ‘Idikha va pa va pọ arukhi akpen pa bẹ abaan bi aruk, bẹ abira atzima nttem sabẹ biphyir ọmaana agbagba pabẹ biphyir atzọn-m abẹ, kọ echuni kede bi, ákhaama ọnọng ọkhaama kw'ọ́tzọkha ẹvaarchi k'Israẹl.’
0b0205015a	“Kọ ọkhaam arong odik kwa Joab kw'ode nnwa kwa Zeruya, osi-m kẹ e, odem kw'ofhu adenho afa p'arim-egbong p'Israẹl p'ade: Abnẹr kw'ode nnwa kwa Nẹr ọmaana Amasa kw'ode nnwa kwa Jẹtẹr. Ofhu bẹ, obyengi izi sabẹ k'ogbe kw'ẹmẹm ọmaana ogbong-gbe, otzima izi nnuma ọkpan k'odikpa kwẹ kw'erin, ọmaana k'ekpo pya mmo.
0b02060068	Kọ tzima ekkoji chọ asẹ-ẹ mach'ọdaakh-ọ, kakhera bi oruk akpen maa, ọn-ọkhaama epekhubh.
0b020700c8	“Yina, si ejibha anang va pa Barzilayi kw'ofon Gilead. Tte bẹ attara k'anọng p'am-achi ọchattọhk k'okpokkoro kwọ. Kkeri wa bẹ abe ttara kaam, k'ogbe kwa nnọbhi k'agbaanatte, Absalọm.
0b02080138	“Karaama bi, Shimeyi kw'ode nnwa kwa Gẹra kw'ofon Bahurim k'ẹkhọma cha Bẹnjamin owobh mẹ ttar-ọ, kẹ wọ ọsaakh-m itzama-itzama, k'ewu cha mminda Mahanayim. Mada ọhak okhebh-m ka Jọrdan, ndim che ch'Ọvaar Ibinọkpaabyi nchekhi nnang-ẹ bi, ‘Kaam ọkkangkkaang kíndima mfhọ-ọ.’
0b020900a5	Yina, kẹ kàtzọkha mach'ọnọng kw'aponga anapyibhi. Kọ ade ojinọng kw'ekkoji, áronga-oronga odem kw'asi. Kọ re bi, akhọhbhi pẹ akhaama epekhubh.”
0b020a0045	Iwa Devid ope otzor ab'otte, bẹ anọhng-ẹ k'odedenmon kwa Devid.
0b020b00c5	Wa Devid ode ọvaarnọng ka Hẹbrọn ka cho azenamfa, obiro ode ọvaarnọng ka Jẹrusalẹm ka cho ẹrọbh obhiri jobh obhiri attaan. Biphyir-phyir wa ọdabhi Israẹl ka cho arọbh afa.
0b020c0070	Mando kwa Sọlọmọn owobh ẹwọr k'ẹvaarchi ch'otte Devid, wa ẹvaar chẹ ebire ettima aranga bi gbuk.
0b020d00cb	Iwa Adonija kw'ode nnwa kwa Hagit, ofona ọtza okhebha Batshẹba kw'ode ọkka kwa Sọlọmọn. Batshẹba ọbọbh-ẹ bi, “Kọ akwu ttara odidiri o?” Obhina bi, “Oo, nkwu ttara odidir e.”
0b020e0067	Ọn-ọttara bi, “Kaam ngaam odik kwa mbeni bi mgbaakh-ọ e.” Batshẹba oben bi, “Gbaakh-m.”
0b020f0112	Oben bi, “Kọ arong kẹ bi, ọvaarbhon nwa ode kwaam. Anọng p'Israẹl biphyir ahokhi chen bi, kaam ndabh bẹ. Yina, idik ikwu ibhakhi ewobha. Ma, ọgbaanotte kwaam wọ ọn-ọkhaam ọvaarbhon, okhuri da Ọvaar Ibinọkpaabyi ọttẹ-ẹ ọbọhk ọnang-ẹ.
0b02100063	Kaam ngaam odik wani kwa mbeni bi mphyem-ọ, kaam kwẹ karam o.” Oben bi, “Gbaakh-m kwẹ.”
0b021100bc	Mẹ wọ, ochina ororo oben bi, “Tzotzokhaan, ben ọvaar Sọlọmọn ọnang-m Abishag kw'ofon Shunam, ńdọkha macha kwanọng kwaam. Kaam nnong kẹ bi, kọ odik nwa kọ́ram.”
0b02120067	Batshẹba obhina bi, “Kwẹ ojibhi kẹ, kaam mgbaak ọvaarnọng odik nwa ọgbaak k'eho chọ.”
0b02130135	Mada Batshẹba ofon bi ọtza ọgbaak ọvaar Sọlọmọn odik nwa k'eho ch'Adonija, ọvaarnọng obina ọtza okhebh-ẹ, ochunga orima ọkka, yina on-owobh ẹwọr k'ọvaar-gbera kwẹ. Oben bẹ atzima ọvaar-gbera kw'ọkka owobha ẹwọr akwu. Mando kw'ọkka owobh ẹwọr k'odimbọhk kwẹ.
0b02140098	On-oben bi, “Kaam ngaam ididikha kwa ḿphyem-ọ. Tzotzokhaan, kaam karam.” Ọvaarnọng oben bi, “Nna kwaam, kọ phyem, kkeri kọ kínnam.”
0b02150072	Mẹ wọ, oben bi, “Tte Abishag kw'ofon Shunam ọbọhk, anang agbaanatte Adonija ọtzọkh-ẹ k'ọbada.”
0b02160140	Ọvaar Sọlọmọn obhina ọkka bi, “Osi yan aphyem-m bi, ndọkha Abishag kw'ofon Shunam nnang Adonija k'ọbada? Ira abira aphyem bi, ndọkha ọvaarbhon nnang-ẹ, mgba kẹ wọ ode ọgbaanotte kwaam kw'ideden. Mando kw'ira bi aphyem anang Abiyata kw'ode ọfọhnẹja, ttara Joab kw'ode nnwa kwa Zeruya!”
0b021700da	Ọvaar Sọlọmọn ochekhi ka che ch'Ọvaar Ibinọkpaabyi bi: “Tte Ibinọkpaabyi ọnang-m ettuma, kaambi ode bi, ch'ẹbar-ọbar dọ, idikha Adonija oni akpen pẹ otzim otzera eho ch'odik nwa kw'ophyemi ma!
0b021800cd	Odem nwa kw'Ọvaar Ibinọkpaabyi orukhi akpen, kẹ kw'ọkk'aam aranga ottima bi gbuk, k'ẹvaar ch'otte kwaam Devid, obiro osi ẹnọmma chaam ebe, mach'ochekhi, bẹ akhaambi áfhu Adonija mayina!”
0b0219006c	Mando kw'ọvaar Sọlọmọn ọnangi Bẹnaya kw'ode nnwa kwa Jẹhoyada ẹfa, ọtza obun Adonija ofhu.
0b021a0146	Ọvaarnọng oben Abiyata kw'ode ọfọhnẹja bi, “Kpa nnam k'iwoni sọ s'iwobh k'Anatọt. Kọ ọbaan bi, ape e. Yina, kaam kọ madẹdẹn kímfhu, okhuri bi, kọ atzini Ẹkkọhbhi ch'Echekhi ch'Ọvaar Ibinọkpaabyi kw'Ọyọhng, k'itzitzikha s'otte kwaam Devid, abira atzọkha ekkema k'ihem s'otte kwaam.”
0b021b00d7	Mando kwa Sọlọmọn ọrọbh Abiyata k'ọtzọhm f'afọhnẹja p'Ọvaar Ibinọkpaabyi, kw'atzim p'Ọvaar Ibinọkpaabyi ọgbaakhi ka Shilo, okhuri ẹhọhmmọr ch'Ẹli, an-areng mẹ akhaama ẹjaakhi.
0b021c00b4	Mada ẹkkaabha nda epyiri Joab kw'okk'nttọhna ọkhaama ttara Adonija, okhiri Absalọm oji, ọrọbh ochina k'ikhira s'Ọvaar Ibinọkpaabyi, ọbọkha abhik p'ijafọhnibe.
