130000000a	Sálmarnir
3c010b0129	Þeir undruðust það sem heilagur andi, sem í þeim bjó, sagði, því að hann bauð þeim að skrifa niður og lýsa atburðum, sem síðar áttu eftir að gerast í lífi Krists: Þjáningum hans og dýrðinni er hann hlyti að lokum. Þeir hugleiddu hvenær þetta yrði og í lífi hvers.
3c010c01a3	Að lokum fengu þeir að vita að þessir atburðir myndu ekki gerast meðan þeir lifðu, heldur löngu seinna – einmitt á ykkar dögum. Nú loks höfum við fengið að heyra þessi gleðitíðindi flutt á skýran og einfaldan hátt í krafti heilags anda, þess sama anda sem talað hafði til spámannanna. Allt er þetta svo undarlegt og dýrlegt að jafnvel englarnir á himnum þrá að kynnast því betur.
3c010d00a1	Verið því allsgáð og horfið örugg fram til endurkomu Jesú Krists. Þá munuð þið fá að njóta blessunar Guðs í ríkari mæli en nokkru sinni fyrr.
3c010e00d9	Hlýðið Guði, því að þið eruð börn hans. Gætið þess að lenda ekki aftur í sama farinu – ykkar gamla líferni – þegar þið lögðuð stund á hið illa vegna þess að þið þekktuð ekkert betra.
3c010f006e	Verið nú heilög í öllu sem þið gerið, rétt eins og Drottinn, sem kallaði ykkur í barnahópinn sinn.
3c0110004b	Það var hann sem sagði: „Verið heilög, því að ég er heilagur.“
3c0111011a	Munið einnig að faðirinn himneski, sem þið biðjið til, fer ekki í manngreinarálit þegar hann kveður upp dóm sinn. Hann mun dæma allt sem þið gerið af fullkominni réttvísi. Lifið því frammi fyrir honum í auðmýkt og ótta, allt þar til þið farið til himna.
3c011200d6	Guð hefur greitt lausnargjaldið, til þess að leiða ykkur af þeirri vonlausu leið sem feður ykkar reyndu að fara til himins. Lausnargjald þetta var ekki greitt í silfri eða gulli, það vitið þið vel.
3c0113005f	Guð greiddi fyrir ykkur með dýrmætu lífi guðslambsins, sem var óflekkað – án syndar.
3c011400db	Það var einmitt til þess verks, sem Guð valdi Krist löngu áður en veröldin varð til, en það var fyrst nú fyrir stuttu, á þessum síðustu tímum, sem heimurinn fékk að sjá hann og það var ykkar vegna.
3c011500a5	Af þessari ástæðu getið þið einmitt treyst Guði, sem reisti Krist frá dauðum og hóf hann í dýrð. Nú getið þið sett von ykkar og trú á hann einan.
3c011600ab	Og við það að trúa að Kristur gæti frelsað ykkur, hafa sálir ykkar hreinsast af eigingirni og hatri og því getið þið elskað hvert annað innilega af hjarta.
3c0117010d	Nú lifið þið nýju lífi! Þetta nýja líf var ekki gjöf frá foreldrum ykkar, því að það líf sem þau gáfu ykkur, mun fjara út. Nýja lífið mun vara að eilífu, því að það er frá Kristi, honum sem er orð lífsins, boðskapur Guðs til mannanna.
3c01180083	Hið jarðneska líf okkar mun visna eins og grasið, sem gulnar og deyr. Jarðnesk fegurð er eins og blóm, sem visnar og fellur,
3c01190071	en orð Drottins mun vara að eilífu. Boðskapur Guðs er fagnaðarerindið, sem þið hafið fengið að heyra.
3c020100c8	Burt með allt hatur úr hugum ykkar! Látið ykkur ekki nægja að aðrir haldi að þið séuð kærleiksrík! Látið óheiðarleika og öfundsýki lönd og leið og hættið að baktala náungann.
3c020200d2	Ef þið hafið fengið að kynnast góðvild og kærleika Drottins, biðjið þá um meira af slíku – rétt eins og ungbarnið sem sækist eftir meiri mjólk – svo að þið vaxið og styrkist í Drottni.
3c020400bb	Komið til Krists, hins lifandi kletts, sem Guð byggir á. Þótt menn hafi hafnað honum er hann óumræðilega dýrmætur í augum Guðs og Guð hefur tekið hann fram yfir alla aðra.
3c02050122	Nú eruð þið orðin að lifandi hleðslusteinum, sem Guð notar í byggingu sína og meira en það, þið eruð helguð honum til prestsþjónustu. Gangið því fram fyrir Guð – þið eruð velkomin vegna þess sem Jesús hefur gert – og fórnið honum því sem honum fellur vel.
3c020600e4	Um þetta segir Biblían: „Sjá ég sendi Krist sem hinn dýrmæta og útvalda hornstein í kirkju mína. Þennan stein hef ég valið af mikilli kostgæfni og þeir, sem honum treysta, munu aldrei verða fyrir vonbrigðum.“
3c02070117	Ykkur, sem trúið, er hann mjög dýrmætur, en þeim, sem hafna honum, er hann einskis virði. Þessu lýsir Biblían svo: „Steinninn, sem byggingameistararnir höfnuðu, er orðinn að hornsteini, mikilvægasta steini byggingar minnar, þeim er mestrar virðingar nýtur.“
3c0208010e	Biblían segir enn fremur: „Um þennan stein munu sumir hrasa. Hann er kletturinn, sem þeim verður að falli.“ Þeir munu hrasa vegna þess að þeir vilja hvorki hlusta á orð Guðs né hlýða því og þess vegna hlýtur að fylgja sú hegning að þeir falli.
3c0209012d	En þið eruð ekki þannig, því að sjálfur Guð hefur valið ykkur. Þið eruð prestar hins æðsta konungs. Þið eruð heilög og hrein. Þið eruð þjóð Guðs, hans eigið fólk. Þið eigið að segja öðrum hvernig Guð kallaði ykkur út úr myrkrinu og inn í undursamlegt ljós sitt.
3c020a0094	Áður voruð þið einskis nýt, en nú eruð þið fólk Guðs. Áður voru þið fáfróð um gæsku Guðs, en nú hefur hún breytt lífi ykkar.
3c020b00e4	Kæru vinir, þið eruð aðeins gestir á þessari jörð, því að hið raunverulega heimili ykkar er á himnum. Þess vegna bið ég ykkur að forðast allar illar nautnir þessa heims, því að þær spilla hjörtum ykkar.
3c020c00ef	Gætið þess hvernig þið hegðið ykkur meðal nágranna ykkar, sem ekki eru frelsaðir, svo að þeir lofi Guð fyrir góðverk ykkar á þeirri stund er Guð vitjar þeirra, enda þótt þeir tortryggi ykkur nú og tali illa um ykkur.
3c020d0078	Hlýðið Drottins vegna lögunum sem yfirvöldin setja, bæði þeim sem konungurinn setur sem æðsti maður ríkisins
3c020e00b0	og einnig þeim sem embættismenn konungsins setja, því að þeim ber, sem fulltrúum hans, að refsa öllum sem lögin brjóta, en jafnframt að heiðra þá sem rétt gera.
3c020f00f9	Guð vill að líferni ykkar og breytni verði til þess að þagga niður í þeim, sem í fáfræði sinni fordæma fagnaðarerindið. Þessir menn vita ekki að hvaða gagni það gæti komið þeim, því að þeir hafa aldrei reynt kraft þess.
3c021000ad	Þið eruð frjálst fólk, en það táknar ekki að þið eigið að nota frelsi ykkar til að gera það sem rangt er, notið það einungis til þess sem er vilji Guðs.
3c0211005f	Sýnið öllum virðingu og elskið alla kristna menn. Óttist Guð og hlýðið yfirvöldunum.
3c021200c2	Þjónar, þið verðið að sýna húsbændum ykkar virðingu og gera það sem þeir segja ykkur – ekki aðeins þeim sem eru tillitssamir og góðir, heldur einnig hinum freku og ruddalegu.
3c02130046	Lofið Drottin, ef ykkur er refsað fyrir að gera það sem rétt er!
3c0214011b	„Hvers vegna?“ spyrjið þið. Hver haldið þið að hrósi ykkur fyrir að sýna þolinmæði á stundu refsingar, ef þið eigið refsinguna skilið? Hafið þið hins vegar gert rétt, en þó verið barðir og tekið höggunum með þolinmæði, eruð þið Guði að skapi.
3c0215009f	Þjáningar sem þessar, eru hluti þess sem Guð ætlaði ykkur að þola. Kristur þjáðist fyrir ykkur og hann er fyrirmynd ykkar; fetið í hans fótspor!
3c02160031	Hann syndgaði ekki og aldrei sagði hann ósatt.
3c021700ae	Væri honum hallmælt, svaraði hann aldrei í sömu mynt og ekki hótaði hann kvölurum sínum hefnd heldur lagði mál sitt í hendur Guðs, sem allt dæmir af réttvísi.
3c021800c2	Hann bar syndir okkar á sínum eigin líkama og dó fyrir þær á krossinum, svo að við gætum frelsast frá þeim og lifað guðrækilega upp frá því. Sárin hans læknuðu sárin okkar.
3c021900b2	Þið voruð eins og lömb sem höfðu villst burt frá Guði, en nú hafið þið snúið aftur til þess hirðis, sem leiðir sálir ykkar og verndar ykkur gegn öllum hættum.
3c0301009c	Eiginkonur, hlýðið eiginmönnum ykkar. Það skuluð þið gera, jafnvel þótt þeir láti sér fátt um finnast þegar þið segið þeim frá Drottni,
3c03020050	því að síðar meir kunna þeir að ávinnast vegna vandaðs lífernis ykkar.
3c03030046	Hugsið ekki of mikið um skartgripi, hárgreiðslu og glæsileg föt.
3c03040081	Fegurð ykkar á að vera innri fegurð hjartans, en hún birtist í hógværri og blíðri lund, sem er dýrmæt í augum Guðs.
3c03050074	Það var slík fegurð sem einkenndi heilagar konur fyrri alda. Þær treystu Guði og hlýddu eiginmönnum sínum.
3c0306013b	Sara er dæmi um slíka konu. Hún hlýddi eiginmanni sínum Abraham og bar virðingu fyrir honum sem húsbónda heimilisins. Ef þið farið eins að, fetið þið í fótspor hennar eins og þið væruð dætur hennar og gerið það sem rétt er. Þá eigið þið ekki á hættu að reita menn ykkar til reiði.
3c03070137	Eiginmenn, hugsið vel um konur ykkar! Sjáið þeim fyrir þörfum þeirra og berið virðingu fyrir þeim sem hinu veikara kyni. Munið að þið og konur ykkar meðtakið sameiginlega blessun Guðs. Ef þið komið fram við þær öðruvísi en ykkur ber, er hætt við að bænir ykkar beri engan árangur.
3c030800bf	Hér eru svo nokkur orð til ykkar allra: Verið sem ein stór og hamingjusöm fjölskylda. Sýnið hvert öðru fyllstu tillitssemi, elskið hvert annað af öllu hjarta og verið auðmjúk.
3c030900de	Gjaldið ekki illt fyrir illt. Svarið ekki í sömu mynt, ef hreytt er í ykkur ónotum, biðjið heldur Guð að hjálpa þeim sem í hlut á, því að við eigum að vera góð við aðra og þá mun Guð blessa okkur.
3c030a0066	Gætið tungu ykkar, ef þið viljið lifa hamingjusömu og góðu lífi, og forðist öll ósannindi.
3c030b008e	Forðist hið illa, en leggið stund á hið góða. Ástundið frið og kappkostið að varðveita hann, svo að þið missið ekki af honum!
3c030c0071	Drottinn verndar börnin sín og hlustar á bænir þeirra, en hann snýr augliti sínu frá þeim sem illt gera.
3c030d0047	Hver mun gera ykkur illt, ef þið leggið ykkur fram um að gera gott?
3c030e0059	Jafnvel þótt ykkur sé gert illt eruð þið gæfusöm, því að Guð mun launa ykkur.
3c030f00d3	Takið öllu með ró og stillingu og treystið Drottni, Jesú Kristi. Ef einhver spyr ykkur hvers vegna þið gerið það, verið þá reiðubúin að svara með hógværð og sýnið virðingu þeim sem spyr.
3c031000d9	Gerið það sem rétt er, en tali menn illa um ykkur þrátt fyrir það og kalli ykkur illum nöfnum, þá verða þeir aðeins sjálfum sér til minnkunar fyrir slíkt, því að þið hafið ekkert rangt aðhafst.
3c03110068	Munið að ætli Guð ykkur að þjást, er betra að líða fyrir að hafa gert rétt, heldur en rangt!
3c03120141	Kristur varð einnig að þjást. Hann dó eitt sinn fyrir syndir okkar allra. Sjálfur var hann algjörlega saklaus og hafði aldrei drýgt neina synd, en hann dó eigi að síður fyrir okkur, seka syndarana, svo að hann gæti leitt okkur heilu og höldnu heim til Guðs. Líkami Jesú dó, en andi hans lifði áfram.
3c03130050	Þannig fór hann til andanna sem voru í varðhaldi, og predikaði fyrir þeim.
3c0314010c	Þetta voru andar þeirra, sem fyrir löngu – á dögum Nóa – höfðu óhlýðnast Guði, enda þótt hann biði þeirra með mikilli þolinmæði meðan Nói var að smíða örkina. Í örkinni björguðust síðan aðeins átta manns úr flóðinu hræðilega.
3c0315014c	Þetta er einmitt fyrirmynd skírnarinnar, sem nú frelsar ykkur. Í skírninni sýnum við fram á frelsi okkar frá dauða og dómi fyrir upprisu Krists, ekki vegna þess að við höfum þvegið af okkur óhreinindi í vatninu, heldur snúum við okkur í henni til Guðs og biðjum hann um að hreinsa hjörtu okkar af syndinni.
3c0316008c	Nú er Kristur á himnum og situr þar í heiðurssæti við hlið Guðs föður og allir englar og kraftar himnanna lúta honum og hlýða.
3c040100b0	Fyrst Kristur þurfti að líða og þjást, þá skuluð þið einnig hafa sama hugarfar og vera reiðubúin að þjást. Þjáningin veldur því að syndin missir mátt sinn
3c04020061	og þá hættið þið að sækjast eftir hinu illa, en takið að þrá að hlýða Guðs vilja.
3c040300e7	Tímann sem liðinn er notuðuð þið til ills og nú er nóg komið af slíku. Þið voruð líka heiðingjar og höfðuð nautn af kynsvalli, drykkjuskap, siðlausum samkvæmum, skurðgoðadýrkun og öðrum hræðilegum syndum.
3c040400bd	Gamla vini ykkar mun reka í rogastans, þegar þeir sjá að þið hafið misst áhugann á að taka þátt í þessum syndum þeirra. Þeir munu senda ykkur tóninn og hæðast að ykkur.
3c040500a0	En minnist þess þá að þeir munu verða að standa reikningsskap gerða sinna augliti til auglitis við hann sem er dómari allra manna, lifandi og dauðra.
3c040600ed	Gleðifréttirnar voru fluttar þeim sem dauðir voru, til þess að þeir gætu lifað í andanum í samræmi við vilja Guðs, enda þótt líkömum þeirra – eins og reyndar líkömum allra manna – hafi verið refsað með dauða.
3c04070054	Endir veraldar er í nánd. Verið því vakandi í öllu og staðföst í bæninni.
3c0408007b	En umfram allt berið brennandi kærleika hvert til annars, því að kærleikurinn getur breitt yfir margt sem miður fer.
3c04090061	Opnið heimili ykkar með gleði fyrir þeim sem þarf á matarbita eða næturskjóli að halda.
3c040a00a7	Guð hefur gefið ykkur hverju fyrir sig vissar gjafir. Gætið þess nú að nota þær hvert öðru til hjálpar og skila þar með blessun Guðs áfram til annarra.
3c040b0154	Hafir þú fengið köllun til að predika, predikaðu þá eins og það væri sjálfur Guð sem talaði í gegnum þig. Hafir þú köllun til að hjálpa öðrum, skaltu gera það af heilum hug og af þeim krafti sem Guð gefur þér, svo að hann hljóti heiðurinn vegna Jesú Krists. Hans er mátturinn og dýrðin að eilífu. Amen.
3c040c009f	Kæru vinir, látið það hvorki rugla ykkur né hræða, er þið mætið þeim raunum sem framundan eru, því að þær eiga ekki að koma ykkur á óvart.
3c040d00fb	Verið þess í stað gagntekin gleði, því að með þessum raunum fáið þið að taka þátt í þjáningum Krists. Gleði ykkar mun verða mikil er þið, að þeim loknum, eignist hlutdeild í dýrð hans, sem opinberast á degi endurkomunnar.
3c040e0078	Gleðjist þegar menn formæla ykkur og smána fyrir trúna, því að heilagur andi hvílir yfir ykkur í dýrð sinni.
3c040f00e1	Látið mig ekki þurfa að fá fréttir um að ykkur líði illa vegna þess að þið hafið framið morð eða stolið, eða þá að þið hafið orðið til óþæginda vegna forvitni um það, sem ykkur kemur ekki við.
3c041000e5	Það er hins vegar engin skömm að þurfa að líða fyrir að vera kristinn. Lofum Guð fyrir þau forréttindi að fá að tilheyra fjölskyldu Krists og fyrir að fá að bera hans undursamlega nafn og vera kölluð kristin!
3c041100be	Stund dómsins er runnin upp og hann hefst á fólki Guðs. Ef við, sem kristin erum, hljótum dóm, hlýtur eitthvað óttalegt að bíða þeirra sem aldrei hafa viljað trúa á Drottin.
3c04120050	Hvaða möguleika hafa guðleysingjarnir, ef hinir réttlátu bjargast naumlega?
3c041300b3	Sem sagt, ef þið þjáist að vilja Guðs; felið þá málefni ykkar Guði skapara ykkar og haldið áfram að gera hið góða. Guð er trúr og hann mun ekki bregðast ykkur.
3c050100ef	Prestar og leiðtogar, nú tala ég til ykkar sem samstarfsmaður. Ég sá Krist með eigin augum deyja á krossinum og ég mun einnig fá hlutdeild í dýrð hans og vegsemd þegar hann kemur aftur. Kæru samstarfsmenn, ég minni ykkur á
3c050200a0	að annast hjörð Guðs. Gætið hennar af fúsleika, en ekki með nauðung; ekki launanna vegna, heldur vegna þess að ykkur er umhugað að þjóna Drottni.
3c0503005d	Stjórnið ekki söfnuðinum með harðri hendi, heldur gangið á undan með góðu fordæmi
3c0504007e	og þegar Jesús Kristur – yfirhirðirinn – kemur, mun hann launa ykkur og launin verða hlutdeild í hans eilífu dýrð.
3c050500a5	Ungu menn, verið leiðtogum ykkar undirgefnir. Þjónið hver öðrum í auðmýkt, því að Guð er andstæðingur dramblátra en blessar og hjálpar auðmjúkum.
3c0506005e	Ef þið auðmýkið ykkur fyrir Guðs voldugu hönd, mun hann á sínum tíma upphefja ykkur.
3c05070050	Varpið öllum áhyggjum ykkar á hann, því að hann ber umhyggju fyrir ykkur.
3c050800a7	Verið á verði – gætið ykkar á árásum Satans, því að hann er versti óvinur ykkar. Hann æðir um og öskrar, eins og hungrað ljón sem leitar að bráð.
3c0509007b	Verið viðbúin árásum hans. Treystið Drottni. Munið að kristnir menn um allan heim þola sömu þjáningar og þið.
3c050a0103	En eftir að þið hafið þjáðst skamma hríð, mun Guð, sem birtir kærleika sinn í Kristi, veita ykkur af sinni eilífu dýrð. Hann mun koma sjálfur til að sækja ykkur og leiða ykkur inn í dýrð sína og gera ykkur sterkari en nokkru sinni fyrr.
3c050b003c	Hans er mátturinn um alla framtíð, öld eftir öld. Amen.
3c050c014c	Þetta stutta bréf hef ég skrifað ykkur með hjálp Silvanusar, en hann er traustur bróðir að mínu áliti. Ég vona að bréfið verði ykkur til uppörvunar, því að með því hef ég reynt að benda ykkur á leiðina að blessun Guðs og ég vona einnig að það hjálpi ykkur til að vera staðföst í kærleika hans.
3c050d0067	Söfnuðurinn hér í Róm sendir ykkur kveðjur sínar og það gerir einnig sonur minn, hann Markús.
3c050e006c	Heilsið hvert öðru á kærleiksríkan hátt. Friður sé með ykkur öllum, sem Kristi tilheyrið. Pétur
3d0000000e	2 Pétursbréf
3d0101010e	Frá Símoni Pétri, þjóni og sendiboða Jesú Krists. Til ykkar allra, sem hafið öðlast sömu dýrmætu trú og við, trúna sem Jesús Kristur, Guð okkar og frelsari, gefur. Mikil er miskunn hans og réttlæti að hann skuli hafa gefið okkur öllum þessa trú.
3d01020070	Langar ykkur til að eignast enn meira af friði og kærleika Guðs? Sækist þá eftir að kynnast honum betur.
3d010300e0	Þegar þið gerið það mun hann af mætti sínum gefa ykkur allt sem þið þurfið, til að geta lifað sönnu og góðu lífi. Og það sem meira er, hann leyfir okkur að fá hlutdeild í sínum eigin mætti og dýrð.
3d01040108	Fyrir sinn volduga mátt, gat hann gefið okkur öll dýrlegu loforðin, sem við höfum fengið frá honum. Þar á meðal er loforðið um að frelsa okkur frá allri girnd og spillingu, sem alls staðar er, og gefa okkur hlutdeild í sínu eigin guðlega eðli.
3d0105010a	En trúin ein nægir ekki til að fá þessar gjafir. Þið verðið einnig að kappkosta að lifa heiðvirðu lífi og það dugir jafnvel ekki til, því auk þess verðum við að læra að þekkja Guð betur og fá skilning á því sem hann vill að við gerum.
3d010600bd	Því næst þurfið þið að læra að neita ykkur um ýmislegt, til þess að þið verðið þolinmóð og guðrækin og leyfið Guði fúslega að framkvæma vilja sinn í lífi ykkar.
3d010700cc	Þegar þessu marki er náð, getið þið tekið næsta skref og það er að láta ykkur þykja vænt um annað fólk og gleðjast yfir því, en þá munuð þið að lokum elska það af öllu hjarta.
3d010800a2	Eftir því sem þið farið lengra á þessari braut, því sterkari verðið þið andlega og munuð bera ávöxt og verða að gagni fyrir Drottin Jesú Krist.
3d010900f9	Sá sem ekki vill taka þessi viðbótarskref trúarinnar, er áreiðanlega blindur eða þá að minnsta kosti mjög skammsýnn og hefur gleymt að Guð leysti hann frá fyrra lífi hans, svo að hann gæti lifað helguðu lífi í krafti Drottins.
3d010a00aa	Kæru systkini, leitist nú við að sýna að þið séuð í raun og veru meðal þeirra sem Guð hefur kallað og valið, og þá munuð þið aldrei hrasa eða falla.
3d010b009b	Þá mun Guð opna hlið himnanna fyrir ykkur upp á gátt, svo að þið getið gengið inn í hið eilífa ríki Drottins okkar og frelsara Jesú Krists.
3d010c008a	Ég hef hugsað mér að halda áfram að minna ykkur á þessi atriði, enda þótt þið þekkið þau nú þegar og farið eftir þeim.
3d010d00ec	Drottinn Jesús Kristur hefur sýnt mér að jarðvistardagar mínir séu brátt á enda og að ég muni deyja innan skamms. En svo lengi sem ég verð hér, hef ég hugsað mér að halda áfram að senda ykkur áminningar sem þessar.
3d010f007d	Ég vona að þær hafi svo sterk áhrif á ykkur, að þið munið þær löngu eftir að ég er horfinn af sjónarsviðinu.
3d011000a8	Ekki voru það ævintýri sem við sögðum ykkur, þegar við skýrðum ykkur frá krafti Drottins Jesú Krists og endurkomu hans. Ég sá tign hans með eigin augum.
3d01110106	Ég var með honum á fjallinu helga, þegar hann ummyndaðist í dýrðinni sem Guð, faðir hans, hafði gefið honum. Ég heyrði hina dýrlegu og hátignarlegu rödd kalla frá himnum og segja: „Þessi er minn elskaði sonur, sem ég hef velþóknun á.“
3d011301c5	Við höfum orðið vitni að því að orð spámannanna hafa ræst. Það er rétt af ykkur að athuga vel allt sem þeir hafa skrifað, því að eins og ljós lýsir upp dimmt herbergi, hjálpa rit þeirra okkur til að skilja ýmislegt, sem annars væri illskiljanlegt. Þegar þið hafið kynnt ykkur hin miklu sannindi sem standa í ritum spámannanna, mun renna upp fyrir ykkur ljós, og Kristur, morgunstjarnan, mun skína inn í hjörtu ykkar.
3d01140098	Biblíuspádómarnir eru ekki uppfinning spámannanna, heldur var það heilagur andi, sem í þeim bjó, sem flutti þeim sannleiksboðskap frá Guði.
3d02010122	Falsspámenn komu einnig fram í þá daga og hið sama mun gerast hjá ykkur. Þeir munu beita kænsku við að breiða út lygi um Guð. Þeir munu jafnvel ganga svo langt að afneita Drottni sínum, sem frelsaði þá, og þegar svo er komið eru afdrif þeirra augljós: Bráð glötun.
3d02020072	Margir munu aðhyllast villukenningar þeirra og þeir munu fá fólk til að hlæja að Kristi og kenningum hans.
3d020300dd	Þessir fræðarar munu segja ykkur allt sem þeim dettur í hug, til þess eins að græða á ykkur og komast yfir peningana ykkar. Langt er síðan Guð fordæmdi slíka menn og nú bíður þeirra ekkert nema glötun.
3d020400a7	Ekki hlífði Guð englunum sem syndguðu, heldur varpaði hann þeim niður til heljar, þar sem þeir bíða dómsdags, læstir inni í dimmum og drungalegum hellum.
3d020500fd	Ekki hlífði hann heldur fólkinu sem lifði fyrr á öldum, á dögum flóðsins, að Nóa undanskildum, manninum sem játaði trú sína á Guð ásamt sjö öðrum í fjölskyldu sinni. Í þessu gífurlega flóði eyddi Guð hinum óguðlega heimi.
3d02060103	Síðar gerði hann borgirnar Sódómu og Gómorru að rjúkandi rúst. Hann þurrkaði þær út af yfirborði jarðarinnar og setti þær sem víti til varnaðar, öllum óguðlegum mönnum framtíðarinnar, svo að þeir mættu minnast þeirra og skelfast.
3d020700bf	En á sama tíma bjargaði Drottinn Lot út úr Sódómu, vegna þess að hann var góður maður. Öll sú hræðilega illska, sem Lot varð vitni að dag eftir dag, olli honum sárri kvöl.
3d020900e7	Fyrst Drottinn gat bjargað Lot, þá getur hann einnig bjargað þér og mér út úr þeim freistingum sem umkringja okkur, og hann getur einnig refsað hinum óguðlegu, allt til þess dags er lokadómurinn verður kveðinn upp.
3d020a00b8	Drottinn mun kveða upp þungan dóm yfir þeim sem láta leiðast af girnd sinni og illum hugsunum; einnig þeim sem eru stoltir og einþykkir og dirfast að hæðast að dýrð hans.
3d020b00d1	Þetta gera þessir falskennendur enda þótt englarnir, sem standa frammi fyrir Drottni á himnum – og eru þeir miklu æðri að tign og mætti – fari aldrei niðrandi orðum um þessi illu máttarvöld.
3d020c0134	Þessir falskennendur eru heimskir. Þeir eru engu betri en dýrin, sem aðeins láta stjórnast af hvötum sínum og eru fædd til þess eins að verða slátrað. Þeir hlæja að hinum voldugu, sem þeir þekkja ekki hót. Slíkir menn munu fá það sem þeir eiga skilið fyrir illverk sín – glötun.
3d020d0172	Það verða launin sem þeir munu fá fyrir syndir sínar, því að þeir eru munaðarseggir sem sækjast stöðugt eftir því sem illt er. Þeir eru til skammar og svívirðingar á meðal ykkar. Þeir draga ykkur á tálar, því að bæði lifa þeir í viðbjóðslegri synd og svo taka þeir þátt í kærleiksmáltíðum ykkar eins og allt væri í besta lagi.
3d020e00e1	Engin kona kemst hjá syndsamlegum augnagotum þeirra og af hórdómi fá þeir aldrei nóg. Þeir leika sér að því að tæla óstöðugar konur og æsa þar með upp í sér girndina – bölvun dómsins bíður þeirra.
3d020f0070	Þeir hafa yfirgefið hinn rétta veg og villst eins og Bíleam, sonur Beórs, sem elskaði rangfenginn gróða.
3d02100072	En Bíleam var stöðvaður á villubraut sinni, er asninn hans tók að tala við hann mannamál og ávíta hann.
3d021100d9	Þessir menn eru eins og lindir sem þornað hafa upp. Þeir lofuðu góðu, en svo brugðust þeir. Þeir eru eins og ský sem hrekjast fyrir vindi. Þeir eru dæmdir til að falla í hin eilífu hyldýpi myrkursins.
3d021200c0	Þeir hrósa sér fjálglega af syndum sínum og árangri í kvennamálum og nota girnd sína sem beitu til að draga þá, sem nýsloppnir eru úr slíku spillingarfeni, aftur út í syndina.
3d02130114	Þeir segja: „Fagnaðarerindið gefur þér rétt til að gera hvað sem þig langar til. Vertu frjáls!“ Fræðarar, sem bjóða slíkt „frelsi“ frá boðorðunum, eru sjálfir þrælar syndar og spillingar. Sérhver maður er þræll þess sem hefur vald yfir honum.
3d02140102	Sá sem hefur sloppið úr greipum hins illa í þessum heimi, með því að kynnast Drottni okkar og frelsara Jesú Kristi, en flækist síðan aftur í neti syndarinnar og verður þræll hennar að nýju, er verr staddur en áður en hann varð kristinn.
3d0215009c	Betra hefði verið fyrir hann að kynnast aldrei Kristi, en að kynnast honum og snúa síðan bakinu við hinum heilögu boðorðum, sem honum voru gefin.
3d021600af	Gamall málsháttur hljóðar svo: „Hundur snýr aftur til spýju sinnar og þvegið svín veltir sér í saur.“ Þannig fer fyrir þeim sem snúa sér aftur að syndinni.
3d030100b4	Kæru vinir, þetta er annað bréfið sem ég skrifa ykkur, og í þeim báðum hef ég reynt að minna ykkur – ef ég má – á þann sannleika, sem þið þekkið nú þegar:
3d03020085	Sannleikann sem þið lærðuð af hinum heilögu spámönnum og okkur postulunum, sem fluttum ykkur orð Drottins okkar og frelsara.
3d030300b0	Í fyrsta lagi vil ég minna ykkur á að á síðustu tímum munu koma fram lastmælendur, sem reyna að valda öllu því tjóni sem þeir geta, og hæðast að sannleikanum.
3d030400f1	Röksemdir þeirra verða á þessa leið: „Jesús lofaði að koma aftur, ekki satt? En hvað er orðið af honum? Ha? Hann mun aldrei koma! Eins langt og menn muna stendur allt við það sama, allt frá því að heimurinn varð til.“
3d030500dc	Viljandi gleyma þeir því að Guð eyddi jörðinni í gífurlegu flóði, löngu eftir að hann hafði skapað heiminn með orði sínu – eftir að hann hafði notað vatnið til að mynda jörðina og umlykja hana.
3d03070076	Guð hefur sagt að himinn og jörð skuli bíða eldsins á degi dómsins og þá muni allir óguðlegir menn farast.
3d03080088	En gleymið því nú ekki, kæru vinir, að í augum Drottins er einn dagur jafn langur og þúsund ár og þúsund ár sem einn dagur.
3d030900df	Hann er því alls ekki seinn að efna loforðið um endurkomu sína, jafnvel þótt sumum virðist svo. Það veldur bið hans að hann vill ekki að neinir glatist og því gefur hann syndurunum enn frest til að iðrast.
3d030a00e3	Dagur Drottins mun vissulega koma. Hann mun koma óvænt, líkt og þjófur, og þá munu himnarnir líða undir lok með miklum gný og frumefni alheimsins brenna upp í eldi. Þá mun jörðin eyðast og allt sem á henni er.
3d030b007b	Skyldum við ekki þurfa að lifa heilögu og guðrækilegu lífi, fyrst allt umhverfis okkur leysist upp á þennan hátt?
3d030c009b	Horfið fram til þess dags með eftirvæntingu og flýtið fyrir honum, deginum er Guð lætur himnana brenna, frumefnin bráðna og leysast upp í logum.
3d030d0074	Samkvæmt loforði Guðs væntum við nýs himins og nýrrar jarðar, þar sem allt er í samræmi við vilja Guðs.
3d030e00b7	Kæru vinir, meðan við bíðum þessara hluta og komu hans, kappkostið þá að vera án syndar. Haldið frið við alla menn, svo að Drottni líki við ykkur er hann kemur aftur.
3d030f00e0	Munið hvers vegna hann bíður. Hann gerir það til þess að við getum flutt hjálpræðisboðskap hans út til allra manna. Páll, hinn elskaði og skynsami bróðir okkar, hefur rætt um þetta í mörgum bréfa sinna.
3d03100176	Sumt af því sem hann segir er torskilið, og til eru menn, sem af ásettu ráði hegða sér heimskulega og vilja snúa út úr því sem hann segir. Þeir hafa mistúlkað bréf hans svo hrapallega að þau fá allt aðra merkingu en til var ætlast og þannig fara þeir með margt annað í Biblíunni. Afleiðingin er sú að þeir leiða tortímingu yfir sjálfa sig.
