2a00000004	Luke
2a0b0a0096	Hanau haunauude hanesāde nethāenedauwaude neneaudauwaude; nau henee nenaudethāde neveenauau; nau henee newaudāhaude (dajanaune) hadgaunanauwunade.
2a0b0b00b8	Hith hāahenau nedauwunānagu jauaujaunau jasaa nananena henesaunaune, gauhadvenaa hauunaugane? wauāthe nedauwunāhuk nauwu, gauhadvena hauchuhanee gauhadnanene nauwunenith seseyāne?
2a0b0c003b	Wauāthe nedauwunāhuk naunau, gauhadvena hauwauhaudanethe?
2a0b0d00c4	Hith nananena, hauhauganenagu, hadaenava hadnesevenauna hethadenee venadedaunau nananena hadāeyaunevenau: duthāee nananena hejavaa Hāsaunaunenau hadvenāva Vadanauwauthauwu nethāenedauwunauna?
2a0b0e008e	Nau neausāguthaude haujaun, nau heehauwanadene. Nau hethauwuu hāejathāaude haujau, hanaāejaanadede; nau henanedanede haegaugauuthajaudene.
2a0b0f004b	Hau jasaa hahagu, Nausāguthaude haujaunau heee Beelzehub najane haujaunaa.
2a0b100054	Nau hauthauau, haenaudayādaunaa, haenehethaa hadnauhauthaudenenee hehethee hejavaa.
2a0b11009a	Hau haeaene hedenethajaudenene, haeāedauwuna, Hadauchaa najanede nanayāsenauaugu nehayau hadneyauhuu; nau hauauwuu hasānavadenaugu hauauwuu hadjanesaa.
2a0b120093	Hith, Haujau jea hasānavadagu, hauddusetheaugune henajanede? hanau nananena denehena nananenau deausāguthaugaunee haujaunauau hehethee Beelzebub.
2a0b13007a	Nau hith nananenau hausāguthaugaunee hehethee Beelzebub haujaunauau, hanaa hāahenau hadnausāguthaude? hadedauchuwuwuna.
2a0b140084	Hau hith nananenau hejadenethedaunaugu Hejavaneauthau hausāguthaugaunee haujaunauau, hethauwuu henajanede Hejavaneauthau hedasāna.
2a0b150058	Henane danāahethe hedauchuaunau haunaunedehuk hedauauwuu, hevatheyaunau nedādauyaunee:
2a0b16009c	Hau hāejavaādāāhenethe javaāhehuk hedasāhuk, nau veavehāhaugu, hadnedanauwunāde vahee hedauchuaunau heaanadauwaudenau, nau hadjaanenee hesehaudenau.
2a0b170053	Daun najenethaunāde hasānavānau: nau daun najenethauāyāvāde naneāsauauwaude.
2a0b1800b6	Hāenauthauthe wauchāde haujau henanene, nehedesade hadaujenajenenee, denaudedede dauyānusenade; nau janeveedethe, naneenehede, nananenau hadjaesanau naudauauwuu needaujenauahenau.
2a0b190043	Nau jaenauusathe, neveedede nesewaudeauhunee nau neyaudauthaunenee.
2a0b1a00dc	Naeneejathāaude, nau naneedanauwaude hanesaudauchunethe hauthauau haujaunau javaānauhauganenethe javaāhede; nau naneejedāthee, nau nanejanauguthee: nau waunee henee henane naeneejavaānauhauganede nedauaunejeethāde.
2a0b1b00b5	Nau hethauwuu, hajeseanadede nuu hayauhuhau, jasaa hesā hehethee henanedaa haevasanade, nau hathauhuk, Hauwunaunade henesaunehe hājanesauthāde Nananene, nau hethanau nedaunenane.
2a0b1c006f	Hau hahagu, Haa, nausunee, nauwunaunathee nethāejaathededuu hedanadedaunene Hejavaneauthu, nau naunaunedethee.
2a0b1d00ca	Nau henanedanede hāeneenanauthenanedauhuu, hanaāejasesenehede, Nuu nanaa wausauau henaedede: nevadaunauhauthāthee; nau hegau nauhauthaude hadvenaunauau, hau vavade nauhauthau nananede Jonas haeyāhe.
2a0b1e005d	Hanau Jonas neesenauhauthehaude Ninevites, nechau jea Heau henane hadnaathāde nuu henaedede.
2a0b1f00ea	Nenauchuwusā janauhuu hadjaegauhāde naudedaunadenesee nauguu henanenau nuu henaedede, nau hadnauthauwuvāna: hanau dejewaunejaathehaude hehethee hāauauvadenee naunaudāhenith Solomon; nau naune, hejavaāhedaune Solomon hanedaunith.
2a0b2000cd	Henanenauau hehethee Nineveh hadjaegauhāthee naudedaunadenesee nauguu nuu henaedede, nau hadnauthauwuvāna: hanau dauaugauthethajauduu hedauthedaunene Jonas; nau, naune, hejavaāhedaune Jonas hanedaunith.
2a0b2100be	Hegau henane, hāesedeauchauuu nauauuthayau, hehauwujenane yauthee, daudause hehauwugaudauyauvasenaunaa, hau dasee nauauuthayauneetheaugunee, nethāejedāthee hadnenauhauduu naunauasādanee.
2a0b2200e7	Hanesenee vadanayannaa nanaa nevasesānee: nanaa hāenesadee hasesānenau nananena, nananene hadnaunauudauyauau hadanayau jea hanechauchaunaa hesee; hau hāene nananene hasesā wausuu, hadanayau jea hadnechauchaunaudene vaneeyauau.
2a0b23004c	Haunauyauhaudauwauau hanau henee hesee hathāsadaude nananene jeva veeyauha.
2a0b2400b3	Hith nananene haunauudauyaugu hadanayau hanau hadnechauchaunaudene hesee, hadnehauwugauuveeyau haunauude hadnechauchaunaa hesee, waude naunauasādāe nauauuthayau nevenāna hesee.
2a0b250074	Nau hajesanadede, jachau Nesethajauhu haeadethaa hadnethevethehewaude: nau haewaunejedā, nau haejanaugu dauvethede.
2a0b260062	Nau hāene Nesethajauhu nauhaudauau, haegaudauvanava daujaheseuhunith nedauau hajesejevethehenith.
2a0b2700be	Nau Vahadāhenith hathāhuk, Hewaunehaa nananena Nesethajauhuhauau neyauthahenauwuna jathee vāenaunau nau saenaunau; hau nananena hethauvaa hanechauchaunaudena vahedayaude nau hauhauganede.
2a0b28005d	Nananena janethauvahena, gaujenane Hejavaneauthau nenesedede jathee gaujee henesede jedauwuu?
2a0b29005e	Hau hevāe hauwuyau daun hanetheyaunenau; nau, naune, vahee hayauhuhau hadnesewaudeanauwunana?
2a0b2a0131	Hau naunauthauau hadnedasāna nananena Nesethajauhuhauau, hanau nananena hadvāna vadadauchu wauhaunauau nau naneujaudevejechau nau vahee hathāejajāesuu vejechau, nau hadjavechaudauwuna vavesauchuwude nau devechauthade Hejavaneauthau; nuu hāvachunaasedauna, nau hānanejenaudauwuna hauthauau nejesehee.
2a0b2b00a8	Naunauthauau hadnedasāna nananena Nesethajauhuhauau, hanau nananena devechaudauwuna najatheaugudaunau jedauwuu vevethahenauauwuu, nau dejachauthana nedauaudaunauvadee.
2a0b2c00ca	Naunauthauau hadnedasāna nananena, wauthaunauhāhehauau nau Nesethajauhuhauau, nanadaunahena, hanau nananena waude nedaugaudauyauhudaunee dejenauhauwuu, nau henanenauau nedasejavesathee hehauwaenaunā.
2a0b2d0080	Hanaāauchuhananadede hanesāde nanavaavehe, nau hathauhuk, Hechauhauthethāhe, nuu dauhanadene nananene naunaunauthevāana jea.
2a0b2e0100	Nau hathāhuk naunauthauau hadnedasāna nananena jea, nananena nanavaavehehauau, hanau nananena henenauchuna henanenauau nauguu henenauchude hehayaudee javechauhunee, nau nananena nehayau jevavasanauwuu henenauchudaunau heee hanesadee nananena hajadenenau.
2a0b2f0084	Naunauthauau hadnedasāna nananena, hanau nananena denesedaunauna gaujauaudahenauauwu haeyāhehauau, nau hāsaunaunenau denauauthee.
2a0b30009a	Hethauwuu nananena haeyāna henee nananena wauhaunee nanāsedauthee hāsaunaunenau: hanau denauauthee, nau nananena nenesedena hegaujauaudahenauauwunenau,
2a0b310094	Naasauau jea hahagu hedaeyaude Hejavaneauthau, Hadjenanu haeyāhehauau nau vadauhanauau, nau hauthauau hadnenaathee nau hadnenaunaunauchauthehathee:
2a0b320075	Henee hevaevenau vahee haeyāhehauau, hanedaunee hehethee davadeesehee vedauauwuu, hadneenaudedauwuhuu nuu henaedede;
2a0b3300b4	Hehethee hevaevaa Abel nauuu hevaevaa Zacharias henee nenajaa nahethāe jaanaa nau vadannauauwuu: hethauwuu nananenau nehethathana nananena, hadneenaudedauwuhuu nuu heee henaedede.
2a0b3400c0	Naunauthauau hadnedasāna nananena nanavaavehehauau, hanau nananena dauhudanauwuna gaunaudauauha haeyaude: nananena hadnehauwujedāva nehayau, nau henee hathāejedāthee nananena najauaunauna.
2a0b3500b5	Nau daunenehedauau nuu hayauhuhau yesee, wauthaunauhāhehau nau Nesethajauhuhauau hanaāejaseseneenanaudedaunāde, nau haeneenadaunanauau hadnauthedaudauwunith hauwauhuu hayauhuhau;
2a0b360059	Haeaudenauthaa, nau hadnesedanauwunethe hayewhu hehethee hedenene, hadnāedauwauthauthee.
2a0c0100fd	Gaunauwuu, hāene hena hauāchaudenee hauānee haejedaguu hadauchaa henanedanede, dauwauthaa haeaunauguhudaunadenauau, hanaāejasesāedauwunaude hethauguhādaunau nedauau vahee, Haunauyauhaudauwauau nananena gauhaujau Nesethajauhuhauau, nenadaunahethee.
2a0c020054	Hanau hehauwuyauthesa, hathāeyauthesaa, daudause hehauwuyauthesa, nethāejaenaunee.
2a0c030092	Hanau daun nananena hasanadenā veeyaugu hadnedauwuhuu hesenee; nau henee nananena hasenehenā waunaudaunuu jedauwuu hadnauchunana dasee hauauwuu.
2a0c040077	Nau nananena hāedauwunathana Nādaehauhauau, Jevaesaa henee nenadethee henanedayāhau, nau heee hehauwauthesedaunauau.
2a0c0500b5	Hau nananena hāedauwunathana daun nananena hāchaunenau: Hesaa Naa, heee hesenaānagu naunaudāde hadgauusevāna hadaugauhauchanee; haa, Nananenau hāedauwunathana nananena, Hesaa.
2a0c06007e	Hayauthaunethee hajaseaheauau gujeaudaunaune heee hanesāenee nevaāhenee, nau hanesāde hehauwunauneethedaunā Hejavaneauthu?
2a0c070094	Hau daudausee hadauchāe hāthaanenau haudauguhuanenau vahenayāee. Jevanāthajauau henaheee: nananena javaānauwauhuana hadauchuthee hajaseaheauau.
2a0c08009d	Jea Nananenau hāedauwunathana, Daun naujaudauthehāde hesee henanedaa, nananede Heāhene henanene jea hadnehauwaudauthehaa hesee hautheaunau Hejavaneauthuu.
2a0c09005d	Hau henee nauyauhāde hesee henanedaa hadneyauhade hathaāhenethe hautheaunau Hejavaneauthuu.
2a0c0a008d	Nau daun hayādaunaude Heāhene henanene, hadjaegudanauwunade: hau nananede henee hauhauganedauau Vadanauwauthauwu hadnehauwujaegudanauwunau.
2a0c0b00b8	Nau hāejedanānā vevethahenauauwuu, nau hauchuwunanenauau, nau najanauau, jevagaugauanadauwuu wauāthe daunhayewhu nananena hadnesauchuhanehena, wauāthe daun nananena hadnesenehena:
2a0c0c0051	Hanau Vadanauwauthauwu hadnāedauwunāna nauauchaugu daun nananena hadnesenehena.
2a0c0d0072	Nau hanesāde hehethee hananedaa hathauhuk, Hechauthethāhe, hanadesene nasaa, hadegaugauanauwaunauau vatheyaunau.
2a0c0e005c	Nau hathāhuk, Henane, hanaa nanesehāde hadnauchuwuhathane nau hadjaanauwunathane nananene?
2a0c0f009d	Nau hasenehethauhuk, Haunauyauhaudauwauau, nau naseduhuu jevavathehāe: hanau henane hedenaedede hehauwunedahevaa wauthayāgaune hevatheyaunau henetheyaunau.
2a0c100058	Nau haeanadetha haejegausudenanadetha, Vedauauwuu jasaa nethauyāsenane haenautheauthā:
2a0c11007c	Nau hasethajauhuk nehayau, hewauau hauaudnesedaunaune, hanau hajenethenauwau jedauwuu hadnedauthānauwau navethenau, hahagu?
2a0c1200a8	Nau hanaāenehede, nuu hadnaasedaunau: hadthauwunauwau nathāyānauauwuu, nau hadnesedenau hadjavaāvasauau; nau hadnaadauthānauwau vahee navethenau nau navatheyaunau.
2a0c1300c1	Nau hadnaāenehethauau navadathuwu, Vadathau, nananene nanethenauwu waunauthāe hanetheyaunau janenanee hadwauthāe jajene; hedanau nanethauaunenaedede, hevethehe, hevaveyā, nau haunauwunaede.
2a0c14008b	Hau Hejavaneauthu hathāhuk, Nananene Hauhauga, nuu dauveeyauau nananene havadathuwu hadnedauwunane: heee hanaa hadnethenauau hajenayaunau?
2a0c150051	Nananede haenathaunau heveaunauaudenau, nau hehauwuveaunauau hesee Hejavaneauthu.
2a0c1600a6	Nau hathauhuk hethauguhādaunau, Naa nehethathana, Jevaegaugauanadauwuu hadenaededaunenau, daun hadnevethedaunenau; daudause heee hadanayaunenau, daun hadnāsaunenau.
2a0c170041	Henaedede javaāsaa vethevaa, nau vadanayau javaāsaa hāchaunaa.
2a0c1800c6	Gaugauanavaa huunauau: hanau dejejenayāthee nau dejegauausauhāthee; hehauwunethenauwu thāyānauauwu nau vethewau nedauthāsanenee; nau Hejavaneauthau nauchauwaude: gauhajavaāneenaedeva neahenaa?
2a0c190031	Nau hanaa nananena vanadauanāde heee neejahehee?
2a0c1a005c	Hith nananena wauhā jeneenesedaunagu henee haugajuhuu, naudu hajanethajaudauwuna hauthauau?
2a0c1b00c6	Gaugauanadauwuu nenaugaānuu nejajaesaānuu neseveseuu: hehauwunesethānaunau, hehauwunethaudayānaunau; nau nausunee nāedauwunathana, henee Solomon vahee hevasāthade heehauwunaasenu hasaunee nuu.
2a0c1c00b4	Hith wauhā Hejavaneauthau heneenudehuk wauchuunau, nuu desenee nauau, nau naugaagu hadneewaudedaunaunee; hāduthāejavaāvenāva hāchaunau, Hau nananena vanehaa hethauwuthajauna?
2a0c1d0079	Nau jevanaudedee nananena daun nananena hadnevethedaunenau, wauāthe daun hadnevaveyādaunenau, jevaauwaugaugauuthajauau.
2a0c1e0091	Hanau vahee nuu neauthudan hathāauauvaa nenaudethāthee: nau nananena Hāsaunaunenau haenauau henee nananena hāvathehādaunenau nuu hayauhuhau.
2a0c1f006c	Hau henaudedee nananena henajanede Hejavaneauthau; nau vahee nuu hayauhuhau hadnethedaunanauwunana nananena.
2a0c200073	Jevanāthajauau, hāhauwuwauthaheva; hanau nananena Hāsaunaunenau hayethanadauwunādaunenau hadvenāna henajanede.
2a0c2100e3	Heaudaunaa henee hanetheyaunenau, nau hauwunaunaa hadavenuhuhauau; jasedauau nesevāejethāwaunau henee nejethauuthauauchusāe, haenathaude haneduu hejavaa henee nejethauuyauhuu, nedaujavedadenee, hehauwujuudenauau nuvanauauau.
2a0c22003c	Hanau haduu hadaenathaunenau, hena hadahenau jea hadnaaduuu.
2a0c230032	Duujehee, nau haunauauuthayaunenau gauhauchanauha;
2a0c2400c3	Nau nanehathahena henanenauau henee nedauyauhauwauthee hanau Hadahethedaunādaunenau, hāejejaesathe hehethee gauwuhaude; henee hāejenauusathe nau hadwaudāhaude, hadgaunanauwunade nauhauhaunee.
2a0c2500eb	Hauwunaunaa henee nesethāhehauau nananenethe, Vahadāde hāejenauusathe hadveenaude hadnaunauyauhauthānethe: hethauwāedauwunathana, hadduujede nehayau, nau hadjanauguhaude hadvethehenethe, nau hadjeedauchaude nau hadnaunauchauwaude.
2a0c2600b1	Nau hith jenauusahek naneseauwaude haunauyauhauthāhe, wauāthe jenauusahek nanaseauwaude haunauyauhauthāhe, nau hadveenaude hadnesaanunethe, hauwunaunaa henee nesethāhehauau.
2a0c2700ab	Nau nuu hāenauwuu, henee hith henane hedauauwuu haenauaugu daun hāauchaunee havedehew neeenauusanith, haunaunauyauhauwaude, nau hanājechuwauthedaunenauhunee hedauauwuu.
2a0c280061	Nananena hadnaaesaanuna jea, hanau Heau henane hadnauusade daun hāauchaunee hāejenauanauwaunā.
2a0c290061	Peda hanaāanadethaude, Vahadāhene, gauhanadethāa Nananene nuu heee jegausudede wauāthe vahee?
2a0c2a0091	Nau Vahadāde hahagu, Hanaa henee chuvahagu nau hesenaedehuk hadāhevāhe, nananede hadāhewaunādaune, hadnevenaude gauuu vethewau nauauchaunee?
2a0c2b0063	Hauwunaunaa henee nesethāhe, nananenith hadāhewaunādaune hāedasāthe hadveehāde hadnaasehāde.
2a0c2c0058	Hethauvaa hathāedauwunathana, henee hadnesehāde hadāhewaude vahee hethāenetheyaunau.
2a0c2d00d0	Hau nau hith henee nesethāhe hesethajauhuk, Nadāhewaunāde jeguthenauusahek; nau henenesegauhahek henanenau nesethāhehau nau hesānau, nau hevethehagaunee nau hevaveyāhaugaunee, nau henaunauneseavagaunee;
2a0c2e0095	Hadāhevāhe henee nesethāhe hadnauusanith hajesesenenee hāejejauwuwuhauthe, nau, neeejaenauau, nau hadgudanāde nau hadjenanaude jethauwaudahehau.
2a0c2f0092	Nau henee nesethāhe haenauaugu hadāhewaunādaune hathanavāde, nau jesaanuhuk, daudaus dejeesedaude hathanavāthe hadnenenesegauhude dejauaunee.
2a0c3000d8	Hau henee jaenauaugu, nau hesedauhauk neseneneseguhededaunenee hanājauwaunenesegauhude, hanau daun hauwauhuvenāde nananede hadnauwaunedauwunade; nau nananede henane hauwauhauhauthade, nananede hadnauwaunedauwunade.
2a0c310052	Hadjejenanauwau heseda dasee vedauauwuu; nau hayew navathehāde wauwu gauhauchagu?
2a0c320063	Hau nanethenauwau dusaahede hadneedusaahedaunee; nau hanahauwaudauaunānau haunaude hesedaudeyāgu.
2a0c330074	Haneejaude hadjenanauau dādaunee vedauauwuu haāthanaveva? hadāedauwunathava, Hegau; hau wauāthe hanāgauanauwau:
2a0c340086	Hanau hehethee heee yauthaunenanedauneagu hanesadee hauauwuu hadgauanee, hadnasaunauthee hanesenethe, nau hadnesaunauthee hanāenethe.
2a0c3500c4	Henesaunaun hadgauanathee hadnasānauwaude heau, nau heau hadnasānavāde; hesā hadnasānauwaude hedaunau, nau hedaunau hadnasānavāde, hesā hesave hadnasānauwaude, nau hesave hadnasānavāde.
2a0c3600a8	Nau hanaāanadedauau jea henanedanede, hāenauhaudauwunā henaunauade jevechauuchaugu hehethee nesenaesade, chauchaunu nananena, Hadnauchuhajauwausauau; nau naenesauau.
2a0c370053	Nau hāenauhaudauwunā jenauhuu hanehedasāe, nananena, hadnasedaa; nau naenesauau.
2a0c38007c	Nananena nanadaunahena, nananena naenauwuna hedauchaveau haunauau nau vedauauwuu; hau dusaudee haejaenauwuna nuu hewaunehaa?
2a0c39003a	Haa, nau naudu daudause nananena haejaenauwuna hasethadee?
2a0c3a00e3	Hāeyehauthānā hasānavādaunenau hauchuwunanenau, nausujavesanagu, nayātheneneevaa hadeenayauhāna; havaehauthāva najanauchuwunanee, nau najanauchuwunane havavena duguthāhew, nau duguthāhe havathānāva duguthānauauwuu.
2a0c3b0053	Hāedauwunathana havajeneenauthauva, haunaude vathaunaudauhunagu havāejethāvenau.
2a0d010069	Hena hethaa heee jachau haeauthedaunaa Gananeans, hevaewu Pinade haewauhaunauwuaunenau nedauausāyāthee.
2a0d0200a3	Nau Hejavaneauthusaun haeauchuhananadethā, Nauchāe nananena henee nuu Gananeans heauhaugayaugaunee javaānee vahee Gananeans, hanau daujeneethajauduu hayauhuhau?
2a0d030077	Nananenau nāedauwunathana, Hegau: hau, vavade nananena jaaugauthethajaunagu, nananena hadnavahethahena gaujauaudahede.
2a0d0400c7	Wauāthe hena nasaudauchunee, dasee hayauauwuu jedauwuu Siloam dethauwunauauau, nau haenanaā, gaugauanadauwuu henee gauhujavaānauhauganenauau vahee henanedanede henee theaugude jedawuu Dādaunedan?
2a0d050073	Nananenau nāedauwunathana, Hegau, hau vavade nananena jeneethajauhadede, nananena hadnavahethahena gaujauaudahede.
2a0d0600c9	Haeheanade jea nuu dajenehede; Jasaa henane haenethena hauuyauchunauhaudene haejenana jedauwuu dadajevenevese nethauchayaunaa; nau haejenauusa nau haenaunaudede vevenaudenau hanāvenee, hau haejeveede.
2a0d0700e5	Hanaāenehethaude nesethāhew hedadajevenevese nethauchayaunaa, Naune, nuu hanasāa jajene nananenau hanejaunau daujenaudedenau vevenaudenau nuu hauuyauchunauhaudee, hau hajeveedenau: dauwauhune; hadevachunauthauyauau vedauauwuu?
2a0d08007a	Nau hanaāauchuhanadethāde, Vahadāhene, hauwaa nanehasene nuu heee jaje jea, nadeesenenesede, nau vehethe hadjenanauwau.
2a0d090049	Nau hith hāvāgaune vevenaudenau neee: nauhith jene, hadnaāedauwauhade.
2a0d0a0039	Nau haeechauhauthethā jasaa vevethahenauauwuu vadanesee.
2a0d0b007c	Nau, naune hena hesā haujaunehaeheaugauwu nasaudauchunee jajenee, nau haevajanā hauānee, nau haejeneechuwuwauthe nehayau.
2a0d0c0084	Nau hāene Hajavaneauthusau nauhauwaude, Haeadetha, nau hanaāāedauwunaude, Hesā, nananene haunaugunane hehethee hadaugauwudaunaa.
2a0d0d005b	Nau hanaāevasanaude: nau chauchaunu hanaāechuvāde, nau haevaveenethedauna Hejavaneauthu.
2a0d0e010c	Nau hauchuwunane vevethahenauauwuu haeauchuhananade nauguu hasenaunaude, hanau henee Hejavaneauthusaun denayauthānith vadanesee, nau haeautheda henanedaa, Hena nanedaudauchāe hese henane heenesethādaunau hanānaneejauna nau hanānaneenayauhana, hau hegau vadanesee.
2a0d0f00f0	Vahadāde hanaāauchuhananadethaude, nau hathauhuk, Nananene nanadaunāhene, gauhājene dajee hanesahena vadanesee haugunauva hauwaugajevenau wauāthe naugauchaudaheauau hehethee hewauchuhauchauwauauwuu, nau gāyethaājethauva devanauhauna?
2a0d10009c	Nau gaujenaasaunee naa hesā, hedaunau Ābraham, henee Haujau heduguthaune, naune, nuu nasaudauchunee jajene, hāaugunade hehethee nuu deduguhude vadanesee?
2a0d1100a3	Nau hāenehedauau nuu hayauhuhau, vahee hejauthauwau haeaudaudāhenenau: nau vahee henanedanede haeneethaujaudene heee vahee havathee hayauhuhau henee hesethaunau.
2a0d12004b	Hanaāenehede, dusaune henajanede Hejavaneauthau? nau hayew naudnenehethau?
2a0d1300a6	Waude nejenanenee mausdaude, henane nedanauau, nau neneāgudede hejenayaunaa; nau neveseaudede, nau hāhe haeavadauhaudene; nau neahehauau hejavaa negauusee hedānaa.
2a0d14004b	Nau jea hanaāenehede, Hayew naudneedajenehethau henajanede Hejavaneauthau?
2a0d150073	Waude nesaunauchaa henee hesā nedanauau nau nejenanauau nasau dejenauhunee thauauhanau haunaude devahenesaunadāe.
2a0d160063	Nau haeehedesa hauwauhauauwudane nau hajasedan, dechauhauthethāde, nau haejāda hesee Dādaunedan.
2a0d17006c	Hanaāanadethāde hanesāhenith, Vahadāhene, gaujewauthanauau henee henayauhathee? Nau hanaāāedauwunaude,
2a0d180095	Neaunedauwauau hadejedāna hadaugaugunesāde dajanau: newauthana, Nananenau dāedauwunathana, hadnenaudedena hadnedaujedāna, hau hadnehauwuneedauva.
2a0d190135	Hāene hechauhauthethāhe hauauwuu thauwauthehuk, nau haugauhahagu dajanaune, nau nananena hanānaāetheauguna jathee, nau hanānaāewaudāhauna dajanau, hanānaāenehethauna, Vahadāhene, Vahadāhene, jegaunanauwunāa, nau hanānaāauchuhanehethāna nau hanānaasenehethāna, Hāhauwaenaunathe daun hadesane:
2a0d1a0071	Hanānaāenehethauna, Nevethehenauau nau nevaveyānauau hathaāhene, hau nananene dauthedaunāanehadaugauchaudee.
2a0d1b0081	Hau hadnaasenehede, Hāedauwunathane, Hāhauwaenaunathe daun hadesane; nayāsesave vahee nananena nesethāhehauau wauwauchudaude.
2a0d1c00c7	Hena hadnevewauhudaunee nau hadnegaugauchaugudasenana, hāenauhauwaunā Abraham, nau Isaac, nau Jacob, nau vahee haeyāhehauau, Jedauwuu henajanede Hejavaneauthau, hau nananena nehayau nenuguthadena.
2a0d1d00ac	Nau hadjenauuchaudenee hehethee nejeethevesesanith, nau hehethee nesenaesanith, nau hehethe nanavee, nau hehethee janauhuu, nau hadjanauguduu henajanedaunene Hejavaneauthu.
2a0d1e004c	Nau, naune, hena hedauaude hadnedauvade, nau hena nanedauvade hadnedauchude.
2a0d1f0073	Hajesesenee hena haejenauusa jasaa Nesethajauhuhauau, hasenehethāhuk, Nauahe, nau jathāau, hanau Herod hadnaāne.
2a0d2000bc	Nau hanaāāedauwunāthee, Najesaa, nau hadāedauwunauva hena vachuhuu, Naune, nenuguthu haujaunauau, nau nenayauthānau nuu desenee nau naugaagu, nau nanaseauwauau hesee hadnaāesedaunau.
2a0d21007c	Hau hadnenesanau nuu desenee, nau naugaagu, nau jea hathavenaugaagu: hanau hehauwunaasau henee haeyāhe denaade Dādaunedan.
2a0d22011c	Hau Dādaunedan, Dādaunedan, nanathee nenauauthee haeyāhehau, nau nenauchauwahathee hauunaugāe henee hejejenanauwunaudenenau; dauhudauchu naudnauāchauhaunauau nananena hadāeyaunewauau hauānee waude neauthuneahee dauānaude henesaunau hethauvaa hethaenaa, hau hāhauwuvathehāva.
2a0d2300d3	Naune haudauauwunenau, naunaudauwunana hadnadauyewu: nau hethauwuu nāedauwunathana, Nananena hadnehauwunauhauwuva haunaude nauauchaugu hadneenehena, Hauwunaunaa henee jaunaude heee heneseedaunene Vahadāhenith.
2a0e010083	Nau hethauwuu, daujedāde hedauauwunene hanesāhenith najane Nesethajauhuhau hadvethee jauaujau vadanesee, henee haeaunauyauhauvaa.
2a0e02003c	Nau, naune, hena jasaa henane hathaāhede haenenesaunenauau.
2a0e030080	Nau Hejavaneauthusau haeauchuhananadetha nanavaavehehau nau Nesethajauhuhau, gaujenanavanau henayauthaude vadanesee? hāthauhuk.
2a0e04004d	Nau haedādaunaugunauau. Nau hanaāedanaunith nau haeenayauha, nau haejenana;
2a0e0500a8	Nau haeauchuhananadetha, Hanaa hedauneau naugauchaudahehau wauāth waugaje janesenayaugaune hadaudaunaudenee, nau gauchauchaunu gauhadnauuguthauva vadanesee? hathauhuk.
2a0e060035	Nau haeeyauhuune nesenehethauthee jea nuu hayauhuhau.
2a0e07007c	Nau haedadajenehetha henee hathāadethavathee, hāenauhauwaude hasayāchauhauwunethe najatheaugudaunau; hanaāāedauwunaude,
2a0e080090	Hāene nananena hadethaunā henanenauau gauwuhaudeneagu, jevajanauguu najatheaugudaunaa; havajavaānethā henane havajavaāheva henee hadethade;
2a0e09008e	Nau henee hadethāde nau nananede hadjaude nau hadnethāne, Venene naa henane hadehedaugu; nau nananene haddayāhene janaugunenagu hesaudavaa.
2a0e0a00c5	Hau hāene nananene hadethanenagu, haddeyehau nau hadjanaugu hesaudavaa henee hāene hadethāde hadjaude, hadethāne, Va javesa; hadnaāene nananene vechauthānaune henee hanethevethehevādaunauau.
2a0e0b0063	Hanau daun nanajathajaude nehayau hadnausādauaude; nau henee nausādauauadede nehayau hadnajanede.
2a0e0c0104	Hanaāenehethaude jea henee hadethādaune, Hāene nananene gauusevanenagu wauāthe hethunevethehevanenagu, jevaadesene hādaehauhauau, wauāthe hāthesaunauau, daudause hādauānauau, wauāthe nethauyādahagu hanedaudewau; havaadethaa jea, nau havaaunaudaunā.
2a0e0d007c	Hau hāene nananene vethehevanenagu, hadadethaunauau hadavenuhuhauau, henesenehehauau, jeneejavesahehauau, nanenauguhuhauau;
2a0e0e007b	Nau nananene hadnauwunaunane; hanau daujeneaunaudaunānaune: hanau nananene hadnaunaudaunane jaegauhadeneagu hathāethadee.
2a0e0f00a2	Hāene hanesāde henee henethevethehevādaune daunedauwaudauwunith nuu hayauhuhau, Hauwunaunade henee hadvethee jauaujau henajanedaunene Hejavaneauthu, hathāhuk.
2a0e100056	Hanaāāedauwunaude, jasaa henane haeavathethunevetheheva, nau haeauwauhadethānanena;
2a0e110088	Nau haejenana hewauwaune dauethunevethehedaunee hadnāedauwunaunith henee hadethavathe, Jenajesaa; vahee hayauhuhau wauwu hanesejenanee.
2a0e1200b6	Nau vahee haenesadene hathauchuwuhadethee hadnudanathee. Nanedauwauaude hasenehethauhuk, Neaudaunaudauwau vedauauwuu, nau hadneyehaunau nau hadnauhaudauwau: Nehethathane hadnudanene.
2a0e130079	Nau jasaa ahagu, Neaudaunauthu yauthauyauna hedauhuwaugaje, nau hadneyehaunau hadnayāduuhuu: nenehethathane hadnudanene.
2a0e140035	Nau jasaa hahagu, hedauwunenenau, nau naajeneejaunau.
2a0e150168	Hanaāejenauusade henee wauwau, nau hanaāenauhauthehaude hadāhewaunādaune nuu hayauhuhau. Wauhā hechauhauthethāhe hauauwuu hanaāasenaunade hanaāāedauwunaude hewauwaune, Yegauhu nauhauhaunee hadaugauchaudāe nau hadaugauchauchanee hedane, nau hadjāthaunauau hede hathāadavenuhunethee, nau henesenehehauau, nau jeneejavesahehauau, nau nanenauguhuhauau.
