2800000005	Mateo
2f0c0400a2	xkꞌam bꞌik kꞌa pa ri jeꞌlalaj kꞌolibꞌal rech chikajil, xutatabꞌej tzij ri man kitzij ta winaq xuqujeꞌ man yaꞌtal ta chike ri winaq kaketaꞌmaj.
2f0c05007e	Kinkwinik kinya uqꞌij ri achi riꞌ, ri in kꞌut man kinya ta nuqꞌij, xaq xwi kinya nuqꞌij are xaq kinbꞌaqꞌoꞌtik.
2f0c0600e6	Pune jeriꞌ, we ta kawaj kinnaꞌ nimal, utz riꞌ we jeriꞌ kinbꞌano, rumal qas tzij ri kinbꞌij. Kinya kꞌu kan chilaꞌ rech man kꞌo ta jun kuchomaj jun jastaq chik chwij cho ri qas karilo xuqujeꞌ kuto katzijox chwij.
2f0c0700dd	Rech kꞌu man nimal taj kinnaꞌo rumal ri jastaq ri xukꞌut ri Dios chinuwach jer xkoj jun kꞌix che ri nutyoꞌjal, jun utaqoꞌn ri itzel xutaq loq chinuchꞌayik chinupalaj, rech jeriꞌ man kinnimarisaj ta wibꞌ.
2f0c080035	Oxmul xinta che ri Ajawxel chi karesaj chwe we riꞌ.
2f0c09011a	Ri Ajawxel kꞌut xubꞌij chwe: Ri nutoqꞌobꞌ xaqareꞌ chawe, rumal cher ri nukwinem qas tzꞌaqat are xaq katbꞌaqꞌoꞌtik. Rumal kꞌu riꞌ qas rukꞌ ronojel wanimaꞌ kinnaꞌ nimal rukꞌ ri nubꞌaqꞌoꞌtem rech jeriꞌ kakꞌojiꞌ ri ukwinem ri Cristo pa nuwiꞌ.
2f0c0a0123	Rumal riꞌ kinkiꞌkotik pa ri nubꞌaqꞌoꞌtem, xuqujeꞌ are kabꞌix kꞌax taq tzij chwe, are man kaya ta bꞌe kinbꞌan ri rajawaxik, are kintzukuxik rech kabꞌan kꞌax chwe, xuqujeꞌ are kinbꞌisonik, rumal cher are xaq kinbꞌaqꞌoꞌtik, kꞌa te riꞌ kꞌo nuchuqꞌabꞌ.
2f0c0b0116	Are xinnaꞌ nimal, jer xinnoꞌjinik jun winaq ri man kꞌo ta retaꞌmabꞌal, ri ix kꞌut xinitaqchiꞌj rech jewaꞌ kinbꞌano. Rumal cher taqalik chi ix kiya nuqꞌij, rumal man in taj in nitzꞌ chikiwach ri sibꞌalaj e nimaq taq taqoꞌn, pune in man kꞌo ta kinuxik.
2f0c0c008e	Ri chak ri kakꞌutuwik chi jun qas taqoꞌn, xbꞌanik chiꞌxoꞌl, jacha ta ne ri etal, mayijabꞌal taq jastaq ri xkꞌulmataj iwukꞌ ix.
2f0c0d0096	¿Jas xixkꞌexen wi ix kukꞌ ri nikꞌaj taq komontyox chik? Xaq xwi chi man xinux ta jun eqaꞌn chiꞌwe. Chikuyuꞌ we man utz kita ri kinbꞌij.
2f0c0e0159	Qas tzij ronojel chik nusukꞌuman rech kixeꞌnsolij churox mul, man kinux ta kꞌu jun eqaꞌn chiꞌwe che waꞌ, rumal cher man are ta kawaj kinta chiꞌwe ri kꞌo iwukꞌ rumal cher man are ta ri aꞌlkꞌwaꞌlaxelabꞌ kakiyak jastaq rech kakikoj ri e tat nan, xane are ri tat nan kakiyak jastaq rech kakikoj ri aꞌlkꞌwaꞌlaxelabꞌ.
2f0c0f00b4	Xaq jeriꞌ qas rukꞌ kiꞌkotemal kinsach ri jastaq we, xuqujeꞌ in kinjarisaj wibꞌ xa rumal iwe. Pune man qꞌalaj taj chi kiniloqꞌaj jetaq ri kinbꞌan in che iloqꞌaxik.
2f0c100090	We bꞌa ne jeriꞌ man in jun eqaꞌn ta chiꞌwe, xane rumal sibꞌalaj kachoman ri nujolom rumal ri xinkoj jun kꞌaꞌmabꞌal pa ri ibꞌe.
2f0c11004c	¿La xa kꞌu xixinsubꞌu rumal ri jun nutaqoꞌn ri xintaq bꞌik iwukꞌ?
2f0c1200e6	Xinta toqꞌobꞌ che ri Tito rech kixeꞌrila xuqujeꞌ xintaq bꞌik ri jun alaxik rukꞌ ¿la xa kꞌu xixusubꞌ ri Tito? ¿La man kꞌu xa che jun uxlabꞌal uj petinaq wi xuqujeꞌ junam bꞌe ujbꞌininaq wi rukꞌ ri Tito?
2f0c1300e3	¿Teꞌq piꞌkꞌuꞌx chi ronojel we qꞌotaj ri uj petinaq loq, xaq tajin kaqatzukuj jas kaqabꞌij chiꞌwe? Qas cho ri Dios, pa Cristo kujtzijonik. Loqꞌalaj taq qachalal, ronojel ri kaqabꞌano, kaqabꞌano che itoꞌik.
2f0c140176	Kinxiꞌj wibꞌ, rukꞌ jubꞌiqꞌ man kixeꞌnriqa taj jetaq ri kawaj, xuqujeꞌ rukꞌ jubꞌiqꞌ man je ta kinnoꞌjinik jetaq ri kiwaj ix are kinopanik. Kinxiꞌj wibꞌ rukꞌ jubꞌiqꞌ kꞌo chꞌoꞌj kꞌax kinaꞌ chike nikꞌaj chik, oyawal, paꞌin taq ibꞌ, etzelal, tzijtaꞌlik, nimal xuqujeꞌ man tajin ta kabꞌan ri jastaq pa ucholajil, chiꞌxoꞌl.
2f0c150191	Kinxiꞌj wibꞌ, are kinchomaj rukꞌ jubꞌiqꞌ kubꞌan chwe ri Dios chi kinmochꞌ wibꞌ rumal iwe are kinopan iwukꞌ, wine kinoqꞌ kumal ke e kꞌi ri e makuninaq kanoq nabꞌe, xuqujeꞌ man kikꞌexom ta kikꞌuꞌx rumal ri ketzelal xuqujeꞌ ri mak kibꞌanom ri itzel taq kirayinik kukꞌ taq achyabꞌ xuqujeꞌ kukꞌ taq ixoqibꞌ je xuqujeꞌ ri kꞌarkꞌatik ri kijachom wi kibꞌ.
2f0d0100a0	Naꞌtaj chiꞌwe chi are urox mul waꞌ kixinsolij. Ronojel jastaq ri xkꞌulmatajik rajawaxik kachomax na rij kukꞌ kebꞌ o oxibꞌ winaq ri qas xiꞌlowik.
2f0d0200f4	Xinbꞌij we riꞌ chiꞌwe are xinopan chukabꞌ mul iwukꞌ, chanim kꞌut kintzalij chi ubꞌixik chiꞌwe pune man in kꞌo iwukꞌ. Kintzalij chi unaꞌtaxik chiꞌwe, are kintzalij chi iwukꞌ man kinkuy ta umak xapachin jun ri makuninaq.
2f0d0300a2	Rumal cher tajin kita chwe chi we kachꞌaw ri Cristo chi nuchiꞌ in. Ri Cristo man xaq ta kabꞌaqꞌoꞌt chiꞌxoꞌl ix, xane kukꞌut ri ukwinem piꞌwiꞌ.
2f0d040107	Ri Cristo, pune maj chi uchuqꞌabꞌ are xekebꞌax cho ri jun ripbꞌal, chanim kꞌut kꞌaslik pa ri ukwinem ri Dios. Je xuqujeꞌ uj maj qachuqꞌabꞌ uj kꞌo pa Areꞌ, kujkꞌasiꞌ kꞌu na rukꞌ ri ukwinem ri Dios pa Cristo rech kujkꞌojiꞌ iwukꞌ.
2f0d0500ba	Qas chichomaj rij ri tajin kixnoꞌjinik. ¿La qas ix kꞌo pa ri ikojobꞌal? ¿La man kiwilo chi ri Cristo Jesús kꞌo pa iwanimaꞌ? O wine man kichomaj taj, wine ixtzaqmajinaq chik.
2f0d06003e	Kinwayeꞌj chi kichꞌobꞌ rij chi uj man ujtzaqmajinaq taj.
2f0d07008f	Kaqabꞌan chꞌawem cho ri Dios piꞌwiꞌ rech maj jun itzel jastaq kibꞌano. Xane are chibꞌana ri utzilal, pune ujtzaqmajinaq kakaꞌyik.
2f0d080070	Rumal cher man kujkwin taj kaqabꞌan qakꞌulel che ri qas tzij, xane are kaqabꞌan ri utzilal pa ri qas tzij.
2f0d0900a8	Qas tzij wi, kujkiꞌkotik che ri ix kꞌo ichuqꞌabꞌ pune man kꞌo ta qe uj; xuqujeꞌ kaqabꞌan chꞌawem cho ri Dios rech kubꞌan chiꞌwe chi kixux tzꞌaqat.
2f0d0a00f6	Rumal riꞌ kintzꞌibꞌaj we riꞌ chiꞌwe rumal cher man in kꞌo ta iwukꞌ, rech we xinopan iwukꞌ man pa kowil taj kixinchꞌabꞌej, rumal cher jewaꞌ ubꞌanom ri Ajawxel chwe rech kintobꞌanik rech kixkꞌiyik man xa ta kasach iwach.
2f0d0b00ee	Kꞌisbꞌal rech wachalal, chixkiꞌkotoq, chisukꞌumaj ri inoꞌjibꞌal, chikꞌamawaꞌj ri nuyojonik, xa jun chibꞌana, chixkꞌoloq pa jaꞌmaril rech jeriꞌ ri Dios rech loqꞌanik xuqujeꞌ rech jaꞌmaril kakꞌojiꞌ iwukꞌ.
2f0d0c0033	Chiya rutzil iwach rukꞌ jun tyoxalaj tzꞌumanik.
2f0d0d0044	Konojel ri tyoxalaj taq winaq ri e kꞌo waral kakitaq rutzil iwach.
2f0d0e0085	Are ri utoqꞌobꞌ ri Ajawxel Jesucristo, ri uloqꞌanik ri Dios xuqujeꞌ ri uriqoj ibꞌ ri Tyoxalaj Uxlabꞌixel kekanaj iwukꞌ.
3000000008	Gálatas
30010100c0	Ri Pablo, taqoꞌn man kech ta winaq xuqujeꞌ man winaq taj taqowinaq, xane rumal are ri Jesucristo xuqujeꞌ rech ri Dios Tataxel ri xkꞌastajisan ri Jesucristo chikixoꞌl ri kaminaqibꞌ.
300102006b	Konojel ri alaxik ri e kꞌo wukꞌ, kakitaq rutzil kiwach ri e komontyox ri e kꞌo pa ri tinimit Galacia:
3001030066	Are ri qatat Dios xuqujeꞌ ri Ajawxel Jesucristo cheyoꞌw jaꞌmaril xuqujeꞌ toqꞌobꞌ chiꞌwe.
30010400b5	Ri Jesucristo xujach ribꞌ xa rumal ri qamak rech jeriꞌ xujresaj chuxeꞌ raqan uqꞌabꞌ ri uwachulew rech we qꞌij junabꞌ, are waꞌ ri rayibꞌal ukꞌuꞌx ri qatat Dios.
3001050044	Che Areꞌ yaꞌtal wi kaya ri juluwem chibꞌe qꞌij saq. Jeriꞌ.
30010600a9	Sibꞌalaj kinmayijanik rumal chi aninaq xitzaq kanoq ri xixsikꞌin apanoq pa ri utoqꞌobꞌ ri Cristo rech xitereneꞌj chik ri jer kabꞌantaj jun utz laj tzij chik.
30010700ab	Man kel ta kubꞌij chi kꞌo chi jun utz laj tzij, xane xa e kꞌo chi nikꞌaj winaq ri kakaj kix kisubꞌu rech jeriꞌ kakikꞌex ubꞌixik ri utz laj utzij ri Cristo.
3001080099	We kꞌu ne kꞌo jun chaqe uj, o jun ángel rech chikaj kutzijoj chi jun utz laj tzij chiꞌwe ri man are ta ri qatzijom uj chiꞌwe, chetzelataj uwach.
3001090091	Jetaq ri qabꞌim chik chiꞌwe: We kꞌo ne jun kutzijoj jun utz laj tzij chik chiꞌwe ri man are ta xqatzijoj chiꞌwe, qaj kꞌax puꞌwiꞌ.
30010a00f9	¿Jas kꞌu kawaj rukꞌ we riꞌ? ¿La are kꞌu kawaj kinqaj chikiwach ri winaq, o rech kinqaj cho ri Dios? ¿Teꞌq piꞌkꞌuꞌx ix are kawaj kinqaj chikiwach nikꞌaj chik? We kinqaj chikiwach ri winaq, man in rajchak ta bꞌa ri Cristo riꞌ.
30010b005e	Wachalal, kawaj kiwetaꞌmaj chi ri utz laj tzij ri kintzijoj in, man winaq taj tikowinaq loq.
30010c0084	Man rukꞌ ta winaq xinwetaꞌmaj wi xuqujeꞌ man che ta winaq xinkꞌamawaꞌj wi, xane tzi are ri Jesucristo xkꞌutuw chinuwach.
30010d00ba	Jeriꞌ rumal iwetaꞌm jas jeꞌ kinnoꞌjin kanoq nabꞌe are in kꞌo chikixoꞌl ri winaq aꞌj Israel, are xwaj xinbꞌan kꞌax che ri ukomontyox ri Dios, rech kakꞌis puꞌwiꞌ.
30010e00aa	Are xinkꞌojiꞌ kukꞌ ri winaq aꞌj Israel in kꞌo na chikiwach ri e wachiꞌl pa ri nukojobꞌal, qas nim xinbꞌan chi rilik ri kinaqꞌatajibꞌal ri nutat nunan.
30010f0067	Pune jeriꞌ, ri Dios xinuchaꞌo are in kꞌo chupam ri nunan, xinusikꞌij apanoq pa ri utoqꞌobꞌ.
3001100088	Xuqꞌalajisaj ri Ukꞌojol chinuwach rech jeriꞌ kintzijoj chike ri winaq ri man aꞌj Israel taj, man nabꞌe taj xinta che jachinaq.
300111009f	Man xinpaqiꞌ ta xuqujeꞌ pa Jerusalén chutayik chike ri e nabꞌe taq taqoꞌn chinuwach, xane xintzalij pa Arabia, kꞌa te riꞌ xineꞌ chik pa Damasco.
3001120082	Are xikꞌow oxibꞌ junabꞌ, kꞌa te riꞌ xinpaqiꞌ pa Jerusalén xeꞌnsolij ri Pedro, xinkanaj kan rukꞌ oꞌlajuj qꞌij.
3001130063	Man xinwil ta chi jun chike ri e taqoꞌn chilaꞌ xaq xwi ri Jacobo ri rachalal ri Ajawxel Jesús.
3001140047	Qas karil ri Dios chi man bꞌanoj tzij ta ri tajin kinbꞌij chiꞌwe.
3001150046	Kꞌa te riꞌ xineꞌ pa taq ri tinimit rech Siria xuqujeꞌ Cilicia.
300116005e	Ri e komontyox kꞌut ri e kꞌo pa Cristo je laꞌ pa Judea man ketaꞌm ta nuwach che riꞌ.
3001170080	Xwi kitom ri kakibꞌij ri winaq: Ri achi ri xubꞌan kan kꞌax chaqe nabꞌe, kutzijoj chi ri kojobꞌal ri xraj xuchup uwach.
3001180026	Kakiya kꞌu uqꞌij ri Dios rumal we.
300201007a	Are xikꞌow kajlajuj junabꞌ, xinpaqiꞌ chik junmul pa ri tinimit Jerusalén, wachiꞌl ri Bernabé, xuqujeꞌ ri Tito.
3002020138	Xineꞌ pa Jerusalén rumal ri xinnimaj ri jun qꞌalajisanik ri xkꞌut chinuwach. Xqamulij kꞌu qibꞌ kukꞌ ri qas e kꞌamal taq bꞌe, xintzijoj kꞌut chike ri utz laj tzij ri tajin kintzijoj chike ri winaq ri man aꞌj Israel taj, rech kinto jas kakibꞌij, rech jeriꞌ man xaq ta tzaqel ri nubꞌanom.
30020300ae	Ri e kꞌamal taq bꞌe kꞌut, man xkitaqchiꞌj ta ne ri Tito ri bꞌenaq wukꞌ, chukojik ri retal ri chꞌekom tzij pa ri utyoꞌjal, pune ketaꞌm chi man aj Israel taj.
30020400c8	Pune e kꞌo jujun chilaꞌ ri xaq esal taq kiwach alaxik, xaq xwi keꞌkilaꞌ jas ri kujkwinik kaqabꞌano pa Cristo, rech jeriꞌ kujkitaqchiꞌj chubꞌanik ri kubꞌij ri taqanik rech ri Moisés.
3002050071	Xa ta kꞌu ne jubꞌiqꞌ xeꞌqanimaj, rech jeriꞌ ri qas tzij rech ri utz laj tzij kajeqiꞌk piꞌwanimaꞌ.
30020600e7	Are kꞌu ri e kꞌamal taq bꞌe, pune man kꞌo ta kutayij chwe ri kuꞌxik, jeriꞌ rumal cher ri Dios man kuqꞌat ta tzij pa kiwiꞌ ri winaq rumal ri kebꞌantajik, man kꞌo ta chi jun kꞌakꞌ jastaq ri xkibꞌij loq chwe.
30020700d1	Xane qas xkilo chi qas xchilibꞌex wi chwe utzijoxik ri utz laj tzij chike ri winaq ri man aꞌj Israel taj jetaq ri xbꞌan che ri Pedro xchilibꞌex che kutzijoj ri utz laj tzij chike ri winaq aꞌj Israel.
30020800a4	Ri Dios ri xuya bꞌe che ri Pedro rech xux taqoꞌn kukꞌ ri winaq aꞌj Israel, xuya xuqujeꞌ bꞌe chwe xinux taqoꞌn kukꞌ ri winaq ri man aꞌj Israel taj.
3002090146	Qas tzij ri Jacobo, ri Pedro xuqujeꞌ ri Juan, ri qas kabꞌan ke, xkilo chi qas xinkꞌamawaꞌj wi ri toqꞌobꞌ, xkichap ri qaqꞌabꞌ ri in xuqujeꞌ ri Bernabé chukꞌutik chi uj kachiꞌl chik, rech jeriꞌ kujeꞌ uj kukꞌ ri winaq ri man aꞌj Israel taj, are kꞌu ri areꞌ kebꞌe kukꞌ ri winaq aꞌj Israel.
30020a0072	Xwi xkichilibꞌej ubꞌixik chaqe chi kel qakꞌuꞌx chike ri e mebꞌaibꞌ, are kꞌut wa qilim loq ubꞌanik.
30020b0082	Are xulik ri Pedro pa ri tinimit Antioquía, xinbꞌij chupalaj ri kanoꞌjinik, jeriꞌ rumal cher man utz ta ri tajin kubꞌano.
30020c011b	Jeriꞌ rumal are majaꞌ kuꞌlik ri uꞌtaqoꞌn ri Jacobo, ri Pedro kawaꞌ kukꞌ ri winaq ri man aꞌj Israel taj; are xuꞌlik we winaq riꞌ, xuchapleꞌj uqꞌatik ribꞌ chike ri e winaq ri man aꞌj Israel taj jeriꞌ rumal xuxiꞌj ribꞌ chike ri winaq ri e kojtal ketal.
30020d00a9	Are xkil ri nikꞌaj winaq aꞌj Israel ri xubꞌan ri Pedro, xkikoj kibꞌ rukꞌ pa ri ukawachil, ri Bernabé xuqujeꞌ xutereneꞌj ri kawach laj noꞌjibꞌal riꞌ.
30020e013b	Are xinwilo chi man sukꞌ ta ri tajin kenoꞌjinik jetaq ri kubꞌij ri usukꞌal ri utz laj tzij, xinbꞌij che ri Pedro chikiwach konojel: We at at aj Israel, man je ta katnoꞌjinik jetaq jun aj Israel, ¿jas kꞌu che kaꞌtaqchiꞌj ri man aꞌj Israel taj rech kakibꞌan ri kakibꞌij ri winaq aꞌj Israel?
30020f006d	Ri uj uj aꞌj Israel wi pa qakꞌojiꞌkal, man uj aꞌjmakibꞌ taj jetaq ri winaq ri man aꞌj Israel taj.
30021000ef	Qetaꞌm kꞌut chi man kꞌo ta jun kabꞌantaj sukꞌ che rumal ri chak ri kuta ri taqanik xane xaq xwi kabꞌantaj sukꞌ che jun rumal ri kojobꞌal pa Jesucristo, jeriꞌ rumal man kꞌo ta jun kabꞌantaj sukꞌ che rumal ri taqanik.
30021100b9	We kꞌu kaqaj kabꞌantaj sukꞌ chaqe rumal ri Cristo, riꞌ kel kubꞌij chi qas uj aꞌjmakibꞌ wi. ¿La kel kꞌu kubꞌij wa chi ri Cristo patanil rech ri makaj? Man je ta riꞌ.
300212004c	We kꞌo jun kuwok chi jun jastaq ri xtukitajik, riꞌ kux chi ajmak junmul.
3002130071	Ri in kꞌut in kaminaq chik pa ri taqanik rech ri Moisés, rech jeriꞌ in kꞌaslik chuyaꞌik uqꞌij ri Dios.
30021400fb	Xinriptaj rukꞌ ri Cristo, rumal riꞌ man in kꞌas ta chik xaq pa we wi, are ri Cristo kꞌas chwe. Ri tajin kinriq chanim pa ri nutyoꞌjal, kiriqo pa ri nukojobꞌal che ri Ukꞌojol ri Dios, Areꞌ xinloqꞌanik xuqujeꞌ xujach ribꞌ rumal we.
3002150099	Man kinwetzelaj ta ri utoqꞌobꞌ ri Dios. Jeriꞌ rumal we ta rumal ri taqanik xpe ri sukꞌal, man kꞌo ta bꞌa kutayij riꞌ ri ukamikal ri Cristo.
30030100c4	Ri ix ix aj Galacia, ¡sibꞌalaj man kꞌo taj iwetaꞌmabꞌal! ¿Jachin xbꞌanow chiꞌwe chi man kinimaj ta ri qas tzij, ri xkꞌut chiꞌwach chirij ri Cristo ri xekebꞌax cho ri ripbꞌal?
3003020093	Xwi kawaj kinwetaꞌmaj: ¿La xikꞌamawaꞌj ri Uxlabꞌal rumal ri chak ri kuta ri taqanik, o xa rumal ri xitatabꞌej ri tzij rukꞌ kojobꞌal?
30030300ae	¿La xa kꞌu sibꞌalaj maj iwetaꞌmabꞌal? Nabꞌe xichapleꞌj pa ri Uxlabꞌal ¿la kꞌa te kꞌu riꞌ kiwaj kitzꞌaqatisaj rukꞌ ri ichuqꞌabꞌ pa ri ityoꞌjal?
300304008e	¿La xaq kꞌu xiriq kꞌax kꞌa te riꞌ man kꞌo ta kichꞌek che? Pune man kinkoj taj chi mat kꞌo kichꞌek che ri jastaq ri xibꞌano.
30030500dc	Ri Dios ri kuya ri Uxlabꞌal chiꞌwe rech kibꞌan mayijabꞌal taq jastaq chiꞌxoꞌl, ¿la kubꞌan kꞌut rumal ri chak ri kutoqꞌij ri taqanik o kubꞌano rumal ri kojobꞌal ri xikojo chukꞌamawaꞌxik ri tzij?
300306007a	Jeriꞌ xkꞌulmatajik rukꞌ ri Abraham, xukojo ri xbꞌix che rumal ri Dios rumal riꞌ xbꞌix che chi jun sukꞌ achi.
3003070052	Xaq jeriꞌ, chiwetaꞌmaj chi ri e rijaꞌl ri Abraham are ri kꞌo kikojobꞌal.
30030800fb	Qas tzij wi, ri Tzꞌibꞌatalik ojer xubꞌij loq chi ri Dios kubꞌan na sukꞌ chike ri winaq ri man aꞌj Israel taj rumal ri kikojobꞌal, kꞌa te riꞌ xubꞌij che ri Abraham: Rumal awe ketewchiꞌtaj na konojel ri e tinimit rech ri uwachulew.
3003090057	Xaq jeriꞌ ri e kꞌaslik pa ri kikojobꞌal e tewchiꞌtal rukꞌ ri kojonel Abraham.
30030a0110	Konojel ri are kakubꞌiꞌ kikꞌuꞌx che ubꞌanik ri chak ri kuta ri taqanik, e kꞌo chuxeꞌ ri etzelal, jeriꞌ rumal cher ri Tzꞌibꞌatalik kubꞌij: Etzelatajinaq uwach ri winaq ri man kubꞌan ta ronojel ri kubꞌij ri tzꞌibꞌatal pa ri wuj rech ri taqanik.
30030b0084	Xuqujeꞌ man kꞌo ta jun kabꞌantaj sukꞌ che rumal ri taqanik. Jeriꞌ rumal ri sukꞌ winaq kakꞌasiꞌk rumal ri kojobꞌal.
30030c0075	Ri taqanik man rech ta ri kojobꞌal, xane kubꞌij: Ri winaq ri kubꞌan we jastaq riꞌ kakꞌasiꞌ na rumal rech.
30030d00b3	Ri Cristo xujresaj loq pa ri etzelal rech ri taqanik are xubꞌan itzel chibꞌil ribꞌ xa rumal qe, jetaq kubꞌij ri Tzꞌibꞌatalik: Etzelatajinaq uwach ri karip cho jun che.
30030e00e3	Jeriꞌ xkꞌulmatajik rech xa rumal ri Cristo Jesús, ri tewechibꞌal rech ri Abraham xopan kukꞌ ri winaq ri man aꞌj Israel taj, rech jeriꞌ rumal ri kojobꞌal kaqakꞌamawaꞌj ri tzujtal loq chaqe rumal ri Uxlabꞌal.
30030f00e8	Qachalal, kinkoj jun kꞌutbꞌal chiꞌwach: Jun chꞌekom tzij, pune xa rech achi, we xbꞌantajik, man kꞌo ta chi jun karesaj jubꞌiqꞌ che ri xbꞌiꞌtajik xuqujeꞌ man kꞌo ta chi jun kabꞌinik chi man kꞌo ta kutayij.
30031000ef	Je kꞌu riꞌ, ri tzujtal loq, che ri Abraham xbꞌix wi loq xuqujeꞌ ri rijaꞌl. Ri Tzꞌibꞌatalik man kubꞌij taj chike ri e rijaꞌl, je ta ne ri e kꞌo kꞌi, xane che ri rijaꞌl ri kel kubꞌij chi xa jun, are waꞌ ri Cristo.
30031100e9	Ri kawaj kinbꞌij are we riꞌ: Ri chꞌekom tzij ri xbꞌanik ojer rukꞌ ri Dios man kakwin taj ri taqanik ri kꞌa te xpe chi kajibꞌ ciento rukꞌ juwinaq lajuj junabꞌ chuchupik rech man kesax ta uchuqꞌabꞌ ri tzujtal loq.
30031200bf	Rumal cher we ta kayaꞌtaj ri echabꞌal xa rumal ri taqanik riꞌ man kayaꞌtaj taj rumal cher xa tzujtal loq. Ri Dios kꞌut xuya ri echabꞌal che ri Abraham xa rumal ri utzujum loq che.
30031300f3	¿Jas kꞌu xutayij ri taqanik? Xyaꞌtajik rech jeriꞌ kaqꞌalajinik chi man utz ta ri tajin kabꞌanik, kꞌa xpe na ri rijaꞌl ri Abraham ri tzujtal loq chi kape na. Are ri angelibꞌ xeyoꞌwik ri taqanik puꞌqꞌabꞌ jun chꞌawenel.
3003140060	Xaq jeriꞌ man kꞌo ta kutayij jun chꞌawenel we xa jun kabꞌan rech, ri Dios kꞌut xa jun.
30031500f1	We jeriꞌ ubꞌanik we jastaq riꞌ, ¿la ukꞌulel kꞌu ri taqanik ri utzujum loq ri Dios? Man je ta riꞌ. We ta kakwin ri taqanik, ri xyaꞌtajik, chuyaꞌik kꞌaslemal ri maj ukꞌisik, are ta bꞌa ri taqanik riꞌ kayoꞌw sukꞌal.
30031600b7	Are kꞌu ri Tzꞌibꞌatalik kubꞌij chi konojel ri winaq aꞌjuwachulew e kꞌo chuxeꞌ ri mak, jeriꞌ rech rumal ri kojobꞌal pa Jesucristo, kayaꞌtaj na chike ri tzujtal loq.
3003170089	Are majaꞌ kape we kojobꞌal riꞌ, uj jatꞌital chuxeꞌ ri taqanik, ujtzꞌapitalik qayeꞌm ri kojobꞌal ri kakꞌut na chiqawach.
3003180081	Xaq jeriꞌ ri taqanik xpe chukꞌamik qabꞌe rech xujpe rukꞌ ri Cristo, jeriꞌ kabꞌantaj sukꞌ chaqe rumal ri kojobꞌal.
3003190049	Kamik kꞌut chi kꞌo chi ri kojobꞌal, man xa ta chi kakꞌam qabꞌe.
30031a004b	Iwonojel ix ralkꞌwaꞌl ri Dios xa rumal ri ikojobꞌal pa Cristo Jesús.
30031b005c	Jeriꞌ rumal konojel ri xbꞌantaj kiqasanaꞌ pa Cristo, are xkatzꞌyaqibꞌej ri Cristo.
30031c00bd	Man kꞌo ta chi aj Israel xuqujeꞌ man aj Israel taj, man kꞌo ta chi achi xuqujeꞌ ixoq, man kꞌo ta chi ajchak xuqujeꞌ man ajchak taj, xane iwonojel ix, xa ix jun pa Cristo Jesús.
30031d0078	Kamik kꞌut chi ix rech chi ri Cristo, qas ix rijaꞌl ri Abraham, xuqujeꞌ ix echaꞌnel rech ri utzujum loq ri Dios.
300401009d	Kinbꞌij xuqujeꞌ, ri echaꞌnel are kꞌa nitzꞌ na, xaq e junam rukꞌ ri patanijel ri kꞌo pa ri ja, pune ri akꞌal are ajchoqꞌe ronojel ri jastaq.
3004020063	Xane chajital kumal ri iꞌlol taq rech kꞌa jampaꞌ katzꞌaqat na ri junabꞌ ri karaj ri utat.
300403006c	Je xuqujeꞌ uj, are majaꞌ qetaꞌm uwach ri Cristo, uj kꞌo chuxeꞌ ri jatꞌibꞌal rech ri uwachulew.
3004040074	Are xtzꞌaqat ri qꞌotaj, ri Dios xutaq loq ri Ukꞌojol, ri xkꞌiyik che jun ixoq xuqujeꞌ chuxeꞌ ri taqanik.
300405005f	Rech jeriꞌ kekꞌam apanoq ri e kꞌo chuxeꞌ ri taqanik, rech kuꞌx alkꞌwaꞌlaxelabꞌ.
300406009d	Rumal kꞌu che ri ixralkꞌwaꞌl chi ri Dios, ri Dios xutaq loq ri Uxlabꞌixel rech ri Ukꞌojol pa taq iwanimaꞌ rech jeriꞌ kixkwinik kibꞌij: ¡Tat!
300407007a	Xaq jeriꞌ man at patanijel ta chik, xane at ralkꞌwaꞌl chi ri Dios, jeriꞌ rumal ri Dios xubꞌano echaꞌnel chawe.
300408004a	Ojer are majaꞌ iwetaꞌm uwach ri Dios, are kipatanij ri man e dios taj.
30040900c5	Kamik kꞌut chi iwetaꞌm chi uwach ri Dios, o pa juleꞌ taq tzij chik ri Dios xretaꞌmaj iwach, ¿jas kꞌu che kiwaj kixtzalij kanoq chuxeꞌ ri chuqꞌabꞌ ri karaj kubꞌan rech piꞌwiꞌ?
30040a0061	Ri ix xaq jeꞌ nim tajin kiwil ri qꞌij, ri ikꞌ xuqujeꞌ ri junabꞌ rech taq ri nimaqꞌij.
30040b0062	Kinxiꞌj wibꞌ are kinchomaj iwij, rukꞌ jubꞌiqꞌ man kꞌo ta xutayij ri xinchakuj iwukꞌ.
30040c00a9	Wachalal kixinbꞌochiꞌj rech qas je kixuxik jetaq ri in, jeriꞌ rumal in xuqujeꞌ je xinuxik jetaq ri ix. Kinbꞌij we riꞌ, man xa ta rumal ibꞌanom kꞌax chwe.
30040d006a	Jeriꞌ rumal iwetaꞌm chi rumal rech jun yabꞌil pa ri nutyoꞌjal, xintzijoj ri utz laj tzij chiꞌwe.
30040e00b4	Pune kꞌax xiriq wukꞌ rumal ri yabꞌilal ri kꞌo chwe, man xiniwetzelaj taj, xane je xibꞌan chinukꞌamawaꞌxik jetaq jun ángel rech ri Dios, jetaq ta ne ri Cristo Jesús.
